"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",0,0,0,"*",1693,1770,1820,"*",0,0,0,0,0,0,5285
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",0,0,0,0,0,0,0,1907,1993,2025,0,"*","*",0,5928
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",0,0,0,0,0,0,0,0,0,0,2158,2126,2085,2039,8408
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",290,681,709,735,770,0,0,0,0,0,0,0,0,0,3185
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",0,0,0,0,0,805,825,865,0,0,0,0,0,0,2495
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",0,0,0,0,0,0,0,0,869,912,719,741,752,786,4779
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",371,807,828,877,885,902,0,0,0,0,0,0,0,0,4670
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",0,0,0,0,0,0,943,965,1001,1060,0,0,0,0,3969
"Thompson School District","=""1410011""","District Autism Program","=""1410211""",0,0,0,0,0,0,0,0,0,0,"*","*",0,0,"*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",0,0,0,0,0,0,0,0,0,0,840,789,812,779,3220
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",461,1760,1906,2062,0,0,0,0,0,0,0,0,0,0,6189
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",0,0,0,0,2129,2204,2003,0,0,0,0,0,0,0,6336
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",0,0,0,0,0,0,258,2306,2385,2404,0,0,0,0,7353
"Tolland School District","=""1420011""","TALC","=""1420311""",0,0,0,0,0,0,0,0,0,0,"*",0,"*",24,33
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",0,0,0,0,0,0,0,0,0,0,2232,2205,2211,2114,8762
"Torrington School District","=""1430011""","East School","=""1430111""",77,620,653,644,683,709,733,0,0,0,0,0,0,0,4119
"Torrington School District","=""1430011""","East TPS - PreK - Reg Ed","=""1432211""",90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"Torrington School District","=""1430011""","Hilltop Outreach","=""1432311""",11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Torrington School District","=""1430011""","Pre-K SpEd","=""1431611""",56,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"Torrington School District","=""1430011""","PreK","=""1432211""",90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"Torrington School District","=""1430011""","Southwest School","=""1430811""","*",572,587,541,510,502,"*",0,0,0,0,0,0,0,3192
"Torrington School District","=""1430011""","Torringford Community Outreach","=""1432311""",11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Torrington School District","=""1430011""","Torringford School","=""1430911""",41,986,1075,1050,1048,1095,1085,0,0,0,0,0,0,0,6380
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",29,776,882,789,754,705,665,0,0,0,0,0,0,0,4600
"Torrington School District","=""1430011""","Vogel-Wetmore/Outreach PreK","=""1431911""",7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Torrington School District","=""1430011""","ABC / Torringford","=""1432411""",0,"*","*","*",0,0,"*",0,0,0,0,0,0,0,"*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""",0,683,627,615,623,638,649,0,0,0,0,0,0,0,3835
"Torrington School District","=""1430011""","Torringford / ABC","=""1432411""",0,"*","*","*",0,0,"*",0,0,0,0,0,0,0,"*"
"Torrington School District","=""1430011""","ABC / Forbes School","=""1431511""",0,0,"*","*","*","*",0,0,0,0,0,0,0,0,6
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",0,0,0,0,0,0,0,"*",3592,3660,"*",0,0,0,10825
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""",0,0,0,0,0,0,0,0,0,0,"*","*",6,6,20
"Torrington School District","=""1430011""","Torrington Expulsion Program","=""1431411""",0,0,0,0,0,0,0,0,0,0,"*","*",6,6,20
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",0,0,0,0,0,0,0,0,0,0,2966,2659,2628,2679,10932
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",0,765,809,826,862,893,890,0,0,0,0,0,0,0,5045
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","*",906,995,1032,1067,1052,1074,0,"*",0,0,0,0,0,6128
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",2246,0,0,0,0,0,0,0,0,0,0,0,0,0,2246
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",0,687,750,809,846,863,868,0,0,0,0,0,0,0,4823
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",0,611,649,641,693,705,734,0,0,0,0,0,0,0,4033
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",0,699,765,800,825,824,846,0,0,0,0,0,0,0,4759
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",0,590,668,677,689,722,753,0,0,0,0,0,0,0,4099
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",0,0,0,0,0,0,0,2486,2541,2530,0,0,0,0,7557
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",0,0,0,0,0,0,0,2768,2801,2840,0,0,0,0,8409
"Trumbull School District","=""1440011""","REACH","=""1440511""",0,0,0,0,0,0,0,0,"*","*","*","*",10,8,26
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""",0,0,0,0,0,0,0,0,0,0,"*","*","*",9,15
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",0,0,0,0,0,0,0,0,0,0,5350,5413,5297,5317,21377
"Trumbull School District","=""1440011""","Educating Learners in Transitional Environments (ELITE)","=""1440611""",0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
"Union School District","=""1450011""","Union Elementary School","=""1450111""",12,74,75,79,83,83,86,92,89,86,0,0,0,0,759
"Vernon School District","=""1460011""","Northeast School","=""1460311""",267,516,493,444,453,435,440,0,0,0,0,0,0,0,3048
"Vernon School District","=""1460011""","Center Road School","=""1461411""",314,715,756,766,765,785,780,0,0,0,0,0,0,0,4881
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",209,360,388,416,442,423,430,0,0,0,0,0,0,0,2668
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","*",521,471,477,429,437,433,"*",0,0,0,0,0,0,3079
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",204,570,538,525,520,509,479,0,0,0,0,0,0,0,3345
"Vernon School District","=""1460011""","VPS PreK Collaborative - YMCA","=""1460711""",8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""",0,0,0,6,"*","*",6,8,"*","*",0,0,0,0,28
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",0,0,0,0,0,0,0,2407,2463,2454,"*","*",0,0,7328
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",0,0,0,0,0,0,0,0,0,0,2922,2412,2326,2377,10037
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,0,0,0,0,0,0,0,0,0,0,0,0,103,103
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",342,286,283,292,291,292,297,320,319,330,0,0,0,0,3052
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",907,709,821,829,170,173,178,0,0,0,0,0,0,0,3787
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",296,899,1013,1016,185,185,169,0,0,0,0,0,0,0,3763
"Wallingford School District","=""1480011""","Highland School","=""1480211""",47,743,845,930,168,186,197,0,0,0,0,0,0,0,3116
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",190,846,961,933,168,165,167,0,0,0,0,0,0,0,3430
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",47,155,182,162,845,879,888,0,0,0,0,0,0,0,3158
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",0,116,157,149,946,973,997,0,0,0,0,0,0,0,3338
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",0,137,202,182,963,976,972,0,0,0,0,0,0,0,3432
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",0,229,294,262,1084,1083,1146,0,0,0,0,0,0,0,4098
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,0,0,"*","*",7,"*",12,13,25,26,20,14,20,147
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",0,0,0,"*","*",14,16,0,0,0,0,0,0,0,47
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",0,0,0,0,0,0,0,2338,2385,2398,0,0,0,0,7121
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",0,0,0,0,0,0,0,2338,2385,2398,0,0,0,0,7121
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",0,0,0,0,0,0,0,2453,2527,2571,0,0,0,0,7551
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",0,0,0,0,0,0,0,0,0,"*",2291,2341,2262,"*",9154
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""",0,0,0,0,0,0,0,0,0,0,"*","*",18,17,55
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",0,0,0,0,0,0,0,0,0,0,2825,2849,2786,2748,11208
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",0,0,0,0,0,0,0,0,0,0,0,0,0,67,67
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",0,153,148,135,130,129,131,0,0,0,0,0,0,0,826
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","*",944,951,939,957,950,"*",0,0,0,0,0,0,0,5650
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",163,1206,968,878,777,687,719,0,0,0,0,0,0,0,5398
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",181,963,831,747,730,759,819,0,0,0,0,0,0,0,5030
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",133,671,700,718,697,737,753,213,155,105,0,0,0,0,4882
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",130,1045,966,882,803,798,773,0,0,0,0,0,0,0,5397
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",207,332,289,286,296,296,315,300,215,169,0,0,0,0,2705
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","*","*",837,843,893,812,826,0,0,0,0,0,0,0,5023
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",332,670,381,393,402,415,421,363,298,250,0,0,0,0,3925
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","*","*",1354,1340,1251,1269,1295,0,0,0,0,0,0,0,7677
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","*",897,784,770,767,640,"*",0,0,0,0,0,0,0,4479
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",754,865,866,871,878,875,875,0,0,0,0,0,0,0,5984
"Waterbury School District","=""1510011""","Maloney Prek","=""1519811""",56,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","*",1100,1051,912,930,903,861,0,"*",0,0,0,0,0,5759
"Waterbury School District","=""1510011""","Reed School","=""1513411""",169,233,232,239,241,241,227,221,141,90,0,0,0,0,2034
"Waterbury School District","=""1510011""","Regan School","=""1512811""","*","*",433,461,480,497,521,0,0,0,0,0,0,0,2787
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",718,898,843,879,882,960,959,0,0,0,0,0,0,0,6139
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",2111,0,0,0,0,0,0,0,0,0,0,0,0,0,2111
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",474,804,753,645,623,585,560,0,0,0,0,0,0,0,4444
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",154,767,801,796,819,804,734,0,0,0,0,0,0,0,4875
"Waterbury School District","=""1510011""","Washington School","=""1512311""",126,565,537,544,481,516,492,0,0,0,0,0,0,0,3261
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",57,0,0,0,0,0,0,0,0,0,901,673,437,204,2272
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",162,633,629,582,516,535,521,0,0,0,0,0,0,0,3578
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",653,899,678,532,499,474,458,0,0,0,0,0,0,0,4193
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",0,174,158,165,178,181,195,0,0,0,0,0,0,0,1051
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""",0,19,46,26,21,16,24,0,0,0,0,0,0,0,152
"Waterbury School District","=""1510011""","Bucks Hill CBL","=""1514611""",0,"*","*","*",0,"*",0,0,0,0,0,0,0,0,9
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""",0,"*",6,6,9,"*",10,0,0,0,0,0,0,0,37
"Waterbury School District","=""1510011""","Carrington ESC","=""1511911""",0,"*","*","*","*","*","*","*",0,0,0,0,0,0,23
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""",0,9,30,38,12,9,6,0,0,0,0,0,0,0,104
"Waterbury School District","=""1510011""","Duggan CBL","=""1513611""",0,"*","*","*","*",0,0,0,0,0,0,0,0,0,8
"Waterbury School District","=""1510011""","Hopeville Bilingual","=""1514211""",0,6,22,28,10,14,15,0,0,0,0,0,0,0,95
"Waterbury School District","=""1510011""","Reed ESC","=""1512411""",0,"*","*",6,"*",8,9,"*","*",0,0,0,0,0,38
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""",0,"*","*",9,"*","*",10,0,0,0,0,0,0,0,32
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""",0,0,"*","*","*",9,9,0,0,0,0,0,0,0,28
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""",0,0,"*","*",14,17,10,0,0,0,0,0,0,0,55
"Waterbury School District","=""1510011""","State Street School","=""1519011""",0,0,"*","*",28,27,39,46,67,97,100,119,112,109,760
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",0,0,0,0,0,0,"*","*",250,351,210,357,291,197,1721
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",0,0,0,0,0,0,0,3534,3678,3780,0,0,0,0,10992
"Waterbury School District","=""1510011""","Michael F. Wallace Autism","=""1512911""",0,0,0,0,0,0,0,"*",7,6,"*","*",0,7,26
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",0,0,0,0,0,0,0,4196,4212,4101,0,0,0,0,12509
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",0,0,0,0,0,0,0,3754,"*",3761,0,0,"*",0,11262
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",0,0,0,0,0,0,0,1088,1087,1088,0,0,0,0,3263
"Waterbury School District","=""1510011""","Excel III","=""1513911""",0,0,0,0,0,0,0,0,"*","*","*",0,"*",0,6
"Waterbury School District","=""1510011""","North End ESC","=""1511811""",0,0,0,0,0,0,0,0,"*","*",0,0,0,0,10
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",0,0,0,0,0,0,0,0,0,0,3343,3433,3265,3226,13267
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",0,0,0,0,0,0,0,0,0,0,3391,3424,3270,3186,13271
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",0,0,0,0,0,0,0,0,0,0,1260,1235,1178,1140,4813
"Waterbury School District","=""1510011""","Wilby ESC","=""1511711""",0,0,0,0,0,0,0,0,0,0,"*","*","*","*",15
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",0,0,0,0,0,0,0,0,0,0,3162,3174,2968,3008,12312
"Waterbury School District","=""1510011""","Crosby Autism","=""1514511""",0,0,0,0,0,0,0,0,0,0,0,"*","*","*",6
"Waterbury School District","=""1510011""","Excel II","=""1513811""",0,0,0,0,0,0,0,0,0,0,0,"*","*",0,"*"
"Waterbury School District","=""1510011""","Crosby NVCC","=""1514011""",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*","*",446,439,475,497,503,0,0,0,0,0,0,0,2661
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","*","*",585,632,656,673,682,0,0,0,0,0,0,0,3624
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","*","*",563,544,566,602,628,0,0,0,0,0,0,0,3320
"Waterford School District","=""1520011""","Autism Class","=""1521111""",0,"*","*","*",0,"*",0,0,0,0,0,0,0,0,6
"Waterford School District","=""1520011""","Cohanzie Elementary School","=""1520111""",0,36,67,59,80,72,73,0,0,0,0,0,0,0,387
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",0,80,226,213,211,207,193,0,0,0,0,0,0,0,1130
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",0,0,0,0,0,0,0,2173,2261,2330,0,0,0,0,6764
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",0,0,0,0,0,0,0,0,0,0,2200,2223,2268,2286,8977
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""",0,0,0,0,0,0,0,0,0,0,0,"*",0,"*","*"
"Waterford School District","=""1520011""","Avery Point Transition Program","=""1520311""",0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",776,1955,2086,2148,0,0,0,0,0,0,0,0,0,0,6965
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",0,0,0,0,1031,1068,1139,0,0,0,0,0,0,0,3238
"Watertown School District","=""1530011""","Polk School","=""1530411""",0,0,0,0,1166,1190,1184,0,0,0,0,0,0,0,3540
"Watertown School District","=""1530011""","Heminway Park School","=""1530611""",0,0,0,0,0,0,0,272,0,0,0,0,0,0,272
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",0,0,0,0,0,0,0,2153,2531,2606,0,0,0,0,7290
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",0,0,0,0,0,0,0,0,0,0,2382,2367,2273,2261,9283
"Watertown School District","=""1530011""","Watertown Transition Academy","=""1530811""",0,0,0,0,0,0,0,0,0,0,0,0,0,"*","*"
"West Hartford School District","=""1550011""","Smith School","=""1551711""",154,530,550,575,598,617,629,0,0,0,0,0,0,0,3653
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",339,631,680,682,703,722,712,0,0,0,0,0,0,0,4469
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",32,616,653,663,668,689,691,0,0,0,0,0,0,0,4012
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",46,659,709,728,733,693,696,0,0,0,0,0,0,0,4264
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",214,504,508,510,538,554,539,0,0,0,0,0,0,0,3367
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",141,703,717,721,732,743,739,0,0,0,0,0,0,0,4496
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",999,576,627,669,708,696,706,0,0,0,0,0,0,0,4981
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,16
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",0,819,869,897,910,908,923,0,0,0,0,0,0,0,5326
"West Hartford School District","=""1550011""","Morley School","=""1550911""",0,528,554,584,580,584,596,0,0,0,0,0,0,0,3426
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,21
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",0,580,614,636,678,723,735,0,0,0,0,0,0,0,3966
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""",0,"*","*","*",7,"*","*",0,0,0,0,0,0,0,25
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""",0,"*","*","*","*","*",7,0,0,0,0,0,0,0,30
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",0,741,783,804,820,861,870,0,0,0,0,0,0,0,4879
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",0,0,0,0,0,"*",0,"*",2972,2952,0,0,0,0,8791
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",0,0,0,0,0,0,"*",3040,3039,3034,"*","*","*",0,9120
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",0,0,0,0,0,0,0,1421,1397,1375,0,0,0,0,4193
"West Hartford School District","=""1550011""","REACH","=""1557311""",0,0,0,0,0,0,0,0,0,0,"*","*",42,37,107
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,0,0,0,0,0,0,0,0,0,0,0,0,69,69
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",0,0,0,0,0,0,0,0,0,0,3898,3833,3722,3574,15027
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",0,0,0,0,0,0,0,0,0,0,3773,3788,3807,3752,15120
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",0,0,0,0,0,0,0,0,0,0,41,36,53,43,173
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",0,0,0,0,0,0,0,0,0,0,41,36,53,43,173
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,0,0,0,0,0,0,0,0,0,0,0,0,105,105
"West Haven School District","=""1560011""","Washington School","=""1561211""",125,839,873,853,826,808,173,0,0,0,0,0,0,0,4497
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",105,584,687,680,666,678,189,0,0,0,0,0,0,0,3589
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",11,138,143,131,128,133,126,0,0,0,0,0,0,0,810
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",218,570,628,641,654,657,191,0,0,0,0,0,0,0,3559
"West Haven School District","=""1560011""","Forest School","=""1560311""",145,918,893,829,816,790,195,0,0,0,0,0,0,0,4586
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",138,911,930,885,862,892,227,0,0,0,0,0,0,0,4845
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",322,805,856,825,832,830,249,0,0,0,0,0,0,0,4719
"West Haven School District","=""1560011""","Life Skills","=""1560111""",0,0,0,0,0,0,"*",6,7,"*",0,0,0,0,24
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",0,196,193,177,181,177,165,0,0,0,0,0,0,0,1089
"West Haven School District","=""1560011""","ASD Lab","=""1561111""",0,0,0,0,0,0,"*","*","*","*",0,0,0,0,16
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",0,0,0,0,0,0,3228,3797,739,714,0,0,0,0,8478
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",0,0,0,0,0,0,0,737,3846,3827,0,0,0,0,8410
"West Haven School District","=""1560011""","PACE","=""1560211""",0,0,0,0,0,0,0,0,0,10,66,27,"*","*",107
"West Haven School District","=""1560011""","Blended","=""1560711""",0,0,0,0,0,0,0,0,0,0,"*",11,9,"*",33
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""",0,0,0,0,0,0,0,0,0,0,"*",14,"*",6,29
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",0,0,0,0,0,0,0,0,0,0,4720,3927,3536,3410,15593
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",262,536,534,588,616,630,0,0,0,0,0,0,0,0,3166
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",0,0,0,0,0,0,657,681,695,715,0,0,0,0,2748
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",0,0,0,0,0,0,0,0,0,0,689,727,751,749,2916
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","*",1435,1598,1709,0,0,"*",0,0,0,0,0,0,0,5053
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",0,0,0,0,"*",1905,1941,"*",0,0,0,0,0,0,5673
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",0,0,0,0,0,0,"*",1999,2006,2013,"*",0,0,0,6020
"Weston School District","=""1570011""","Weston High School","=""1576111""",0,0,0,0,0,0,0,0,"*","*",1998,2017,1973,1941,7931
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",507,0,0,0,0,0,0,0,0,0,0,0,0,0,507
"Westport School District","=""1580011""","CES Segregated","=""1580111""",0,"*","*","*","*",0,0,0,0,0,0,0,0,0,14
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",0,612,691,727,768,819,827,0,0,0,0,0,0,0,4444
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",0,636,714,746,801,822,818,0,0,0,0,0,0,0,4537
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""",0,"*","*","*","*","*","*",0,0,0,0,0,0,0,9
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",0,761,779,835,826,850,841,0,0,0,0,0,0,0,4892
"Westport School District","=""1580011""","King's Highway Segregated","=""1580611""",0,"*","*",0,"*","*","*",0,0,0,0,0,0,0,11
"Westport School District","=""1580011""","Long Lots School","=""1580711""",0,832,924,953,1017,1044,1060,0,0,0,0,0,0,0,5830
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",0,803,830,884,893,876,883,0,0,0,0,0,0,0,5169
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",0,0,0,0,0,0,0,2824,2818,2849,0,0,0,0,8491
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",0,0,0,0,0,0,0,1699,1726,1711,0,0,0,0,5136
"Westport School District","=""1580011""","Staples High School","=""1586111""",0,0,0,0,0,0,0,0,0,0,4666,4613,4536,4415,18230
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",134,484,509,511,510,515,522,526,0,0,0,0,0,0,3711
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",15,430,430,435,463,458,454,446,0,0,0,0,0,0,3131
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",12,579,612,620,628,652,657,650,0,0,0,0,0,0,4410
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",20,569,588,601,615,636,628,633,0,0,0,0,0,0,4290
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",525,402,427,460,483,536,570,574,0,0,0,0,0,0,3977
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",0,0,0,0,0,0,0,0,2870,2911,0,0,0,0,5781
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",0,0,0,0,0,0,0,0,0,0,2919,2943,2952,2963,11777
"Wethersfield School District","=""1590011""","Wethersfield Transition Academy","=""1590111""",0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
"Willington School District","=""1600011""","Center School","=""1600111""",206,461,462,477,497,140,0,0,0,0,0,0,0,0,2243
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",0,0,0,0,0,375,528,565,596,627,0,0,0,0,2691
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""",67,465,489,501,0,0,0,0,0,0,0,0,0,0,1522
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",432,2257,2469,2611,0,0,0,0,0,0,0,0,0,0,7769
