"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2011-12"

"",,,,"Special Education Status",,
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",928,267,1195
"Waterbury School District","=""1510011""","Regan School","=""1512811""",256,36,292
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",574,41,615
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",131,82,213
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",317,53,370
"Waterbury School District","=""1510011""","State Street School","=""1519011""",0,71,71
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",433,66,499
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",432,35,467
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",301,29,330
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",340,37,377
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1075,246,1321
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",350,73,423
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",597,86,683
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",325,26,351
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",359,40,399
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",320,37,357
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",791,104,895
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",291,33,324
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",619,82,701
"Watertown School District","=""1530011""","Polk School","=""1530411""",302,43,345
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",707,64,771
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",839,117,956
"West Hartford School District","=""1550011""","Smith School","=""1551711""",321,16,337
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,6,6
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",424,47,471
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",389,28,417
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",378,45,423
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",441,14,455
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",267,32,299
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1310,141,1451
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",497,27,524
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1362,169,1531
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",750,134,884
"West Hartford School District","=""1550011""","Morley School","=""1550911""",326,30,356
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",381,44,425
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",0,26,26
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",846,96,942
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",0,26,26
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,12,12
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",442,30,472
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",436,117,553
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",460,53,513
"West Haven School District","=""1560011""","Washington School","=""1561211""",411,50,461
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",288,71,359
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",798,124,922
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",366,30,396
"West Haven School District","=""1560011""","Forest School","=""1560311""",403,73,476
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",847,101,948
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",442,68,510
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",423,49,472
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1370,145,1515
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",305,31,336
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",277,19,296
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",258,32,290
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",466,59,525
"Weston School District","=""1570011""","Weston High School","=""1576111""",690,65,755
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",525,45,570
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",578,50,628
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",740,111,851
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",443,37,480
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",438,63,501
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",410,43,453
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",432,36,468
"Westport School District","=""1580011""","Long Lots School","=""1580711""",567,31,598
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",487,35,522
"Westport School District","=""1580011""","Staples High School","=""1586111""",1643,181,1824
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",13,26,39
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",363,43,406
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",249,43,292
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",380,46,426
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",384,42,426
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",329,65,394
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",543,76,619
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1028,93,1121
"Willington School District","=""1600011""","Center School","=""1600111""",188,19,207
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",242,43,285
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",919,139,1058
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",932,107,1039
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",839,90,929
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1152,139,1291
"Winchester School District","=""1620011""","Batcheller - Bridges 1","=""1629211""","*","*","*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",154,43,197
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",223,50,273
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",163,51,214
"Windham School District","=""1630011""","Early Headstart","=""1638011""",31,0,31
"Windham School District","=""1630011""","Early Headstart-Commerce Dr.","=""1638011""",31,0,31
"Windham School District","=""1630011""","Natchaug School","=""1630111""",203,32,235
"Windham School District","=""1630011""","North Windham School","=""1630311""",393,32,425
"Windham School District","=""1630011""","Partial Day Program","=""1638411""","*","*",6
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",292,51,343
"Windham School District","=""1630011""","Windham Center School","=""1630511""",262,27,289
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",159,39,198
"Windham School District","=""1630011""","Windham High School","=""1636111""",577,152,729
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",810,176,986
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",381,33,414
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",328,53,381
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",506,52,558
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",334,60,394
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",196,31,227
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",252,36,288
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",350,49,399
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",270,43,313
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",197,56,253
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",664,123,787
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1062,166,1228
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",312,34,346
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",349,30,379
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",606,61,667
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",357,39,396
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",783,78,861
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",383,45,428
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",287,22,309
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",1039,59,1098
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",463,38,501
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",354,35,389

