"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2013-14"

"",,,,"Special Education Status",,
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",327,44,371
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",738,101,839
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",0,28,28
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,8,8
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",418,37,455
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",405,115,520
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",444,52,496
"West Haven School District","=""1560011""","Washington School","=""1561211""",431,51,482
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",293,72,365
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",730,132,862
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",320,36,356
"West Haven School District","=""1560011""","Forest School","=""1560311""",390,76,466
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",751,115,866
"West Haven School District","=""1560011""","Life Skills","=""1560111""",0,6,6
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",437,62,499
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",418,66,484
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1397,168,1565
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",256,37,293
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",254,23,277
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",235,27,262
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",413,54,467
"Weston School District","=""1570011""","Weston High School","=""1576111""",713,62,775
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",508,43,551
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",573,44,617
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",767,91,858
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",411,40,451
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",483,50,533
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",406,40,446
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",460,38,498
"Westport School District","=""1580011""","Long Lots School","=""1580711""",545,33,578
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",476,47,523
"Westport School District","=""1580011""","Staples High School","=""1586111""",1648,186,1834
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",17,24,41
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",319,40,359
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",258,49,307
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",394,45,439
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",388,40,428
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",300,82,382
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",535,64,599
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1053,134,1187
"Willington School District","=""1600011""","Center School","=""1600111""",165,28,193
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",225,39,264
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",910,147,1057
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",904,114,1018
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",774,111,885
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1174,144,1318
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",184,36,220
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",195,37,232
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",138,27,165
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",0,9,9
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",268,32,300
"Windham School District","=""1630011""","Early Headstart","=""1638011""",22,0,22
"Windham School District","=""1630011""","Natchaug School","=""1630111""",298,46,344
"Windham School District","=""1630011""","North Windham School","=""1630311""",419,47,466
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",251,42,293
"Windham School District","=""1630011""","Windham Center School","=""1630511""",272,31,303
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",179,50,229
"Windham School District","=""1630011""","Windham High School","=""1636111""",500,124,624
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",554,111,665
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",366,43,409
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",329,50,379
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",464,59,523
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",313,42,355
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",219,39,258
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",361,65,426
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",387,64,451
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",232,17,249
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",598,127,725
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",963,177,1140
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",251,29,280
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",314,28,342
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",601,55,656
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",326,33,359
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",764,82,846
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",708,60,768
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",976,57,1033
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",430,43,473
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",386,40,426

