"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2008-09"

"",,,,"Special Education Status",,
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",334,39,373
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",267,25,292
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",281,22,303
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",529,50,579
"Weston School District","=""1570011""","Weston High School","=""1576111""",749,58,807
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",567,41,608
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",523,51,574
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",749,102,851
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",445,32,477
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",462,52,514
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",439,36,475
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",464,38,502
"Westport School District","=""1580011""","Long Lots School","=""1580711""",565,45,610
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",482,37,519
"Westport School District","=""1580011""","Staples High School","=""1586111""",1568,192,1760
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",27,29,56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",330,39,369
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",267,51,318
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",425,44,469
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",400,44,444
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",375,51,426
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",509,53,562
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1137,87,1224
"Willington School District","=""1600011""","Center School","=""1600111""",213,32,245
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",275,45,320
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",887,123,1010
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",945,105,1050
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""",468,44,512
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",471,38,509
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1194,103,1297
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",240,67,307
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",302,50,352
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",282,54,336
"Windham School District","=""1630011""","Early Headstart","=""1638011""",30,0,30
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""","*","*",43
"Windham School District","=""1630011""","Natchaug School","=""1630111""",254,45,299
"Windham School District","=""1630011""","North Windham School","=""1630311""",399,49,448
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",295,52,347
"Windham School District","=""1630011""","Windham Center School","=""1630511""",255,32,287
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",163,29,192
"Windham School District","=""1630011""","Windham High School","=""1636111""",729,178,907
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",741,184,925
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",395,46,441
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",366,52,418
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",526,47,573
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",369,44,413
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",286,37,323
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",338,31,369
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",382,38,420
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",264,39,303
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",184,59,243
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",807,104,911
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1250,150,1400
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",335,46,381
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",352,33,385
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",658,68,726
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",422,45,467
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",817,79,896
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",401,46,447
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",283,25,308
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",1124,60,1184
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",454,41,495
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",388,43,431

