"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2007-08"

"",,,,"Special Education Status",,
"Willington School District","=""1600011""","Center School","=""1600111""",210,38,248
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",302,49,351
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",886,129,1015
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",944,102,1046
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""",460,50,510
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",490,46,536
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1147,109,1256
"Winchester School District","=""1620011""","ABLE","=""1629011""",0,7,7
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",263,65,328
"Winchester School District","=""1620011""","Bridges 2","=""1629111""",0,"*","*"
"Winchester School District","=""1620011""","Joy D. Rice School","=""1626111""","*","*",11
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",314,58,372
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",300,41,341
"Windham School District","=""1630011""","Early Headstart","=""1638011""",82,15,97
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""","*","*",56
"Windham School District","=""1630011""","Natchaug School","=""1630111""",273,37,310
"Windham School District","=""1630011""","North Windham School","=""1630311""",405,40,445
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",278,64,342
"Windham School District","=""1630011""","Windham Center School","=""1630511""",224,35,259
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",155,22,177
"Windham School District","=""1630011""","Windham High School","=""1636111""",803,183,986
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",777,183,960
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",357,53,410
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",381,48,429
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",527,57,584
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",355,50,405
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",245,36,281
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",367,29,396
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",409,41,450
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",273,40,313
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",205,52,257
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",808,113,921
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1305,167,1472
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",344,50,394
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",352,42,394
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",687,71,758
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",411,45,456
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",827,89,916
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",424,43,467
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",293,26,319
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",1095,58,1153
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",450,46,496
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",394,54,448

