"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",621
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",622
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",595
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",579
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",557
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",560
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",570
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",568
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",548
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",616
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",603
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",13
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",10
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",12
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",816
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",784
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",789
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",779
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",742
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",720
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",715
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",680
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",685
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",680
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",279
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",294
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",304
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",301
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",300
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",319
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",307
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",299
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",278
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",277
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",266
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",267
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",268
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",252
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",270
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",252
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",251
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",235
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",220
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",189
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",716
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",716
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",689
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",680
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",657
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",634
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",619
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",615
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",618
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",643
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",843
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",812
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",800
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",798
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",768
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",768
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",800
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",762
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",746
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",727
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",452
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",453
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",440
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",446
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",389
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",339
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",292
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",264
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",256
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",263
"Regional School District 17","=""2170012""","RSD17 Transition Program","=""2170412""","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""",233
"Regional School District 18","=""2180012""","Center School","=""2180312""",239
"Regional School District 18","=""2180012""","Center School","=""2180312""",264
"Regional School District 18","=""2180012""","Center School","=""2180312""",269
"Regional School District 18","=""2180012""","Center School","=""2180312""",260
"Regional School District 18","=""2180012""","Center School","=""2180312""",261
"Regional School District 18","=""2180012""","Center School","=""2180312""",159
"Regional School District 18","=""2180012""","Center School","=""2180312""",126
"Regional School District 18","=""2180012""","Center School","=""2180312""",46
"Regional School District 18","=""2180012""","Center School","=""2180312""",45
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",162
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",157
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",145
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",134
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",156
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",188
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",207
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",215
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",204
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",201
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",471
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",445
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",443
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",447
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",412
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",421
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",428
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",437
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",460
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",487
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",371
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",336
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",325
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",331
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",350
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",360
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",365
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",352
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",351
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",321
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",295
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",285
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",304
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",312
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",270
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",216
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",246
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",221
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",266
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",247
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1184
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1170
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1193
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1185
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1225
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1223
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1196
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1152
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1153
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1137
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",27
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",28
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",16
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",17
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",25
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",20
"Regional School District 19","=""2190012""","STAAR Program","=""2190312""",19
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",14
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",13
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",15
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",446
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",429
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",406
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",412
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",372
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",362
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",380
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",361
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",331
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",321
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",438
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",431
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",425
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",443
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",430
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",405
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",399
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",379
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",384
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",351
"Ridgefield School District","=""1180011""","District Program BMES","=""1180111""","*"
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""","*"
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""","*"
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",9
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",8
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""","*"
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""","*"
"Ridgefield School District","=""1180011""","District Program SRMS","=""1181111""","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",743
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",748
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",741
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",742
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",767
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",777
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",769
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",760
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",757
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",784
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",384
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",369
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",368
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",346
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",340
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",361
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",364
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",345
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",331
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",328
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",465
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",455
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",422
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",409
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",408
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",393
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",368
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",354
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",342
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",340
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""","*"
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",7
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",6
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""","*"
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""","*"
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""","*"
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1751
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1780
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1752
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1754
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1771
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1759
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1784
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1744
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1693
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1666
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",390
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",395
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",392
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",385
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",385
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",385
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",380
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",368
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",364
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",372
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",577
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",592
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",610
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",582
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",538
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",495
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",489
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",496
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",496
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",479
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",344
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",337
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",325
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",344
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",349
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",337
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",333
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",330
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",303
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",292
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",611
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",595
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",649
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",644
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",624
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",563
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",590
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",625
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",636
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",600
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""",10
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*"
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",89
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",76
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",83
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",85
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",520
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",518
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",501
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",469
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",526
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",536
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",492
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",483
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",521
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",555
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""",7
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",755
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",776
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",781
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",752
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",762
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",732
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",727
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",697
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",705
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",726
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",631
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",648
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",626
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",630
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",618
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",631
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",610
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",661
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",731
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",724
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",506
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",520
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",490
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",461
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",443
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",422
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",430
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",392
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",376
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",402
"Salisbury School District","=""1220011""","SELC","=""1220211""","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",307
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",319
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",311
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",310
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",310
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",309
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",279
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",269
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",274
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",280
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",190
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",190
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",161
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",143
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",132
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",127
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",133
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",129
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",119
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",116
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",339
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",320
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",297
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",314
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",290
"Seymour School District","=""1240011""","Bungay School","=""1240111""",562
"Seymour School District","=""1240011""","Bungay School","=""1240111""",576
"Seymour School District","=""1240011""","Bungay School","=""1240111""",563
"Seymour School District","=""1240011""","Bungay School","=""1240111""",578
"Seymour School District","=""1240011""","Bungay School","=""1240111""",546
"Seymour School District","=""1240011""","Bungay School","=""1240111""",507
"Seymour School District","=""1240011""","Bungay School","=""1240111""",504
"Seymour School District","=""1240011""","Bungay School","=""1240111""",502
"Seymour School District","=""1240011""","Bungay School","=""1240111""",448
"Seymour School District","=""1240011""","Bungay School","=""1240111""",443
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",570
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",585
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",533
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",530
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",501
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",284
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",309
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",291
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",291
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",279
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",862
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",793
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",704
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",642
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",596
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",610
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",625
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",648
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",664
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",654
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",558
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",570
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",571
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",587
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",588
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",599
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",582
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",591
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",562
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",551
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",219
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",196
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",205
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",197
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",191
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",188
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",177
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",163
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",160
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",150
"Sharon School District","=""1250011""","TOTAL","=""1250211""",14
