"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2016-17"

"",,,,"Special Education Status",,
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",275,46,321
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",212,35,247
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1001,136,1137
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",10,6,16
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""",13,7,20
"Regional School District 19","=""2190012""","STAAR Program","=""2190312""",0,19,19
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","*","*",15
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",273,48,321
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",321,30,351
"Ridgefield School District","=""1180011""","District Program ERMS","=""1181011""",0,"*","*"
"Ridgefield School District","=""1180011""","District Program RES","=""1180711""",0,8,8
"Ridgefield School District","=""1180011""","District Program SES","=""1180911""",0,"*","*"
"Ridgefield School District","=""1180011""","District Program SRMS","=""1181111""",0,"*","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",711,73,784
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",301,27,328
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",308,32,340
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,6,6
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1538,128,1666
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""",0,6,6
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",353,19,372
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",422,57,479
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",261,31,292
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",545,55,600
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*","*","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",500,55,555
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",643,83,726
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",659,65,724
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",333,69,402
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",253,27,280
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",98,18,116
"Seymour School District","=""1240011""","Bungay School","=""1240111""",397,46,443
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",418,83,501
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",565,89,654
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",485,66,551
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",121,29,150
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",241,28,269
"Shelton School District","=""1260011""","Alternative Learning Center 1","=""1260211""",0,6,6
"Shelton School District","=""1260011""","Alternative Learning Center 2","=""1261311""",0,"*","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",313,30,343
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",411,41,452
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",674,109,783
"Shelton School District","=""1260011""","Life Skills","=""1260311""",0,"*","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",364,44,408
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",602,140,742
"Shelton School District","=""1260011""","Pre-Kindergarten","=""1260111""",23,31,54
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1318,163,1481
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",190,29,219
"Shelton School District","=""1260011""","Therapeutic Learning Center","=""1261211""",0,"*","*"
"Shelton School District","=""1260011""","Transition Program","=""1260711""",0,14,14
"Shelton School District","=""1260011""","Work Experience","=""1260711""",0,14,14
"Sherman School District","=""1270011""","Sherman School","=""1270111""",274,39,313
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",216,20,236
"Simsbury School District","=""1280011""","Central School","=""1280111""",325,33,358
"Simsbury School District","=""1280011""","Farmington Valley Transition Academy","=""1280211""",0,31,31
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",606,83,689
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",358,30,388
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1219,193,1412
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",553,106,659
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",231,25,256
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",309,40,349
"Somers School District","=""1290011""","Aspire","=""1290511""","*","*",8
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",317,41,358
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",506,84,590
"Somers School District","=""1290011""","Somers High School","=""1296111""",411,56,467
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",326,34,360
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",360,79,439
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",385,37,422
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",286,26,312
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""",0,8,8
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1151,175,1326
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",836,128,964
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",273,55,328
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",698,103,801
"Southington School District","=""1310011""","Achieve","=""1311711""",0,7,7
"Southington School District","=""1310011""","Alta","=""1310111""",27,16,43
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",493,69,562
"Southington School District","=""1310011""","EASE","=""1310511""",0,12,12
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",242,29,271
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",314,34,348
"Southington School District","=""1310011""","Hatton Preschool Program","=""1312011""",33,48,81
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",696,101,797
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""",0,7,7
"Southington School District","=""1310011""","Language Based Classroom II","=""1312311""",0,9,9
"Southington School District","=""1310011""","Language Based Classroom at Hatton School","=""1310411""",0,7,7
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""",0,8,8
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",253,26,279
"Southington School District","=""1310011""","STELLAR","=""1312211""",0,8,8
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",207,22,229
"Southington School District","=""1310011""","South End Preschool Program","=""1312111""",7,19,26
"Southington School District","=""1310011""","Southington High School","=""1316211""",1784,219,2003
"Southington School District","=""1310011""","Southington Public Schools Preschool Program","=""1312111""",7,19,26
"Southington School District","=""1310011""","Southington Public Schools Preschool Program at Hatton School","=""1312011""",33,48,81
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",250,26,276
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",404,32,436
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""",0,10,10
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""",0,9,9
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",291,24,315
"Sprague School District","=""1330011""","Sayles School","=""1330111""",288,48,336
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",420,60,480
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",340,59,399
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",283,45,328
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","*","*",9
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",143,18,161
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",122,17,139
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",106,42,148
"Stamford Charter School for Excellence District","=""2960013""","Stamford Charter School for Excellence","=""2960113""",209,8,217
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""",28,40,68
"Stamford School District","=""1350011""","Apples PreK","=""1350111""",49,113,162
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",437,99,536
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",590,61,651
"Stamford School District","=""1350011""","Dolan School","=""1355311""",412,66,478
"Stamford School District","=""1350011""","Hart School","=""1352211""",605,37,642
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""",0,21,21
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",534,67,601
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",492,44,536
"Stamford School District","=""1350011""","New School at 200 Strawberry Hill Avenue","=""1350711""",218,11,229
"Stamford School District","=""1350011""","Newfield School","=""1350611""",560,55,615
"Stamford School District","=""1350011""","Northeast School","=""1351811""",560,76,636
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",0,70,70
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",613,90,703
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",746,73,819
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",534,67,601
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",629,45,674
"Stamford School District","=""1350011""","Springdale School","=""1351111""",588,54,642
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1538,227,1765
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",615,100,715
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",599,67,666
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",634,44,678
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",551,73,624
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1876,262,2138
"Stamford School District","=""1350011""","Westover School","=""1351411""",666,49,715
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",381,43,424
"Stonington School District","=""1370011""","Community Classroom","=""1370811""",0,"*","*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",344,35,379
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",318,51,369
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",225,54,279
"Stonington School District","=""1370011""","SAILS","=""1370711""","*",0,"*"
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""",6,14,20
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""",10,10,20
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",603,83,686
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",118,23,141
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",155,23,178
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",439,41,480
"Stratford School District","=""1380011""","ABA Nichols","=""1382511""",0,"*","*"
"Stratford School District","=""1380011""","ABA Second Hill Lane","=""1380611""",0,"*","*"
"Stratford School District","=""1380011""","ABA Whitney","=""1382411""",0,6,6
"Stratford School District","=""1380011""","ALPHA","=""1380511""",20,11,31
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",917,102,1019
"Stratford School District","=""1380011""","Chapel School","=""1380311""",465,50,515
"Stratford School District","=""1380011""","DLC Whitney","=""1382311""",0,6,6
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",480,60,540
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""",0,"*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""",247,30,277
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",510,76,586
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""",0,7,7
"Stratford School District","=""1380011""","High School Sails","=""1380711""",0,11,11
"Stratford School District","=""1380011""","IPP Class Room - Second Hill Lane","=""1382711""",0,6,6
"Stratford School District","=""1380011""","IPP Classroom - Johnson","=""1381111""",0,"*","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""",0,9,9
"Stratford School District","=""1380011""","Lordship School","=""1380811""",247,22,269
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""",0,"*","*"
"Stratford School District","=""1380011""","Middle School Sails","=""1381811""",0,6,6
"Stratford School District","=""1380011""","Nichols School","=""1380911""",371,41,412
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",511,114,625
"Stratford School District","=""1380011""","Steps K-2 Nichols","=""1382611""",0,"*","*"
"Stratford School District","=""1380011""","Straford Academy - Victoria Soto School","=""1382211""",266,10,276
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",370,31,401
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",816,104,920
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,19,19
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",319,35,354
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",406,74,480
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",413,57,470
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",705,93,798
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",467,56,523
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",238,43,281
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",473,89,562
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",214,48,262
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",167,38,205
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",371,57,428
"Thompson School District","=""1410011""","District Autism Program","=""1410211""",0,"*","*"
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",341,70,411
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",315,31,346
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",223,24,247
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",434,65,499
"Tolland School District","=""1420011""","TALC","=""1420311""","*","*",9
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",737,78,815
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",460,77,537
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",540,62,602
"Torrington School District","=""1430011""","East School","=""1430111""",323,42,365
"Torrington School District","=""1430011""","ABC / Forbes School","=""1431511""",0,"*","*"
"Torrington School District","=""1430011""","ABC / Torringford","=""1432411""",0,"*","*"
"Torrington School District","=""1430011""","East TPS - PreK - Reg Ed","=""1432211""","*","*",48
"Torrington School District","=""1430011""","Forbes School","=""1430211""",306,67,373
"Torrington School District","=""1430011""","Hilltop Outreach","=""1432311""",0,"*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","*",0,"*"
"Torrington School District","=""1430011""","Pre-K SpEd","=""1431611""",0,19,19
"Torrington School District","=""1430011""","PreK","=""1432211""","*","*",48
"Torrington School District","=""1430011""","Southwest School","=""1430811""",263,51,314
"Torrington School District","=""1430011""","Torringford / ABC","=""1432411""",0,"*","*"
"Torrington School District","=""1430011""","Torringford Community Outreach","=""1432311""",0,"*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""",490,93,583
"Torrington School District","=""1430011""","Torrington Expulsion Program","=""1431411""","*",0,"*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",723,174,897
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",849,180,1029
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",363,99,462
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",86,43,129
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",427,37,464
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",412,39,451
"Trumbull School District","=""1440011""","Educating Learners in Transitional Environments (ELITE)","=""1440611""",0,9,9
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",447,82,529
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",682,90,772
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",376,30,406
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",744,91,835
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",432,40,472
"Trumbull School District","=""1440011""","REACH","=""1440511""",0,15,15
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",375,33,408
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""",7,0,7
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",160,72,232
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1881,185,2066
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","*","*","*"
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",0,"*","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",6,7,13
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""","*","*",15
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","*",0,"*"
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","*","*","*"
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""","*","*","*"
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""","*","*","*"
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",157,118,275
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","*",0,"*"
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","*","*",6
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",0,"*","*"
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","*","*",6
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","*",0,"*"
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",11,10,21
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","*","*",27
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",27
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",12,47,59
"Unified School District #2","=""3470015""","Virtual Academy","=""3470215""","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",14,27,41
"Union School District","=""1450011""","Union Elementary School","=""1450111""",57,11,68
"Vernon School District","=""1460011""","Northeast School","=""1460311""",242,40,282
"Vernon School District","=""1460011""","Center Road School","=""1461411""",408,69,477
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",231,39,270
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",231,53,284
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,13,13
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",720,127,847
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",253,57,310
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",594,118,712
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",234,45,279
"Wallingford School District","=""1480011""","Highland School","=""1480211""",298,36,334
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,11,11
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",309,63,372
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",637,90,727
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",637,90,727
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","*","*",15
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",281,41,322
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",0,6,6
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",613,63,676
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",912,124,1036
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",739,81,820
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",302,22,324
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",0,10,10
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",235,27,262
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",281,34,315
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",283,39,322
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",276,45,321
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",783,234,1017
"Waterbury School District","=""1510011""","Washington School","=""1512311""",267,55,322
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",531,64,595
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""",0,17,17
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""",129,23,152
"Waterbury School District","=""1510011""","Bucks Hill CBL","=""1514611""",0,9,9
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",375,78,453
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""",0,22,22
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",422,68,490
"Waterbury School District","=""1510011""","Carrington ESC","=""1511911""",0,10,10
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",425,72,497
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""",95,9,104
"Waterbury School District","=""1510011""","Crosby Autism","=""1514511""",0,6,6
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",857,280,1137
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",430,77,507
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",401,95,496
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",128,40,168
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",452,73,525
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",392,81,473
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",597,78,675
"Waterbury School District","=""1510011""","Hopeville Bilingual","=""1514211""",77,18,95
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",357,32,389
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",979,273,1252
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",525,65,590
"Waterbury School District","=""1510011""","Maloney Prek","=""1519811""",18,8,26
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""",0,29,29
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",507,74,581
"Waterbury School District","=""1510011""","Michael F. Wallace Autism","=""1512911""",0,7,7
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",951,243,1194
"Waterbury School District","=""1510011""","North End ESC","=""1511811""",0,7,7
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",755,230,985
"Waterbury School District","=""1510011""","Reed ESC","=""1512411""",0,18,18
"Waterbury School District","=""1510011""","Reed School","=""1513411""",366,98,464
"Waterbury School District","=""1510011""","Regan School","=""1512811""",237,25,262
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",569,44,613
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",122,106,228
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",428,48,476
"Waterbury School District","=""1510011""","State Street School","=""1519011""","*","*",68
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",312,48,360
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",424,54,478
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",300,41,341
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",803,62,865
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",310,40,350
"Waterbury School District","=""1510011""","Wilby ESC","=""1511711""",0,11,11
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",821,255,1076
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""",0,15,15
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",390,62,452
"Waterford School District","=""1520011""","Autism Class","=""1521111""",0,"*","*"
"Waterford School District","=""1520011""","Avery Point Transition Program","=""1520311""",0,8,8
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",541,96,637
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",270,30,300
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",321,35,356
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",321,43,364
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",719,127,846
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""",0,"*","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",272,26,298
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",565,74,639
"Watertown School District","=""1530011""","Polk School","=""1530411""",280,45,325
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",563,97,660
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",729,110,839
"Watertown School District","=""1530011""","Watertown Transition Academy","=""1530811""",0,"*","*"
"West Hartford School District","=""1550011""","Smith School","=""1551711""",339,35,374
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,13,13
"West Hartford School District","=""1550011""","REACH","=""1557311""",40,0,40
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",359,51,410
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""",0,6,6
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",319,31,350
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",377,40,417
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",386,34,420
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",412,39,451
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1296,160,1456
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",472,16,488
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1278,169,1447
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",865,120,985
"West Hartford School District","=""1550011""","Morley School","=""1550911""",250,33,283
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""",0,10,10
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",302,41,343
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","*","*",32
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",771,103,874
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","*","*",32
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,17,17
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",381,34,415
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""",0,10,10
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",294,102,396
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""",0,14,14
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",415,43,458
"West Haven School District","=""1560011""","Washington School","=""1561211""",417,55,472
"West Haven School District","=""1560011""","Life Skills","=""1560111""",0,7,7
"West Haven School District","=""1560011""","ASD Lab","=""1561111""",0,6,6
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",243,89,332
"West Haven School District","=""1560011""","Blended","=""1560711""","*","*",16
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","*","*",12
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",805,152,957
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",248,44,292
"West Haven School District","=""1560011""","Forest School","=""1560311""",376,69,445
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",682,124,806
