"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","N",53,52,98.1,52,0,0.0,0,0.0,"*","*",26,50.0,"*","*","*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","N",45,45,100.0,45,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","N",43,42,97.7,42,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","N",65,65,100.0,65,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Y",62,60,96.8,60,"*","*","*","*",20,33.3,14,23.3,10,16.7,24,40.0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N",266,264,99.2,264,"*","*","*","*",32,12.1,55,20.8,175,66.3,230,87.1
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Y",77,76,98.7,76,"*","*",13,17.1,21,27.6,29,38.2,"*","*","*","*"
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","N",266,266,100.0,266,"*","*",6,2.3,14,5.3,141,53.0,"*","*","*","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","N",34,33,97.1,33,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Y",61,61,100.0,61,"*","*","*","*",11,18.0,25,41.0,"*","*","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","N",242,241,99.6,241,"*","*","*","*",27,11.2,168,69.7,"*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Y",34,33,97.1,33,"*","*","*","*","*","*",8,24.2,8,24.2,16,48.5
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","N",87,87,100.0,87,"*","*","*","*","*","*",46,52.9,31,35.6,77,88.5
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","N",40,39,97.5,39,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Y",27,27,100.0,27,"*","*","*","*","*","*",10,37.0,6,22.2,16,59.3
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","N",43,43,100.0,43,0,0.0,0,0.0,"*","*",30,69.8,"*","*","*","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Y",63,62,98.4,62,"*","*",11,17.7,9,14.5,29,46.8,"*","*","*","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","N",187,187,100.0,187,"*","*",7,3.7,35,18.7,105,56.1,"*","*","*","*"
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","N",43,43,100.0,43,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","N",32,32,100.0,32,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Y",110,110,100.0,110,"*","*",23,20.9,37,33.6,24,21.8,"*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","N",410,401,97.8,401,"*","*","*","*",86,21.4,99,24.7,201,50.1,300,74.8
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","N",43,42,97.7,42,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","N",67,67,100.0,67,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","N",53,53,100.0,53,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Y",42,42,100.0,42,"*","*","*","*","*","*",19,45.2,8,19.0,27,64.3
"Sprague School District","=""1330011""","Sayles School","=""1330111""","N",35,35,100.0,35,0,0.0,0,0.0,"*","*",20,57.1,"*","*","*","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Y",44,44,100.0,44,"*","*","*","*",10,22.7,21,47.7,"*","*","*","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","N",68,68,100.0,68,0,0.0,"*","*",16,23.5,39,57.4,"*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Y",27,23,85.2,23,"*","*","*","*",11,47.8,"*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",62,62,100.0,62,"*","*","*","*",13,21.0,"*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Y",44,44,100.0,44,"*","*","*","*",7,15.9,25,56.8,7,15.9,32,72.7
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","N",70,70,100.0,70,0,0.0,"*","*","*","*",33,47.1,22,31.4,55,78.6
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Y",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Y",107,103,96.3,103,"*","*","*","*",25,24.3,29,28.2,"*","*","*","*"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","N",74,74,100.0,74,"*","*","*","*",8,10.8,41,55.4,"*","*","*","*"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Y",58,58,100.0,58,6,10.3,"*","*","*","*",14,24.1,7,12.1,21,36.2
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","N",36,36,100.0,36,0,0.0,"*","*","*","*",19,52.8,11,30.6,30,83.3
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Y",93,89,95.7,89,"*","*","*","*",15,16.9,30,33.7,"*","*","*","*"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","N",88,88,100.0,88,"*","*","*","*",11,12.5,47,53.4,"*","*","*","*"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Y",55,55,100.0,55,"*","*","*","*",15,27.3,14,25.5,11,20.0,25,45.5
"Stamford School District","=""1350011""","Hart School","=""1352211""","N",38,38,100.0,38,"*","*",0,0.0,0,0.0,"*","*",20,52.6,"*","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Y",55,55,100.0,55,"*","*","*","*","*","*",17,30.9,"*","*","*","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","N",22,22,100.0,22,"*","*","*","*","*","*",11,50.0,"*","*","*","*"
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","Y",41,41,100.0,41,"*","*","*","*","*","*",11,26.8,"*","*","*","*"
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","N",20,20,100.0,20,0,0.0,"*","*","*","*",10,50.0,"*","*","*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Y",55,55,100.0,55,"*","*",13,23.6,"*","*",17,30.9,7,12.7,24,43.6
"Stamford School District","=""1350011""","Newfield School","=""1350611""","N",24,24,100.0,24,0,0.0,0,0.0,"*","*","*","*",12,50.0,"*","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Y",69,69,100.0,69,18,26.1,12,17.4,23,33.3,16,23.2,0,0.0,16,23.2
"Stamford School District","=""1350011""","Northeast School","=""1351811""","N",43,42,97.7,42,0,0.0,0,0.0,6,14.3,25,59.5,11,26.2,36,85.7
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Y",178,174,97.8,174,"*","*",30,17.2,44,25.3,45,25.9,"*","*","*","*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","N",128,127,99.2,127,"*","*",7,5.5,16,12.6,76,59.8,"*","*","*","*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Y",78,78,100.0,78,"*","*","*","*",20,25.6,25,32.1,"*","*","*","*"
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","N",95,95,100.0,95,"*","*","*","*",6,6.3,61,64.2,"*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Y",67,67,100.0,67,10,14.9,"*","*","*","*",16,23.9,"*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","N",31,31,100.0,31,0,0.0,"*","*","*","*",17,54.8,"*","*","*","*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Y",136,135,99.3,135,"*","*","*","*",31,23.0,55,40.7,21,15.6,76,56.3
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","N",110,109,99.1,109,"*","*",7,6.4,"*","*",60,55.0,35,32.1,95,87.2
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Y",55,54,98.2,54,"*","*","*","*",19,35.2,16,29.6,"*","*","*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","N",35,35,100.0,35,"*","*","*","*",8,22.9,19,54.3,"*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Y",262,252,96.2,252,84,33.3,61,24.2,80,31.7,17,6.7,10,4.0,27,10.7
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",154,154,100.0,154,10,6.5,14,9.1,60,39.0,37,24.0,33,21.4,70,45.5
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","Y",62,62,100.0,62,"*","*",8,12.9,"*","*",21,33.9,8,12.9,29,46.8
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","N",22,22,100.0,22,0,0.0,0,0.0,"*","*",12,54.5,"*","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Y",75,74,98.7,73,"*","*","*","*",26,35.6,9,12.3,8,11.0,17,23.3
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",86,84,97.7,84,"*","*","*","*",25,29.8,21,25.0,34,40.5,55,65.5
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","Y",68,67,98.5,67,13,19.4,"*","*","*","*",21,31.3,7,10.4,28,41.8
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","N",22,22,100.0,22,0,0.0,"*","*","*","*",7,31.8,9,40.9,16,72.7
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","Y",127,127,100.0,127,"*","*",15,11.8,23,18.1,28,22.0,"*","*","*","*"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","N",75,75,100.0,75,"*","*",0,0.0,8,10.7,50,66.7,"*","*","*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Y",291,277,95.2,275,106,38.5,67,24.4,70,25.5,21,7.6,11,4.0,32,11.6
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",221,217,98.2,217,6,2.8,16,7.4,63,29.0,60,27.6,72,33.2,132,60.8
"Stamford School District","=""1350011""","Westover School","=""1351411""","Y",58,58,100.0,58,"*","*",13,22.4,19,32.8,13,22.4,"*","*","*","*"
"Stamford School District","=""1350011""","Westover School","=""1351411""","N",39,39,100.0,39,"*","*",0,0.0,7,17.9,20,51.3,"*","*","*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Y",45,44,97.8,44,"*","*","*","*",12,27.3,14,31.8,"*","*","*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","N",60,60,100.0,60,"*","*","*","*",16,26.7,29,48.3,"*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Y",39,37,94.9,37,6,16.2,"*","*",7,18.9,16,43.2,"*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","N",159,158,99.4,158,0,0.0,"*","*",12,7.6,79,50.0,"*","*","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Y",56,56,100.0,56,"*","*","*","*",14,25.0,21,37.5,8,14.3,29,51.8
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","N",77,77,100.0,77,0,0.0,"*","*","*","*",43,55.8,21,27.3,64,83.1
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Y",48,47,97.9,47,"*","*","*","*",16,34.0,9,19.1,9,19.1,18,38.3
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",132,132,100.0,132,"*","*","*","*",39,29.5,39,29.5,50,37.9,89,67.4
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Y",27,26,96.3,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","N",39,39,100.0,39,0,0.0,"*","*","*","*",25,64.1,"*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Y",119,115,96.6,115,"*","*",25,21.7,53,46.1,18,15.7,"*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",143,138,96.5,137,"*","*","*","*",45,32.8,42,30.7,39,28.5,81,59.1
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Y",48,47,97.9,47,"*","*","*","*",9,19.1,16,34.0,"*","*","*","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","N",33,33,100.0,33,"*","*","*","*",8,24.2,17,51.5,"*","*","*","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Y",125,124,99.2,124,"*","*",23,18.5,34,27.4,40,32.3,"*","*","*","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","N",143,143,100.0,143,"*","*",6,4.2,20,14.0,82,57.3,"*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Y",147,146,99.3,146,45,30.8,"*","*",34,23.3,39,26.7,"*","*","*","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","N",120,119,99.2,119,"*","*",13,10.9,27,22.7,64,53.8,"*","*","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Y",41,41,100.0,41,"*","*","*","*","*","*",11,26.8,0,0.0,11,26.8
"Stratford School District","=""1380011""","Nichols School","=""1380911""","N",29,29,100.0,29,"*","*","*","*","*","*",18,62.1,"*","*","*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Y",56,54,96.4,54,"*","*","*","*",14,25.9,21,38.9,"*","*","*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","N",30,30,100.0,30,0,0.0,"*","*",7,23.3,14,46.7,"*","*","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Y",38,38,100.0,38,"*","*","*","*",12,31.6,13,34.2,"*","*","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","N",65,64,98.5,64,"*","*","*","*",8,12.5,33,51.6,"*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Y",129,125,96.9,125,26,20.8,21,16.8,50,40.0,17,13.6,11,8.8,28,22.4
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",109,108,99.1,108,0,0.0,9,8.3,39,36.1,36,33.3,24,22.2,60,55.6
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Y",23,23,100.0,23,"*","*","*","*","*","*",9,39.1,"*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","N",20,20,100.0,20,0,0.0,"*","*","*","*",9,45.0,"*","*","*","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Y",28,26,92.9,26,"*","*","*","*",9,34.6,6,23.1,"*","*","*","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","N",117,117,100.0,117,0,0.0,"*","*",21,17.9,62,53.0,"*","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Y",45,42,93.3,42,"*","*","*","*",21,50.0,6,14.3,"*","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",157,155,98.7,155,0,0.0,"*","*",22,14.2,41,26.5,"*","*","*","*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Y",28,27,96.4,27,"*","*","*","*","*","*",9,33.3,0,0.0,9,33.3
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","N",155,155,100.0,155,"*","*","*","*","*","*",85,54.8,42,27.1,127,81.9
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Y",85,85,100.0,85,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Y",76,76,100.0,76,15,19.7,13,17.1,21,27.6,21,27.6,6,7.9,27,35.5
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",94,93,98.9,93,10,10.8,15,16.1,25,26.9,29,31.2,14,15.1,43,46.2
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Y",26,26,100.0,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","N",48,48,100.0,48,0,0.0,"*","*","*","*",28,58.3,"*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Y",36,36,100.0,36,"*","*","*","*",9,25.0,11,30.6,"*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",91,91,100.0,91,"*","*","*","*",28,30.8,39,42.9,"*","*","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Y",63,63,100.0,63,"*","*",11,17.5,13,20.6,24,38.1,"*","*","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","N",102,102,100.0,102,"*","*",8,7.8,25,24.5,53,52.0,"*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Y",32,31,96.9,31,"*","*","*","*",11,35.5,"*","*",0,0.0,"*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",39,37,94.9,37,"*","*","*","*",21,56.8,"*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Y",35,35,100.0,35,6,17.1,"*","*",8,22.9,"*","*",7,20.0,"*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",179,179,100.0,179,0,0.0,"*","*",36,20.1,"*","*",82,45.8,"*","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","Y",31,31,100.0,31,"*","*","*","*",9,29.0,13,41.9,"*","*","*","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","N",151,151,100.0,151,0,0.0,0,0.0,"*","*",82,54.3,"*","*","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","Y",39,39,100.0,39,"*","*","*","*",6,15.4,19,48.7,"*","*","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","N",197,197,100.0,197,"*","*","*","*",16,8.1,125,63.5,"*","*","*","*"
"Torrington School District","=""1430011""","East School","=""1430111""","Y",23,21,91.3,21,0,0.0,"*","*","*","*",10,47.6,8,38.1,18,85.7
"Torrington School District","=""1430011""","East School","=""1430111""","N",34,34,100.0,34,0,0.0,0,0.0,"*","*",16,47.1,"*","*","*","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Y",42,42,100.0,42,"*","*","*","*","*","*",23,54.8,6,14.3,29,69.0
"Torrington School District","=""1430011""","Forbes School","=""1430211""","N",25,25,100.0,25,0,0.0,"*","*","*","*",16,64.0,7,28.0,23,92.0
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Y",56,55,98.2,55,"*","*","*","*",18,32.7,14,25.5,"*","*","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","N",72,72,100.0,72,"*","*","*","*",16,22.2,46,63.9,"*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Y",144,120,83.3,119,"*","*",33,27.7,37,31.1,13,10.9,"*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",108,106,98.1,106,"*","*","*","*",43,40.6,24,22.6,26,24.5,50,47.2
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Y",181,176,97.2,176,33,18.8,28,15.9,42,23.9,66,37.5,7,4.0,73,41.5
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","N",149,149,100.0,149,6,4.0,8,5.4,19,12.8,100,67.1,16,10.7,116,77.9
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","N",74,74,100.0,74,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","N",72,72,100.0,72,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","N",81,81,100.0,81,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Y",40,39,97.5,39,"*","*","*","*",11,28.2,13,33.3,"*","*","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","N",195,195,100.0,195,"*","*","*","*",16,8.2,105,53.8,"*","*","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","N",55,55,100.0,55,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Y",46,45,97.8,45,"*","*","*","*",18,40.0,14,31.1,6,13.3,20,44.4
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","N",178,176,98.9,176,"*","*","*","*",20,11.4,83,47.2,65,36.9,148,84.1
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Y",31,31,100.0,31,"*","*","*","*","*","*",16,51.6,6,19.4,22,71.0
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","N",66,66,100.0,66,0,0.0,"*","*","*","*",24,36.4,31,47.0,55,83.3
"Trumbull School District","=""1440011""","REACH","=""1440511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","N",50,50,100.0,50,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
