"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","N",101,101,100.0,101,"*","*","*","*","*","*",63,62.4,26,25.7,89,88.1
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","F",49,49,100.0,49,"*","*",12,24.5,19,38.8,"*","*","*","*","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","N",36,36,100.0,36,"*","*","*","*","*","*",18,50.0,7,19.4,25,69.4
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","F",107,107,100.0,107,"*","*","*","*",25,23.4,44,41.1,15,14.0,59,55.1
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","N",118,117,99.2,117,"*","*",9,7.7,"*","*",63,53.8,35,29.9,98,83.8
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","R",21,20,95.2,20,0,0.0,0,0.0,6,30.0,8,40.0,6,30.0,14,70.0
"Stamford School District","=""1350011""","Springdale School","=""1351111""","F",47,46,97.9,46,10,21.7,"*","*",18,39.1,"*","*",0,0.0,"*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","N",36,36,100.0,36,"*","*","*","*","*","*",19,52.8,"*","*","*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","F",213,205,96.2,205,65,31.7,52,25.4,67,32.7,"*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",172,171,99.4,171,19,11.1,17,9.9,62,36.3,39,22.8,34,19.9,73,42.7
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","R",31,30,96.8,30,10,33.3,6,20.0,11,36.7,"*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","F",50,50,100.0,50,"*","*","*","*",15,30.0,18,36.0,"*","*","*","*"
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","N",26,26,100.0,26,0,0.0,0,0.0,"*","*","*","*",9,34.6,"*","*"
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","F",54,54,100.0,53,12,22.6,14,26.4,"*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",91,88,96.7,88,"*","*","*","*",27,30.7,21,23.9,34,38.6,55,62.5
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","F",54,53,98.1,53,"*","*","*","*",17,32.1,16,30.2,"*","*","*","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","N",24,24,100.0,24,0,0.0,"*","*","*","*","*","*",9,37.5,"*","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","F",102,102,100.0,102,49,48.0,"*","*",14,13.7,"*","*","*","*","*","*"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","N",85,85,100.0,85,"*","*",0,0.0,"*","*",50,58.8,15,17.6,65,76.5
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","F",221,207,93.7,205,76,37.1,48,23.4,55,26.8,"*","*","*","*",26,12.7
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",246,242,98.4,242,20,8.3,24,9.9,66,27.3,60,24.8,72,29.8,132,54.5
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","R",45,45,100.0,45,16,35.6,11,24.4,12,26.7,"*","*","*","*",6,13.3
"Stamford School District","=""1350011""","Westover School","=""1351411""","F",49,49,100.0,49,10,20.4,"*","*",16,32.7,"*","*","*","*","*","*"
"Stamford School District","=""1350011""","Westover School","=""1351411""","N","*","*","*","*","*","*",0,0.0,"*","*",22,51.2,11,25.6,33,76.7
"Stamford School District","=""1350011""","Westover School","=""1351411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","F",25,24,96.0,24,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","N",71,71,100.0,71,11,15.5,"*","*",19,26.8,30,42.3,"*","*","*","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","N",179,177,98.9,177,"*","*","*","*",15,8.5,87,49.2,67,37.9,154,87.0
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","F",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","N",90,90,100.0,90,"*","*","*","*",14,15.6,47,52.2,21,23.3,68,75.6
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",147,147,100.0,147,"*","*","*","*",45,30.6,41,27.9,52,35.4,93,63.3
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","R",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","N",44,44,100.0,44,0,0.0,"*","*",7,15.9,27,61.4,7,15.9,34,77.3
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","F",80,76,95.0,76,"*","*",19,25.0,36,47.4,9,11.8,"*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",151,146,96.7,145,"*","*","*","*",49,33.8,42,29.0,39,26.9,81,55.9
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","R",31,31,100.0,31,"*","*","*","*",13,41.9,9,29.0,"*","*","*","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","F",29,29,100.0,29,7,24.1,7,24.1,"*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","N",38,37,97.4,37,"*","*","*","*",8,21.6,17,45.9,"*","*","*","*"
"Stratford School District","=""1380011""","Chapel School","=""1380311""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","F",88,87,98.9,87,"*","*",18,20.7,24,27.6,27,31.0,"*","*","*","*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","N",151,151,100.0,151,"*","*","*","*",23,15.2,84,55.6,31,20.5,115,76.2
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","R",29,29,100.0,29,"*","*","*","*",7,24.1,11,37.9,"*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","F",104,103,99.0,103,31,30.1,"*","*",24,23.3,29,28.2,"*","*","*","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","N",134,133,99.3,133,"*","*",14,10.5,30,22.6,64,48.1,"*","*","*","*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","R",29,29,100.0,29,"*","*",6,20.7,7,24.1,10,34.5,"*","*","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","F",26,26,100.0,26,"*","*",7,26.9,6,23.1,"*","*",0,0.0,"*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","N",37,37,100.0,37,6,16.2,"*","*","*","*",20,54.1,"*","*","*","*"
"Stratford School District","=""1380011""","Nichols School","=""1380911""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","F",34,32,94.1,32,"*","*",8,25.0,"*","*",15,46.9,"*","*","*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","N",36,36,100.0,36,"*","*","*","*",8,22.2,"*","*",7,19.4,"*","*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","N",71,70,98.6,70,"*","*","*","*",10,14.3,34,48.6,21,30.0,55,78.6
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","F",96,92,95.8,92,20,21.7,16,17.4,39,42.4,"*","*","*","*",17,18.5
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",119,118,99.2,118,"*","*","*","*",43,36.4,36,30.5,25,21.2,61,51.7
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","R",23,23,100.0,23,"*","*","*","*",7,30.4,"*","*","*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","N",22,22,100.0,22,0,0.0,"*","*","*","*",9,40.9,"*","*","*","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","N",128,127,99.2,127,"*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","F",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",177,174,98.3,174,0,0.0,7,4.0,32,18.4,43,24.7,92,52.9,135,77.6
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","N",167,167,100.0,167,7,4.2,8,4.8,23,13.8,87,52.1,42,25.1,129,77.2
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","F",69,69,100.0,69,26,37.7,20,29.0,13,18.8,10,14.5,0,0.0,10,14.5
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","F",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",103,102,99.0,102,13,12.7,17,16.7,28,27.5,30,29.4,14,13.7,44,43.1
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","N",55,55,100.0,55,0,0.0,"*","*","*","*",29,52.7,16,29.1,45,81.8
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",100,100,100.0,100,"*","*","*","*",32,32.0,40,40.0,17,17.0,57,57.0
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","F",47,47,100.0,47,9,19.1,9,19.1,"*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","N",108,108,100.0,108,"*","*","*","*",26,24.1,55,50.9,15,13.9,70,64.8
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",40,38,95.0,38,"*","*","*","*",21,55.3,"*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","R",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",197,197,100.0,197,"*","*","*","*",41,20.8,60,30.5,82,41.6,142,72.1
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","N",168,168,100.0,168,"*","*","*","*",17,10.1,88,52.4,59,35.1,147,87.5
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","N",219,219,100.0,219,6,2.7,6,2.7,19,8.7,134,61.2,54,24.7,188,85.8
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","East School","=""1430111""","F",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","East School","=""1430111""","N",35,35,100.0,35,0,0.0,0,0.0,8,22.9,17,48.6,10,28.6,27,77.1
"Torrington School District","=""1430011""","East School","=""1430111""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","F",35,35,100.0,35,"*","*","*","*",6,17.1,19,54.3,"*","*","*","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*",7,25.9,"*","*"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","F",21,21,100.0,21,"*","*","*","*","*","*",13,61.9,0,0.0,13,61.9
"Torrington School District","=""1430011""","Southwest School","=""1430811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","F",35,34,97.1,34,7,20.6,"*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","N",80,80,100.0,80,"*","*","*","*",20,25.0,46,57.5,7,8.8,53,66.3
"Torrington School District","=""1430011""","Torringford School","=""1430911""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","F",107,89,83.2,89,22,24.7,23,25.8,"*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",131,123,93.9,122,"*","*","*","*",45,36.9,25,20.5,26,21.3,51,41.8
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","F",124,120,96.8,120,19,15.8,19,15.8,33,27.5,42,35.0,7,5.8,49,40.8
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","N",175,174,99.4,174,"*","*","*","*","*","*",106,60.9,16,9.2,122,70.1
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","R",31,31,100.0,31,"*","*","*","*","*","*",18,58.1,0,0.0,18,58.1
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","F",48,48,100.0,48,"*","*",7,14.6,11,22.9,23,47.9,"*","*","*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","N",82,82,100.0,82,"*","*","*","*","*","*",39,47.6,35,42.7,74,90.2
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","N",77,77,100.0,77,0,0.0,0,0.0,6,7.8,21,27.3,50,64.9,71,92.2
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","N",86,86,100.0,86,"*","*","*","*","*","*",44,51.2,33,38.4,77,89.5
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","F",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","N",216,216,100.0,216,"*","*","*","*",22,10.2,110,50.9,71,32.9,181,83.8
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","N",61,61,100.0,61,"*","*","*","*","*","*",24,39.3,30,49.2,54,88.5
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","F",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","N",194,192,99.0,192,"*","*","*","*",24,12.5,89,46.4,68,35.4,157,81.8
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","N",83,83,100.0,83,"*","*","*","*",11,13.3,33,39.8,32,38.6,65,78.3
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","F",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N",495,489,98.8,489,6,1.2,8,1.6,91,18.6,106,21.7,278,56.9,384,78.5
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","F",22,21,95.5,20,11,55.0,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Unified School District #2","=""3470015""","Virtual Academy","=""3470215""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","F",25,25,100.0,25,"*","*","*","*","*","*",11,44.0,"*","*","*","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","F","*","*","*","*","*","*",9,32.1,"*","*","*","*",0,0.0,"*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","N",53,53,100.0,53,0,0.0,"*","*",14,26.4,25,47.2,"*","*","*","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","N",23,23,100.0,23,"*","*",0,0.0,"*","*",13,56.5,"*","*","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","F",69,66,95.7,66,15,22.7,23,34.8,"*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",122,122,100.0,121,"*","*","*","*",50,41.3,25,20.7,28,23.1,53,43.8
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","F",23,23,100.0,23,"*","*",7,30.4,6,26.1,"*","*","*","*","*","*"
