"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, All Students"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",94,93,98.9,93,0,0.0,"*","*","*","*",47,50.5,29,31.2,76,81.7,284
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",51,51,100.0,51,"*","*","*","*","*","*",24,47.1,16,31.4,40,78.4,276
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",54,54,100.0,54,"*","*","*","*",10,18.5,25,46.3,12,22.2,37,68.5,269
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",50,50,100.0,50,0,0.0,"*","*","*","*",25,50.0,12,24.0,37,74.0,269
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",63,63,100.0,63,0,0.0,"*","*","*","*",28,44.4,22,34.9,50,79.4,283
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","*","*","*","*","*","*","*","*",9,23.1,"*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",33,33,100.0,33,"*","*","*","*",6,18.2,14,42.4,"*","*","*","*",250
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",342,340,99.4,340,"*","*","*","*",52,15.3,183,53.8,89,26.2,272,80.0,276
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",60,60,100.0,60,"*","*","*","*",11,18.3,31,51.7,9,15.0,40,66.7,257
"Windham School District","=""1630011""","Natchaug School","=""1630111""",46,46,100.0,46,10,21.7,17,37.0,"*","*","*","*",0,0.0,"*","*",210
"Windham School District","=""1630011""","North Windham School","=""1630311""",58,58,100.0,58,18,31.0,13,22.4,"*","*",14,24.1,"*","*","*","*",215
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","*","*","*","*",11,26.2,"*","*",10,23.8,10,23.8,"*","*","*","*","*"
"Windham School District","=""1630011""","Windham Center School","=""1630511""",43,43,100.0,43,12,27.9,"*","*","*","*",12,27.9,0,0.0,12,27.9,214
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",130,130,100.0,130,11,8.5,20,15.4,38,29.2,38,29.2,23,17.7,61,46.9,252
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",89,89,100.0,89,"*","*",16,18.0,18,20.2,32,36.0,"*","*","*","*",252
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",143,142,99.3,142,25,17.6,"*","*",33,23.2,61,43.0,"*","*","*","*",235
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*","*","*","*","*","*","*","*",8,21.1,"*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",66,66,100.0,66,0,0.0,0,0.0,"*","*","*","*",36,54.5,"*","*",299
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",75,75,100.0,75,"*","*","*","*",12,16.0,40,53.3,15,20.0,55,73.3,270
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",95,95,100.0,95,"*","*","*","*","*","*",33,34.7,56,58.9,89,93.7,307
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",113,112,99.1,112,"*","*","*","*",10,8.9,59,52.7,35,31.3,94,83.9,278

