"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, English Learner Status (EL)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Thomaston School District","=""1400011""",10,"N",57,57,100.0,57,"*","*","*","*",23,40.4,14,24.6,11,19.3,25,43.9,256
"Thompson School District","=""1410011""",05,"N",90,89,98.9,89,9,10.1,12,13.5,18,20.2,39,43.8,11,12.4,50,56.2,250
"Thompson School District","=""1410011""",08,"N",77,77,100.0,77,"*","*","*","*",20,26.0,38,49.4,8,10.4,46,59.7,255
"Thompson School District","=""1410011""",10,"N",72,68,94.4,68,13,19.1,"*","*",32,47.1,10,14.7,"*","*","*","*",235
"Tolland School District","=""1420011""",05,"N",184,184,100.0,184,"*","*","*","*",19,10.3,97,52.7,61,33.2,158,85.9,286
"Tolland School District","=""1420011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""",10,"N",214,214,100.0,214,"*","*","*","*","*","*","*","*","*","*","*","*",286
"Tolland School District","=""1420011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""",05,"N",330,327,99.1,327,13,4.0,26,8.0,64,19.6,169,51.7,55,16.8,224,68.5,262
"Torrington School District","=""1430011""",05,"Y",28,28,100.0,28,6,21.4,11,39.3,6,21.4,"*","*","*","*","*","*",212
"Torrington School District","=""1430011""",08,"N",327,323,98.8,323,"*","*","*","*","*","*","*","*","*","*","*","*",249
"Torrington School District","=""1430011""",08,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""",10,"N",246,213,86.6,212,"*","*","*","*","*","*","*","*","*","*","*","*",244
"Torrington School District","=""1430011""",10,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""",08,"N",41,36,87.8,36,17,47.2,11,30.6,"*","*","*","*",0,0.0,"*","*",207
"Trumbull School District","=""1440011""",05,"N",490,490,100.0,490,10,2.0,16,3.3,42,8.6,203,41.4,219,44.7,422,86.1,289
"Trumbull School District","=""1440011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""",08,"N",458,454,99.1,454,14,3.1,18,4.0,65,14.3,215,47.4,142,31.3,357,78.6,277
"Trumbull School District","=""1440011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""",10,"N",554,544,98.2,544,"*","*","*","*","*","*","*","*","*","*","*","*",298
"Trumbull School District","=""1440011""",10,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",08,"N",21,20,95.2,20,15,75.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,182
"Unified School District #2","=""3470015""",10,"N",40,35,87.5,34,16,47.1,8,23.5,10,29.4,0,0.0,0,0.0,0,0.0,190
"Union School District","=""1450011""",05,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",08,"N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",05,"N",232,232,100.0,232,20,8.6,31,13.4,61,26.3,95,40.9,25,10.8,120,51.7,248
"Vernon School District","=""1460011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",08,"N",202,200,99.0,200,"*","*","*","*","*","*","*","*","*","*","*","*",246
"Vernon School District","=""1460011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""",05,"N",30,30,100.0,30,"*","*",6,20.0,"*","*",17,56.7,"*","*","*","*",255
"Voluntown School District","=""1470011""",08,"N",31,31,100.0,31,"*","*","*","*","*","*",24,77.4,"*","*","*","*",263
"Voluntown School District","=""1470011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""",05,"N",416,415,99.8,415,10,2.4,28,6.7,75,18.1,216,52.0,86,20.7,302,72.8,267
"Wallingford School District","=""1480011""",05,"Y",34,34,100.0,34,"*","*",12,35.3,12,35.3,"*","*",0,0.0,"*","*",212
"Wallingford School District","=""1480011""",08,"N",468,462,98.7,462,22,4.8,22,4.8,79,17.1,239,51.7,100,21.6,339,73.4,269
"Wallingford School District","=""1480011""",08,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""",10,"N",456,450,98.7,450,14,3.1,30,6.7,159,35.3,128,28.4,119,26.4,247,54.9,269
"Wallingford School District","=""1480011""",10,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""",05,"N",1202,1202,100.0,1201,212,17.7,273,22.7,319,26.6,343,28.6,54,4.5,397,33.1,226
"Waterbury School District","=""1510011""",05,"Y",218,218,100.0,218,142,65.1,42,19.3,"*","*","*","*",0,0.0,"*","*",176
"Waterbury School District","=""1510011""",08,"N",1170,1152,98.5,1152,380,33.0,175,15.2,247,21.4,321,27.9,29,2.5,350,30.4,223
"Waterbury School District","=""1510011""",08,"Y",167,166,99.4,165,126,76.4,19,11.5,14,8.5,"*","*","*","*",6,3.6,186
"Waterbury School District","=""1510011""",10,"N",1095,1057,96.5,1045,294,28.1,263,25.2,329,31.5,95,9.1,64,6.1,159,15.2,218
"Waterbury School District","=""1510011""",10,"Y",154,148,96.1,146,109,74.7,28,19.2,"*","*","*","*",0,0.0,"*","*",173
"Waterford School District","=""1520011""",05,"N",197,196,99.5,196,9,4.6,12,6.1,39,19.9,100,51.0,36,18.4,136,69.4,263
"Waterford School District","=""1520011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""",08,"N",230,230,100.0,230,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Waterford School District","=""1520011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""",10,"N",210,203,96.7,203,"*","*","*","*","*","*","*","*","*","*","*","*",271
"Waterford School District","=""1520011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""",05,"N",205,205,100.0,205,9,4.4,15,7.3,43,21.0,97,47.3,41,20.0,138,67.3,262
"Watertown School District","=""1530011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""",08,"N",219,219,100.0,219,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Watertown School District","=""1530011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""",10,"N",206,197,95.6,197,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Watertown School District","=""1530011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""",05,"N",716,714,99.7,714,19,2.7,33,4.6,105,14.7,352,49.3,205,28.7,557,78.0,276
"West Hartford School District","=""1550011""",05,"Y",34,34,100.0,34,10,29.4,11,32.4,"*","*",6,17.6,"*","*","*","*",210
"West Hartford School District","=""1550011""",08,"N",661,653,98.8,653,32,4.9,43,6.6,83,12.7,310,47.5,185,28.3,495,75.8,273
"West Hartford School District","=""1550011""",08,"Y",22,22,100.0,22,13,59.1,"*","*",6,27.3,"*","*",0,0.0,"*","*",201
"West Hartford School District","=""1550011""",10,"N",711,702,98.7,702,15,2.1,24,3.4,112,16.0,144,20.5,407,58.0,551,78.5,300
"West Hartford School District","=""1550011""",10,"Y",23,21,91.3,21,"*","*","*","*",7,33.3,"*","*","*","*","*","*",221
"West Haven School District","=""1560011""",05,"N",440,438,99.5,438,19,4.3,51,11.6,117,26.7,189,43.2,62,14.2,251,57.3,255
"West Haven School District","=""1560011""",05,"Y",45,45,100.0,45,12,26.7,11,24.4,14,31.1,8,17.8,0,0.0,8,17.8,212
"West Haven School District","=""1560011""",08,"N",393,390,99.2,390,80,20.5,48,12.3,"*","*",143,36.7,"*","*","*","*",240
"West Haven School District","=""1560011""",08,"Y",34,34,100.0,34,23,67.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,192
"West Haven School District","=""1560011""",10,"N",364,349,95.9,347,35,10.1,50,14.4,125,36.0,65,18.7,72,20.7,137,39.5,252
"West Haven School District","=""1560011""",10,"Y",32,30,93.8,30,16,53.3,7,23.3,"*","*","*","*",0,0.0,"*","*",196
"Westbrook School District","=""1540011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""",08,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""",10,"N",90,89,98.9,88,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Westbrook School District","=""1540011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""",05,"N",182,180,98.9,180,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Weston School District","=""1570011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""",08,"N",184,182,98.9,182,"*","*","*","*",21,11.5,110,60.4,45,24.7,155,85.2,277
"Weston School District","=""1570011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""",05,"N",451,450,99.8,450,"*","*","*","*",43,9.6,229,50.9,163,36.2,392,87.1,286
"Westport School District","=""1580011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""",08,"N",454,448,98.7,448,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Westport School District","=""1580011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""",05,"N",246,246,100.0,246,6,2.4,8,3.3,43,17.5,119,48.4,70,28.5,189,76.8,276
"Wethersfield School District","=""1590011""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""",08,"N",265,264,99.6,264,"*","*","*","*","*","*","*","*","*","*","*","*",259
"Wethersfield School District","=""1590011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""",10,"N",307,296,96.4,296,11,3.7,19,6.4,95,32.1,80,27.0,91,30.7,171,57.8,270
"Wethersfield School District","=""1590011""",10,"Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""",05,"N",33,33,100.0,33,"*","*","*","*",6,18.2,14,42.4,"*","*","*","*",250
"Willington School District","=""1600011""",08,"N",53,52,98.1,52,"*","*","*","*",13,25.0,29,55.8,"*","*","*","*",258
"Wilton School District","=""1610011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""",08,"N",342,330,96.5,330,"*","*","*","*",25,7.6,158,47.9,135,40.9,293,88.8,287
"Wilton School District","=""1610011""",10,"N",340,332,97.6,329,"*","*","*","*","*","*","*","*","*","*","*","*",302
"Wilton School District","=""1610011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""",05,"N",84,83,98.8,83,"*","*","*","*","*","*","*","*","*","*","*","*",242
"Winchester School District","=""1620011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""",10,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""",05,"N",175,174,99.4,174,22,12.6,27,15.5,37,21.3,75,43.1,13,7.5,88,50.6,241
"Windham School District","=""1630011""",05,"Y",76,76,100.0,76,34,44.7,26,34.2,"*","*","*","*",0,0.0,"*","*",188
"Windham School District","=""1630011""",08,"N",189,187,98.9,187,44,23.5,35,18.7,35,18.7,59,31.6,14,7.5,73,39.0,233
"Windham School District","=""1630011""",08,"Y",60,59,98.3,59,51,86.4,"*","*","*","*",0,0.0,0,0.0,0,0.0,185
"Windham School District","=""1630011""",10,"N",102,97,95.1,97,23,23.7,22,22.7,29,29.9,14,14.4,9,9.3,23,23.7,227
"Windham School District","=""1630011""",10,"Y",37,32,86.5,32,21,65.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,180
"Windsor Locks School District","=""1650011""",05,"N",124,124,100.0,124,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Windsor Locks School District","=""1650011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""",08,"N",111,110,99.1,110,"*","*","*","*","*","*","*","*","*","*","*","*",247
"Windsor Locks School District","=""1650011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""",10,"N",109,103,94.5,103,"*","*","*","*","*","*","*","*","*","*","*","*",251
"Windsor Locks School District","=""1650011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""",05,"N",221,220,99.5,220,29,13.2,32,14.5,48,21.8,90,40.9,21,9.5,111,50.5,243
"Windsor School District","=""1640011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""",08,"N",245,243,99.2,243,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Windsor School District","=""1640011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""",10,"N",590,283,95.9,283,"*","*","*","*","*","*","*","*","*","*","*","*",255
"Windsor School District","=""1640011""",10,"Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""",05,"N",176,176,100.0,176,"*","*","*","*","*","*","*","*","*","*","*","*",282
"Wolcott School District","=""1660011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""",08,"N",234,234,100.0,234,14,6.0,11,4.7,26,11.1,127,54.3,56,23.9,183,78.2,269
"Wolcott School District","=""1660011""",10,"N",185,184,99.5,184,"*","*","*","*","*","*","*","*","*","*","*","*",266
"Wolcott School District","=""1660011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""",10,"N",245,244,99.6,244,11,4.5,20,8.2,65,26.6,55,22.5,93,38.1,148,60.7,276
"Woodstock School District","=""1690011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""",08,"N",100,99,99.0,99,"*","*","*","*",8,8.1,58,58.6,28,28.3,86,86.9,279

