"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,"Wolfpit School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",4.2,.,.,3.9,4.1
="Norwich Free Academy District",="Norwich Free Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,8.0
="Norwich School District",="Bishop School Early Learning Center",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,0.0,0.0
,="John B. Stanton Network School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.0,2.0,2.0,2.0
,="Kelly Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,9.0,11.0,11.0,13.0
,="Moriarty Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,5.0,5.0,5.0
,="Samuel Huntington School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,12.2,15.0,16.0,18.0
,="Teachers' Memorial Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,10.0,12.0,11.0,11.0
,="Thames River Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,.,.,.
,"Thomas W. Mahan School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",12.0,11.0,13.0,11.4,13.5
,="Uncas Network School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,4.0,5.0,7.0
,="Veterans' Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,1.0,1.0,2.0
,="Wequonnoc Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,6.0,1.0,2.0
="Odyssey Community School District",="Odyssey Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.5,3.0,3.0,3.0
="Old Saybrook School District",="Kathleen E. Goodwin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0,27.0,26.0,25.0,20.0
,="Old Saybrook Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,17.0,20.0,21.0,23.0
,="Old Saybrook Senior High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,7.0,6.0,7.0,7.0
="Orange School District",="Mary L. Tracy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8,6.0,4.5,4.5,4.5
,="Peck Place School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,10.0,7.0,7.0,5.0
,="Race Brook School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,12.0,15.0,15.0,10.0
,="Turkey Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,7.0,7.0,.
"Oxford School District","Great Oak School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,7.0,8.0,12.0,11.0
,="Oxford Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,13.0,10.3,10.0
,="Oxford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.5,4.0,3.0,3.0
,="Quaker Farms School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.7,15.7,12.0,14.5,8.0
="Park City Prep Charter School District",="Park City Prep Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,1.0
="Plainfield School District",="Moosup Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.5,5.5,4.5,4.0
,="Plainfield Central School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5,14.5,16.4,16.3,19.0
,="Plainfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,15.5,15.5,19.0,22.0
,="Plainfield Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,17.0,12.5,12.2,11.2
,="Shepard Hill Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,16.0,12.5,10.0,11.0
="Plainville School District",="Frank T. Wheeler School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,13.0,10.0,11.0,12.6
,="Linden Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,14.1,17.8,20.2,15.8
,="Louis Toffolon School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,6.5,4.5,4.5,11.0
,="Middle School of Plainville",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5,14.5,15.5,15.0,10.0
,="Plainville High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,13.0,12.0,12.0
="Plymouth School District",="Eli Terry Jr. Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,8.0,7.0,7.0
,="Harry S. Fisher Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.5,5.5,7.0,2.0
,="Plymouth Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.7,8.7,4.0,0.0
,="Terryville High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.7,4.7,7.5,7.5
="Pomfret School District",="Pomfret Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,12.5,11.5,12.5,12.5
="Portland School District",="Brownstone Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,4.5,4.5,5.0
,="Gildersleeve School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,1.0,2.0
,="Portland High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,2.5,4.5,5.0,4.0
,="Portland Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,4.0,3.0,3.0,4.0
,="Valley View School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,2.0,4.0
="Preston School District",="Preston Plains School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Preston Veterans' Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,10.0,9.0,10.0
="Putnam School District",="Putnam Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,14.0,19.5,18.0,18.0
,="Putnam High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.0,6.0,7.0,7.0
,="Putnam Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,7.0,6.0
="Redding School District",="John Read Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,20.0,16.3,16.0,14.5
,="Redding Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,8.0,15.7,14.0,13.0
="Regional School District 01",="Housatonic Valley Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.7,4.7,4.7,3.1,3.1
="Regional School District 04",="John Winthrop Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,7.0,7.0,7.8
,="Valley Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,7.0,5.0
="Regional School District 05",="Amity Middle School: Bethany",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,5.0,6.0,8.0,7.0
,="Amity Middle School: Orange",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,5.0,5.0,6.0
,="Amity Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,11.0,11.0,10.0,9.0
="Regional School District 06",="Goshen Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,.,2.5,3.0,3.0
,="James Morris School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,.,5.0,4.5,7.5
,="Wamogo Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9,.,6.4,7.0,7.5
,="Warren Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,.,2.5,2.0,2.5
="Regional School District 07",="Northwestern Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,6.5,10.6,12.6,16.0
,="Northwestern Regional Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4,4.4,4.2,4.2,4.2
="Regional School District 08",="RHAM High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0,24.0,21.0,24.0,26.0
,="RHAM Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,12.0,11.0,11.0,10.0
,="Region Alternative High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,0.0
="Regional School District 09",="Joel Barlow High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,8.0,7.0,10.0
="Regional School District 10",="Har-Bur Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,18.0,18.0,18.0,19.0
,="Harwinton Consolidated School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,11.0,14.0,14.0,13.0
,="Lake Garda Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,11.0,9.0,11.0,11.0
,="Lewis S. Mills High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,10.0,10.0,10.0,12.0
="Regional School District 11",="Parish Hill High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
="Regional School District 12",="Booth Free School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,4.0,3.0,3.0
,="Shepaug Valley High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,6.0,7.0,.,.
,"Shepaug Valley Middle School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",8.0,8.0,6.0,.,.
,"The Burnham School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",2.0,2.0,2.0,2.0,1.0
,="Washington Primary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,3.8,4.0,6.7,8.0
,="Shepaug Valley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,11.3,10.0
="Regional School District 13",="Coginchaug Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,.,9.0,9.0,9.0
,="Francis E. Korn School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,4.5,4.5,4.5,4.5
,="Frank Ward Strong School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,7.0,6.0,5.0
,="Frederick Brewster School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,10.0,10.0,9.0
,="John Lyman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.5,4.0,4.0,4.6
,="Middlefield Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,7.0,6.0,5.0,6.0
="Regional School District 14",="Bethlehem Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.5,8.0,6.0,7.0
,="Mitchell Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,8.5,14.0,11.0,10.0
,="Nonnewaug High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,5.0,8.0,9.0,8.0
,="Woodbury Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.5,7.5,9.0,8.5
="Regional School District 15",="Gainfield Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1,4.1,5.1,7.2,7.0
,="Long Meadow Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2,12.9,12.2,11.8,15.1
,="Memorial Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.1,6.1,4.0,4.0,4.0
,="Middlebury Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.2,9.4,8.1,5.7,5.0
,="Pomperaug Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.1,15.8,15.2,14.7,15.1
,="Pomperaug School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.2,15.8,13.2,12.1,0.0
,="Rochambeau Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,8.0,8.0,9.0
="Regional School District 16",="Algonquin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.1,11.0,9.0,8.5,11.4
,="Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,2.5,2.0,3.6,4.4
,="Laurel Ledge School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2,12.5,11.0,6.9,6.4
,="Long River Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.3,10.0,4.5,8.0,8.6
,="Woodland Regional High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1,12.5,11.3,8.6,8.6
="Regional School District 17",="Burr District Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,6.5,7.9,12.0,13.2
,="Haddam Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.9,4.9,2.9,4.9,3.9
,="Haddam-Killingworth High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,10.0,10.0,8.0,9.0
,="Haddam-Killingworth Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,13.0,12.0,13.0,10.0
,="Killingworth Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8,4.0,6.0,5.0,6.0
="Regional School District 18",="Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,6.4,8.8,7.2,4.8
,="Lyme Consolidated School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,6.4,8.0,8.8,.
,"Lyme-Old Lyme High School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.6,7.6,8.4,9.8,8.8
,="Lyme-Old Lyme Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,9.6,10.4,10.4
,="Mile Creek School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,8.5,8.1,9.7,11.9
="Regional School District 19",="E. O. Smith High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0,31.0,26.0,28.0,32.0
="Ridgefield School District",="Barlow Mountain Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.6,18.7,18.7,17.7,17.7
,="Branchville Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,4.0,4.0,3.0
,="East Ridge Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,9.0,7.0,0.0
,="Farmingville Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,3.0,3.0,5.0
,="Ridgebury Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,13.0,14.0
,="Ridgefield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,11.0,11.0,11.0,14.0
,="Scotland Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7,8.5,8.0,8.0,9.0
,="Scotts Ridge Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,3.0,.
,"Veterans Park Elementary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",5.5,4.9,2.0,2.0,.
"Rocky Hill School District","Albert D. Griswold Middle School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",11.0,9.0,9.0,10.0,9.6
,="Dr. Oran A. Moser School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,.,.,.
,"Myrtle H. Stevens School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",18.5,16.3,16.2,11.0,8.7
,="Rocky Hill High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,9.5,9.5,9.3,9.2
,="West Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,5.5,6.0,13.3,16.8
="Salem School District",="Salem Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.2,9.5,8.2,8.4
="Salisbury School District",="Salisbury Central School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.9,5.3,5.3,6.4,5.4
="Scotland School District",="Scotland Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,9.0,7.7,7.4,7.4
="Seymour School District",="Anna L. Lopresti School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,.,.,.
,"Bungay School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",8.0,8.0,5.0,5.0,5.0
,="Paul E. Chatfield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,10.0,.,.
,"Seymour High School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",6.0,6.0,6.0,6.0,7.0
,="Seymour Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,6.0,6.0,5.0
,="Chatfield-LoPresti School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,14.0,15.0
="Sharon School District",="Sharon Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,7.9,6.9,7.7,9.5
="Shelton School District",="Mohegan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,8.0,7.0,7.0,5.0
,="Booth Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,4.0,3.0,5.0
,="Elizabeth Shelton School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,7.0,15.0,13.0,15.0
,="Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,11.0,11.5,10.0
,="Long Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,6.0,6.0,5.0,6.0
,="Perry Hill Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,13.0,14.0,14.0,12.0
,="Shelton High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,10.0,0.0,12.0,13.0
,="Sunnyside School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,4.0,3.0,2.0
="Sherman School District",="Sherman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,13.2,14.0,12.3,12.2
="Side By Side Charter School District",="Side By Side Charter School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,0.0,0.0,0.5
="Simsbury School District",="Central School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2,7.8,8.4,9.7,9.5
,="Henry James Memorial School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6,10.7,10.7,11.7,13.7
,="Latimer Lane School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.8,6.9,6.9,3.9,3.9
,="Simsbury High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.9,12.0,12.5,12.0,13.0
,="Squadron Line School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.1,17.5,18.7,20.0,23.7
,="Tariffville School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4,4.9,4.9,5.9,4.9
,="Tootin' Hills School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.1,12.0,10.1,9.6,11.8
="Somers School District",="Mabelle B. Avery Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.3,7.0,7.0,7.0,7.0
,="Somers Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8,13.8,14.8,14.8,14.8
,="Somers High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.8,6.8,6.8,6.8,6.8
="South Windsor School District",="Pleasant Valley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,8.4,6.0,6.5,5.5
,="Eli Terry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0,19.5,20.5,25.0,22.0
,="Orchard Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.5,6.5,7.5,7.5
,="Philip R. Smith School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,5.0,4.5,4.0
,="South Windsor High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,20.0,21.0,18.0,17.2
,="Timothy Edwards School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.5,25.5,23.5,27.0,27.5
,="Wapping Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.6,24.0,26.0,25.5,26.5
="Southington School District",="John F. Kennedy Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.1,30.2,29.4,36.5,38.6
,="Derynoski Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.6,22.1,23.1,24.6,28.1
,="Flanders Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,6.0,6.2,7.6
,="Hatton Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.9,24.6,25.3,25.9,22.9
,="Joseph A. Depaolo Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0,27.8,28.9,30.9,31.1
,="Plantsville Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.7,4.6,2.6,4.6,6.1
,="South End Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6,4.0,6.0,5.9,7.3
,="Southington High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.6,22.6,23.1,28.2,29.2
,="Strong Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8,6.8,7.5,8.0,8.0
,="Thalberg Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,14.2,11.9,12.0,12.5
,="Urbin T. Kelley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.3,6.3,6.8,6.8,7.3
="Sprague School District",="Sayles School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,5.0,5.0,5.0,10.0
="Stafford School District",="Stafford Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,14.0,15.0,16.0,16.6
,="Stafford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,9.0,7.0,7.0
,="Stafford Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,7.0,9.0,9.0
,="Staffordville School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,5.0,1.8,3.1,2.7
,="West Stafford School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,1.0,2.0,3.2
="Stamford Academy District",="Stamford Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,2.0,0.0
="Stamford School District",="Cloonan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,15.0,19.0,16.0,9.0
,="Davenport Ridge School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,10.0,10.0,10.0,10.0
,="Dolan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,5.0,.,4.0,6.0
,="Hart School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,6.0,7.0
,="Julia A. Stark School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,8.0,9.0,7.0
,="K. T. Murphy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,4.0,4.0,4.0
,="Newfield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,7.0,6.0,6.0,10.0
,="Northeast School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,9.0,13.0,18.0
,="Rippowam Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,6.0,4.0,4.0
,="Rogers International School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,10.0,.,11.0,8.0
,="Roxbury School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0,23.0,18.0,21.0,20.0
,="Scofield Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.0,5.0,3.0,3.0
,="Springdale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,7.0,11.0,9.0
,="Stamford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,16.0,15.0,23.0,24.0
,="Stillmeadow School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0,30.0,33.0,18.0,22.0
,="The Academy of Information Technology",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,3.0,2.0,2.0
,="Toquam Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,9.0,8.0,.,8.0
,="Turn of River School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,5.0,3.0,3.0
,="Westhill High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,18.0,15.0,23.0,16.0
,="Westover School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,16.0,16.0,11.0,7.0
="Sterling School District",="Sterling Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.4,21.4,24.5,.,21.5
="Stonington School District",="Deans Mill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.7,13.8,16.1,14.7,15.4
,="Mystic Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.7,10.4,12.0,11.3,13.9
,="Pawcatuck Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.2,10.1,11.2,10.4,7.8
,="Stonington High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.6,10.9,11.3,13.2,14.3
,="West Broad Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,5.2,7.2,4.9,4.5
,="West Vine Street School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.7,8.3,6.2,8.6,9.3
,="Stonington BOE Pre-School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,.
"Stratford School District","Eli Whitney School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",4.5,3.0,3.0,2.0,2.0
,="Bunnell High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,9.2,9.2,10.9,10.7
,="Chapel School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,5.0,4.5,4.0,3.0
,="David Wooster Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,5.0,6.5,8.5,4.0
,="Franklin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.6,2.0,2.0,6.0,5.0
,="Harry B. Flood Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,7.5,8.5,10.0,10.0
,="Honeyspot School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.5,1.0,0.0,0.1
,="Lordship School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.5,0.5,0.5,1.0
,="Nichols School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,4.0,4.0,4.0,1.0
,="Second Hill Lane School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,15.0,15.0,20.5,18.5
,="Stratford Academy - Johnson House",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,7.0,3.0,2.0,2.0
,="Stratford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,7.0,7.0,7.0,10.0
