"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Newington High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",49.3,48.8,48.8,48.9,51.4
,="Ruth Chaffee School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.1,6.1,6.1,6.1,7.1
="Newtown School District",="Hawley Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.2,12.8,9.3,10.7,9.3
,="Head O'Meadow Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.2,10.2,8.7,10.3,11.8
,="Middle Gate Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.4,11.1,10.4,13.0,11.6
,="Newtown High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",49.3,50.7,52.2,55.0,53.8
,="Newtown Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.2,20.6,21.5,22.6,24.6
,="Reed Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.3,22.3,23.1,24.2,22.6
,="Sandy Hook Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.7,11.3,14.8,13.5,14.6
,="Newtown Preschool",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,0.1,.
"Norfolk School District","Botelle Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",4.1,4.1,4.1,4.1,4.1
="North Branford School District",="Jerome Harrison School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,8.5,9.0,12.0,12.5
,="North Branford High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.0,20.0,19.0,21.0,20.0
,="North Branford Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,15.5,18.5,23.5,19.0
,="Stanley T. Williams School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.0,.,.,.,.
,"Totoket Valley Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",11.2,11.2,11.7,14.2,13.2
="North Canaan School District",="North Canaan Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.6,8.6,9.0,9.0,9.0
="North Haven School District",="Clintonville Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,6.3,6.3,6.3,5.3
,="Green Acres Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,6.3,6.3,6.3,5.3
,="Montowese Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,6.3,6.3,6.3,5.3
,="North Haven High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.5,26.5,21.0,21.0,23.0
,="North Haven Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5,16.5,13.5,13.5,13.5
,="Ridge Road Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.3,6.3,6.3,6.3,5.3
="North Stonington School District",="North Stonington Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,8.2,7.7,7.9,8.5
,="Wheeler High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4,6.3,5.6,6.2,5.2
,="Wheeler Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7,5.2,5.4,4.7,4.7
="Norwalk School District",="Brien McMahon High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",42.7,.,.,18.6,40.7
,="Brookside Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.8,.,.,5.7,8.0
,="Columbus Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,.,.,6.0,.
,"Cranbury Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",5.9,.,.,5.7,5.7
,="Fox Run Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,.,.,6.3,6.7
,="Jefferson Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,.,.,5.6,2.6
,="Kendall Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.1,.,.,6.3,8.7
,="Marvin Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.2,.,.,5.7,6.2
,="Naramake Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.2,.,.,8.9,6.0
,="Nathan Hale Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.6,.,.,14.3,14.5
,="Norwalk High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",44.2,.,.,33.2,49.6
,="Norwalk Pathways Academy at Briggs",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.5,.,.,6.2,4.9
,="Ponus Ridge Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.4,.,.,15.7,12.0
,="Roton Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.6,.,.,13.3,13.8
,="Rowayton School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,.,.,5.7,5.9
,="Silvermine Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.2,.,.,6.0,9.4
,="Tracey School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4,.,.,7.7,8.3
,="West Rocks Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.6,.,.,10.5,.
,"Wolfpit School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",5.0,.,.,5.7,5.7
="Norwich Free Academy District",="Norwich Free Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",90.0,81.0,89.2,87.6,97.7
="Norwich School District",="Bishop School Early Learning Center",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.0,.,.,3.5,7.0
,="John B. Stanton Network School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,7.0,8.0,7.0,10.3
,="Kelly Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.0,18.0,17.0,18.0,17.0
,="Moriarty Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,7.5,7.5,7.5,9.3
,="Samuel Huntington School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7,5.7,5.7,6.8,7.3
,="Teachers' Memorial Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.8,10.3,11.5,11.5,13.1
,="Thames River Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.3,3.3,.,.,.
,"Thomas W. Mahan School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",5.3,5.3,6.0,6.0,7.1
,="Uncas Network School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,5.0,6.0,9.0,10.0
,="Veterans' Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,6.5,7.0,6.5,7.0
,="Wequonnoc Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,5.5,5.5,7.5
="Odyssey Community School District",="Odyssey Community School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.4,5.0,6.0,5.8,6.1
="Old Saybrook School District",="Kathleen E. Goodwin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,12.0,13.0,14.0,13.0
,="Old Saybrook Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.0,17.0,16.0,13.0,13.0
,="Old Saybrook Senior High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,19.0,17.0,14.0,16.0
="Orange School District",="Mary L. Tracy School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.6,6.5,7.6,9.1,9.6
,="Peck Place School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.4,8.1,10.2,11.2
,="Race Brook School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,7.4,7.7,9.7,9.8
,="Turkey Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.1,7.5,8.9,.
"Oxford School District","Great Oak School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",9.1,8.9,11.6,10.5,10.5
,="Oxford Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.4,9.2,9.7,9.8,10.1
,="Oxford High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.6,16.1,17.1,16.0,16.2
,="Quaker Farms School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.8,8.1,8.1,8.5,8.5
="Park City Prep Charter School District",="Park City Prep Charter School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.0,4.0,4.0,6.0,8.0
="Plainfield School District",="Moosup Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,8.0,8.0,7.0,8.0
,="Plainfield Central School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.2,11.0,11.0,12.5,11.5
,="Plainfield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0,23.5,24.0,23.5,23.5
,="Plainfield Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.2,11.2,10.7,10.0,9.5
,="Shepard Hill Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5,14.0,13.0,12.5,11.0
="Plainville School District",="Frank T. Wheeler School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.2,6.7,7.8,6.4,7.5
,="Linden Street School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,11.8,13.4,13.4,14.3
,="Louis Toffolon School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.7,9.6,9.6,11.7
,="Middle School of Plainville",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.4,12.4,12.4,13.4,13.0
,="Plainville High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.4,23.1,23.4,23.4,21.8
="Plymouth School District",="Eli Terry Jr. Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.6,15.6,15.6,15.6,15.6
,="Harry S. Fisher Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,8.3,8.3,8.3,7.8
,="Plymouth Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3,9.3,9.3,9.3,8.0
,="Terryville High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.5,20.5,20.5,20.5,20.0
="Pomfret School District",="Pomfret Community School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.9,21.6,21.4,21.4,22.4
="Portland School District",="Brownstone Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,6.3,4.0,4.0,6.0
,="Gildersleeve School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,6.3,6.3,6.3,6.3
,="Portland High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.8,9.8,9.8,8.8
,="Portland Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,6.5,6.5,6.5,6.5
,="Valley View School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,6.0,6.0,6.0,6.0
="Preston School District",="Preston Plains School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.7,4.7,5.1,4.9
,="Preston Veterans' Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.9,5.9,5.9,5.9,5.9
="Putnam School District",="Putnam Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.5,12.8,12.9,13.1,13.2
,="Putnam High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,9.0,9.5,9.1
,="Putnam Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.1,8.9,9.2,9.6,9.3
="Redding School District",="John Read Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.5,33.0,14.5,17.5,17.5
,="Redding Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.0,49.0,15.5,15.5,23.5
="Regional School District 01",="Housatonic Valley Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.1,18.1,18.1,17.0,17.1
="Regional School District 04",="John Winthrop Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.7,11.7,12.0,12.0,11.3
,="Valley Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0,19.8,19.4,19.2,16.5
="Regional School District 05",="Amity Middle School: Bethany",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.1,11.1,11.1,11.1,10.6
,="Amity Middle School: Orange",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.1,11.1,11.1,10.8,10.3
,="Amity Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.6,33.6,34.9,35.0,36.7
="Regional School District 06",="Goshen Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.1,.,4.2,3.9,3.9
,="James Morris School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.9,0.1,4.6,4.0,4.0
,="Wamogo Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.8,1.3,14.8,13.3,13.1
,="Warren Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.3,0.1,3.8,3.1,3.1
="Regional School District 07",="Northwestern Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.5,38.6,39.9,37.5,33.1
,="Northwestern Regional Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.0,15.7,17.4,12.1,12.0
="Regional School District 08",="RHAM High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.5,29.0,30.5,26.5,33.5
,="RHAM Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.1,18.6,18.1,18.1,17.1
,="Region Alternative High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,.,0.0
="Regional School District 09",="Joel Barlow High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.0,37.0,35.0,37.0,47.0
="Regional School District 10",="Har-Bur Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.0,16.0,20.5,13.5,14.5
,="Harwinton Consolidated School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.9,10.9,7.6,11.6,12.3
,="Lake Garda Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,12.0,14.0,12.1,12.6
,="Lewis S. Mills High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.1,25.6,25.2,26.4,28.6
="Regional School District 11",="Parish Hill High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,15.0,15.0,15.0,15.0
="Regional School District 12",="Booth Free School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.3,3.1,3.1,3.2,3.3
,="Shepaug Valley High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5,9.5,11.0,.,.
,"Shepaug Valley Middle School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",6.9,8.0,9.0,.,.
,"The Burnham School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",3.3,3.1,3.1,3.2,3.2
,="Washington Primary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.8,4.8,4.8,4.4,4.6
,="Shepaug Valley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,20.2,21.4
="Regional School District 13",="Coginchaug Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.0,.,17.5,19.0,19.5
,="Francis E. Korn School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,5.5,5.5,5.0
,="Frank Ward Strong School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,9.3,9.3,9.0,9.0
,="Frederick Brewster School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.0,5.3,4.8,4.8
,="John Lyman School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,5.5,5.5,5.5
,="Middlefield Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,6.5,6.5,6.5,6.5
="Regional School District 14",="Bethlehem Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.6,8.0,8.4,9.5,9.5
,="Mitchell Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.7,10.0,9.3,10.2,10.4
,="Nonnewaug High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.6,21.7,20.9,20.9,21.0
,="Woodbury Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.4,13.1,13.1,14.4,13.3
="Regional School District 15",="Gainfield Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.5,7.9,8.4,9.8
,="Long Meadow Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.5,13.8,13.8,13.6,13.8
,="Memorial Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.7,12.2,12.2,12.0,11.4
,="Middlebury Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.7,8.5,8.3,8.7,8.6
,="Pomperaug Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.5,35.4,38.8,40.4,40.7
,="Pomperaug School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.7,10.8,10.8,11.4,9.4
,="Rochambeau Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3,11.8,11.4,11.8,11.9
="Regional School District 16",="Algonquin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1,12.9,13.3,9.5,10.4
,="Community School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2,9.6,9.8,7.3,7.6
,="Laurel Ledge School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3,11.6,13.5,11.8,12.4
,="Long River Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",365.7,22.2,16.5,14.9,13.0
,="Woodland Regional High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.3,28.8,27.5,24.3,21.4
="Regional School District 17",="Burr District Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.5,7.5,7.5,7.0
,="Haddam Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,6.5,6.5,6.5,6.5
,="Haddam-Killingworth High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.0,27.2,27.2,27.2,26.2
,="Haddam-Killingworth Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.5,17.5,17.5,18.5,18.5
,="Killingworth Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,6.0,8.0,8.0,8.0
="Regional School District 18",="Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,6.7,6.7,6.5,6.6
,="Lyme Consolidated School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,6.7,6.7,6.5,.
,"Lyme-Old Lyme High School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",14.0,13.6,12.6,11.6,13.7
,="Lyme-Old Lyme Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,8.3,9.3,9.6,9.1
,="Mile Creek School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,8.5,8.5,8.6,7.4
="Regional School District 19",="E. O. Smith High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",32.5,32.5,32.5,30.5,28.5
="Ridgefield School District",="Barlow Mountain Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.6,29.4,12.6,12.6,12.6
,="Branchville Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,9.5,9.9,10.9,10.9
,="East Ridge Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.4,16.5,17.5,17.4,17.4
,="Farmingville Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.4,9.8,10.7,10.7
,="Ridgebury Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.6,11.5,11.0,11.5,11.5
,="Ridgefield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",46.1,41.8,40.8,39.9,37.9
,="Scotland Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.1,10.0,10.5,10.5
,="Scotts Ridge Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5,14.7,14.7,15.7,.
,"Veterans Park Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",9.0,9.4,9.8,10.8,.
"Rocky Hill School District","Albert D. Griswold Middle School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",11.7,11.7,11.7,11.9,13.4
,="Dr. Oran A. Moser School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.2,.,.,.,.
,"Myrtle H. Stevens School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",7.6,9.1,9.1,10.0,9.6
,="Rocky Hill High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.2,23.7,24.2,24.2,24.7
,="West Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.1,10.6,11.1,9.4,10.4
="Salem School District",="Salem Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.5,14.5,15.5,13.5,13.5
="Salisbury School District",="Salisbury Central School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,9.0,9.0,9.0
="Scotland School District",="Scotland Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.3,10.2,9.9,10.2,10.2
="Seymour School District",="Anna L. Lopresti School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.2,8.2,.,.,.
,"Bungay School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",11.8,11.8,11.8,11.8,13.6
,="Paul E. Chatfield School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.2,7.2,16.1,.,.
,"Seymour High School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",21.7,21.7,22.7,22.7,20.3
,="Seymour Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.2,22.2,20.7,22.7,20.7
,="Chatfield-LoPresti School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,18.7,17.1
="Sharon School District",="Sharon Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,8.5,8.0,8.0,8.0
="Shelton School District",="Mohegan School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.4,6.0,6.5,6.6,6.6
,="Booth Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,5.6,6.5,4.6,6.6
,="Elizabeth Shelton School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.3,6.1,6.5,6.6,6.6
,="Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.8,17.8,25.0,24.8,24.8
,="Long Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.4,5.6,6.5,6.6,6.6
,="Perry Hill Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.9,16.3,19.0,19.0,18.8
,="Shelton High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.1,37.6,45.5,43.3,45.3
,="Sunnyside School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.9,5.1,5.5,5.5,5.5
="Sherman School District",="Sherman School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.9,11.2,11.0,10.6,10.6
="Side By Side Charter School District",="Side By Side Charter School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,.,12.5,12.5,12.5
="Simsbury School District",="Central School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.7,8.5,8.6,8.6,8.5
,="Henry James Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.3,16.7,16.7,15.9,16.8
,="Latimer Lane School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,8.8,8.3,8.2,8.1
,="Simsbury High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",56.5,51.6,50.6,52.8,51.1
,="Squadron Line School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.9,15.4,16.0,16.1,16.1
,="Tariffville School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3,6.2,5.7,6.2,6.2
,="Tootin' Hills School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.6,12.0,12.5,12.6,11.2
="Somers School District",="Mabelle B. Avery Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,9.0,9.0,9.0
,="Somers Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.8,13.0,12.9,12.9,12.9
,="Somers High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.5,12.5,12.5,12.5,12.5
="South Windsor School District",="Pleasant Valley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.0,8.2,8.7,8.7
,="Eli Terry School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.0,8.8,9.6,9.6
,="Orchard Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,10.0,9.2,9.4,9.7
,="Philip R. Smith School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.0,8.8,8.2,8.2
,="South Windsor High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",42.5,44.5,42.7,42.2,40.6
,="Timothy Edwards School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.0,29.0,30.1,25.6,25.6
,="Wapping Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,10.0,9.8,11.2,10.3
