"Chronic Absenteeism, Trend"
", Grade"

"",,,"% Chronically Absent",,,,
"Montville School District","=""0860011""","Grade   4",4.3,"*",5.8,"*","*"
"Montville School District","=""0860011""","Grade   5",4.4,4.8,4.5,"*","*"
"Montville School District","=""0860011""","Grade   6","*",5.8,5.5,5.1,4.7
"Montville School District","=""0860011""","Grade   7",7.6,5.8,7.7,5.9,3.4
"Montville School District","=""0860011""","Grade   8",10.3,8.2,7.5,9.1,12.1
"Montville School District","=""0860011""","Grade   9",10.3,12.1,9.9,9.0,12.3
"Montville School District","=""0860011""","Grade 10",9.5,11.5,11.1,10.8,6.9
"Montville School District","=""0860011""","Grade 11",11.6,8.2,8.6,11.4,15.4
"Montville School District","=""0860011""","Grade 12",17.3,10.8,11.6,13.1,13.1
"Naugatuck School District","=""0880011""","Kindergarten",10.8,8.0,10.8,8.1,9.6
"Naugatuck School District","=""0880011""","Grade   1",10.0,5.7,6.7,5.4,6.5
"Naugatuck School District","=""0880011""","Grade   2",7.3,7.4,6.3,4.3,7.6
"Naugatuck School District","=""0880011""","Grade   3",8.0,8.4,5.0,7.9,6.3
"Naugatuck School District","=""0880011""","Grade   4",8.1,6.9,8.1,6.3,4.7
"Naugatuck School District","=""0880011""","Grade   5",9.4,8.7,7.5,7.9,6.2
"Naugatuck School District","=""0880011""","Grade   6",11.2,13.6,7.1,11.8,8.6
"Naugatuck School District","=""0880011""","Grade   7",8.3,15.2,8.9,12.0,12.2
"Naugatuck School District","=""0880011""","Grade   8",12.2,16.3,17.2,13.0,11.4
"Naugatuck School District","=""0880011""","Grade   9",15.5,17.6,21.3,15.1,10.0
"Naugatuck School District","=""0880011""","Grade 10",16.6,21.7,19.4,12.7,20.8
"Naugatuck School District","=""0880011""","Grade 11",22.0,20.1,26.4,14.8,21.5
"Naugatuck School District","=""0880011""","Grade 12",25.9,32.1,33.1,22.8,22.4
"New Beginnings Inc., Family Academy District","=""2800013""","Kindergarten","*",9.8,"*",23.8,9.2
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   1","*",14.9,"*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   2","*","*","*",14.9,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   3","*","*","*",13.3,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   4","*","*",20.0,15.2,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   5","*","*","*",25.6,"*"
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   6","*","*","*","*",17.6
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   7","*","*","*",18.9,0.0
"New Beginnings Inc., Family Academy District","=""2800013""","Grade   8","*","*","*",20.0,"*"
"New Britain School District","=""0890011""","Kindergarten",29.8,19.5,16.3,17.8,16.8
"New Britain School District","=""0890011""","Grade   1",23.6,16.0,10.5,13.3,11.4
"New Britain School District","=""0890011""","Grade   2",18.8,14.9,10.6,9.6,9.0
"New Britain School District","=""0890011""","Grade   3",15.1,12.1,11.0,11.4,7.4
"New Britain School District","=""0890011""","Grade   4",13.3,12.6,9.4,11.6,7.6
"New Britain School District","=""0890011""","Grade   5",15.9,12.8,10.2,8.8,9.9
"New Britain School District","=""0890011""","Grade   6",19.2,31.0,14.6,18.3,14.4
"New Britain School District","=""0890011""","Grade   7",23.4,32.4,19.7,21.3,16.8
"New Britain School District","=""0890011""","Grade   8",27.7,18.1,21.9,19.8,21.6
"New Britain School District","=""0890011""","Grade   9",35.7,34.0,36.7,42.8,35.7
"New Britain School District","=""0890011""","Grade 10",40.2,43.4,24.8,35.4,33.1
"New Britain School District","=""0890011""","Grade 11",54.1,48.4,39.6,30.8,31.4
"New Britain School District","=""0890011""","Grade 12",44.1,45.3,37.0,40.5,34.2
"New Canaan School District","=""0900011""","Kindergarten",3.3,8.0,2.6,"*",3.4
"New Canaan School District","=""0900011""","Grade   1",3.1,3.8,"*","*","*"
"New Canaan School District","=""0900011""","Grade   2",2.3,6.6,"*",1.7,"*"
"New Canaan School District","=""0900011""","Grade   3",2.5,2.6,1.7,1.8,2.2
"New Canaan School District","=""0900011""","Grade   4",3.3,4.3,"*",1.7,"*"
"New Canaan School District","=""0900011""","Grade   5",3.3,"*",3.3,2.0,3.7
"New Canaan School District","=""0900011""","Grade   6",5.3,5.8,2.8,2.1,"*"
"New Canaan School District","=""0900011""","Grade   7",3.3,6.3,4.4,3.2,2.4
"New Canaan School District","=""0900011""","Grade   8",5.6,5.7,4.4,4.9,"*"
"New Canaan School District","=""0900011""","Grade   9",5.9,3.1,"*",3.8,2.5
"New Canaan School District","=""0900011""","Grade 10",13.8,2.2,4.1,2.4,3.7
"New Canaan School District","=""0900011""","Grade 11",19.2,4.0,2.0,5.4,4.8
"New Canaan School District","=""0900011""","Grade 12",43.6,2.0,4.7,6.4,3.1
"New Fairfield School District","=""0910011""","Kindergarten",7.7,"*",6.6,"*",3.9
"New Fairfield School District","=""0910011""","Grade   1",6.0,4.9,"*",4.0,"*"
"New Fairfield School District","=""0910011""","Grade   2",5.4,5.1,"*","*","*"
"New Fairfield School District","=""0910011""","Grade   3",3.1,4.5,"*",3.4,0.0
"New Fairfield School District","=""0910011""","Grade   4","*",3.0,"*","*",3.5
"New Fairfield School District","=""0910011""","Grade   5",4.3,"*","*","*",4.5
"New Fairfield School District","=""0910011""","Grade   6",6.4,6.0,4.9,3.4,"*"
"New Fairfield School District","=""0910011""","Grade   7",11.6,6.4,4.7,5.4,7.5
"New Fairfield School District","=""0910011""","Grade   8",8.5,9.0,4.4,4.6,4.1
"New Fairfield School District","=""0910011""","Grade   9",10.7,5.6,6.1,"*","*"
"New Fairfield School District","=""0910011""","Grade 10",15.0,9.8,5.7,2.5,3.2
"New Fairfield School District","=""0910011""","Grade 11",11.7,10.2,5.3,2.5,"*"
"New Fairfield School District","=""0910011""","Grade 12",7.0,4.9,7.5,3.1,3.7
"New Hartford School District","=""0920011""","Kindergarten",8.0,"*","*","*","*"
"New Hartford School District","=""0920011""","Grade   1","*","*",0.0,"*","*"
"New Hartford School District","=""0920011""","Grade   2","*","*",7.8,"*",0.0
"New Hartford School District","=""0920011""","Grade   3","*","*","*","*","*"
"New Hartford School District","=""0920011""","Grade   4",6.7,"*","*","*","*"
"New Hartford School District","=""0920011""","Grade   5","*",6.5,"*","*","*"
"New Hartford School District","=""0920011""","Grade   6",6.6,"*",7.7,"*","*"
"New Haven School District","=""0930011""","Kindergarten",20.3,12.7,24.9,29.4,20.3
"New Haven School District","=""0930011""","Grade   1",15.6,10.3,19.9,21.9,16.0
"New Haven School District","=""0930011""","Grade   2",12.7,10.5,16.8,20.1,15.8
"New Haven School District","=""0930011""","Grade   3",12.6,8.6,18.2,19.1,12.5
"New Haven School District","=""0930011""","Grade   4",11.7,7.8,17.0,19.6,13.4
"New Haven School District","=""0930011""","Grade   5",12.9,7.2,18.9,17.0,13.2
"New Haven School District","=""0930011""","Grade   6",13.6,11.7,17.6,19.7,14.9
"New Haven School District","=""0930011""","Grade   7",16.4,13.8,21.8,20.8,16.1
"New Haven School District","=""0930011""","Grade   8",17.3,14.0,23.0,21.2,16.1
"New Haven School District","=""0930011""","Grade   9",33.6,28.3,31.5,34.9,29.2
"New Haven School District","=""0930011""","Grade 10",33.7,32.1,36.2,33.7,31.9
"New Haven School District","=""0930011""","Grade 11",32.3,26.7,36.4,39.0,28.5
"New Haven School District","=""0930011""","Grade 12",36.5,32.6,46.6,42.3,35.6
"New London School District","=""0950011""","Kindergarten",38.2,28.3,32.1,20.0,17.7
"New London School District","=""0950011""","Grade   1",29.6,24.2,24.1,23.1,16.0
"New London School District","=""0950011""","Grade   2",23.0,21.0,18.2,17.8,17.1
"New London School District","=""0950011""","Grade   3",23.2,14.8,24.0,17.8,13.8
"New London School District","=""0950011""","Grade   4",23.5,13.6,16.6,19.1,17.8
"New London School District","=""0950011""","Grade   5",21.8,18.8,15.0,14.9,21.4
"New London School District","=""0950011""","Grade   6",18.2,13.5,16.6,20.5,12.9
"New London School District","=""0950011""","Grade   7",22.4,13.6,15.3,12.5,15.5
"New London School District","=""0950011""","Grade   8",27.7,17.0,16.5,14.2,17.3
"New London School District","=""0950011""","Grade   9",31.9,25.1,31.8,18.1,22.4
"New London School District","=""0950011""","Grade 10",21.6,26.4,21.8,15.7,18.1
"New London School District","=""0950011""","Grade 11",30.3,15.0,26.1,15.5,13.4
"New London School District","=""0950011""","Grade 12",22.4,20.6,26.3,18.2,23.0
"New Milford School District","=""0960011""","Kindergarten",11.6,8.9,8.3,3.7,6.1
"New Milford School District","=""0960011""","Grade   1",7.2,5.8,3.4,5.9,5.6
"New Milford School District","=""0960011""","Grade   2",4.5,3.2,5.2,3.9,5.7
"New Milford School District","=""0960011""","Grade   3",8.1,3.0,3.5,5.8,3.5
"New Milford School District","=""0960011""","Grade   4",3.5,7.2,2.9,3.3,4.8
"New Milford School District","=""0960011""","Grade   5",5.2,4.7,4.4,2.3,"*"
"New Milford School District","=""0960011""","Grade   6",7.5,8.5,7.3,4.4,4.1
"New Milford School District","=""0960011""","Grade   7",8.3,9.0,7.2,3.8,4.1
"New Milford School District","=""0960011""","Grade   8",9.7,10.6,7.9,8.5,5.0
"New Milford School District","=""0960011""","Grade   9",14.1,12.3,14.2,11.9,6.4
"New Milford School District","=""0960011""","Grade 10",16.7,10.6,13.4,8.3,8.9
"New Milford School District","=""0960011""","Grade 11",13.8,14.8,12.2,7.2,7.3
"New Milford School District","=""0960011""","Grade 12",23.0,22.7,22.8,12.8,9.7
"Newington School District","=""0940011""","Kindergarten",4.5,"*",4.2,6.0,2.7
"Newington School District","=""0940011""","Grade   1",3.3,"*",2.7,6.2,"*"
"Newington School District","=""0940011""","Grade   2",3.2,"*",2.6,2.6,2.8
"Newington School District","=""0940011""","Grade   3",2.8,"*",2.5,2.6,4.1
"Newington School District","=""0940011""","Grade   4",3.8,"*",3.4,"*","*"
"Newington School District","=""0940011""","Grade   5",4.1,2.5,2.5,1.9,"*"
"Newington School District","=""0940011""","Grade   6",5.0,2.2,3.7,"*",3.1
"Newington School District","=""0940011""","Grade   7",5.9,3.7,3.7,1.8,1.8
"Newington School District","=""0940011""","Grade   8",4.3,4.6,5.2,4.9,2.5
"Newington School District","=""0940011""","Grade   9",8.0,7.9,10.4,10.6,7.4
"Newington School District","=""0940011""","Grade 10",3.9,6.3,14.1,12.0,8.0
"Newington School District","=""0940011""","Grade 11",6.1,3.8,16.0,9.8,12.8
"Newington School District","=""0940011""","Grade 12",6.5,9.2,17.7,20.7,14.7
"Newtown School District","=""0970011""","Kindergarten",3.7,5.5,3.7,3.4,4.5
"Newtown School District","=""0970011""","Grade   1",3.6,5.2,5.2,"*","*"
"Newtown School District","=""0970011""","Grade   2",3.3,5.6,5.2,2.5,3.5
"Newtown School District","=""0970011""","Grade   3",1.6,5.3,4.2,3.0,2.4
"Newtown School District","=""0970011""","Grade   4",2.5,2.2,4.5,2.4,3.7
"Newtown School District","=""0970011""","Grade   5",2.2,5.0,3.7,3.5,3.2
"Newtown School District","=""0970011""","Grade   6",3.1,4.8,3.8,"*",3.1
"Newtown School District","=""0970011""","Grade   7",4.7,8.1,8.0,6.0,3.3
"Newtown School District","=""0970011""","Grade   8",3.7,9.1,6.4,7.0,7.9
"Newtown School District","=""0970011""","Grade   9",2.4,2.3,1.7,2.1,2.7
"Newtown School District","=""0970011""","Grade 10",1.6,3.7,2.3,4.5,3.8
"Newtown School District","=""0970011""","Grade 11",1.5,2.6,3.1,5.5,5.9
"Newtown School District","=""0970011""","Grade 12",2.1,5.4,5.3,4.1,9.6
"Norfolk School District","=""0980011""","Kindergarten","*","*","*","*","*"
"Norfolk School District","=""0980011""","Grade   1","*","*","*","*","*"
"Norfolk School District","=""0980011""","Grade   2","*","*","*","*","*"
"Norfolk School District","=""0980011""","Grade   3","*","*","*","*","*"
"Norfolk School District","=""0980011""","Grade   4","*","*",0.0,"*","*"
"Norfolk School District","=""0980011""","Grade   5","*","*","*",0.0,"*"
"Norfolk School District","=""0980011""","Grade   6","*","*","*","*","*"
"North Branford School District","=""0990011""","Kindergarten",8.5,5.5,5.8,"*","*"
"North Branford School District","=""0990011""","Grade   1",4.7,4.6,"*","*","*"
"North Branford School District","=""0990011""","Grade   2","*","*","*","*","*"
"North Branford School District","=""0990011""","Grade   3","*","*","*","*",5.0
"North Branford School District","=""0990011""","Grade   4","*",3.9,"*","*","*"
"North Branford School District","=""0990011""","Grade   5","*","*","*","*",4.8
"North Branford School District","=""0990011""","Grade   6",4.7,4.5,5.5,"*","*"
"North Branford School District","=""0990011""","Grade   7",5.3,8.0,5.6,4.9,3.8
"North Branford School District","=""0990011""","Grade   8",6.3,6.8,4.8,8.1,4.3
"North Branford School District","=""0990011""","Grade   9",21.8,24.3,13.7,4.6,9.1
"North Branford School District","=""0990011""","Grade 10",33.8,21.1,7.1,8.0,7.4
"North Branford School District","=""0990011""","Grade 11",45.6,41.2,5.9,4.3,9.6
"North Branford School District","=""0990011""","Grade 12",64.3,57.9,7.4,"*",10.6
"North Canaan School District","=""1000011""","Kindergarten",21.2,11.9,"*","*","*"
"North Canaan School District","=""1000011""","Grade   1",0.0,"*","*",0.0,"*"
"North Canaan School District","=""1000011""","Grade   2","*","*","*",0.0,"*"
"North Canaan School District","=""1000011""","Grade   3","*","*","*","*","*"
"North Canaan School District","=""1000011""","Grade   4",25.0,"*","*","*","*"
"North Canaan School District","=""1000011""","Grade   5",18.9,23.1,"*","*",0.0
"North Canaan School District","=""1000011""","Grade   6","*",15.4,"*","*","*"
"North Canaan School District","=""1000011""","Grade   7","*",25.8,"*","*","*"
"North Canaan School District","=""1000011""","Grade   8","*",20.0,"*","*","*"
"North Haven School District","=""1010011""","Kindergarten",4.4,8.0,7.1,5.3,"*"
"North Haven School District","=""1010011""","Grade   1",4.6,5.4,6.7,4.2,4.2
"North Haven School District","=""1010011""","Grade   2",3.0,5.9,5.0,2.2,"*"
"North Haven School District","=""1010011""","Grade   3","*",4.2,2.5,"*","*"
"North Haven School District","=""1010011""","Grade   4",2.8,4.9,4.1,5.6,"*"
"North Haven School District","=""1010011""","Grade   5",3.4,5.4,4.9,4.1,5.2
"North Haven School District","=""1010011""","Grade   6",5.1,4.0,9.8,5.8,4.4
"North Haven School District","=""1010011""","Grade   7",6.0,8.6,5.4,12.6,8.8
"North Haven School District","=""1010011""","Grade   8",9.4,9.8,7.0,11.1,11.2
"North Haven School District","=""1010011""","Grade   9",9.7,11.3,11.7,30.0,2.4
"North Haven School District","=""1010011""","Grade 10",13.1,17.3,11.2,68.7,4.0
"North Haven School District","=""1010011""","Grade 11",12.5,16.5,15.7,26.3,"*"
"North Haven School District","=""1010011""","Grade 12",16.8,22.4,19.4,40.3,2.9
"North Stonington School District","=""1020011""","Kindergarten","*","*",0.0,0.0,"*"
"North Stonington School District","=""1020011""","Grade   1","*","*",0.0,0.0,"*"
"North Stonington School District","=""1020011""","Grade   2","*",9.8,0.0,0.0,"*"
"North Stonington School District","=""1020011""","Grade   3","*",0.0,0.0,0.0,"*"
"North Stonington School District","=""1020011""","Grade   4","*","*",0.0,0.0,"*"
"North Stonington School District","=""1020011""","Grade   5","*","*",0.0,0.0,"*"
"North Stonington School District","=""1020011""","Grade   6","*",13.7,"*","*",0.0
"North Stonington School District","=""1020011""","Grade   7",12.3,"*","*",0.0,"*"
"North Stonington School District","=""1020011""","Grade   8",14.0,16.9,"*","*","*"
"North Stonington School District","=""1020011""","Grade   9","*",18.5,9.1,"*",0.0
"North Stonington School District","=""1020011""","Grade 10",14.3,"*","*","*","*"
"North Stonington School District","=""1020011""","Grade 11",18.0,20.4,16.3,"*","*"
"North Stonington School District","=""1020011""","Grade 12",27.5,32.0,32.8,"*",13.3
"Norwalk School District","=""1030011""","Kindergarten",9.0,12.1,11.2,10.7,10.6
"Norwalk School District","=""1030011""","Grade   1",5.3,7.7,6.5,6.6,6.9
"Norwalk School District","=""1030011""","Grade   2",4.0,5.6,6.1,8.1,4.6
"Norwalk School District","=""1030011""","Grade   3",5.0,4.3,3.9,6.6,5.7
"Norwalk School District","=""1030011""","Grade   4",4.0,5.4,4.1,5.3,5.0
"Norwalk School District","=""1030011""","Grade   5",5.4,5.4,4.0,4.9,3.8
"Norwalk School District","=""1030011""","Grade   6",7.6,9.0,9.8,5.7,4.5
"Norwalk School District","=""1030011""","Grade   7",16.4,11.4,13.7,8.6,7.2
"Norwalk School District","=""1030011""","Grade   8",18.3,21.9,17.1,13.8,11.6
"Norwalk School District","=""1030011""","Grade   9",18.2,18.0,13.0,7.0,12.7
"Norwalk School District","=""1030011""","Grade 10",17.8,15.2,12.8,9.2,12.7
"Norwalk School District","=""1030011""","Grade 11",17.4,17.1,15.5,11.3,19.2
"Norwalk School District","=""1030011""","Grade 12",25.6,19.9,25.9,11.1,30.7
"Norwich Free Academy District","=""9010022""","Grade   9",9.1,7.5,10.4,10.5,5.5
"Norwich Free Academy District","=""9010022""","Grade 10",11.9,12.8,15.8,13.2,11.1
"Norwich Free Academy District","=""9010022""","Grade 11",8.1,12.9,32.1,17.8,11.8
"Norwich Free Academy District","=""9010022""","Grade 12",13.3,12.4,65.2,19.6,15.4
"Norwich School District","=""1040011""","Kindergarten",23.4,17.9,19.6,17.6,13.4
"Norwich School District","=""1040011""","Grade   1",14.2,14.8,13.5,12.2,9.4
"Norwich School District","=""1040011""","Grade   2",10.4,11.7,13.7,11.2,7.7
"Norwich School District","=""1040011""","Grade   3",8.0,11.0,9.5,7.6,5.4
"Norwich School District","=""1040011""","Grade   4",8.9,9.2,10.6,8.8,6.5
"Norwich School District","=""1040011""","Grade   5",9.3,11.5,11.6,9.4,6.5
"Norwich School District","=""1040011""","Grade   6",10.6,12.0,13.0,11.4,8.8
"Norwich School District","=""1040011""","Grade   7",13.0,11.6,16.4,15.2,11.3
"Norwich School District","=""1040011""","Grade   8",15.6,13.2,17.4,15.8,9.4
"Norwich School District","=""1040011""","Grade   9",78.8,"*","*","*","*"
"Norwich School District","=""1040011""","Grade 10",52.9,"*",63.6,66.7,"*"
"Norwich School District","=""1040011""","Grade 11",63.8,36.4,"*","*","*"
"Norwich School District","=""1040011""","Grade 12",23.5,46.0,34.0,65.8,52.9
"Odyssey Community School District","=""2630013""","Kindergarten",18.4,"*",23.5,"*",0.0
"Odyssey Community School District","=""2630013""","Grade   1","*",21.1,"*","*",0.0
"Odyssey Community School District","=""2630013""","Grade   2","*",20.0,"*","*","*"
"Odyssey Community School District","=""2630013""","Grade   3",0.0,"*","*","*","*"
"Odyssey Community School District","=""2630013""","Grade   4","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Grade   5","*","*","*","*",0.0
"Odyssey Community School District","=""2630013""","Grade   6","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Grade   7",15.8,"*","*","*","*"
"Odyssey Community School District","=""2630013""","Grade   8","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Kindergarten","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Grade   1","*","*","*","*",0.0
"Old Saybrook School District","=""1060011""","Grade   2",7.0,"*","*",0.0,"*"
"Old Saybrook School District","=""1060011""","Grade   3","*",7.7,"*","*",7.9
"Old Saybrook School District","=""1060011""","Grade   4","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Grade   5","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Grade   6",8.3,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Grade   7",8.8,10.7,"*","*","*"
"Old Saybrook School District","=""1060011""","Grade   8",6.8,"*",6.6,"*",4.9
"Old Saybrook School District","=""1060011""","Grade   9",27.3,26.9,10.3,21.4,7.6
"Old Saybrook School District","=""1060011""","Grade 10",30.5,28.2,11.5,28.7,8.0
"Old Saybrook School District","=""1060011""","Grade 11",34.1,36.4,6.3,30.5,8.2
"Old Saybrook School District","=""1060011""","Grade 12",47.2,53.3,12.8,37.0,24.1
"Orange School District","=""1070011""","Kindergarten",8.9,9.0,7.3,4.3,"*"
"Orange School District","=""1070011""","Grade   1","*","*",7.9,4.7,3.9
"Orange School District","=""1070011""","Grade   2",3.2,"*",4.9,"*",4.3
"Orange School District","=""1070011""","Grade   3",3.3,"*","*","*","*"
"Orange School District","=""1070011""","Grade   4",4.2,3.4,"*",4.7,"*"
"Orange School District","=""1070011""","Grade   5","*",7.3,5.5,3.0,"*"
"Orange School District","=""1070011""","Grade   6",3.7,5.2,6.1,"*",3.2
"Oxford School District","=""1080011""","Kindergarten",4.5,"*","*","*","*"
"Oxford School District","=""1080011""","Grade   1",3.4,4.9,4.0,"*","*"
"Oxford School District","=""1080011""","Grade   2","*",3.5,"*","*","*"
"Oxford School District","=""1080011""","Grade   3","*",4.1,3.6,"*","*"
"Oxford School District","=""1080011""","Grade   4","*",3.6,"*","*","*"
"Oxford School District","=""1080011""","Grade   5",7.1,5.8,4.2,"*","*"
"Oxford School District","=""1080011""","Grade   6",5.3,6.1,8.3,3.7,6.2
"Oxford School District","=""1080011""","Grade   7",6.4,7.9,5.4,9.2,6.8
"Oxford School District","=""1080011""","Grade   8",6.9,9.1,5.0,6.7,10.5
"Oxford School District","=""1080011""","Grade   9",7.6,7.4,4.1,11.7,5.8
"Oxford School District","=""1080011""","Grade 10",5.1,12.4,8.5,10.5,11.3
"Oxford School District","=""1080011""","Grade 11",10.5,16.3,13.6,14.5,13.5
"Oxford School District","=""1080011""","Grade 12",17.4,22.2,37.0,26.4,21.7
"Park City Prep Charter School District","=""2830013""","Grade   5","N/A","N/A","N/A","*","*"
"Park City Prep Charter School District","=""2830013""","Grade   6","*","*","*",6.7,6.6
"Park City Prep Charter School District","=""2830013""","Grade   7",7.4,"*",7.2,7.5,8.6
"Park City Prep Charter School District","=""2830013""","Grade   8",15.4,"*",8.0,13.2,"*"
"Path Academy District","=""2930013""","Grade   9","N/A","N/A","N/A",76.6,100.0
"Path Academy District","=""2930013""","Grade 10","N/A","N/A","N/A",88.6,100.0
"Path Academy District","=""2930013""","Grade 11","N/A","N/A","N/A","*",100.0
"Path Academy District","=""2930013""","Grade 12","N/A","N/A","N/A","*","*"
"Plainfield School District","=""1090011""","Kindergarten",9.3,16.0,8.9,10.3,17.1
"Plainfield School District","=""1090011""","Grade   1",7.5,10.5,10.8,3.5,7.1
"Plainfield School District","=""1090011""","Grade   2",7.0,7.6,6.9,8.4,5.8
"Plainfield School District","=""1090011""","Grade   3",6.8,11.0,6.1,4.8,7.0
"Plainfield School District","=""1090011""","Grade   4",7.7,5.4,9.0,5.6,3.6
"Plainfield School District","=""1090011""","Grade   5",7.4,5.1,6.9,5.3,4.9
"Plainfield School District","=""1090011""","Grade   6",9.9,10.1,7.6,5.9,5.0
"Plainfield School District","=""1090011""","Grade   7",7.1,10.1,14.2,6.8,7.7
"Plainfield School District","=""1090011""","Grade   8",10.8,11.9,14.6,7.2,8.5
"Plainfield School District","=""1090011""","Grade   9",18.8,20.1,14.2,16.6,23.5
"Plainfield School District","=""1090011""","Grade 10",21.4,13.5,17.8,13.2,22.0
"Plainfield School District","=""1090011""","Grade 11",21.8,18.9,20.0,17.3,18.1
"Plainfield School District","=""1090011""","Grade 12",21.6,18.5,25.3,21.2,25.0
"Plainville School District","=""1100011""","Kindergarten",13.5,5.3,4.0,5.8,8.9
"Plainville School District","=""1100011""","Grade   1",6.2,7.9,"*","*",4.6
"Plainville School District","=""1100011""","Grade   2",3.3,6.1,5.4,4.2,5.7
"Plainville School District","=""1100011""","Grade   3",5.3,4.9,"*",8.8,"*"
"Plainville School District","=""1100011""","Grade   4","*","*",7.1,7.1,5.8
"Plainville School District","=""1100011""","Grade   5",3.4,"*","*",6.8,4.1
"Plainville School District","=""1100011""","Grade   6",7.1,8.3,4.7,9.9,8.4
"Plainville School District","=""1100011""","Grade   7",3.6,9.6,8.0,7.5,7.6
"Plainville School District","=""1100011""","Grade   8",5.8,4.2,10.4,15.3,8.0
"Plainville School District","=""1100011""","Grade   9",15.9,15.0,10.9,8.9,12.2
"Plainville School District","=""1100011""","Grade 10",16.9,20.8,8.0,7.3,15.5
"Plainville School District","=""1100011""","Grade 11",21.4,21.0,13.4,8.3,9.7
"Plainville School District","=""1100011""","Grade 12",27.9,33.3,20.9,10.3,11.3
"Plymouth School District","=""1110011""","Kindergarten",11.6,11.1,9.1,10.3,"*"
"Plymouth School District","=""1110011""","Grade   1","*",10.8,9.2,5.1,"*"
"Plymouth School District","=""1110011""","Grade   2",6.7,9.6,9.7,8.3,"*"
"Plymouth School District","=""1110011""","Grade   3",8.2,7.4,13.9,9.8,10.0
"Plymouth School District","=""1110011""","Grade   4",16.2,10.5,9.0,10.7,10.3
"Plymouth School District","=""1110011""","Grade   5",7.1,13.8,12.1,8.9,"*"
"Plymouth School District","=""1110011""","Grade   6",5.6,"*",13.9,9.5,6.3
"Plymouth School District","=""1110011""","Grade   7",7.1,8.1,8.7,10.4,6.0
"Plymouth School District","=""1110011""","Grade   8",10.2,9.2,4.9,9.8,7.1
"Plymouth School District","=""1110011""","Grade   9",7.1,11.5,7.6,13.2,15.6
"Plymouth School District","=""1110011""","Grade 10",6.8,6.4,9.1,19.4,17.2
"Plymouth School District","=""1110011""","Grade 11",12.9,9.4,8.2,21.3,22.5
"Plymouth School District","=""1110011""","Grade 12",8.9,13.5,13.3,24.8,29.4
"Pomfret School District","=""1120011""","Kindergarten","*","*","*","*","*"
"Pomfret School District","=""1120011""","Grade   1","*","*","*","*",0.0
"Pomfret School District","=""1120011""","Grade   2","*",0.0,0.0,"*","*"
"Pomfret School District","=""1120011""","Grade   3","*","*",0.0,0.0,"*"
"Pomfret School District","=""1120011""","Grade   4","*","*","*","*",0.0
"Pomfret School District","=""1120011""","Grade   5","*","*",0.0,0.0,"*"
"Pomfret School District","=""1120011""","Grade   6","*","*","*","*",0.0
"Pomfret School District","=""1120011""","Grade   7","*","*","*","*",0.0
"Pomfret School District","=""1120011""","Grade   8",0.0,"*",0.0,"*","*"
"Pomfret School District","=""1120011""","Grade   9","*","N/A","N/A","N/A","N/A"
"Pomfret School District","=""1120011""","Grade 10","*","*","N/A","N/A","N/A"
"Pomfret School District","=""1120011""","Grade 11","N/A","N/A","*","N/A","N/A"
"Pomfret School District","=""1120011""","Grade 12","*","*","N/A","*","*"
"Portland School District","=""1130011""","Kindergarten","*","*","*",9.7,"*"
"Portland School District","=""1130011""","Grade   1",0.0,"*","*","*",8.1
"Portland School District","=""1130011""","Grade   2","*",0.0,"*","*","*"
"Portland School District","=""1130011""","Grade   3","*","*","*","*","*"
"Portland School District","=""1130011""","Grade   4","*","*","*","*","*"
"Portland School District","=""1130011""","Grade   5","*",5.1,"*","*","*"
"Portland School District","=""1130011""","Grade   6",5.0,4.7,7.8,6.5,5.6
"Portland School District","=""1130011""","Grade   7","*",7.0,4.6,"*","*"
"Portland School District","=""1130011""","Grade   8",6.9,12.4,9.7,12.1,7.3
"Portland School District","=""1130011""","Grade   9",11.0,"*",8.4,9.6,6.5
"Portland School District","=""1130011""","Grade 10","*",13.7,7.8,11.7,14.0
"Portland School District","=""1130011""","Grade 11",10.2,6.4,11.7,10.0,11.3
"Portland School District","=""1130011""","Grade 12",9.4,10.5,"*",15.2,12.6
"Preston School District","=""1140011""","Kindergarten","*",11.5,"*",16.7,"*"
"Preston School District","=""1140011""","Grade   1",0.0,"*","*","*","*"
"Preston School District","=""1140011""","Grade   2",0.0,"*",0.0,16.0,0.0
"Preston School District","=""1140011""","Grade   3",0.0,"*","*","*","*"
"Preston School District","=""1140011""","Grade   4",0.0,"*",0.0,"*","*"
"Preston School District","=""1140011""","Grade   5",0.0,12.5,"*",0.0,"*"
"Preston School District","=""1140011""","Grade   6",0.0,"*",0.0,"*","*"
