"Chronic Absenteeism, 2013-14"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"Shelton School District","=""1260011""","Grade   5",3.6
"Shelton School District","=""1260011""","Grade   6",5.3
"Shelton School District","=""1260011""","Grade   7",9.6
"Shelton School District","=""1260011""","Grade   8",10.7
"Shelton School District","=""1260011""","Grade   9",18.5
"Shelton School District","=""1260011""","Grade 10",20.4
"Shelton School District","=""1260011""","Grade 11",20.6
"Shelton School District","=""1260011""","Grade 12",34.8
"Sherman School District","=""1270011""","Kindergarten",23.1
"Sherman School District","=""1270011""","Grade   1","*"
"Sherman School District","=""1270011""","Grade   2","*"
"Sherman School District","=""1270011""","Grade   3","*"
"Sherman School District","=""1270011""","Grade   4","*"
"Sherman School District","=""1270011""","Grade   5",0.0
"Sherman School District","=""1270011""","Grade   6","*"
"Sherman School District","=""1270011""","Grade   7","*"
"Sherman School District","=""1270011""","Grade   8","*"
"Sherman School District","=""1270011""","Grade   9","*"
"Side By Side Charter School District","=""2700013""","Kindergarten","*"
"Side By Side Charter School District","=""2700013""","Grade   1","*"
"Side By Side Charter School District","=""2700013""","Grade   2","*"
"Side By Side Charter School District","=""2700013""","Grade   3","*"
"Side By Side Charter School District","=""2700013""","Grade   4","*"
"Side By Side Charter School District","=""2700013""","Grade   5",0.0
"Side By Side Charter School District","=""2700013""","Grade   6","*"
"Side By Side Charter School District","=""2700013""","Grade   7",0.0
"Side By Side Charter School District","=""2700013""","Grade   8","*"
"Simsbury School District","=""1280011""","Kindergarten",5.7
"Simsbury School District","=""1280011""","Grade   1",4.3
"Simsbury School District","=""1280011""","Grade   2",3.6
"Simsbury School District","=""1280011""","Grade   3",3.5
"Simsbury School District","=""1280011""","Grade   4",4.2
"Simsbury School District","=""1280011""","Grade   5",7.3
"Simsbury School District","=""1280011""","Grade   6",4.8
"Simsbury School District","=""1280011""","Grade   7",5.1
"Simsbury School District","=""1280011""","Grade   8",5.1
"Simsbury School District","=""1280011""","Grade   9",6.2
"Simsbury School District","=""1280011""","Grade 10",7.8
"Simsbury School District","=""1280011""","Grade 11",7.9
"Simsbury School District","=""1280011""","Grade 12",11.6
"Somers School District","=""1290011""","Kindergarten","*"
"Somers School District","=""1290011""","Grade   1","*"
"Somers School District","=""1290011""","Grade   2","*"
"Somers School District","=""1290011""","Grade   3","*"
"Somers School District","=""1290011""","Grade   4",5.1
"Somers School District","=""1290011""","Grade   5","*"
"Somers School District","=""1290011""","Grade   6",15.2
"Somers School District","=""1290011""","Grade   7",12.3
"Somers School District","=""1290011""","Grade   8",18.3
"Somers School District","=""1290011""","Grade   9",9.8
"Somers School District","=""1290011""","Grade 10",13.7
"Somers School District","=""1290011""","Grade 11",13.8
"Somers School District","=""1290011""","Grade 12",22.9
"South Windsor School District","=""1320011""","Kindergarten",7.1
"South Windsor School District","=""1320011""","Grade   1",3.7
"South Windsor School District","=""1320011""","Grade   2",4.9
"South Windsor School District","=""1320011""","Grade   3",4.5
"South Windsor School District","=""1320011""","Grade   4",4.4
"South Windsor School District","=""1320011""","Grade   5","*"
"South Windsor School District","=""1320011""","Grade   6",4.3
"South Windsor School District","=""1320011""","Grade   7",3.8
"South Windsor School District","=""1320011""","Grade   8",5.7
"South Windsor School District","=""1320011""","Grade   9","*"
"South Windsor School District","=""1320011""","Grade 10",2.1
"South Windsor School District","=""1320011""","Grade 11",2.6
"South Windsor School District","=""1320011""","Grade 12","*"
"Southington School District","=""1310011""","Kindergarten",6.1
"Southington School District","=""1310011""","Grade   1",4.9
"Southington School District","=""1310011""","Grade   2",3.2
"Southington School District","=""1310011""","Grade   3",3.4
"Southington School District","=""1310011""","Grade   4",3.7
"Southington School District","=""1310011""","Grade   5",3.3
"Southington School District","=""1310011""","Grade   6",6.6
"Southington School District","=""1310011""","Grade   7",7.6
"Southington School District","=""1310011""","Grade   8",8.1
"Southington School District","=""1310011""","Grade   9",8.2
"Southington School District","=""1310011""","Grade 10",8.3
"Southington School District","=""1310011""","Grade 11",8.4
"Southington School District","=""1310011""","Grade 12",13.8
"Sprague School District","=""1330011""","Kindergarten",0.0
"Sprague School District","=""1330011""","Grade   1","*"
"Sprague School District","=""1330011""","Grade   2","*"
"Sprague School District","=""1330011""","Grade   3","*"
"Sprague School District","=""1330011""","Grade   4","*"
"Sprague School District","=""1330011""","Grade   5","*"
"Sprague School District","=""1330011""","Grade   6","*"
"Sprague School District","=""1330011""","Grade   7",15.2
"Sprague School District","=""1330011""","Grade   8",25.7
"Sprague School District","=""1330011""","Grade 10","*"
"Sprague School District","=""1330011""","Grade 12","*"
"Stafford School District","=""1340011""","Kindergarten","*"
"Stafford School District","=""1340011""","Grade   1",10.9
"Stafford School District","=""1340011""","Grade   2",4.3
"Stafford School District","=""1340011""","Grade   3","*"
"Stafford School District","=""1340011""","Grade   4","*"
"Stafford School District","=""1340011""","Grade   5","*"
"Stafford School District","=""1340011""","Grade   6",4.6
"Stafford School District","=""1340011""","Grade   7","*"
"Stafford School District","=""1340011""","Grade   8",6.7
"Stafford School District","=""1340011""","Grade   9",15.1
"Stafford School District","=""1340011""","Grade 10",10.0
"Stafford School District","=""1340011""","Grade 11",17.0
"Stafford School District","=""1340011""","Grade 12",14.2
"Stamford Academy District","=""2820013""","Grade   9","*"
"Stamford Academy District","=""2820013""","Grade 10","*"
"Stamford Academy District","=""2820013""","Grade 11","*"
"Stamford Academy District","=""2820013""","Grade 12",0.0
"Stamford School District","=""1350011""","Kindergarten",11.2
"Stamford School District","=""1350011""","Grade   1",8.1
"Stamford School District","=""1350011""","Grade   2",7.1
"Stamford School District","=""1350011""","Grade   3",6.2
"Stamford School District","=""1350011""","Grade   4",5.9
"Stamford School District","=""1350011""","Grade   5",6.3
"Stamford School District","=""1350011""","Grade   6",6.8
"Stamford School District","=""1350011""","Grade   7",8.4
"Stamford School District","=""1350011""","Grade   8",10.0
"Stamford School District","=""1350011""","Grade   9",11.8
"Stamford School District","=""1350011""","Grade 10",14.8
"Stamford School District","=""1350011""","Grade 11",14.1
"Stamford School District","=""1350011""","Grade 12",19.6
"State Level","=""0000000""","Kindergarten",11.8
"State Level","=""0000000""","Grade   1",8.7
"State Level","=""0000000""","Grade   2",7.2
"State Level","=""0000000""","Grade   3",6.8
"State Level","=""0000000""","Grade   4",6.6
"State Level","=""0000000""","Grade   5",6.8
"State Level","=""0000000""","Grade   6",8.0
"State Level","=""0000000""","Grade   7",9.8
"State Level","=""0000000""","Grade   8",11.3
"State Level","=""0000000""","Grade   9",14.2
"State Level","=""0000000""","Grade 10",13.7
"State Level","=""0000000""","Grade 11",14.8
"State Level","=""0000000""","Grade 12",19.5
"Sterling School District","=""1360011""","Kindergarten","*"
"Sterling School District","=""1360011""","Grade   1",0.0
"Sterling School District","=""1360011""","Grade   2","*"
"Sterling School District","=""1360011""","Grade   3",11.3
"Sterling School District","=""1360011""","Grade   4","*"
"Sterling School District","=""1360011""","Grade   5","*"
"Sterling School District","=""1360011""","Grade   6","*"
"Sterling School District","=""1360011""","Grade   7","*"
"Sterling School District","=""1360011""","Grade   8","*"
"Sterling School District","=""1360011""","Grade 10","*"
"Sterling School District","=""1360011""","Grade 12","*"
"Stonington School District","=""1370011""","Kindergarten",13.5
"Stonington School District","=""1370011""","Grade   1",7.6
"Stonington School District","=""1370011""","Grade   2",6.0
"Stonington School District","=""1370011""","Grade   3",6.1
"Stonington School District","=""1370011""","Grade   4",10.5
"Stonington School District","=""1370011""","Grade   5",11.0
"Stonington School District","=""1370011""","Grade   6",14.8
"Stonington School District","=""1370011""","Grade   7",16.1
"Stonington School District","=""1370011""","Grade   8",20.7
"Stonington School District","=""1370011""","Grade   9",3.0
"Stonington School District","=""1370011""","Grade 10","*"
"Stonington School District","=""1370011""","Grade 11","*"
"Stonington School District","=""1370011""","Grade 12","*"
"Stratford School District","=""1380011""","Kindergarten",8.5
"Stratford School District","=""1380011""","Grade   1",8.1
"Stratford School District","=""1380011""","Grade   2",7.1
"Stratford School District","=""1380011""","Grade   3",6.5
"Stratford School District","=""1380011""","Grade   4",5.1
"Stratford School District","=""1380011""","Grade   5",6.0
"Stratford School District","=""1380011""","Grade   6",10.0
"Stratford School District","=""1380011""","Grade   7",10.0
"Stratford School District","=""1380011""","Grade   8",12.6
"Stratford School District","=""1380011""","Grade   9",16.6
"Stratford School District","=""1380011""","Grade 10",17.6
"Stratford School District","=""1380011""","Grade 11",14.9
"Stratford School District","=""1380011""","Grade 12",21.0
"Suffield School District","=""1390011""","Kindergarten",18.8
"Suffield School District","=""1390011""","Grade   1",14.2
"Suffield School District","=""1390011""","Grade   2",17.0
"Suffield School District","=""1390011""","Grade   3",8.7
"Suffield School District","=""1390011""","Grade   4",7.6
"Suffield School District","=""1390011""","Grade   5",8.4
"Suffield School District","=""1390011""","Grade   6",4.3
"Suffield School District","=""1390011""","Grade   7",6.5
"Suffield School District","=""1390011""","Grade   8",4.9
"Suffield School District","=""1390011""","Grade   9","*"
"Suffield School District","=""1390011""","Grade 10","*"
"Suffield School District","=""1390011""","Grade 11","*"
"Suffield School District","=""1390011""","Grade 12","*"
"The Bridge Academy District","=""2690013""","Grade   7","*"
"The Bridge Academy District","=""2690013""","Grade   8","*"
"The Bridge Academy District","=""2690013""","Grade   9","*"
"The Bridge Academy District","=""2690013""","Grade 10","*"
"The Bridge Academy District","=""2690013""","Grade 11",23.7
"The Bridge Academy District","=""2690013""","Grade 12",0.0
"The Gilbert School District","=""9020022""","Grade   7",8.2
"The Gilbert School District","=""9020022""","Grade   8",12.0
"The Gilbert School District","=""9020022""","Grade   9",18.7
"The Gilbert School District","=""9020022""","Grade 10",14.9
"The Gilbert School District","=""9020022""","Grade 11",8.8
"The Gilbert School District","=""9020022""","Grade 12",33.8
"Thomaston School District","=""1400011""","Kindergarten","*"
"Thomaston School District","=""1400011""","Grade   1","*"
"Thomaston School District","=""1400011""","Grade   2","*"
"Thomaston School District","=""1400011""","Grade   3","*"
"Thomaston School District","=""1400011""","Grade   4","*"
"Thomaston School District","=""1400011""","Grade   5",6.1
"Thomaston School District","=""1400011""","Grade   6","*"
"Thomaston School District","=""1400011""","Grade   7","*"
"Thomaston School District","=""1400011""","Grade   8","*"
"Thomaston School District","=""1400011""","Grade   9","*"
"Thomaston School District","=""1400011""","Grade 10",10.3
"Thomaston School District","=""1400011""","Grade 11",9.5
"Thomaston School District","=""1400011""","Grade 12","*"
"Thompson School District","=""1410011""","Kindergarten",0.0
"Thompson School District","=""1410011""","Grade   1","*"
"Thompson School District","=""1410011""","Grade   2","*"
"Thompson School District","=""1410011""","Grade   3","*"
"Thompson School District","=""1410011""","Grade   4",7.1
"Thompson School District","=""1410011""","Grade   5","*"
"Thompson School District","=""1410011""","Grade   6","*"
"Thompson School District","=""1410011""","Grade   7","*"
"Thompson School District","=""1410011""","Grade   8","*"
"Thompson School District","=""1410011""","Grade   9",10.7
"Thompson School District","=""1410011""","Grade 10","*"
"Thompson School District","=""1410011""","Grade 11",18.8
"Thompson School District","=""1410011""","Grade 12",14.1
"Tolland School District","=""1420011""","Kindergarten",0.0
"Tolland School District","=""1420011""","Grade   1",0.0
"Tolland School District","=""1420011""","Grade   2",0.0
"Tolland School District","=""1420011""","Grade   3","*"
"Tolland School District","=""1420011""","Grade   4","*"
"Tolland School District","=""1420011""","Grade   5",3.2
"Tolland School District","=""1420011""","Grade   6",2.9
"Tolland School District","=""1420011""","Grade   7","*"
"Tolland School District","=""1420011""","Grade   8",3.0
"Tolland School District","=""1420011""","Grade   9",5.3
"Tolland School District","=""1420011""","Grade 10",4.6
"Tolland School District","=""1420011""","Grade 11",5.3
"Tolland School District","=""1420011""","Grade 12",10.7
"Torrington School District","=""1430011""","Kindergarten",11.5
"Torrington School District","=""1430011""","Grade   1",6.6
"Torrington School District","=""1430011""","Grade   2",6.1
"Torrington School District","=""1430011""","Grade   3",6.7
"Torrington School District","=""1430011""","Grade   4",7.0
"Torrington School District","=""1430011""","Grade   5",9.2
"Torrington School District","=""1430011""","Grade   6",11.1
"Torrington School District","=""1430011""","Grade   7",13.8
"Torrington School District","=""1430011""","Grade   8",15.6
"Torrington School District","=""1430011""","Grade   9",31.0
"Torrington School District","=""1430011""","Grade 10",25.5
"Torrington School District","=""1430011""","Grade 11",24.4
"Torrington School District","=""1430011""","Grade 12",30.3
"Trailblazers Academy District","=""2780013""","Grade   7",0.0
"Trailblazers Academy District","=""2780013""","Grade   8",0.0
"Trumbull School District","=""1440011""","Kindergarten",2.9
"Trumbull School District","=""1440011""","Grade   1","*"
"Trumbull School District","=""1440011""","Grade   2",1.7
"Trumbull School District","=""1440011""","Grade   3",2.5
"Trumbull School District","=""1440011""","Grade   4",2.3
"Trumbull School District","=""1440011""","Grade   5","*"
"Trumbull School District","=""1440011""","Grade   6",3.4
"Trumbull School District","=""1440011""","Grade   7",3.6
"Trumbull School District","=""1440011""","Grade   8",3.6
"Trumbull School District","=""1440011""","Grade   9",3.5
"Trumbull School District","=""1440011""","Grade 10","*"
"Trumbull School District","=""1440011""","Grade 11","*"
"Trumbull School District","=""1440011""","Grade 12","*"
"Unified School District #1","=""3360015""","Grade   8","*"
"Unified School District #1","=""3360015""","Grade   9",9.3
"Unified School District #1","=""3360015""","Grade 10",24.6
"Unified School District #1","=""3360015""","Grade 11",29.6
"Unified School District #1","=""3360015""","Grade 12",27.0
"Unified School District #2","=""3470015""","Grade   4","*"
"Unified School District #2","=""3470015""","Grade   5","*"
"Unified School District #2","=""3470015""","Grade   6","*"
"Unified School District #2","=""3470015""","Grade   7","*"
"Unified School District #2","=""3470015""","Grade   8","*"
"Unified School District #2","=""3470015""","Grade   9","*"
"Unified School District #2","=""3470015""","Grade 10","*"
"Unified School District #2","=""3470015""","Grade 11",0.0
"Unified School District #2","=""3470015""","Grade 12",0.0
"Union School District","=""1450011""","Kindergarten","*"
"Union School District","=""1450011""","Grade   1","*"
"Union School District","=""1450011""","Grade   2","*"
"Union School District","=""1450011""","Grade   3","*"
"Union School District","=""1450011""","Grade   4","*"
"Union School District","=""1450011""","Grade   5","*"
"Union School District","=""1450011""","Grade   6","*"
"Union School District","=""1450011""","Grade   7","*"
"Union School District","=""1450011""","Grade   8","*"
"Vernon School District","=""1460011""","Kindergarten",7.8
"Vernon School District","=""1460011""","Grade   1",6.1
"Vernon School District","=""1460011""","Grade   2",5.7
"Vernon School District","=""1460011""","Grade   3",4.3
"Vernon School District","=""1460011""","Grade   4",2.2
"Vernon School District","=""1460011""","Grade   5",3.9
"Vernon School District","=""1460011""","Grade   6",3.7
"Vernon School District","=""1460011""","Grade   7",3.2
"Vernon School District","=""1460011""","Grade   8",3.8
"Vernon School District","=""1460011""","Grade   9",16.4
"Vernon School District","=""1460011""","Grade 10",9.0
"Vernon School District","=""1460011""","Grade 11",13.4
"Vernon School District","=""1460011""","Grade 12",14.3
"Voluntown School District","=""1470011""","Kindergarten","*"
"Voluntown School District","=""1470011""","Grade   1","*"
"Voluntown School District","=""1470011""","Grade   2","*"
"Voluntown School District","=""1470011""","Grade   3","*"
"Voluntown School District","=""1470011""","Grade   4","*"
"Voluntown School District","=""1470011""","Grade   5","*"
"Voluntown School District","=""1470011""","Grade   6","*"
"Voluntown School District","=""1470011""","Grade   7",16.7
"Voluntown School District","=""1470011""","Grade   8","*"
"Voluntown School District","=""1470011""","Grade   9","*"
"Voluntown School District","=""1470011""","Grade 10","*"
"Voluntown School District","=""1470011""","Grade 11","*"
"Wallingford School District","=""1480011""","Kindergarten",6.0
"Wallingford School District","=""1480011""","Grade   1",4.2
"Wallingford School District","=""1480011""","Grade   2",2.8
"Wallingford School District","=""1480011""","Grade   3",2.9
"Wallingford School District","=""1480011""","Grade   4",3.2
"Wallingford School District","=""1480011""","Grade   5",4.4
"Wallingford School District","=""1480011""","Grade   6",2.7
"Wallingford School District","=""1480011""","Grade   7",4.7
"Wallingford School District","=""1480011""","Grade   8",7.7
"Wallingford School District","=""1480011""","Grade   9",6.8
"Wallingford School District","=""1480011""","Grade 10",7.5
"Wallingford School District","=""1480011""","Grade 11",7.9
"Wallingford School District","=""1480011""","Grade 12",11.2
"Waterbury School District","=""1510011""","Kindergarten",18.6
"Waterbury School District","=""1510011""","Grade   1",15.0
"Waterbury School District","=""1510011""","Grade   2",11.9
"Waterbury School District","=""1510011""","Grade   3",11.2
"Waterbury School District","=""1510011""","Grade   4",11.4
"Waterbury School District","=""1510011""","Grade   5",12.4
"Waterbury School District","=""1510011""","Grade   6",17.9
"Waterbury School District","=""1510011""","Grade   7",20.7
"Waterbury School District","=""1510011""","Grade   8",24.4
"Waterbury School District","=""1510011""","Grade   9",28.5
"Waterbury School District","=""1510011""","Grade 10",34.5
"Waterbury School District","=""1510011""","Grade 11",35.3
"Waterbury School District","=""1510011""","Grade 12",37.2
"Waterford School District","=""1520011""","Kindergarten",4.7
"Waterford School District","=""1520011""","Grade   1",3.8
"Waterford School District","=""1520011""","Grade   2","*"
"Waterford School District","=""1520011""","Grade   3",5.7
"Waterford School District","=""1520011""","Grade   4","*"
"Waterford School District","=""1520011""","Grade   5",4.3
"Waterford School District","=""1520011""","Grade   6",4.9
"Waterford School District","=""1520011""","Grade   7",8.9
"Waterford School District","=""1520011""","Grade   8",8.4
"Waterford School District","=""1520011""","Grade   9",3.7
"Waterford School District","=""1520011""","Grade 10",5.0
"Waterford School District","=""1520011""","Grade 11",8.7
"Waterford School District","=""1520011""","Grade 12",10.1
"Watertown School District","=""1530011""","Kindergarten",7.5
"Watertown School District","=""1530011""","Grade   1",5.4
"Watertown School District","=""1530011""","Grade   2","*"
"Watertown School District","=""1530011""","Grade   3",3.5
"Watertown School District","=""1530011""","Grade   4","*"
"Watertown School District","=""1530011""","Grade   5","*"
"Watertown School District","=""1530011""","Grade   6","*"
"Watertown School District","=""1530011""","Grade   7",5.9
"Watertown School District","=""1530011""","Grade   8",7.9
"Watertown School District","=""1530011""","Grade   9",16.5
"Watertown School District","=""1530011""","Grade 10",22.0
"Watertown School District","=""1530011""","Grade 11",19.5
"Watertown School District","=""1530011""","Grade 12",35.0
"West Hartford School District","=""1550011""","Kindergarten",7.5
"West Hartford School District","=""1550011""","Grade   1",4.3
"West Hartford School District","=""1550011""","Grade   2",3.6
"West Hartford School District","=""1550011""","Grade   3",3.0
"West Hartford School District","=""1550011""","Grade   4",4.2
"West Hartford School District","=""1550011""","Grade   5",5.0
"West Hartford School District","=""1550011""","Grade   6",4.2
"West Hartford School District","=""1550011""","Grade   7",4.7
"West Hartford School District","=""1550011""","Grade   8",6.7
"West Hartford School District","=""1550011""","Grade   9",5.1
"West Hartford School District","=""1550011""","Grade 10",4.3
"West Hartford School District","=""1550011""","Grade 11",5.6
"West Hartford School District","=""1550011""","Grade 12",8.4
"West Haven School District","=""1560011""","Kindergarten",19.6
"West Haven School District","=""1560011""","Grade   1",11.8
"West Haven School District","=""1560011""","Grade   2",10.0
"West Haven School District","=""1560011""","Grade   3",10.4
"West Haven School District","=""1560011""","Grade   4",12.2
"West Haven School District","=""1560011""","Grade   5",13.0
"West Haven School District","=""1560011""","Grade   6",13.7
"West Haven School District","=""1560011""","Grade   7",16.3
"West Haven School District","=""1560011""","Grade   8",22.0
"West Haven School District","=""1560011""","Grade   9",23.1
"West Haven School District","=""1560011""","Grade 10",16.1
"West Haven School District","=""1560011""","Grade 11",12.9
"West Haven School District","=""1560011""","Grade 12",12.3
"Westbrook School District","=""1540011""","Kindergarten","*"
"Westbrook School District","=""1540011""","Grade   1","*"
"Westbrook School District","=""1540011""","Grade   2","*"
"Westbrook School District","=""1540011""","Grade   3","*"
"Westbrook School District","=""1540011""","Grade   4","*"
"Westbrook School District","=""1540011""","Grade   5","*"
"Westbrook School District","=""1540011""","Grade   6","*"
"Westbrook School District","=""1540011""","Grade   7",0.0
"Westbrook School District","=""1540011""","Grade   8","*"
"Westbrook School District","=""1540011""","Grade   9","*"
"Westbrook School District","=""1540011""","Grade 10","*"
"Westbrook School District","=""1540011""","Grade 11","*"
"Westbrook School District","=""1540011""","Grade 12",20.5
"Weston School District","=""1570011""","Kindergarten",6.5
"Weston School District","=""1570011""","Grade   1",5.9
"Weston School District","=""1570011""","Grade   2",4.5
"Weston School District","=""1570011""","Grade   3",6.3
"Weston School District","=""1570011""","Grade   4",3.3
"Weston School District","=""1570011""","Grade   5",6.6
"Weston School District","=""1570011""","Grade   6",5.8
"Weston School District","=""1570011""","Grade   7",7.1
"Weston School District","=""1570011""","Grade   8",11.2
"Weston School District","=""1570011""","Grade   9",3.3
"Weston School District","=""1570011""","Grade 10",3.0
"Weston School District","=""1570011""","Grade 11","*"
"Weston School District","=""1570011""","Grade 12",5.4
"Westport School District","=""1580011""","Kindergarten",5.7
"Westport School District","=""1580011""","Grade   1",2.8
"Westport School District","=""1580011""","Grade   2","*"
"Westport School District","=""1580011""","Grade   3","*"
"Westport School District","=""1580011""","Grade   4",2.2
"Westport School District","=""1580011""","Grade   5",2.8
"Westport School District","=""1580011""","Grade   6",2.0
"Westport School District","=""1580011""","Grade   7",5.8
"Westport School District","=""1580011""","Grade   8",6.2
"Westport School District","=""1580011""","Grade   9",1.6
"Westport School District","=""1580011""","Grade 10",1.5
"Westport School District","=""1580011""","Grade 11",2.2
"Westport School District","=""1580011""","Grade 12",1.5
"Wethersfield School District","=""1590011""","Kindergarten",2.8
"Wethersfield School District","=""1590011""","Grade   1","*"
"Wethersfield School District","=""1590011""","Grade   2","*"
"Wethersfield School District","=""1590011""","Grade   3","*"
"Wethersfield School District","=""1590011""","Grade   4","*"
"Wethersfield School District","=""1590011""","Grade   5","*"
"Wethersfield School District","=""1590011""","Grade   6","*"
"Wethersfield School District","=""1590011""","Grade   7",2.8
"Wethersfield School District","=""1590011""","Grade   8",5.0
"Wethersfield School District","=""1590011""","Grade   9",7.3
"Wethersfield School District","=""1590011""","Grade 10",5.7
"Wethersfield School District","=""1590011""","Grade 11",8.9
"Wethersfield School District","=""1590011""","Grade 12",14.5
"Willington School District","=""1600011""","Kindergarten","*"
"Willington School District","=""1600011""","Grade   1","*"
"Willington School District","=""1600011""","Grade   2",0.0
"Willington School District","=""1600011""","Grade   3","*"
"Willington School District","=""1600011""","Grade   4",0.0
"Willington School District","=""1600011""","Grade   5","*"
"Willington School District","=""1600011""","Grade   6","*"
"Willington School District","=""1600011""","Grade   7","*"
"Willington School District","=""1600011""","Grade   8","*"
"Wilton School District","=""1610011""","Kindergarten",5.2
"Wilton School District","=""1610011""","Grade   1",2.4
"Wilton School District","=""1610011""","Grade   2",2.6
"Wilton School District","=""1610011""","Grade   3","*"
"Wilton School District","=""1610011""","Grade   4",2.6
"Wilton School District","=""1610011""","Grade   5","*"
"Wilton School District","=""1610011""","Grade   6",1.7
"Wilton School District","=""1610011""","Grade   7",3.5
"Wilton School District","=""1610011""","Grade   8",4.9
"Wilton School District","=""1610011""","Grade   9",18.2
"Wilton School District","=""1610011""","Grade 10",31.7
"Wilton School District","=""1610011""","Grade 11",40.7
"Wilton School District","=""1610011""","Grade 12",60.5
"Winchester School District","=""1620011""","Kindergarten",15.1
"Winchester School District","=""1620011""","Grade   1",7.2
"Winchester School District","=""1620011""","Grade   2","*"
"Winchester School District","=""1620011""","Grade   3","*"
"Winchester School District","=""1620011""","Grade   4","*"
"Winchester School District","=""1620011""","Grade   5","*"
"Winchester School District","=""1620011""","Grade   6",7.0
"Winchester School District","=""1620011""","Grade   7","*"
"Winchester School District","=""1620011""","Grade   8","*"
"Winchester School District","=""1620011""","Grade   9","*"
"Winchester School District","=""1620011""","Grade 10","*"
"Winchester School District","=""1620011""","Grade 11","*"
"Winchester School District","=""1620011""","Grade 12","*"
"Windham School District","=""1630011""","Kindergarten",16.8
"Windham School District","=""1630011""","Grade   1",16.6
"Windham School District","=""1630011""","Grade   2",13.5
"Windham School District","=""1630011""","Grade   3",10.0
"Windham School District","=""1630011""","Grade   4",10.4
"Windham School District","=""1630011""","Grade   5",7.6
"Windham School District","=""1630011""","Grade   6",13.8
"Windham School District","=""1630011""","Grade   7",18.1
"Windham School District","=""1630011""","Grade   8",17.5
"Windham School District","=""1630011""","Grade   9",41.0
"Windham School District","=""1630011""","Grade 10",54.3
"Windham School District","=""1630011""","Grade 11",22.2
"Windham School District","=""1630011""","Grade 12",20.4
"Windsor Locks School District","=""1650011""","Kindergarten",8.1
"Windsor Locks School District","=""1650011""","Grade   1",7.2
"Windsor Locks School District","=""1650011""","Grade   2",5.7
"Windsor Locks School District","=""1650011""","Grade   3",5.6
"Windsor Locks School District","=""1650011""","Grade   4","*"
"Windsor Locks School District","=""1650011""","Grade   5",5.0
"Windsor Locks School District","=""1650011""","Grade   6",9.9
"Windsor Locks School District","=""1650011""","Grade   7",8.5
"Windsor Locks School District","=""1650011""","Grade   8",9.8
"Windsor Locks School District","=""1650011""","Grade   9",11.9
"Windsor Locks School District","=""1650011""","Grade 10",13.3
"Windsor Locks School District","=""1650011""","Grade 11",16.1
"Windsor Locks School District","=""1650011""","Grade 12",23.8
"Windsor School District","=""1640011""","Kindergarten",9.4
"Windsor School District","=""1640011""","Grade   1",4.7
"Windsor School District","=""1640011""","Grade   2",4.5
"Windsor School District","=""1640011""","Grade   3",7.1
"Windsor School District","=""1640011""","Grade   4",6.5
"Windsor School District","=""1640011""","Grade   5",4.5
"Windsor School District","=""1640011""","Grade   6",7.7
"Windsor School District","=""1640011""","Grade   7",7.0
"Windsor School District","=""1640011""","Grade   8",8.3
"Windsor School District","=""1640011""","Grade   9",13.8
"Windsor School District","=""1640011""","Grade 10",13.0
"Windsor School District","=""1640011""","Grade 11",12.8
"Windsor School District","=""1640011""","Grade 12",32.2
"Wolcott School District","=""1660011""","Kindergarten",0.0
"Wolcott School District","=""1660011""","Grade   1","*"
"Wolcott School District","=""1660011""","Grade   2","*"
"Wolcott School District","=""1660011""","Grade   3","*"
"Wolcott School District","=""1660011""","Grade   4","*"
"Wolcott School District","=""1660011""","Grade   5","*"
"Wolcott School District","=""1660011""","Grade   6","*"
"Wolcott School District","=""1660011""","Grade   7","*"
"Wolcott School District","=""1660011""","Grade   8",3.0
"Wolcott School District","=""1660011""","Grade   9",7.6
"Wolcott School District","=""1660011""","Grade 10",4.0
"Wolcott School District","=""1660011""","Grade 11",6.0
"Wolcott School District","=""1660011""","Grade 12",9.3
"Woodbridge School District","=""1670011""","Kindergarten",10.3
"Woodbridge School District","=""1670011""","Grade   1","*"
"Woodbridge School District","=""1670011""","Grade   2",8.8
"Woodbridge School District","=""1670011""","Grade   3",7.7
"Woodbridge School District","=""1670011""","Grade   4","*"
"Woodbridge School District","=""1670011""","Grade   5",7.6
"Woodbridge School District","=""1670011""","Grade   6","*"
"Woodstock Academy District","=""9030022""","Grade   9",4.4
"Woodstock Academy District","=""9030022""","Grade 10",4.9
"Woodstock Academy District","=""9030022""","Grade 11",8.8
"Woodstock Academy District","=""9030022""","Grade 12",7.1
"Woodstock School District","=""1690011""","Kindergarten","*"
"Woodstock School District","=""1690011""","Grade   1","*"
"Woodstock School District","=""1690011""","Grade   2","*"
"Woodstock School District","=""1690011""","Grade   3","*"
"Woodstock School District","=""1690011""","Grade   4",10.9
"Woodstock School District","=""1690011""","Grade   5","*"
"Woodstock School District","=""1690011""","Grade   6","*"
"Woodstock School District","=""1690011""","Grade   7",5.5
"Woodstock School District","=""1690011""","Grade   8","*"
"Woodstock School District","=""1690011""","Grade 11","*"
"Woodstock School District","=""1690011""","Grade 12","*"

