"Chronic Absenteeism, 2011-12"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"Sherman School District","=""1270011""","Grade   2","*"
"Sherman School District","=""1270011""","Grade   3",0.0
"Sherman School District","=""1270011""","Grade   4","*"
"Sherman School District","=""1270011""","Grade   5","*"
"Sherman School District","=""1270011""","Grade   6","*"
"Sherman School District","=""1270011""","Grade   7",11.8
"Sherman School District","=""1270011""","Grade   8",11.8
"Side By Side Charter School District","=""2700013""","Kindergarten","*"
"Side By Side Charter School District","=""2700013""","Grade   1",0.0
"Side By Side Charter School District","=""2700013""","Grade   2","*"
"Side By Side Charter School District","=""2700013""","Grade   3",0.0
"Side By Side Charter School District","=""2700013""","Grade   4","*"
"Side By Side Charter School District","=""2700013""","Grade   5","*"
"Side By Side Charter School District","=""2700013""","Grade   6","*"
"Side By Side Charter School District","=""2700013""","Grade   7","*"
"Side By Side Charter School District","=""2700013""","Grade   8",0.0
"Simsbury School District","=""1280011""","Kindergarten",4.4
"Simsbury School District","=""1280011""","Grade   1",4.5
"Simsbury School District","=""1280011""","Grade   2",2.3
"Simsbury School District","=""1280011""","Grade   3",5.6
"Simsbury School District","=""1280011""","Grade   4",3.6
"Simsbury School District","=""1280011""","Grade   5",2.4
"Simsbury School District","=""1280011""","Grade   6",3.6
"Simsbury School District","=""1280011""","Grade   7",6.6
"Simsbury School District","=""1280011""","Grade   8",10.3
"Simsbury School District","=""1280011""","Grade   9",5.3
"Simsbury School District","=""1280011""","Grade 10",4.0
"Simsbury School District","=""1280011""","Grade 11",4.8
"Simsbury School District","=""1280011""","Grade 12",3.4
"Somers School District","=""1290011""","Kindergarten",9.0
"Somers School District","=""1290011""","Grade   1",11.9
"Somers School District","=""1290011""","Grade   2",18.7
"Somers School District","=""1290011""","Grade   3",6.8
"Somers School District","=""1290011""","Grade   4",15.9
"Somers School District","=""1290011""","Grade   5",14.7
"Somers School District","=""1290011""","Grade   6",16.3
"Somers School District","=""1290011""","Grade   7",12.9
"Somers School District","=""1290011""","Grade   8",25.2
"Somers School District","=""1290011""","Grade   9",11.5
"Somers School District","=""1290011""","Grade 10",10.1
"Somers School District","=""1290011""","Grade 11",17.9
"Somers School District","=""1290011""","Grade 12",15.0
"South Windsor School District","=""1320011""","Kindergarten",11.8
"South Windsor School District","=""1320011""","Grade   1",21.4
"South Windsor School District","=""1320011""","Grade   2",16.8
"South Windsor School District","=""1320011""","Grade   3",20.6
"South Windsor School District","=""1320011""","Grade   4",17.4
"South Windsor School District","=""1320011""","Grade   5",20.1
"South Windsor School District","=""1320011""","Grade   6",17.8
"South Windsor School District","=""1320011""","Grade   7",23.2
"South Windsor School District","=""1320011""","Grade   8",29.0
"South Windsor School District","=""1320011""","Grade   9",2.7
"South Windsor School District","=""1320011""","Grade 10",3.2
"South Windsor School District","=""1320011""","Grade 11",2.4
"South Windsor School District","=""1320011""","Grade 12",4.2
"Southington School District","=""1310011""","Kindergarten",5.6
"Southington School District","=""1310011""","Grade   1",2.5
"Southington School District","=""1310011""","Grade   2",2.7
"Southington School District","=""1310011""","Grade   3",2.6
"Southington School District","=""1310011""","Grade   4",2.9
"Southington School District","=""1310011""","Grade   5",4.3
"Southington School District","=""1310011""","Grade   6",4.8
"Southington School District","=""1310011""","Grade   7",8.1
"Southington School District","=""1310011""","Grade   8",9.0
"Southington School District","=""1310011""","Grade   9",11.7
"Southington School District","=""1310011""","Grade 10",10.4
"Southington School District","=""1310011""","Grade 11",13.7
"Southington School District","=""1310011""","Grade 12",13.2
"Sprague School District","=""1330011""","Kindergarten","*"
"Sprague School District","=""1330011""","Grade   1","*"
"Sprague School District","=""1330011""","Grade   2",19.0
"Sprague School District","=""1330011""","Grade   3",0.0
"Sprague School District","=""1330011""","Grade   4",0.0
"Sprague School District","=""1330011""","Grade   5","*"
"Sprague School District","=""1330011""","Grade   6","*"
"Sprague School District","=""1330011""","Grade   7","*"
"Sprague School District","=""1330011""","Grade   8","*"
"Sprague School District","=""1330011""","Grade 11","*"
"Sprague School District","=""1330011""","Grade 12","*"
"Stafford School District","=""1340011""","Kindergarten",7.6
"Stafford School District","=""1340011""","Grade   1",5.5
"Stafford School District","=""1340011""","Grade   2",5.1
"Stafford School District","=""1340011""","Grade   3",5.0
"Stafford School District","=""1340011""","Grade   4",5.5
"Stafford School District","=""1340011""","Grade   5",7.1
"Stafford School District","=""1340011""","Grade   6",5.6
"Stafford School District","=""1340011""","Grade   7",15.1
"Stafford School District","=""1340011""","Grade   8",11.3
"Stafford School District","=""1340011""","Grade   9",6.7
"Stafford School District","=""1340011""","Grade 10",7.1
"Stafford School District","=""1340011""","Grade 11",6.1
"Stafford School District","=""1340011""","Grade 12",10.3
"Stamford Academy District","=""2820013""","Grade   9",0.0
"Stamford Academy District","=""2820013""","Grade 10","*"
"Stamford Academy District","=""2820013""","Grade 11",0.0
"Stamford Academy District","=""2820013""","Grade 12","*"
"Stamford School District","=""1350011""","Kindergarten",12.8
"Stamford School District","=""1350011""","Grade   1",8.5
"Stamford School District","=""1350011""","Grade   2",6.6
"Stamford School District","=""1350011""","Grade   3",6.6
"Stamford School District","=""1350011""","Grade   4",6.3
"Stamford School District","=""1350011""","Grade   5",5.6
"Stamford School District","=""1350011""","Grade   6",9.2
"Stamford School District","=""1350011""","Grade   7",11.8
"Stamford School District","=""1350011""","Grade   8",14.1
"Stamford School District","=""1350011""","Grade   9",10.7
"Stamford School District","=""1350011""","Grade 10",7.9
"Stamford School District","=""1350011""","Grade 11",11.4
"Stamford School District","=""1350011""","Grade 12",13.3
"State Level","=""0000000""","Kindergarten",11.8
"State Level","=""0000000""","Grade   1",8.4
"State Level","=""0000000""","Grade   2",6.9
"State Level","=""0000000""","Grade   3",6.2
"State Level","=""0000000""","Grade   4",6.1
"State Level","=""0000000""","Grade   5",7.0
"State Level","=""0000000""","Grade   6",8.3
"State Level","=""0000000""","Grade   7",10.6
"State Level","=""0000000""","Grade   8",12.3
"State Level","=""0000000""","Grade   9",15.0
"State Level","=""0000000""","Grade 10",14.5
"State Level","=""0000000""","Grade 11",16.2
"State Level","=""0000000""","Grade 12",19.4
"Sterling School District","=""1360011""","Kindergarten","*"
"Sterling School District","=""1360011""","Grade   1","*"
"Sterling School District","=""1360011""","Grade   2","*"
"Sterling School District","=""1360011""","Grade   3","*"
"Sterling School District","=""1360011""","Grade   4",10.5
"Sterling School District","=""1360011""","Grade   5",12.0
"Sterling School District","=""1360011""","Grade   6","*"
"Sterling School District","=""1360011""","Grade   7","*"
"Sterling School District","=""1360011""","Grade   8",13.8
"Sterling School District","=""1360011""","Grade 10","*"
"Sterling School District","=""1360011""","Grade 11","*"
"Stonington School District","=""1370011""","Kindergarten",7.1
"Stonington School District","=""1370011""","Grade   1",4.8
"Stonington School District","=""1370011""","Grade   2",7.8
"Stonington School District","=""1370011""","Grade   3","*"
"Stonington School District","=""1370011""","Grade   4",3.3
"Stonington School District","=""1370011""","Grade   5",48.0
"Stonington School District","=""1370011""","Grade   6",40.1
"Stonington School District","=""1370011""","Grade   7",46.8
"Stonington School District","=""1370011""","Grade   8",45.7
"Stonington School District","=""1370011""","Grade   9","*"
"Stonington School District","=""1370011""","Grade 10",0.0
"Stonington School District","=""1370011""","Grade 11","*"
"Stonington School District","=""1370011""","Grade 12","*"
"Stratford School District","=""1380011""","Kindergarten",10.9
"Stratford School District","=""1380011""","Grade   1",5.7
"Stratford School District","=""1380011""","Grade   2",4.7
"Stratford School District","=""1380011""","Grade   3",4.9
"Stratford School District","=""1380011""","Grade   4",4.0
"Stratford School District","=""1380011""","Grade   5",6.6
"Stratford School District","=""1380011""","Grade   6",5.6
"Stratford School District","=""1380011""","Grade   7",9.4
"Stratford School District","=""1380011""","Grade   8",11.3
"Stratford School District","=""1380011""","Grade   9",14.9
"Stratford School District","=""1380011""","Grade 10",10.3
"Stratford School District","=""1380011""","Grade 11",12.7
"Stratford School District","=""1380011""","Grade 12",19.0
"Suffield School District","=""1390011""","Kindergarten",7.7
"Suffield School District","=""1390011""","Grade   1",7.3
"Suffield School District","=""1390011""","Grade   2",3.5
"Suffield School District","=""1390011""","Grade   3","*"
"Suffield School District","=""1390011""","Grade   4",3.3
"Suffield School District","=""1390011""","Grade   5",2.9
"Suffield School District","=""1390011""","Grade   6",7.5
"Suffield School District","=""1390011""","Grade   7",5.9
"Suffield School District","=""1390011""","Grade   8",8.6
"Suffield School District","=""1390011""","Grade   9",8.5
"Suffield School District","=""1390011""","Grade 10",10.8
"Suffield School District","=""1390011""","Grade 11",11.9
"Suffield School District","=""1390011""","Grade 12",15.8
"The Bridge Academy District","=""2690013""","Grade   7","*"
"The Bridge Academy District","=""2690013""","Grade   8","*"
"The Bridge Academy District","=""2690013""","Grade   9","*"
"The Bridge Academy District","=""2690013""","Grade 10","*"
"The Bridge Academy District","=""2690013""","Grade 11",0.0
"The Bridge Academy District","=""2690013""","Grade 12","*"
"The Gilbert School District","=""9020022""","Grade   7",12.5
"The Gilbert School District","=""9020022""","Grade   8",13.9
"The Gilbert School District","=""9020022""","Grade   9",11.8
"The Gilbert School District","=""9020022""","Grade 10",9.0
"The Gilbert School District","=""9020022""","Grade 11",15.9
"The Gilbert School District","=""9020022""","Grade 12",14.1
"Thomaston School District","=""1400011""","Kindergarten",13.0
"Thomaston School District","=""1400011""","Grade   1","*"
"Thomaston School District","=""1400011""","Grade   2","*"
"Thomaston School District","=""1400011""","Grade   3","*"
"Thomaston School District","=""1400011""","Grade   4","*"
"Thomaston School District","=""1400011""","Grade   5","*"
"Thomaston School District","=""1400011""","Grade   6",11.8
"Thomaston School District","=""1400011""","Grade   7","*"
"Thomaston School District","=""1400011""","Grade   8",10.9
"Thomaston School District","=""1400011""","Grade   9","*"
"Thomaston School District","=""1400011""","Grade 10","*"
"Thomaston School District","=""1400011""","Grade 11","*"
"Thomaston School District","=""1400011""","Grade 12","*"
"Thompson School District","=""1410011""","Kindergarten",12.5
"Thompson School District","=""1410011""","Grade   1","*"
"Thompson School District","=""1410011""","Grade   2",8.2
"Thompson School District","=""1410011""","Grade   3","*"
"Thompson School District","=""1410011""","Grade   4","*"
"Thompson School District","=""1410011""","Grade   5",7.8
"Thompson School District","=""1410011""","Grade   6",10.6
"Thompson School District","=""1410011""","Grade   7",6.8
"Thompson School District","=""1410011""","Grade   8",9.8
"Thompson School District","=""1410011""","Grade   9",20.0
"Thompson School District","=""1410011""","Grade 10",17.9
"Thompson School District","=""1410011""","Grade 11",22.2
"Thompson School District","=""1410011""","Grade 12",22.2
"Tolland School District","=""1420011""","Kindergarten",4.0
"Tolland School District","=""1420011""","Grade   1","*"
"Tolland School District","=""1420011""","Grade   2",3.5
"Tolland School District","=""1420011""","Grade   3",3.5
"Tolland School District","=""1420011""","Grade   4",2.4
"Tolland School District","=""1420011""","Grade   5",5.9
"Tolland School District","=""1420011""","Grade   6",4.5
"Tolland School District","=""1420011""","Grade   7",4.5
"Tolland School District","=""1420011""","Grade   8",2.8
"Tolland School District","=""1420011""","Grade   9",5.1
"Tolland School District","=""1420011""","Grade 10",8.8
"Tolland School District","=""1420011""","Grade 11",13.0
"Tolland School District","=""1420011""","Grade 12",14.4
"Torrington School District","=""1430011""","Kindergarten",7.9
"Torrington School District","=""1430011""","Grade   1",7.7
"Torrington School District","=""1430011""","Grade   2",7.5
"Torrington School District","=""1430011""","Grade   3",8.3
"Torrington School District","=""1430011""","Grade   4",6.0
"Torrington School District","=""1430011""","Grade   5",8.7
"Torrington School District","=""1430011""","Grade   6",14.0
"Torrington School District","=""1430011""","Grade   7",14.8
"Torrington School District","=""1430011""","Grade   8",21.7
"Torrington School District","=""1430011""","Grade   9",20.6
"Torrington School District","=""1430011""","Grade 10",20.7
"Torrington School District","=""1430011""","Grade 11",21.6
"Torrington School District","=""1430011""","Grade 12",32.6
"Trailblazers Academy District","=""2780013""","Grade   6","*"
"Trailblazers Academy District","=""2780013""","Grade   7","*"
"Trailblazers Academy District","=""2780013""","Grade   8",11.3
"Trumbull School District","=""1440011""","Kindergarten",3.8
"Trumbull School District","=""1440011""","Grade   1",3.9
"Trumbull School District","=""1440011""","Grade   2",2.7
"Trumbull School District","=""1440011""","Grade   3",2.8
"Trumbull School District","=""1440011""","Grade   4",4.6
"Trumbull School District","=""1440011""","Grade   5",2.8
"Trumbull School District","=""1440011""","Grade   6",3.7
"Trumbull School District","=""1440011""","Grade   7",7.9
"Trumbull School District","=""1440011""","Grade   8",8.7
"Trumbull School District","=""1440011""","Grade   9",8.2
"Trumbull School District","=""1440011""","Grade 10",6.8
"Trumbull School District","=""1440011""","Grade 11",9.2
"Trumbull School District","=""1440011""","Grade 12",12.4
"Unified School District #1","=""3360015""","Grade   8",17.9
"Unified School District #1","=""3360015""","Grade   9",48.5
"Unified School District #1","=""3360015""","Grade 10",46.1
"Unified School District #1","=""3360015""","Grade 11",50.9
"Unified School District #1","=""3360015""","Grade 12",48.1
"Unified School District #2","=""3470015""","Grade   3","*"
"Unified School District #2","=""3470015""","Grade   4","*"
"Unified School District #2","=""3470015""","Grade   5","*"
"Unified School District #2","=""3470015""","Grade   6","*"
"Unified School District #2","=""3470015""","Grade   7","*"
"Unified School District #2","=""3470015""","Grade   8",25.0
"Unified School District #2","=""3470015""","Grade   9",11.6
"Unified School District #2","=""3470015""","Grade 10",19.4
"Unified School District #2","=""3470015""","Grade 11",14.3
"Unified School District #2","=""3470015""","Grade 12","*"
"Union School District","=""1450011""","Grade   1","*"
"Union School District","=""1450011""","Grade   2","*"
"Union School District","=""1450011""","Grade   3","*"
"Union School District","=""1450011""","Grade   4","*"
"Union School District","=""1450011""","Grade   5","*"
"Union School District","=""1450011""","Grade   6","*"
"Union School District","=""1450011""","Grade   7","*"
"Union School District","=""1450011""","Grade   8","*"
"Vernon School District","=""1460011""","Kindergarten",13.4
"Vernon School District","=""1460011""","Grade   1",8.6
"Vernon School District","=""1460011""","Grade   2",7.5
"Vernon School District","=""1460011""","Grade   3",5.2
"Vernon School District","=""1460011""","Grade   4",5.1
"Vernon School District","=""1460011""","Grade   5",6.4
"Vernon School District","=""1460011""","Grade   6",4.5
"Vernon School District","=""1460011""","Grade   7",6.3
"Vernon School District","=""1460011""","Grade   8",7.5
"Vernon School District","=""1460011""","Grade   9",18.0
"Vernon School District","=""1460011""","Grade 10",9.9
"Vernon School District","=""1460011""","Grade 11",19.2
"Vernon School District","=""1460011""","Grade 12",19.2
"Voluntown School District","=""1470011""","Kindergarten",19.4
"Voluntown School District","=""1470011""","Grade   1","*"
"Voluntown School District","=""1470011""","Grade   2",0.0
"Voluntown School District","=""1470011""","Grade   3","*"
"Voluntown School District","=""1470011""","Grade   4","*"
"Voluntown School District","=""1470011""","Grade   5","*"
"Voluntown School District","=""1470011""","Grade   6","*"
"Voluntown School District","=""1470011""","Grade   7","*"
"Voluntown School District","=""1470011""","Grade   8","*"
"Voluntown School District","=""1470011""","Grade   9","*"
"Voluntown School District","=""1470011""","Grade 10","*"
"Voluntown School District","=""1470011""","Grade 12","*"
"Wallingford School District","=""1480011""","Kindergarten",11.5
"Wallingford School District","=""1480011""","Grade   1",11.3
"Wallingford School District","=""1480011""","Grade   2",11.5
"Wallingford School District","=""1480011""","Grade   3",8.6
"Wallingford School District","=""1480011""","Grade   4",11.0
"Wallingford School District","=""1480011""","Grade   5",11.3
"Wallingford School District","=""1480011""","Grade   6",8.6
"Wallingford School District","=""1480011""","Grade   7",10.9
"Wallingford School District","=""1480011""","Grade   8",11.3
"Wallingford School District","=""1480011""","Grade   9",11.6
"Wallingford School District","=""1480011""","Grade 10",11.9
"Wallingford School District","=""1480011""","Grade 11",12.7
"Wallingford School District","=""1480011""","Grade 12",13.5
"Waterbury School District","=""1510011""","Kindergarten",16.2
"Waterbury School District","=""1510011""","Grade   1",12.4
"Waterbury School District","=""1510011""","Grade   2",9.6
"Waterbury School District","=""1510011""","Grade   3",8.1
"Waterbury School District","=""1510011""","Grade   4",10.1
"Waterbury School District","=""1510011""","Grade   5",9.7
"Waterbury School District","=""1510011""","Grade   6",16.6
"Waterbury School District","=""1510011""","Grade   7",21.5
"Waterbury School District","=""1510011""","Grade   8",24.9
"Waterbury School District","=""1510011""","Grade   9",27.0
"Waterbury School District","=""1510011""","Grade 10",30.9
"Waterbury School District","=""1510011""","Grade 11",27.0
"Waterbury School District","=""1510011""","Grade 12",29.9
"Waterford School District","=""1520011""","Kindergarten",7.0
"Waterford School District","=""1520011""","Grade   1",4.7
"Waterford School District","=""1520011""","Grade   2",4.1
"Waterford School District","=""1520011""","Grade   3",3.5
"Waterford School District","=""1520011""","Grade   4","*"
"Waterford School District","=""1520011""","Grade   5",5.8
"Waterford School District","=""1520011""","Grade   6",4.5
"Waterford School District","=""1520011""","Grade   7",5.7
"Waterford School District","=""1520011""","Grade   8",7.7
"Waterford School District","=""1520011""","Grade   9",4.8
"Waterford School District","=""1520011""","Grade 10",9.1
"Waterford School District","=""1520011""","Grade 11",9.4
"Waterford School District","=""1520011""","Grade 12",21.7
"Watertown School District","=""1530011""","Kindergarten",4.1
"Watertown School District","=""1530011""","Grade   1",5.6
"Watertown School District","=""1530011""","Grade   2",2.8
"Watertown School District","=""1530011""","Grade   3","*"
"Watertown School District","=""1530011""","Grade   4",3.3
"Watertown School District","=""1530011""","Grade   5",4.5
"Watertown School District","=""1530011""","Grade   6",5.2
"Watertown School District","=""1530011""","Grade   7",3.9
"Watertown School District","=""1530011""","Grade   8",5.9
"Watertown School District","=""1530011""","Grade   9",16.1
"Watertown School District","=""1530011""","Grade 10",22.2
"Watertown School District","=""1530011""","Grade 11",26.4
"Watertown School District","=""1530011""","Grade 12",41.3
"West Hartford School District","=""1550011""","Kindergarten",6.9
"West Hartford School District","=""1550011""","Grade   1",4.1
"West Hartford School District","=""1550011""","Grade   2",4.4
"West Hartford School District","=""1550011""","Grade   3",2.8
"West Hartford School District","=""1550011""","Grade   4",3.0
"West Hartford School District","=""1550011""","Grade   5",3.9
"West Hartford School District","=""1550011""","Grade   6",4.6
"West Hartford School District","=""1550011""","Grade   7",6.1
"West Hartford School District","=""1550011""","Grade   8",8.2
"West Hartford School District","=""1550011""","Grade   9",5.8
"West Hartford School District","=""1550011""","Grade 10",7.2
"West Hartford School District","=""1550011""","Grade 11",7.4
"West Hartford School District","=""1550011""","Grade 12",7.8
"West Haven School District","=""1560011""","Kindergarten",13.5
"West Haven School District","=""1560011""","Grade   1",7.8
"West Haven School District","=""1560011""","Grade   2",8.0
"West Haven School District","=""1560011""","Grade   3",7.2
"West Haven School District","=""1560011""","Grade   4",5.2
"West Haven School District","=""1560011""","Grade   5",12.0
"West Haven School District","=""1560011""","Grade   6",14.4
"West Haven School District","=""1560011""","Grade   7",18.5
"West Haven School District","=""1560011""","Grade   8",27.5
"West Haven School District","=""1560011""","Grade   9",23.0
"West Haven School District","=""1560011""","Grade 10",18.0
"West Haven School District","=""1560011""","Grade 11",18.9
"West Haven School District","=""1560011""","Grade 12",16.4
"Westbrook School District","=""1540011""","Kindergarten",0.0
"Westbrook School District","=""1540011""","Grade   1","*"
"Westbrook School District","=""1540011""","Grade   2","*"
"Westbrook School District","=""1540011""","Grade   3","*"
"Westbrook School District","=""1540011""","Grade   4","*"
"Westbrook School District","=""1540011""","Grade   5",0.0
"Westbrook School District","=""1540011""","Grade   6",10.0
"Westbrook School District","=""1540011""","Grade   7","*"
"Westbrook School District","=""1540011""","Grade   8","*"
"Westbrook School District","=""1540011""","Grade   9",7.9
"Westbrook School District","=""1540011""","Grade 10","*"
"Westbrook School District","=""1540011""","Grade 11",10.5
"Westbrook School District","=""1540011""","Grade 12",9.0
"Weston School District","=""1570011""","Kindergarten",6.9
"Weston School District","=""1570011""","Grade   1",8.4
"Weston School District","=""1570011""","Grade   2",4.0
"Weston School District","=""1570011""","Grade   3",4.4
"Weston School District","=""1570011""","Grade   4",6.4
"Weston School District","=""1570011""","Grade   5",7.4
"Weston School District","=""1570011""","Grade   6",10.4
"Weston School District","=""1570011""","Grade   7",10.7
"Weston School District","=""1570011""","Grade   8",10.4
"Weston School District","=""1570011""","Grade   9",5.9
"Weston School District","=""1570011""","Grade 10",9.9
"Weston School District","=""1570011""","Grade 11",8.7
"Weston School District","=""1570011""","Grade 12",47.9
"Westport School District","=""1580011""","Kindergarten","*"
"Westport School District","=""1580011""","Grade   1","*"
"Westport School District","=""1580011""","Grade   2","*"
"Westport School District","=""1580011""","Grade   3",2.0
"Westport School District","=""1580011""","Grade   4",2.3
"Westport School District","=""1580011""","Grade   5",2.5
"Westport School District","=""1580011""","Grade   6",2.8
"Westport School District","=""1580011""","Grade   7",3.9
"Westport School District","=""1580011""","Grade   8",2.6
"Westport School District","=""1580011""","Grade   9",1.3
"Westport School District","=""1580011""","Grade 10",2.6
"Westport School District","=""1580011""","Grade 11",1.7
"Westport School District","=""1580011""","Grade 12",1.9
"Wethersfield School District","=""1590011""","Kindergarten",6.7
"Wethersfield School District","=""1590011""","Grade   1",3.1
"Wethersfield School District","=""1590011""","Grade   2","*"
"Wethersfield School District","=""1590011""","Grade   3","*"
"Wethersfield School District","=""1590011""","Grade   4","*"
"Wethersfield School District","=""1590011""","Grade   5",3.2
"Wethersfield School District","=""1590011""","Grade   6",3.7
"Wethersfield School District","=""1590011""","Grade   7",4.9
"Wethersfield School District","=""1590011""","Grade   8",8.8
"Wethersfield School District","=""1590011""","Grade   9",6.3
"Wethersfield School District","=""1590011""","Grade 10",4.9
"Wethersfield School District","=""1590011""","Grade 11",9.1
"Wethersfield School District","=""1590011""","Grade 12",6.5
"Willington School District","=""1600011""","Kindergarten","*"
"Willington School District","=""1600011""","Grade   1","*"
"Willington School District","=""1600011""","Grade   2","*"
"Willington School District","=""1600011""","Grade   3","*"
"Willington School District","=""1600011""","Grade   4","*"
"Willington School District","=""1600011""","Grade   5","*"
"Willington School District","=""1600011""","Grade   6","*"
"Willington School District","=""1600011""","Grade   7","*"
"Willington School District","=""1600011""","Grade   8","*"
"Wilton School District","=""1610011""","Kindergarten",4.3
"Wilton School District","=""1610011""","Grade   1",2.2
"Wilton School District","=""1610011""","Grade   2","*"
"Wilton School District","=""1610011""","Grade   3",3.0
"Wilton School District","=""1610011""","Grade   4",2.7
"Wilton School District","=""1610011""","Grade   5",4.6
"Wilton School District","=""1610011""","Grade   6",4.6
"Wilton School District","=""1610011""","Grade   7",6.4
"Wilton School District","=""1610011""","Grade   8",8.9
"Wilton School District","=""1610011""","Grade   9",10.0
"Wilton School District","=""1610011""","Grade 10",24.8
"Wilton School District","=""1610011""","Grade 11",41.3
"Wilton School District","=""1610011""","Grade 12",89.7
"Winchester School District","=""1620011""","Kindergarten",12.2
"Winchester School District","=""1620011""","Grade   1",16.2
"Winchester School District","=""1620011""","Grade   2","*"
"Winchester School District","=""1620011""","Grade   3",8.8
"Winchester School District","=""1620011""","Grade   4",12.6
"Winchester School District","=""1620011""","Grade   5",9.7
"Winchester School District","=""1620011""","Grade   6",11.3
"Winchester School District","=""1620011""","Grade   7","*"
"Winchester School District","=""1620011""","Grade   9","*"
"Winchester School District","=""1620011""","Grade 10","*"
"Winchester School District","=""1620011""","Grade 11","*"
"Winchester School District","=""1620011""","Grade 12","*"
"Windham School District","=""1630011""","Kindergarten",18.7
"Windham School District","=""1630011""","Grade   1",12.0
"Windham School District","=""1630011""","Grade   2",10.8
"Windham School District","=""1630011""","Grade   3",7.9
"Windham School District","=""1630011""","Grade   4",11.6
"Windham School District","=""1630011""","Grade   5",10.1
"Windham School District","=""1630011""","Grade   6",12.0
"Windham School District","=""1630011""","Grade   7",20.3
"Windham School District","=""1630011""","Grade   8",17.8
"Windham School District","=""1630011""","Grade   9",37.4
"Windham School District","=""1630011""","Grade 10",37.0
"Windham School District","=""1630011""","Grade 11",29.3
"Windham School District","=""1630011""","Grade 12",28.5
"Windsor Locks School District","=""1650011""","Kindergarten",8.1
"Windsor Locks School District","=""1650011""","Grade   1",10.2
"Windsor Locks School District","=""1650011""","Grade   2",5.0
"Windsor Locks School District","=""1650011""","Grade   3",8.1
"Windsor Locks School District","=""1650011""","Grade   4",5.9
"Windsor Locks School District","=""1650011""","Grade   5","*"
"Windsor Locks School District","=""1650011""","Grade   6",9.5
"Windsor Locks School District","=""1650011""","Grade   7",11.0
"Windsor Locks School District","=""1650011""","Grade   8",12.5
"Windsor Locks School District","=""1650011""","Grade   9",14.7
"Windsor Locks School District","=""1650011""","Grade 10",10.6
"Windsor Locks School District","=""1650011""","Grade 11",19.6
"Windsor Locks School District","=""1650011""","Grade 12",24.0
"Windsor School District","=""1640011""","Kindergarten",9.7
"Windsor School District","=""1640011""","Grade   1",7.0
"Windsor School District","=""1640011""","Grade   2",3.6
"Windsor School District","=""1640011""","Grade   3",2.6
"Windsor School District","=""1640011""","Grade   4",3.3
"Windsor School District","=""1640011""","Grade   5",4.0
"Windsor School District","=""1640011""","Grade   6",5.0
"Windsor School District","=""1640011""","Grade   7",5.6
"Windsor School District","=""1640011""","Grade   8",8.4
"Windsor School District","=""1640011""","Grade   9",11.7
"Windsor School District","=""1640011""","Grade 10",13.0
"Windsor School District","=""1640011""","Grade 11",11.0
"Windsor School District","=""1640011""","Grade 12",14.1
"Wolcott School District","=""1660011""","Kindergarten","*"
"Wolcott School District","=""1660011""","Grade   1","*"
"Wolcott School District","=""1660011""","Grade   2","*"
"Wolcott School District","=""1660011""","Grade   3",3.3
"Wolcott School District","=""1660011""","Grade   4","*"
"Wolcott School District","=""1660011""","Grade   5","*"
"Wolcott School District","=""1660011""","Grade   6","*"
"Wolcott School District","=""1660011""","Grade   7",3.2
"Wolcott School District","=""1660011""","Grade   8",2.8
"Wolcott School District","=""1660011""","Grade   9",3.9
"Wolcott School District","=""1660011""","Grade 10",5.6
"Wolcott School District","=""1660011""","Grade 11",5.1
"Wolcott School District","=""1660011""","Grade 12",8.5
"Woodbridge School District","=""1670011""","Kindergarten",7.4
"Woodbridge School District","=""1670011""","Grade   1","*"
"Woodbridge School District","=""1670011""","Grade   2","*"
"Woodbridge School District","=""1670011""","Grade   3","*"
"Woodbridge School District","=""1670011""","Grade   4","*"
"Woodbridge School District","=""1670011""","Grade   5",5.3
"Woodbridge School District","=""1670011""","Grade   6","*"
"Woodstock Academy District","=""9030022""","Grade   9",4.9
"Woodstock Academy District","=""9030022""","Grade 10",6.3
"Woodstock Academy District","=""9030022""","Grade 11",5.0
"Woodstock Academy District","=""9030022""","Grade 12",7.9
"Woodstock School District","=""1690011""","Kindergarten","*"
"Woodstock School District","=""1690011""","Grade   1",7.0
"Woodstock School District","=""1690011""","Grade   2",6.2
"Woodstock School District","=""1690011""","Grade   3",6.7
"Woodstock School District","=""1690011""","Grade   4","*"
"Woodstock School District","=""1690011""","Grade   5","*"
"Woodstock School District","=""1690011""","Grade   6",0.0
"Woodstock School District","=""1690011""","Grade   7","*"
"Woodstock School District","=""1690011""","Grade   8",8.2
"Woodstock School District","=""1690011""","Grade 10","*"
"Woodstock School District","=""1690011""","Grade 11","*"

