"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 4","All Tests - School",54.8
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 4","Curl Up",87.1
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 4","Mile Run",71.0
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 4","Push Up",87.1
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 4","Sit and Reach",87.1
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 6","All Tests - School","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 6","Curl Up","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 6","Mile Run","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 6","Push Up","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 6","Sit and Reach","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 8","All Tests - School","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 8","Curl Up","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 8","Mile Run","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 8","Push Up","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 8","Sit and Reach","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 10","All Tests - School","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 10","Curl Up","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 10","Mile Run","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 10","Push Up","N/A"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Grade 10","Sit and Reach","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 4","All Tests - School","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 4","Curl Up","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 4","Mile Run","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 4","Push Up","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 4","Sit and Reach","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 6","All Tests - School","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 6","Curl Up","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 6","Mile Run","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 6","Push Up","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 6","Sit and Reach","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 8","All Tests - School","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 8","Curl Up","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 8","Mile Run","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 8","Push Up","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 8","Sit and Reach","N/A"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 10","All Tests - School",54.3
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 10","Curl Up",78.5
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 10","Mile Run",80.6
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 10","Push Up",89.5
"Southington School District","=""1310011""","Southington High School","=""1316211""","Grade 10","Sit and Reach",86.1
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 4","All Tests - School",69.1
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 4","Curl Up",97.1
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 4","Mile Run",72.1
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 4","Push Up",92.6
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 4","Sit and Reach",97.1
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 6","All Tests - School","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 6","Curl Up","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 6","Mile Run","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 6","Push Up","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 6","Sit and Reach","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 8","All Tests - School","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 8","Curl Up","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 8","Mile Run","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 8","Push Up","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 8","Sit and Reach","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 10","All Tests - School","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 10","Curl Up","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 10","Mile Run","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 10","Push Up","N/A"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Grade 10","Sit and Reach","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 4","All Tests - School",77.6
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 4","Curl Up",94.7
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 4","Mile Run",84.2
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 4","Push Up",94.7
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 4","Sit and Reach",94.7
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 6","All Tests - School","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 6","Curl Up","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 6","Mile Run","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 6","Push Up","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 6","Sit and Reach","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 8","All Tests - School","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 8","Curl Up","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 8","Mile Run","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 8","Push Up","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 8","Sit and Reach","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 10","All Tests - School","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 10","Curl Up","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 10","Mile Run","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 10","Push Up","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Grade 10","Sit and Reach","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 4","All Tests - School",40.3
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 4","Curl Up",80.6
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 4","Mile Run",70.1
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 4","Push Up",85.1
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 4","Sit and Reach",71.6
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 6","All Tests - School","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 6","Curl Up","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 6","Mile Run","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 6","Push Up","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 6","Sit and Reach","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 8","All Tests - School","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 8","Curl Up","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 8","Mile Run","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 8","Push Up","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 8","Sit and Reach","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 10","All Tests - School","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 10","Curl Up","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 10","Mile Run","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 10","Push Up","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Grade 10","Sit and Reach","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 4","All Tests - School",51.4
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 4","Curl Up",56.8
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 4","Mile Run",100.0
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 4","Push Up",89.2
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 4","Sit and Reach",100.0
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 6","All Tests - School",57.1
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 6","Curl Up",67.9
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 6","Mile Run",100.0
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 6","Push Up",67.9
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 6","Sit and Reach",100.0
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 8","All Tests - School",38.5
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 8","Curl Up",42.3
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 8","Mile Run",96.2
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 8","Push Up",84.6
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 8","Sit and Reach",96.2
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 10","All Tests - School","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 10","Curl Up","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 10","Mile Run","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 10","Push Up","N/A"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Grade 10","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 4","All Tests - School",15.2
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 4","Curl Up",43.2
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 4","Mile Run",41.6
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 4","Push Up",28.8
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 4","Sit and Reach",71.2
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 6","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 6","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 6","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 6","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 6","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 8","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 8","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 8","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 8","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 8","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 10","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 10","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 10","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 10","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Grade 10","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 4","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 4","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 4","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 4","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 4","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 6","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 6","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 6","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 6","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 6","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 8","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 8","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 8","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 8","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 8","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 10","All Tests - School",53.4
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 10","Curl Up",89.3
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 10","Mile Run",53.4
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 10","Push Up",88.5
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Grade 10","Sit and Reach",84.7
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 4","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 4","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 4","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 4","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 4","Sit and Reach","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 6","All Tests - School",43.0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 6","Curl Up",95.0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 6","Mile Run",81.0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 6","Push Up",44.0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 6","Sit and Reach",80.0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 8","All Tests - School",51.1
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 8","Curl Up",95.7
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 8","Mile Run",81.6
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 8","Push Up",60.3
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 8","Sit and Reach",89.4
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 10","All Tests - School","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 10","Curl Up","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 10","Mile Run","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 10","Push Up","N/A"
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Grade 10","Sit and Reach","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 4","All Tests - School","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 4","Curl Up","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 4","Mile Run","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 4","Push Up","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 4","Sit and Reach","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 6","All Tests - School","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 6","Curl Up","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 6","Mile Run","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 6","Push Up","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 6","Sit and Reach","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 8","All Tests - School","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 8","Curl Up","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 8","Mile Run","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 8","Push Up","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 8","Sit and Reach","N/A"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 10","All Tests - School","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 10","Curl Up",76.9
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 10","Mile Run","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 10","Push Up",26.9
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Grade 10","Sit and Reach",69.2
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 4","All Tests - School","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 4","Curl Up","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 4","Mile Run","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 4","Push Up","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 4","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 6","All Tests - School",34.9
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 6","Curl Up",75.8
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 6","Mile Run",47.3
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 6","Push Up",79.0
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 6","Sit and Reach",71.0
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 8","All Tests - School",37.9
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 8","Curl Up",86.2
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 8","Mile Run",41.4
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 8","Push Up",67.2
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 8","Sit and Reach",85.6
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 10","All Tests - School","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 10","Curl Up","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 10","Mile Run","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 10","Push Up","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Grade 10","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 4","All Tests - School",11.5
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 4","Curl Up",92.0
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 4","Mile Run",56.3
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 4","Push Up",24.1
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 4","Sit and Reach",88.5
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 6","All Tests - School","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 6","Curl Up","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 6","Mile Run","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 6","Push Up","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 6","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 8","All Tests - School","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 8","Curl Up","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 8","Mile Run","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 8","Push Up","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 8","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 10","All Tests - School","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 10","Curl Up","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 10","Mile Run","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 10","Push Up","N/A"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Grade 10","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 4","All Tests - School","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 4","Curl Up","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 4","Mile Run","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 4","Push Up","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 4","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 6","All Tests - School",50.0
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 6","Curl Up",84.8
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 6","Mile Run",57.9
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 6","Push Up",76.2
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 6","Sit and Reach",88.4
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 8","All Tests - School",29.8
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 8","Curl Up",81.5
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 8","Mile Run",39.9
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 8","Push Up",68.0
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 8","Sit and Reach",79.8
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 10","All Tests - School","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 10","Curl Up","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 10","Mile Run","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 10","Push Up","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Grade 10","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 4","All Tests - School",40.6
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 4","Curl Up",82.8
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 4","Mile Run",51.6
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 4","Push Up",75.0
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 4","Sit and Reach",70.3
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 6","All Tests - School","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 6","Curl Up","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 6","Mile Run","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 6","Push Up","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 6","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 8","All Tests - School","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 8","Curl Up","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 8","Mile Run","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 8","Push Up","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 8","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 10","All Tests - School","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 10","Curl Up","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 10","Mile Run","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 10","Push Up","N/A"
"Stamford School District","=""1350011""","Hart School","=""1352211""","Grade 10","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 4","All Tests - School",25.6
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 4","Curl Up",41.9
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 4","Mile Run",61.6
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 4","Push Up",76.7
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 4","Sit and Reach",96.5
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 6","All Tests - School","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 6","Curl Up","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 6","Mile Run","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 6","Push Up","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 6","Sit and Reach","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 8","All Tests - School","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 8","Curl Up","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 8","Mile Run","N/A"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Grade 8","Push Up","N/A"
