"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","All Grades","Curl Up",87.1
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","All Grades","Mile Run",68.5
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","All Grades","Push Up",68.5
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","All Grades","Sit and Reach",77.4
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","All Grades","All Tests - School",55.3
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","All Grades","Curl Up",82.5
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","All Grades","Mile Run",100.0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","All Grades","Push Up",66.0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","All Grades","Sit and Reach",94.2
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","All Grades","All Tests - School",59.3
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","All Grades","Curl Up",91.1
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","All Grades","Mile Run",92.8
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","All Grades","Push Up",78.3
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","All Grades","Sit and Reach",81.2
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","All Grades","All Tests - School",54.0
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","All Grades","Curl Up",87.4
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","All Grades","Mile Run",73.7
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","All Grades","Push Up",77.3
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","All Grades","Sit and Reach",92.9
"Stamford School District","=""1350011""","Westover School","=""1351411""","All Grades","All Tests - School",25.4
"Stamford School District","=""1350011""","Westover School","=""1351411""","All Grades","Curl Up",61.9
"Stamford School District","=""1350011""","Westover School","=""1351411""","All Grades","Mile Run",100.0
"Stamford School District","=""1350011""","Westover School","=""1351411""","All Grades","Push Up",31.4
"Stamford School District","=""1350011""","Westover School","=""1351411""","All Grades","Sit and Reach",87.3
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","All Grades","All Tests - School",57.9
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","All Grades","Curl Up",78.0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","All Grades","Mile Run",88.1
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","All Grades","Push Up",73.0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","All Grades","Sit and Reach",87.4
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","All Grades","All Tests - School",66.7
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","All Grades","Curl Up",100.0
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","All Grades","Mile Run",92.2
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","All Grades","Push Up",67.8
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","All Grades","Sit and Reach",98.9
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","All Grades","All Tests - School",70.9
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","All Grades","Curl Up",91.3
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","All Grades","Mile Run",84.2
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","All Grades","Push Up",72.4
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","All Grades","Sit and Reach",97.4
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","All Grades","All Tests - School",63.5
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","All Grades","Curl Up",91.8
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","All Grades","Mile Run",85.5
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","All Grades","Push Up",82.4
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","All Grades","Sit and Reach",79.9
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","All Grades","All Tests - School",71.7
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","All Grades","Curl Up",91.7
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","All Grades","Mile Run",72.5
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","All Grades","Push Up",90.0
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","All Grades","Sit and Reach",92.5
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","All Grades","All Tests - School",35.1
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","All Grades","Curl Up",93.0
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","All Grades","Mile Run",59.6
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","All Grades","Push Up",84.2
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","All Grades","Sit and Reach",57.9
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","All Grades","All Tests - School",60.1
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","All Grades","Curl Up",88.5
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","All Grades","Mile Run",69.7
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","All Grades","Push Up",81.7
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","All Grades","Sit and Reach",82.2
"Stratford School District","=""1380011""","Chapel School","=""1380311""","All Grades","All Tests - School",73.5
"Stratford School District","=""1380011""","Chapel School","=""1380311""","All Grades","Curl Up",87.8
"Stratford School District","=""1380011""","Chapel School","=""1380311""","All Grades","Mile Run",91.8
"Stratford School District","=""1380011""","Chapel School","=""1380311""","All Grades","Push Up",85.0
"Stratford School District","=""1380011""","Chapel School","=""1380311""","All Grades","Sit and Reach",88.4
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","All Grades","All Tests - School",39.5
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","All Grades","Curl Up",83.2
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","All Grades","Mile Run",67.6
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","All Grades","Push Up",51.9
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","All Grades","Sit and Reach",81.1
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","All Grades","All Tests - School",81.5
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","All Grades","Curl Up",96.0
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","All Grades","Mile Run",82.1
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","All Grades","Push Up",92.7
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","All Grades","Sit and Reach",92.7
"Stratford School District","=""1380011""","Franklin School","=""1380411""","All Grades","All Tests - School",32.8
"Stratford School District","=""1380011""","Franklin School","=""1380411""","All Grades","Curl Up",90.6
"Stratford School District","=""1380011""","Franklin School","=""1380411""","All Grades","Mile Run",60.9
"Stratford School District","=""1380011""","Franklin School","=""1380411""","All Grades","Push Up",68.8
"Stratford School District","=""1380011""","Franklin School","=""1380411""","All Grades","Sit and Reach",76.6
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","All Grades","All Tests - School",47.4
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","All Grades","Curl Up",87.2
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","All Grades","Mile Run",72.2
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","All Grades","Push Up",80.8
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","All Grades","Sit and Reach",77.8
"Stratford School District","=""1380011""","Lordship School","=""1380811""","All Grades","All Tests - School",71.8
"Stratford School District","=""1380011""","Lordship School","=""1380811""","All Grades","Curl Up",87.3
"Stratford School District","=""1380011""","Lordship School","=""1380811""","All Grades","Mile Run",98.6
"Stratford School District","=""1380011""","Lordship School","=""1380811""","All Grades","Push Up",74.6
"Stratford School District","=""1380011""","Lordship School","=""1380811""","All Grades","Sit and Reach",88.7
"Stratford School District","=""1380011""","Nichols School","=""1380911""","All Grades","All Tests - School",60.3
"Stratford School District","=""1380011""","Nichols School","=""1380911""","All Grades","Curl Up",94.9
"Stratford School District","=""1380011""","Nichols School","=""1380911""","All Grades","Mile Run",85.3
"Stratford School District","=""1380011""","Nichols School","=""1380911""","All Grades","Push Up",75.0
"Stratford School District","=""1380011""","Nichols School","=""1380911""","All Grades","Sit and Reach",88.2
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","All Grades","All Tests - School",79.3
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","All Grades","Curl Up",89.3
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","All Grades","Mile Run",90.5
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","All Grades","Push Up",92.9
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","All Grades","Sit and Reach",95.9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","All Grades","All Tests - School",71.4
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","All Grades","Curl Up",91.4
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","All Grades","Mile Run",90.5
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","All Grades","Push Up",81.9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","All Grades","Sit and Reach",85.7
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","All Grades","All Tests - School",45.8
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","All Grades","Curl Up",84.1
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","All Grades","Mile Run",61.2
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","All Grades","Push Up",78.4
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","All Grades","Sit and Reach",74.4
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","All Grades","All Tests - School",67.6
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","All Grades","Curl Up",91.2
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","All Grades","Mile Run",83.3
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","All Grades","Push Up",84.3
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","All Grades","Sit and Reach",89.2
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","All Grades","All Tests - School",53.1
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","All Grades","Curl Up",85.3
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","All Grades","Mile Run",83.2
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","All Grades","Push Up",67.8
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","All Grades","Sit and Reach",83.2
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","All Grades","All Tests - School",63.9
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","All Grades","Curl Up",100.0
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","All Grades","Mile Run",76.4
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","All Grades","Push Up",77.8
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","All Grades","Sit and Reach",84.7
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","All Grades","All Tests - School",46.0
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","All Grades","Curl Up",75.5
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","All Grades","Mile Run",72.3
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","All Grades","Push Up",65.6
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","All Grades","Sit and Reach",83.1
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","All Grades","All Tests - School",31.9
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","All Grades","Curl Up",73.4
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","All Grades","Mile Run",46.8
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","All Grades","Push Up",73.4
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","All Grades","Sit and Reach",88.3
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","All Grades","All Tests - School",31.8
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","All Grades","Curl Up",48.9
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","All Grades","Mile Run",71.0
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","All Grades","Push Up",63.6
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","All Grades","Sit and Reach",76.1
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","All Grades","All Tests - School",31.1
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","All Grades","Curl Up",63.3
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","All Grades","Mile Run",80.0
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","All Grades","Push Up",45.6
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","All Grades","Sit and Reach",76.1
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","All Grades","All Tests - School",56.1
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","All Grades","Curl Up",82.0
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","All Grades","Mile Run",72.7
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","All Grades","Push Up",64.0
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","All Grades","Sit and Reach",81.3
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","All Grades","All Tests - School",43.8
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","All Grades","Curl Up",82.5
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","All Grades","Mile Run",57.5
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","All Grades","Push Up",63.8
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","All Grades","Sit and Reach",82.5
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","All Grades","All Tests - School",40.6
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","All Grades","Curl Up",79.7
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","All Grades","Mile Run",57.3
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","All Grades","Push Up",51.0
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","All Grades","Sit and Reach",84.6
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","All Grades","All Tests - School",45.1
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","All Grades","Curl Up",72.5
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","All Grades","Mile Run",76.5
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","All Grades","Push Up",47.1
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","All Grades","Sit and Reach",88.2
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","All Grades","All Tests - School",64.2
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","All Grades","Curl Up",94.3
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","All Grades","Mile Run",75.6
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","All Grades","Push Up",77.8
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","All Grades","Sit and Reach",87.5
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","All Grades","All Tests - School",29.2
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","All Grades","Curl Up",98.4
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","All Grades","Mile Run",74.6
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","All Grades","Push Up",42.2
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","All Grades","Sit and Reach",71.9
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","All Grades","All Tests - School",69.4
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","All Grades","Curl Up",96.1
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","All Grades","Mile Run",80.7
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","All Grades","Push Up",83.4
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","All Grades","Sit and Reach",84.6
"Torrington School District","=""1430011""","East School","=""1430111""","All Grades","All Tests - School",66.1
"Torrington School District","=""1430011""","East School","=""1430111""","All Grades","Curl Up",94.9
"Torrington School District","=""1430011""","East School","=""1430111""","All Grades","Mile Run",74.6
"Torrington School District","=""1430011""","East School","=""1430111""","All Grades","Push Up",89.8
"Torrington School District","=""1430011""","East School","=""1430111""","All Grades","Sit and Reach",88.1
"Torrington School District","=""1430011""","Forbes School","=""1430211""","All Grades","All Tests - School",44.9
"Torrington School District","=""1430011""","Forbes School","=""1430211""","All Grades","Curl Up",65.2
"Torrington School District","=""1430011""","Forbes School","=""1430211""","All Grades","Mile Run",69.6
"Torrington School District","=""1430011""","Forbes School","=""1430211""","All Grades","Push Up",73.9
"Torrington School District","=""1430011""","Forbes School","=""1430211""","All Grades","Sit and Reach",94.2
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","All Grades","All Tests - School","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","All Grades","Curl Up","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","All Grades","Mile Run","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","All Grades","Push Up","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","All Grades","Sit and Reach","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","All Grades","All Tests - School",48.8
"Torrington School District","=""1430011""","Southwest School","=""1430811""","All Grades","Curl Up",90.7
"Torrington School District","=""1430011""","Southwest School","=""1430811""","All Grades","Mile Run",79.1
"Torrington School District","=""1430011""","Southwest School","=""1430811""","All Grades","Push Up",69.8
"Torrington School District","=""1430011""","Southwest School","=""1430811""","All Grades","Sit and Reach",76.7
"Torrington School District","=""1430011""","Torringford School","=""1430911""","All Grades","All Tests - School",52.3
"Torrington School District","=""1430011""","Torringford School","=""1430911""","All Grades","Curl Up",84.4
"Torrington School District","=""1430011""","Torringford School","=""1430911""","All Grades","Mile Run",83.6
"Torrington School District","=""1430011""","Torringford School","=""1430911""","All Grades","Push Up",74.2
"Torrington School District","=""1430011""","Torringford School","=""1430911""","All Grades","Sit and Reach",85.2
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","All Grades","All Tests - School",64.2
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","All Grades","Curl Up",94.1
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","All Grades","Mile Run",79.4
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","All Grades","Push Up",80.9
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","All Grades","Sit and Reach",84.3
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","All Grades","All Tests - School",18.3
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","All Grades","Curl Up",83.0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","All Grades","Mile Run",27.6
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","All Grades","Push Up",53.9
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","All Grades","Sit and Reach",74.9
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","All Grades","All Tests - School",36.2
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","All Grades","Curl Up",82.6
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","All Grades","Mile Run",52.2
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","All Grades","Push Up",60.9
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","All Grades","Sit and Reach",76.8
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","All Grades","All Tests - School",39.0
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","All Grades","Curl Up",77.0
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","All Grades","Mile Run",62.0
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","All Grades","Push Up",61.0
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","All Grades","Sit and Reach",98.0
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","All Grades","All Tests - School",80.4
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","All Grades","Curl Up",92.4
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","All Grades","Mile Run",98.9
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","All Grades","Push Up",90.2
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","All Grades","Sit and Reach",95.7
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","All Grades","All Tests - School",67.1
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","All Grades","Curl Up",91.8
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","All Grades","Mile Run",86.3
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","All Grades","Push Up",83.6
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","All Grades","Sit and Reach",87.7
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","All Grades","All Tests - School",62.0
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","All Grades","Curl Up",84.8
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","All Grades","Mile Run",89.1
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","All Grades","Push Up",80.4
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","All Grades","Sit and Reach",90.2
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","All Grades","All Tests - School",70.8
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","All Grades","Curl Up",86.3
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","All Grades","Mile Run",89.6
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","All Grades","Push Up",87.6
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","All Grades","Sit and Reach",90.4
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","All Grades","All Tests - School",55.6
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","All Grades","Curl Up",88.9
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","All Grades","Mile Run",77.8
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","All Grades","Push Up",66.7
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","All Grades","Sit and Reach",77.8
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","All Grades","All Tests - School",60.8
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","All Grades","Curl Up",79.1
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","All Grades","Mile Run",78.3
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","All Grades","Push Up",83.9
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","All Grades","Sit and Reach",84.8
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","All Grades","All Tests - School",54.5
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","All Grades","Curl Up",93.2
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","All Grades","Mile Run",61.4
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","All Grades","Push Up",68.2
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","All Grades","Sit and Reach",90.9
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","All Grades","All Tests - School",54.0
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","All Grades","Curl Up",92.1
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","All Grades","Mile Run",69.8
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","All Grades","Push Up",76.2
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","All Grades","Sit and Reach",98.4
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","All Grades","All Tests - School",67.8
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","All Grades","Curl Up",95.1
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","All Grades","Mile Run",81.8
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","All Grades","Push Up",93.0
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","All Grades","Sit and Reach",85.3
"Union School District","=""1450011""","Union Elementary School","=""1450111""","All Grades","All Tests - School",91.4
"Union School District","=""1450011""","Union Elementary School","=""1450111""","All Grades","Curl Up",100.0
"Union School District","=""1450011""","Union Elementary School","=""1450111""","All Grades","Mile Run",91.4
"Union School District","=""1450011""","Union Elementary School","=""1450111""","All Grades","Push Up",100.0
"Union School District","=""1450011""","Union Elementary School","=""1450111""","All Grades","Sit and Reach",100.0
"Vernon School District","=""1460011""","Center Road School","=""1461411""","All Grades","All Tests - School",51.9
"Vernon School District","=""1460011""","Center Road School","=""1461411""","All Grades","Curl Up",75.9
"Vernon School District","=""1460011""","Center Road School","=""1461411""","All Grades","Mile Run",64.6
"Vernon School District","=""1460011""","Center Road School","=""1461411""","All Grades","Push Up",69.6
"Vernon School District","=""1460011""","Center Road School","=""1461411""","All Grades","Sit and Reach",94.9
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","All Grades","All Tests - School",62.5
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","All Grades","Curl Up",84.4
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","All Grades","Mile Run",68.8
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","All Grades","Push Up",81.3
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","All Grades","Sit and Reach",90.6
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","All Grades","All Tests - School",0.0
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","All Grades","Curl Up","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","All Grades","Mile Run","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","All Grades","Push Up","*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","All Grades","Sit and Reach","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","All Grades","All Tests - School",52.6
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","All Grades","Curl Up",92.1
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","All Grades","Mile Run",57.9
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","All Grades","Push Up",76.3
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","All Grades","Sit and Reach",100.0
"Vernon School District","=""1460011""","Northeast School","=""1460311""","All Grades","All Tests - School",56.8
"Vernon School District","=""1460011""","Northeast School","=""1460311""","All Grades","Curl Up",94.6
"Vernon School District","=""1460011""","Northeast School","=""1460311""","All Grades","Mile Run",70.3
"Vernon School District","=""1460011""","Northeast School","=""1460311""","All Grades","Push Up",94.6
"Vernon School District","=""1460011""","Northeast School","=""1460311""","All Grades","Sit and Reach",81.1
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","All Grades","All Tests - School",46.1
