"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools, Push Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","All Grades","Push Up",85.9
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","All Grades","Push Up",76.5
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","All Grades","Push Up",94.9
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","All Grades","Push Up",90.3
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","All Grades","Push Up",96.1
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","All Grades","Push Up",66.0
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","All Grades","Push Up",76.8
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","All Grades","Push Up",91.7
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","All Grades","Push Up",86.6
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","All Grades","Push Up",78.0
"West Hartford School District","=""1550011""","Morley School","=""1550911""","All Grades","Push Up",91.5
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","All Grades","Push Up",81.3
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","All Grades","Push Up",72.3
"West Hartford School District","=""1550011""","Smith School","=""1551711""","All Grades","Push Up",85.7
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","All Grades","Push Up",66.2
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","All Grades","Push Up",84.7
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","All Grades","Push Up",67.6
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","All Grades","Push Up",25.7
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","All Grades","Push Up",41.0
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","All Grades","Push Up",54.3
"West Haven School District","=""1560011""","Forest School","=""1560311""","All Grades","Push Up",42.2
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","All Grades","Push Up",46.7
"West Haven School District","=""1560011""","PACE","=""1560211""","All Grades","Push Up",0.0
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","All Grades","Push Up",35.5
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","All Grades","Push Up",30.2
"West Haven School District","=""1560011""","Washington School","=""1561211""","All Grades","Push Up",61.3
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","All Grades","Push Up",64.2
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","All Grades","Push Up",88.1
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","All Grades","Push Up",82.3
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","All Grades","Push Up",64.9
"Weston School District","=""1570011""","Weston High School","=""1576111""","All Grades","Push Up",79.2
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","All Grades","Push Up",90.9
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","All Grades","Push Up",83.4
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","All Grades","Push Up",84.0
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","All Grades","Push Up",64.3
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","All Grades","Push Up",68.7
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","All Grades","Push Up",63.0
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","All Grades","Push Up",62.2
"Westport School District","=""1580011""","Long Lots School","=""1580711""","All Grades","Push Up",75.5
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","All Grades","Push Up",74.4
"Westport School District","=""1580011""","Staples High School","=""1586111""","All Grades","Push Up",86.4
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","All Grades","Push Up",63.5
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","All Grades","Push Up",58.4
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","All Grades","Push Up",75.9
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","All Grades","Push Up",68.0
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","All Grades","Push Up",64.0
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","All Grades","Push Up",70.9
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","All Grades","Push Up",82.4
"Willington School District","=""1600011""","Center School","=""1600111""","All Grades","Push Up",84.8
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","All Grades","Push Up",61.6
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","All Grades","Push Up",94.4
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","All Grades","Push Up",96.1
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","All Grades","Push Up",86.3
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","All Grades","Push Up",88.6
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","All Grades","Push Up",82.7
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","All Grades","Push Up",88.5
"Windham School District","=""1630011""","Natchaug School","=""1630111""","All Grades","Push Up",58.9
"Windham School District","=""1630011""","North Windham School","=""1630311""","All Grades","Push Up",73.5
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","All Grades","Push Up",68.6
"Windham School District","=""1630011""","Windham Center School","=""1630511""","All Grades","Push Up",87.8
"Windham School District","=""1630011""","Windham High School","=""1636111""","All Grades","Push Up",61.9
"Windham School District","=""1630011""","Windham Middle School","=""1635111""","All Grades","Push Up",65.2
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","All Grades","Push Up","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","All Grades","Push Up",46.6
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","All Grades","Push Up",90.5
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""","All Grades","Push Up",57.0
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","All Grades","Push Up",70.6
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","All Grades","Push Up",81.3
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","All Grades","Push Up",60.5
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","All Grades","Push Up",59.0
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","All Grades","Push Up",69.4
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""","All Grades","Push Up",65.2
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""","All Grades","Push Up",84.7
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","All Grades","Push Up",76.4
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","All Grades","Push Up",93.3
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","All Grades","Push Up",77.3
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","All Grades","Push Up",86.2
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","All Grades","Push Up",75.9
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""","All Grades","Push Up",78.8

