"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (3-level"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","F",41,"*","*","*","*","*","*","*","*","*","*",480
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","N",203,25,12.3,33,16.3,123,60.6,22,10.8,145,71.4,520
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","N",190,12,6.3,19,10.0,128,67.4,31,16.3,159,83.7,545
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","F",146,80,54.8,36,24.7,"*","*","*","*",30,20.5,421
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","N",67,30,44.8,18,26.9,"*","*","*","*",19,28.4,448
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","R",25,9,36.0,7,28.0,9,36.0,0,0.0,9,36.0,446
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","F",10,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","F",153,84,54.9,33,21.6,"*","*","*","*","*","*",423
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","N",76,"*","*","*","*",33,43.4,"*","*","*","*",480
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","F",46,14,30.4,"*","*","*","*","*","*","*","*",458
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","N",55,"*","*",15,27.3,30,54.5,"*","*","*","*",520
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","F",144,32,22.2,51,35.4,54,37.5,7,4.9,61,42.4,470
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N",43,"*","*","*","*","*","*","*","*","*","*",474
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","F",149,75,50.3,41,27.5,"*","*","*","*",33,22.1,420
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","N",66,"*","*","*","*","*","*","*","*","*","*",446
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","R",19,"*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","F","*",7,25.9,"*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","N",172,"*","*","*","*",114,66.3,28,16.3,142,82.6,544
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","F",40,"*","*","*","*","*","*","*","*","*","*",483
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","N",146,17,11.6,22,15.1,88,60.3,19,13.0,107,73.3,525
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","F",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","F",71,20,28.2,"*","*","*","*","*","*","*","*",466
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","N",269,"*","*","*","*",139,51.7,90,33.5,229,85.1,580
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","F",48,"*","*","*","*","*","*","*","*","*","*",494
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","N",304,16,5.3,26,8.6,133,43.8,129,42.4,262,86.2,593
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","F",139,53,38.1,45,32.4,"*","*","*","*",41,29.5,443
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","N",136,22,16.2,"*","*",72,52.9,"*","*","*","*",505
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","R",20,7,35.0,"*","*",7,35.0,"*","*","*","*",456
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","N",62,6,9.7,11,17.7,38,61.3,7,11.3,45,72.6,526
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","N",192,17,8.9,11,5.7,89,46.4,75,39.1,164,85.4,587
"Weston School District","=""1570011""","Weston High School","=""1576111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","N",412,20,4.9,12,2.9,192,46.6,188,45.6,380,92.2,601
"Westport School District","=""1580011""","Staples High School","=""1586111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","N",210,"*","*",31,14.8,126,60.0,"*","*","*","*",533
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N",319,9,2.8,13,4.1,156,48.9,141,44.2,297,93.1,606
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","F",77,39,50.6,21,27.3,"*","*","*","*",17,22.1,422
"Windham School District","=""1630011""","Windham High School","=""1636111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Windham High School","=""1636111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","F","*",8,27.6,"*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","N",52,"*","*",15,28.8,29,55.8,"*","*","*","*",508
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Spark","=""1640311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","F",63,"*","*",26,41.3,22,34.9,"*","*","*","*",463
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","N",172,"*","*",36,20.9,90,52.3,"*","*","*","*",524
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","R",22,7,31.8,7,31.8,8,36.4,0,0.0,8,36.4,453
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","F",28,"*","*","*","*","*","*",0,0.0,"*","*",486
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","N",147,"*","*",23,15.6,88,59.9,"*","*","*","*",547
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","N",250,"*","*","*","*","*","*","*","*","*","*",543
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","R",8,"*","*","*","*","*","*","*","*","*","*","*"

