"Primary Disability (K-12), 2014-15"
"All Districts"

"",,,"2014-15",,
"Winchester School District","=""1620011""","All Disabilities",232,19.2,100.0
"Winchester School District","=""1620011""","Autism",37,3.1,15.9
"Winchester School District","=""1620011""","Emotional Disturbance",21,1.7,9.1
"Winchester School District","=""1620011""","Intellectual Disability",8,0.7,3.4
"Winchester School District","=""1620011""","Learning Disability",64,5.3,27.6
"Winchester School District","=""1620011""","Other Disabilities",15,1.2,6.5
"Winchester School District","=""1620011""","Other Health Impairment",49,4.1,21.1
"Winchester School District","=""1620011""","Speech Language Impairment",38,3.1,16.4
"Windham School District","=""1630011""","All Disabilities",501,16.3,100.0
"Windham School District","=""1630011""","Autism",50,1.6,10.0
"Windham School District","=""1630011""","Emotional Disturbance",67,2.2,13.4
"Windham School District","=""1630011""","Intellectual Disability",23,0.7,4.6
"Windham School District","=""1630011""","Learning Disability",146,4.7,29.1
"Windham School District","=""1630011""","Other Disabilities",43,1.4,8.6
"Windham School District","=""1630011""","Other Health Impairment",82,2.7,16.4
"Windham School District","=""1630011""","Speech Language Impairment",90,2.9,18.0
"Windsor Locks School District","=""1650011""","All Disabilities",205,12.2,100.0
"Windsor Locks School District","=""1650011""","Autism",18,1.1,8.8
"Windsor Locks School District","=""1650011""","Emotional Disturbance",24,1.4,11.7
"Windsor Locks School District","=""1650011""","Intellectual Disability",12,0.7,5.9
"Windsor Locks School District","=""1650011""","Learning Disability",93,5.5,45.4
"Windsor Locks School District","=""1650011""","Other Disabilities",6,0.4,2.9
"Windsor Locks School District","=""1650011""","Other Health Impairment",39,2.3,19.0
"Windsor Locks School District","=""1650011""","Speech Language Impairment",13,0.8,6.3
"Windsor School District","=""1640011""","All Disabilities",588,15.6,100.0
"Windsor School District","=""1640011""","Autism",59,1.6,10.0
"Windsor School District","=""1640011""","Emotional Disturbance",44,1.2,7.5
"Windsor School District","=""1640011""","Intellectual Disability",14,0.4,2.4
"Windsor School District","=""1640011""","Learning Disability",177,4.7,30.1
"Windsor School District","=""1640011""","Other Disabilities",149,3.9,25.3
"Windsor School District","=""1640011""","Other Health Impairment",89,2.4,15.1
"Windsor School District","=""1640011""","Speech Language Impairment",56,1.5,9.5
"Wolcott School District","=""1660011""","All Disabilities",229,9.3,100.0
"Wolcott School District","=""1660011""","Autism",23,0.9,10.0
"Wolcott School District","=""1660011""","Emotional Disturbance",22,0.9,9.6
"Wolcott School District","=""1660011""","Intellectual Disability",13,0.5,5.7
"Wolcott School District","=""1660011""","Learning Disability",87,3.5,38.0
"Wolcott School District","=""1660011""","Other Disabilities",10,0.4,4.4
"Wolcott School District","=""1660011""","Other Health Impairment",50,2.0,21.8
"Wolcott School District","=""1660011""","Speech Language Impairment",24,1.0,10.5
"Woodbridge School District","=""1670011""","All Disabilities",63,8.1,100.0
"Woodbridge School District","=""1670011""","Autism",6,0.8,9.5
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability","*","*","*"
"Woodbridge School District","=""1670011""","Learning Disability",19,2.4,30.2
"Woodbridge School District","=""1670011""","Other Disabilities","*","*","*"
"Woodbridge School District","=""1670011""","Other Health Impairment",17,2.2,27.0
"Woodbridge School District","=""1670011""","Speech Language Impairment",14,1.8,22.2
"Woodstock School District","=""1690011""","All Disabilities",113,9.0,100.0
"Woodstock School District","=""1690011""","Autism",14,1.1,12.4
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability",6,0.5,5.3
"Woodstock School District","=""1690011""","Learning Disability",62,4.9,54.9
"Woodstock School District","=""1690011""","Other Disabilities","*","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment",12,1.0,10.6
"Woodstock School District","=""1690011""","Speech Language Impairment",14,1.1,12.4

