"Primary Disability (K-12), 2011-12"
"All Districts"

"",,,"2011-12",,
"Winchester School District","=""1620011""","Speech Language Impairment",48,3.6,18.5
"Windham School District","=""1630011""","All Disabilities",527,16.9,100.0
"Windham School District","=""1630011""","Autism",38,1.2,7.2
"Windham School District","=""1630011""","Emotional Disturbance",89,2.9,16.9
"Windham School District","=""1630011""","Intellectual Disability",35,1.1,6.6
"Windham School District","=""1630011""","Learning Disability",153,4.9,29.0
"Windham School District","=""1630011""","Other Disabilities",46,1.5,8.7
"Windham School District","=""1630011""","Other Health Impairment",88,2.8,16.7
"Windham School District","=""1630011""","Speech Language Impairment",78,2.5,14.8
"Windsor Locks School District","=""1650011""","All Disabilities",212,11.5,100.0
"Windsor Locks School District","=""1650011""","Autism",23,1.3,10.8
"Windsor Locks School District","=""1650011""","Emotional Disturbance",14,0.8,6.6
"Windsor Locks School District","=""1650011""","Intellectual Disability",15,0.8,7.1
"Windsor Locks School District","=""1650011""","Learning Disability",102,5.5,48.1
"Windsor Locks School District","=""1650011""","Other Disabilities",11,0.6,5.2
"Windsor Locks School District","=""1650011""","Other Health Impairment",35,1.9,16.5
"Windsor Locks School District","=""1650011""","Speech Language Impairment",12,0.7,5.7
"Windsor School District","=""1640011""","All Disabilities",542,13.7,100.0
"Windsor School District","=""1640011""","Autism",52,1.3,9.6
"Windsor School District","=""1640011""","Emotional Disturbance",39,1.0,7.2
"Windsor School District","=""1640011""","Intellectual Disability",18,0.5,3.3
"Windsor School District","=""1640011""","Learning Disability",192,4.8,35.4
"Windsor School District","=""1640011""","Other Disabilities",110,2.8,20.3
"Windsor School District","=""1640011""","Other Health Impairment",73,1.8,13.5
"Windsor School District","=""1640011""","Speech Language Impairment",58,1.5,10.7
"Wolcott School District","=""1660011""","All Disabilities",247,8.9,100.0
"Wolcott School District","=""1660011""","Autism",22,0.8,8.9
"Wolcott School District","=""1660011""","Emotional Disturbance",19,0.7,7.7
"Wolcott School District","=""1660011""","Intellectual Disability",16,0.6,6.5
"Wolcott School District","=""1660011""","Learning Disability",77,2.8,31.2
"Wolcott School District","=""1660011""","Other Disabilities",16,0.6,6.5
"Wolcott School District","=""1660011""","Other Health Impairment",58,2.1,23.5
"Wolcott School District","=""1660011""","Speech Language Impairment",39,1.4,15.8
"Woodbridge School District","=""1670011""","All Disabilities",64,8.9,100.0
"Woodbridge School District","=""1670011""","Autism",9,1.3,14.1
"Woodbridge School District","=""1670011""","Emotional Disturbance",7,1.0,10.9
"Woodbridge School District","=""1670011""","Intellectual Disability","*","*","*"
"Woodbridge School District","=""1670011""","Learning Disability",13,1.8,20.3
"Woodbridge School District","=""1670011""","Other Disabilities","*","*","*"
"Woodbridge School District","=""1670011""","Other Health Impairment",15,2.1,23.4
"Woodbridge School District","=""1670011""","Speech Language Impairment",18,2.5,28.1
"Woodstock School District","=""1690011""","All Disabilities",86,6.6,100.0
"Woodstock School District","=""1690011""","Autism",9,0.7,10.5
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability","*","*","*"
"Woodstock School District","=""1690011""","Learning Disability",42,3.2,48.8
"Woodstock School District","=""1690011""","Other Disabilities","*","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment",7,0.5,8.1
"Woodstock School District","=""1690011""","Speech Language Impairment",15,1.2,17.4

