"Primary Disability (K-12), 2015-16"
"All Districts"

"",,,"2015-16",,
"Winchester School District","=""1620011""","Other Disabilities",16,1.4,6.4
"Winchester School District","=""1620011""","Other Health Impairment",52,4.4,20.9
"Winchester School District","=""1620011""","Speech Language Impairment",41,3.5,16.5
"Windham School District","=""1630011""","All Disabilities",527,16.6,100.0
"Windham School District","=""1630011""","Autism",51,1.6,9.7
"Windham School District","=""1630011""","Emotional Disturbance",64,2.0,12.1
"Windham School District","=""1630011""","Intellectual Disability",24,0.8,4.6
"Windham School District","=""1630011""","Learning Disability",161,5.1,30.6
"Windham School District","=""1630011""","Other Disabilities",43,1.4,8.2
"Windham School District","=""1630011""","Other Health Impairment",91,2.9,17.3
"Windham School District","=""1630011""","Speech Language Impairment",93,2.9,17.6
"Windsor Locks School District","=""1650011""","All Disabilities",239,14.3,100.0
"Windsor Locks School District","=""1650011""","Autism",28,1.7,11.7
"Windsor Locks School District","=""1650011""","Emotional Disturbance",21,1.3,8.8
"Windsor Locks School District","=""1650011""","Intellectual Disability",11,0.7,4.6
"Windsor Locks School District","=""1650011""","Learning Disability",101,6.0,42.3
"Windsor Locks School District","=""1650011""","Other Disabilities",14,0.8,5.9
"Windsor Locks School District","=""1650011""","Other Health Impairment",46,2.7,19.2
"Windsor Locks School District","=""1650011""","Speech Language Impairment",18,1.1,7.5
"Windsor School District","=""1640011""","All Disabilities",604,15.9,100.0
"Windsor School District","=""1640011""","Autism",66,1.7,10.9
"Windsor School District","=""1640011""","Emotional Disturbance",46,1.2,7.6
"Windsor School District","=""1640011""","Intellectual Disability",16,0.4,2.6
"Windsor School District","=""1640011""","Learning Disability",181,4.8,30.0
"Windsor School District","=""1640011""","Other Disabilities",148,3.9,24.5
"Windsor School District","=""1640011""","Other Health Impairment",102,2.7,16.9
"Windsor School District","=""1640011""","Speech Language Impairment",45,1.2,7.5
"Wolcott School District","=""1660011""","All Disabilities",257,10.6,100.0
"Wolcott School District","=""1660011""","Autism",26,1.1,10.1
"Wolcott School District","=""1660011""","Emotional Disturbance",19,0.8,7.4
"Wolcott School District","=""1660011""","Intellectual Disability",12,0.5,4.7
"Wolcott School District","=""1660011""","Learning Disability",104,4.3,40.5
"Wolcott School District","=""1660011""","Other Disabilities",17,0.7,6.6
"Wolcott School District","=""1660011""","Other Health Impairment",53,2.2,20.6
"Wolcott School District","=""1660011""","Speech Language Impairment",26,1.1,10.1
"Woodbridge School District","=""1670011""","All Disabilities",63,8.3,100.0
"Woodbridge School District","=""1670011""","Autism",7,0.9,11.1
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability","*","*","*"
"Woodbridge School District","=""1670011""","Learning Disability",21,2.8,33.3
"Woodbridge School District","=""1670011""","Other Disabilities","*","*","*"
"Woodbridge School District","=""1670011""","Other Health Impairment",13,1.7,20.6
"Woodbridge School District","=""1670011""","Speech Language Impairment",12,1.6,19.0
"Woodstock School District","=""1690011""","All Disabilities",116,9.3,100.0
"Woodstock School District","=""1690011""","Autism",14,1.1,12.1
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability",6,0.5,5.2
"Woodstock School District","=""1690011""","Learning Disability",62,5.0,53.4
"Woodstock School District","=""1690011""","Other Disabilities","*","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment",11,0.9,9.5
"Woodstock School District","=""1690011""","Speech Language Impairment",17,1.4,14.7

