"Primary Disability (K-12), 2010-11"
"All Districts"

"",,,"2010-11",,
"Winchester School District","=""1620011""","Learning Disability",72,5.3,29.5
"Winchester School District","=""1620011""","Other Disabilities",15,1.1,6.1
"Winchester School District","=""1620011""","Other Health Impairment",45,3.3,18.4
"Winchester School District","=""1620011""","Speech Language Impairment",41,3.0,16.8
"Windham School District","=""1630011""","All Disabilities",553,17.4,100.0
"Windham School District","=""1630011""","Autism",36,1.1,6.5
"Windham School District","=""1630011""","Emotional Disturbance",103,3.2,18.6
"Windham School District","=""1630011""","Intellectual Disability",42,1.3,7.6
"Windham School District","=""1630011""","Learning Disability",155,4.9,28.0
"Windham School District","=""1630011""","Other Disabilities",36,1.1,6.5
"Windham School District","=""1630011""","Other Health Impairment",91,2.9,16.5
"Windham School District","=""1630011""","Speech Language Impairment",90,2.8,16.3
"Windsor Locks School District","=""1650011""","All Disabilities",199,10.8,100.0
"Windsor Locks School District","=""1650011""","Autism",25,1.4,12.6
"Windsor Locks School District","=""1650011""","Emotional Disturbance",9,0.5,4.5
"Windsor Locks School District","=""1650011""","Intellectual Disability",16,0.9,8.0
"Windsor Locks School District","=""1650011""","Learning Disability",79,4.3,39.7
"Windsor Locks School District","=""1650011""","Other Disabilities",11,0.6,5.5
"Windsor Locks School District","=""1650011""","Other Health Impairment",36,1.9,18.1
"Windsor Locks School District","=""1650011""","Speech Language Impairment",23,1.2,11.6
"Windsor School District","=""1640011""","All Disabilities",508,12.5,100.0
"Windsor School District","=""1640011""","Autism",52,1.3,10.2
"Windsor School District","=""1640011""","Emotional Disturbance",45,1.1,8.9
"Windsor School District","=""1640011""","Intellectual Disability",16,0.4,3.1
"Windsor School District","=""1640011""","Learning Disability",179,4.4,35.2
"Windsor School District","=""1640011""","Other Disabilities",96,2.4,18.9
"Windsor School District","=""1640011""","Other Health Impairment",56,1.4,11.0
"Windsor School District","=""1640011""","Speech Language Impairment",64,1.6,12.6
"Wolcott School District","=""1660011""","All Disabilities",256,9.0,100.0
"Wolcott School District","=""1660011""","Autism",24,0.8,9.4
"Wolcott School District","=""1660011""","Emotional Disturbance",19,0.7,7.4
"Wolcott School District","=""1660011""","Intellectual Disability",15,0.5,5.9
"Wolcott School District","=""1660011""","Learning Disability",86,3.0,33.6
"Wolcott School District","=""1660011""","Other Disabilities",14,0.5,5.5
"Wolcott School District","=""1660011""","Other Health Impairment",55,1.9,21.5
"Wolcott School District","=""1660011""","Speech Language Impairment",43,1.5,16.8
"Woodbridge School District","=""1670011""","All Disabilities",63,8.9,100.0
"Woodbridge School District","=""1670011""","Autism","*","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability","*","*","*"
"Woodbridge School District","=""1670011""","Learning Disability",20,2.8,31.7
"Woodbridge School District","=""1670011""","Other Disabilities","*","*","*"
"Woodbridge School District","=""1670011""","Other Health Impairment",14,2.0,22.2
"Woodbridge School District","=""1670011""","Speech Language Impairment",16,2.3,25.4
"Woodstock School District","=""1690011""","All Disabilities",90,6.6,100.0
"Woodstock School District","=""1690011""","Autism",10,0.7,11.1
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability",8,0.6,8.9
"Woodstock School District","=""1690011""","Learning Disability",42,3.1,46.7
"Woodstock School District","=""1690011""","Other Disabilities","*","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment",8,0.6,8.9
"Woodstock School District","=""1690011""","Speech Language Impairment",16,1.2,17.8

