"Primary Disability (K-12), 2012-13"
"All Districts"

"",,,"2012-13",,
"Windham School District","=""1630011""","All Disabilities",508,16.4,100.0
"Windham School District","=""1630011""","Autism",46,1.5,9.1
"Windham School District","=""1630011""","Emotional Disturbance",84,2.7,16.5
"Windham School District","=""1630011""","Intellectual Disability",31,1.0,6.1
"Windham School District","=""1630011""","Learning Disability",144,4.7,28.3
"Windham School District","=""1630011""","Other Disabilities",32,1.0,6.3
"Windham School District","=""1630011""","Other Health Impairment",82,2.7,16.1
"Windham School District","=""1630011""","Speech Language Impairment",89,2.9,17.5
"Windsor Locks School District","=""1650011""","All Disabilities",205,11.3,100.0
"Windsor Locks School District","=""1650011""","Autism",21,1.2,10.2
"Windsor Locks School District","=""1650011""","Emotional Disturbance",13,0.7,6.3
"Windsor Locks School District","=""1650011""","Intellectual Disability",17,0.9,8.3
"Windsor Locks School District","=""1650011""","Learning Disability",93,5.1,45.4
"Windsor Locks School District","=""1650011""","Other Disabilities",10,0.6,4.9
"Windsor Locks School District","=""1650011""","Other Health Impairment",39,2.1,19.0
"Windsor Locks School District","=""1650011""","Speech Language Impairment",12,0.7,5.9
"Windsor School District","=""1640011""","All Disabilities",586,14.9,100.0
"Windsor School District","=""1640011""","Autism",57,1.4,9.7
"Windsor School District","=""1640011""","Emotional Disturbance",41,1.0,7.0
"Windsor School District","=""1640011""","Intellectual Disability",17,0.4,2.9
"Windsor School District","=""1640011""","Learning Disability",195,4.9,33.3
"Windsor School District","=""1640011""","Other Disabilities",122,3.1,20.8
"Windsor School District","=""1640011""","Other Health Impairment",83,2.1,14.2
"Windsor School District","=""1640011""","Speech Language Impairment",71,1.8,12.1
"Wolcott School District","=""1660011""","All Disabilities",231,8.6,100.0
"Wolcott School District","=""1660011""","Autism",21,0.8,9.1
"Wolcott School District","=""1660011""","Emotional Disturbance",20,0.7,8.7
"Wolcott School District","=""1660011""","Intellectual Disability",16,0.6,6.9
"Wolcott School District","=""1660011""","Learning Disability",71,2.6,30.7
"Wolcott School District","=""1660011""","Other Disabilities",13,0.5,5.6
"Wolcott School District","=""1660011""","Other Health Impairment",53,2.0,22.9
"Wolcott School District","=""1660011""","Speech Language Impairment",37,1.4,16.0
"Woodbridge School District","=""1670011""","All Disabilities",65,8.9,100.0
"Woodbridge School District","=""1670011""","Autism",8,1.1,12.3
"Woodbridge School District","=""1670011""","Emotional Disturbance",7,1.0,10.8
"Woodbridge School District","=""1670011""","Intellectual Disability","*","*","*"
"Woodbridge School District","=""1670011""","Learning Disability",12,1.6,18.5
"Woodbridge School District","=""1670011""","Other Disabilities","*","*","*"
"Woodbridge School District","=""1670011""","Other Health Impairment",14,1.9,21.5
"Woodbridge School District","=""1670011""","Speech Language Impairment",18,2.5,27.7
"Woodstock School District","=""1690011""","All Disabilities",87,6.9,100.0
"Woodstock School District","=""1690011""","Autism",9,0.7,10.3
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability",6,0.5,6.9
"Woodstock School District","=""1690011""","Learning Disability",47,3.7,54.0
"Woodstock School District","=""1690011""","Other Disabilities","*","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment",7,0.6,8.0
"Woodstock School District","=""1690011""","Speech Language Impairment",13,1.0,14.9

