"Primary Disability (K-12), 2013-14"
"All Districts"

"",,,"2013-14",,
"Windham School District","=""1630011""","All Disabilities",486,15.7,100.0
"Windham School District","=""1630011""","Autism",45,1.5,9.3
"Windham School District","=""1630011""","Emotional Disturbance",73,2.4,15.0
"Windham School District","=""1630011""","Intellectual Disability",29,0.9,6.0
"Windham School District","=""1630011""","Learning Disability",135,4.4,27.8
"Windham School District","=""1630011""","Other Disabilities",32,1.0,6.6
"Windham School District","=""1630011""","Other Health Impairment",85,2.7,17.5
"Windham School District","=""1630011""","Speech Language Impairment",87,2.8,17.9
"Windsor Locks School District","=""1650011""","All Disabilities",208,11.8,100.0
"Windsor Locks School District","=""1650011""","Autism",22,1.2,10.6
"Windsor Locks School District","=""1650011""","Emotional Disturbance",19,1.1,9.1
"Windsor Locks School District","=""1650011""","Intellectual Disability",16,0.9,7.7
"Windsor Locks School District","=""1650011""","Learning Disability",84,4.8,40.4
"Windsor Locks School District","=""1650011""","Other Disabilities",11,0.6,5.3
"Windsor Locks School District","=""1650011""","Other Health Impairment",40,2.3,19.2
"Windsor Locks School District","=""1650011""","Speech Language Impairment",16,0.9,7.7
"Windsor School District","=""1640011""","All Disabilities",571,14.7,100.0
"Windsor School District","=""1640011""","Autism",50,1.3,8.8
"Windsor School District","=""1640011""","Emotional Disturbance",37,1.0,6.5
"Windsor School District","=""1640011""","Intellectual Disability",15,0.4,2.6
"Windsor School District","=""1640011""","Learning Disability",192,4.9,33.6
"Windsor School District","=""1640011""","Other Disabilities",150,3.9,26.3
"Windsor School District","=""1640011""","Other Health Impairment",80,2.1,14.0
"Windsor School District","=""1640011""","Speech Language Impairment",47,1.2,8.2
"Wolcott School District","=""1660011""","All Disabilities",227,8.8,100.0
"Wolcott School District","=""1660011""","Autism",21,0.8,9.3
"Wolcott School District","=""1660011""","Emotional Disturbance",24,0.9,10.6
"Wolcott School District","=""1660011""","Intellectual Disability",14,0.5,6.2
"Wolcott School District","=""1660011""","Learning Disability",71,2.7,31.3
"Wolcott School District","=""1660011""","Other Disabilities",10,0.4,4.4
"Wolcott School District","=""1660011""","Other Health Impairment",51,2.0,22.5
"Wolcott School District","=""1660011""","Speech Language Impairment",36,1.4,15.9
"Woodbridge School District","=""1670011""","All Disabilities",59,7.8,100.0
"Woodbridge School District","=""1670011""","Autism",6,0.8,10.2
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability","*","*","*"
"Woodbridge School District","=""1670011""","Learning Disability",11,1.5,18.6
"Woodbridge School District","=""1670011""","Other Disabilities","*","*","*"
"Woodbridge School District","=""1670011""","Other Health Impairment",15,2.0,25.4
"Woodbridge School District","=""1670011""","Speech Language Impairment",19,2.5,32.2
"Woodstock School District","=""1690011""","All Disabilities",106,8.2,100.0
"Woodstock School District","=""1690011""","Autism",15,1.2,14.2
"Woodstock School District","=""1690011""","Emotional Disturbance",6,0.5,5.7
"Woodstock School District","=""1690011""","Intellectual Disability","*","*","*"
"Woodstock School District","=""1690011""","Learning Disability",51,4.0,48.1
"Woodstock School District","=""1690011""","Other Disabilities","*","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment",12,0.9,11.3
"Woodstock School District","=""1690011""","Speech Language Impairment",13,1.0,12.3

