"Sanction Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",30,11,0,9
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",20,"*",0,6
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",261,136,0,"*"
"Windsor School District","=""1640011""","Spark","=""1640311""",22,"*","*",0
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",717,55,"*","*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",9,"*",0,0
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",8,"*",0,0
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""",16,"*",0,0
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",35,"*",0,0
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",0,7,"*",0
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",133,21,"*",0
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",0,"*",0,0
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",61,40,9,0
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",19,"*",0,"*"

