"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Thompson School District","=""1410011""","Math","M",302,289,95.7,288,110,38.2,100,34.7,57,19.8,21,7.3,78,27.1
"Tolland School District","=""1420011""","ELA","F",727,697,95.9,697,60,8.6,108,15.5,270,38.7,259,37.2,529,75.9
"Tolland School District","=""1420011""","ELA","M",744,726,97.6,726,101,13.9,155,21.3,272,37.5,198,27.3,470,64.7
"Tolland School District","=""1420011""","Math","F",726,698,96.1,697,67,9.6,200,28.7,258,37.0,172,24.7,430,61.7
"Tolland School District","=""1420011""","Math","M",744,728,97.8,727,85,11.7,183,25.2,253,34.8,206,28.3,459,63.1
"Torrington School District","=""1430011""","ELA","F",1101,1018,92.5,1016,183,18.0,282,27.8,390,38.4,161,15.8,551,54.2
"Torrington School District","=""1430011""","ELA","M",1231,1147,93.2,1141,355,31.1,317,27.8,328,28.7,141,12.4,469,41.1
"Torrington School District","=""1430011""","Math","F",1102,1010,91.7,1008,401,39.8,384,38.1,187,18.6,36,3.6,223,22.1
"Torrington School District","=""1430011""","Math","M",1232,1143,92.8,1142,472,41.3,375,32.8,219,19.2,76,6.7,295,25.8
"Trailblazers Academy District","=""2780013""","ELA","F",59,59,100.0,58,35,60.3,15,25.9,"*","*","*","*",8,13.8
"Trailblazers Academy District","=""2780013""","ELA","M",74,73,98.6,73,49,67.1,14,19.2,"*","*","*","*",10,13.7
"Trailblazers Academy District","=""2780013""","Math","F",59,58,98.3,58,49,84.5,"*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","Math","M",74,73,98.6,73,59,80.8,8,11.0,"*","*","*","*","*","*"
"Trumbull School District","=""1440011""","ELA","F",1754,1524,86.9,1521,104,6.8,225,14.8,566,37.2,626,41.2,1192,78.4
"Trumbull School District","=""1440011""","ELA","M",1812,1642,90.6,1641,220,13.4,367,22.4,562,34.2,492,30.0,1054,64.2
"Trumbull School District","=""1440011""","Math","F",1754,1516,86.4,1516,196,12.9,386,25.5,480,31.7,454,29.9,934,61.6
"Trumbull School District","=""1440011""","Math","M",1812,1652,91.2,1651,259,15.7,414,25.1,464,28.1,514,31.1,978,59.2
"Unified School District #2","=""3470015""","ELA","F",20,14,70.0,8,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","ELA","M",51,43,84.3,41,"*","*","*","*",0,0.0,"*","*","*","*"
"Unified School District #2","=""3470015""","Math","F",20,11,55.0,8,"*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","M",53,45,84.9,43,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Union School District","=""1450011""","ELA","F",31,31,100.0,31,"*","*","*","*",17,54.8,"*","*","*","*"
"Union School District","=""1450011""","ELA","M",23,23,100.0,23,"*","*","*","*",7,30.4,"*","*","*","*"
"Union School District","=""1450011""","Math","F",31,31,100.0,31,"*","*",7,22.6,12,38.7,"*","*","*","*"
"Union School District","=""1450011""","Math","M",23,23,100.0,23,"*","*",9,39.1,6,26.1,"*","*","*","*"
"Vernon School District","=""1460011""","ELA","F",779,754,96.8,754,156,20.7,204,27.1,248,32.9,146,19.4,394,52.3
"Vernon School District","=""1460011""","ELA","M",822,799,97.2,797,285,35.8,219,27.5,199,25.0,94,11.8,293,36.8
"Vernon School District","=""1460011""","Math","F",780,755,96.8,755,273,36.2,277,36.7,158,20.9,47,6.2,205,27.2
"Vernon School District","=""1460011""","Math","M",823,797,96.8,797,313,39.3,252,31.6,165,20.7,67,8.4,232,29.1
"Voluntown School District","=""1470011""","ELA","F",95,94,98.9,94,9,9.6,15,16.0,35,37.2,35,37.2,70,74.5
"Voluntown School District","=""1470011""","ELA","M",100,100,100.0,100,17,17.0,21,21.0,41,41.0,21,21.0,62,62.0
"Voluntown School District","=""1470011""","Math","F",95,94,98.9,94,16,17.0,32,34.0,34,36.2,12,12.8,46,48.9
"Voluntown School District","=""1470011""","Math","M",100,100,100.0,100,22,22.0,28,28.0,32,32.0,18,18.0,50,50.0
"Wallingford School District","=""1480011""","ELA","F",1627,1589,97.7,1587,193,12.2,372,23.4,652,41.1,370,23.3,1022,64.4
"Wallingford School District","=""1480011""","ELA","M",1629,1595,97.9,1595,371,23.3,413,25.9,518,32.5,293,18.4,811,50.8
"Wallingford School District","=""1480011""","Math","F",1628,1593,97.9,1593,366,23.0,581,36.5,419,26.3,227,14.2,646,40.6
"Wallingford School District","=""1480011""","Math","M",1630,1601,98.2,1601,409,25.5,497,31.0,410,25.6,285,17.8,695,43.4
"Waterbury School District","=""1510011""","ELA","F",4701,4613,98.1,4601,1892,41.1,1288,28.0,1063,23.1,358,7.8,1421,30.9
"Waterbury School District","=""1510011""","ELA","M",4784,4660,97.4,4649,2582,55.5,1095,23.6,731,15.7,241,5.2,972,20.9
"Waterbury School District","=""1510011""","Math","F",4706,4638,98.6,4636,2870,61.9,1180,25.5,480,10.4,106,2.3,586,12.6
"Waterbury School District","=""1510011""","Math","M",4786,4706,98.3,4702,2988,63.5,1078,22.9,493,10.5,143,3.0,636,13.5
"Waterford School District","=""1520011""","ELA","F",698,691,99.0,689,61,8.9,134,19.4,281,40.8,213,30.9,494,71.7
"Waterford School District","=""1520011""","ELA","M",708,703,99.3,703,109,15.5,169,24.0,273,38.8,152,21.6,425,60.5
"Waterford School District","=""1520011""","Math","F",698,691,99.0,691,170,24.6,248,35.9,172,24.9,101,14.6,273,39.5
"Waterford School District","=""1520011""","Math","M",708,704,99.4,704,184,26.1,213,30.3,175,24.9,132,18.8,307,43.6
"Watertown School District","=""1530011""","ELA","F",732,651,88.9,651,55,8.4,144,22.1,278,42.7,174,26.7,452,69.4
"Watertown School District","=""1530011""","ELA","M",799,732,91.6,731,162,22.2,188,25.7,253,34.6,128,17.5,381,52.1
"Watertown School District","=""1530011""","Math","F",729,645,88.5,645,164,25.4,241,37.4,164,25.4,76,11.8,240,37.2
"Watertown School District","=""1530011""","Math","M",797,728,91.3,728,238,32.7,234,32.1,168,23.1,88,12.1,256,35.2
"West Hartford School District","=""1550011""","ELA","F",2570,2434,94.7,2428,179,7.4,356,14.7,840,34.6,1053,43.4,1893,78.0
"West Hartford School District","=""1550011""","ELA","M",2652,2539,95.7,2533,331,13.1,506,20.0,926,36.6,770,30.4,1696,67.0
"West Hartford School District","=""1550011""","Math","F",2572,2429,94.4,2425,418,17.2,674,27.8,745,30.7,588,24.2,1333,55.0
"West Hartford School District","=""1550011""","Math","M",2652,2526,95.2,2524,517,20.5,635,25.2,680,26.9,692,27.4,1372,54.4
"West Haven School District","=""1560011""","ELA","F",1513,1482,98.0,1481,335,22.6,393,26.5,512,34.6,241,16.3,753,50.8
"West Haven School District","=""1560011""","ELA","M",1561,1526,97.8,1526,513,33.6,431,28.2,411,26.9,171,11.2,582,38.1
"West Haven School District","=""1560011""","Math","F",1514,1487,98.2,1485,616,41.5,525,35.4,255,17.2,89,6.0,344,23.2
"West Haven School District","=""1560011""","Math","M",1562,1527,97.8,1527,667,43.7,474,31.0,278,18.2,108,7.1,386,25.3
"Westbrook School District","=""1540011""","ELA","F",186,158,84.9,158,8,5.1,19,12.0,49,31.0,82,51.9,131,82.9
"Westbrook School District","=""1540011""","ELA","M",212,178,84.0,178,10,5.6,28,15.7,75,42.1,65,36.5,140,78.7
"Westbrook School District","=""1540011""","Math","F",186,159,85.5,159,21,13.2,48,30.2,45,28.3,45,28.3,90,56.6
"Westbrook School District","=""1540011""","Math","M",212,178,84.0,178,14,7.9,49,27.5,67,37.6,48,27.0,115,64.6
"Weston School District","=""1570011""","ELA","F",659,604,91.7,602,22,3.7,76,12.6,245,40.7,259,43.0,504,83.7
"Weston School District","=""1570011""","ELA","M",690,635,92.0,633,56,8.8,114,18.0,251,39.7,212,33.5,463,73.1
"Weston School District","=""1570011""","Math","F",659,604,91.7,603,49,8.1,137,22.7,205,34.0,212,35.2,417,69.2
"Weston School District","=""1570011""","Math","M",691,633,91.6,632,55,8.7,130,20.6,193,30.5,254,40.2,447,70.7
"Westport School District","=""1580011""","ELA","F",1552,1342,86.5,1342,40,3.0,109,8.1,468,34.9,725,54.0,1193,88.9
"Westport School District","=""1580011""","ELA","M",1625,1438,88.5,1438,73,5.1,191,13.3,539,37.5,635,44.2,1174,81.6
"Westport School District","=""1580011""","Math","F",1553,1349,86.9,1349,120,8.9,253,18.8,437,32.4,539,40.0,976,72.3
"Westport School District","=""1580011""","Math","M",1625,1435,88.3,1435,131,9.1,253,17.6,362,25.2,689,48.0,1051,73.2
"Wethersfield School District","=""1590011""","ELA","F",977,909,93.0,906,126,13.9,204,22.5,326,36.0,250,27.6,576,63.6
"Wethersfield School District","=""1590011""","ELA","M",955,885,92.7,882,203,23.0,239,27.1,289,32.8,151,17.1,440,49.9
"Wethersfield School District","=""1590011""","Math","F",977,913,93.4,913,217,23.8,284,31.1,254,27.8,158,17.3,412,45.1
"Wethersfield School District","=""1590011""","Math","M",955,891,93.3,890,249,28.0,283,31.8,229,25.7,129,14.5,358,40.2
"Willington School District","=""1600011""","ELA","F",140,139,99.3,139,22,15.8,30,21.6,56,40.3,31,22.3,87,62.6
"Willington School District","=""1600011""","ELA","M",142,135,95.1,135,32,23.7,41,30.4,40,29.6,22,16.3,62,45.9
"Willington School District","=""1600011""","Math","F",140,139,99.3,139,31,22.3,43,30.9,42,30.2,23,16.5,65,46.8
"Willington School District","=""1600011""","Math","M",142,136,95.8,135,23,17.0,50,37.0,41,30.4,21,15.6,62,45.9
"Wilton School District","=""1610011""","ELA","F",1179,1150,97.5,1150,79,6.9,154,13.4,511,44.4,406,35.3,917,79.7
"Wilton School District","=""1610011""","ELA","M",1191,1170,98.2,1168,143,12.2,236,20.2,455,39.0,334,28.6,789,67.6
"Wilton School District","=""1610011""","Math","F",1179,1146,97.2,1146,156,13.6,364,31.8,366,31.9,260,22.7,626,54.6
"Wilton School District","=""1610011""","Math","M",1191,1170,98.2,1169,159,13.6,310,26.5,359,30.7,341,29.2,700,59.9
"Winchester School District","=""1620011""","ELA","F",151,147,97.4,147,32,21.8,42,28.6,38,25.9,35,23.8,73,49.7
"Winchester School District","=""1620011""","ELA","M",164,163,99.4,159,55,34.6,42,26.4,37,23.3,25,15.7,62,39.0
"Winchester School District","=""1620011""","Math","F",150,150,100.0,150,66,44.0,44,29.3,31,20.7,9,6.0,40,26.7
"Winchester School District","=""1620011""","Math","M",164,163,99.4,160,63,39.4,45,28.1,30,18.8,22,13.8,52,32.5
"Windham School District","=""1630011""","ELA","F",753,736,97.7,735,276,37.6,221,30.1,174,23.7,64,8.7,238,32.4
"Windham School District","=""1630011""","ELA","M",827,802,97.0,797,408,51.2,205,25.7,142,17.8,42,5.3,184,23.1
"Windham School District","=""1630011""","Math","F",752,738,98.1,736,395,53.7,215,29.2,93,12.6,33,4.5,126,17.1
"Windham School District","=""1630011""","Math","M",829,806,97.2,802,440,54.9,213,26.6,99,12.3,50,6.2,149,18.6
"Windsor Locks School District","=""1650011""","ELA","F",433,425,98.2,425,81,19.1,113,26.6,152,35.8,79,18.6,231,54.4
"Windsor Locks School District","=""1650011""","ELA","M",445,437,98.2,436,162,37.2,122,28.0,120,27.5,32,7.3,152,34.9
"Windsor Locks School District","=""1650011""","Math","F",435,431,99.1,430,142,33.0,153,35.6,100,23.3,35,8.1,135,31.4
"Windsor Locks School District","=""1650011""","Math","M",445,436,98.0,434,166,38.2,160,36.9,85,19.6,23,5.3,108,24.9
"Windsor School District","=""1640011""","ELA","F",761,674,88.6,672,142,21.1,164,24.4,228,33.9,138,20.5,366,54.5
"Windsor School District","=""1640011""","ELA","M",845,756,89.5,756,267,35.3,202,26.7,195,25.8,92,12.2,287,38.0
"Windsor School District","=""1640011""","Math","F",761,677,89.0,674,243,36.1,210,31.2,142,21.1,79,11.7,221,32.8
"Windsor School District","=""1640011""","Math","M",844,760,90.0,759,292,38.5,214,28.2,146,19.2,107,14.1,253,33.3
"Wolcott School District","=""1660011""","ELA","F",649,648,99.8,648,54,8.3,128,19.8,273,42.1,193,29.8,466,71.9
"Wolcott School District","=""1660011""","ELA","M",687,682,99.3,682,140,20.5,196,28.7,230,33.7,116,17.0,346,50.7
"Wolcott School District","=""1660011""","Math","F",649,648,99.8,648,114,17.6,214,33.0,215,33.2,105,16.2,320,49.4
"Wolcott School District","=""1660011""","Math","M",688,685,99.6,684,158,23.1,233,34.1,171,25.0,122,17.8,293,42.8
"Woodbridge School District","=""1670011""","ELA","F",223,215,96.4,215,11,5.1,35,16.3,66,30.7,103,47.9,169,78.6
"Woodbridge School District","=""1670011""","ELA","M",223,206,92.4,205,27,13.2,41,20.0,64,31.2,73,35.6,137,66.8
"Woodbridge School District","=""1670011""","Math","F",223,217,97.3,217,29,13.4,62,28.6,55,25.3,71,32.7,126,58.1
"Woodbridge School District","=""1670011""","Math","M",223,205,91.9,205,24,11.7,49,23.9,54,26.3,78,38.0,132,64.4
"Woodstock Academy District","=""9030022""","ELA","F",134,34,25.4,33,"*","*","*","*",8,24.2,15,45.5,23,69.7
"Woodstock Academy District","=""9030022""","ELA","M",108,20,18.5,20,"*","*","*","*",9,45.0,9,45.0,18,90.0
"Woodstock Academy District","=""9030022""","Math","F",134,30,22.4,30,"*","*",7,23.3,"*","*",8,26.7,"*","*"
"Woodstock Academy District","=""9030022""","Math","M",108,24,22.2,23,"*","*",6,26.1,"*","*",9,39.1,"*","*"
"Woodstock School District","=""1690011""","ELA","F",301,293,97.3,291,19,6.5,53,18.2,108,37.1,111,38.1,219,75.3
"Woodstock School District","=""1690011""","ELA","M",296,290,98.0,290,51,17.6,48,16.6,111,38.3,80,27.6,191,65.9
"Woodstock School District","=""1690011""","Math","F",301,292,97.0,291,52,17.9,96,33.0,91,31.3,52,17.9,143,49.1
"Woodstock School District","=""1690011""","Math","M",296,290,98.0,290,56,19.3,101,34.8,74,25.5,59,20.3,133,45.9

