"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Old Saybrook School District","=""1060011""",05,103,103,100.0,102,12,11.8,20,19.6,36,35.3,34,33.3,70,68.6,2539
"Old Saybrook School District","=""1060011""",06,106,105,99.1,105,"*","*","*","*",50,47.6,33,31.4,83,79.0,2588
"Old Saybrook School District","=""1060011""",07,120,118,98.3,118,7,5.9,22,18.6,67,56.8,22,18.6,89,75.4,2595
"Old Saybrook School District","=""1060011""",08,107,106,99.1,106,"*","*","*","*",52,49.1,30,28.3,82,77.4,2620
"Old Saybrook School District","=""1060011""",11,130,113,86.9,113,15,13.3,33,29.2,43,38.1,22,19.5,65,57.5,2595
"Orange School District","=""1070011""",03,166,161,97.0,159,12,7.5,36,22.6,49,30.8,62,39.0,111,69.8,2467
"Orange School District","=""1070011""",04,169,164,97.0,164,19,11.6,25,15.2,40,24.4,80,48.8,120,73.2,2520
"Orange School District","=""1070011""",05,195,191,97.9,190,"*","*","*","*",73,38.4,92,48.4,165,86.8,2577
"Orange School District","=""1070011""",06,180,179,99.4,179,"*","*","*","*",72,40.2,83,46.4,155,86.6,2606
"Oxford School District","=""1080011""",03,147,146,99.3,146,13,8.9,30,20.5,40,27.4,63,43.2,103,70.5,2474
"Oxford School District","=""1080011""",04,171,168,98.2,168,14,8.3,29,17.3,53,31.5,72,42.9,125,74.4,2514
"Oxford School District","=""1080011""",05,164,159,97.0,159,12,7.5,21,13.2,61,38.4,65,40.9,126,79.2,2556
"Oxford School District","=""1080011""",06,160,158,98.8,158,13,8.2,44,27.8,59,37.3,42,26.6,101,63.9,2560
"Oxford School District","=""1080011""",07,170,169,99.4,169,15,8.9,37,21.9,88,52.1,29,17.2,117,69.2,2583
"Oxford School District","=""1080011""",08,177,171,96.6,171,14,8.2,38,22.2,78,45.6,41,24.0,119,69.6,2605
"Oxford School District","=""1080011""",11,137,135,98.5,135,11,8.1,26,19.3,60,44.4,38,28.1,98,72.6,2626
"Park City Prep Charter School District","=""2830013""",05,88,88,100.0,88,58,65.9,17,19.3,13,14.8,0,0.0,13,14.8,2422
"Park City Prep Charter School District","=""2830013""",06,89,89,100.0,89,26,29.2,41,46.1,"*","*","*","*",22,24.7,2493
"Park City Prep Charter School District","=""2830013""",07,93,93,100.0,93,27,29.0,"*","*",42,45.2,"*","*","*","*",2538
"Park City Prep Charter School District","=""2830013""",08,76,71,93.4,71,26,36.6,30,42.3,"*","*","*","*",15,21.1,2512
"Path Academy District","=""2930013""",11,18,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",03,166,165,99.4,165,21,12.7,38,23.0,54,32.7,52,31.5,106,64.2,2450
"Plainfield School District","=""1090011""",04,160,158,98.8,158,35,22.2,42,26.6,44,27.8,37,23.4,81,51.3,2473
"Plainfield School District","=""1090011""",05,169,168,99.4,168,43,25.6,43,25.6,57,33.9,25,14.9,82,48.8,2498
"Plainfield School District","=""1090011""",06,178,178,100.0,178,39,21.9,66,37.1,48,27.0,25,14.0,73,41.0,2515
"Plainfield School District","=""1090011""",07,190,186,97.9,185,45,24.3,58,31.4,66,35.7,16,8.6,82,44.3,2537
"Plainfield School District","=""1090011""",08,190,188,98.9,188,69,36.7,52,27.7,61,32.4,6,3.2,67,35.6,2523
"Plainfield School District","=""1090011""",11,182,126,69.2,126,35,27.8,32,25.4,39,31.0,20,15.9,59,46.8,2565
"Plainville School District","=""1100011""",03,169,169,100.0,169,22,13.0,41,24.3,58,34.3,48,28.4,106,62.7,2449
"Plainville School District","=""1100011""",04,164,162,98.8,162,41,25.3,33,20.4,56,34.6,32,19.8,88,54.3,2472
"Plainville School District","=""1100011""",05,190,190,100.0,190,31,16.3,33,17.4,75,39.5,51,26.8,126,66.3,2527
"Plainville School District","=""1100011""",06,180,179,99.4,179,38,21.2,56,31.3,63,35.2,22,12.3,85,47.5,2525
"Plainville School District","=""1100011""",07,171,169,98.8,168,38,22.6,49,29.2,59,35.1,22,13.1,81,48.2,2549
"Plainville School District","=""1100011""",08,190,189,99.5,189,37,19.6,51,27.0,74,39.2,27,14.3,101,53.4,2570
"Plainville School District","=""1100011""",11,191,186,97.4,186,15,8.1,56,30.1,79,42.5,36,19.4,115,61.8,2610
"Plymouth School District","=""1110011""",03,121,120,99.2,120,20,16.7,28,23.3,43,35.8,29,24.2,72,60.0,2442
"Plymouth School District","=""1110011""",04,102,100,98.0,100,16,16.0,20,20.0,23,23.0,41,41.0,64,64.0,2501
"Plymouth School District","=""1110011""",05,111,107,96.4,107,20,18.7,28,26.2,34,31.8,25,23.4,59,55.1,2512
"Plymouth School District","=""1110011""",06,115,112,97.4,112,28,25.0,37,33.0,34,30.4,13,11.6,47,42.0,2518
"Plymouth School District","=""1110011""",07,112,108,96.4,108,34,31.5,25,23.1,40,37.0,9,8.3,49,45.4,2530
"Plymouth School District","=""1110011""",08,130,130,100.0,129,25,19.4,50,38.8,48,37.2,6,4.7,54,41.9,2553
"Plymouth School District","=""1110011""",11,108,98,90.7,98,17,17.3,28,28.6,31,31.6,22,22.4,53,54.1,2588
"Pomfret School District","=""1120011""",03,37,37,100.0,37,"*","*",10,27.0,"*","*",16,43.2,"*","*",2470
"Pomfret School District","=""1120011""",04,51,51,100.0,51,9,17.6,11,21.6,8,15.7,23,45.1,31,60.8,2499
"Pomfret School District","=""1120011""",05,48,48,100.0,47,"*","*","*","*",18,38.3,17,36.2,35,74.5,2553
"Pomfret School District","=""1120011""",06,46,46,100.0,45,"*","*",8,17.8,29,64.4,"*","*","*","*",2560
"Pomfret School District","=""1120011""",07,53,53,100.0,51,"*","*","*","*",25,49.0,15,29.4,40,78.4,2607
"Pomfret School District","=""1120011""",08,58,58,100.0,58,"*","*","*","*",26,44.8,24,41.4,50,86.2,2651
"Portland School District","=""1130011""",03,90,89,98.9,89,6,6.7,15,16.9,21,23.6,47,52.8,68,76.4,2485
"Portland School District","=""1130011""",04,103,101,98.1,101,12,11.9,20,19.8,23,22.8,46,45.5,69,68.3,2519
"Portland School District","=""1130011""",05,108,108,100.0,108,"*","*","*","*",33,30.6,54,50.0,87,80.6,2572
"Portland School District","=""1130011""",06,108,106,98.1,106,"*","*","*","*",44,41.5,46,43.4,90,84.9,2596
"Portland School District","=""1130011""",07,112,111,99.1,111,"*","*","*","*",58,52.3,32,28.8,90,81.1,2607
"Portland School District","=""1130011""",08,123,122,99.2,122,"*","*","*","*",59,48.4,41,33.6,100,82.0,2634
"Portland School District","=""1130011""",11,88,59,67.0,59,11,18.6,10,16.9,27,45.8,11,18.6,38,64.4,2599
"Preston School District","=""1140011""",03,40,39,97.5,39,7,17.9,8,20.5,14,35.9,10,25.6,24,61.5,2446
"Preston School District","=""1140011""",04,39,37,94.9,37,"*","*","*","*",13,35.1,12,32.4,25,67.6,2497
"Preston School District","=""1140011""",05,41,40,97.6,40,"*","*","*","*",14,35.0,15,37.5,29,72.5,2547
"Preston School District","=""1140011""",06,57,56,98.2,56,8,14.3,13,23.2,20,35.7,15,26.8,35,62.5,2553
"Preston School District","=""1140011""",07,61,56,91.8,56,14,25.0,9,16.1,17,30.4,16,28.6,33,58.9,2563
"Preston School District","=""1140011""",08,44,35,79.5,35,"*","*","*","*",20,57.1,6,17.1,26,74.3,2600
"Putnam School District","=""1160011""",03,86,84,97.7,83,18,21.7,23,27.7,21,25.3,21,25.3,42,50.6,2430
"Putnam School District","=""1160011""",04,93,93,100.0,93,24,25.8,24,25.8,23,24.7,22,23.7,45,48.4,2466
"Putnam School District","=""1160011""",05,89,88,98.9,88,28,31.8,19,21.6,23,26.1,18,20.5,41,46.6,2493
"Putnam School District","=""1160011""",06,96,93,96.9,93,31,33.3,28,30.1,21,22.6,13,14.0,34,36.6,2502
"Putnam School District","=""1160011""",07,86,83,96.5,83,21,25.3,27,32.5,25,30.1,10,12.0,35,42.2,2538
"Putnam School District","=""1160011""",08,111,108,97.3,107,"*","*",39,36.4,41,38.3,"*","*","*","*",2554
"Putnam School District","=""1160011""",11,69,67,97.1,61,21,34.4,"*","*",19,31.1,"*","*","*","*",2537
"Redding School District","=""1170011""",03,87,87,100.0,87,"*","*","*","*",21,24.1,52,59.8,73,83.9,2498
"Redding School District","=""1170011""",04,101,101,100.0,101,"*","*","*","*",21,20.8,68,67.3,89,88.1,2554
"Redding School District","=""1170011""",05,129,122,94.6,122,11,9.0,17,13.9,50,41.0,44,36.1,94,77.0,2550
"Redding School District","=""1170011""",06,122,115,94.3,115,13,11.3,22,19.1,39,33.9,41,35.7,80,69.6,2567
"Redding School District","=""1170011""",07,121,102,84.3,102,15,14.7,14,13.7,51,50.0,22,21.6,73,71.6,2584
"Redding School District","=""1170011""",08,136,116,85.3,109,6,5.5,22,20.2,52,47.7,29,26.6,81,74.3,2614
"Regional School District 01","=""2010012""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""",07,162,161,99.4,161,10,6.2,35,21.7,79,49.1,37,23.0,116,72.0,2593
"Regional School District 04","=""2040012""",08,170,167,98.2,167,8,4.8,38,22.8,93,55.7,28,16.8,121,72.5,2606
"Regional School District 04","=""2040012""",11,149,143,96.0,141,8,5.7,16,11.3,58,41.1,59,41.8,117,83.0,2655
"Regional School District 05","=""2050012""",07,373,363,97.3,363,42,11.6,57,15.7,153,42.1,111,30.6,264,72.7,2598
"Regional School District 05","=""2050012""",08,397,385,97.0,385,33,8.6,52,13.5,163,42.3,137,35.6,300,77.9,2624
"Regional School District 05","=""2050012""",11,388,348,89.7,348,89,25.6,64,18.4,108,31.0,87,25.0,195,56.0,2588
"Regional School District 06","=""2060012""",03,35,33,94.3,33,0,0.0,6,18.2,11,33.3,16,48.5,27,81.8,2490
"Regional School District 06","=""2060012""",04,64,59,92.2,59,"*","*","*","*",14,23.7,30,50.8,44,74.6,2524
"Regional School District 06","=""2060012""",05,50,46,92.0,46,0,0.0,10,21.7,25,54.3,11,23.9,36,78.3,2544
"Regional School District 06","=""2060012""",06,53,51,96.2,51,"*","*",14,27.5,24,47.1,"*","*","*","*",2556
"Regional School District 06","=""2060012""",07,77,69,89.6,69,9,13.0,24,34.8,26,37.7,10,14.5,36,52.2,2562
"Regional School District 06","=""2060012""",08,65,57,87.7,56,"*","*",17,30.4,23,41.1,"*","*","*","*",2561
"Regional School District 06","=""2060012""",11,102,94,92.2,94,12,12.8,29,30.9,28,29.8,25,26.6,53,56.4,2610
"Regional School District 07","=""2070012""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""",07,"*","*","*","*","*","*","*","*",67,49.6,30,22.2,97,71.9,"*"
"Regional School District 07","=""2070012""",08,192,188,97.9,187,"*","*","*","*",80,42.8,73,39.0,153,81.8,2636
"Regional School District 07","=""2070012""",11,180,175,97.2,175,77,44.0,48,27.4,"*","*","*","*","*","*",2515
"Regional School District 08","=""2080012""",07,281,280,99.6,278,20,7.2,38,13.7,141,50.7,79,28.4,220,79.1,2604
"Regional School District 08","=""2080012""",08,273,270,98.9,268,18,6.7,53,19.8,120,44.8,77,28.7,197,73.5,2614
"Regional School District 08","=""2080012""",11,267,264,98.9,262,52,19.8,73,27.9,87,33.2,50,19.1,137,52.3,2580
"Regional School District 09","=""2090012""",11,251,74,29.5,73,"*","*","*","*",25,34.2,37,50.7,62,84.9,2668
"Regional School District 10","=""2100012""",03,162,159,98.1,159,10,6.3,31,19.5,38,23.9,80,50.3,118,74.2,2485
"Regional School District 10","=""2100012""",04,188,183,97.3,183,28,15.3,28,15.3,56,30.6,71,38.8,127,69.4,2501
"Regional School District 10","=""2100012""",05,203,199,98.0,199,25,12.6,35,17.6,75,37.7,64,32.2,139,69.8,2539
"Regional School District 10","=""2100012""",06,219,218,99.5,218,14,6.4,50,22.9,90,41.3,64,29.4,154,70.6,2571
"Regional School District 10","=""2100012""",07,175,171,97.7,170,9,5.3,28,16.5,96,56.5,37,21.8,133,78.2,2594
"Regional School District 10","=""2100012""",08,218,216,99.1,216,11,5.1,40,18.5,104,48.1,61,28.2,165,76.4,2619
"Regional School District 10","=""2100012""",11,193,191,99.0,190,10,5.3,32,16.8,64,33.7,84,44.2,148,77.9,2652
"Regional School District 11","=""2110012""",07,49,49,100.0,49,12,24.5,7,14.3,23,46.9,7,14.3,30,61.2,2552
"Regional School District 11","=""2110012""",08,63,62,98.4,62,"*","*",18,29.0,29,46.8,"*","*","*","*",2561
"Regional School District 11","=""2110012""",11,31,31,100.0,29,"*","*",6,20.7,11,37.9,"*","*","*","*",2600
"Regional School District 12","=""2120012""",03,57,56,98.2,56,"*","*","*","*",15,26.8,23,41.1,38,67.9,2467
"Regional School District 12","=""2120012""",04,38,38,100.0,38,7,18.4,8,21.1,13,34.2,10,26.3,23,60.5,2482
"Regional School District 12","=""2120012""",05,46,46,100.0,46,"*","*","*","*",21,45.7,19,41.3,40,87.0,2569
"Regional School District 12","=""2120012""",06,58,58,100.0,58,"*","*","*","*",26,44.8,14,24.1,40,69.0,2568
"Regional School District 12","=""2120012""",07,62,60,96.8,58,7,12.1,7,12.1,30,51.7,14,24.1,44,75.9,2593
"Regional School District 12","=""2120012""",08,72,70,97.2,70,9,12.9,18,25.7,26,37.1,17,24.3,43,61.4,2587
"Regional School District 12","=""2120012""",11,78,77,98.7,77,"*","*","*","*",24,31.2,42,54.5,66,85.7,2682
"Regional School District 13","=""2130012""",03,111,110,99.1,110,16,14.5,24,21.8,26,23.6,44,40.0,70,63.6,2457
"Regional School District 13","=""2130012""",04,134,134,100.0,134,16,11.9,26,19.4,44,32.8,48,35.8,92,68.7,2503
"Regional School District 13","=""2130012""",05,122,121,99.2,121,10,8.3,23,19.0,53,43.8,35,28.9,88,72.7,2540
"Regional School District 13","=""2130012""",06,163,163,100.0,163,17,10.4,52,31.9,65,39.9,29,17.8,94,57.7,2550
"Regional School District 13","=""2130012""",07,161,159,98.8,159,15,9.4,40,25.2,66,41.5,38,23.9,104,65.4,2585
"Regional School District 13","=""2130012""",08,177,176,99.4,176,15,8.5,46,26.1,76,43.2,39,22.2,115,65.3,2600
"Regional School District 13","=""2130012""",11,139,131,94.2,131,21,16.0,30,22.9,54,41.2,26,19.8,80,61.1,2599
"Regional School District 14","=""2140012""",03,108,106,98.1,106,16,15.1,22,20.8,27,25.5,41,38.7,68,64.2,2462
"Regional School District 14","=""2140012""",04,131,129,98.5,129,15,11.6,26,20.2,32,24.8,56,43.4,88,68.2,2512
"Regional School District 14","=""2140012""",05,106,106,100.0,106,14,13.2,13,12.3,42,39.6,37,34.9,79,74.5,2542
"Regional School District 14","=""2140012""",06,117,117,100.0,117,17,14.5,31,26.5,50,42.7,19,16.2,69,59.0,2545
"Regional School District 14","=""2140012""",07,104,104,100.0,104,18,17.3,19,18.3,48,46.2,19,18.3,67,64.4,2570
"Regional School District 14","=""2140012""",08,140,139,99.3,139,14,10.1,39,28.1,67,48.2,19,13.7,86,61.9,2585
"Regional School District 14","=""2140012""",11,193,177,91.7,177,34,19.2,46,26.0,68,38.4,29,16.4,97,54.8,2584
"Regional School District 15","=""2150012""",03,271,267,98.5,267,17,6.4,39,14.6,76,28.5,135,50.6,211,79.0,2487
"Regional School District 15","=""2150012""",04,281,277,98.6,277,19,6.9,32,11.6,79,28.5,147,53.1,226,81.6,2528
"Regional School District 15","=""2150012""",05,320,313,97.8,312,43,13.8,46,14.7,117,37.5,106,34.0,223,71.5,2540
"Regional School District 15","=""2150012""",06,324,319,98.5,316,19,6.0,50,15.8,136,43.0,111,35.1,247,78.2,2586
"Regional School District 15","=""2150012""",07,349,342,98.0,342,24,7.0,58,17.0,154,45.0,106,31.0,260,76.0,2605
"Regional School District 15","=""2150012""",08,341,339,99.4,338,21,6.2,57,16.9,167,49.4,93,27.5,260,76.9,2619
"Regional School District 15","=""2150012""",11,285,272,95.4,272,7,2.6,19,7.0,113,41.5,133,48.9,246,90.4,2674
"Regional School District 16","=""2160012""",03,163,157,96.3,157,21,13.4,27,17.2,51,32.5,58,36.9,109,69.4,2459
"Regional School District 16","=""2160012""",04,167,164,98.2,163,39,23.9,39,23.9,51,31.3,34,20.9,85,52.1,2473
"Regional School District 16","=""2160012""",05,189,184,97.4,184,25,13.6,32,17.4,78,42.4,49,26.6,127,69.0,2533
"Regional School District 16","=""2160012""",06,178,174,97.8,174,29,16.7,58,33.3,55,31.6,32,18.4,87,50.0,2532
"Regional School District 16","=""2160012""",07,198,181,91.4,181,37,20.4,44,24.3,81,44.8,19,10.5,100,55.2,2553
"Regional School District 16","=""2160012""",08,182,181,99.5,181,27,14.9,49,27.1,78,43.1,27,14.9,105,58.0,2581
"Regional School District 16","=""2160012""",11,183,178,97.3,178,39,21.9,58,32.6,58,32.6,23,12.9,81,45.5,2568
"Regional School District 17","=""2170012""",03,166,166,100.0,166,13,7.8,32,19.3,48,28.9,73,44.0,121,72.9,2473
"Regional School District 17","=""2170012""",04,184,181,98.4,181,25,13.8,38,21.0,55,30.4,63,34.8,118,65.2,2499
"Regional School District 17","=""2170012""",05,164,164,100.0,164,13,7.9,24,14.6,64,39.0,63,38.4,127,77.4,2556
"Regional School District 17","=""2170012""",06,209,209,100.0,209,14,6.7,44,21.1,88,42.1,63,30.1,151,72.2,2576
"Regional School District 17","=""2170012""",07,189,187,98.9,187,10,5.3,37,19.8,77,41.2,63,33.7,140,74.9,2608
"Regional School District 17","=""2170012""",08,195,193,99.0,193,21,10.9,36,18.7,87,45.1,49,25.4,136,70.5,2606
"Regional School District 17","=""2170012""",11,141,138,97.9,138,9,6.5,23,16.7,60,43.5,46,33.3,106,76.8,2642
"Regional School District 18","=""2180012""",03,83,81,97.6,81,"*","*","*","*",21,25.9,46,56.8,67,82.7,2500
"Regional School District 18","=""2180012""",04,96,96,100.0,96,"*","*","*","*",16,16.7,67,69.8,83,86.5,2558
"Regional School District 18","=""2180012""",05,118,117,99.2,117,"*","*","*","*",49,41.9,51,43.6,100,85.5,2571
"Regional School District 18","=""2180012""",06,105,104,99.0,104,"*","*","*","*",45,43.3,31,29.8,76,73.1,2577
"Regional School District 18","=""2180012""",07,126,125,99.2,124,9,7.3,19,15.3,56,45.2,40,32.3,96,77.4,2607
"Regional School District 18","=""2180012""",08,122,117,95.9,116,"*","*","*","*",55,47.4,32,27.6,87,75.0,2621
"Regional School District 18","=""2180012""",11,104,96,92.3,96,15,15.6,20,20.8,31,32.3,30,31.3,61,63.5,2618
"Regional School District 19","=""2190012""",11,277,53,19.1,53,13,24.5,15,28.3,17,32.1,8,15.1,25,47.2,2570
"Ridgefield School District","=""1180011""",03,336,318,94.6,317,15,4.7,39,12.3,70,22.1,193,60.9,263,83.0,2500
"Ridgefield School District","=""1180011""",04,411,401,97.6,401,28,7.0,49,12.2,108,26.9,216,53.9,324,80.8,2534
"Ridgefield School District","=""1180011""",05,398,389,97.7,389,9,2.3,44,11.3,119,30.6,217,55.8,336,86.4,2585
"Ridgefield School District","=""1180011""",06,445,436,98.0,436,20,4.6,71,16.3,178,40.8,167,38.3,345,79.1,2590
"Ridgefield School District","=""1180011""",07,404,397,98.3,397,19,4.8,48,12.1,165,41.6,165,41.6,330,83.1,2627
"Ridgefield School District","=""1180011""",08,414,404,97.6,403,26,6.5,59,14.6,171,42.4,147,36.5,318,78.9,2631
"Ridgefield School District","=""1180011""",11,429,215,50.1,215,7,3.3,26,12.1,55,25.6,127,59.1,182,84.7,2684
"Rocky Hill School District","=""1190011""",03,188,183,97.3,183,13,7.1,35,19.1,40,21.9,95,51.9,135,73.8,2486
"Rocky Hill School District","=""1190011""",04,188,187,99.5,187,18,9.6,26,13.9,56,29.9,87,46.5,143,76.5,2521
"Rocky Hill School District","=""1190011""",05,191,191,100.0,191,21,11.0,25,13.1,70,36.6,75,39.3,145,75.9,2553
"Rocky Hill School District","=""1190011""",06,197,197,100.0,197,12,6.1,36,18.3,89,45.2,60,30.5,149,75.6,2580
"Rocky Hill School District","=""1190011""",07,190,190,100.0,190,25,13.2,31,16.3,86,45.3,48,25.3,134,70.5,2589
"Rocky Hill School District","=""1190011""",08,187,187,100.0,187,16,8.6,31,16.6,88,47.1,52,27.8,140,74.9,2613
"Rocky Hill School District","=""1190011""",11,172,73,42.4,72,18,25.0,8,11.1,28,38.9,18,25.0,46,63.9,2590
"Salem School District","=""1210011""",03,43,43,100.0,43,"*","*",11,25.6,"*","*",22,51.2,"*","*",2479
"Salem School District","=""1210011""",04,57,57,100.0,57,"*","*","*","*",17,29.8,29,50.9,46,80.7,2531
"Salem School District","=""1210011""",05,32,32,100.0,32,"*","*","*","*",14,43.8,11,34.4,25,78.1,2553
"Salem School District","=""1210011""",06,43,43,100.0,43,"*","*","*","*",18,41.9,15,34.9,33,76.7,2594
"Salem School District","=""1210011""",07,36,36,100.0,36,"*","*","*","*",20,55.6,8,22.2,28,77.8,2600
"Salem School District","=""1210011""",08,55,55,100.0,55,9,16.4,7,12.7,26,47.3,13,23.6,39,70.9,2602
"Salisbury School District","=""1220011""",03,22,21,95.5,21,0,0.0,"*","*","*","*",17,81.0,"*","*",2529
"Salisbury School District","=""1220011""",04,21,21,100.0,21,"*","*","*","*","*","*",10,47.6,"*","*",2527
"Salisbury School District","=""1220011""",05,44,44,100.0,44,"*","*","*","*",11,25.0,23,52.3,34,77.3,2574
"Salisbury School District","=""1220011""",06,23,23,100.0,23,"*","*","*","*",9,39.1,9,39.1,18,78.3,2595
"Salisbury School District","=""1220011""",07,30,28,93.3,28,0,0.0,"*","*","*","*",15,53.6,"*","*",2650
"Salisbury School District","=""1220011""",08,25,25,100.0,25,"*","*","*","*",10,40.0,12,48.0,22,88.0,2648
"Scotland School District","=""1230011""",03,20,20,100.0,20,"*","*",9,45.0,"*","*","*","*","*","*",2427
"Scotland School District","=""1230011""",04,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",05,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",06,20,20,100.0,20,"*","*","*","*",6,30.0,7,35.0,13,65.0,2573
"Seymour School District","=""1240011""",03,147,145,98.6,145,33,22.8,38,26.2,30,20.7,44,30.3,74,51.0,2432
"Seymour School District","=""1240011""",04,177,176,99.4,176,40,22.7,39,22.2,46,26.1,51,29.0,97,55.1,2483
"Seymour School District","=""1240011""",05,181,180,99.4,180,38,21.1,31,17.2,68,37.8,43,23.9,111,61.7,2517
"Seymour School District","=""1240011""",06,190,189,99.5,189,31,16.4,40,21.2,85,45.0,33,17.5,118,62.4,2548
"Seymour School District","=""1240011""",07,185,185,100.0,185,28,15.1,45,24.3,81,43.8,31,16.8,112,60.5,2568
"Seymour School District","=""1240011""",08,215,206,95.8,206,27,13.1,53,25.7,84,40.8,42,20.4,126,61.2,2590
"Seymour School District","=""1240011""",11,166,161,97.0,161,50,31.1,51,31.7,46,28.6,14,8.7,60,37.3,2544
"Sharon School District","=""1250011""",03,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",04,19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",05,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",06,18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",07,15,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,26,13,50.0,13,"*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",03,342,341,99.7,341,51,15.0,74,21.7,83,24.3,133,39.0,216,63.3,2457
"Shelton School District","=""1260011""",04,369,362,98.1,362,50,13.8,51,14.1,89,24.6,172,47.5,261,72.1,2515
"Shelton School District","=""1260011""",05,358,355,99.2,355,41,11.5,65,18.3,128,36.1,121,34.1,249,70.1,2542
"Shelton School District","=""1260011""",06,396,393,99.2,393,34,8.7,73,18.6,162,41.2,124,31.6,286,72.8,2572
"Shelton School District","=""1260011""",07,451,444,98.4,444,40,9.0,76,17.1,205,46.2,123,27.7,328,73.9,2597
"Shelton School District","=""1260011""",08,423,418,98.8,418,42,10.0,89,21.3,182,43.5,105,25.1,287,68.7,2601
"Shelton School District","=""1260011""",11,399,389,97.5,388,81,20.9,95,24.5,141,36.3,71,18.3,212,54.6,2584
"Sherman School District","=""1270011""",03,36,28,77.8,27,8,29.6,"*","*",7,25.9,"*","*","*","*",2418
"Sherman School District","=""1270011""",04,32,22,68.8,21,"*","*","*","*",7,33.3,8,38.1,15,71.4,2494
"Sherman School District","=""1270011""",05,42,23,54.8,23,"*","*","*","*",10,43.5,"*","*","*","*",2521
"Sherman School District","=""1270011""",06,28,12,42.9,12,"*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",07,37,19,51.4,19,"*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",08,49,15,30.6,15,"*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",03,23,23,100.0,23,"*","*","*","*","*","*",8,34.8,"*","*",2447
"Side By Side Charter School District","=""2700013""",04,24,24,100.0,24,"*","*",9,37.5,8,33.3,"*","*","*","*",2504
"Side By Side Charter School District","=""2700013""",05,21,21,100.0,21,"*","*","*","*",7,33.3,"*","*","*","*",2510
"Side By Side Charter School District","=""2700013""",06,22,22,100.0,22,"*","*","*","*",15,68.2,"*","*","*","*",2551
"Side By Side Charter School District","=""2700013""",07,21,21,100.0,21,"*","*",10,47.6,8,38.1,"*","*","*","*",2561
"Side By Side Charter School District","=""2700013""",08,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""",03,287,284,99.0,283,18,6.4,42,14.8,61,21.6,162,57.2,223,78.8,2491
"Simsbury School District","=""1280011""",04,289,287,99.3,287,14,4.9,26,9.1,74,25.8,173,60.3,247,86.1,2544
"Simsbury School District","=""1280011""",05,329,328,99.7,328,22,6.7,35,10.7,114,34.8,157,47.9,271,82.6,2570
"Simsbury School District","=""1280011""",06,338,335,99.1,335,13,3.9,54,16.1,115,34.3,153,45.7,268,80.0,2599
"Simsbury School District","=""1280011""",07,354,351,99.2,351,36,10.3,49,14.0,140,39.9,126,35.9,266,75.8,2604
"Simsbury School District","=""1280011""",08,381,376,98.7,376,28,7.4,82,21.8,159,42.3,107,28.5,266,70.7,2615
"Simsbury School District","=""1280011""",11,357,340,95.2,340,9,2.6,34,10.0,97,28.5,200,58.8,297,87.4,2684
"Somers School District","=""1290011""",03,116,116,100.0,116,16,13.8,27,23.3,44,37.9,29,25.0,73,62.9,2446
"Somers School District","=""1290011""",04,103,101,98.1,101,9,8.9,13,12.9,32,31.7,47,46.5,79,78.2,2519
"Somers School District","=""1290011""",05,124,124,100.0,123,15,12.2,23,18.7,44,35.8,41,33.3,85,69.1,2536
"Somers School District","=""1290011""",06,125,124,99.2,124,11,8.9,28,22.6,39,31.5,46,37.1,85,68.5,2575
"Somers School District","=""1290011""",07,115,115,100.0,115,9,7.8,29,25.2,45,39.1,32,27.8,77,67.0,2594
"Somers School District","=""1290011""",08,132,130,98.5,130,14,10.8,24,18.5,65,50.0,27,20.8,92,70.8,2595
"Somers School District","=""1290011""",11,119,118,99.2,118,17,14.4,35,29.7,52,44.1,14,11.9,66,55.9,2581
"South Windsor School District","=""1320011""",03,291,290,99.7,290,34,11.7,54,18.6,82,28.3,120,41.4,202,69.7,2471
