"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Regional School District 06","=""2060012""",03,50,46,92.0,46,"*","*","*","*",17,37.0,18,39.1,35,76.1,2478
"Regional School District 06","=""2060012""",04,37,36,97.3,36,0,0.0,"*","*","*","*",17,47.2,"*","*",2537
"Regional School District 06","=""2060012""",05,61,55,90.2,55,"*","*","*","*",16,29.1,27,49.1,43,78.2,2562
"Regional School District 06","=""2060012""",06,51,46,90.2,46,"*","*","*","*",22,47.8,12,26.1,34,73.9,2563
"Regional School District 06","=""2060012""",07,54,54,100.0,54,10,18.5,9,16.7,27,50.0,8,14.8,35,64.8,2566
"Regional School District 06","=""2060012""",08,78,76,97.4,76,17,22.4,20,26.3,29,38.2,10,13.2,39,51.3,2566
"Regional School District 07","=""2070012""",07,179,173,96.6,173,26,15.0,25,14.5,77,44.5,45,26.0,122,70.5,2587
"Regional School District 07","=""2070012""",08,146,139,95.2,139,10,7.2,32,23.0,64,46.0,33,23.7,97,69.8,2608
"Regional School District 08","=""2080012""",07,286,282,98.6,280,24,8.6,56,20.0,131,46.8,69,24.6,200,71.4,2591
"Regional School District 08","=""2080012""",08,281,279,99.3,278,24,8.6,57,20.5,133,47.8,64,23.0,197,70.9,2605
"Regional School District 10","=""2100012""",03,180,178,98.9,178,11,6.2,37,20.8,41,23.0,89,50.0,130,73.0,2480
"Regional School District 10","=""2100012""",04,168,163,97.0,163,13,8.0,25,15.3,45,27.6,80,49.1,125,76.7,2528
"Regional School District 10","=""2100012""",05,184,184,100.0,184,32,17.4,37,20.1,63,34.2,52,28.3,115,62.5,2525
"Regional School District 10","=""2100012""",06,210,205,97.6,205,21,10.2,48,23.4,84,41.0,52,25.4,136,66.3,2559
"Regional School District 10","=""2100012""",07,217,217,100.0,217,15,6.9,44,20.3,90,41.5,68,31.3,158,72.8,2602
"Regional School District 10","=""2100012""",08,176,171,97.2,171,16,9.4,37,21.6,80,46.8,38,22.2,118,69.0,2604
"Regional School District 11","=""2110012""",07,51,50,98.0,50,"*","*",12,24.0,24,48.0,"*","*","*","*",2592
"Regional School District 11","=""2110012""",08,40,40,100.0,40,"*","*",8,20.0,23,57.5,"*","*","*","*",2582
"Regional School District 12","=""2120012""",03,42,42,100.0,42,"*","*","*","*",9,21.4,23,54.8,32,76.2,2485
"Regional School District 12","=""2120012""",04,56,55,98.2,55,"*","*","*","*",17,30.9,27,49.1,44,80.0,2529
"Regional School District 12","=""2120012""",05,36,36,100.0,36,"*","*","*","*",13,36.1,14,38.9,27,75.0,2545
"Regional School District 12","=""2120012""",06,50,50,100.0,50,"*","*","*","*",24,48.0,19,38.0,43,86.0,2592
"Regional School District 12","=""2120012""",07,63,63,100.0,63,7,11.1,10,15.9,31,49.2,15,23.8,46,73.0,2589
"Regional School District 12","=""2120012""",08,64,64,100.0,64,"*","*",16,25.0,30,46.9,"*","*","*","*",2610
"Regional School District 13","=""2130012""",03,136,134,98.5,134,20,14.9,34,25.4,41,30.6,39,29.1,80,59.7,2455
"Regional School District 13","=""2130012""",04,115,113,98.3,113,16,14.2,20,17.7,26,23.0,51,45.1,77,68.1,2511
"Regional School District 13","=""2130012""",05,139,138,99.3,138,"*","*","*","*",59,42.8,47,34.1,106,76.8,2552
"Regional School District 13","=""2130012""",06,120,117,97.5,117,"*","*","*","*",46,39.3,40,34.2,86,73.5,2578
"Regional School District 13","=""2130012""",07,161,161,100.0,161,19,11.8,46,28.6,70,43.5,26,16.1,96,59.6,2567
"Regional School District 13","=""2130012""",08,156,155,99.4,155,16,10.3,38,24.5,66,42.6,35,22.6,101,65.2,2600
"Regional School District 14","=""2140012""",03,89,89,100.0,89,10,11.2,21,23.6,27,30.3,31,34.8,58,65.2,2457
"Regional School District 14","=""2140012""",04,109,108,99.1,108,11,10.2,21,19.4,26,24.1,50,46.3,76,70.4,2519
"Regional School District 14","=""2140012""",05,133,131,98.5,131,14,10.7,25,19.1,45,34.4,47,35.9,92,70.2,2544
"Regional School District 14","=""2140012""",06,116,116,100.0,116,11,9.5,29,25.0,52,44.8,24,20.7,76,65.5,2552
"Regional School District 14","=""2140012""",07,116,115,99.1,115,26,22.6,31,27.0,46,40.0,12,10.4,58,50.4,2549
"Regional School District 14","=""2140012""",08,101,101,100.0,101,18,17.8,27,26.7,36,35.6,20,19.8,56,55.4,2581
"Regional School District 15","=""2150012""",03,255,255,100.0,255,19,7.5,43,16.9,67,26.3,126,49.4,193,75.7,2483
"Regional School District 15","=""2150012""",04,286,279,97.6,279,23,8.2,38,13.6,79,28.3,139,49.8,218,78.1,2529
"Regional School District 15","=""2150012""",05,283,283,100.0,283,15,5.3,27,9.5,98,34.6,143,50.5,241,85.2,2572
"Regional School District 15","=""2150012""",06,325,321,98.8,321,28,8.7,61,19.0,128,39.9,104,32.4,232,72.3,2577
"Regional School District 15","=""2150012""",07,322,312,96.9,312,19,6.1,49,15.7,122,39.1,122,39.1,244,78.2,2616
"Regional School District 15","=""2150012""",08,350,346,98.9,346,21,6.1,61,17.6,144,41.6,120,34.7,264,76.3,2627
"Regional School District 16","=""2160012""",03,175,174,99.4,174,15,8.6,28,16.1,50,28.7,81,46.6,131,75.3,2480
"Regional School District 16","=""2160012""",04,162,155,95.7,155,17,11.0,24,15.5,48,31.0,66,42.6,114,73.5,2513
"Regional School District 16","=""2160012""",05,167,162,97.0,162,21,13.0,39,24.1,50,30.9,52,32.1,102,63.0,2533
"Regional School District 16","=""2160012""",06,192,176,91.7,176,20,11.4,47,26.7,70,39.8,39,22.2,109,61.9,2554
"Regional School District 16","=""2160012""",07,179,169,94.4,169,30,17.8,46,27.2,62,36.7,31,18.3,93,55.0,2564
"Regional School District 16","=""2160012""",08,194,164,84.5,164,24,14.6,44,26.8,79,48.2,17,10.4,96,58.5,2575
"Regional School District 17","=""2170012""",03,141,140,99.3,140,8,5.7,38,27.1,41,29.3,53,37.9,94,67.1,2471
"Regional School District 17","=""2170012""",04,168,168,100.0,168,9,5.4,29,17.3,46,27.4,84,50.0,130,77.4,2532
"Regional School District 17","=""2170012""",05,187,185,98.9,185,35,18.9,25,13.5,62,33.5,63,34.1,125,67.6,2532
"Regional School District 17","=""2170012""",06,165,165,100.0,165,9,5.5,22,13.3,57,34.5,77,46.7,134,81.2,2597
"Regional School District 17","=""2170012""",07,212,211,99.5,211,18,8.5,42,19.9,83,39.3,68,32.2,151,71.6,2600
"Regional School District 17","=""2170012""",08,189,186,98.4,186,21,11.3,25,13.4,72,38.7,68,36.6,140,75.3,2620
"Regional School District 18","=""2180012""",03,75,75,100.0,75,8,10.7,11,14.7,26,34.7,30,40.0,56,74.7,2476
"Regional School District 18","=""2180012""",04,83,82,98.8,82,"*","*","*","*",15,18.3,60,73.2,75,91.5,2571
"Regional School District 18","=""2180012""",05,99,98,99.0,98,"*","*","*","*",33,33.7,56,57.1,89,90.8,2590
"Regional School District 18","=""2180012""",06,115,112,97.4,112,7,6.3,21,18.8,50,44.6,34,30.4,84,75.0,2580
"Regional School District 18","=""2180012""",07,105,104,99.0,104,9,8.7,21,20.2,43,41.3,31,29.8,74,71.2,2595
"Regional School District 18","=""2180012""",08,130,129,99.2,129,"*","*","*","*",61,47.3,44,34.1,105,81.4,2632
"Ridgefield School District","=""1180011""",03,360,351,97.5,351,21,6.0,27,7.7,78,22.2,225,64.1,303,86.3,2507
"Ridgefield School District","=""1180011""",04,344,339,98.5,339,20,5.9,33,9.7,73,21.5,213,62.8,286,84.4,2548
"Ridgefield School District","=""1180011""",05,414,408,98.6,408,22,5.4,27,6.6,106,26.0,253,62.0,359,88.0,2593
"Ridgefield School District","=""1180011""",06,403,397,98.5,397,35,8.8,56,14.1,148,37.3,158,39.8,306,77.1,2584
"Ridgefield School District","=""1180011""",07,451,427,94.7,427,29,6.8,62,14.5,167,39.1,169,39.6,336,78.7,2617
"Ridgefield School District","=""1180011""",08,411,401,97.6,401,15,3.7,63,15.7,191,47.6,132,32.9,323,80.5,2632
"Rocky Hill School District","=""1190011""",03,188,188,100.0,188,25,13.3,37,19.7,38,20.2,88,46.8,126,67.0,2468
"Rocky Hill School District","=""1190011""",04,181,180,99.4,180,24,13.3,23,12.8,46,25.6,87,48.3,133,73.9,2520
"Rocky Hill School District","=""1190011""",05,188,188,100.0,188,16,8.5,27,14.4,71,37.8,74,39.4,145,77.1,2559
"Rocky Hill School District","=""1190011""",06,185,183,98.9,183,23,12.6,41,22.4,71,38.8,48,26.2,119,65.0,2558
"Rocky Hill School District","=""1190011""",07,203,203,100.0,203,28,13.8,46,22.7,79,38.9,50,24.6,129,63.5,2577
"Rocky Hill School District","=""1190011""",08,194,192,99.0,192,24,12.5,52,27.1,78,40.6,38,19.8,116,60.4,2592
"Salem School District","=""1210011""",03,41,41,100.0,41,"*","*","*","*",12,29.3,22,53.7,34,82.9,2486
"Salem School District","=""1210011""",04,39,39,100.0,39,"*","*","*","*",8,20.5,25,64.1,33,84.6,2554
"Salem School District","=""1210011""",05,55,55,100.0,55,"*","*","*","*",20,36.4,27,49.1,47,85.5,2573
"Salem School District","=""1210011""",06,32,32,100.0,32,"*","*","*","*",11,34.4,14,43.8,25,78.1,2582
"Salem School District","=""1210011""",07,42,42,100.0,42,"*","*","*","*",19,45.2,16,38.1,35,83.3,2623
"Salem School District","=""1210011""",08,37,37,100.0,37,"*","*","*","*",13,35.1,15,40.5,28,75.7,2636
"Salisbury School District","=""1220011""",03,31,31,100.0,31,"*","*","*","*",13,41.9,14,45.2,27,87.1,2495
"Salisbury School District","=""1220011""",04,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""",05,23,23,100.0,23,"*","*","*","*","*","*",12,52.2,"*","*",2555
"Salisbury School District","=""1220011""",06,39,39,100.0,39,"*","*","*","*",14,35.9,14,35.9,28,71.8,2580
"Salisbury School District","=""1220011""",07,20,20,100.0,20,"*","*","*","*",8,40.0,"*","*","*","*",2611
"Salisbury School District","=""1220011""",08,28,28,100.0,28,0,0.0,"*","*",14,50.0,"*","*","*","*",2668
"Scotland School District","=""1230011""",03,11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",04,19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",05,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",06,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",03,176,176,100.0,176,37,21.0,37,21.0,50,28.4,52,29.5,102,58.0,2439
"Seymour School District","=""1240011""",04,149,146,98.0,146,31,21.2,28,19.2,36,24.7,51,34.9,87,59.6,2487
"Seymour School District","=""1240011""",05,174,174,100.0,174,29,16.7,42,24.1,69,39.7,34,19.5,103,59.2,2518
"Seymour School District","=""1240011""",06,180,178,98.9,178,33,18.5,51,28.7,67,37.6,27,15.2,94,52.8,2530
"Seymour School District","=""1240011""",07,196,196,100.0,196,40,20.4,46,23.5,83,42.3,27,13.8,110,56.1,2560
"Seymour School District","=""1240011""",08,188,186,98.9,186,38,20.4,59,31.7,71,38.2,18,9.7,89,47.8,2564
"Sharon School District","=""1250011""",03,21,21,100.0,21,6,28.6,"*","*","*","*",7,33.3,"*","*",2433
"Sharon School District","=""1250011""",04,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",05,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",06,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",07,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",03,341,339,99.4,339,34,10.0,62,18.3,95,28.0,148,43.7,243,71.7,2472
"Shelton School District","=""1260011""",04,370,365,98.6,365,52,14.2,51,14.0,90,24.7,172,47.1,262,71.8,2516
"Shelton School District","=""1260011""",05,368,362,98.4,362,41,11.3,55,15.2,124,34.3,142,39.2,266,73.5,2550
"Shelton School District","=""1260011""",06,372,371,99.7,371,36,9.7,52,14.0,148,39.9,135,36.4,283,76.3,2581
"Shelton School District","=""1260011""",07,409,403,98.5,402,47,11.7,102,25.4,166,41.3,87,21.6,253,62.9,2579
"Shelton School District","=""1260011""",08,455,451,99.1,451,46,10.2,91,20.2,181,40.1,133,29.5,314,69.6,2609
"Sherman School District","=""1270011""",03,35,30,85.7,30,"*","*",8,26.7,"*","*",13,43.3,"*","*",2474
"Sherman School District","=""1270011""",04,41,33,80.5,33,7,21.2,8,24.2,8,24.2,10,30.3,18,54.5,2476
"Sherman School District","=""1270011""",05,37,30,81.1,30,"*","*","*","*",12,40.0,11,36.7,23,76.7,2554
"Sherman School District","=""1270011""",06,42,29,69.0,29,"*","*","*","*",15,51.7,8,27.6,23,79.3,2584
"Sherman School District","=""1270011""",07,30,24,80.0,24,0,0.0,"*","*",13,54.2,"*","*","*","*",2613
"Sherman School District","=""1270011""",08,37,28,75.7,28,8,28.6,"*","*",10,35.7,"*","*","*","*",2574
"Side By Side Charter School District","=""2700013""",03,21,21,100.0,21,6,28.6,8,38.1,"*","*","*","*",7,33.3,2401
"Side By Side Charter School District","=""2700013""",04,24,24,100.0,24,8,33.3,"*","*",8,33.3,"*","*","*","*",2458
"Side By Side Charter School District","=""2700013""",05,22,22,100.0,22,0,0.0,"*","*",13,59.1,"*","*","*","*",2546
"Side By Side Charter School District","=""2700013""",06,20,20,100.0,20,"*","*",7,35.0,"*","*",6,30.0,"*","*",2559
"Side By Side Charter School District","=""2700013""",07,21,21,100.0,21,"*","*","*","*",14,66.7,"*","*","*","*",2576
"Side By Side Charter School District","=""2700013""",08,21,21,100.0,21,"*","*",7,33.3,9,42.9,"*","*","*","*",2584
"Simsbury School District","=""1280011""",03,302,302,100.0,302,16,5.3,46,15.2,67,22.2,173,57.3,240,79.5,2495
"Simsbury School District","=""1280011""",04,303,302,99.7,302,27,8.9,30,9.9,78,25.8,167,55.3,245,81.1,2538
"Simsbury School District","=""1280011""",05,294,291,99.0,291,11,3.8,36,12.4,94,32.3,150,51.5,244,83.8,2578
"Simsbury School District","=""1280011""",06,336,336,100.0,336,18,5.4,44,13.1,122,36.3,152,45.2,274,81.5,2601
"Simsbury School District","=""1280011""",07,341,340,99.7,340,22,6.5,60,17.6,120,35.3,138,40.6,258,75.9,2615
"Simsbury School District","=""1280011""",08,359,359,100.0,359,25,7.0,43,12.0,140,39.0,151,42.1,291,81.1,2640
"Somers School District","=""1290011""",03,100,99,99.0,99,13,13.1,20,20.2,25,25.3,41,41.4,66,66.7,2464
"Somers School District","=""1290011""",04,122,122,100.0,122,21,17.2,18,14.8,39,32.0,44,36.1,83,68.0,2498
"Somers School District","=""1290011""",05,103,103,100.0,103,8,7.8,14,13.6,40,38.8,41,39.8,81,78.6,2555
"Somers School District","=""1290011""",06,119,118,99.2,118,15,12.7,23,19.5,42,35.6,38,32.2,80,67.8,2568
"Somers School District","=""1290011""",07,129,126,97.7,126,13,10.3,30,23.8,41,32.5,42,33.3,83,65.9,2593
"Somers School District","=""1290011""",08,115,97,84.3,97,14,14.4,27,27.8,38,39.2,18,18.6,56,57.7,2591
"South Windsor School District","=""1320011""",03,277,276,99.6,276,12,4.3,48,17.4,67,24.3,149,54.0,216,78.3,2491
"South Windsor School District","=""1320011""",04,300,298,99.3,298,22,7.4,31,10.4,91,30.5,154,51.7,245,82.2,2534
"South Windsor School District","=""1320011""",05,321,316,98.4,316,24,7.6,39,12.3,115,36.4,138,43.7,253,80.1,2564
"South Windsor School District","=""1320011""",06,309,303,98.1,303,24,7.9,59,19.5,118,38.9,102,33.7,220,72.6,2581
"South Windsor School District","=""1320011""",07,312,310,99.4,310,30,9.7,49,15.8,127,41.0,104,33.5,231,74.5,2607
"South Windsor School District","=""1320011""",08,345,342,99.1,342,34,9.9,59,17.3,149,43.6,100,29.2,249,72.8,2614
"Southington School District","=""1310011""",03,474,472,99.6,472,57,12.1,106,22.5,134,28.4,175,37.1,309,65.5,2461
"Southington School District","=""1310011""",04,484,482,99.6,482,79,16.4,104,21.6,136,28.2,163,33.8,299,62.0,2496
"Southington School District","=""1310011""",05,552,544,98.6,544,79,14.5,96,17.6,186,34.2,183,33.6,369,67.8,2540
"Southington School District","=""1310011""",06,513,513,100.0,513,70,13.6,92,17.9,204,39.8,147,28.7,351,68.4,2562
"Southington School District","=""1310011""",07,526,519,98.7,519,61,11.8,119,22.9,222,42.8,117,22.5,339,65.3,2583
"Southington School District","=""1310011""",08,561,557,99.3,557,58,10.4,127,22.8,270,48.5,102,18.3,372,66.8,2596
"Sprague School District","=""1330011""",03,39,39,100.0,39,14,35.9,11,28.2,"*","*","*","*",14,35.9,2401
"Sprague School District","=""1330011""",04,31,31,100.0,31,13,41.9,10,32.3,"*","*","*","*",8,25.8,2432
"Sprague School District","=""1330011""",05,33,32,97.0,32,"*","*","*","*",16,50.0,7,21.9,23,71.9,2528
"Sprague School District","=""1330011""",06,37,37,100.0,37,"*","*",10,27.0,21,56.8,"*","*","*","*",2538
"Sprague School District","=""1330011""",07,38,38,100.0,38,12,31.6,"*","*",12,31.6,"*","*","*","*",2526
"Sprague School District","=""1330011""",08,42,42,100.0,42,"*","*","*","*",25,59.5,6,14.3,31,73.8,2604
"Stafford School District","=""1340011""",03,101,99,98.0,99,14,14.1,31,31.3,29,29.3,25,25.3,54,54.5,2438
"Stafford School District","=""1340011""",04,133,132,99.2,132,32,24.2,19,14.4,43,32.6,38,28.8,81,61.4,2485
"Stafford School District","=""1340011""",05,114,109,95.6,109,15,13.8,22,20.2,48,44.0,24,22.0,72,66.1,2520
"Stafford School District","=""1340011""",06,101,98,97.0,98,14,14.3,28,28.6,42,42.9,14,14.3,56,57.1,2537
"Stafford School District","=""1340011""",07,115,115,100.0,115,"*","*","*","*",51,44.3,35,30.4,86,74.8,2604
"Stafford School District","=""1340011""",08,116,116,100.0,116,"*","*",29,25.0,56,48.3,"*","*","*","*",2608
"Stamford School District","=""1350011""",03,1328,1318,99.2,1318,314,23.8,355,26.9,324,24.6,325,24.7,649,49.2,2431
"Stamford School District","=""1350011""",04,1261,1248,99.0,1248,415,33.3,244,19.6,272,21.8,317,25.4,589,47.2,2464
"Stamford School District","=""1350011""",05,1163,1156,99.4,1156,279,24.1,254,22.0,371,32.1,252,21.8,623,53.9,2507
"Stamford School District","=""1350011""",06,1108,1102,99.5,1102,298,27.0,270,24.5,345,31.3,189,17.2,534,48.5,2522
"Stamford School District","=""1350011""",07,1082,1068,98.7,1068,293,27.4,235,22.0,340,31.8,200,18.7,540,50.6,2550
"Stamford School District","=""1350011""",08,1113,1100,98.8,1100,269,24.5,291,26.5,391,35.5,149,13.5,540,49.1,2560
"Sterling School District","=""1360011""",03,36,35,97.2,35,"*","*","*","*",8,22.9,13,37.1,21,60.0,2447
"Sterling School District","=""1360011""",04,37,35,94.6,35,"*","*","*","*",12,34.3,9,25.7,21,60.0,2490
"Sterling School District","=""1360011""",05,50,50,100.0,50,11,22.0,8,16.0,18,36.0,13,26.0,31,62.0,2512
"Sterling School District","=""1360011""",06,45,41,91.1,41,"*","*",15,36.6,14,34.1,"*","*","*","*",2528
"Sterling School District","=""1360011""",07,61,61,100.0,61,10,16.4,13,21.3,23,37.7,15,24.6,38,62.3,2575
"Sterling School District","=""1360011""",08,57,57,100.0,57,"*","*",19,33.3,22,38.6,"*","*","*","*",2556
"Stonington School District","=""1370011""",03,167,162,97.0,162,13,8.0,18,11.1,43,26.5,88,54.3,131,80.9,2489
"Stonington School District","=""1370011""",04,158,155,98.1,155,24,15.5,17,11.0,39,25.2,75,48.4,114,73.5,2524
"Stonington School District","=""1370011""",05,156,153,98.1,153,19,12.4,15,9.8,47,30.7,72,47.1,119,77.8,2560
"Stonington School District","=""1370011""",06,158,156,98.7,156,18,11.5,33,21.2,64,41.0,41,26.3,105,67.3,2563
"Stonington School District","=""1370011""",07,178,174,97.8,174,33,19.0,32,18.4,67,38.5,42,24.1,109,62.6,2577
"Stonington School District","=""1370011""",08,178,172,96.6,172,16,9.3,42,24.4,73,42.4,41,23.8,114,66.3,2600
"Stratford School District","=""1380011""",03,525,521,99.2,521,155,29.8,153,29.4,127,24.4,86,16.5,213,40.9,2411
"Stratford School District","=""1380011""",04,537,535,99.6,535,123,23.0,118,22.1,152,28.4,142,26.5,294,55.0,2478
"Stratford School District","=""1380011""",05,515,511,99.2,511,126,24.7,110,21.5,160,31.3,115,22.5,275,53.8,2507
"Stratford School District","=""1380011""",06,535,530,99.1,528,106,20.1,138,26.1,190,36.0,94,17.8,284,53.8,2534
"Stratford School District","=""1380011""",07,576,575,99.8,575,151,26.3,143,24.9,197,34.3,84,14.6,281,48.9,2544
"Stratford School District","=""1380011""",08,541,535,98.9,535,142,26.5,151,28.2,187,35.0,55,10.3,242,45.2,2552
"Suffield School District","=""1390011""",03,154,153,99.4,153,18,11.8,31,20.3,44,28.8,60,39.2,104,68.0,2465
"Suffield School District","=""1390011""",04,172,166,96.5,166,27,16.3,41,24.7,42,25.3,56,33.7,98,59.0,2495
"Suffield School District","=""1390011""",05,144,139,96.5,139,16,11.5,20,14.4,50,36.0,53,38.1,103,74.1,2546
"Suffield School District","=""1390011""",06,194,191,98.5,191,17,8.9,42,22.0,67,35.1,65,34.0,132,69.1,2571
"Suffield School District","=""1390011""",07,185,183,98.9,183,23,12.6,30,16.4,68,37.2,62,33.9,130,71.0,2599
"Suffield School District","=""1390011""",08,183,178,97.3,178,22,12.4,33,18.5,80,44.9,43,24.2,123,69.1,2599
"The Bridge Academy District","=""2690013""",07,49,49,100.0,49,22,44.9,19,38.8,"*","*","*","*",8,16.3,2487
"The Bridge Academy District","=""2690013""",08,49,49,100.0,49,22,44.9,"*","*","*","*",0,0.0,"*","*",2498
"The Gilbert School District","=""9020022""",07,84,83,98.8,83,"*","*",20,24.1,29,34.9,"*","*","*","*",2554
"The Gilbert School District","=""9020022""",08,88,85,96.6,85,"*","*",32,37.6,28,32.9,"*","*","*","*",2540
"Thomaston School District","=""1400011""",03,69,67,97.1,67,20,29.9,21,31.3,18,26.9,8,11.9,26,38.8,2406
"Thomaston School District","=""1400011""",04,64,64,100.0,64,21,32.8,21,32.8,9,14.1,13,20.3,22,34.4,2454
"Thomaston School District","=""1400011""",05,74,74,100.0,74,21,28.4,15,20.3,25,33.8,13,17.6,38,51.4,2496
"Thomaston School District","=""1400011""",06,79,78,98.7,78,15,19.2,15,19.2,31,39.7,17,21.8,48,61.5,2548
"Thomaston School District","=""1400011""",07,100,99,99.0,99,15,15.2,29,29.3,37,37.4,18,18.2,55,55.6,2565
"Thomaston School District","=""1400011""",08,70,70,100.0,70,12,17.1,11,15.7,30,42.9,17,24.3,47,67.1,2593
"Thompson School District","=""1410011""",03,78,73,93.6,73,16,21.9,29,39.7,17,23.3,11,15.1,28,38.4,2416
"Thompson School District","=""1410011""",04,81,80,98.8,80,32,40.0,22,27.5,19,23.8,7,8.8,26,32.5,2432
"Thompson School District","=""1410011""",05,90,85,94.4,85,30,35.3,21,24.7,26,30.6,8,9.4,34,40.0,2475
"Thompson School District","=""1410011""",06,87,86,98.9,86,22,25.6,28,32.6,29,33.7,7,8.1,36,41.9,2513
"Thompson School District","=""1410011""",07,87,81,93.1,81,25,30.9,29,35.8,"*","*","*","*",27,33.3,2518
"Thompson School District","=""1410011""",08,77,71,92.2,71,20,28.2,30,42.3,"*","*","*","*",21,29.6,2538
"Tolland School District","=""1420011""",03,175,175,100.0,175,17,9.7,45,25.7,43,24.6,70,40.0,113,64.6,2460
"Tolland School District","=""1420011""",04,191,190,99.5,190,20,10.5,37,19.5,37,19.5,96,50.5,133,70.0,2524
"Tolland School District","=""1420011""",05,184,184,100.0,184,12,6.5,21,11.4,73,39.7,78,42.4,151,82.1,2564
"Tolland School District","=""1420011""",06,207,205,99.0,205,18,8.8,36,17.6,74,36.1,77,37.6,151,73.7,2579
"Tolland School District","=""1420011""",07,221,220,99.5,220,20,9.1,56,25.5,101,45.9,43,19.5,144,65.5,2584
"Tolland School District","=""1420011""",08,235,232,98.7,232,26,11.2,45,19.4,109,47.0,52,22.4,161,69.4,2604
"Torrington School District","=""1430011""",03,354,344,97.2,344,69,20.1,105,30.5,81,23.5,89,25.9,170,49.4,2435
"Torrington School District","=""1430011""",04,338,327,96.7,327,92,28.1,81,24.8,78,23.9,76,23.2,154,47.1,2466
"Torrington School District","=""1430011""",05,362,353,97.5,353,72,20.4,80,22.7,136,38.5,65,18.4,201,56.9,2509
"Torrington School District","=""1430011""",06,350,334,95.4,334,89,26.6,115,34.4,104,31.1,26,7.8,130,38.9,2507
"Torrington School District","=""1430011""",07,335,315,94.0,315,119,37.8,93,29.5,92,29.2,11,3.5,103,32.7,2510
"Torrington School District","=""1430011""",08,337,326,96.7,326,91,27.9,102,31.3,116,35.6,17,5.2,133,40.8,2542
"Trailblazers Academy District","=""2780013""",06,51,49,96.1,49,38,77.6,"*","*","*","*",0,0.0,"*","*",2410
"Trailblazers Academy District","=""2780013""",07,37,37,100.0,37,25,67.6,"*","*","*","*",0,0.0,"*","*",2449
"Trailblazers Academy District","=""2780013""",08,41,38,92.7,38,22,57.9,"*","*",8,21.1,"*","*","*","*",2490
"Trumbull School District","=""1440011""",03,479,476,99.4,476,21,4.4,69,14.5,118,24.8,268,56.3,386,81.1,2497
"Trumbull School District","=""1440011""",04,491,489,99.6,489,24,4.9,52,10.6,103,21.1,310,63.4,413,84.5,2550
"Trumbull School District","=""1440011""",05,496,494,99.6,494,26,5.3,65,13.2,153,31.0,250,50.6,403,81.6,2575
"Trumbull School District","=""1440011""",06,536,527,98.3,526,34,6.5,65,12.4,178,33.8,249,47.3,427,81.2,2601
"Trumbull School District","=""1440011""",07,545,530,97.2,530,30,5.7,72,13.6,211,39.8,217,40.9,428,80.8,2622
"Trumbull School District","=""1440011""",08,459,449,97.8,449,29,6.5,53,11.8,183,40.8,184,41.0,367,81.7,2639
"Unified School District #2","=""3470015""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",07,6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",08,22,22,100.0,21,16,76.2,"*","*","*","*",0,0.0,"*","*",2428
"Union School District","=""1450011""",03,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",05,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",07,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",08,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",03,248,245,98.8,245,76,31.0,56,22.9,58,23.7,55,22.4,113,46.1,2419
"Vernon School District","=""1460011""",04,243,240,98.8,239,78,32.6,50,20.9,61,25.5,50,20.9,111,46.4,2461
"Vernon School District","=""1460011""",05,237,236,99.6,236,73,30.9,45,19.1,80,33.9,38,16.1,118,50.0,2492
