"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Regional School District 06","=""2060012""",03,50,46,92.0,46,"*","*",11,23.9,22,47.8,"*","*","*","*",2458
"Regional School District 06","=""2060012""",04,37,36,97.3,36,"*","*","*","*",15,41.7,12,33.3,27,75.0,2514
"Regional School District 06","=""2060012""",05,61,55,90.2,55,14,25.5,10,18.2,16,29.1,15,27.3,31,56.4,2524
"Regional School District 06","=""2060012""",06,51,46,90.2,46,6,13.0,19,41.3,10,21.7,11,23.9,21,45.7,2536
"Regional School District 06","=""2060012""",07,54,54,100.0,54,"*","*",22,40.7,19,35.2,"*","*","*","*",2547
"Regional School District 06","=""2060012""",08,78,76,97.4,76,30,39.5,24,31.6,"*","*","*","*",22,28.9,2532
"Regional School District 07","=""2070012""",07,179,173,96.6,173,24,13.9,35,20.2,65,37.6,49,28.3,114,65.9,2581
"Regional School District 07","=""2070012""",08,146,139,95.2,139,15,10.8,30,21.6,48,34.5,46,33.1,94,67.6,2618
"Regional School District 08","=""2080012""",07,286,282,98.6,280,37,13.2,87,31.1,87,31.1,69,24.6,156,55.7,2578
"Regional School District 08","=""2080012""",08,281,279,99.3,278,38,13.7,68,24.5,75,27.0,97,34.9,172,61.9,2609
"Regional School District 10","=""2100012""",03,180,178,98.9,178,"*","*","*","*",54,30.3,90,50.6,144,80.9,2490
"Regional School District 10","=""2100012""",04,168,163,97.0,163,"*","*","*","*",58,35.6,71,43.6,129,79.1,2540
"Regional School District 10","=""2100012""",05,184,184,100.0,184,36,19.6,63,34.2,51,27.7,34,18.5,85,46.2,2517
"Regional School District 10","=""2100012""",06,209,204,97.6,204,36,17.6,72,35.3,50,24.5,46,22.5,96,47.1,2541
"Regional School District 10","=""2100012""",07,217,217,100.0,217,31,14.3,65,30.0,58,26.7,63,29.0,121,55.8,2582
"Regional School District 10","=""2100012""",08,176,171,97.2,171,40,23.4,49,28.7,37,21.6,45,26.3,82,48.0,2579
"Regional School District 11","=""2110012""",07,51,49,96.1,49,"*","*",20,40.8,11,22.4,"*","*","*","*",2551
"Regional School District 11","=""2110012""",08,40,40,100.0,40,13,32.5,14,35.0,"*","*","*","*",13,32.5,2539
"Regional School District 12","=""2120012""",03,42,42,100.0,42,"*","*","*","*",14,33.3,23,54.8,37,88.1,2504
"Regional School District 12","=""2120012""",04,56,55,98.2,55,"*","*","*","*",22,40.0,20,36.4,42,76.4,2527
"Regional School District 12","=""2120012""",05,36,36,100.0,36,"*","*","*","*",13,36.1,11,30.6,24,66.7,2544
"Regional School District 12","=""2120012""",06,50,50,100.0,50,"*","*","*","*",20,40.0,16,32.0,36,72.0,2586
"Regional School District 12","=""2120012""",07,63,62,98.4,62,"*","*",24,38.7,20,32.3,"*","*","*","*",2583
"Regional School District 12","=""2120012""",08,64,64,100.0,64,10,15.6,16,25.0,24,37.5,14,21.9,38,59.4,2593
"Regional School District 13","=""2130012""",03,136,134,98.5,134,25,18.7,32,23.9,48,35.8,29,21.6,77,57.5,2449
"Regional School District 13","=""2130012""",04,115,113,98.3,113,7,6.2,41,36.3,38,33.6,27,23.9,65,57.5,2497
"Regional School District 13","=""2130012""",05,139,138,99.3,138,23,16.7,45,32.6,37,26.8,33,23.9,70,50.7,2526
"Regional School District 13","=""2130012""",06,120,117,97.5,117,17,14.5,37,31.6,32,27.4,31,26.5,63,53.8,2565
"Regional School District 13","=""2130012""",07,161,161,100.0,161,28,17.4,58,36.0,46,28.6,29,18.0,75,46.6,2553
"Regional School District 13","=""2130012""",08,156,154,98.7,154,35,22.7,42,27.3,38,24.7,39,25.3,77,50.0,2584
"Regional School District 14","=""2140012""",03,89,89,100.0,89,9,10.1,29,32.6,39,43.8,12,13.5,51,57.3,2440
"Regional School District 14","=""2140012""",04,109,108,99.1,108,11,10.2,31,28.7,42,38.9,24,22.2,66,61.1,2499
"Regional School District 14","=""2140012""",05,133,130,97.7,130,26,20.0,44,33.8,33,25.4,27,20.8,60,46.2,2516
"Regional School District 14","=""2140012""",06,116,116,100.0,116,19,16.4,50,43.1,33,28.4,14,12.1,47,40.5,2531
"Regional School District 14","=""2140012""",07,116,115,99.1,115,31,27.0,46,40.0,29,25.2,9,7.8,38,33.0,2530
"Regional School District 14","=""2140012""",08,101,101,100.0,101,25,24.8,33,32.7,22,21.8,21,20.8,43,42.6,2569
"Regional School District 15","=""2150012""",03,255,255,100.0,255,11,4.3,33,12.9,84,32.9,127,49.8,211,82.7,2499
"Regional School District 15","=""2150012""",04,286,279,97.6,279,19,6.8,76,27.2,114,40.9,70,25.1,184,65.9,2507
"Regional School District 15","=""2150012""",05,283,283,100.0,283,34,12.0,73,25.8,84,29.7,92,32.5,176,62.2,2544
"Regional School District 15","=""2150012""",06,325,320,98.5,320,43,13.4,117,36.6,74,23.1,86,26.9,160,50.0,2553
"Regional School District 15","=""2150012""",07,322,311,96.6,311,33,10.6,86,27.7,100,32.2,92,29.6,192,61.7,2589
"Regional School District 15","=""2150012""",08,350,345,98.6,345,41,11.9,61,17.7,91,26.4,152,44.1,243,70.4,2628
"Regional School District 16","=""2160012""",03,175,174,99.4,174,12,6.9,23,13.2,71,40.8,68,39.1,139,79.9,2481
"Regional School District 16","=""2160012""",04,162,155,95.7,155,14,9.0,41,26.5,55,35.5,45,29.0,100,64.5,2508
"Regional School District 16","=""2160012""",05,167,162,97.0,162,30,18.5,57,35.2,33,20.4,42,25.9,75,46.3,2524
"Regional School District 16","=""2160012""",06,192,173,90.1,173,28,16.2,64,37.0,52,30.1,29,16.8,81,46.8,2539
"Regional School District 16","=""2160012""",07,179,171,95.5,170,32,18.8,65,38.2,44,25.9,29,17.1,73,42.9,2553
"Regional School District 16","=""2160012""",08,194,161,83.0,161,42,26.1,52,32.3,47,29.2,20,12.4,67,41.6,2555
"Regional School District 17","=""2170012""",03,141,139,98.6,139,7,5.0,27,19.4,45,32.4,60,43.2,105,75.5,2484
"Regional School District 17","=""2170012""",04,168,168,100.0,168,6,3.6,39,23.2,57,33.9,66,39.3,123,73.2,2524
"Regional School District 17","=""2170012""",05,187,184,98.4,184,24,13.0,56,30.4,62,33.7,42,22.8,104,56.5,2529
"Regional School District 17","=""2170012""",06,164,163,99.4,163,7,4.3,44,27.0,43,26.4,69,42.3,112,68.7,2597
"Regional School District 17","=""2170012""",07,212,210,99.1,210,35,16.7,80,38.1,48,22.9,47,22.4,95,45.2,2566
"Regional School District 17","=""2170012""",08,189,186,98.4,186,44,23.7,44,23.7,48,25.8,50,26.9,98,52.7,2581
"Regional School District 18","=""2180012""",03,75,75,100.0,75,"*","*","*","*",34,45.3,26,34.7,60,80.0,2485
"Regional School District 18","=""2180012""",04,83,82,98.8,82,"*","*","*","*",18,22.0,56,68.3,74,90.2,2571
"Regional School District 18","=""2180012""",05,99,98,99.0,98,8,8.2,26,26.5,27,27.6,37,37.8,64,65.3,2556
"Regional School District 18","=""2180012""",06,115,112,97.4,112,10,8.9,12,10.7,40,35.7,50,44.6,90,80.4,2598
"Regional School District 18","=""2180012""",07,105,104,99.0,104,"*","*","*","*",30,28.8,40,38.5,70,67.3,2609
"Regional School District 18","=""2180012""",08,130,129,99.2,129,"*","*","*","*",36,27.9,58,45.0,94,72.9,2648
"Ridgefield School District","=""1180011""",03,360,351,97.5,351,20,5.7,50,14.2,125,35.6,156,44.4,281,80.1,2487
"Ridgefield School District","=""1180011""",04,344,339,98.5,339,11,3.2,61,18.0,135,39.8,132,38.9,267,78.8,2529
"Ridgefield School District","=""1180011""",05,414,409,98.8,409,47,11.5,95,23.2,109,26.7,158,38.6,267,65.3,2550
"Ridgefield School District","=""1180011""",06,403,393,97.5,393,51,13.0,117,29.8,110,28.0,115,29.3,225,57.3,2563
"Ridgefield School District","=""1180011""",07,451,426,94.5,426,34,8.0,75,17.6,135,31.7,182,42.7,317,74.4,2611
"Ridgefield School District","=""1180011""",08,411,400,97.3,400,42,10.5,80,20.0,100,25.0,178,44.5,278,69.5,2632
"Rocky Hill School District","=""1190011""",03,188,188,100.0,188,26,13.8,32,17.0,59,31.4,71,37.8,130,69.1,2472
"Rocky Hill School District","=""1190011""",04,181,179,98.9,179,9,5.0,39,21.8,61,34.1,70,39.1,131,73.2,2527
"Rocky Hill School District","=""1190011""",05,188,188,100.0,188,17,9.0,48,25.5,39,20.7,84,44.7,123,65.4,2556
"Rocky Hill School District","=""1190011""",06,185,183,98.9,183,40,21.9,61,33.3,42,23.0,40,21.9,82,44.8,2540
"Rocky Hill School District","=""1190011""",07,203,203,100.0,203,37,18.2,68,33.5,52,25.6,46,22.7,98,48.3,2565
"Rocky Hill School District","=""1190011""",08,194,192,99.0,192,45,23.4,67,34.9,32,16.7,48,25.0,80,41.7,2573
"Salem School District","=""1210011""",03,41,41,100.0,41,"*","*","*","*",19,46.3,17,41.5,36,87.8,2489
"Salem School District","=""1210011""",04,39,39,100.0,39,0,0.0,"*","*","*","*",26,66.7,"*","*",2568
"Salem School District","=""1210011""",05,55,55,100.0,55,"*","*",15,27.3,"*","*",24,43.6,"*","*",2552
"Salem School District","=""1210011""",06,32,32,100.0,32,"*","*",11,34.4,11,34.4,"*","*","*","*",2556
"Salem School District","=""1210011""",07,42,42,100.0,42,"*","*",11,26.2,"*","*",19,45.2,"*","*",2605
"Salem School District","=""1210011""",08,37,37,100.0,37,6,16.2,10,27.0,9,24.3,12,32.4,21,56.8,2595
"Salisbury School District","=""1220011""",03,31,31,100.0,31,"*","*","*","*",9,29.0,16,51.6,25,80.6,2485
"Salisbury School District","=""1220011""",04,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""",05,23,23,100.0,23,"*","*","*","*",6,26.1,9,39.1,15,65.2,2551
"Salisbury School District","=""1220011""",06,39,39,100.0,39,"*","*",13,33.3,"*","*",14,35.9,"*","*",2576
"Salisbury School District","=""1220011""",07,20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2595
"Salisbury School District","=""1220011""",08,28,28,100.0,28,"*","*","*","*",9,32.1,14,50.0,23,82.1,2658
"Scotland School District","=""1230011""",03,11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",04,19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",05,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",06,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",03,176,176,100.0,176,38,21.6,47,26.7,55,31.3,36,20.5,91,51.7,2436
"Seymour School District","=""1240011""",04,149,146,98.0,146,24,16.4,54,37.0,42,28.8,26,17.8,68,46.6,2481
"Seymour School District","=""1240011""",05,174,174,100.0,174,32,18.4,52,29.9,44,25.3,46,26.4,90,51.7,2527
"Seymour School District","=""1240011""",06,180,177,98.3,177,40,22.6,61,34.5,43,24.3,33,18.6,76,42.9,2534
"Seymour School District","=""1240011""",07,196,196,100.0,196,46,23.5,47,24.0,61,31.1,42,21.4,103,52.6,2555
"Seymour School District","=""1240011""",08,188,186,98.9,186,38,20.4,65,34.9,45,24.2,38,20.4,83,44.6,2570
"Sharon School District","=""1250011""",03,21,21,100.0,21,"*","*",6,28.6,7,33.3,"*","*","*","*",2419
"Sharon School District","=""1250011""",04,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",05,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",06,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",07,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",03,341,337,98.8,337,35,10.4,74,22.0,130,38.6,98,29.1,228,67.7,2464
"Shelton School District","=""1260011""",04,370,365,98.6,365,36,9.9,91,24.9,117,32.1,121,33.2,238,65.2,2509
"Shelton School District","=""1260011""",05,368,362,98.4,362,89,24.6,121,33.4,80,22.1,72,19.9,152,42.0,2509
"Shelton School District","=""1260011""",06,372,369,99.2,369,55,14.9,109,29.5,97,26.3,108,29.3,205,55.6,2559
"Shelton School District","=""1260011""",07,409,402,98.3,402,70,17.4,126,31.3,130,32.3,76,18.9,206,51.2,2562
"Shelton School District","=""1260011""",08,455,451,99.1,451,72,16.0,115,25.5,123,27.3,141,31.3,264,58.5,2596
"Sherman School District","=""1270011""",03,35,30,85.7,30,"*","*","*","*",7,23.3,18,60.0,25,83.3,2511
"Sherman School District","=""1270011""",04,41,33,80.5,33,6,18.2,9,27.3,9,27.3,9,27.3,18,54.5,2494
"Sherman School District","=""1270011""",05,37,30,81.1,30,"*","*","*","*",10,33.3,11,36.7,21,70.0,2558
"Sherman School District","=""1270011""",06,42,29,69.0,29,"*","*",12,41.4,8,27.6,"*","*","*","*",2561
"Sherman School District","=""1270011""",07,30,24,80.0,24,"*","*",8,33.3,10,41.7,"*","*","*","*",2581
"Sherman School District","=""1270011""",08,37,28,75.7,28,9,32.1,"*","*",10,35.7,"*","*","*","*",2579
"Side By Side Charter School District","=""2700013""",03,21,21,100.0,21,"*","*",8,38.1,7,33.3,"*","*","*","*",2419
"Side By Side Charter School District","=""2700013""",04,24,23,95.8,23,"*","*",8,34.8,7,30.4,"*","*","*","*",2466
"Side By Side Charter School District","=""2700013""",05,22,22,100.0,22,0,0.0,"*","*","*","*",10,45.5,"*","*",2561
"Side By Side Charter School District","=""2700013""",06,20,20,100.0,20,"*","*",8,40.0,"*","*","*","*","*","*",2544
"Side By Side Charter School District","=""2700013""",07,21,21,100.0,21,"*","*",7,33.3,7,33.3,"*","*","*","*",2569
"Side By Side Charter School District","=""2700013""",08,21,21,100.0,21,"*","*",8,38.1,"*","*","*","*","*","*",2571
"Simsbury School District","=""1280011""",03,301,301,100.0,301,24,8.0,54,17.9,108,35.9,115,38.2,223,74.1,2477
"Simsbury School District","=""1280011""",04,300,299,99.7,299,20,6.7,82,27.4,106,35.5,91,30.4,197,65.9,2512
"Simsbury School District","=""1280011""",05,293,290,99.0,290,18,6.2,70,24.1,74,25.5,128,44.1,202,69.7,2560
"Simsbury School District","=""1280011""",06,334,334,100.0,334,30,9.0,83,24.9,102,30.5,119,35.6,221,66.2,2578
"Simsbury School District","=""1280011""",07,338,337,99.7,337,53,15.7,89,26.4,82,24.3,113,33.5,195,57.9,2584
"Simsbury School District","=""1280011""",08,359,356,99.2,356,48,13.5,50,14.0,86,24.2,172,48.3,258,72.5,2631
"Somers School District","=""1290011""",03,100,98,98.0,98,18,18.4,19,19.4,38,38.8,23,23.5,61,62.2,2445
"Somers School District","=""1290011""",04,122,121,99.2,121,15,12.4,47,38.8,44,36.4,15,12.4,59,48.8,2480
"Somers School District","=""1290011""",05,103,103,100.0,103,7,6.8,25,24.3,35,34.0,36,35.0,71,68.9,2553
"Somers School District","=""1290011""",06,119,118,99.2,118,16,13.6,43,36.4,26,22.0,33,28.0,59,50.0,2550
"Somers School District","=""1290011""",07,129,126,97.7,126,23,18.3,42,33.3,23,18.3,38,30.2,61,48.4,2564
"Somers School District","=""1290011""",08,115,97,84.3,97,22,22.7,33,34.0,18,18.6,24,24.7,42,43.3,2577
"South Windsor School District","=""1320011""",03,277,276,99.6,276,18,6.5,34,12.3,92,33.3,132,47.8,224,81.2,2494
"South Windsor School District","=""1320011""",04,300,298,99.3,298,10,3.4,67,22.5,101,33.9,120,40.3,221,74.2,2532
"South Windsor School District","=""1320011""",05,321,316,98.4,316,28,8.9,87,27.5,70,22.2,131,41.5,201,63.6,2556
"South Windsor School District","=""1320011""",06,309,302,97.7,302,37,12.3,82,27.2,70,23.2,113,37.4,183,60.6,2579
"South Windsor School District","=""1320011""",07,312,308,98.7,308,27,8.8,65,21.1,91,29.5,125,40.6,216,70.1,2612
"South Windsor School District","=""1320011""",08,345,341,98.8,341,42,12.3,63,18.5,70,20.5,166,48.7,236,69.2,2632
"Southington School District","=""1310011""",03,473,470,99.4,470,50,10.6,86,18.3,184,39.1,150,31.9,334,71.1,2467
"Southington School District","=""1310011""",04,483,481,99.6,481,45,9.4,139,28.9,165,34.3,132,27.4,297,61.7,2503
"Southington School District","=""1310011""",05,552,544,98.6,544,86,15.8,174,32.0,152,27.9,132,24.3,284,52.2,2527
"Southington School District","=""1310011""",06,513,513,100.0,513,101,19.7,155,30.2,156,30.4,101,19.7,257,50.1,2542
"Southington School District","=""1310011""",07,526,518,98.5,518,77,14.9,171,33.0,154,29.7,116,22.4,270,52.1,2569
"Southington School District","=""1310011""",08,561,557,99.3,557,90,16.2,159,28.5,169,30.3,139,25.0,308,55.3,2588
"Sprague School District","=""1330011""",03,39,39,100.0,39,12,30.8,14,35.9,"*","*","*","*",13,33.3,2407
"Sprague School District","=""1330011""",04,31,31,100.0,31,9,29.0,12,38.7,"*","*","*","*",10,32.3,2452
"Sprague School District","=""1330011""",05,33,32,97.0,32,"*","*",11,34.4,9,28.1,"*","*","*","*",2493
"Sprague School District","=""1330011""",06,37,37,100.0,37,"*","*",18,48.6,8,21.6,"*","*","*","*",2533
"Sprague School District","=""1330011""",07,38,38,100.0,38,13,34.2,14,36.8,"*","*","*","*",11,28.9,2507
"Sprague School District","=""1330011""",08,42,42,100.0,42,7,16.7,17,40.5,12,28.6,6,14.3,18,42.9,2567
"Stafford School District","=""1340011""",03,101,99,98.0,99,15,15.2,22,22.2,46,46.5,16,16.2,62,62.6,2445
"Stafford School District","=""1340011""",04,133,132,99.2,132,17,12.9,46,34.8,40,30.3,29,22.0,69,52.3,2491
"Stafford School District","=""1340011""",05,114,109,95.6,109,16,14.7,42,38.5,29,26.6,22,20.2,51,46.8,2518
"Stafford School District","=""1340011""",06,101,98,97.0,98,19,19.4,36,36.7,37,37.8,6,6.1,43,43.9,2523
"Stafford School District","=""1340011""",07,115,115,100.0,115,15,13.0,37,32.2,32,27.8,31,27.0,63,54.8,2574
"Stafford School District","=""1340011""",08,116,116,100.0,116,17,14.7,46,39.7,30,25.9,23,19.8,53,45.7,2575
"Stamford School District","=""1350011""",03,1328,1318,99.2,1318,327,24.8,353,26.8,334,25.3,304,23.1,638,48.4,2435
"Stamford School District","=""1350011""",04,1261,1246,98.8,1246,322,25.8,407,32.7,295,23.7,222,17.8,517,41.5,2467
"Stamford School District","=""1350011""",05,1163,1153,99.1,1153,409,35.5,315,27.3,210,18.2,219,19.0,429,37.2,2493
"Stamford School District","=""1350011""",06,1109,1100,99.2,1100,371,33.7,331,30.1,203,18.5,195,17.7,398,36.2,2510
"Stamford School District","=""1350011""",07,1082,1069,98.8,1069,328,30.7,281,26.3,253,23.7,207,19.4,460,43.0,2536
"Stamford School District","=""1350011""",08,1113,1099,98.7,1099,413,37.6,262,23.8,232,21.1,192,17.5,424,38.6,2541
"Sterling School District","=""1360011""",03,36,35,97.2,35,"*","*",16,45.7,9,25.7,"*","*","*","*",2424
"Sterling School District","=""1360011""",04,37,35,94.6,35,"*","*",17,48.6,7,20.0,"*","*","*","*",2464
"Sterling School District","=""1360011""",05,50,50,100.0,50,17,34.0,20,40.0,"*","*","*","*",13,26.0,2492
"Sterling School District","=""1360011""",06,45,41,91.1,41,13,31.7,17,41.5,"*","*","*","*",11,26.8,2515
"Sterling School District","=""1360011""",07,61,61,100.0,61,"*","*",24,39.3,18,29.5,"*","*","*","*",2536
"Sterling School District","=""1360011""",08,57,57,100.0,57,38,66.7,"*","*","*","*",0,0.0,"*","*",2475
"Stonington School District","=""1370011""",03,168,163,97.0,163,12,7.4,31,19.0,46,28.2,74,45.4,120,73.6,2485
"Stonington School District","=""1370011""",04,158,155,98.1,155,12,7.7,30,19.4,59,38.1,54,34.8,113,72.9,2520
"Stonington School District","=""1370011""",05,156,153,98.1,153,25,16.3,31,20.3,38,24.8,59,38.6,97,63.4,2543
"Stonington School District","=""1370011""",06,158,156,98.7,156,20,12.8,52,33.3,35,22.4,49,31.4,84,53.8,2558
"Stonington School District","=""1370011""",07,178,174,97.8,174,33,19.0,40,23.0,50,28.7,51,29.3,101,58.0,2574
"Stonington School District","=""1370011""",08,178,171,96.1,171,29,17.0,44,25.7,54,31.6,44,25.7,98,57.3,2588
"Stratford School District","=""1380011""",03,525,521,99.2,521,163,31.3,174,33.4,133,25.5,51,9.8,184,35.3,2412
"Stratford School District","=""1380011""",04,537,535,99.6,535,113,21.1,200,37.4,150,28.0,72,13.5,222,41.5,2469
"Stratford School District","=""1380011""",05,515,510,99.0,510,203,39.8,169,33.1,84,16.5,54,10.6,138,27.1,2478
"Stratford School District","=""1380011""",06,535,528,98.7,528,193,36.6,168,31.8,102,19.3,65,12.3,167,31.6,2501
"Stratford School District","=""1380011""",07,576,575,99.8,575,238,41.4,198,34.4,93,16.2,46,8.0,139,24.2,2497
"Stratford School District","=""1380011""",08,541,531,98.2,531,283,53.3,133,25.0,73,13.7,42,7.9,115,21.7,2500
"Suffield School District","=""1390011""",03,154,153,99.4,152,25,16.4,40,26.3,61,40.1,26,17.1,87,57.2,2441
"Suffield School District","=""1390011""",04,172,166,96.5,166,30,18.1,60,36.1,55,33.1,21,12.7,76,45.8,2473
"Suffield School District","=""1390011""",05,144,139,96.5,139,36,25.9,52,37.4,31,22.3,20,14.4,51,36.7,2502
"Suffield School District","=""1390011""",06,194,189,97.4,189,32,16.9,56,29.6,46,24.3,55,29.1,101,53.4,2555
"Suffield School District","=""1390011""",07,185,183,98.9,183,25,13.7,55,30.1,61,33.3,42,23.0,103,56.3,2569
"Suffield School District","=""1390011""",08,183,177,96.7,177,40,22.6,50,28.2,38,21.5,49,27.7,87,49.2,2576
"The Bridge Academy District","=""2690013""",07,49,49,100.0,49,27,55.1,19,38.8,"*","*","*","*","*","*",2467
"The Bridge Academy District","=""2690013""",08,49,49,100.0,49,25,51.0,22,44.9,"*","*","*","*","*","*",2495
"The Gilbert School District","=""9020022""",07,84,83,98.8,83,27,32.5,29,34.9,"*","*","*","*",27,32.5,2517
"The Gilbert School District","=""9020022""",08,88,84,95.5,84,45,53.6,20,23.8,"*","*","*","*",19,22.6,2507
"Thomaston School District","=""1400011""",03,69,68,98.6,68,21,30.9,22,32.4,"*","*","*","*",25,36.8,2412
"Thomaston School District","=""1400011""",04,64,64,100.0,64,"*","*",36,56.3,17,26.6,"*","*","*","*",2460
"Thomaston School District","=""1400011""",05,74,74,100.0,74,19,25.7,26,35.1,16,21.6,13,17.6,29,39.2,2501
"Thomaston School District","=""1400011""",06,79,78,98.7,78,10,12.8,27,34.6,21,26.9,20,25.6,41,52.6,2549
"Thomaston School District","=""1400011""",07,100,99,99.0,99,14,14.1,30,30.3,37,37.4,18,18.2,55,55.6,2565
"Thomaston School District","=""1400011""",08,70,70,100.0,70,24,34.3,19,27.1,19,27.1,8,11.4,27,38.6,2542
"Thompson School District","=""1410011""",03,78,73,93.6,73,17,23.3,23,31.5,24,32.9,9,12.3,33,45.2,2427
"Thompson School District","=""1410011""",04,81,80,98.8,80,"*","*",33,41.3,21,26.3,"*","*","*","*",2452
"Thompson School District","=""1410011""",05,90,84,93.3,84,42,50.0,21,25.0,15,17.9,6,7.1,21,25.0,2465
"Thompson School District","=""1410011""",06,87,86,98.9,86,34,39.5,40,46.5,"*","*","*","*",12,14.0,2488
"Thompson School District","=""1410011""",07,87,82,94.3,82,26,31.7,41,50.0,"*","*","*","*",15,18.3,2510
"Thompson School District","=""1410011""",08,77,72,93.5,72,37,51.4,18,25.0,"*","*","*","*",17,23.6,2512
"Tolland School District","=""1420011""",03,174,174,100.0,174,17,9.8,43,24.7,71,40.8,43,24.7,114,65.5,2458
"Tolland School District","=""1420011""",04,190,189,99.5,189,16,8.5,39,20.6,64,33.9,70,37.0,134,70.9,2522
"Tolland School District","=""1420011""",05,184,183,99.5,183,21,11.5,57,31.1,51,27.9,54,29.5,105,57.4,2541
"Tolland School District","=""1420011""",06,207,205,99.0,205,17,8.3,41,20.0,78,38.0,69,33.7,147,71.7,2575
"Tolland School District","=""1420011""",07,221,221,100.0,221,21,9.5,57,25.8,90,40.7,53,24.0,143,64.7,2585
"Tolland School District","=""1420011""",08,235,232,98.7,232,12,5.2,63,27.2,88,37.9,69,29.7,157,67.7,2615
"Torrington School District","=""1430011""",03,355,344,96.9,344,77,22.4,113,32.8,116,33.7,38,11.0,154,44.8,2425
"Torrington School District","=""1430011""",04,339,328,96.8,328,80,24.4,153,46.6,75,22.9,20,6.1,95,29.0,2452
"Torrington School District","=""1430011""",05,362,352,97.2,352,114,32.4,144,40.9,64,18.2,30,8.5,94,26.7,2485
"Torrington School District","=""1430011""",06,350,331,94.6,331,137,41.4,127,38.4,56,16.9,11,3.3,67,20.2,2484
"Torrington School District","=""1430011""",07,335,312,93.1,312,152,48.7,114,36.5,37,11.9,9,2.9,46,14.7,2478
"Torrington School District","=""1430011""",08,337,323,95.8,323,142,44.0,111,34.4,50,15.5,20,6.2,70,21.7,2512
"Trailblazers Academy District","=""2780013""",06,51,48,94.1,48,41,85.4,"*","*","*","*",0,0.0,"*","*",2383
"Trailblazers Academy District","=""2780013""",07,37,37,100.0,37,28,75.7,"*","*","*","*",0,0.0,"*","*",2418
"Trailblazers Academy District","=""2780013""",08,41,35,85.4,35,25,71.4,"*","*","*","*",0,0.0,"*","*",2450
"Trumbull School District","=""1440011""",03,479,476,99.4,476,15,3.2,52,10.9,159,33.4,250,52.5,409,85.9,2502
"Trumbull School District","=""1440011""",04,491,489,99.6,489,17,3.5,78,16.0,164,33.5,230,47.0,394,80.6,2539
"Trumbull School District","=""1440011""",05,496,493,99.4,493,48,9.7,105,21.3,131,26.6,209,42.4,340,69.0,2558
"Trumbull School District","=""1440011""",06,536,527,98.3,526,32,6.1,105,20.0,119,22.6,270,51.3,389,74.0,2603
"Trumbull School District","=""1440011""",07,545,530,97.2,530,35,6.6,99,18.7,175,33.0,221,41.7,396,74.7,2614
"Trumbull School District","=""1440011""",08,459,449,97.8,449,41,9.1,74,16.5,117,26.1,217,48.3,334,74.4,2640
"Unified School District #2","=""3470015""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",07,6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",08,22,22,100.0,22,22,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2372
"Union School District","=""1450011""",03,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",05,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",07,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",08,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",03,250,246,98.4,246,74,30.1,57,23.2,83,33.7,32,13.0,115,46.7,2422
"Vernon School District","=""1460011""",04,243,240,98.8,239,51,21.3,96,40.2,73,30.5,19,7.9,92,38.5,2465
"Vernon School District","=""1460011""",05,238,235,98.7,235,93,39.6,80,34.0,36,15.3,26,11.1,62,26.4,2481
"Vernon School District","=""1460011""",06,247,244,98.8,244,91,37.3,92,37.7,42,17.2,19,7.8,61,25.0,2498
