"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Old Saybrook School District","=""1060011""",05,103,103,100.0,102,19,18.6,37,36.3,26,25.5,20,19.6,46,45.1,2516
"Old Saybrook School District","=""1060011""",06,106,105,99.1,105,20,19.0,42,40.0,29,27.6,14,13.3,43,41.0,2530
"Old Saybrook School District","=""1060011""",07,120,118,98.3,117,16,13.7,34,29.1,42,35.9,25,21.4,67,57.3,2570
"Old Saybrook School District","=""1060011""",08,107,106,99.1,106,"*","*",35,33.0,"*","*",31,29.2,"*","*",2587
"Old Saybrook School District","=""1060011""",11,130,115,88.5,115,44,38.3,31,27.0,27,23.5,13,11.3,40,34.8,2569
"Orange School District","=""1070011""",03,166,161,97.0,160,11,6.9,45,28.1,69,43.1,35,21.9,104,65.0,2457
"Orange School District","=""1070011""",04,169,167,98.8,167,10,6.0,45,26.9,66,39.5,46,27.5,112,67.1,2511
"Orange School District","=""1070011""",05,195,193,99.0,193,16,8.3,61,31.6,43,22.3,73,37.8,116,60.1,2549
"Orange School District","=""1070011""",06,180,179,99.4,179,10,5.6,47,26.3,51,28.5,71,39.7,122,68.2,2586
"Oxford School District","=""1080011""",03,147,145,98.6,145,19,13.1,27,18.6,55,37.9,44,30.3,99,68.3,2461
"Oxford School District","=""1080011""",04,171,168,98.2,168,16,9.5,54,32.1,71,42.3,27,16.1,98,58.3,2496
"Oxford School District","=""1080011""",05,164,159,97.0,159,37,23.3,56,35.2,33,20.8,33,20.8,66,41.5,2510
"Oxford School District","=""1080011""",06,160,157,98.1,157,44,28.0,64,40.8,38,24.2,11,7.0,49,31.2,2514
"Oxford School District","=""1080011""",07,170,169,99.4,169,48,28.4,64,37.9,40,23.7,17,10.1,57,33.7,2533
"Oxford School District","=""1080011""",08,177,170,96.0,170,48,28.2,56,32.9,49,28.8,17,10.0,66,38.8,2555
"Oxford School District","=""1080011""",11,137,134,97.8,134,37,27.6,44,32.8,41,30.6,12,9.0,53,39.6,2597
"Park City Prep Charter School District","=""2830013""",05,88,87,98.9,87,68,78.2,19,21.8,0,0.0,0,0.0,0,0.0,2403
"Park City Prep Charter School District","=""2830013""",06,89,89,100.0,89,42,47.2,40,44.9,"*","*","*","*",7,7.9,2471
"Park City Prep Charter School District","=""2830013""",07,93,93,100.0,93,32,34.4,40,43.0,15,16.1,6,6.5,21,22.6,2513
"Park City Prep Charter School District","=""2830013""",08,76,75,98.7,75,36,48.0,20,26.7,"*","*","*","*",19,25.3,2506
"Path Academy District","=""2930013""",11,18,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",03,166,165,99.4,165,28,17.0,62,37.6,52,31.5,23,13.9,75,45.5,2432
"Plainfield School District","=""1090011""",04,160,159,99.4,159,24,15.1,69,43.4,55,34.6,11,6.9,66,41.5,2464
"Plainfield School District","=""1090011""",05,169,167,98.8,167,61,36.5,70,41.9,28,16.8,8,4.8,36,21.6,2474
"Plainfield School District","=""1090011""",06,178,177,99.4,177,67,37.9,63,35.6,40,22.6,7,4.0,47,26.6,2491
"Plainfield School District","=""1090011""",07,190,182,95.8,181,75,41.4,80,44.2,"*","*","*","*",26,14.4,2484
"Plainfield School District","=""1090011""",08,190,187,98.4,187,119,63.6,45,24.1,"*","*","*","*",23,12.3,2482
"Plainfield School District","=""1090011""",11,182,159,87.4,159,63,39.6,54,34.0,32,20.1,10,6.3,42,26.4,2566
"Plainville School District","=""1100011""",03,169,169,100.0,169,26,15.4,37,21.9,71,42.0,35,20.7,106,62.7,2451
"Plainville School District","=""1100011""",04,164,163,99.4,163,25,15.3,58,35.6,59,36.2,21,12.9,80,49.1,2478
"Plainville School District","=""1100011""",05,190,190,100.0,190,44,23.2,67,35.3,47,24.7,32,16.8,79,41.6,2507
"Plainville School District","=""1100011""",06,180,180,100.0,180,62,34.4,74,41.1,33,18.3,11,6.1,44,24.4,2499
"Plainville School District","=""1100011""",07,171,169,98.8,169,80,47.3,53,31.4,30,17.8,6,3.6,36,21.3,2489
"Plainville School District","=""1100011""",08,190,190,100.0,190,76,40.0,60,31.6,29,15.3,25,13.2,54,28.4,2525
"Plainville School District","=""1100011""",11,191,186,97.4,186,89,47.8,38,20.4,43,23.1,16,8.6,59,31.7,2566
"Plymouth School District","=""1110011""",03,121,121,100.0,120,27,22.5,35,29.2,39,32.5,19,15.8,58,48.3,2429
"Plymouth School District","=""1110011""",04,102,101,99.0,101,16,15.8,31,30.7,43,42.6,11,10.9,54,53.5,2481
"Plymouth School District","=""1110011""",05,111,107,96.4,107,38,35.5,36,33.6,25,23.4,8,7.5,33,30.8,2487
"Plymouth School District","=""1110011""",06,113,111,98.2,111,49,44.1,32,28.8,21,18.9,9,8.1,30,27.0,2486
"Plymouth School District","=""1110011""",07,112,107,95.5,106,44,41.5,29,27.4,"*","*","*","*",33,31.1,2506
"Plymouth School District","=""1110011""",08,130,129,99.2,128,40,31.3,50,39.1,21,16.4,17,13.3,38,29.7,2538
"Plymouth School District","=""1110011""",11,108,96,88.9,96,48,50.0,"*","*",24,25.0,"*","*","*","*",2542
"Pomfret School District","=""1120011""",03,37,37,100.0,37,"*","*","*","*",12,32.4,11,29.7,23,62.2,2462
"Pomfret School District","=""1120011""",04,51,51,100.0,51,6,11.8,9,17.6,22,43.1,14,27.5,36,70.6,2509
"Pomfret School District","=""1120011""",05,48,48,100.0,47,"*","*",12,25.5,"*","*",20,42.6,"*","*",2553
"Pomfret School District","=""1120011""",06,46,46,100.0,45,6,13.3,16,35.6,13,28.9,10,22.2,23,51.1,2553
"Pomfret School District","=""1120011""",07,53,53,100.0,51,"*","*",20,39.2,"*","*",15,29.4,"*","*",2581
"Pomfret School District","=""1120011""",08,58,58,100.0,58,9,15.5,13,22.4,22,37.9,14,24.1,36,62.1,2603
"Portland School District","=""1130011""",03,90,89,98.9,89,11,12.4,21,23.6,28,31.5,29,32.6,57,64.0,2458
"Portland School District","=""1130011""",04,104,101,97.1,101,13,12.9,32,31.7,37,36.6,19,18.8,56,55.4,2489
"Portland School District","=""1130011""",05,109,109,100.0,109,6,5.5,27,24.8,37,33.9,39,35.8,76,69.7,2551
"Portland School District","=""1130011""",06,108,106,98.1,106,7,6.6,30,28.3,30,28.3,39,36.8,69,65.1,2578
"Portland School District","=""1130011""",07,112,111,99.1,111,13,11.7,30,27.0,44,39.6,24,21.6,68,61.3,2578
"Portland School District","=""1130011""",08,123,122,99.2,122,19,15.6,39,32.0,33,27.0,31,25.4,64,52.5,2592
"Portland School District","=""1130011""",11,88,58,65.9,58,26,44.8,8,13.8,16,27.6,8,13.8,24,41.4,2572
"Preston School District","=""1140011""",03,40,39,97.5,39,"*","*",11,28.2,14,35.9,"*","*","*","*",2445
"Preston School District","=""1140011""",04,39,37,94.9,37,"*","*",11,29.7,13,35.1,"*","*","*","*",2498
"Preston School District","=""1140011""",05,41,39,95.1,39,"*","*",15,38.5,18,46.2,"*","*","*","*",2526
"Preston School District","=""1140011""",06,57,56,98.2,56,9,16.1,26,46.4,11,19.6,10,17.9,21,37.5,2544
"Preston School District","=""1140011""",07,61,56,91.8,56,12,21.4,16,28.6,12,21.4,16,28.6,28,50.0,2561
"Preston School District","=""1140011""",08,44,35,79.5,35,"*","*","*","*",14,40.0,9,25.7,23,65.7,2598
"Putnam School District","=""1160011""",03,86,83,96.5,83,26,31.3,30,36.1,20,24.1,7,8.4,27,32.5,2410
"Putnam School District","=""1160011""",04,93,93,100.0,93,17,18.3,43,46.2,23,24.7,10,10.8,33,35.5,2463
"Putnam School District","=""1160011""",05,89,88,98.9,87,32,36.8,24,27.6,19,21.8,12,13.8,31,35.6,2489
"Putnam School District","=""1160011""",06,96,94,97.9,94,42,44.7,37,39.4,9,9.6,6,6.4,15,16.0,2478
"Putnam School District","=""1160011""",07,86,83,96.5,83,35,42.2,37,44.6,"*","*","*","*",11,13.3,2486
"Putnam School District","=""1160011""",08,111,111,100.0,110,57,51.8,27,24.5,15,13.6,11,10.0,26,23.6,2508
"Putnam School District","=""1160011""",11,69,67,97.1,61,33,54.1,17,27.9,"*","*","*","*",11,18.0,2524
"Redding School District","=""1170011""",03,87,87,100.0,87,"*","*","*","*",37,42.5,37,42.5,74,85.1,2486
"Redding School District","=""1170011""",04,101,101,100.0,101,"*","*","*","*",42,41.6,38,37.6,80,79.2,2534
"Redding School District","=""1170011""",05,128,122,95.3,122,10,8.2,36,29.5,34,27.9,42,34.4,76,62.3,2544
"Redding School District","=""1170011""",06,122,119,97.5,118,15,12.7,26,22.0,29,24.6,48,40.7,77,65.3,2578
"Redding School District","=""1170011""",07,121,92,76.0,92,21,22.8,20,21.7,21,22.8,30,32.6,51,55.4,2569
"Redding School District","=""1170011""",08,136,108,79.4,108,19,17.6,23,21.3,29,26.9,37,34.3,66,61.1,2602
"Regional School District 01","=""2010012""",08,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""",07,162,161,99.4,161,29,18.0,53,32.9,47,29.2,32,19.9,79,49.1,2564
"Regional School District 04","=""2040012""",08,170,167,98.2,167,24,14.4,64,38.3,53,31.7,26,15.6,79,47.3,2578
"Regional School District 04","=""2040012""",11,149,142,95.3,142,43,30.3,34,23.9,47,33.1,18,12.7,65,45.8,2597
"Regional School District 05","=""2050012""",07,373,364,97.6,363,60,16.5,91,25.1,87,24.0,125,34.4,212,58.4,2584
"Regional School District 05","=""2050012""",08,397,388,97.7,388,42,10.8,82,21.1,108,27.8,156,40.2,264,68.0,2623
"Regional School District 05","=""2050012""",11,388,349,89.9,348,134,38.5,80,23.0,70,20.1,64,18.4,134,38.5,2580
"Regional School District 06","=""2060012""",03,35,33,94.3,33,0,0.0,7,21.2,14,42.4,12,36.4,26,78.8,2476
"Regional School District 06","=""2060012""",04,64,59,92.2,59,7,11.9,19,32.2,21,35.6,12,20.3,33,55.9,2493
"Regional School District 06","=""2060012""",05,50,46,92.0,46,13,28.3,19,41.3,"*","*","*","*",14,30.4,2497
"Regional School District 06","=""2060012""",06,53,51,96.2,51,"*","*",23,45.1,14,27.5,"*","*","*","*",2519
"Regional School District 06","=""2060012""",07,77,67,87.0,67,14,20.9,26,38.8,15,22.4,12,17.9,27,40.3,2550
"Regional School District 06","=""2060012""",08,65,54,83.1,54,29,53.7,14,25.9,"*","*","*","*",11,20.4,2504
"Regional School District 06","=""2060012""",11,102,91,89.2,91,40,44.0,21,23.1,19,20.9,11,12.1,30,33.0,2575
"Regional School District 07","=""2070012""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""",07,"*","*","*","*","*","*",38,28.8,"*","*",33,25.0,"*","*","*"
"Regional School District 07","=""2070012""",08,192,188,97.9,187,29,15.5,37,19.8,57,30.5,64,34.2,121,64.7,2608
"Regional School District 07","=""2070012""",11,180,177,98.3,176,77,43.8,"*","*",42,23.9,"*","*","*","*",2566
"Regional School District 08","=""2080012""",07,281,280,99.6,278,27,9.7,74,26.6,99,35.6,78,28.1,177,63.7,2584
"Regional School District 08","=""2080012""",08,273,270,98.9,268,37,13.8,71,26.5,62,23.1,98,36.6,160,59.7,2610
"Regional School District 08","=""2080012""",11,267,264,98.9,262,114,43.5,59,22.5,59,22.5,30,11.5,89,34.0,2558
"Regional School District 09","=""2090012""",11,251,92,36.7,92,12,13.0,17,18.5,31,33.7,32,34.8,63,68.5,2665
"Regional School District 10","=""2100012""",03,162,159,98.1,159,8,5.0,27,17.0,64,40.3,60,37.7,124,78.0,2482
"Regional School District 10","=""2100012""",04,188,183,97.3,183,13,7.1,55,30.1,68,37.2,47,25.7,115,62.8,2503
"Regional School District 10","=""2100012""",05,203,199,98.0,199,29,14.6,76,38.2,39,19.6,55,27.6,94,47.2,2529
"Regional School District 10","=""2100012""",06,219,218,99.5,218,27,12.4,71,32.6,70,32.1,50,22.9,120,55.0,2555
"Regional School District 10","=""2100012""",07,175,170,97.1,170,25,14.7,50,29.4,57,33.5,38,22.4,95,55.9,2571
"Regional School District 10","=""2100012""",08,218,216,99.1,216,27,12.5,52,24.1,65,30.1,72,33.3,137,63.4,2603
"Regional School District 10","=""2100012""",11,193,190,98.4,190,34,17.9,46,24.2,63,33.2,47,24.7,110,57.9,2637
"Regional School District 11","=""2110012""",07,49,48,98.0,48,21,43.8,16,33.3,"*","*","*","*",11,22.9,2501
"Regional School District 11","=""2110012""",08,63,62,98.4,62,34,54.8,"*","*","*","*",0,0.0,"*","*",2488
"Regional School District 11","=""2110012""",11,31,29,93.5,29,15,51.7,"*","*","*","*",0,0.0,"*","*",2532
"Regional School District 12","=""2120012""",03,57,56,98.2,56,"*","*","*","*",22,39.3,16,28.6,38,67.9,2466
"Regional School District 12","=""2120012""",04,38,38,100.0,38,7,18.4,10,26.3,14,36.8,7,18.4,21,55.3,2486
"Regional School District 12","=""2120012""",05,46,46,100.0,46,"*","*","*","*",19,41.3,15,32.6,34,73.9,2558
"Regional School District 12","=""2120012""",06,58,58,100.0,58,12,20.7,25,43.1,13,22.4,8,13.8,21,36.2,2529
"Regional School District 12","=""2120012""",07,62,60,96.8,58,13,22.4,18,31.0,18,31.0,9,15.5,27,46.6,2549
"Regional School District 12","=""2120012""",08,72,70,97.2,70,16,22.9,24,34.3,15,21.4,15,21.4,30,42.9,2569
"Regional School District 12","=""2120012""",11,80,79,98.8,77,15,19.5,22,28.6,15,19.5,25,32.5,40,51.9,2648
"Regional School District 13","=""2130012""",03,112,111,99.1,111,16,14.4,27,24.3,42,37.8,26,23.4,68,61.3,2451
"Regional School District 13","=""2130012""",04,134,134,100.0,134,10,7.5,43,32.1,48,35.8,33,24.6,81,60.4,2501
"Regional School District 13","=""2130012""",05,122,121,99.2,121,33,27.3,46,38.0,19,15.7,23,19.0,42,34.7,2501
"Regional School District 13","=""2130012""",06,163,163,100.0,163,23,14.1,66,40.5,53,32.5,21,12.9,74,45.4,2540
"Regional School District 13","=""2130012""",07,161,159,98.8,159,33,20.8,59,37.1,30,18.9,37,23.3,67,42.1,2551
"Regional School District 13","=""2130012""",08,178,177,99.4,177,41,23.2,56,31.6,50,28.2,30,16.9,80,45.2,2566
"Regional School District 13","=""2130012""",11,139,127,91.4,127,58,45.7,35,27.6,24,18.9,10,7.9,34,26.8,2555
"Regional School District 14","=""2140012""",03,108,106,98.1,106,13,12.3,26,24.5,36,34.0,31,29.2,67,63.2,2453
"Regional School District 14","=""2140012""",04,131,129,98.5,129,11,8.5,39,30.2,46,35.7,33,25.6,79,61.2,2501
"Regional School District 14","=""2140012""",05,106,106,100.0,106,16,15.1,49,46.2,23,21.7,18,17.0,41,38.7,2516
"Regional School District 14","=""2140012""",06,117,117,100.0,117,22,18.8,57,48.7,28,23.9,10,8.5,38,32.5,2520
"Regional School District 14","=""2140012""",07,104,104,100.0,104,18,17.3,44,42.3,25,24.0,17,16.3,42,40.4,2557
"Regional School District 14","=""2140012""",08,140,139,99.3,139,47,33.8,37,26.6,25,18.0,30,21.6,55,39.6,2556
"Regional School District 14","=""2140012""",11,193,176,91.2,176,70,39.8,44,25.0,50,28.4,12,6.8,62,35.2,2568
"Regional School District 15","=""2150012""",03,271,265,97.8,265,20,7.5,44,16.6,104,39.2,97,36.6,201,75.8,2478
"Regional School District 15","=""2150012""",04,280,275,98.2,275,18,6.5,83,30.2,107,38.9,67,24.4,174,63.3,2506
"Regional School District 15","=""2150012""",05,320,315,98.4,315,53,16.8,118,37.5,72,22.9,72,22.9,144,45.7,2519
"Regional School District 15","=""2150012""",06,324,316,97.5,316,42,13.3,116,36.7,92,29.1,66,20.9,158,50.0,2549
"Regional School District 15","=""2150012""",07,349,344,98.6,343,42,12.2,96,28.0,108,31.5,97,28.3,205,59.8,2584
"Regional School District 15","=""2150012""",08,341,336,98.5,336,52,15.5,92,27.4,87,25.9,105,31.3,192,57.1,2601
"Regional School District 15","=""2150012""",11,285,271,95.1,271,31,11.4,55,20.3,89,32.8,96,35.4,185,68.3,2670
"Regional School District 16","=""2160012""",03,163,141,86.5,141,24,17.0,24,17.0,54,38.3,39,27.7,93,66.0,2457
"Regional School District 16","=""2160012""",04,167,162,97.0,162,19,11.7,65,40.1,55,34.0,23,14.2,78,48.1,2484
"Regional School District 16","=""2160012""",05,189,184,97.4,183,33,18.0,63,34.4,49,26.8,38,20.8,87,47.5,2522
"Regional School District 16","=""2160012""",06,178,171,96.1,171,38,22.2,64,37.4,49,28.7,20,11.7,69,40.4,2524
"Regional School District 16","=""2160012""",07,198,182,91.9,182,42,23.1,66,36.3,51,28.0,23,12.6,74,40.7,2540
"Regional School District 16","=""2160012""",08,182,182,100.0,182,57,31.3,56,30.8,41,22.5,28,15.4,69,37.9,2555
"Regional School District 16","=""2160012""",11,183,172,94.0,172,88,51.2,30,17.4,42,24.4,12,7.0,54,31.4,2545
"Regional School District 17","=""2170012""",03,166,166,100.0,166,15,9.0,38,22.9,56,33.7,57,34.3,113,68.1,2467
"Regional School District 17","=""2170012""",04,184,181,98.4,181,18,9.9,70,38.7,66,36.5,27,14.9,93,51.4,2484
"Regional School District 17","=""2170012""",05,164,164,100.0,164,23,14.0,51,31.1,33,20.1,57,34.8,90,54.9,2537
"Regional School District 17","=""2170012""",06,209,209,100.0,209,44,21.1,77,36.8,40,19.1,48,23.0,88,42.1,2536
"Regional School District 17","=""2170012""",07,189,187,98.9,187,35,18.7,58,31.0,46,24.6,48,25.7,94,50.3,2564
"Regional School District 17","=""2170012""",08,195,193,99.0,193,58,30.1,45,23.3,45,23.3,45,23.3,90,46.6,2564
"Regional School District 17","=""2170012""",11,141,139,98.6,139,40,28.8,27,19.4,42,30.2,30,21.6,72,51.8,2617
"Regional School District 18","=""2180012""",03,83,81,97.6,81,0,0.0,8,9.9,29,35.8,44,54.3,73,90.1,2507
"Regional School District 18","=""2180012""",04,97,95,97.9,95,"*","*","*","*",33,34.7,49,51.6,82,86.3,2552
"Regional School District 18","=""2180012""",05,118,117,99.2,117,13,11.1,16,13.7,33,28.2,55,47.0,88,75.2,2566
"Regional School District 18","=""2180012""",06,105,104,99.0,103,"*","*",31,30.1,"*","*",35,34.0,"*","*",2581
"Regional School District 18","=""2180012""",07,126,124,98.4,124,10,8.1,33,26.6,43,34.7,38,30.6,81,65.3,2594
"Regional School District 18","=""2180012""",08,122,115,94.3,115,16,13.9,41,35.7,24,20.9,34,29.6,58,50.4,2598
"Regional School District 18","=""2180012""",11,104,93,89.4,93,32,34.4,15,16.1,27,29.0,19,20.4,46,49.5,2592
"Regional School District 19","=""2190012""",11,277,52,18.8,52,21,40.4,14,26.9,11,21.2,6,11.5,17,32.7,2563
"Ridgefield School District","=""1180011""",03,336,319,94.9,319,18,5.6,58,18.2,148,46.4,95,29.8,243,76.2,2472
"Ridgefield School District","=""1180011""",04,411,402,97.8,402,34,8.5,106,26.4,146,36.3,116,28.9,262,65.2,2507
"Ridgefield School District","=""1180011""",05,398,388,97.5,388,40,10.3,112,28.9,114,29.4,122,31.4,236,60.8,2542
"Ridgefield School District","=""1180011""",06,445,435,97.8,435,59,13.6,126,29.0,137,31.5,113,26.0,250,57.5,2560
"Ridgefield School District","=""1180011""",07,404,399,98.8,399,30,7.5,86,21.6,125,31.3,158,39.6,283,70.9,2610
"Ridgefield School District","=""1180011""",08,414,404,97.6,404,48,11.9,83,20.5,102,25.2,171,42.3,273,67.6,2622
"Ridgefield School District","=""1180011""",11,429,175,40.8,175,14,8.0,37,21.1,51,29.1,73,41.7,124,70.9,2683
"Rocky Hill School District","=""1190011""",03,189,189,100.0,189,23,12.2,43,22.8,51,27.0,72,38.1,123,65.1,2470
"Rocky Hill School District","=""1190011""",04,188,188,100.0,188,16,8.5,46,24.5,80,42.6,46,24.5,126,67.0,2506
"Rocky Hill School District","=""1190011""",05,191,191,100.0,191,39,20.4,66,34.6,44,23.0,42,22.0,86,45.0,2521
"Rocky Hill School District","=""1190011""",06,197,197,100.0,197,28,14.2,66,33.5,53,26.9,50,25.4,103,52.3,2555
"Rocky Hill School District","=""1190011""",07,190,190,100.0,190,41,21.6,61,32.1,42,22.1,46,24.2,88,46.3,2553
"Rocky Hill School District","=""1190011""",08,187,187,100.0,187,43,23.0,50,26.7,56,29.9,38,20.3,94,50.3,2576
"Rocky Hill School District","=""1190011""",11,172,68,39.5,68,26,38.2,16,23.5,17,25.0,9,13.2,26,38.2,2577
"Salem School District","=""1210011""",03,43,43,100.0,43,"*","*","*","*",21,48.8,13,30.2,34,79.1,2474
"Salem School District","=""1210011""",04,57,57,100.0,57,"*","*","*","*",18,31.6,32,56.1,50,87.7,2549
"Salem School District","=""1210011""",05,32,32,100.0,32,"*","*","*","*",11,34.4,9,28.1,20,62.5,2534
"Salem School District","=""1210011""",06,43,43,100.0,43,"*","*","*","*",15,34.9,12,27.9,27,62.8,2577
"Salem School District","=""1210011""",07,36,36,100.0,36,"*","*","*","*",12,33.3,12,33.3,24,66.7,2593
"Salem School District","=""1210011""",08,55,55,100.0,55,9,16.4,11,20.0,19,34.5,16,29.1,35,63.6,2601
"Salisbury School District","=""1220011""",03,22,22,100.0,22,"*","*","*","*",10,45.5,9,40.9,19,86.4,2486
"Salisbury School District","=""1220011""",04,21,21,100.0,21,"*","*",9,42.9,7,33.3,"*","*","*","*",2485
"Salisbury School District","=""1220011""",05,44,44,100.0,44,8,18.2,14,31.8,8,18.2,14,31.8,22,50.0,2532
"Salisbury School District","=""1220011""",06,23,23,100.0,23,"*","*",6,26.1,6,26.1,"*","*","*","*",2560
"Salisbury School District","=""1220011""",07,30,28,93.3,28,"*","*","*","*",13,46.4,10,35.7,23,82.1,2617
"Salisbury School District","=""1220011""",08,25,25,100.0,25,"*","*","*","*",7,28.0,8,32.0,15,60.0,2609
"Scotland School District","=""1230011""",03,20,20,100.0,20,"*","*",7,35.0,7,35.0,"*","*","*","*",2424
"Scotland School District","=""1230011""",04,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",05,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",06,20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",03,147,145,98.6,145,45,31.0,31,21.4,48,33.1,21,14.5,69,47.6,2423
"Seymour School District","=""1240011""",04,177,176,99.4,175,28,16.0,71,40.6,44,25.1,32,18.3,76,43.4,2478
"Seymour School District","=""1240011""",05,181,180,99.4,180,45,25.0,56,31.1,34,18.9,45,25.0,79,43.9,2514
"Seymour School District","=""1240011""",06,190,189,99.5,189,47,24.9,58,30.7,53,28.0,31,16.4,84,44.4,2531
"Seymour School District","=""1240011""",07,185,185,100.0,185,55,29.7,63,34.1,37,20.0,30,16.2,67,36.2,2535
"Seymour School District","=""1240011""",08,215,203,94.4,203,60,29.6,49,24.1,37,18.2,57,28.1,94,46.3,2574
"Seymour School District","=""1240011""",11,166,162,97.6,161,76,47.2,49,30.4,29,18.0,7,4.3,36,22.4,2547
"Sharon School District","=""1250011""",03,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",04,19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",05,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",06,18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",07,15,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,26,13,50.0,13,"*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",03,342,342,100.0,342,55,16.1,97,28.4,128,37.4,62,18.1,190,55.6,2442
"Shelton School District","=""1260011""",04,368,362,98.4,362,47,13.0,105,29.0,129,35.6,81,22.4,210,58.0,2491
"Shelton School District","=""1260011""",05,358,357,99.7,357,75,21.0,134,37.5,87,24.4,61,17.1,148,41.5,2508
"Shelton School District","=""1260011""",06,396,393,99.2,393,79,20.1,124,31.6,103,26.2,87,22.1,190,48.3,2542
"Shelton School District","=""1260011""",07,451,445,98.7,445,78,17.5,139,31.2,124,27.9,104,23.4,228,51.2,2563
"Shelton School District","=""1260011""",08,423,418,98.8,418,77,18.4,126,30.1,107,25.6,108,25.8,215,51.4,2582
"Shelton School District","=""1260011""",11,397,388,97.7,387,120,31.0,114,29.5,93,24.0,60,15.5,153,39.5,2593
"Sherman School District","=""1270011""",03,36,25,69.4,25,8,32.0,"*","*",7,28.0,"*","*","*","*",2427
"Sherman School District","=""1270011""",04,32,21,65.6,21,"*","*","*","*",11,52.4,"*","*","*","*",2495
"Sherman School District","=""1270011""",05,42,23,54.8,23,"*","*",13,56.5,6,26.1,"*","*","*","*",2504
"Sherman School District","=""1270011""",06,28,13,46.4,13,"*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",07,37,20,54.1,19,"*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",08,49,18,36.7,16,"*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",03,23,23,100.0,23,"*","*",9,39.1,7,30.4,"*","*","*","*",2448
"Side By Side Charter School District","=""2700013""",04,24,24,100.0,24,"*","*",11,45.8,6,25.0,"*","*","*","*",2469
"Side By Side Charter School District","=""2700013""",05,21,21,100.0,21,9,42.9,"*","*",7,33.3,"*","*","*","*",2493
"Side By Side Charter School District","=""2700013""",06,22,22,100.0,22,"*","*",8,36.4,9,40.9,"*","*","*","*",2521
"Side By Side Charter School District","=""2700013""",07,21,21,100.0,21,6,28.6,10,47.6,"*","*","*","*","*","*",2526
"Side By Side Charter School District","=""2700013""",08,18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""",03,285,280,98.2,280,30,10.7,52,18.6,97,34.6,101,36.1,198,70.7,2471
"Simsbury School District","=""1280011""",04,289,287,99.3,287,14,4.9,69,24.0,120,41.8,84,29.3,204,71.1,2515
"Simsbury School District","=""1280011""",05,329,329,100.0,329,47,14.3,77,23.4,71,21.6,134,40.7,205,62.3,2546
"Simsbury School District","=""1280011""",06,337,336,99.7,334,44,13.2,109,32.6,90,26.9,91,27.2,181,54.2,2560
"Simsbury School District","=""1280011""",07,354,353,99.7,353,53,15.0,86,24.4,102,28.9,112,31.7,214,60.6,2583
"Simsbury School District","=""1280011""",08,381,376,98.7,376,61,16.2,78,20.7,102,27.1,135,35.9,237,63.0,2607
"Simsbury School District","=""1280011""",11,357,340,95.2,340,40,11.8,49,14.4,108,31.8,143,42.1,251,73.8,2682
"Somers School District","=""1290011""",03,116,116,100.0,116,22,19.0,36,31.0,44,37.9,14,12.1,58,50.0,2434
"Somers School District","=""1290011""",04,103,101,98.1,101,9,8.9,20,19.8,41,40.6,31,30.7,72,71.3,2511
"Somers School District","=""1290011""",05,124,124,100.0,123,32,26.0,40,32.5,29,23.6,22,17.9,51,41.5,2507
"Somers School District","=""1290011""",06,125,124,99.2,124,28,22.6,39,31.5,26,21.0,31,25.0,57,46.0,2539
"Somers School District","=""1290011""",07,115,115,100.0,115,19,16.5,52,45.2,25,21.7,19,16.5,44,38.3,2554
"Somers School District","=""1290011""",08,132,131,99.2,131,32,24.4,41,31.3,35,26.7,23,17.6,58,44.3,2560
"Somers School District","=""1290011""",11,117,116,99.1,116,30,25.9,38,32.8,39,33.6,9,7.8,48,41.4,2600
"South Windsor School District","=""1320011""",03,291,289,99.3,289,33,11.4,56,19.4,88,30.4,112,38.8,200,69.2,2473
