"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School",6,233,2496,2493,-3,"16.7%","31.0%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School",7,212,2475,2509,35,"47.2%","66.7%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School",8,244,2511,2538,27,"46.3%","62.4%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School",4,90,2446,2503,57,"54.4%","82.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School",5,89,2480,2533,53,"66.3%","84.4%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School",6,80,2532,2569,37,"56.3%","75.4%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School",7,82,2551,2572,21,"40.2%","62.5%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School",8,82,2538,2548,11,"37.8%","54.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School",4,79,2416,2453,37,"26.6%","59.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School",5,94,2454,2474,20,"24.5%","49.3%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School",5,44,2478,2502,24,"27.3%","61.7%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School",6,251,2528,2542,14,"31.5%","52.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School",7,194,2545,2572,28,"46.9%","66.2%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School",8,195,2583,2591,9,"36.4%","50.7%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School",4,113,2392,2460,68,"58.4%","87.4%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School",5,82,2459,2481,22,"36.6%","53.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School",4,122,2413,2472,59,"50.0%","81.6%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School",5,77,2450,2481,31,"39.0%","62.5%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School",4,102,2407,2447,40,"26.5%","63.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School",5,84,2456,2498,42,"59.5%","82.5%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School",6,156,2496,2510,15,"29.5%","52.1%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School",7,188,2519,2547,28,"51.1%","66.7%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School",8,173,2509,2525,16,"34.7%","52.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School",4,98,2446,2502,57,"55.1%","83.4%"
"=""1350011""","Stamford School District","=""1351411""","Westover School",5,92,2466,2502,36,"52.2%","73.1%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School",4,33,2410,2466,56,"42.4%","79.2%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School",5,45,2442,2493,50,"64.4%","84.3%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School",6,40,2468,2515,47,"50.0%","73.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School",7,58,2507,2538,31,"51.7%","67.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School",8,50,2496,2477,-18,"20.0%","35.0%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School",4,78,2468,2533,65,"64.1%","87.3%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School",5,86,2526,2552,26,"43.0%","64.7%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School",6,87,2540,2571,32,"48.3%","67.0%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School",7,101,2521,2568,46,"59.4%","79.0%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School",8,87,2611,2614,3,"39.1%","51.1%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School",5,56,2507,2540,32,"41.1%","68.5%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School",6,59,2521,2541,20,"27.1%","54.3%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School",7,59,2546,2597,51,"67.8%","87.8%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School",8,70,2539,2558,19,"40.0%","53.9%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School",4,71,2457,2510,53,"43.7%","78.9%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School",4,67,2392,2451,59,"43.3%","77.7%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School",5,73,2438,2470,32,"38.4%","64.8%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School",6,63,2448,2482,34,"49.2%","71.6%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School",7,267,2490,2488,-2,"19.9%","36.4%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School",8,246,2502,2510,7,"35.0%","50.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School",4,80,2399,2488,89,"76.3%","98.7%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School",5,62,2465,2498,33,"45.2%","64.6%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School",6,81,2478,2514,37,"42.0%","65.7%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School",4,36,2382,2422,40,"30.6%","56.3%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School",5,27,2469,2465,-3,"7.4%","25.5%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School",6,27,2450,2482,32,"48.1%","67.1%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School",7,269,2492,2511,19,"39.8%","58.7%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School",8,256,2493,2493,0,"28.1%","40.4%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6",4,"*","*","*","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6",6,"*","*","*","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School",4,33,2428,2525,97,"81.8%","100.0%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School",5,28,2428,2457,29,"35.7%","57.1%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School",6,37,2424,2478,55,"64.9%","82.1%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8",7,"*","*","*","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8",8,"*","*","*","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School",4,58,2363,2441,78,"58.6%","92.2%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School",5,68,2400,2450,50,"60.3%","76.3%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School",6,56,2439,2505,65,"67.9%","89.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School",4,80,2392,2463,71,"60.0%","90.4%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School",5,78,2416,2491,75,"76.9%","95.7%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School",6,81,2439,2474,35,"40.7%","65.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House",4,101,2426,2496,71,"57.4%","89.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House",5,98,2457,2503,46,"56.1%","75.4%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House",6,96,2484,2560,76,"80.2%","96.2%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School",4,51,2410,2480,70,"58.8%","90.4%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School",5,40,2431,2469,38,"42.5%","71.3%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School",6,53,2465,2490,24,"35.8%","57.1%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School",4,161,2433,2474,40,"31.1%","65.1%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School",5,134,2478,2502,24,"33.6%","53.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School",6,178,2501,2558,58,"66.9%","85.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School",7,170,2541,2569,28,"47.1%","68.3%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School",8,169,2587,2582,-6,"29.6%","42.7%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy",7,48,2426,2468,41,"54.2%","73.6%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy",8,49,2457,2495,39,"44.9%","67.1%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School",7,76,2498,2518,20,"34.2%","51.8%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School",8,80,2484,2507,24,"41.3%","57.2%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School",4,62,2425,2460,35,"25.8%","57.5%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School",5,71,2466,2502,36,"46.5%","69.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School",6,77,2509,2549,40,"51.9%","76.3%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School",7,95,2544,2565,21,"36.8%","58.5%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School",8,68,2542,2540,-2,"23.5%","35.2%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School",4,71,2429,2457,28,"21.1%","46.6%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School",5,77,2459,2472,13,"28.6%","47.6%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School",6,78,2469,2494,24,"32.1%","57.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School",7,75,2496,2509,14,"32.0%","51.3%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School",8,67,2512,2511,-1,"22.4%","41.2%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School",4,178,2475,2525,50,"52.8%","80.5%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School",5,180,2516,2541,25,"33.9%","59.2%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School",6,201,2544,2577,33,"51.2%","69.0%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School",7,216,2561,2589,28,"47.7%","66.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School",8,228,2577,2615,39,"56.1%","75.1%"
"=""1430011""","Torrington School District","=""1430111""","East School",4,46,2418,2458,40,"23.9%","62.4%"
"=""1430011""","Torrington School District","=""1430111""","East School",5,45,2479,2537,58,"71.1%","91.7%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",4,43,2390,2435,45,"32.6%","65.2%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",5,64,2470,2479,9,"21.9%","38.8%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",4,46,2410,2452,42,"28.3%","64.1%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",5,34,2445,2486,40,"44.1%","69.6%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",4,105,2419,2456,38,"26.7%","59.2%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",5,120,2450,2480,30,"40.8%","58.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",6,301,2474,2487,13,"26.6%","46.8%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",7,280,2481,2481,-0,"23.2%","41.2%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",8,276,2493,2517,24,"40.2%","57.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",4,52,2434,2469,35,"32.7%","56.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",5,62,2445,2471,26,"30.6%","56.0%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",6,39,2411,2383,-28,"10.3%","24.0%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",7,32,2402,2417,15,"31.3%","45.4%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",8,33,2438,2449,10,"24.2%","39.7%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",4,76,2468,2531,63,"63.2%","87.7%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",5,88,2526,2580,54,"67.0%","92.1%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",4,74,2489,2551,61,"68.9%","89.6%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",5,81,2534,2567,33,"53.1%","75.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",4,108,2491,2529,38,"44.4%","72.0%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",5,91,2517,2549,32,"40.7%","67.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",6,237,2538,2606,68,"79.7%","95.6%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",7,235,2565,2616,51,"70.2%","87.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",8,215,2564,2652,87,"88.4%","99.4%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",4,61,2497,2562,65,"67.2%","91.3%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",5,63,2528,2572,44,"58.7%","81.7%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",6,270,2544,2602,59,"70.7%","89.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",7,254,2565,2620,55,"74.4%","93.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",8,192,2557,2633,76,"81.3%","97.1%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",4,84,2463,2538,75,"71.4%","97.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",5,87,2477,2525,48,"59.8%","80.0%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",4,60,2489,2536,48,"55.0%","78.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,64,2519,2567,48,"64.1%","83.5%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School",8,"*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",4,"*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,8,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,15,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,9,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,71,2396,2466,71,"57.7%","86.8%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,84,2420,2480,59,"64.3%","84.6%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,37,2414,2476,62,"56.8%","89.4%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,30,2449,2488,39,"43.3%","71.5%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",4,"*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",5,"*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",8,"*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,36,2350,2438,89,"63.9%","93.2%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,29,2402,2473,71,"69.0%","92.8%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,41,2414,2480,66,"53.7%","86.5%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,35,2467,2505,38,"42.9%","71.6%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,39,2399,2461,62,"51.3%","79.3%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,42,2441,2477,37,"42.9%","71.6%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,224,2463,2498,35,"41.1%","65.9%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,205,2508,2528,20,"34.6%","55.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,187,2530,2523,-7,"25.1%","38.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,28,2447,2493,46,"39.3%","73.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,30,2484,2523,39,"46.7%","79.0%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,28,2483,2540,58,"64.3%","86.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,26,2537,2574,37,"53.8%","67.8%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,30,2565,2594,29,"43.3%","66.2%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",6,"*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",7,"*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,236,2503,2516,14,"25.8%","48.0%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,220,2528,2549,21,"36.4%","56.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,227,2556,2573,17,"41.4%","59.7%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",4,"*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",5,"*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,229,2506,2523,17,"28.8%","48.5%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,207,2533,2559,26,"42.0%","63.1%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,224,2552,2559,7,"32.1%","49.6%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,74,2442,2489,47,"41.9%","71.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,89,2478,2512,34,"36.0%","67.8%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,101,2448,2488,40,"32.7%","62.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,120,2480,2514,35,"44.2%","67.9%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,101,2432,2481,49,"41.6%","72.0%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,104,2468,2495,27,"36.5%","60.6%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,99,2440,2500,60,"53.5%","84.3%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,115,2492,2545,53,"63.5%","84.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,91,2400,2440,40,"31.9%","62.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,97,2447,2462,15,"22.7%","45.7%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",5,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,49,2352,2410,57,"30.6%","69.7%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,44,2408,2386,-23,"4.5%","14.9%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",4,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",5,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,67,2371,2417,46,"28.4%","62.9%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",5,65,2413,2418,5,"15.4%","35.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",4,43,2383,2421,38,"27.9%","58.9%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",5,64,2431,2456,25,"35.9%","55.9%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",6,46,2435,2467,32,"52.2%","67.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",7,46,2464,2492,28,"41.3%","65.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",8,48,2486,2509,24,"43.8%","62.1%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",4,67,2352,2407,55,"29.9%","71.8%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",5,60,2411,2418,7,"18.3%","39.3%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School",4,32,2357,2406,49,"28.1%","64.3%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School",5,47,2428,2443,14,"23.4%","41.7%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School",6,42,2424,2465,41,"54.8%","71.8%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School",7,32,2479,2500,22,"34.4%","58.8%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School",8,38,2467,2481,13,"28.9%","50.5%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School",7,18,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School",8,18,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III",7,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School",4,71,2384,2442,58,"38.0%","76.0%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School",5,78,2440,2473,33,"50.0%","70.7%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School",4,43,2372,2415,43,"27.9%","62.5%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School",5,44,2399,2399,0,"9.1%","33.5%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School",6,48,2443,2481,38,"47.9%","68.9%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School",7,44,2443,2456,13,"25.0%","46.4%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School",8,49,2459,2447,-12,"16.3%","28.0%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School",4,108,2368,2427,59,"44.4%","77.3%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School",5,116,2422,2429,6,"19.8%","34.3%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School",4,50,2355,2424,69,"58.0%","86.0%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School",5,45,2418,2428,9,"20.0%","40.2%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School",4,77,2411,2485,74,"63.6%","90.0%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School",5,86,2459,2467,8,"11.6%","37.1%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School",4,72,2377,2426,49,"30.6%","69.6%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School",5,62,2454,2448,-7,"11.3%","26.3%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School",6,360,2433,2438,6,"26.9%","43.8%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School",7,347,2430,2443,13,"31.7%","47.6%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School",8,327,2468,2469,2,"23.9%","40.3%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School",6,281,2413,2410,-3,"18.1%","33.4%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School",7,291,2403,2430,27,"37.5%","58.6%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School",8,275,2440,2447,8,"25.8%","41.1%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School",4,39,2366,2417,51,"33.3%","67.9%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School",5,50,2425,2456,31,"40.0%","64.4%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School",6,36,2429,2466,37,"50.0%","72.1%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School",7,31,2475,2489,15,"29.0%","46.4%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School",8,23,2456,2454,-2,"21.7%","34.0%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School",4,37,2405,2461,56,"48.6%","71.9%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School",5,42,2453,2454,2,"19.0%","38.3%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School",4,91,2416,2494,78,"65.9%","94.8%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School",5,94,2495,2499,4,"20.2%","36.5%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School",4,59,2342,2388,46,"25.4%","61.5%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School",5,51,2403,2421,18,"21.6%","47.1%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School",4,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School",5,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School",7,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School",8,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School",4,49,2332,2400,68,"49.0%","82.9%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School",5,56,2377,2396,18,"28.6%","44.2%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School",4,42,2364,2405,41,"33.3%","63.1%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School",5,37,2427,2460,33,"37.8%","62.6%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)",6,101,2464,2493,29,"38.6%","58.5%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)",7,104,2507,2525,18,"29.8%","47.0%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)",8,105,2516,2506,-10,"21.0%","36.6%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School",4,47,2380,2429,48,"31.9%","69.5%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School",5,35,2458,2454,-4,"5.7%","21.6%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School",6,290,2431,2423,-8,"19.7%","35.2%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School",7,290,2413,2441,28,"37.9%","57.4%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School",8,289,2443,2464,21,"37.4%","54.3%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC",4,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC",5,"*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School",4,44,2372,2437,65,"45.5%","86.9%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School",5,45,2426,2436,10,"13.3%","40.0%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School",6,192,2508,2551,43,"58.9%","77.6%"
