"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Eligible for Free Lunch",26,"30.8%","55.3%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Not Eligible for Free/Reduced Lunch",93,"38.7%","62.5%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Eligible for Reduced Lunch",6,"*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Eligible for Free Lunch",86,"31.4%","52.7%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Not Eligible for Free/Reduced Lunch",700,"39.4%","58.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Eligible for Reduced Lunch",18,"*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Eligible for Free Lunch",91,"31.9%","50.5%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Not Eligible for Free/Reduced Lunch",595,"40.5%","58.9%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Eligible for Reduced Lunch",20,"35.0%","51.8%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Eligible for Free Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Eligible for Reduced Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Eligible for Free Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Not Eligible for Free/Reduced Lunch",83,"37.3%","63.9%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Eligible for Free Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Not Eligible for Free/Reduced Lunch",62,"50.0%","67.7%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Eligible for Free Lunch",13,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Not Eligible for Free/Reduced Lunch",90,"43.3%","60.7%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Eligible for Reduced Lunch",9,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Eligible for Free Lunch","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Not Eligible for Free/Reduced Lunch",118,"35.6%","61.8%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Eligible for Free Lunch","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Eligible for Free Lunch","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Not Eligible for Free/Reduced Lunch",107,"57.0%","76.9%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Eligible for Reduced Lunch","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Eligible for Free Lunch",73,"45.2%","66.7%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Not Eligible for Free/Reduced Lunch",82,"43.9%","60.8%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Eligible for Reduced Lunch",9,"*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Eligible for Free Lunch",53,"28.3%","61.6%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Not Eligible for Free/Reduced Lunch",152,"38.2%","61.8%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Eligible for Reduced Lunch",25,"40.0%","68.9%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Eligible for Free Lunch",79,"50.6%","73.6%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Not Eligible for Free/Reduced Lunch",187,"50.8%","66.6%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Eligible for Reduced Lunch",37,"56.8%","70.5%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Eligible for Free Lunch",234,"29.9%","52.1%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Not Eligible for Free/Reduced Lunch",198,"43.9%","62.5%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Eligible for Reduced Lunch",47,"44.7%","59.6%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Eligible for Free Lunch",78,"35.9%","66.1%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Not Eligible for Free/Reduced Lunch",68,"60.3%","76.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Eligible for Reduced Lunch",11,"*","*"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Eligible for Free Lunch",201,"40.8%","64.0%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Not Eligible for Free/Reduced Lunch",223,"49.8%","66.7%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Eligible for Reduced Lunch",28,"32.1%","60.5%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Eligible for Free Lunch",75,"34.7%","57.3%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Not Eligible for Free/Reduced Lunch",97,"56.7%","77.9%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Eligible for Reduced Lunch",9,"*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Eligible for Free Lunch",88,"40.9%","66.8%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Not Eligible for Free/Reduced Lunch",75,"52.0%","76.4%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Eligible for Reduced Lunch",17,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Eligible for Free Lunch",69,"44.9%","70.2%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Not Eligible for Free/Reduced Lunch",34,"52.9%","84.1%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Eligible for Reduced Lunch",13,"*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Eligible for Free Lunch",91,"27.5%","58.8%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Not Eligible for Free/Reduced Lunch",83,"49.4%","73.6%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Eligible for Reduced Lunch",12,"*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Eligible for Free Lunch",94,"40.4%","71.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Not Eligible for Free/Reduced Lunch",89,"47.2%","69.6%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Eligible for Reduced Lunch",10,"*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Eligible for Free Lunch",345,"34.8%","54.9%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Not Eligible for Free/Reduced Lunch",314,"42.0%","59.1%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Eligible for Reduced Lunch",72,"36.1%","54.5%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Eligible for Free Lunch",157,"32.5%","60.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Not Eligible for Free/Reduced Lunch",246,"51.6%","68.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Eligible for Reduced Lunch",20,"20.0%","38.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Eligible for Free Lunch",88,"39.8%","72.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Not Eligible for Free/Reduced Lunch",65,"61.5%","82.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Eligible for Reduced Lunch",20,"50.0%","83.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Eligible for Free Lunch",280,"36.1%","54.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Not Eligible for Free/Reduced Lunch",327,"46.8%","63.4%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Eligible for Reduced Lunch",73,"46.6%","63.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Eligible for Free Lunch",112,"32.1%","65.5%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Not Eligible for Free/Reduced Lunch",64,"42.2%","66.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Eligible for Reduced Lunch",18,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Eligible for Free Lunch",101,"48.5%","71.2%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Not Eligible for Free/Reduced Lunch",81,"50.6%","74.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Eligible for Reduced Lunch",16,"*","*"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Eligible for Free Lunch",120,"39.2%","64.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Not Eligible for Free/Reduced Lunch",43,"58.1%","84.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Eligible for Reduced Lunch",21,"47.6%","66.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Eligible for Free Lunch",201,"30.8%","47.8%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Not Eligible for Free/Reduced Lunch",249,"39.8%","54.1%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Eligible for Reduced Lunch",35,"22.9%","35.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Eligible for Free Lunch",89,"37.1%","67.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Not Eligible for Free/Reduced Lunch",89,"59.6%","80.7%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Eligible for Reduced Lunch",10,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Eligible for Free Lunch",54,"31.5%","57.8%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Not Eligible for Free/Reduced Lunch",154,"43.5%","64.9%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Eligible for Reduced Lunch",19,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Eligible for Free Lunch",12,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Not Eligible for Free/Reduced Lunch",66,"71.2%","82.1%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Eligible for Free Lunch",29,"37.9%","56.1%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Not Eligible for Free/Reduced Lunch",325,"41.8%","55.6%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Eligible for Reduced Lunch",7,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Eligible for Free Lunch",65,"43.1%","58.4%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Not Eligible for Free/Reduced Lunch",167,"50.3%","67.2%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Eligible for Reduced Lunch",12,"*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Eligible for Free Lunch","*","8.7%","43.8%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Not Eligible for Free/Reduced Lunch",47,"53.2%","76.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Eligible for Reduced Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Eligible for Free Lunch",83,"30.1%","55.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Not Eligible for Free/Reduced Lunch",88,"48.9%","75.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Eligible for Reduced Lunch",33,"42.4%","67.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Eligible for Free Lunch",163,"23.3%","39.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Not Eligible for Free/Reduced Lunch",287,"31.0%","48.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Eligible for Reduced Lunch",66,"28.8%","49.8%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Eligible for Free Lunch",55,"47.3%","74.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Not Eligible for Free/Reduced Lunch",153,"56.2%","75.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Eligible for Reduced Lunch",14,"*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Eligible for Free Lunch",59,"35.6%","64.5%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Not Eligible for Free/Reduced Lunch",25,"36.0%","57.3%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Eligible for Reduced Lunch",6,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Eligible for Free Lunch",199,"27.1%","47.5%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Not Eligible for Free/Reduced Lunch",270,"30.0%","47.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Eligible for Reduced Lunch",55,"32.7%","48.4%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Eligible for Free Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Eligible for Reduced Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Eligible for Free Lunch",41,"41.5%","70.2%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Not Eligible for Free/Reduced Lunch",50,"58.0%","85.4%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Eligible for Reduced Lunch",7,"*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Eligible for Free Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Eligible for Free Lunch",63,"47.6%","74.1%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Not Eligible for Free/Reduced Lunch",94,"45.7%","69.0%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Eligible for Reduced Lunch",25,"48.0%","68.8%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Eligible for Free Lunch",102,"48.0%","76.5%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Not Eligible for Free/Reduced Lunch",98,"50.0%","72.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Eligible for Reduced Lunch",38,"47.4%","63.9%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Eligible for Free Lunch",61,"45.9%","80.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Not Eligible for Free/Reduced Lunch",204,"57.4%","75.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Eligible for Reduced Lunch",30,"30.0%","49.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Eligible for Free Lunch",46,"37.0%","60.7%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Not Eligible for Free/Reduced Lunch",81,"30.9%","55.7%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Eligible for Reduced Lunch",18,"*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Eligible for Free Lunch","*","40.6%","50.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Not Eligible for Free/Reduced Lunch",260,"53.1%","74.2%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Eligible for Reduced Lunch","*","*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Eligible for Free Lunch",47,"36.2%","56.7%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Not Eligible for Free/Reduced Lunch",466,"39.3%","55.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Eligible for Reduced Lunch",6,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Eligible for Free Lunch",74,"25.7%","46.3%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Not Eligible for Free/Reduced Lunch",8,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Eligible for Reduced Lunch",15,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Eligible for Free Lunch",60,"26.7%","42.7%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Not Eligible for Free/Reduced Lunch",85,"27.1%","45.0%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Eligible for Reduced Lunch",12,"*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Eligible for Free Lunch",43,"39.5%","61.0%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Not Eligible for Free/Reduced Lunch",152,"43.4%","69.7%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Eligible for Reduced Lunch",14,"*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Eligible for Free Lunch",19,"*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Not Eligible for Free/Reduced Lunch",131,"40.5%","62.8%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Eligible for Reduced Lunch",12,"*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Eligible for Free Lunch","*","17.9%","44.1%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Not Eligible for Free/Reduced Lunch",39,"20.5%","34.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Eligible for Free Lunch",89,"20.2%","45.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Not Eligible for Free/Reduced Lunch",189,"31.7%","48.7%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Eligible for Reduced Lunch",21,"4.8%","28.1%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Eligible for Free Lunch",19,"*","*"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Not Eligible for Free/Reduced Lunch",335,"54.9%","74.5%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Eligible for Reduced Lunch",6,"*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Eligible for Free Lunch",42,"33.3%","54.4%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Not Eligible for Free/Reduced Lunch",585,"41.9%","59.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Eligible for Reduced Lunch",17,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Eligible for Free Lunch",30,"36.7%","62.3%"
"=""1430011""","Torrington School District","=""1430111""","East School","Not Eligible for Free/Reduced Lunch",55,"38.2%","62.6%"
"=""1430011""","Torrington School District","=""1430111""","East School","Eligible for Reduced Lunch",6,"*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Eligible for Free Lunch",60,"25.0%","56.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Not Eligible for Free/Reduced Lunch",39,"43.6%","63.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Eligible for Reduced Lunch",9,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Eligible for Free Lunch",36,"61.1%","80.6%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Not Eligible for Free/Reduced Lunch",34,"55.9%","87.2%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Eligible for Reduced Lunch",10,"*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Eligible for Free Lunch",61,"24.6%","54.1%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Not Eligible for Free/Reduced Lunch",146,"34.2%","56.3%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Eligible for Reduced Lunch",17,"*","*"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Eligible for Free Lunch",369,"26.0%","43.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Not Eligible for Free/Reduced Lunch",420,"26.2%","44.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Eligible for Reduced Lunch",69,"36.2%","55.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Eligible for Free Lunch",77,"36.4%","62.5%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Not Eligible for Free/Reduced Lunch",20,"15.0%","45.7%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Eligible for Reduced Lunch",17,"*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Eligible for Free Lunch",100,"21.0%","41.2%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Eligible for Reduced Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Eligible for Free Lunch",10,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Not Eligible for Free/Reduced Lunch",148,"71.6%","90.9%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Eligible for Reduced Lunch",6,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Eligible for Free Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Not Eligible for Free/Reduced Lunch",143,"65.7%","84.0%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Eligible for Reduced Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Eligible for Free Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Not Eligible for Free/Reduced Lunch",176,"58.5%","82.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Eligible for Free Lunch",45,"68.9%","85.3%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Not Eligible for Free/Reduced Lunch",618,"79.8%","94.9%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Eligible for Reduced Lunch",23,"73.9%","89.1%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Eligible for Free Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Not Eligible for Free/Reduced Lunch",115,"73.9%","89.4%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Eligible for Reduced Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Eligible for Free Lunch",37,"45.9%","68.2%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Not Eligible for Free/Reduced Lunch",656,"64.0%","80.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Eligible for Reduced Lunch",21,"71.4%","83.7%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Eligible for Free Lunch",19,"*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Not Eligible for Free/Reduced Lunch",143,"63.6%","87.9%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Eligible for Reduced Lunch",6,"*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Eligible for Free Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Not Eligible for Free/Reduced Lunch","*","69.2%","88.2%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Eligible for Free Lunch","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Not Eligible for Free/Reduced Lunch",39,"46.2%","63.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Eligible for Free Lunch",50,"38.0%","56.4%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Not Eligible for Free/Reduced Lunch",103,"43.7%","67.2%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Eligible for Reduced Lunch",6,"*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Eligible for Free Lunch","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Not Eligible for Free/Reduced Lunch",48,"54.2%","69.2%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Eligible for Reduced Lunch","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Eligible for Free Lunch",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Eligible for Free Lunch",50,"38.0%","64.2%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Not Eligible for Free/Reduced Lunch",15,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Eligible for Free Lunch",38,"44.7%","77.3%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Not Eligible for Free/Reduced Lunch",31,"58.1%","74.7%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Eligible for Reduced Lunch",7,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Eligible for Free Lunch",37,"24.3%","51.4%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Not Eligible for Free/Reduced Lunch",36,"47.2%","63.2%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Eligible for Reduced Lunch",7,"*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Eligible for Free Lunch",240,"32.9%","51.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Not Eligible for Free/Reduced Lunch",331,"42.0%","61.0%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Eligible for Reduced Lunch",45,"42.2%","61.1%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Eligible for Free Lunch","*","33.3%","52.2%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Not Eligible for Free/Reduced Lunch",110,"39.1%","61.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Eligible for Reduced Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Eligible for Free Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Eligible for Free Lunch",122,"36.9%","58.8%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Not Eligible for Free/Reduced Lunch",533,"42.0%","60.7%"
