"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Non-Special Education",36,"61.1%","86.1%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Special Education",13,"*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Non-Special Education",86,"52.3%","71.8%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Special Education",12,"*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Non-Special Education",96,"37.5%","57.4%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Special Education",15,"*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Non-Special Education",134,"60.4%","80.9%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Special Education",85,"43.5%","68.5%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Non-Special Education",583,"56.9%","72.4%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Special Education",17,"*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Non-Special Education",155,"51.6%","71.5%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Special Education",25,"52.0%","71.2%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Non-Special Education",244,"57.0%","76.1%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Special Education",15,"*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Non-Special Education",106,"60.4%","78.3%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Special Education",23,"34.8%","63.4%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Non-Special Education",147,"64.6%","82.1%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Special Education",33,"42.4%","59.9%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Non-Special Education",291,"49.5%","67.6%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Special Education",20,"55.0%","75.9%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Non-Special Education",190,"42.6%","65.5%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Special Education",18,"*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Non-Special Education",101,"53.5%","75.4%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Special Education",13,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Non-Special Education",110,"59.1%","80.4%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Special Education",11,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Non-Special Education",126,"63.5%","86.3%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Special Education",14,"*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Non-Special Education",108,"58.3%","79.4%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Special Education",114,"31.6%","51.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Non-Special Education",807,"47.0%","61.9%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Special Education",9,"*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Non-Special Education",74,"62.2%","79.1%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Special Education",28,"39.3%","66.2%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Non-Special Education",181,"37.0%","57.2%"
"=""1310011""","Southington School District","=""1310511""","EASE","Special Education","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Special Education",14,"*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Non-Special Education",89,"46.1%","66.7%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Non-Special Education",109,"39.4%","62.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Special Education",93,"28.0%","47.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Non-Special Education",711,"39.7%","59.0%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Special Education",80,"32.5%","53.9%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Non-Special Education",626,"40.1%","58.1%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Non-Special Education",84,"38.1%","64.4%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Special Education",10,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Non-Special Education",70,"45.7%","63.8%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Special Education",13,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Non-Special Education",99,"39.4%","55.4%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Special Education",11,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Non-Special Education",126,"38.9%","63.4%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Non-Special Education",96,"57.3%","76.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Special Education",19,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Non-Special Education",145,"44.1%","62.9%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Special Education",26,"15.4%","46.7%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Non-Special Education",204,"38.7%","64.5%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Special Education",33,"51.5%","67.9%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Non-Special Education",270,"51.5%","69.1%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Special Education",77,"28.6%","53.2%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Non-Special Education",402,"38.8%","57.9%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Special Education",18,"*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Non-Special Education",139,"46.0%","68.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Special Education",58,"31.0%","61.7%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Non-Special Education",394,"46.7%","65.7%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Special Education",16,"*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Non-Special Education",165,"47.9%","70.1%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Special Education",32,"28.1%","51.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Non-Special Education",148,"49.3%","75.6%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Special Education",10,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Non-Special Education",106,"51.9%","77.1%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Special Education",23,"30.4%","58.0%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Non-Special Education",163,"38.7%","66.8%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Special Education",17,"*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Non-Special Education",176,"43.8%","69.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Special Education",78,"29.5%","55.1%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Non-Special Education",653,"39.1%","56.9%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Special Education",42,"31.0%","58.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Non-Special Education",381,"44.4%","64.6%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Special Education",21,"28.6%","61.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Non-Special Education",152,"52.0%","79.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Special Education",48,"20.8%","49.5%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Non-Special Education",632,"44.0%","60.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Special Education",29,"27.6%","61.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Non-Special Education",165,"37.6%","65.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Special Education",29,"31.0%","59.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Non-Special Education",169,"51.5%","75.1%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Special Education",20,"15.0%","38.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Non-Special Education",164,"48.2%","73.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Special Education",57,"24.6%","37.1%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Non-Special Education",428,"36.2%","51.9%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Special Education",17,"*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Non-Special Education",171,"49.1%","74.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Special Education",27,"33.3%","56.0%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Non-Special Education",200,"42.5%","65.6%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Special Education",17,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Non-Special Education",61,"67.2%","78.2%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Special Education",45,"35.6%","56.6%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Non-Special Education",316,"41.8%","54.9%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Special Education",43,"30.2%","48.9%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Non-Special Education",201,"51.7%","67.9%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Special Education",15,"*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Non-Special Education",56,"48.2%","73.3%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Special Education",20,"30.0%","51.3%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Non-Special Education",184,"41.3%","67.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Special Education",37,"27.0%","37.7%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Non-Special Education",479,"28.4%","46.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Special Education",23,"47.8%","70.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Non-Special Education",199,"53.8%","74.6%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Special Education",17,"*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Non-Special Education",73,"37.0%","61.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Special Education",58,"27.6%","51.0%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Non-Special Education",466,"29.4%","47.4%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Non-Special Education",90,"48.9%","77.8%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Special Education","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Special Education",27,"33.3%","61.3%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Non-Special Education",155,"49.0%","72.4%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Special Education",36,"27.8%","57.6%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Non-Special Education",202,"52.5%","75.5%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Special Education",18,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Non-Special Education",277,"51.3%","72.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Special Education",17,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Non-Special Education",128,"38.3%","62.4%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Special Education",30,"33.3%","53.6%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Non-Special Education",264,"53.8%","73.5%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Special Education",48,"27.1%","51.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Non-Special Education",471,"40.1%","56.1%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Special Education",14,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Non-Special Education",83,"27.7%","45.8%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Special Education",24,"16.7%","37.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Non-Special Education",133,"29.3%","44.9%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Special Education",29,"27.6%","58.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Non-Special Education",180,"44.4%","68.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Special Education",22,"27.3%","54.6%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Non-Special Education",140,"38.6%","62.8%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Special Education","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Non-Special Education","*","21.2%","39.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Special Education",25,"28.0%","50.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Non-Special Education",274,"26.3%","45.8%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Special Education",37,"24.3%","55.1%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Non-Special Education",323,"57.0%","75.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Special Education",61,"32.8%","50.5%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Non-Special Education",583,"42.4%","60.5%"
"=""1430011""","Torrington School District","=""1430111""","East School","Special Education",6,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Non-Special Education",85,"36.5%","60.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Special Education",22,"22.7%","56.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Non-Special Education",86,"33.7%","59.1%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Special Education",16,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Non-Special Education",64,"59.4%","84.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Special Education",33,"18.2%","48.3%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Non-Special Education",191,"35.1%","57.4%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Special Education",143,"22.4%","44.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Non-Special Education",715,"27.8%","45.1%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Special Education",21,"14.3%","49.6%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Non-Special Education",93,"37.6%","59.0%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Special Education",33,"9.1%","33.1%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Non-Special Education",72,"27.8%","46.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Special Education",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Non-Special Education",148,"71.6%","90.6%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Special Education",13,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Non-Special Education",142,"66.2%","83.6%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Special Education",23,"39.1%","74.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Non-Special Education",176,"58.5%","81.9%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Special Education",68,"67.6%","85.0%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Non-Special Education",618,"80.1%","95.1%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Special Education",15,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Non-Special Education",110,"74.5%","88.6%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Special Education",66,"43.9%","67.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Non-Special Education",648,"65.3%","81.2%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Special Education",29,"44.8%","78.9%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Non-Special Education",139,"68.3%","90.3%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Special Education",22,"63.6%","85.4%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Non-Special Education",102,"69.6%","88.6%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Special Education","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Special Education",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Non-Special Education",33,"54.5%","74.6%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Special Education",21,"38.1%","54.4%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Non-Special Education",138,"42.8%","65.1%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Special Education",11,"*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Non-Special Education",55,"47.3%","64.6%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Special Education",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Special Education",14,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Non-Special Education",51,"45.1%","70.8%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Special Education",17,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Non-Special Education",59,"55.9%","82.1%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Special Education",18,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Non-Special Education",62,"41.9%","61.1%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Special Education",75,"24.0%","46.9%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Non-Special Education",541,"40.5%","58.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Special Education",32,"25.0%","53.4%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Non-Special Education",110,"40.9%","60.5%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Special Education",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Special Education",82,"34.1%","52.9%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Non-Special Education",601,"41.8%","61.1%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Special Education","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Special Education",64,"29.7%","59.2%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Non-Special Education",594,"43.6%","62.9%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Special Education",15,"*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Non-Special Education",147,"44.9%","68.9%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Special Education",12,"*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Non-Special Education",208,"56.3%","79.9%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Special Education",22,"22.7%","50.2%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Non-Special Education",182,"41.8%","67.1%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Special Education",16,"*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Non-Special Education",198,"59.6%","81.0%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Special Education",27,"29.6%","62.9%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Non-Special Education",161,"25.5%","49.6%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Special Education",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Special Education",12,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Non-Special Education",81,"19.8%","37.2%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Special Education","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Special Education",31,"22.6%","54.8%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Non-Special Education",98,"29.6%","62.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Special Education",45,"26.7%","53.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Non-Special Education",202,"31.7%","55.0%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Special Education",25,"32.0%","63.4%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Non-Special Education",101,"29.7%","63.2%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Special Education",42,"31.0%","59.3%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Non-Special Education",148,"51.4%","73.1%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Special Education",6,"*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Non-Special Education",28,"10.7%","31.0%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Special Education","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Special Education",26,"23.1%","61.1%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Non-Special Education",123,"42.3%","69.3%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Special Education",41,"26.8%","62.3%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Non-Special Education",188,"43.1%","66.7%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Special Education",57,"22.8%","51.8%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Non-Special Education",166,"31.9%","58.1%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Special Education",14,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Non-Special Education",79,"30.4%","65.4%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Special Education",15,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Non-Special Education",148,"31.8%","58.1%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Special Education",15,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Non-Special Education",119,"31.9%","61.3%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Special Education",186,"21.0%","40.7%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Non-Special Education",843,"32.4%","51.2%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Special Education",167,"26.3%","53.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Non-Special Education",673,"36.1%","57.2%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Special Education",41,"31.7%","57.4%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Non-Special Education",138,"37.0%","58.9%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Special Education",9,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Non-Special Education",70,"47.1%","73.6%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Special Education",10,"*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Non-Special Education",175,"31.4%","56.1%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Special Education",21,"14.3%","44.0%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Non-Special Education",89,"16.9%","47.0%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Special Education",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Special Education",20,"40.0%","76.5%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Non-Special Education",85,"44.7%","75.9%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Special Education",13,"*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Non-Special Education",66,"37.9%","69.5%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Special Education",28,"25.0%","52.5%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Non-Special Education",282,"34.0%","51.6%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Special Education",14,"*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Non-Special Education",68,"38.2%","63.4%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Special Education",167,"22.2%","44.7%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Non-Special Education",695,"41.7%","63.6%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Special Education","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Special Education",15,"*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Non-Special Education",73,"47.9%","73.9%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Special Education",94,"26.6%","50.6%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Non-Special Education",531,"44.4%","62.0%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Special Education",18,"*","*"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Non-Special Education",80,"62.5%","80.7%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Special Education",14,"*","*"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Non-Special Education",105,"42.9%","63.4%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Special Education",18,"*","*"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Non-Special Education",98,"48.0%","71.7%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Special Education",25,"36.0%","69.6%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Non-Special Education",160,"49.4%","71.5%"
