"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"District Code","District","School Code","School","Subject","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELA",172,"49.4%","69.3%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Math",171,"37.4%","65.5%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELA",269,"56.5%","75.6%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Math",269,"45.4%","68.8%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","ELA",121,"57.9%","74.9%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Math",120,"60.8%","81.5%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","ELA",170,"60.6%","79.6%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Math",169,"50.3%","70.3%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","ELA",324,"48.8%","66.8%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Math",324,"52.5%","71.1%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","ELA",210,"43.8%","66.5%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Math",209,"41.6%","73.7%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELA",119,"48.7%","71.3%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math",119,"45.4%","69.4%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA",123,"57.7%","79.4%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math",122,"45.1%","74.9%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA",137,"61.3%","84.9%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math",137,"62.0%","85.9%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","ELA",122,"57.4%","79.9%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Math",122,"54.9%","77.6%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELA",921,"45.1%","60.7%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Math",918,"58.1%","75.6%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELA",83,"60.2%","78.9%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Math",83,"37.3%","63.6%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","ELA",209,"37.3%","58.4%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Math",208,"39.9%","67.5%"
"=""1310011""","Southington School District","=""1310511""","EASE","ELA","*","*","*"
"=""1310011""","Southington School District","=""1310511""","EASE","Math","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELA",103,"46.6%","67.0%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Math",104,"41.3%","68.6%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA",125,"36.0%","60.7%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math",125,"40.8%","68.7%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA",804,"38.3%","57.7%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math",803,"41.0%","59.0%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA",706,"39.2%","57.6%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math",704,"36.8%","56.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","ELA","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Math","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA",90,"38.9%","64.1%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math",90,"36.7%","55.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA",80,"46.3%","63.8%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math",80,"33.8%","56.0%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA",112,"38.4%","55.0%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math",112,"30.4%","58.0%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA",137,"36.5%","62.9%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math",137,"38.7%","67.8%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","ELA",6,"*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Math",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA",112,"56.3%","75.8%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math",112,"53.6%","78.3%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA",164,"42.7%","61.8%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math",165,"35.8%","59.7%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA",230,"36.1%","62.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math",230,"35.7%","68.7%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA",303,"51.5%","68.9%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math",303,"42.2%","62.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA",479,"37.2%","57.1%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math",479,"33.8%","51.0%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA",157,"44.6%","68.0%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math",158,"42.4%","69.9%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA",452,"44.7%","65.1%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math",457,"40.7%","56.9%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA",181,"47.0%","69.3%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math",183,"44.8%","69.8%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA",180,"45.6%","71.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math",180,"35.0%","64.2%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA",116,"49.1%","75.8%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math",117,"45.3%","76.1%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA",186,"37.6%","65.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math",187,"33.2%","63.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA",193,"44.0%","70.4%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math",200,"33.5%","62.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA",731,"38.0%","56.7%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math",736,"36.1%","53.4%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA",423,"43.0%","64.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math",423,"51.3%","72.3%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA",173,"49.1%","77.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math",173,"25.4%","53.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA",680,"42.4%","59.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math",684,"37.0%","56.5%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA",194,"36.1%","65.0%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math",195,"49.2%","73.3%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA",198,"48.5%","72.9%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math",199,"45.7%","74.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA",184,"44.6%","69.7%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math",186,"41.4%","71.8%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA",485,"34.8%","50.1%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math",517,"39.1%","57.5%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA",188,"48.4%","73.9%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math",190,"53.7%","78.4%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA",227,"41.4%","64.4%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math",226,"45.6%","66.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA",78,"64.1%","77.8%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math",78,"64.1%","87.3%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA",361,"41.0%","55.1%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math",361,"47.9%","66.0%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA",244,"48.0%","64.6%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math",244,"43.9%","65.5%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA",71,"38.0%","65.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math",71,"43.7%","78.9%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA",204,"40.2%","65.8%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math",203,"43.3%","71.2%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA",516,"28.3%","45.5%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math",513,"27.1%","43.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA",222,"53.2%","74.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math",223,"55.2%","77.2%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA",90,"35.6%","62.8%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math",90,"28.9%","50.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA",524,"29.2%","47.8%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math",525,"34.1%","49.8%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA",98,"51.0%","78.2%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math",98,"62.2%","82.0%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA",182,"46.7%","70.7%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math",182,"62.1%","85.4%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA",238,"48.7%","72.8%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math",239,"59.0%","83.6%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA",295,"52.2%","73.7%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math",295,"64.4%","87.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA",145,"36.6%","59.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math",144,"45.8%","72.8%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA",294,"51.7%","71.5%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math",295,"32.2%","60.0%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA",519,"38.9%","55.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math",517,"48.2%","66.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA",97,"25.8%","45.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math",97,"49.5%","70.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA",157,"27.4%","43.7%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math",156,"37.8%","54.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA",209,"42.1%","66.9%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math",210,"42.4%","68.5%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA",162,"37.0%","61.7%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math",163,"31.3%","48.8%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA",71,"19.7%","38.1%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math",71,"21.1%","46.6%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA",299,"26.4%","46.2%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math",297,"29.0%","49.6%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA",360,"53.6%","73.7%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math",358,"43.3%","69.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA",644,"41.5%","59.5%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math",645,"51.8%","70.4%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA",91,"37.4%","61.3%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math",91,"47.3%","76.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA",108,"31.5%","58.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math",107,"26.2%","49.4%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA",80,"57.5%","84.1%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math",80,"35.0%","66.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA",224,"32.6%","56.1%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math",225,"34.2%","58.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA",858,"26.9%","44.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math",857,"29.9%","48.2%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA",114,"33.3%","57.3%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math",114,"31.6%","56.2%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA",105,"21.9%","41.9%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math",104,"21.2%","35.6%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA",164,"72.0%","90.7%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math",164,"65.2%","90.1%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA",155,"63.9%","82.4%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math",155,"60.6%","82.2%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA",199,"56.3%","81.0%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math",199,"42.7%","69.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA",686,"78.9%","94.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math",687,"79.2%","93.9%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA",125,"72.0%","88.2%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math",124,"62.9%","86.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA",714,"63.3%","79.9%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math",716,"74.9%","92.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA",168,"64.3%","88.4%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math",171,"65.5%","88.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA",124,"68.5%","88.0%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math",124,"59.7%","81.3%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","ELA","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Math","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA",39,"46.2%","63.9%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA",159,"42.1%","63.7%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math",155,"61.3%","85.7%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA",66,"45.5%","63.7%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math",67,"50.7%","81.4%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","ELA",6,"*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Math",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA",65,"43.1%","69.5%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math",65,"66.2%","93.1%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA",76,"50.0%","75.6%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math",76,"48.7%","79.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA",80,"35.0%","56.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math",81,"46.9%","75.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA",616,"38.5%","57.2%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math",616,"34.1%","54.1%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA",142,"37.3%","58.9%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math",142,"49.3%","74.7%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA",683,"40.8%","60.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math",683,"34.4%","54.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","ELA","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Math","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA",658,"42.2%","62.5%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math",660,"34.1%","53.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA",162,"43.2%","67.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math",163,"38.7%","69.6%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA",220,"55.5%","79.4%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math",221,"38.9%","65.3%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA",204,"39.7%","65.3%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math",205,"39.0%","66.2%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA",214,"57.9%","81.1%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math",214,"58.9%","84.4%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA",188,"26.1%","51.5%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math",188,"27.1%","53.8%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","ELA",7,"*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Math",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA",93,"17.2%","36.8%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math",93,"18.3%","43.8%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","ELA","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Math","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA",129,"27.9%","60.5%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math",132,"22.0%","49.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA",247,"30.8%","54.7%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math",247,"40.1%","61.5%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA",126,"30.2%","63.3%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math",127,"24.4%","56.4%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA",190,"46.8%","70.1%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math",191,"34.0%","56.7%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELA",34,"11.8%","33.0%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Math",36,"19.4%","32.5%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","ELA","*","*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Math","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA",149,"38.9%","67.9%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math",149,"44.3%","73.2%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA",229,"40.2%","65.9%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math",228,"25.4%","47.7%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA",223,"29.6%","56.5%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math",224,"31.7%","55.0%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA",93,"32.3%","64.3%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math",95,"40.0%","64.3%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA",163,"30.7%","57.7%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math",163,"36.2%","62.1%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA",134,"31.3%","59.3%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math",134,"21.6%","49.6%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA",1029,"30.3%","49.3%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math",1034,"27.6%","44.0%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA",840,"34.2%","56.5%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math",847,"27.3%","44.6%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","ELA",179,"35.8%","58.6%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Math",179,"36.3%","59.7%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","ELA",79,"44.3%","72.9%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Math",79,"32.9%","54.0%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","ELA",185,"30.8%","55.4%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Math",185,"42.7%","65.2%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","ELA",110,"16.4%","46.5%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Math",110,"23.6%","54.8%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","ELA",11,"*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Math",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","ELA",105,"43.8%","76.0%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Math",105,"38.1%","62.3%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","ELA",79,"34.2%","65.8%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Math",79,"35.4%","62.9%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","ELA",310,"33.2%","51.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Math",310,"29.7%","47.2%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","ELA",82,"39.0%","63.3%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Math",82,"20.7%","49.1%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","ELA",862,"37.9%","59.9%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Math",869,"31.6%","48.9%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","ELA","*","*","*"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Math","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","ELA",88,"46.6%","73.5%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Math",89,"29.2%","63.2%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","ELA",625,"41.8%","60.2%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Math",626,"45.2%","61.9%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","ELA",98,"58.2%","77.0%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Math",98,"56.1%","83.3%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","ELA",119,"41.2%","63.5%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Math",119,"36.1%","64.5%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","ELA",116,"45.7%","70.0%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Math",116,"55.2%","79.9%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","ELA",185,"47.6%","71.2%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Math",185,"31.9%","58.9%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","ELA",219,"38.4%","65.8%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Math",219,"29.7%","55.8%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","ELA",634,"48.1%","67.9%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Math",634,"40.9%","61.1%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","ELA",127,"46.5%","69.5%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Math",127,"55.1%","78.2%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","ELA","*","*","*"
