"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (2-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Eligible For Lunch",236,"29.7%","45.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Not Eligible For Lunch",249,"39.8%","54.1%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Eligible For Lunch",268,"31.3%","51.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Not Eligible For Lunch",249,"47.4%","64.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Eligible For Lunch",99,"38.4%","67.9%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Not Eligible For Lunch",89,"59.6%","80.7%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Eligible For Lunch",101,"41.6%","69.9%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Not Eligible For Lunch",89,"67.4%","88.0%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Eligible For Lunch",73,"37.0%","63.5%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Not Eligible For Lunch",154,"43.5%","64.9%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Eligible For Lunch",72,"41.7%","65.9%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Not Eligible For Lunch",154,"47.4%","66.8%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Eligible For Lunch",12,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Not Eligible For Lunch",66,"71.2%","82.1%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Eligible For Lunch",12,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Not Eligible For Lunch",66,"65.2%","88.8%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Eligible For Lunch",36,"33.3%","51.0%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Not Eligible For Lunch",325,"41.8%","55.6%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Eligible For Lunch",35,"45.7%","58.4%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Not Eligible For Lunch",326,"48.2%","66.8%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Eligible For Lunch",77,"42.9%","58.9%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Not Eligible For Lunch",167,"50.3%","67.2%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Eligible For Lunch",77,"39.0%","63.4%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Not Eligible For Lunch",167,"46.1%","66.5%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Eligible For Lunch",24,"8.3%","43.7%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Not Eligible For Lunch",47,"53.2%","76.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Eligible For Lunch",24,"29.2%","67.9%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Not Eligible For Lunch",47,"51.1%","84.5%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Eligible For Lunch",116,"33.6%","58.6%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Not Eligible For Lunch",88,"48.9%","75.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Eligible For Lunch",116,"36.2%","64.9%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Not Eligible For Lunch",87,"52.9%","79.5%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA","Eligible For Lunch",229,"24.9%","42.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA","Not Eligible For Lunch",287,"31.0%","48.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math","Eligible For Lunch",228,"24.1%","40.4%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math","Not Eligible For Lunch",285,"29.5%","45.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA","Eligible For Lunch",69,"46.4%","72.2%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA","Not Eligible For Lunch",153,"56.2%","75.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math","Eligible For Lunch",70,"57.1%","79.5%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math","Not Eligible For Lunch",153,"54.2%","76.2%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA","Eligible For Lunch",65,"35.4%","64.9%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA","Not Eligible For Lunch",25,"36.0%","57.3%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math","Eligible For Lunch",65,"29.2%","46.9%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math","Not Eligible For Lunch",25,"28.0%","59.1%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Eligible For Lunch",254,"28.3%","47.7%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Not Eligible For Lunch",270,"30.0%","47.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Eligible For Lunch",256,"26.2%","42.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Not Eligible For Lunch",269,"41.6%","56.9%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","Not Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","Not Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Eligible For Lunch",48,"43.8%","70.6%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Not Eligible For Lunch",50,"58.0%","85.4%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Eligible For Lunch",48,"58.3%","75.6%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Not Eligible For Lunch",50,"66.0%","88.1%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","Not Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","Not Eligible For Lunch","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Eligible For Lunch",88,"47.7%","72.6%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Not Eligible For Lunch",94,"45.7%","69.0%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Eligible For Lunch",88,"62.5%","86.4%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Not Eligible For Lunch",94,"61.7%","84.4%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Eligible For Lunch",140,"47.9%","73.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Not Eligible For Lunch",98,"50.0%","72.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Eligible For Lunch",141,"56.0%","81.9%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Not Eligible For Lunch",98,"63.3%","86.0%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Eligible For Lunch",91,"40.7%","70.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Not Eligible For Lunch",204,"57.4%","75.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Eligible For Lunch",91,"59.3%","84.2%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Not Eligible For Lunch",204,"66.7%","88.4%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Eligible For Lunch",64,"43.8%","65.3%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Not Eligible For Lunch",81,"30.9%","55.7%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Eligible For Lunch",63,"49.2%","70.7%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Not Eligible For Lunch",81,"43.2%","74.5%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Eligible For Lunch",34,"41.2%","50.9%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Not Eligible For Lunch",260,"53.1%","74.2%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Eligible For Lunch",34,"20.6%","47.6%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Not Eligible For Lunch",261,"33.7%","61.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Eligible For Lunch",53,"35.8%","55.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Not Eligible For Lunch",466,"39.3%","55.6%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Eligible For Lunch",54,"53.7%","74.7%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Not Eligible For Lunch",463,"47.5%","65.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Eligible For Lunch",89,"24.7%","45.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Not Eligible For Lunch",8,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Eligible For Lunch",89,"50.6%","71.5%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Not Eligible For Lunch",8,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Eligible For Lunch",72,"27.8%","42.2%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Not Eligible For Lunch",85,"27.1%","45.0%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Eligible For Lunch",72,"33.3%","50.8%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Not Eligible For Lunch",84,"41.7%","57.8%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Eligible For Lunch",57,"38.6%","59.4%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Not Eligible For Lunch",152,"43.4%","69.7%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Eligible For Lunch",57,"35.1%","62.9%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Not Eligible For Lunch",153,"45.1%","70.6%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Eligible For Lunch",31,"22.6%","56.7%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Not Eligible For Lunch",131,"40.5%","62.8%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Eligible For Lunch",31,"35.5%","45.3%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Not Eligible For Lunch",132,"30.3%","49.6%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Eligible For Lunch",32,"18.8%","42.6%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Not Eligible For Lunch",39,"20.5%","34.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Eligible For Lunch",32,"18.8%","41.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Not Eligible For Lunch",39,"23.1%","50.9%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Eligible For Lunch",110,"17.3%","41.9%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Not Eligible For Lunch",189,"31.7%","48.7%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Eligible For Lunch",110,"29.1%","49.2%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Not Eligible For Lunch",187,"28.9%","49.8%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Eligible For Lunch",25,"36.0%","63.1%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Not Eligible For Lunch",335,"54.9%","74.5%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Eligible For Lunch",25,"24.0%","61.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Not Eligible For Lunch",333,"44.7%","70.4%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Eligible For Lunch",59,"37.3%","57.6%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Not Eligible For Lunch",585,"41.9%","59.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Eligible For Lunch",59,"47.5%","62.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Not Eligible For Lunch",586,"52.2%","71.2%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Eligible For Lunch",36,"36.1%","59.3%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Not Eligible For Lunch",55,"38.2%","62.6%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Eligible For Lunch",36,"47.2%","76.9%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Not Eligible For Lunch",55,"47.3%","76.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Eligible For Lunch",69,"24.6%","55.6%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Not Eligible For Lunch",39,"43.6%","63.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Eligible For Lunch",69,"27.5%","50.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Not Eligible For Lunch",38,"23.7%","47.4%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Eligible For Lunch",46,"58.7%","81.7%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Not Eligible For Lunch",34,"55.9%","87.2%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Eligible For Lunch",46,"26.1%","58.3%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Not Eligible For Lunch",34,"47.1%","77.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Eligible For Lunch",78,"29.5%","55.6%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Not Eligible For Lunch",146,"34.2%","56.3%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Eligible For Lunch",78,"37.2%","61.2%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Not Eligible For Lunch",147,"32.7%","57.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Eligible For Lunch",438,"27.6%","45.0%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Not Eligible For Lunch",420,"26.2%","44.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Eligible For Lunch",439,"27.8%","45.2%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Not Eligible For Lunch",418,"32.1%","51.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Eligible For Lunch",94,"37.2%","59.7%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Not Eligible For Lunch",20,"15.0%","45.7%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Eligible For Lunch",94,"34.0%","58.3%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Not Eligible For Lunch",20,"20.0%","46.3%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Eligible For Lunch","*","20.6%","40.4%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Not Eligible For Lunch","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Eligible For Lunch","*","20.8%","35.5%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Not Eligible For Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Eligible For Lunch",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Not Eligible For Lunch",148,"71.6%","90.9%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Eligible For Lunch",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Not Eligible For Lunch",148,"68.9%","92.5%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Eligible For Lunch",12,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Not Eligible For Lunch",143,"65.7%","84.0%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Eligible For Lunch",12,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Not Eligible For Lunch",143,"60.8%","81.8%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Eligible For Lunch",23,"39.1%","70.1%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Not Eligible For Lunch",176,"58.5%","82.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Eligible For Lunch",23,"30.4%","64.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Not Eligible For Lunch",176,"44.3%","70.5%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Eligible For Lunch",68,"70.6%","86.6%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Not Eligible For Lunch",618,"79.8%","94.9%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Eligible For Lunch",69,"65.2%","83.3%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Not Eligible For Lunch",618,"80.7%","95.1%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Eligible For Lunch",10,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Not Eligible For Lunch",115,"73.9%","89.4%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Eligible For Lunch",10,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Not Eligible For Lunch",114,"63.2%","86.7%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Eligible For Lunch",58,"55.2%","73.8%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Not Eligible For Lunch",656,"64.0%","80.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Eligible For Lunch",58,"56.9%","80.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Not Eligible For Lunch",658,"76.4%","93.9%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Eligible For Lunch",25,"68.0%","90.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Not Eligible For Lunch",143,"63.6%","87.9%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Eligible For Lunch",26,"65.4%","94.4%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Not Eligible For Lunch",145,"65.5%","87.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Eligible For Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Not Eligible For Lunch","*","69.2%","88.2%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Eligible For Lunch","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Not Eligible For Lunch","*","60.0%","81.7%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","ELA","Eligible For Lunch","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Math","Eligible For Lunch","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Not Eligible For Lunch",39,"46.2%","63.9%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Not Eligible For Lunch",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Eligible For Lunch",56,"39.3%","57.2%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Not Eligible For Lunch",103,"43.7%","67.2%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Eligible For Lunch",56,"66.1%","82.2%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Not Eligible For Lunch",99,"58.6%","87.6%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Eligible For Lunch",18,"*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Not Eligible For Lunch",48,"54.2%","69.2%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","Eligible For Lunch",18,"*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","Not Eligible For Lunch",49,"53.1%","84.5%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","ELA","Eligible For Lunch",6,"*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Math","Eligible For Lunch",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","Eligible For Lunch",50,"38.0%","64.2%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","Not Eligible For Lunch",15,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","Eligible For Lunch",50,"66.0%","91.9%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","Not Eligible For Lunch",15,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","Eligible For Lunch",45,"44.4%","76.2%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","Not Eligible For Lunch",31,"58.1%","74.7%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","Eligible For Lunch",45,"40.0%","74.4%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","Not Eligible For Lunch",31,"61.3%","87.3%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","Eligible For Lunch",44,"25.0%","50.1%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","Not Eligible For Lunch",36,"47.2%","63.2%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","Eligible For Lunch",45,"37.8%","66.4%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","Not Eligible For Lunch",36,"58.3%","86.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","Eligible For Lunch",285,"34.4%","52.8%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","Not Eligible For Lunch",331,"42.0%","61.0%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","Eligible For Lunch",286,"28.3%","48.2%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","Not Eligible For Lunch",330,"39.1%","59.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","Eligible For Lunch",32,"31.3%","50.5%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","Not Eligible For Lunch",110,"39.1%","61.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","Eligible For Lunch",32,"40.6%","71.6%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","Not Eligible For Lunch",110,"51.8%","75.6%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","Not Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","Not Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","Eligible For Lunch",150,"36.7%","58.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","Not Eligible For Lunch",533,"42.0%","60.7%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","Eligible For Lunch",150,"35.3%","52.5%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","Not Eligible For Lunch",533,"34.1%","55.1%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","ELA","Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","ELA","Not Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Math","Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Math","Not Eligible For Lunch","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","Eligible For Lunch",99,"35.4%","56.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","Not Eligible For Lunch",559,"43.5%","63.5%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","Eligible For Lunch",100,"33.0%","54.7%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","Not Eligible For Lunch",560,"34.3%","53.2%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","Eligible For Lunch",46,"39.1%","62.8%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","Not Eligible For Lunch",116,"44.8%","69.6%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","Eligible For Lunch",46,"34.8%","65.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","Not Eligible For Lunch",117,"40.2%","71.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","Eligible For Lunch",58,"44.8%","75.1%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","Not Eligible For Lunch",162,"59.3%","81.0%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","Eligible For Lunch",59,"37.3%","66.7%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","Not Eligible For Lunch",162,"39.5%","64.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","Eligible For Lunch",44,"29.5%","62.1%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","Not Eligible For Lunch",160,"42.5%","66.1%"
