"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Non-ELL","*","65.1%","87.2%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Non-ELL","*","46.3%","72.7%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Non-ELL","*","34.7%","59.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELL",7,"*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Non-ELL",627,"40.4%","60.6%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Non-ELL","*","31.0%","50.5%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Non-ELL","*","31.4%","60.1%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Non-ELL",69,"53.6%","84.2%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Non-ELL",71,"66.2%","82.6%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Non-ELL",78,"37.2%","63.5%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Non-ELL",766,"44.8%","59.9%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELL","*","*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Non-ELL","*","44.9%","63.8%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Non-ELL",66,"48.5%","72.8%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Non-ELL",44,"45.5%","65.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Non-ELL","*","43.8%","63.8%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Non-ELL","*","42.6%","65.3%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELL","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Non-ELL","*","57.8%","77.1%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELL","*","*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Non-ELL","*","51.0%","77.6%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","ELL","*","*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Non-ELL","*","60.2%","84.2%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Non-ELL",100,"57.0%","82.1%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","ELL",6,"*","*"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Non-ELL",700,"71.3%","89.4%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","ELL","*","*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Non-ELL","*","71.6%","91.7%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Non-ELL",100,"64.0%","83.2%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Non-ELL",164,"40.2%","55.5%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","ELL",27,"22.2%","51.3%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Non-ELL",103,"42.7%","63.2%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","ELL","*","*","*"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Non-ELL","*","38.2%","66.4%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","ELL",7,"*","*"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Non-ELL",120,"36.7%","57.5%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELL",8,"*","*"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Non-ELL",118,"28.8%","55.0%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELL",38,"28.9%","55.6%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Non-ELL",148,"39.9%","62.0%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELL",47,"19.1%","47.6%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Non-ELL",118,"50.0%","71.7%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELL",14,"*","*"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Non-ELL",134,"32.1%","58.6%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELL",11,"*","*"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Non-ELL",120,"37.5%","60.8%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELL",41,"24.4%","47.5%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Non-ELL",568,"34.3%","52.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELL",48,"22.9%","49.7%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Non-ELL",560,"33.0%","54.4%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELL",44,"15.9%","48.1%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Non-ELL",394,"41.1%","57.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELL",8,"*","*"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Non-ELL",107,"57.9%","83.2%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELL",38,"15.8%","46.5%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Non-ELL",106,"35.8%","62.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELL",21,"33.3%","65.5%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Non-ELL",90,"28.9%","57.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELL",66,"39.4%","63.8%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Non-ELL",554,"33.8%","51.6%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELL",9,"*","*"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Non-ELL",77,"45.5%","71.7%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Non-ELL","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELL",25,"32.0%","59.9%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Non-ELL",76,"44.7%","67.4%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELL",60,"38.3%","60.5%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Non-ELL",610,"35.4%","55.9%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELL",13,"*","*"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Non-ELL",112,"40.2%","69.9%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELL",6,"*","*"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Non-ELL",99,"54.5%","80.7%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELL",39,"30.8%","57.2%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Non-ELL",264,"32.2%","53.2%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELL",8,"*","*"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Non-ELL",72,"62.5%","82.4%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELL","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Non-ELL","*","24.6%","45.8%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELL",10,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Non-ELL",82,"29.3%","52.6%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELL",6,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Non-ELL",63,"49.2%","70.9%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELL","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Non-ELL","*","36.6%","62.0%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELL",6,"*","*"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Non-ELL",494,"45.3%","65.2%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELL","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Non-ELL","*","55.3%","73.6%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELL","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Non-ELL","*","50.0%","72.1%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Non-ELL",139,"56.8%","76.8%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Non-ELL","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","ELL","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Non-ELL","*","37.6%","52.9%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","ELL",8,"*","*"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Non-ELL",305,"42.3%","63.8%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","ELL","*","*","*"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Non-ELL","*","46.2%","70.6%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","ELL",6,"*","*"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Non-ELL",487,"54.4%","76.1%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Non-ELL",307,"37.5%","62.4%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","ELL",11,"*","*"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Non-ELL",70,"41.4%","69.2%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","ELL",9,"*","*"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Non-ELL",127,"40.2%","66.4%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","ELL","*","*","*"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Non-ELL","*","34.6%","61.8%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","ELL","*","*","*"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Non-ELL","*","46.2%","66.4%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","ELL","*","*","*"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Non-ELL","*","39.0%","58.0%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","ELL","*","*","*"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Non-ELL","*","42.2%","65.4%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","ELL","*","*","*"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Non-ELL","*","59.8%","80.6%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","ELL","*","*","*"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Non-ELL","*","51.4%","70.2%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","ELL","*","*","*"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Non-ELL","*","54.1%","70.9%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","ELL","*","*","*"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Non-ELL","*","41.6%","69.5%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Non-ELL",208,"46.6%","64.2%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","ELL","*","*","*"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Non-ELL","*","27.9%","43.7%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","ELL","*","*","*"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Non-ELL","*","54.1%","77.7%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","ELL","*","*","*"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Non-ELL","*","36.9%","58.8%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","ELL","*","*","*"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Non-ELL","*","48.5%","67.5%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","ELL","*","*","*"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Non-ELL","*","49.2%","65.5%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Non-ELL",85,"63.5%","86.4%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Non-ELL","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","Non-ELL","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Non-ELL",299,"42.8%","57.7%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","ELL","*","*","*"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Non-ELL","*","56.6%","73.9%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","ELL","*","*","*"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Non-ELL","*","45.6%","65.1%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Non-ELL",61,"60.7%","78.7%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Non-ELL",36,"33.3%","59.6%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","ELL","*","*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Non-ELL","*","39.1%","54.3%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Non-ELL",31,"54.8%","71.8%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Non-ELL","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Non-ELL","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Non-ELL",279,"47.0%","63.6%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Non-ELL",549,"36.8%","53.8%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","ELL",7,"*","*"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Non-ELL",743,"41.5%","60.9%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Non-ELL",83,"57.8%","81.2%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","ELL","*","*","*"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Non-ELL","*","41.3%","65.7%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Non-ELL",82,"47.6%","65.3%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Non-ELL",32,"50.0%","80.5%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","ELL","*","*","*"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Non-ELL","*","54.0%","72.0%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Non-ELL",20,"60.0%","85.8%"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Non-ELL",37,"56.8%","83.9%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Non-ELL",63,"52.4%","77.7%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Non-ELL",312,"40.7%","62.1%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Non-ELL",46,"54.3%","79.5%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Non-ELL",249,"53.0%","74.3%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","ELL","*","*","*"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Non-ELL","*","52.6%","78.0%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","ELL","*","*","*"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Non-ELL","*","50.0%","72.1%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","ELL","*","*","*"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Non-ELL","*","31.2%","50.8%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","ELL","*","*","*"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Non-ELL","*","55.2%","74.6%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","ELL","*","*","*"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Non-ELL","*","54.7%","76.6%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Non-ELL",424,"55.7%","74.2%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Non-ELL",122,"43.4%","66.3%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Non-ELL",125,"52.0%","80.2%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","ELL","*","*","*"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Non-ELL","*","47.7%","64.8%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","ELL","*","*","*"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Non-ELL","*","52.5%","74.3%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","ELL","*","*","*"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Non-ELL","*","39.7%","59.6%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","ELL","*","*","*"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Non-ELL","*","48.7%","76.8%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Non-ELL",47,"61.7%","85.4%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Non-ELL",64,"67.2%","84.5%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","ELL","*","*","*"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Non-ELL","*","49.6%","67.4%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Non-ELL",49,"49.0%","70.8%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Non-ELL",72,"66.7%","90.7%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Non-ELL",331,"43.8%","60.8%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","ELL","*","*","*"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Non-ELL","*","68.0%","82.9%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Non-ELL",87,"74.7%","91.5%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Non-ELL",143,"66.4%","81.3%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Non-ELL","*","47.9%","62.8%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Non-ELL","*","48.7%","71.2%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Non-ELL",114,"70.2%","90.9%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Non-ELL","*","71.9%","91.0%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Non-ELL","*","38.3%","54.2%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Non-ELL",107,"59.8%","78.0%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","ELL",14,"*","*"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Non-ELL",571,"39.4%","55.7%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","ELL",7,"*","*"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Non-ELL",129,"48.1%","72.3%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","ELL","*","*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Non-ELL","*","57.9%","78.5%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Non-ELL",195,"58.5%","78.7%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Non-ELL",125,"47.2%","62.4%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Non-ELL",44,"61.4%","78.3%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","ELL","*","*","*"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Non-ELL","*","42.3%","64.7%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","ELL","*","*","*"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Non-ELL","*","55.1%","74.2%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","ELL",6,"*","*"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Non-ELL",536,"31.3%","49.8%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Non-ELL",68,"44.1%","66.0%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Non-ELL","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Non-ELL","*","56.4%","78.8%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Non-ELL","*","67.4%","91.6%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","ELL",6,"*","*"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Non-ELL",805,"41.9%","58.4%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Non-ELL","*","71.4%","90.5%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Non-ELL","*","53.0%","73.8%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","ELL",18,"*","*"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Non-ELL",673,"56.2%","75.4%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Non-ELL","*","60.5%","84.1%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","ELL","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Non-ELL","*","48.0%","70.0%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","ELL","*","*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Non-ELL","*","40.0%","60.7%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Non-ELL","*","61.0%","81.3%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Non-ELL","*","55.4%","72.1%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Non-ELL",172,"49.4%","69.3%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Non-ELL","*","56.6%","75.8%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Non-ELL",121,"57.9%","74.9%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Non-ELL",170,"60.6%","79.6%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Non-ELL",324,"48.8%","66.8%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Non-ELL",210,"43.8%","66.5%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELL","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Non-ELL","*","48.2%","71.4%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELL","*","*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Non-ELL","*","57.9%","79.4%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELL",6,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Non-ELL",131,"62.6%","85.5%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Non-ELL",122,"57.4%","79.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELL",6,"*","*"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Non-ELL",915,"45.1%","60.7%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELL","*","*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Non-ELL","*","60.3%","78.8%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Non-ELL",209,"37.3%","58.4%"
"=""1310011""","Southington School District","=""1310511""","EASE","Non-ELL","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Non-ELL","*","47.1%","67.7%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Non-ELL","*","35.5%","60.3%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELL","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Non-ELL","*","38.5%","57.7%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Non-ELL",706,"39.2%","57.6%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Non-ELL",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Non-ELL",90,"38.9%","64.1%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELL","*","*","*"
