"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","High Needs",34,"47.1%","73.9%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Non-High Needs",89,"61.8%","81.5%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","High Needs",20,"30.0%","71.4%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Non-High Needs",117,"66.7%","87.2%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","High Needs",33,"42.4%","80.5%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Non-High Needs",89,"62.9%","79.7%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","High Needs",211,"35.5%","55.3%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Non-High Needs",710,"47.9%","62.3%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","High Needs",24,"54.2%","82.2%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Non-High Needs",59,"62.7%","77.5%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","High Needs",62,"38.7%","64.0%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Non-High Needs",147,"36.7%","56.0%"
"=""1310011""","Southington School District","=""1310511""","EASE","High Needs","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","High Needs",30,"43.3%","64.9%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Non-High Needs",73,"47.9%","67.9%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","High Needs",43,"25.6%","57.2%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Non-High Needs",82,"41.5%","62.6%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","High Needs",178,"31.5%","52.8%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Non-High Needs",626,"40.3%","59.1%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","High Needs",171,"31.0%","50.3%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Non-High Needs",535,"41.9%","59.9%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","High Needs",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","High Needs",12,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Non-High Needs",78,"37.2%","64.7%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","High Needs",23,"39.1%","53.8%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Non-High Needs",57,"49.1%","67.9%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","High Needs",31,"25.8%","42.8%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Non-High Needs",81,"43.2%","59.7%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","High Needs",29,"31.0%","65.8%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Non-High Needs",108,"38.0%","62.1%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","High Needs",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","High Needs",19,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Non-High Needs",93,"59.1%","78.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","High Needs",91,"41.8%","62.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Non-High Needs",73,"43.8%","60.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","High Needs",86,"30.2%","62.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Non-High Needs",144,"39.6%","62.5%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","High Needs",130,"52.3%","71.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Non-High Needs",173,"50.9%","66.8%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","High Needs",298,"32.6%","54.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Non-High Needs",181,"44.8%","62.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","High Needs",95,"35.8%","64.5%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Non-High Needs",62,"58.1%","73.5%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","High Needs",249,"39.0%","62.6%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Non-High Needs",203,"51.7%","68.3%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","High Needs",94,"35.1%","60.0%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Non-High Needs",87,"59.8%","79.4%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","High Needs",121,"40.5%","66.6%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Non-High Needs",59,"55.9%","80.9%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","High Needs",86,"47.7%","73.1%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Non-High Needs",30,"53.3%","83.5%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","High Needs",112,"30.4%","61.1%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Non-High Needs",74,"48.6%","72.5%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","High Needs",110,"42.7%","72.7%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Non-High Needs",83,"45.8%","67.4%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","High Needs",440,"35.0%","55.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Non-High Needs",291,"42.6%","58.8%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","High Needs",192,"31.3%","57.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Non-High Needs",231,"52.8%","69.3%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","High Needs",115,"43.5%","75.1%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Non-High Needs",58,"60.3%","82.8%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","High Needs",371,"38.0%","56.7%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Non-High Needs",309,"47.6%","63.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","High Needs",133,"32.3%","63.9%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Non-High Needs",61,"44.3%","67.5%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","High Needs",124,"46.8%","71.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Non-High Needs",74,"51.4%","75.3%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","High Needs",144,"39.6%","64.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Non-High Needs",40,"62.5%","90.3%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","High Needs",256,"29.3%","45.4%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Non-High Needs",229,"41.0%","55.4%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","High Needs",105,"37.1%","66.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Non-High Needs",83,"62.7%","83.9%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","High Needs",89,"34.8%","61.0%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Non-High Needs",138,"45.7%","66.6%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","High Needs",23,"43.5%","67.7%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Non-High Needs",55,"72.7%","82.1%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","High Needs",70,"31.4%","50.5%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Non-High Needs",291,"43.3%","56.2%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","High Needs",102,"39.2%","55.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Non-High Needs",142,"54.2%","71.0%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","High Needs",30,"6.7%","38.8%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Non-High Needs",41,"61.0%","84.6%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","High Needs",124,"33.1%","57.8%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Non-High Needs",80,"51.3%","78.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","High Needs",241,"25.7%","42.7%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Non-High Needs",275,"30.5%","48.0%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","High Needs",81,"48.1%","73.4%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Non-High Needs",141,"56.0%","74.6%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","High Needs",70,"34.3%","65.7%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Non-High Needs",20,"40.0%","52.7%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","High Needs",281,"28.8%","48.7%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Non-High Needs",243,"29.6%","46.9%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","High Needs",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","High Needs",52,"46.2%","71.4%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Non-High Needs",46,"56.5%","85.8%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","High Needs","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","High Needs",108,"45.4%","70.1%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Non-High Needs",74,"48.6%","71.7%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","High Needs",160,"47.5%","73.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Non-High Needs",78,"51.3%","71.7%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","High Needs",102,"42.2%","71.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Non-High Needs",193,"57.5%","75.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","High Needs",71,"42.3%","62.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Non-High Needs",74,"31.1%","57.9%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","High Needs",56,"37.5%","53.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Non-High Needs",238,"55.0%","75.8%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","High Needs",90,"32.2%","53.2%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Non-High Needs",429,"40.3%","56.1%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","High Needs",89,"24.7%","45.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Non-High Needs",8,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","High Needs",84,"27.4%","43.4%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Non-High Needs",73,"27.4%","44.1%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","High Needs",73,"35.6%","60.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Non-High Needs",136,"45.6%","70.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","High Needs",46,"26.1%","55.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Non-High Needs",116,"41.4%","64.2%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","High Needs",34,"17.6%","40.1%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Non-High Needs",37,"21.6%","36.3%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","High Needs",119,"19.3%","44.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Non-High Needs",180,"31.1%","47.4%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","High Needs",59,"30.5%","58.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Non-High Needs",301,"58.1%","76.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","High Needs",111,"35.1%","53.2%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Non-High Needs",533,"42.8%","60.8%"
"=""1430011""","Torrington School District","=""1430111""","East School","High Needs",41,"36.6%","59.6%"
"=""1430011""","Torrington School District","=""1430111""","East School","Non-High Needs",50,"38.0%","62.7%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","High Needs",72,"26.4%","56.4%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Non-High Needs",36,"41.7%","62.7%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","High Needs",52,"55.8%","83.3%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Non-High Needs",28,"60.7%","85.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","High Needs",96,"27.1%","54.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Non-High Needs",128,"36.7%","57.6%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","High Needs",492,"26.6%","44.6%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Non-High Needs",366,"27.3%","45.3%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","High Needs",101,"34.7%","58.5%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Non-High Needs",13,"*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","High Needs","*","20.6%","40.4%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Non-High Needs","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","High Needs",32,"75.0%","90.2%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Non-High Needs",132,"71.2%","90.8%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","High Needs",23,"43.5%","68.8%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Non-High Needs",132,"67.4%","84.8%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","High Needs",42,"33.3%","68.8%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Non-High Needs",157,"62.4%","84.3%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","High Needs",125,"71.2%","87.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Non-High Needs",561,"80.6%","95.7%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","High Needs",23,"52.2%","80.1%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Non-High Needs",102,"76.5%","90.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","High Needs",117,"47.9%","68.8%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Non-High Needs",597,"66.3%","82.1%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","High Needs",49,"53.1%","83.6%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Non-High Needs",119,"68.9%","90.3%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","High Needs",27,"63.0%","86.1%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Non-High Needs",97,"70.1%","88.6%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","High Needs","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","High Needs",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Non-High Needs",33,"54.5%","74.6%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","High Needs",61,"36.1%","53.5%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Non-High Needs",98,"45.9%","70.1%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","High Needs",26,"30.8%","55.8%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Non-High Needs",40,"55.0%","68.8%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","High Needs",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","High Needs",51,"37.3%","63.8%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Non-High Needs",14,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","High Needs",52,"42.3%","71.7%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Non-High Needs",24,"66.7%","84.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","High Needs",51,"25.5%","49.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Non-High Needs",29,"51.7%","68.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","High Needs",308,"33.8%","53.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Non-High Needs",308,"43.2%","61.1%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","High Needs",54,"27.8%","51.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Non-High Needs",88,"43.2%","63.5%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","High Needs",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","High Needs",215,"34.4%","55.7%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Non-High Needs",468,"43.8%","62.2%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","High Needs","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","High Needs",154,"35.1%","58.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Non-High Needs",504,"44.4%","63.8%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","High Needs",61,"41.0%","64.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Non-High Needs",101,"44.6%","69.7%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","High Needs",68,"42.6%","72.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Non-High Needs",152,"61.2%","82.6%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","High Needs",63,"28.6%","60.5%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Non-High Needs",141,"44.7%","67.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","High Needs",38,"50.0%","76.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Non-High Needs",176,"59.7%","82.0%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","High Needs",149,"24.2%","50.7%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Non-High Needs",39,"33.3%","54.6%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","High Needs",84,"16.7%","37.0%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","High Needs",116,"25.0%","59.1%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Non-High Needs",13,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","High Needs",180,"31.1%","55.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Non-High Needs",67,"29.9%","52.8%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","High Needs","*","29.8%","62.7%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","High Needs",174,"46.0%","69.7%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Non-High Needs",16,"*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","High Needs",34,"11.8%","33.0%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","High Needs",134,"37.3%","66.7%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Non-High Needs",15,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","High Needs",188,"43.1%","68.0%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Non-High Needs",41,"26.8%","56.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","High Needs",196,"27.0%","53.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Non-High Needs",27,"48.1%","79.3%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","High Needs",86,"34.9%","66.4%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Non-High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","High Needs",98,"21.4%","55.3%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Non-High Needs",65,"44.6%","61.4%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","High Needs",121,"31.4%","58.6%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Non-High Needs",13,"*","*"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","High Needs",894,"29.3%","48.7%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Non-High Needs",135,"37.0%","53.5%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","High Needs",745,"33.0%","55.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Non-High Needs",95,"43.2%","61.6%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","High Needs",170,"37.1%","59.7%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","High Needs",70,"45.7%","73.4%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","High Needs",106,"31.1%","55.5%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Non-High Needs",79,"30.4%","55.3%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","High Needs","*","15.2%","45.4%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","High Needs",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","High Needs","*","44.6%","77.0%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","High Needs","*","31.6%","64.1%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","High Needs",192,"31.8%","51.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Non-High Needs",118,"35.6%","51.7%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","High Needs",64,"34.4%","61.8%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Non-High Needs",18,"*","*"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","High Needs",771,"37.2%","59.4%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Non-High Needs",91,"44.0%","64.3%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","High Needs","*","44.6%","72.6%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Non-High Needs","*","*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","High Needs",193,"32.1%","53.8%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Non-High Needs",432,"46.1%","63.1%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","High Needs",30,"43.3%","65.0%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Non-High Needs",68,"64.7%","82.2%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","High Needs",31,"32.3%","61.9%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Non-High Needs",88,"44.3%","64.1%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","High Needs",44,"36.4%","68.1%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Non-High Needs",72,"51.4%","71.1%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","High Needs",60,"46.7%","71.2%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Non-High Needs",125,"48.0%","71.2%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","High Needs",87,"37.9%","65.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Non-High Needs",132,"38.6%","65.9%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","High Needs",220,"44.5%","64.8%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Non-High Needs",414,"50.0%","69.6%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","High Needs",15,"*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Non-High Needs",112,"49.1%","71.2%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","High Needs","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","High Needs",20,"40.0%","74.7%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Non-High Needs",91,"61.5%","78.2%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","High Needs",92,"32.6%","51.9%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Non-High Needs",318,"50.3%","64.8%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","High Needs",18,"*","*"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Non-High Needs",139,"60.4%","73.7%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","High Needs",52,"21.2%","59.2%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Non-High Needs",36,"27.8%","56.0%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","High Needs",25,"32.0%","53.0%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Non-High Needs",140,"57.9%","80.9%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","High Needs",215,"30.7%","51.3%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Non-High Needs",659,"45.2%","60.8%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","High Needs",25,"40.0%","61.8%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Non-High Needs",77,"61.0%","76.3%"
