"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Asian","*","*","*"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Two or More Races","*","*","*"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Hispanic/Latino of any race","*","*","*"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","White","*","*","*"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Two or More Races","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","White",52,"67.3%","94.5%"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Asian","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Two or More Races","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Hispanic/Latino of any race","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","White",67,"64.2%","92.0%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Asian","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Two or More Races","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Hispanic/Latino of any race",9,"*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Black or African American","*","*","*"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","American Indian or Alaska Native","*","*","*"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","White",608,"48.5%","65.8%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Asian",53,"58.5%","69.1%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Two or More Races",26,"38.5%","60.4%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Hispanic/Latino of any race",82,"47.6%","65.9%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Black or African American",38,"47.4%","67.6%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","White",52,"44.2%","73.7%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Asian",6,"*","*"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Two or More Races","*","*","*"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Hispanic/Latino of any race",11,"*","*"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Black or African American","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","White",56,"58.9%","86.1%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Asian","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Two or More Races","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Hispanic/Latino of any race",6,"*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Black or African American","*","*","*"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","American Indian or Alaska Native","*","*","*"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","White",523,"45.5%","67.9%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Asian",45,"66.7%","89.8%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Two or More Races",29,"41.4%","60.7%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Hispanic/Latino of any race",75,"38.7%","63.8%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Black or African American","*","25.0%","39.9%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","American Indian or Alaska Native","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","White",26,"69.2%","90.9%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Asian","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Two or More Races","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Hispanic/Latino of any race",7,"*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Black or African American",6,"*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","American Indian or Alaska Native","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","White",97,"53.6%","79.9%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Asian","*","*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","White",15,"*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Asian","*","*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Two or More Races","*","*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Hispanic/Latino of any race",50,"52.0%","74.2%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Black or African American",32,"56.3%","76.4%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","White",118,"61.0%","81.8%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Asian",10,"*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Two or More Races","*","*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Hispanic/Latino of any race",12,"*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Black or African American","*","*","*"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","White",536,"60.4%","77.2%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Asian",38,"73.7%","87.2%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Two or More Races",7,"*","*"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Hispanic/Latino of any race",47,"61.7%","77.9%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Black or African American",35,"25.7%","42.7%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","White",134,"35.8%","64.1%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Asian",11,"*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Two or More Races","*","*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Hispanic/Latino of any race",15,"*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Black or African American","*","*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","White",212,"45.3%","67.7%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Asian",18,"*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Two or More Races","*","*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Hispanic/Latino of any race","*","*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Black or African American",18,"*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","White",90,"63.3%","83.1%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Asian",9,"*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Two or More Races","*","*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Hispanic/Latino of any race","*","*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Black or African American",13,"*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","White",137,"51.1%","69.3%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Asian",11,"*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Two or More Races","*","*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Hispanic/Latino of any race",14,"*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Black or African American","*","*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","White",289,"51.6%","70.2%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Asian","*","*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Two or More Races",8,"*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Hispanic/Latino of any race",13,"*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Black or African American",9,"*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","White",194,"41.8%","73.6%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Asian","*","*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Hispanic/Latino of any race",8,"*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Black or African American","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","White",77,"41.6%","68.0%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Asian",11,"*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Two or More Races",12,"*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Hispanic/Latino of any race",11,"*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Black or African American",8,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","White",69,"36.2%","70.8%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Asian",33,"69.7%","89.3%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Two or More Races","*","*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Hispanic/Latino of any race","*","*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Black or African American",11,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","White",96,"59.4%","84.8%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Asian",29,"72.4%","89.8%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Hispanic/Latino of any race",8,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Black or African American","*","*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","White",72,"58.3%","80.1%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Asian",23,"65.2%","85.2%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Two or More Races",8,"*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Hispanic/Latino of any race",8,"*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Black or African American",11,"*","*"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","White",601,"56.2%","73.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Asian",149,"76.5%","93.1%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Two or More Races","*","64.1%","80.1%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Hispanic/Latino of any race",68,"42.6%","60.5%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Black or African American",57,"40.4%","60.9%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","White",54,"27.8%","55.0%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Asian",11,"*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Two or More Races","*","*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Hispanic/Latino of any race",7,"*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","White",186,"39.8%","66.6%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Asian","*","*","*"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Hispanic/Latino of any race",11,"*","*"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310511""","EASE","White","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","White",81,"39.5%","64.9%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Asian",7,"*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Hispanic/Latino of any race",9,"*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","White",109,"38.5%","67.0%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Hispanic/Latino of any race",7,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","White",679,"41.2%","59.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Asian",32,"43.8%","61.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Two or More Races",26,"46.2%","62.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Hispanic/Latino of any race",47,"36.2%","59.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","White",601,"35.9%","55.8%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Asian",26,"46.2%","66.2%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Two or More Races",22,"36.4%","52.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Hispanic/Latino of any race",45,"40.0%","58.2%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","White","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","White",79,"36.7%","54.1%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","White",62,"37.1%","57.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Hispanic/Latino of any race",9,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Black or African American",6,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","White",93,"31.2%","58.6%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Hispanic/Latino of any race",8,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","White",108,"38.0%","66.1%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Asian",10,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Two or More Races",6,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Hispanic/Latino of any race",10,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","White","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","White",100,"55.0%","77.9%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Asian","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Black or African American","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","American Indian or Alaska Native","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","White",125,"38.4%","61.7%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Asian","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Two or More Races",18,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Hispanic/Latino of any race",20,"30.0%","55.3%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","American Indian or Alaska Native","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","White",210,"35.7%","68.1%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Asian","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Two or More Races","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Hispanic/Latino of any race",8,"*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Black or African American","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","American Indian or Alaska Native","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","White",266,"43.6%","62.3%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Asian",11,"*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Two or More Races","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Hispanic/Latino of any race",18,"*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Black or African American","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","White",137,"38.7%","59.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Asian",24,"58.3%","74.4%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Hispanic/Latino of any race",194,"33.0%","48.3%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Black or African American",122,"24.6%","41.6%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","White",53,"56.6%","78.4%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Hispanic/Latino of any race",55,"38.2%","71.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Black or African American",37,"21.6%","52.9%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","White",153,"50.3%","66.6%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Asian","*","45.9%","62.0%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Hispanic/Latino of any race",203,"35.5%","52.9%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Black or African American",61,"32.8%","45.4%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","White",39,"48.7%","78.6%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Asian",44,"63.6%","82.3%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Hispanic/Latino of any race",63,"33.3%","59.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Black or African American","*","36.4%","62.9%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","White",57,"43.9%","73.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Hispanic/Latino of any race",77,"29.9%","59.6%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Black or African American",35,"22.9%","54.9%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","White",20,"35.0%","67.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Hispanic/Latino of any race",65,"44.6%","79.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Black or African American",19,"*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","White",57,"26.3%","61.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Hispanic/Latino of any race",79,"32.9%","60.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Black or African American",35,"31.4%","60.4%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","White",68,"48.5%","76.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Hispanic/Latino of any race",84,"22.6%","53.1%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Black or African American",34,"29.4%","58.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","White",230,"43.0%","62.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Asian",77,"48.1%","66.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Hispanic/Latino of any race",280,"31.1%","47.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Black or African American",141,"30.5%","44.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","White",195,"63.6%","82.3%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Asian",18,"*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Hispanic/Latino of any race",158,"38.6%","63.5%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Black or African American",42,"35.7%","55.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","White",45,"26.7%","49.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Asian",8,"*","*"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Hispanic/Latino of any race",76,"23.7%","52.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Black or African American",44,"25.0%","58.2%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","White",242,"37.6%","56.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Asian",74,"55.4%","70.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Hispanic/Latino of any race",261,"33.0%","52.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Black or African American",96,"32.3%","53.0%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","White",57,"52.6%","83.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Hispanic/Latino of any race",101,"48.5%","69.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Black or African American",32,"40.6%","63.9%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","White",61,"45.9%","73.9%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Asian",15,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Two or More Races",8,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Hispanic/Latino of any race",89,"48.3%","75.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Black or African American",26,"42.3%","66.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","White",28,"53.6%","72.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Asian","*","54.2%","89.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Hispanic/Latino of any race",101,"32.7%","68.1%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Black or African American",30,"46.7%","69.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","White",187,"48.7%","64.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Asian",33,"57.6%","72.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Hispanic/Latino of any race",214,"33.2%","53.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Black or African American",72,"25.0%","45.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","White",49,"65.3%","89.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Asian","*","73.5%","88.1%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Hispanic/Latino of any race",47,"42.6%","75.9%"
