"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","Subject","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Non-High Needs",243,"29.6%","46.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","High Needs",283,"27.6%","42.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Non-High Needs",242,"41.7%","57.8%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","High Needs",8,"*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","High Needs",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","High Needs",52,"46.2%","71.4%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Non-High Needs",46,"56.5%","85.8%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","High Needs",52,"59.6%","76.1%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Non-High Needs",46,"65.2%","88.6%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","High Needs","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","High Needs","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","High Needs",108,"45.4%","70.1%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Non-High Needs",74,"48.6%","71.7%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","High Needs",108,"57.4%","82.9%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Non-High Needs",74,"68.9%","89.0%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","High Needs",160,"47.5%","73.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Non-High Needs",78,"51.3%","71.7%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","High Needs",161,"52.8%","79.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Non-High Needs",78,"71.8%","92.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","High Needs",102,"42.2%","71.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Non-High Needs",193,"57.5%","75.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","High Needs",102,"60.8%","84.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Non-High Needs",193,"66.3%","88.3%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","High Needs",71,"42.3%","62.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Non-High Needs",74,"31.1%","57.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","High Needs",70,"48.6%","69.2%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Non-High Needs",74,"43.2%","76.2%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","High Needs",56,"37.5%","53.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Non-High Needs",238,"55.0%","75.8%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","High Needs",57,"26.3%","52.3%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Non-High Needs",238,"33.6%","61.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","High Needs",90,"32.2%","53.2%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Non-High Needs",429,"40.3%","56.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","High Needs",92,"43.5%","63.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Non-High Needs",425,"49.2%","66.4%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","High Needs",89,"24.7%","45.0%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Non-High Needs",8,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","High Needs",89,"50.6%","71.5%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Non-High Needs",8,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","High Needs",84,"27.4%","43.4%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Non-High Needs",73,"27.4%","44.1%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","High Needs",84,"34.5%","52.5%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Non-High Needs",72,"41.7%","57.0%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","High Needs",73,"35.6%","60.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Non-High Needs",136,"45.6%","70.2%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","High Needs",74,"35.1%","60.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Non-High Needs",136,"46.3%","72.8%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","High Needs",46,"26.1%","55.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Non-High Needs",116,"41.4%","64.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","High Needs",47,"25.5%","43.6%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Non-High Needs",116,"33.6%","50.9%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","High Needs",34,"17.6%","40.1%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Non-High Needs",37,"21.6%","36.3%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","High Needs",34,"20.6%","41.9%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Non-High Needs",37,"21.6%","51.0%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","High Needs",119,"19.3%","44.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Non-High Needs",180,"31.1%","47.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","High Needs",119,"29.4%","50.6%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Non-High Needs",178,"28.7%","48.9%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","High Needs",59,"30.5%","58.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Non-High Needs",301,"58.1%","76.8%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","High Needs",59,"23.7%","55.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Non-High Needs",299,"47.2%","72.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","High Needs",111,"35.1%","53.2%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Non-High Needs",533,"42.8%","60.8%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","High Needs",113,"46.0%","61.4%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Non-High Needs",532,"53.0%","72.3%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","High Needs",41,"36.6%","59.6%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Non-High Needs",50,"38.0%","62.7%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","High Needs",41,"43.9%","78.2%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Non-High Needs",50,"50.0%","75.8%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","High Needs",72,"26.4%","56.4%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Non-High Needs",36,"41.7%","62.7%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","High Needs",72,"27.8%","49.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Non-High Needs",35,"22.9%","48.4%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","High Needs",52,"55.8%","83.3%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Non-High Needs",28,"60.7%","85.4%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","High Needs",52,"26.9%","57.0%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Non-High Needs",28,"50.0%","84.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","High Needs",96,"27.1%","54.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Non-High Needs",128,"36.7%","57.6%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","High Needs",97,"36.1%","62.5%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Math","Non-High Needs",128,"32.8%","56.2%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","High Needs",492,"26.6%","44.6%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","ELA","Non-High Needs",366,"27.3%","45.3%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","High Needs",492,"28.5%","45.4%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Math","Non-High Needs",365,"31.8%","52.1%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","High Needs",101,"34.7%","58.5%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","ELA","Non-High Needs",13,"*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","High Needs",101,"34.7%","58.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Math","Non-High Needs",13,"*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","High Needs","*","20.6%","40.4%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","ELA","Non-High Needs","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","High Needs","*","20.8%","35.5%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Math","Non-High Needs","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","High Needs",32,"75.0%","90.2%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","ELA","Non-High Needs",132,"71.2%","90.8%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","High Needs",32,"37.5%","76.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Math","Non-High Needs",132,"72.0%","93.5%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","High Needs",23,"43.5%","68.8%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","ELA","Non-High Needs",132,"67.4%","84.8%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","High Needs",23,"52.2%","76.7%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Math","Non-High Needs",132,"62.1%","83.1%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","High Needs",42,"33.3%","68.8%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","ELA","Non-High Needs",157,"62.4%","84.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","High Needs",42,"23.8%","55.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Math","Non-High Needs",157,"47.8%","73.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","High Needs",125,"71.2%","87.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","ELA","Non-High Needs",561,"80.6%","95.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","High Needs",126,"64.3%","80.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Math","Non-High Needs",561,"82.5%","96.9%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","High Needs",23,"52.2%","80.1%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","ELA","Non-High Needs",102,"76.5%","90.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","High Needs",23,"47.8%","75.5%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Math","Non-High Needs",101,"66.3%","88.9%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","High Needs",117,"47.9%","68.8%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","ELA","Non-High Needs",597,"66.3%","82.1%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","High Needs",117,"58.1%","79.7%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Math","Non-High Needs",599,"78.1%","95.4%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","High Needs",49,"53.1%","83.6%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","ELA","Non-High Needs",119,"68.9%","90.3%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","High Needs",51,"52.9%","79.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Math","Non-High Needs",120,"70.8%","92.4%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","High Needs",27,"63.0%","86.1%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","ELA","Non-High Needs",97,"70.1%","88.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","High Needs",27,"51.9%","72.0%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Math","Non-High Needs",97,"61.9%","83.9%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","ELA","High Needs","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Math","High Needs","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","High Needs",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","ELA","Non-High Needs",33,"54.5%","74.6%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","High Needs",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Math","Non-High Needs",33,"63.6%","81.0%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","High Needs",61,"36.1%","53.5%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","ELA","Non-High Needs",98,"45.9%","70.1%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","High Needs",61,"62.3%","81.4%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Math","Non-High Needs",94,"60.6%","88.4%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","High Needs",26,"30.8%","55.8%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","ELA","Non-High Needs",40,"55.0%","68.8%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","High Needs",26,"42.3%","73.5%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Math","Non-High Needs",41,"56.1%","86.4%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","ELA","High Needs",6,"*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Math","High Needs",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","High Needs",51,"37.3%","63.8%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","ELA","Non-High Needs",14,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","High Needs",51,"66.7%","92.3%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Math","Non-High Needs",14,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","High Needs",52,"42.3%","71.7%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","ELA","Non-High Needs",24,"66.7%","84.0%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","High Needs",52,"38.5%","73.5%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Math","Non-High Needs",24,"70.8%","93.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","High Needs",51,"25.5%","49.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","ELA","Non-High Needs",29,"51.7%","68.3%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","High Needs",52,"40.4%","67.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Math","Non-High Needs",29,"58.6%","88.8%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","High Needs",308,"33.8%","53.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","ELA","Non-High Needs",308,"43.2%","61.1%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","High Needs",308,"29.2%","48.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Math","Non-High Needs",308,"39.0%","59.6%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","High Needs",54,"27.8%","51.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","ELA","Non-High Needs",88,"43.2%","63.5%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","High Needs",54,"44.4%","73.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Math","Non-High Needs",88,"52.3%","75.6%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","ELA","High Needs",6,"*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Math","High Needs",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","High Needs",215,"34.4%","55.7%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","ELA","Non-High Needs",468,"43.8%","62.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","High Needs",215,"29.8%","48.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Math","Non-High Needs",468,"36.5%","57.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","ELA","High Needs","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Math","High Needs","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","High Needs",154,"35.1%","58.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","ELA","Non-High Needs",504,"44.4%","63.8%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","High Needs",156,"29.5%","50.1%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Math","Non-High Needs",504,"35.5%","54.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","High Needs",61,"41.0%","64.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","ELA","Non-High Needs",101,"44.6%","69.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","High Needs",62,"38.7%","68.2%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Math","Non-High Needs",101,"38.6%","70.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","High Needs",68,"42.6%","72.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","ELA","Non-High Needs",152,"61.2%","82.6%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","High Needs",69,"36.2%","64.2%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Math","Non-High Needs",152,"40.1%","65.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","High Needs",63,"28.6%","60.5%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","ELA","Non-High Needs",141,"44.7%","67.4%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","High Needs",64,"35.9%","60.1%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Math","Non-High Needs",141,"40.4%","69.0%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","High Needs",38,"50.0%","76.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","ELA","Non-High Needs",176,"59.7%","82.0%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","High Needs",38,"57.9%","82.2%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Math","Non-High Needs",176,"59.1%","84.9%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","High Needs",149,"24.2%","50.7%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","ELA","Non-High Needs",39,"33.3%","54.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math","High Needs",149,"29.5%","56.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Math","Non-High Needs",39,"17.9%","43.1%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","ELA","High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Math","High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA","High Needs",84,"16.7%","37.0%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","ELA","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math","High Needs",84,"20.2%","45.4%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Math","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","ELA","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Math","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA","High Needs",116,"25.0%","59.1%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","ELA","Non-High Needs",13,"*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math","High Needs",118,"22.0%","48.1%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Math","Non-High Needs",14,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA","High Needs",180,"31.1%","55.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","ELA","Non-High Needs",67,"29.9%","52.8%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math","High Needs",180,"38.9%","59.5%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Math","Non-High Needs",67,"43.3%","67.1%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA","High Needs","*","29.8%","62.7%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","ELA","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math","High Needs","*","23.8%","56.4%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Math","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA","High Needs",174,"46.0%","69.7%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","ELA","Non-High Needs",16,"*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math","High Needs",175,"32.0%","54.7%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Math","Non-High Needs",16,"*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","ELA","High Needs",34,"11.8%","33.0%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Math","High Needs",36,"19.4%","32.5%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","ELA","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Math","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA","High Needs",134,"37.3%","66.7%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","ELA","Non-High Needs",15,"*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math","High Needs",134,"42.5%","71.7%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Math","Non-High Needs",15,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA","High Needs",188,"43.1%","68.0%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","ELA","Non-High Needs",41,"26.8%","56.4%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math","High Needs",187,"27.8%","50.7%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Math","Non-High Needs",41,"14.6%","34.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA","High Needs",196,"27.0%","53.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","ELA","Non-High Needs",27,"48.1%","79.3%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math","High Needs",197,"31.0%","54.5%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Math","Non-High Needs",27,"37.0%","58.7%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA","High Needs",86,"34.9%","66.4%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","ELA","Non-High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math","High Needs",88,"42.0%","67.0%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Math","Non-High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA","High Needs",98,"21.4%","55.3%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","ELA","Non-High Needs",65,"44.6%","61.4%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math","High Needs",98,"31.6%","59.2%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Math","Non-High Needs",65,"43.1%","66.4%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA","High Needs",121,"31.4%","58.6%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","ELA","Non-High Needs",13,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math","High Needs",121,"20.7%","48.8%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Math","Non-High Needs",13,"*","*"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA","High Needs",894,"29.3%","48.7%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","ELA","Non-High Needs",135,"37.0%","53.5%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math","High Needs",899,"26.7%","42.5%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Math","Non-High Needs",135,"33.3%","53.7%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA","High Needs",745,"33.0%","55.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","ELA","Non-High Needs",95,"43.2%","61.6%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Math","High Needs",753,"26.6%","44.4%"
