"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Subject","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELA","Special Education",17,"*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELA","Non-Special Education",155,"51.6%","71.5%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Math","Special Education",17,"*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Math","Non-Special Education",154,"38.3%","66.0%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELA","Special Education",25,"52.0%","71.2%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELA","Non-Special Education",244,"57.0%","76.1%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Math","Special Education",25,"44.0%","67.0%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Math","Non-Special Education",244,"45.5%","69.0%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","ELA","Special Education",15,"*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","ELA","Non-Special Education",106,"60.4%","78.3%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Math","Special Education",15,"*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Math","Non-Special Education",105,"66.7%","87.6%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","ELA","Special Education",23,"34.8%","63.4%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","ELA","Non-Special Education",147,"64.6%","82.1%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Math","Special Education",23,"30.4%","55.2%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Math","Non-Special Education",146,"53.4%","72.7%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","ELA","Special Education",33,"42.4%","59.9%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","ELA","Non-Special Education",291,"49.5%","67.6%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Math","Special Education",33,"15.2%","33.4%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Math","Non-Special Education",291,"56.7%","75.4%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","ELA","Special Education",20,"55.0%","75.9%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","ELA","Non-Special Education",190,"42.6%","65.5%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Math","Special Education",20,"45.0%","64.4%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Math","Non-Special Education",189,"41.3%","74.7%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELA","Special Education",18,"*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELA","Non-Special Education",101,"53.5%","75.4%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Special Education",18,"*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Non-Special Education",101,"48.5%","72.1%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Special Education",13,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Non-Special Education",110,"59.1%","80.4%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Special Education",13,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Non-Special Education",109,"48.6%","76.6%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Special Education",11,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Non-Special Education",126,"63.5%","86.3%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Special Education",11,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Non-Special Education",126,"64.3%","88.1%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","ELA","Special Education",14,"*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","ELA","Non-Special Education",108,"58.3%","79.4%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Math","Special Education",14,"*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Math","Non-Special Education",108,"54.6%","77.3%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELA","Special Education",114,"31.6%","51.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELA","Non-Special Education",807,"47.0%","61.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Math","Special Education",114,"35.1%","50.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Math","Non-Special Education",804,"61.3%","79.1%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELA","Special Education",9,"*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELA","Non-Special Education",74,"62.2%","79.1%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Math","Special Education",9,"*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Math","Non-Special Education",74,"36.5%","62.9%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","ELA","Special Education",28,"39.3%","66.2%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","ELA","Non-Special Education",181,"37.0%","57.2%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Math","Special Education",28,"25.0%","41.8%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Math","Non-Special Education",180,"42.2%","71.4%"
"=""1310011""","Southington School District","=""1310511""","EASE","ELA","Special Education","*","*","*"
"=""1310011""","Southington School District","=""1310511""","EASE","Math","Special Education","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELA","Special Education",14,"*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELA","Non-Special Education",89,"46.1%","66.7%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Math","Special Education",14,"*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Math","Non-Special Education",90,"43.3%","68.9%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA","Non-Special Education",109,"39.4%","62.4%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Non-Special Education",109,"39.4%","67.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Special Education",93,"28.0%","47.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Non-Special Education",711,"39.7%","59.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Special Education",93,"29.0%","42.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Non-Special Education",710,"42.5%","61.2%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Special Education",80,"32.5%","53.9%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Non-Special Education",626,"40.1%","58.1%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Special Education",78,"30.8%","48.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Non-Special Education",626,"37.5%","57.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","ELA","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Math","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Non-Special Education",84,"38.1%","64.4%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Non-Special Education",84,"39.3%","57.8%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Special Education",10,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Non-Special Education",70,"45.7%","63.8%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Special Education",10,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Non-Special Education",70,"37.1%","60.7%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Special Education",13,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Non-Special Education",99,"39.4%","55.4%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Special Education",13,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Non-Special Education",99,"30.3%","59.1%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Special Education",11,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Non-Special Education",126,"38.9%","63.4%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Special Education",11,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Non-Special Education",126,"40.5%","71.0%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","ELA","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Math","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Non-Special Education",96,"57.3%","76.9%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Non-Special Education",96,"55.2%","80.1%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Special Education",19,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Non-Special Education",145,"44.1%","62.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Special Education",19,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Non-Special Education",146,"37.7%","61.7%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Special Education",26,"15.4%","46.7%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Non-Special Education",204,"38.7%","64.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Special Education",26,"3.8%","36.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Non-Special Education",204,"39.7%","72.7%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Special Education",33,"51.5%","67.9%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Non-Special Education",270,"51.5%","69.1%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Special Education",33,"21.2%","38.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Non-Special Education",270,"44.8%","64.8%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Special Education",77,"28.6%","53.2%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Non-Special Education",402,"38.8%","57.9%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Special Education",76,"19.7%","33.9%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Non-Special Education",403,"36.5%","54.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Special Education",18,"*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Non-Special Education",139,"46.0%","68.4%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Special Education",18,"*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Non-Special Education",140,"45.0%","73.0%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Special Education",58,"31.0%","61.7%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Non-Special Education",394,"46.7%","65.7%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Special Education",58,"46.6%","55.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Non-Special Education",399,"39.8%","57.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Special Education",16,"*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Non-Special Education",165,"47.9%","70.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Special Education",16,"*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Non-Special Education",167,"44.3%","70.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Special Education",32,"28.1%","51.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Non-Special Education",148,"49.3%","75.6%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Special Education",32,"25.0%","63.9%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Non-Special Education",148,"37.2%","64.3%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Special Education",10,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Non-Special Education",106,"51.9%","77.1%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Special Education",10,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Non-Special Education",107,"45.8%","77.1%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Special Education",23,"30.4%","58.0%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Non-Special Education",163,"38.7%","66.8%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Special Education",23,"21.7%","55.5%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Non-Special Education",164,"34.8%","64.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Special Education",17,"*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Non-Special Education",176,"43.8%","69.8%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Special Education",16,"*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Non-Special Education",184,"35.3%","63.9%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Special Education",78,"29.5%","55.1%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Non-Special Education",653,"39.1%","56.9%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Special Education",79,"30.4%","46.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Non-Special Education",657,"36.8%","54.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Special Education",42,"31.0%","58.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Non-Special Education",381,"44.4%","64.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Special Education",40,"30.0%","53.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Non-Special Education",383,"53.5%","74.3%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Special Education",21,"28.6%","61.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Non-Special Education",152,"52.0%","79.9%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Special Education",21,"42.9%","67.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Non-Special Education",152,"23.0%","52.0%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Special Education",48,"20.8%","49.5%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Non-Special Education",632,"44.0%","60.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Special Education",49,"34.7%","45.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Non-Special Education",635,"37.2%","57.3%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Special Education",29,"27.6%","61.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Non-Special Education",165,"37.6%","65.7%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Special Education",29,"48.3%","78.1%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Non-Special Education",166,"49.4%","72.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Special Education",29,"31.0%","59.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Non-Special Education",169,"51.5%","75.1%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Special Education",29,"37.9%","62.2%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Non-Special Education",170,"47.1%","76.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Special Education",20,"15.0%","38.0%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Non-Special Education",164,"48.2%","73.6%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Special Education",20,"25.0%","51.6%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Non-Special Education",166,"43.4%","74.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Special Education",57,"24.6%","37.1%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Non-Special Education",428,"36.2%","51.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Special Education",58,"27.6%","48.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Non-Special Education",459,"40.5%","58.6%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Special Education",17,"*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Non-Special Education",171,"49.1%","74.7%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Special Education",17,"*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Non-Special Education",173,"56.6%","80.5%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Special Education",27,"33.3%","56.0%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Non-Special Education",200,"42.5%","65.6%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Special Education",26,"30.8%","56.5%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Non-Special Education",200,"47.5%","67.8%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Special Education",17,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Non-Special Education",61,"67.2%","78.2%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Special Education",17,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Non-Special Education",61,"62.3%","86.3%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Special Education",45,"35.6%","56.6%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Non-Special Education",316,"41.8%","54.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Special Education",45,"24.4%","39.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Non-Special Education",316,"51.3%","69.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Special Education",43,"30.2%","48.9%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Non-Special Education",201,"51.7%","67.9%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Special Education",43,"25.6%","47.0%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Non-Special Education",201,"47.8%","69.5%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Special Education",15,"*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Non-Special Education",56,"48.2%","73.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Special Education",15,"*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Non-Special Education",56,"42.9%","79.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Special Education",20,"30.0%","51.3%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Non-Special Education",184,"41.3%","67.3%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Special Education",20,"25.0%","51.6%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Non-Special Education",183,"45.4%","73.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA","Special Education",37,"27.0%","37.7%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA","Non-Special Education",479,"28.4%","46.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math","Special Education",37,"10.8%","27.8%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math","Non-Special Education",476,"28.4%","44.2%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA","Special Education",23,"47.8%","70.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA","Non-Special Education",199,"53.8%","74.6%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math","Special Education",23,"56.5%","79.6%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math","Non-Special Education",200,"55.0%","77.0%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA","Special Education",17,"*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA","Non-Special Education",73,"37.0%","61.3%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math","Special Education",17,"*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math","Non-Special Education",73,"31.5%","53.5%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Special Education",58,"27.6%","51.0%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Non-Special Education",466,"29.4%","47.4%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Special Education",58,"32.8%","42.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Non-Special Education",467,"34.3%","50.6%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Non-Special Education",90,"48.9%","77.8%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Non-Special Education",90,"63.3%","83.1%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","Special Education","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","Special Education","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Special Education",27,"33.3%","61.3%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Non-Special Education",155,"49.0%","72.4%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Special Education",27,"44.4%","72.9%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Non-Special Education",155,"65.2%","87.5%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Special Education",36,"27.8%","57.6%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Non-Special Education",202,"52.5%","75.5%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Special Education",36,"25.0%","52.0%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Non-Special Education",203,"65.0%","89.2%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Special Education",18,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Non-Special Education",277,"51.3%","72.9%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Special Education",18,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Non-Special Education",277,"64.3%","87.5%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Special Education",17,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Non-Special Education",128,"38.3%","62.4%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Special Education",16,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Non-Special Education",128,"47.7%","75.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Special Education",30,"33.3%","53.6%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Non-Special Education",264,"53.8%","73.5%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Special Education",30,"30.0%","51.1%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Non-Special Education",265,"32.5%","61.0%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Special Education",48,"27.1%","51.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Non-Special Education",471,"40.1%","56.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Special Education",49,"28.6%","50.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Non-Special Education",468,"50.2%","67.6%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Special Education",14,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Non-Special Education",83,"27.7%","45.8%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Special Education",14,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Non-Special Education",83,"54.2%","73.5%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Special Education",24,"16.7%","37.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Non-Special Education",133,"29.3%","44.9%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Special Education",23,"34.8%","54.5%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Non-Special Education",133,"38.3%","54.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Special Education",29,"27.6%","58.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Non-Special Education",180,"44.4%","68.2%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Special Education",29,"31.0%","52.1%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Non-Special Education",181,"44.2%","71.1%"
