"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"ELA","Female",26,2490,2559,69,"69.2%","87.1%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"ELA","Male",38,2505,2571,66,"63.2%","84.8%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"Math","Female",26,2492,2551,59,"61.5%","83.5%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"Math","Male",38,2537,2577,40,"65.8%","83.5%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School",8,"ELA","Female","*","*","*","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School",8,"Math","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",4,"ELA","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",4,"Math","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"ELA","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"ELA","Male","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"Math","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"Math","Male","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"ELA","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"ELA","Male","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"Math","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"Math","Male","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"ELA","Female",7,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"ELA","Male",8,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"Math","Female",7,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"Math","Male",8,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"ELA","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"ELA","Male","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"Math","Female","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"Math","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"ELA","Female",38,2443,2485,42,"42.1%","66.0%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"ELA","Male",37,2402,2454,52,"48.6%","68.5%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"Math","Female",37,2411,2475,64,"51.4%","82.8%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"Math","Male",34,2379,2457,78,"64.7%","91.3%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"ELA","Female",43,2481,2511,30,"37.2%","58.1%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"ELA","Male",41,2421,2469,48,"41.5%","63.2%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"Math","Female",43,2430,2479,49,"55.8%","79.0%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"Math","Male",41,2411,2480,70,"73.2%","90.6%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"ELA","Female",18,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"ELA","Male",18,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"Math","Female",18,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"Math","Male",19,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"ELA","Female",9,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"ELA","Male",21,2474,2481,7,"33.3%","49.0%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"Math","Female",9,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"Math","Male",21,2446,2481,35,"38.1%","67.8%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",4,"ELA","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",4,"Math","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",5,"ELA","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",5,"Math","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"ELA","Female","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"ELA","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"Math","Female","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"Math","Male","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",8,"ELA","Female","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",8,"Math","Female","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"ELA","Female",10,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"ELA","Male",26,2353,2437,83,"61.5%","83.1%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"Math","Female",10,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"Math","Male",26,2350,2444,94,"73.1%","92.6%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"ELA","Female",12,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"ELA","Male",17,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"Math","Female",12,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"Math","Male",17,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"ELA","Female",18,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"ELA","Male",23,2408,2481,73,"56.5%","84.8%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"Math","Female",18,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"Math","Male",23,2413,2488,74,"65.2%","90.0%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"ELA","Female",19,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"ELA","Male",16,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"Math","Female",19,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"Math","Male",16,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"ELA","Female",21,2411,2455,44,"38.1%","63.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"ELA","Male",17,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"Math","Female",22,2404,2458,54,"54.5%","76.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"Math","Male",17,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"ELA","Female",27,2450,2493,43,"37.0%","54.8%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"ELA","Male",15,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"Math","Female",27,2435,2472,37,"44.4%","71.9%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"Math","Male",15,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"ELA","Female",114,2513,2534,22,"37.7%","52.6%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"ELA","Male",111,2472,2488,16,"27.9%","48.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"Math","Female",113,2472,2511,39,"47.8%","70.2%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"Math","Male",111,2454,2484,30,"34.2%","61.5%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"ELA","Female",101,2528,2564,37,"45.5%","65.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"ELA","Male",103,2485,2528,43,"47.6%","69.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"Math","Female",101,2510,2527,17,"33.7%","53.8%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"Math","Male",104,2507,2529,22,"35.6%","57.0%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"ELA","Female",84,2509,2538,28,"33.3%","54.5%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"ELA","Male",103,2511,2534,23,"38.8%","53.8%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"Math","Female",84,2517,2511,-7,"23.8%","38.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"Math","Male",103,2541,2533,-7,"26.2%","38.9%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"ELA","Female",12,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"ELA","Male",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"Math","Female",12,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"Math","Male",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"ELA","Female",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"ELA","Male",14,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"Math","Female",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"Math","Male",14,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"ELA","Female",12,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"ELA","Male",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"Math","Female",12,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"Math","Male",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"ELA","Female",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"ELA","Male",10,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"Math","Female",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"Math","Male",10,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"ELA","Female",12,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"ELA","Male",18,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"Math","Female",12,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"Math","Male",18,"*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",6,"ELA","Female","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",6,"Math","Female","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",7,"ELA","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",7,"Math","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"ELA","Female","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"ELA","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"Math","Female","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy",8,"Math","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"ELA","Female",116,2521,2538,18,"35.3%","52.0%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"ELA","Male",119,2499,2521,22,"34.5%","57.6%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"Math","Female",117,2498,2521,23,"31.6%","56.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",6,"Math","Male",119,2507,2511,4,"20.2%","40.0%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"ELA","Female",111,2540,2578,38,"47.7%","70.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"ELA","Male",110,2526,2555,29,"41.8%","58.6%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"Math","Female",111,2533,2550,18,"35.1%","55.8%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",7,"Math","Male",109,2522,2547,24,"37.6%","56.4%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"ELA","Female",117,2582,2611,28,"47.9%","64.6%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"ELA","Male",110,2547,2575,27,"38.2%","58.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"Math","Female",117,2559,2586,27,"46.2%","69.7%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School",8,"Math","Male",110,2552,2558,7,"36.4%","49.1%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",4,"ELA","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",4,"Math","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",5,"ELA","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park",5,"Math","Male","*","*","*","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"ELA","Female",114,2515,2525,10,"32.5%","46.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"ELA","Male",113,2510,2527,16,"25.7%","49.0%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"Math","Female",115,2494,2509,15,"27.0%","47.8%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",6,"Math","Male",114,2518,2536,18,"30.7%","49.3%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"ELA","Female",107,2528,2567,40,"45.8%","64.0%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"ELA","Male",99,2499,2556,56,"54.5%","75.9%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"Math","Female",108,2537,2553,16,"33.3%","53.4%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",7,"Math","Male",99,2529,2565,36,"51.5%","73.7%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"ELA","Female",110,2555,2594,39,"48.2%","71.7%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"ELA","Male",115,2525,2568,43,"48.7%","70.1%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"Math","Female",110,2550,2562,12,"35.5%","53.7%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School",8,"Math","Male",114,2554,2557,3,"28.9%","45.6%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"ELA","Female",36,2425,2476,52,"52.8%","76.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"ELA","Male",38,2431,2468,37,"34.2%","63.1%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"Math","Female",36,2430,2476,46,"36.1%","69.9%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",4,"Math","Male",38,2454,2501,47,"47.4%","73.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"ELA","Female",37,2482,2530,47,"40.5%","68.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"ELA","Male",51,2465,2510,45,"45.1%","64.2%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"Math","Female",38,2475,2503,28,"26.3%","60.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School",5,"Math","Male",51,2481,2519,38,"43.1%","73.1%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"ELA","Female",41,2411,2481,70,"53.7%","77.4%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"ELA","Male",60,2427,2494,67,"58.3%","79.6%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"Math","Female",41,2431,2466,35,"26.8%","53.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",4,"Math","Male",60,2459,2503,44,"36.7%","68.3%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"ELA","Female",58,2471,2535,63,"62.1%","84.9%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"ELA","Male",61,2459,2520,60,"47.5%","75.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"Math","Female",59,2477,2510,33,"44.1%","66.6%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School",5,"Math","Male",61,2482,2519,37,"44.3%","69.1%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"ELA","Female",54,2454,2496,43,"35.2%","62.7%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"ELA","Male",46,2394,2444,50,"39.1%","65.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"Math","Female",54,2440,2481,41,"33.3%","64.9%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",4,"Math","Male",47,2423,2481,58,"51.1%","80.2%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"ELA","Female",54,2470,2512,42,"37.0%","64.7%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"ELA","Male",50,2469,2519,50,"48.0%","68.2%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"Math","Female",54,2459,2490,31,"38.9%","64.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School",5,"Math","Male",50,2477,2501,24,"34.0%","56.2%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"ELA","Female",47,2451,2513,62,"57.4%","79.9%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"ELA","Male",52,2434,2494,60,"51.9%","76.0%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"Math","Female",47,2430,2493,64,"55.3%","85.1%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",4,"Math","Male",52,2449,2506,57,"51.9%","83.6%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"ELA","Female",56,2520,2583,63,"67.9%","88.6%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"ELA","Male",59,2469,2532,63,"54.2%","79.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"Math","Female",56,2498,2559,61,"78.6%","93.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School",5,"Math","Male",59,2486,2532,46,"49.2%","75.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"ELA","Female",47,2402,2433,30,"29.8%","53.4%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"ELA","Male",44,2366,2398,32,"20.5%","46.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"Math","Female",47,2415,2451,36,"27.7%","61.3%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",4,"Math","Male",44,2384,2429,44,"36.4%","63.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"ELA","Female",33,2431,2468,37,"21.2%","53.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"ELA","Male",64,2416,2449,33,"29.7%","52.2%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"Math","Female",33,2431,2443,12,"24.2%","39.9%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School",5,"Math","Male",64,2455,2471,17,"21.9%","48.6%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"ELA","Female","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"ELA","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"Math","Female","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",4,"Math","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",5,"ELA","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC",5,"Math","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"ELA","Female",29,2388,2418,31,"20.7%","46.1%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"ELA","Male",20,2326,2370,44,"30.0%","57.9%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"Math","Female",29,2372,2422,50,"27.6%","62.1%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",4,"Math","Male",20,2324,2393,69,"35.0%","80.7%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"ELA","Female",21,2420,2419,-0,"4.8%","20.5%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"ELA","Male",23,2417,2412,-5,"13.0%","21.4%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"Math","Female",21,2398,2374,-25,"4.8%","10.4%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School",5,"Math","Male",23,2417,2397,-21,"4.3%","19.0%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",4,"ELA","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",4,"Math","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",5,"ELA","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC",5,"Math","Male","*","*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"ELA","Female",34,2370,2418,48,"29.4%","66.3%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"ELA","Male",32,2376,2441,66,"40.6%","74.2%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"Math","Female",34,2369,2407,38,"23.5%","55.8%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",4,"Math","Male",33,2373,2428,55,"33.3%","70.3%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",5,"ELA","Female",35,2443,2479,37,"31.4%","56.5%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",5,"ELA","Male",28,2371,2395,25,"7.1%","43.0%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",5,"Math","Female",35,2436,2438,2,"5.7%","25.7%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School",5,"Math","Male",30,2387,2395,8,"26.7%","46.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",4,"ELA","Female",18,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",4,"ELA","Male",25,2403,2410,7,"12.0%","34.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",4,"Math","Female",18,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",4,"Math","Male",25,2396,2430,34,"24.0%","56.2%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",5,"ELA","Female",32,2439,2504,65,"46.9%","79.8%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",5,"ELA","Male",32,2392,2440,47,"34.4%","60.5%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",5,"Math","Female",32,2448,2475,27,"43.8%","58.1%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",5,"Math","Male",32,2414,2436,23,"28.1%","53.8%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",6,"ELA","Female",23,2450,2496,45,"43.5%","70.0%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",6,"ELA","Male",23,2429,2455,26,"26.1%","56.5%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",6,"Math","Female",23,2435,2483,48,"65.2%","79.6%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",6,"Math","Male",23,2435,2450,15,"39.1%","55.1%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",7,"ELA","Female",26,2468,2493,25,"30.8%","49.6%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",7,"ELA","Male",20,2478,2534,56,"65.0%","84.2%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",7,"Math","Female",26,2451,2470,19,"34.6%","61.5%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",7,"Math","Male",20,2480,2520,39,"50.0%","70.5%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",8,"ELA","Female",29,2509,2530,21,"27.6%","43.9%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",8,"ELA","Male",19,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",8,"Math","Female",29,2452,2485,33,"48.3%","70.1%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School",8,"Math","Male",19,"*","*","*","*","*"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",4,"ELA","Female",35,2345,2390,45,"28.6%","60.0%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",4,"ELA","Male",31,2343,2409,66,"35.5%","72.5%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",4,"Math","Female",36,2346,2403,58,"27.8%","74.3%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",4,"Math","Male",31,2359,2411,52,"32.3%","68.8%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",5,"ELA","Female",32,2388,2453,65,"40.6%","71.2%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School",5,"ELA","Male",28,2404,2438,34,"14.3%","48.2%"
