"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","School Code","School","Subject","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Math","Not Eligible for Free/Reduced Lunch",96,"56.3%","74.4%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","ELA","Not Eligible for Free/Reduced Lunch","*","75.6%","92.3%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Math","Not Eligible for Free/Reduced Lunch","*","57.6%","80.1%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","ELA","Not Eligible for Free/Reduced Lunch","*","65.7%","80.7%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Math","Not Eligible for Free/Reduced Lunch","*","42.6%","66.3%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","ELA","Not Eligible for Free/Reduced Lunch",695,"47.9%","62.8%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Math","Not Eligible for Free/Reduced Lunch",690,"58.1%","74.2%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","ELA","Not Eligible for Free/Reduced Lunch",114,"49.1%","71.0%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Math","Not Eligible for Free/Reduced Lunch",114,"52.6%","82.0%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","ELA","Not Eligible for Free/Reduced Lunch","*","69.6%","90.5%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Math","Not Eligible for Free/Reduced Lunch","*","57.5%","83.0%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","ELA","Not Eligible for Free/Reduced Lunch",116,"73.3%","92.0%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Math","Not Eligible for Free/Reduced Lunch",117,"76.1%","96.4%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","ELA","Not Eligible for Free/Reduced Lunch",433,"38.1%","54.0%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Math","Not Eligible for Free/Reduced Lunch",434,"48.4%","66.2%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","ELA","Not Eligible for Free/Reduced Lunch",104,"58.7%","77.1%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Math","Not Eligible for Free/Reduced Lunch",105,"43.8%","71.7%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","ELA","Eligible for Free Lunch",78,"29.5%","50.2%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","ELA","Not Eligible for Free/Reduced Lunch",488,"41.4%","56.9%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","ELA","Eligible for Reduced Lunch",19,"*","*"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Math","Eligible for Free Lunch",78,"37.2%","52.1%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Math","Not Eligible for Free/Reduced Lunch",488,"44.1%","62.6%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Math","Eligible for Reduced Lunch",19,"*","*"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","ELA","Eligible for Free Lunch","*","43.5%","67.9%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","ELA","Not Eligible for Free/Reduced Lunch",109,"49.5%","73.1%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Math","Eligible for Free Lunch","*","41.7%","83.5%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Math","Not Eligible for Free/Reduced Lunch",108,"61.1%","84.4%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","ELA","Eligible for Free Lunch","*","*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","ELA","Not Eligible for Free/Reduced Lunch",154,"57.8%","78.7%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Math","Eligible for Free Lunch","*","*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Math","Not Eligible for Free/Reduced Lunch",158,"63.9%","86.7%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","ELA","Not Eligible for Free/Reduced Lunch",176,"59.7%","79.8%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Math","Not Eligible for Free/Reduced Lunch",176,"52.3%","69.9%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","ELA","Eligible for Free Lunch",10,"*","*"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","ELA","Not Eligible for Free/Reduced Lunch",109,"49.5%","63.7%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","ELA","Eligible for Reduced Lunch",6,"*","*"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Math","Eligible for Free Lunch",10,"*","*"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Math","Not Eligible for Free/Reduced Lunch",109,"58.7%","76.7%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Math","Eligible for Reduced Lunch",6,"*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","ELA","Not Eligible for Free/Reduced Lunch",32,"62.5%","76.7%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Math","Not Eligible for Free/Reduced Lunch",32,"37.5%","65.5%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","ELA","Eligible for Free Lunch",26,"26.9%","50.3%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","ELA","Not Eligible for Free/Reduced Lunch",116,"44.8%","68.5%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","ELA","Eligible for Reduced Lunch",9,"*","*"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Math","Eligible for Free Lunch",26,"30.8%","63.9%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Math","Not Eligible for Free/Reduced Lunch",116,"47.4%","77.5%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Math","Eligible for Reduced Lunch",9,"*","*"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","ELA","Eligible for Free Lunch",40,"40.0%","64.7%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","ELA","Not Eligible for Free/Reduced Lunch",105,"61.0%","78.6%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","ELA","Eligible for Reduced Lunch",14,"*","*"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Math","Eligible for Free Lunch",39,"64.1%","90.2%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Math","Not Eligible for Free/Reduced Lunch",105,"68.6%","87.9%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Math","Eligible for Reduced Lunch",14,"*","*"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","ELA","Eligible for Free Lunch",115,"31.3%","48.2%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","ELA","Not Eligible for Free/Reduced Lunch",384,"32.3%","51.4%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","ELA","Eligible for Reduced Lunch",43,"20.9%","42.7%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Math","Eligible for Free Lunch",115,"33.9%","54.8%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Math","Not Eligible for Free/Reduced Lunch",384,"49.2%","67.3%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Math","Eligible for Reduced Lunch",43,"37.2%","59.8%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","ELA","Eligible for Free Lunch",9,"*","*"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","ELA","Not Eligible for Free/Reduced Lunch",52,"42.3%","63.4%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Math","Eligible for Free Lunch",9,"*","*"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Math","Not Eligible for Free/Reduced Lunch",52,"51.9%","65.1%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","ELA","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","ELA","Not Eligible for Free/Reduced Lunch",51,"54.9%","78.5%"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Math","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Math","Not Eligible for Free/Reduced Lunch",51,"70.6%","94.6%"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","ELA","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","ELA","Not Eligible for Free/Reduced Lunch",72,"69.4%","93.5%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Math","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Math","Not Eligible for Free/Reduced Lunch",72,"61.1%","92.5%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","ELA","Eligible for Free Lunch",128,"27.3%","42.8%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","ELA","Not Eligible for Free/Reduced Lunch",637,"44.7%","61.5%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","ELA","Eligible for Reduced Lunch",46,"37.0%","55.0%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Math","Eligible for Free Lunch",128,"44.5%","64.1%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Math","Not Eligible for Free/Reduced Lunch",637,"50.2%","66.6%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Math","Eligible for Reduced Lunch",46,"41.3%","62.2%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","ELA","Eligible for Free Lunch","*","63.6%","89.2%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","ELA","Not Eligible for Free/Reduced Lunch",49,"73.5%","90.7%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Math","Eligible for Free Lunch","*","40.9%","65.9%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Math","Not Eligible for Free/Reduced Lunch",49,"55.1%","80.7%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","ELA","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","ELA","Not Eligible for Free/Reduced Lunch",59,"52.5%","74.8%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Math","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Math","Not Eligible for Free/Reduced Lunch",59,"62.7%","89.9%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","ELA","Eligible for Free Lunch",125,"48.8%","73.4%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","ELA","Not Eligible for Free/Reduced Lunch",527,"57.1%","76.2%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","ELA","Eligible for Reduced Lunch",39,"56.4%","67.6%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Math","Eligible for Free Lunch",125,"44.0%","65.0%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Math","Not Eligible for Free/Reduced Lunch",529,"45.4%","68.1%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Math","Eligible for Reduced Lunch",39,"48.7%","69.8%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","ELA","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","ELA","Not Eligible for Free/Reduced Lunch",28,"67.9%","91.7%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Math","Eligible for Free Lunch","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Math","Not Eligible for Free/Reduced Lunch",28,"71.4%","91.9%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","ELA","Eligible for Free Lunch","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","ELA","Not Eligible for Free/Reduced Lunch",93,"48.4%","72.0%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Math","Eligible for Free Lunch","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Math","Not Eligible for Free/Reduced Lunch",94,"55.3%","80.2%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Math","Eligible for Reduced Lunch","*","*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","ELA","Eligible for Free Lunch",51,"39.2%","61.0%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","ELA","Not Eligible for Free/Reduced Lunch",49,"42.9%","63.5%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Math","Eligible for Free Lunch",51,"49.0%","70.0%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Math","Not Eligible for Free/Reduced Lunch",48,"58.3%","79.2%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Math","Eligible for Reduced Lunch",8,"*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","ELA","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","ELA","Not Eligible for Free/Reduced Lunch",132,"62.9%","82.1%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Math","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Math","Not Eligible for Free/Reduced Lunch",131,"60.3%","81.3%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","ELA","Eligible for Free Lunch",57,"43.9%","64.8%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","ELA","Not Eligible for Free/Reduced Lunch",599,"56.4%","72.6%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","ELA","Eligible for Reduced Lunch",12,"*","*"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Math","Eligible for Free Lunch",57,"36.8%","53.2%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Math","Not Eligible for Free/Reduced Lunch",594,"62.3%","78.7%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Math","Eligible for Reduced Lunch",12,"*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELA","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELA","Not Eligible for Free/Reduced Lunch",159,"51.6%","70.8%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Math","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Math","Not Eligible for Free/Reduced Lunch",159,"39.0%","65.6%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELA","Eligible for Free Lunch",18,"*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELA","Not Eligible for Free/Reduced Lunch",244,"58.2%","77.6%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Math","Eligible for Free Lunch",18,"*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Math","Not Eligible for Free/Reduced Lunch",244,"46.3%","69.5%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","ELA","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","ELA","Not Eligible for Free/Reduced Lunch",106,"60.4%","77.8%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Math","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Math","Not Eligible for Free/Reduced Lunch",105,"60.0%","81.5%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","ELA","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","ELA","Not Eligible for Free/Reduced Lunch",155,"60.0%","78.4%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Math","Eligible for Free Lunch","*","*","*"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Math","Not Eligible for Free/Reduced Lunch",154,"51.3%","71.7%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","ELA","Eligible for Free Lunch","*","33.3%","61.7%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","ELA","Not Eligible for Free/Reduced Lunch",294,"50.7%","67.9%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Math","Eligible for Free Lunch","*","44.4%","54.0%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Math","Not Eligible for Free/Reduced Lunch",294,"53.7%","72.9%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","ELA","Eligible for Free Lunch","*","*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","ELA","Not Eligible for Free/Reduced Lunch",192,"44.8%","68.0%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Math","Eligible for Free Lunch","*","*","*"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Math","Not Eligible for Free/Reduced Lunch",191,"42.4%","74.9%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELA","Eligible for Free Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELA","Not Eligible for Free/Reduced Lunch",104,"53.8%","74.2%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Eligible for Free Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Not Eligible for Free/Reduced Lunch",104,"48.1%","71.7%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Eligible for Reduced Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Eligible for Free Lunch",17,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Not Eligible for Free/Reduced Lunch",99,"59.6%","80.2%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Eligible for Reduced Lunch",7,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Eligible for Free Lunch",17,"*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Not Eligible for Free/Reduced Lunch",98,"49.0%","77.8%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Eligible for Reduced Lunch",7,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Eligible for Free Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Not Eligible for Free/Reduced Lunch",131,"64.1%","86.6%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Eligible for Free Lunch","*","*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Not Eligible for Free/Reduced Lunch",131,"62.6%","86.6%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Eligible for Reduced Lunch","*","*","*"
