"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Male",71,"62.0%","84.2%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Female",78,"59.0%","76.9%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Male",351,"49.6%","67.4%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Female",317,"61.5%","77.0%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Male",89,"47.2%","71.1%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Female",83,"51.8%","67.4%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Male",154,"51.3%","73.2%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Female",115,"63.5%","78.8%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Male",64,"60.9%","75.2%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Female",57,"54.4%","74.6%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Male",86,"52.3%","74.6%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Female",84,"69.0%","84.7%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Male",167,"47.3%","64.5%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Female",157,"50.3%","69.2%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Male",103,"41.7%","65.4%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Female",107,"45.8%","67.6%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Male",61,"57.4%","75.2%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Female",58,"39.7%","67.2%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Male",66,"51.5%","75.2%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Female",57,"64.9%","84.2%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Male",73,"57.5%","81.8%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Female",64,"65.6%","88.4%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Male",54,"57.4%","83.6%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Female",68,"57.4%","76.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Male",471,"41.6%","57.4%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Female",450,"48.7%","64.1%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Male",41,"63.4%","83.8%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Female",42,"57.1%","74.1%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Male",91,"35.2%","57.5%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Female",118,"39.0%","59.1%"
"=""1310011""","Southington School District","=""1310511""","EASE","Male","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Male",63,"38.1%","61.1%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Female",40,"60.0%","76.4%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Male",67,"32.8%","56.9%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Female",58,"39.7%","65.1%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Male",415,"36.4%","56.3%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Female",389,"40.4%","59.3%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Male",346,"37.9%","54.3%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Female",360,"40.6%","60.8%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Male",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Male",36,"33.3%","61.7%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Female",54,"42.6%","65.7%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Male",34,"47.1%","61.3%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Female",46,"45.7%","65.7%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Male",59,"32.2%","48.1%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Female",53,"45.3%","62.8%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Male",78,"37.2%","65.2%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Female",59,"35.6%","59.7%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Male","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Female","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Male",59,"57.6%","75.7%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Female",53,"54.7%","76.0%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Male",89,"39.3%","59.7%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Female",75,"46.7%","64.4%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Male",126,"35.7%","62.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Female",104,"36.5%","62.5%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Male",169,"56.2%","72.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Female",134,"45.5%","64.1%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Male",261,"37.9%","58.9%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Female",218,"36.2%","55.0%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Male",72,"47.2%","69.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Female",85,"42.4%","67.1%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Male",253,"44.3%","64.6%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Female",199,"45.2%","65.8%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Male",94,"46.8%","65.7%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Female",87,"47.1%","73.2%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Male",92,"41.3%","70.1%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Female",88,"50.0%","72.6%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Male",58,"39.7%","71.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Female",58,"58.6%","79.9%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Male",92,"35.9%","64.9%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Female",94,"39.4%","66.4%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Male",102,"48.0%","75.2%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Female",91,"39.6%","65.0%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Male",341,"37.2%","57.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Female",390,"38.7%","56.1%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Male",205,"44.4%","64.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Female",218,"41.7%","63.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Male",87,"39.1%","70.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Female",86,"59.3%","84.8%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Male",325,"38.2%","56.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Female",355,"46.2%","62.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Male",89,"30.3%","61.4%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Female",105,"41.0%","68.1%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Male",103,"44.7%","67.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Female",95,"52.6%","78.3%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Male",108,"39.8%","67.7%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Female",76,"51.3%","72.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Male",228,"28.9%","42.4%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Female",257,"40.1%","57.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Male",97,"47.4%","71.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Female",91,"49.5%","76.3%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Male",114,"38.6%","60.9%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Female",113,"44.2%","68.0%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Male",42,"57.1%","73.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Female",36,"72.2%","82.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Male",201,"37.3%","53.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Female",160,"45.6%","56.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Male",121,"47.1%","64.4%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Female",123,"48.8%","64.8%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Male",47,"42.6%","68.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Female",24,"29.2%","59.3%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Male",113,"38.1%","63.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Female",91,"42.9%","69.1%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Male",260,"24.2%","40.8%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Female",256,"32.4%","50.3%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Male",117,"54.7%","75.5%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Female",105,"51.4%","72.6%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Male",45,"37.8%","59.7%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Female",45,"33.3%","65.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Male",268,"27.2%","45.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Female",256,"31.3%","50.5%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Female","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Male",48,"60.4%","84.0%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Female",50,"42.0%","72.5%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Female","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Male",83,"38.6%","67.0%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Female",99,"53.5%","73.9%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Male",98,"44.9%","69.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Female",140,"51.4%","75.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Male",145,"51.7%","71.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Female",150,"52.7%","76.2%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Male",85,"38.8%","59.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Female",60,"33.3%","59.9%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Male",142,"52.8%","71.3%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Female",152,"50.7%","71.7%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Male",253,"36.8%","54.7%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Female",266,"41.0%","56.5%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Male",49,"22.4%","45.5%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Female",48,"29.2%","44.4%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Male",81,"28.4%","44.1%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Female",76,"26.3%","43.3%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Male",92,"35.9%","63.8%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Female",117,"47.0%","69.3%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Male",82,"31.7%","57.0%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Female",80,"42.5%","66.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Male",39,"12.8%","37.0%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Female",32,"28.1%","39.5%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Male",163,"27.6%","48.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Female",136,"25.0%","43.5%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Male",191,"49.7%","71.3%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Female",169,"58.0%","76.4%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Male",312,"43.3%","61.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Female",332,"39.8%","57.5%"
"=""1430011""","Torrington School District","=""1430111""","East School","Male",43,"37.2%","58.2%"
"=""1430011""","Torrington School District","=""1430111""","East School","Female",48,"37.5%","64.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Male",60,"25.0%","55.6%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Female",48,"39.6%","62.1%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Male",42,"50.0%","78.8%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Female",38,"65.8%","89.9%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Male",114,"33.3%","57.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Female",110,"31.8%","55.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Male",451,"26.4%","45.3%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Female",407,"27.5%","44.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Male",60,"26.7%","56.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Female",54,"40.7%","58.3%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Male",58,"24.1%","44.3%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Female",47,"19.1%","39.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Male",86,"74.4%","93.2%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Female",78,"69.2%","87.9%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Male",75,"57.3%","77.2%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Female",80,"70.0%","87.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Male",108,"51.9%","76.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Female",91,"61.5%","86.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Male",345,"76.5%","91.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Female",341,"81.2%","96.4%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Male",72,"66.7%","84.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Female",53,"79.2%","94.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Male",354,"59.9%","76.9%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Female",360,"66.7%","82.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Male",90,"64.4%","88.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Female",78,"64.1%","88.2%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Male",71,"67.6%","87.8%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Female",53,"69.8%","88.4%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Female","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Male",16,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Female",23,"47.8%","71.3%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Male",78,"44.9%","65.7%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Female",81,"39.5%","61.8%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Male",39,"43.6%","65.2%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Female",27,"48.1%","61.6%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Male","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Female","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Male",43,"39.5%","62.4%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Female",22,"50.0%","83.2%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Male",39,"51.3%","78.8%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Female",37,"48.6%","72.2%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Male",32,"31.3%","52.5%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Female",48,"37.5%","58.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Male",317,"37.9%","56.9%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Female",299,"39.1%","57.5%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Male",74,"33.8%","51.9%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Female",68,"41.2%","66.4%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Female","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Male",339,"38.1%","58.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Female",344,"43.6%","62.2%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Male",327,"42.5%","64.6%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Female",331,"42.0%","60.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Male",89,"40.4%","63.7%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Female",73,"46.6%","72.4%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Male",121,"52.9%","77.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Female",99,"58.6%","81.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Male",96,"43.8%","67.0%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Female",108,"36.1%","63.7%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Male",111,"53.2%","77.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Female",103,"63.1%","84.7%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Male",108,"25.9%","50.0%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Female",80,"26.3%","53.5%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Female","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Male",43,"20.9%","38.4%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Female",50,"14.0%","35.4%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Male",60,"25.0%","59.6%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Female",69,"30.4%","61.3%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Male",119,"29.4%","54.4%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Female",128,"32.0%","55.0%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Male",59,"25.4%","60.9%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Female",67,"34.3%","65.4%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Male",97,"47.4%","70.3%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Female",93,"46.2%","69.9%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Male",24,"12.5%","34.2%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Female",10,"*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Female","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Male",78,"42.3%","70.4%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Female",71,"35.2%","65.2%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Male",117,"36.8%","62.9%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Female",112,"43.8%","69.1%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Male",126,"23.8%","50.3%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Female",97,"37.1%","64.6%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Male",42,"28.6%","61.2%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Female",51,"35.3%","66.9%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Male",87,"31.0%","59.1%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Female",76,"30.3%","56.1%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Male",65,"30.8%","62.8%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Female",69,"31.9%","56.0%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Male",502,"29.5%","47.6%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Female",527,"31.1%","51.0%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Male",438,"36.1%","58.1%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Female",402,"32.1%","54.7%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Male",95,"38.9%","62.8%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Female",84,"32.1%","53.7%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Male",35,"45.7%","72.6%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Female",44,"43.2%","73.2%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Male",89,"27.0%","51.7%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Female",96,"34.4%","58.9%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Male",54,"16.7%","50.1%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Female",56,"16.1%","42.9%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Female","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Male",45,"48.9%","80.2%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Female",60,"40.0%","72.8%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Male",42,"33.3%","62.2%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Female",37,"35.1%","69.9%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Male",112,"31.3%","48.6%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Female",198,"34.3%","53.5%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Male",41,"46.3%","71.5%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Female",41,"31.7%","55.0%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Male",458,"34.9%","56.7%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Female",404,"41.3%","63.6%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Male",43,"46.5%","70.7%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Female",45,"46.7%","76.2%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Male",317,"41.6%","59.0%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Female",308,"41.9%","61.5%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Male",41,"43.9%","64.7%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Female",57,"68.4%","85.7%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Male",55,"36.4%","58.2%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Female",64,"45.3%","68.1%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Male",66,"48.5%","69.7%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Female",50,"42.0%","70.3%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Male",109,"44.0%","69.4%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Female",76,"52.6%","73.8%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Male",114,"40.4%","65.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Female",105,"36.2%","65.9%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Male",331,"45.9%","67.6%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Female",303,"50.5%","68.3%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Male",70,"45.7%","68.2%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Female",57,"47.4%","71.0%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Male","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Male",56,"58.9%","85.1%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Female",55,"56.4%","69.9%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Male",201,"41.8%","56.7%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Female",209,"50.7%","66.8%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Male",73,"57.5%","73.2%"
