"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Hispanic/Latino of any race",79,"29.1%","56.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Black or African American",34,"29.4%","66.9%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","White",67,"52.2%","74.6%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Hispanic/Latino of any race",77,"39.0%","69.2%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Black or African American",35,"37.1%","60.4%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","White",229,"41.5%","58.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Asian",74,"50.0%","67.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Hispanic/Latino of any race",279,"37.6%","56.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Black or African American",141,"26.2%","47.9%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","White",193,"53.4%","68.8%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Asian",17,"*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Hispanic/Latino of any race",158,"32.9%","58.7%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Black or African American",45,"28.9%","56.6%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","White",45,"60.0%","82.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Asian",8,"*","*"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Hispanic/Latino of any race",76,"46.1%","78.1%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Black or African American",44,"40.9%","69.5%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","White",240,"47.9%","63.8%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Asian",74,"54.1%","67.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Hispanic/Latino of any race",261,"38.7%","57.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Black or African American",94,"30.9%","52.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","White",56,"48.2%","73.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Hispanic/Latino of any race",101,"31.7%","62.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Black or African American",32,"25.0%","52.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","White",60,"46.7%","71.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Asian",15,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Two or More Races",8,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Hispanic/Latino of any race",89,"47.2%","71.9%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Black or African American",26,"50.0%","73.7%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","White",28,"46.4%","72.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Asian","*","52.2%","83.6%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Hispanic/Latino of any race",100,"44.0%","67.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Black or African American",30,"40.0%","63.9%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","White",185,"43.2%","56.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Asian",33,"36.4%","50.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Hispanic/Latino of any race",186,"31.2%","48.3%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Black or African American",70,"22.9%","37.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","White",49,"63.3%","81.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Asian","*","58.8%","84.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Hispanic/Latino of any race",45,"48.9%","71.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Black or African American",57,"31.6%","64.5%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","White",205,"42.4%","65.2%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Asian","*","*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Two or More Races",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Hispanic/Latino of any race",9,"*","*"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","White",69,"65.2%","78.1%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Asian","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Hispanic/Latino of any race","*","*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","White",328,"39.6%","54.2%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Asian",13,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Hispanic/Latino of any race",10,"*","*"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","American Indian or Alaska Native","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","White",210,"48.6%","64.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Asian",6,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Hispanic/Latino of any race",18,"*","*"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Black or African American","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","White",65,"36.9%","64.0%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Two or More Races","*","*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Hispanic/Latino of any race","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","White",80,"51.3%","78.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Hispanic/Latino of any race",54,"31.5%","56.8%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Black or African American",62,"37.1%","61.4%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","American Indian or Alaska Native","*","*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","White",237,"32.1%","49.0%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Asian",15,"*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Hispanic/Latino of any race",140,"21.4%","40.7%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Black or African American",116,"25.0%","39.9%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","White",121,"56.2%","74.3%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Hispanic/Latino of any race",54,"50.0%","70.8%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Black or African American",33,"48.5%","79.7%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","White",27,"37.0%","61.2%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Hispanic/Latino of any race",41,"36.6%","67.5%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Black or African American",18,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","White",230,"32.6%","51.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Asian",20,"50.0%","60.1%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Two or More Races",9,"*","*"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Hispanic/Latino of any race",146,"31.5%","52.1%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Black or African American",119,"17.6%","35.2%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Hispanic/Latino of any race","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Black or African American","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","White",43,"51.2%","80.5%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Two or More Races","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Hispanic/Latino of any race",28,"50.0%","73.4%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Black or African American",23,"43.5%","74.3%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","White","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Black or African American","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","White",71,"54.9%","74.7%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Asian",8,"*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Two or More Races",6,"*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Hispanic/Latino of any race",58,"43.1%","70.0%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Black or African American",39,"38.5%","62.8%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","American Indian or Alaska Native","*","*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","White",90,"57.8%","81.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Asian","*","*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Two or More Races",9,"*","*"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Hispanic/Latino of any race",81,"48.1%","72.8%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Black or African American",53,"35.8%","61.0%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","White",143,"56.6%","75.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Asian",13,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Two or More Races",15,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Hispanic/Latino of any race",70,"40.0%","67.3%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Black or African American",54,"50.0%","73.4%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","White",57,"35.1%","54.4%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Asian",6,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Two or More Races",6,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Hispanic/Latino of any race",39,"35.9%","59.1%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Black or African American",37,"40.5%","67.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","White",249,"51.4%","71.9%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Asian","*","*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Two or More Races","*","*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Hispanic/Latino of any race",18,"*","*"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Black or African American",13,"*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","American Indian or Alaska Native","*","*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","White",459,"38.8%","55.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Asian",15,"*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Two or More Races","*","*","*"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Hispanic/Latino of any race",25,"44.0%","67.8%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Black or African American",15,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","American Indian or Alaska Native","*","*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","White","*","*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Asian","*","*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Hispanic/Latino of any race",37,"24.3%","44.2%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Black or African American",54,"25.9%","44.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","White",133,"27.8%","43.9%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Asian","*","*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Two or More Races",6,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Hispanic/Latino of any race",15,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Black or African American","*","*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","White",193,"44.0%","68.0%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Asian","*","*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Two or More Races",6,"*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Hispanic/Latino of any race",6,"*","*"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Black or African American","*","*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","White",151,"37.7%","61.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Asian","*","*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Two or More Races","*","*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Hispanic/Latino of any race","*","*","*"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Black or African American","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","American Indian or Alaska Native","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","White",64,"21.9%","39.8%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Two or More Races","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Hispanic/Latino of any race","*","*","*"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","White",273,"27.1%","47.2%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Asian","*","*","*"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Two or More Races",9,"*","*"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Hispanic/Latino of any race",11,"*","*"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Black or African American","*","*","*"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","American Indian or Alaska Native","*","*","*"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","White",319,"53.3%","73.3%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Asian",15,"*","*"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Two or More Races","*","*","*"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Hispanic/Latino of any race",16,"*","*"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Black or African American",8,"*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","American Indian or Alaska Native","*","*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","White",589,"41.3%","59.0%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Asian",21,"42.9%","57.4%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Two or More Races","*","*","*"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Hispanic/Latino of any race",24,"37.5%","65.1%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Black or African American","*","*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","White",72,"41.7%","62.4%"
"=""1430011""","Torrington School District","=""1430111""","East School","Asian",8,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Two or More Races","*","*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Hispanic/Latino of any race",6,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Black or African American","*","*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","White",63,"31.7%","58.2%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Asian","*","*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Two or More Races",6,"*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Hispanic/Latino of any race",33,"24.2%","55.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Black or African American","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","White",52,"50.0%","81.1%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Asian","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Two or More Races","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Hispanic/Latino of any race",17,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Black or African American","*","*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","White",157,"31.8%","55.5%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Asian",7,"*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Two or More Races",11,"*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Hispanic/Latino of any race",41,"34.1%","59.2%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Black or African American","*","*","*"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","American Indian or Alaska Native","*","*","*"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","White",580,"25.9%","43.0%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Asian",32,"25.0%","44.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Two or More Races",29,"24.1%","43.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Hispanic/Latino of any race",175,"26.3%","47.6%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Black or African American",37,"45.9%","60.9%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","White",52,"32.7%","58.5%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Asian",6,"*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Two or More Races","*","*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Hispanic/Latino of any race",41,"29.3%","54.7%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Black or African American",10,"*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","White","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Asian","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Two or More Races","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Hispanic/Latino of any race",54,"27.8%","44.6%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Black or African American",47,"14.9%","38.3%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","American Indian or Alaska Native","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","White",125,"72.0%","91.1%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Asian",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Hispanic/Latino of any race",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Black or African American","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","White",118,"66.9%","86.2%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Asian",18,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Hispanic/Latino of any race",8,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Black or African American","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","White",143,"58.0%","81.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Asian",23,"65.2%","88.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Hispanic/Latino of any race",20,"45.0%","74.2%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Black or African American","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","American Indian or Alaska Native","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","White",555,"78.7%","94.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Asian",48,"81.3%","94.3%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Hispanic/Latino of any race",51,"76.5%","91.9%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Black or African American",25,"84.0%","96.4%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","White",111,"73.0%","89.2%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Asian",6,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Hispanic/Latino of any race","*","*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Black or African American","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","White",554,"63.4%","79.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Asian",66,"74.2%","89.1%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Hispanic/Latino of any race",60,"55.0%","78.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Black or African American",32,"53.1%","70.7%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","White",126,"64.3%","88.2%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Asian","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Hispanic/Latino of any race",18,"*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Black or African American",11,"*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","White",107,"68.2%","87.2%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Asian",12,"*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Two or More Races","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Hispanic/Latino of any race","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Black or African American","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Hispanic/Latino of any race","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Black or African American","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","White","*","44.7%","62.7%"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Black or African American","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","White",112,"40.2%","63.1%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Asian","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Two or More Races","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Hispanic/Latino of any race",16,"*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Black or African American",14,"*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","American Indian or Alaska Native","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","White",50,"44.0%","63.3%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Asian","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Two or More Races","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Hispanic/Latino of any race","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Black or African American",6,"*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","White","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Hispanic/Latino of any race","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Black or African American","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","White",27,"40.7%","70.0%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Asian","*","*","*"
