"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Non-ELL",565,"53.3%","78.7%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","ELL",17,"*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Non-ELL",835,"38.3%","55.2%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Non-ELL","*","55.4%","82.3%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Non-ELL","*","33.3%","64.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Non-ELL","*","37.5%","68.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELL",8,"*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Non-ELL",625,"39.5%","56.2%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELL",7,"*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Non-ELL",587,"35.6%","52.4%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Non-ELL","*","21.7%","43.5%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Non-ELL",69,"59.4%","86.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Non-ELL",71,"69.0%","95.1%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Non-ELL",78,"32.1%","60.7%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Non-ELL",763,"53.2%","68.9%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELL","*","*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Non-ELL","*","69.6%","88.5%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","ELL","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Non-ELL","*","43.9%","72.6%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Non-ELL",44,"50.0%","69.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Non-ELL","*","41.9%","59.9%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Non-ELL","*","51.7%","76.6%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELL","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Non-ELL","*","49.5%","73.6%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELL","*","*","*"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","Non-ELL","*","56.1%","86.0%"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","ELL","*","*","*"
"=""1010011""","North Haven School District","=""1010711""","Green Acres Elementary School","Non-ELL","*","62.6%","88.1%"
"=""1010011""","North Haven School District","=""1010211""","Montowese Elementary School","Non-ELL",100,"54.0%","83.1%"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","ELL",7,"*","*"
"=""1010011""","North Haven School District","=""1015211""","North Haven Middle School","Non-ELL",700,"75.7%","92.8%"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","ELL","*","*","*"
"=""1010011""","North Haven School District","=""1010311""","Ridge Road Elementary School","Non-ELL","*","65.5%","90.7%"
"=""1020011""","North Stonington School District","=""1020111""","North Stonington Elementary School","Non-ELL",100,"68.0%","86.0%"
"=""1020011""","North Stonington School District","=""1025111""","Wheeler Middle School","Non-ELL",164,"37.8%","56.3%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","ELL",31,"38.7%","61.4%"
"=""1030011""","Norwalk School District","=""1030211""","Brookside Elementary School","Non-ELL",103,"42.7%","64.8%"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","ELL","*","*","*"
"=""1030011""","Norwalk School District","=""1030311""","Columbus Magnet School","Non-ELL","*","41.6%","73.5%"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","ELL",11,"*","*"
"=""1030011""","Norwalk School District","=""1030411""","Cranbury Elementary School","Non-ELL",120,"28.3%","58.2%"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","ELL",9,"*","*"
"=""1030011""","Norwalk School District","=""1032011""","Fox Run Elementary School","Non-ELL",118,"39.0%","68.0%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","ELL",46,"45.7%","73.4%"
"=""1030011""","Norwalk School District","=""1030711""","Jefferson Magnet School","Non-ELL",148,"45.9%","71.5%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","ELL",48,"22.9%","47.6%"
"=""1030011""","Norwalk School District","=""1030811""","Kendall Elementary School","Non-ELL",118,"33.1%","56.8%"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","ELL",15,"*","*"
"=""1030011""","Norwalk School District","=""1032211""","Marvin Elementary School","Non-ELL",134,"35.1%","66.5%"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","ELL",12,"*","*"
"=""1030011""","Norwalk School District","=""1032111""","Naramake Elementary School","Non-ELL",120,"39.2%","65.2%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","ELL",55,"38.2%","52.1%"
"=""1030011""","Norwalk School District","=""1035211""","Nathan Hale Middle School","Non-ELL",566,"34.5%","53.5%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","ELL",59,"35.6%","53.2%"
"=""1030011""","Norwalk School District","=""1035311""","Ponus Ridge Middle School","Non-ELL",559,"30.2%","47.0%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","ELL",52,"36.5%","52.3%"
"=""1030011""","Norwalk School District","=""1035511""","Roton Middle School","Non-ELL",395,"35.7%","54.8%"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","ELL",9,"*","*"
"=""1030011""","Norwalk School District","=""1031311""","Rowayton School","Non-ELL",107,"74.8%","93.8%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","ELL",44,"27.3%","54.5%"
"=""1030011""","Norwalk School District","=""1032311""","Silvermine Elementary School","Non-ELL",106,"34.9%","60.4%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","ELL",21,"23.8%","37.6%"
"=""1030011""","Norwalk School District","=""1031411""","Tracey School","Non-ELL",90,"44.4%","69.6%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","ELL",72,"40.3%","55.3%"
"=""1030011""","Norwalk School District","=""1035411""","West Rocks Middle School","Non-ELL",554,"39.7%","58.7%"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","ELL",11,"*","*"
"=""1030011""","Norwalk School District","=""1032411""","Wolfpit School","Non-ELL",77,"46.8%","72.3%"
"=""1040011""","Norwich School District","=""1040711""","IRS Program at Uncas","Non-ELL","*","*","*"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","ELL",30,"33.3%","58.7%"
"=""1040011""","Norwich School District","=""1041411""","John B. Stanton Network School","Non-ELL",77,"32.5%","63.0%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","ELL",65,"46.2%","64.4%"
"=""1040011""","Norwich School District","=""1045111""","Kelly Middle School","Non-ELL",606,"34.8%","53.4%"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","ELL",13,"*","*"
"=""1040011""","Norwich School District","=""1042011""","Moriarty Magnet School","Non-ELL",112,"34.8%","57.7%"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","ELL",6,"*","*"
"=""1040011""","Norwich School District","=""1040811""","Samuel Huntington School","Non-ELL",100,"51.0%","81.2%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","ELL",40,"30.0%","45.7%"
"=""1040011""","Norwich School District","=""1045211""","Teachers' Memorial Middle School","Non-ELL",264,"39.0%","58.2%"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","ELL",13,"*","*"
"=""1040011""","Norwich School District","=""1041711""","Thomas W. Mahan School","Non-ELL",72,"70.8%","96.9%"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","ELL","*","*","*"
"=""1040011""","Norwich School District","=""1041911""","Uncas Network School","Non-ELL","*","31.6%","52.4%"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","ELL",11,"*","*"
"=""1040011""","Norwich School District","=""1041811""","Veterans' Memorial School","Non-ELL",82,"29.3%","60.1%"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","ELL",6,"*","*"
"=""1040011""","Norwich School District","=""1041511""","Wequonnoc Magnet School","Non-ELL",63,"25.4%","53.6%"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","ELL","*","*","*"
"=""2630013""","Odyssey Community School District","=""2635113""","Odyssey Community School","Non-ELL","*","33.7%","54.7%"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","ELL",6,"*","*"
"=""1060011""","Old Saybrook School District","=""1065211""","Old Saybrook Middle School","Non-ELL",496,"49.4%","70.9%"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","ELL","*","*","*"
"=""1070011""","Orange School District","=""1070511""","Peck Place School","Non-ELL","*","41.8%","68.2%"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","ELL","*","*","*"
"=""1070011""","Orange School District","=""1070311""","Race Brook School","Non-ELL","*","55.0%","77.8%"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","ELL","*","*","*"
"=""1070011""","Orange School District","=""1070411""","Turkey Hill School","Non-ELL","*","55.4%","78.0%"
"=""1080011""","Oxford School District","=""1080411""","Alternative Education","Non-ELL","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","ELL","*","*","*"
"=""1080011""","Oxford School District","=""1085111""","Great Oak School","Non-ELL","*","51.2%","71.3%"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","ELL",8,"*","*"
"=""1080011""","Oxford School District","=""1080111""","Oxford Center School","Non-ELL",304,"42.8%","69.5%"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","ELL","*","*","*"
"=""2830013""","Park City Prep Charter School District","=""2835113""","Park City Prep Charter School","Non-ELL","*","57.8%","77.3%"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","ELL",6,"*","*"
"=""1090011""","Plainfield School District","=""1095111""","Plainfield Central School","Non-ELL",483,"67.7%","86.9%"
"=""1090011""","Plainfield School District","=""1090311""","Plainfield Memorial School","Non-ELL",308,"38.6%","68.9%"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","ELL",11,"*","*"
"=""1100011""","Plainville School District","=""1100411""","Frank T. Wheeler School","Non-ELL",70,"28.6%","55.4%"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","ELL",9,"*","*"
"=""1100011""","Plainville School District","=""1100211""","Linden Street School","Non-ELL",126,"26.2%","56.3%"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","ELL","*","*","*"
"=""1100011""","Plainville School District","=""1100511""","Louis Toffolon School","Non-ELL","*","39.6%","69.9%"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","ELL",6,"*","*"
"=""1100011""","Plainville School District","=""1105211""","Middle School of Plainville","Non-ELL",521,"45.7%","66.0%"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","ELL","*","*","*"
"=""1110011""","Plymouth School District","=""1115111""","Eli Terry Jr. Middle School","Non-ELL","*","51.0%","70.2%"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","ELL","*","*","*"
"=""1110011""","Plymouth School District","=""1110411""","Harry S. Fisher Elementary School","Non-ELL","*","34.9%","69.9%"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","ELL","*","*","*"
"=""1110011""","Plymouth School District","=""1110211""","Plymouth Center School","Non-ELL","*","61.7%","89.0%"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","ELL","*","*","*"
"=""1120011""","Pomfret School District","=""1120111""","Pomfret Community School","Non-ELL","*","49.1%","68.4%"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","ELL","*","*","*"
"=""1130011""","Portland School District","=""1130511""","Brownstone Intermediate School","Non-ELL","*","62.3%","83.0%"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","ELL","*","*","*"
"=""1130011""","Portland School District","=""1130411""","Gildersleeve School","Non-ELL","*","32.6%","68.1%"
"=""1130011""","Portland School District","=""1135111""","Portland Middle School","Non-ELL",208,"38.9%","58.9%"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","ELL","*","*","*"
"=""1140011""","Preston School District","=""1145111""","Preston Plains School","Non-ELL","*","41.9%","61.4%"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","ELL","*","*","*"
"=""1140011""","Preston School District","=""1140411""","Preston Veterans' Memorial School","Non-ELL","*","43.2%","64.4%"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","ELL","*","*","*"
"=""1160011""","Putnam School District","=""1160311""","Putnam Elementary School","Non-ELL","*","59.6%","80.1%"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","ELL","*","*","*"
"=""1160011""","Putnam School District","=""1165111""","Putnam Middle School","Non-ELL","*","40.9%","63.2%"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","ELL","*","*","*"
"=""1170011""","Redding School District","=""1175111""","John Read Middle School","Non-ELL","*","53.4%","71.2%"
"=""1170011""","Redding School District","=""1170111""","Redding Elementary School","Non-ELL",85,"65.9%","92.5%"
"=""2010012""","Regional School District 01","=""2010312""","SELC","Non-ELL","*","*","*"
"=""2010012""","Regional School District 01","=""2010212""","TOTAL","Non-ELL","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","ELL","*","*","*"
"=""2040012""","Regional School District 04","=""2045112""","John Winthrop Middle School","Non-ELL","*","41.3%","58.8%"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","ELL","*","*","*"
"=""2050012""","Regional School District 05","=""2055112""","Amity Middle School: Bethany","Non-ELL","*","65.6%","82.2%"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","ELL","*","*","*"
"=""2050012""","Regional School District 05","=""2055212""","Amity Middle School: Orange","Non-ELL","*","51.3%","66.9%"
"=""2060012""","Regional School District 06","=""2060112""","Goshen Center School","Non-ELL",61,"54.1%","78.6%"
"=""2060012""","Regional School District 06","=""2060212""","James Morris School","Non-ELL",36,"44.4%","65.4%"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","ELL","*","*","*"
"=""2060012""","Regional School District 06","=""2066112""","Wamogo Regional High School","Non-ELL","*","32.7%","47.5%"
"=""2060012""","Regional School District 06","=""2060312""","Warren Elementary School","Non-ELL",31,"38.7%","61.9%"
"=""2070012""","Regional School District 07","=""2079012""","FLEX","Non-ELL","*","*","*"
"=""2070012""","Regional School District 07","=""2079212""","Links","Non-ELL","*","*","*"
"=""2070012""","Regional School District 07","=""2075112""","Northwestern Regional Middle School","Non-ELL",276,"59.8%","77.0%"
"=""2080012""","Regional School District 08","=""2085112""","RHAM Middle School","Non-ELL",549,"42.4%","59.4%"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","ELL",7,"*","*"
"=""2100012""","Regional School District 10","=""2105112""","Har-Bur Middle School","Non-ELL",743,"35.9%","54.4%"
"=""2100012""","Regional School District 10","=""2100312""","Harwinton Consolidated School","Non-ELL",83,"79.5%","99.6%"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","ELL","*","*","*"
"=""2100012""","Regional School District 10","=""2100212""","Lake Garda Elementary School","Non-ELL","*","41.3%","73.8%"
"=""2110012""","Regional School District 11","=""2116112""","Parish Hill High School","Non-ELL",80,"47.5%","67.2%"
"=""2120012""","Regional School District 12","=""2120212""","Booth Free School","Non-ELL",32,"75.0%","95.1%"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","ELL","*","*","*"
"=""2120012""","Regional School District 12","=""2120312""","Shepaug Valley School","Non-ELL","*","59.9%","80.1%"
"=""2120012""","Regional School District 12","=""2120112""","The Burnham School","Non-ELL",20,"55.0%","82.7%"
"=""2120012""","Regional School District 12","=""2120412""","Washington Primary School","Non-ELL",37,"70.3%","89.6%"
"=""2130012""","Regional School District 13","=""2130212""","Francis E. Korn School","Non-ELL",63,"38.1%","76.6%"
"=""2130012""","Regional School District 13","=""2135112""","Frank Ward Strong School","Non-ELL",311,"45.3%","64.2%"
"=""2130012""","Regional School District 13","=""2130512""","John Lyman School","Non-ELL",46,"37.0%","70.1%"
"=""2130012""","Regional School District 13","=""2130412""","Middlefield Memorial School","Non-ELL",249,"53.4%","74.2%"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","ELL","*","*","*"
"=""2140012""","Regional School District 14","=""2140112""","Bethlehem Elementary School","Non-ELL","*","26.6%","56.3%"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","ELL","*","*","*"
"=""2140012""","Regional School District 14","=""2140212""","Mitchell Elementary School","Non-ELL","*","39.3%","61.8%"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","ELL","*","*","*"
"=""2140012""","Regional School District 14","=""2145112""","Woodbury Middle School","Non-ELL","*","34.1%","53.1%"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","ELL","*","*","*"
"=""2150012""","Regional School District 15","=""2150412""","Gainfield Elementary School","Non-ELL","*","52.2%","77.9%"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","ELL","*","*","*"
"=""2150012""","Regional School District 15","=""2150712""","Long Meadow Elementary School","Non-ELL","*","44.0%","68.7%"
"=""2150012""","Regional School District 15","=""2155212""","Memorial Middle School","Non-ELL",426,"56.8%","73.2%"
"=""2150012""","Regional School District 15","=""2150612""","Middlebury Elementary School","Non-ELL",120,"33.3%","61.2%"
"=""2150012""","Regional School District 15","=""2150512""","Pomperaug School","Non-ELL",125,"37.6%","59.1%"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","ELL","*","*","*"
"=""2150012""","Regional School District 15","=""2155112""","Rochambeau Middle School","Non-ELL","*","57.5%","77.2%"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","ELL","*","*","*"
"=""2160012""","Regional School District 16","=""2160112""","Laurel Ledge School","Non-ELL","*","51.7%","79.4%"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","ELL","*","*","*"
"=""2160012""","Regional School District 16","=""2165112""","Long River Middle School","Non-ELL","*","36.7%","57.5%"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","ELL","*","*","*"
"=""2160012""","Regional School District 16","=""2160512""","Prospect Elementary School","Non-ELL","*","46.2%","67.9%"
"=""2170012""","Regional School District 17","=""2170212""","Burr District Elementary School","Non-ELL",47,"42.6%","71.9%"
"=""2170012""","Regional School District 17","=""2170112""","Haddam Elementary School","Non-ELL",64,"71.9%","96.8%"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","ELL","*","*","*"
"=""2170012""","Regional School District 17","=""2175112""","Haddam-Killingworth Middle School","Non-ELL","*","54.0%","73.5%"
"=""2170012""","Regional School District 17","=""2170312""","Killingworth Elementary School","Non-ELL",49,"42.9%","70.2%"
"=""2180012""","Regional School District 18","=""2180112""","Lyme Consolidated School","Non-ELL",72,"50.0%","69.8%"
"=""2180012""","Regional School District 18","=""2185112""","Lyme-Old Lyme Middle School","Non-ELL",330,"60.9%","77.4%"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","ELL","*","*","*"
"=""2180012""","Regional School District 18","=""2180212""","Mile Creek School","Non-ELL","*","55.0%","73.3%"
"=""1180011""","Ridgefield School District","=""1180811""","Barlow Mountain Elementary School","Non-ELL",86,"58.1%","80.4%"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1180611""","Branchville Elementary School","Non-ELL","*","42.0%","65.7%"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1185111""","East Ridge Middle School","Non-ELL","*","58.4%","74.4%"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1180411""","Farmingville Elementary School","Non-ELL","*","51.3%","81.2%"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1180311""","Ridgebury Elementary School","Non-ELL","*","57.9%","82.4%"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1180511""","Scotland Elementary School","Non-ELL","*","72.7%","94.5%"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","ELL","*","*","*"
"=""1180011""","Ridgefield School District","=""1185211""","Scotts Ridge Middle School","Non-ELL","*","48.4%","66.5%"
"=""1180011""","Ridgefield School District","=""1180211""","Veterans Park Elementary School","Non-ELL",108,"42.6%","71.3%"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","ELL",14,"*","*"
"=""1190011""","Rocky Hill School District","=""1195111""","Albert D. Griswold Middle School","Non-ELL",571,"42.7%","60.8%"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","ELL",8,"*","*"
"=""1190011""","Rocky Hill School District","=""1190411""","Myrtle H. Stevens School","Non-ELL",128,"60.9%","86.2%"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","ELL",9,"*","*"
"=""1190011""","Rocky Hill School District","=""1190511""","West Hill School","Non-ELL",159,"63.5%","86.3%"
"=""1210011""","Salem School District","=""1210111""","Salem Elementary School","Non-ELL",195,"50.3%","68.6%"
"=""1220011""","Salisbury School District","=""1220111""","Salisbury Central School","Non-ELL",125,"56.0%","76.0%"
"=""1230011""","Scotland School District","=""1230111""","Scotland Elementary School","Non-ELL",44,"34.1%","62.8%"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","ELL","*","*","*"
"=""1240011""","Seymour School District","=""1240111""","Bungay School","Non-ELL","*","43.0%","73.5%"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","ELL","*","*","*"
"=""1240011""","Seymour School District","=""1240211""","Chatfield-LoPresti School","Non-ELL","*","65.8%","87.9%"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","ELL",6,"*","*"
"=""1240011""","Seymour School District","=""1245111""","Seymour Middle School","Non-ELL",536,"45.3%","64.4%"
"=""1250011""","Sharon School District","=""1250111""","Sharon Center School","Non-ELL",68,"50.0%","66.9%"
"=""1260011""","Shelton School District","=""1260211""","Behavior Modification","Non-ELL","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1261011""","Booth Hill School","Non-ELL","*","69.1%","94.5%"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260511""","Elizabeth Shelton School","Non-ELL","*","60.5%","91.9%"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","ELL",6,"*","*"
"=""1260011""","Shelton School District","=""1265111""","Intermediate School","Non-ELL",805,"48.8%","66.0%"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260811""","Long Hill School","Non-ELL","*","51.4%","78.3%"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260911""","Mohegan School","Non-ELL","*","59.1%","87.9%"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","ELL",19,"*","*"
"=""1260011""","Shelton School District","=""1261111""","Perry Hill Elementary School","Non-ELL",674,"45.5%","67.9%"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","ELL","*","*","*"
"=""1260011""","Shelton School District","=""1260611""","Sunnyside School","Non-ELL","*","65.1%","88.5%"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","ELL","*","*","*"
"=""1270011""","Sherman School District","=""1270111""","Sherman School","Non-ELL","*","52.5%","78.7%"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","ELL","*","*","*"
"=""2700013""","Side By Side Charter School District","=""2700113""","Side By Side Charter School","Non-ELL","*","55.8%","76.2%"
"=""1280011""","Simsbury School District","=""1280111""","Central School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1280111""","Central School","Non-ELL","*","59.0%","80.6%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Non-ELL","*","59.8%","76.2%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Non-ELL","*","37.6%","65.5%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","ELL","*","*","*"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Non-ELL","*","45.3%","68.8%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Non-ELL",120,"60.8%","81.5%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Non-ELL",169,"50.3%","70.3%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Non-ELL",324,"52.5%","71.1%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Non-ELL",209,"41.6%","73.7%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","ELL","*","*","*"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Non-ELL","*","43.9%","68.1%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELL","*","*","*"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Non-ELL","*","45.8%","75.0%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELL",6,"*","*"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Non-ELL",131,"61.8%","85.4%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Non-ELL",122,"54.9%","77.6%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELL",6,"*","*"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Non-ELL",912,"58.4%","76.0%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELL","*","*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Non-ELL","*","37.2%","63.7%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Non-ELL",208,"39.9%","67.5%"
"=""1310011""","Southington School District","=""1310511""","EASE","Non-ELL","*","*","*"
