"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Male",348,"58.6%","73.9%"
"=""1280011""","Simsbury School District","=""1285111""","Henry James Memorial School","Female",315,"61.0%","78.8%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Male",88,"36.4%","66.1%"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Female",83,"38.6%","65.0%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Male",154,"44.2%","65.6%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Female",115,"47.0%","73.1%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Male",63,"60.3%","82.5%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Female",57,"61.4%","80.3%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Male",86,"43.0%","63.1%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Female",83,"57.8%","77.9%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Male",167,"52.7%","70.8%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Female",157,"52.2%","71.4%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Male",103,"43.7%","75.0%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Female",106,"39.6%","72.5%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Male",61,"49.2%","72.9%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Female",58,"41.4%","65.8%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Male",65,"44.6%","75.5%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Female",57,"45.6%","74.2%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Male",73,"64.4%","84.8%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Female",64,"59.4%","87.2%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Male",54,"64.8%","83.7%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Female",68,"47.1%","72.7%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Male",470,"59.1%","74.4%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Female",448,"56.9%","76.8%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Male",41,"43.9%","65.7%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Female",42,"31.0%","61.5%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Male",90,"40.0%","66.9%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Female",118,"39.8%","67.9%"
"=""1310011""","Southington School District","=""1310511""","EASE","Male","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Male",63,"34.9%","62.1%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Female",41,"51.2%","78.5%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Male",67,"43.3%","72.0%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Female",58,"37.9%","65.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Male",415,"38.6%","54.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Female",388,"43.6%","63.5%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Male",344,"36.0%","56.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Female",360,"37.5%","56.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Male",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Male",36,"44.4%","61.5%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Female",54,"31.5%","50.6%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Male",34,"47.1%","61.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Female",46,"23.9%","52.4%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Male",59,"33.9%","54.1%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Female",53,"26.4%","62.3%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Male",78,"35.9%","67.9%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Female",59,"42.4%","67.7%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Male","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Female","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Male",59,"62.7%","84.9%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Female",53,"43.4%","70.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Male",89,"36.0%","59.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Female",76,"35.5%","59.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Male",126,"34.9%","64.9%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Female",104,"36.5%","73.2%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Male",169,"36.7%","56.5%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Female",134,"49.3%","69.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Male",262,"32.4%","49.7%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Female",217,"35.5%","52.5%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Male",73,"50.7%","79.9%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Female",85,"35.3%","61.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Male",258,"42.2%","57.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Female",199,"38.7%","56.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Male",95,"44.2%","66.7%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Female",88,"45.5%","73.1%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Male",92,"38.0%","68.0%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Female",88,"31.8%","60.2%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Male",59,"49.2%","79.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Female",58,"41.4%","72.4%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Male",93,"33.3%","63.0%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Female",94,"33.0%","62.9%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Male",106,"37.7%","67.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Female",94,"28.7%","57.0%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Male",343,"35.9%","52.7%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Female",393,"36.4%","54.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Male",205,"52.2%","71.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Female",218,"50.5%","73.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Male",87,"29.9%","54.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Female",86,"20.9%","53.1%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Male",326,"37.1%","56.2%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Female",358,"36.9%","56.8%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Male",90,"46.7%","74.3%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Female",105,"51.4%","72.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Male",103,"49.5%","79.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Female",96,"41.7%","68.3%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Male",109,"44.0%","73.4%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Female",77,"37.7%","69.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Male",245,"35.9%","53.3%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Female",272,"41.9%","61.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Male",98,"55.1%","79.2%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Female",92,"52.2%","77.6%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Male",113,"47.8%","66.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Female",113,"43.4%","66.3%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Male",42,"69.0%","89.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Female",36,"58.3%","84.8%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Male",200,"47.0%","66.0%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Female",161,"49.1%","66.0%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Male",121,"43.0%","60.3%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Female",123,"44.7%","70.7%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Male",47,"40.4%","74.7%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Female",24,"50.0%","87.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Male",113,"48.7%","72.6%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Female",90,"36.7%","69.4%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Male",260,"26.5%","42.9%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Female",253,"27.7%","43.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Male",118,"58.5%","79.8%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Female",105,"51.4%","74.4%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Male",45,"40.0%","61.9%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Female",45,"17.8%","38.6%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Male",269,"34.9%","50.0%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Female",256,"33.2%","49.5%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Female","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Male",48,"68.8%","85.8%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Female",50,"56.0%","78.3%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Female","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Male",83,"66.3%","90.2%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Female",99,"58.6%","81.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Male",98,"53.1%","76.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Female",141,"63.1%","88.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Male",145,"64.1%","87.6%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Female",150,"64.7%","86.6%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Male",85,"48.2%","73.6%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Female",59,"42.4%","71.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Male",143,"37.1%","62.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Female",152,"27.6%","58.2%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Male",252,"48.0%","65.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Female",265,"48.3%","66.8%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Male",49,"42.9%","62.3%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Female",48,"56.3%","78.6%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Male",80,"40.0%","58.4%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Female",76,"35.5%","50.5%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Male",93,"39.8%","66.1%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Female",117,"44.4%","70.4%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Male",82,"31.7%","48.9%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Female",81,"30.9%","48.7%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Male",39,"20.5%","45.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Female",32,"21.9%","48.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Male",162,"27.2%","48.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Female",135,"31.1%","51.4%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Male",191,"42.9%","70.4%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Female",167,"43.7%","69.0%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Male",313,"53.7%","71.0%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Female",332,"50.0%","69.9%"
"=""1430011""","Torrington School District","=""1430111""","East School","Male",43,"39.5%","71.8%"
"=""1430011""","Torrington School District","=""1430111""","East School","Female",48,"54.2%","81.4%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Male",60,"30.0%","50.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Female",47,"21.3%","48.0%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Male",42,"28.6%","64.6%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Female",38,"42.1%","68.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Male",115,"33.0%","56.8%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Female",110,"35.5%","61.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Male",450,"30.2%","47.7%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Female",407,"29.5%","48.9%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Male",60,"31.7%","58.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Female",54,"31.5%","53.7%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Male",58,"20.7%","31.3%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Female",46,"21.7%","40.9%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Male",86,"66.3%","90.8%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Female",78,"64.1%","89.3%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Male",75,"58.7%","80.5%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Female",80,"62.5%","83.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Male",108,"43.5%","72.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Female",91,"41.8%","66.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Male",346,"78.0%","92.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Female",341,"80.4%","95.8%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Male",72,"66.7%","87.2%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Female",52,"57.7%","85.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Male",355,"72.7%","91.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Female",361,"77.0%","94.3%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Male",92,"65.2%","87.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Female",79,"65.8%","89.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Male",71,"62.0%","79.9%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Female",53,"56.6%","83.1%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Female","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Male",16,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Female",23,"65.2%","78.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Male",75,"69.3%","90.9%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Female",80,"53.8%","80.7%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Male",40,"45.0%","77.0%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Female",27,"59.3%","87.9%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Male","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Female","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Male",43,"67.4%","91.0%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Female",22,"63.6%","97.0%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Male",39,"53.8%","78.2%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Female",37,"43.2%","81.2%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Male",32,"43.8%","77.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Female",49,"49.0%","73.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Male",318,"32.1%","52.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Female",298,"36.2%","55.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Male",74,"50.0%","71.4%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Female",68,"48.5%","78.4%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Female","*","*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Male",338,"31.1%","48.2%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Female",345,"37.7%","60.7%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Male","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Male",327,"36.4%","55.4%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Female",333,"31.8%","51.6%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Male",89,"44.9%","73.3%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Female",74,"31.1%","65.2%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Male",121,"40.5%","68.7%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Female",100,"37.0%","61.2%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Male",97,"42.3%","67.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Female",108,"36.1%","64.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Male",111,"50.5%","79.4%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Female",103,"68.0%","89.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Male",108,"27.8%","54.8%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Female",80,"26.3%","52.5%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Female","*","*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Male",43,"18.6%","47.7%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Female",50,"18.0%","40.4%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Male",63,"30.2%","58.9%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Female",69,"14.5%","40.6%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Male",119,"34.5%","56.7%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Female",128,"45.3%","66.0%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Male",59,"23.7%","55.3%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Female",68,"25.0%","57.4%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Male",98,"33.7%","56.0%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Female",93,"34.4%","57.5%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Male",26,"23.1%","36.1%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Female",10,"*","*"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Female","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Male",78,"43.6%","76.3%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Female",71,"45.1%","69.9%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Male",117,"23.1%","42.7%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Female",111,"27.9%","53.1%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Male",126,"27.8%","50.9%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Female",98,"36.7%","60.3%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Male",43,"32.6%","54.7%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Female",52,"46.2%","72.3%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Male",87,"34.5%","63.4%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Female",76,"38.2%","60.6%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Male",65,"15.4%","51.7%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Female",69,"27.5%","47.6%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Male",504,"28.4%","45.2%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Female",530,"26.8%","42.8%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Male",443,"29.8%","45.2%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Female",404,"24.5%","43.9%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Male",95,"37.9%","58.9%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Female",84,"34.5%","60.6%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Male",35,"31.4%","53.4%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Female",44,"34.1%","54.5%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Male",89,"41.6%","61.1%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Female",96,"43.8%","68.9%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Male",54,"25.9%","57.6%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Female",56,"21.4%","52.2%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Female","*","*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Male",45,"42.2%","66.1%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Female",60,"35.0%","59.4%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Male",42,"35.7%","64.2%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Female",37,"35.1%","61.4%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Male",112,"31.3%","46.7%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Female",198,"28.8%","47.5%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Male",41,"26.8%","52.5%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Female",41,"14.6%","45.6%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Male",464,"30.8%","49.8%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Female",405,"32.6%","47.9%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Male","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Male",44,"25.0%","55.6%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Female",45,"33.3%","70.6%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Male",317,"46.4%","62.1%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Female",309,"44.0%","61.6%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Male",41,"56.1%","81.9%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Female",57,"56.1%","84.3%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Male",55,"40.0%","63.2%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Female",64,"32.8%","65.7%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Male",66,"60.6%","82.4%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Female",50,"48.0%","76.6%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Male",109,"33.0%","58.3%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Female",76,"30.3%","59.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Male",114,"30.7%","59.4%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Female",105,"28.6%","52.0%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Male",331,"36.9%","57.2%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Female",303,"45.2%","65.4%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Male",70,"62.9%","83.1%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Female",57,"45.6%","72.1%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Male","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Male",56,"62.5%","87.5%"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Female",55,"65.5%","89.4%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Male",200,"47.0%","62.1%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Female",208,"43.3%","62.1%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Male",73,"64.4%","80.3%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Female",84,"56.0%","80.0%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Male",43,"46.5%","76.2%"
