"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"ELA","Not Eligible For Lunch","*",2509,2553,43,"48.2%","74.0%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"Math","Not Eligible For Lunch","*",2494,2552,59,"63.9%","87.3%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"ELA","Eligible For Lunch",9,"*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"ELA","Not Eligible For Lunch",64,2541,2572,31,"43.8%","66.0%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"Math","Eligible For Lunch",9,"*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"Math","Not Eligible For Lunch",65,2536,2560,24,"36.9%","61.3%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated",4,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated",4,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"ELA","Not Eligible For Lunch","*",2507,2564,57,"60.0%","82.6%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"Math","Not Eligible For Lunch","*",2498,2566,69,"76.7%","98.7%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"ELA","Not Eligible For Lunch","*",2541,2596,54,"62.9%","82.2%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"Math","Not Eligible For Lunch","*",2540,2581,41,"55.2%","78.1%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"ELA","Not Eligible For Lunch","*",2495,2538,44,"48.7%","69.1%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"Math","Not Eligible For Lunch","*",2483,2535,52,"46.1%","77.8%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"ELA","Not Eligible For Lunch","*",2532,2586,54,"58.8%","80.0%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"Math","Not Eligible For Lunch","*",2529,2566,37,"58.8%","77.4%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"ELA","Not Eligible For Lunch",35,2422,2512,90,"71.4%","90.5%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"Math","Not Eligible For Lunch",35,2429,2521,92,"88.6%","100.0%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"ELA","Not Eligible For Lunch",43,2504,2570,66,"65.1%","86.3%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"Math","Not Eligible For Lunch",43,2478,2555,77,"83.7%","100.0%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"ELA","Not Eligible For Lunch",47,2554,2614,60,"76.6%","93.1%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"Math","Not Eligible For Lunch",47,2550,2617,67,"74.5%","95.2%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"ELA","Eligible For Lunch",16,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"ELA","Not Eligible For Lunch",30,2432,2517,85,"70.0%","87.8%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"Math","Eligible For Lunch",16,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"Math","Not Eligible For Lunch",30,2430,2488,58,"46.7%","85.1%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"ELA","Eligible For Lunch",13,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"ELA","Not Eligible For Lunch",38,2504,2552,48,"50.0%","74.9%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"Math","Eligible For Lunch",13,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"Math","Not Eligible For Lunch",38,2482,2520,38,"42.1%","68.6%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"ELA","Eligible For Lunch",9,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"ELA","Not Eligible For Lunch",32,2545,2587,42,"59.4%","86.1%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"Math","Not Eligible For Lunch",32,2539,2588,49,"62.5%","78.5%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"ELA","Eligible For Lunch",12,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"ELA","Not Eligible For Lunch",42,2465,2525,60,"57.1%","79.4%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"Math","Eligible For Lunch",12,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"Math","Not Eligible For Lunch",42,2457,2530,73,"78.6%","97.6%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"ELA","Not Eligible For Lunch","*",2460,2527,66,"59.5%","81.8%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"Math","Not Eligible For Lunch","*",2473,2531,58,"69.0%","88.6%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",6,"ELA","Eligible For Lunch",14,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",6,"ELA","Not Eligible For Lunch",49,2524,2566,42,"57.1%","69.6%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",6,"Math","Eligible For Lunch",14,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",6,"Math","Not Eligible For Lunch",49,2518,2577,59,"69.4%","91.7%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",4,"ELA","Eligible For Lunch",10,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",4,"ELA","Not Eligible For Lunch",48,2469,2522,53,"47.9%","73.5%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",4,"Math","Eligible For Lunch",10,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",4,"Math","Not Eligible For Lunch",48,2456,2525,69,"70.8%","89.7%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",5,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",5,"ELA","Not Eligible For Lunch",55,2531,2576,45,"50.9%","72.7%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",5,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",5,"Math","Not Eligible For Lunch",55,2514,2572,59,"80.0%","93.3%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",6,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",6,"ELA","Not Eligible For Lunch",52,2540,2571,31,"44.2%","58.0%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",6,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School",6,"Math","Not Eligible For Lunch",52,2524,2562,37,"51.9%","73.5%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",4,"ELA","Eligible For Lunch",13,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",4,"ELA","Not Eligible For Lunch",28,2465,2523,57,"64.3%","78.1%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",4,"Math","Eligible For Lunch",13,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",4,"Math","Not Eligible For Lunch",28,2465,2505,40,"25.0%","67.4%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",5,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",5,"ELA","Not Eligible For Lunch",33,2470,2512,42,"33.3%","61.5%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",5,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",5,"Math","Not Eligible For Lunch",33,2475,2503,28,"36.4%","57.8%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",6,"ELA","Eligible For Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",6,"ELA","Not Eligible For Lunch",46,2564,2589,25,"47.8%","65.0%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",6,"Math","Eligible For Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School",6,"Math","Not Eligible For Lunch",46,2543,2568,26,"37.0%","65.3%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",7,"ELA","Eligible For Lunch",42,2502,2530,28,"31.0%","54.1%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",7,"ELA","Not Eligible For Lunch",206,2566,2603,37,"57.8%","72.7%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",7,"Math","Eligible For Lunch",42,2481,2502,20,"31.0%","57.3%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",7,"Math","Not Eligible For Lunch",205,2564,2600,35,"56.6%","73.8%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",8,"ELA","Eligible For Lunch",48,2499,2541,43,"47.9%","67.4%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",8,"ELA","Not Eligible For Lunch",216,2548,2594,46,"57.4%","74.6%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",8,"Math","Eligible For Lunch",48,2503,2545,42,"52.1%","73.1%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School",8,"Math","Not Eligible For Lunch",216,2547,2597,49,"69.0%","83.1%"
"=""1600011""","Willington School District","=""1600111""","Center School",4,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1600111""","Center School",4,"ELA","Not Eligible For Lunch",40,2429,2473,44,"40.0%","59.2%"
"=""1600011""","Willington School District","=""1600111""","Center School",4,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1600111""","Center School",4,"Math","Not Eligible For Lunch",40,2450,2487,37,"35.0%","60.9%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",5,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",5,"ELA","Not Eligible For Lunch",25,2456,2514,58,"60.0%","77.9%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",5,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",5,"Math","Not Eligible For Lunch",25,2467,2495,29,"36.0%","61.9%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",6,"ELA","Eligible For Lunch",11,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",6,"ELA","Not Eligible For Lunch",32,2525,2562,37,"46.9%","67.0%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",6,"Math","Eligible For Lunch",11,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",6,"Math","Not Eligible For Lunch",32,2539,2565,25,"31.3%","59.6%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",7,"ELA","Eligible For Lunch",12,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",7,"ELA","Not Eligible For Lunch",37,2516,2561,45,"40.5%","60.7%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",7,"Math","Eligible For Lunch",12,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",7,"Math","Not Eligible For Lunch",37,2512,2561,49,"54.1%","84.3%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",8,"ELA","Eligible For Lunch",8,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",8,"ELA","Not Eligible For Lunch",37,2558,2595,37,"54.1%","73.7%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",8,"Math","Eligible For Lunch",8,"*","*","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School",8,"Math","Not Eligible For Lunch",37,2548,2608,61,"67.6%","80.0%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",4,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",4,"ELA","Not Eligible For Lunch","*",2468,2542,74,"68.4%","88.2%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",4,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",4,"Math","Not Eligible For Lunch","*",2462,2523,61,"56.7%","84.3%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",5,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",5,"ELA","Not Eligible For Lunch","*",2499,2553,54,"52.3%","73.6%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",5,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School",5,"Math","Not Eligible For Lunch","*",2501,2539,38,"49.5%","71.8%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",6,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",6,"ELA","Not Eligible For Lunch","*",2549,2585,36,"51.7%","70.4%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",6,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",6,"Math","Not Eligible For Lunch","*",2522,2580,58,"65.6%","87.2%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",7,"ELA","Eligible For Lunch",7,"*","*","*","*","*"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",7,"ELA","Not Eligible For Lunch",335,2569,2613,44,"54.9%","73.6%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",7,"Math","Eligible For Lunch",7,"*","*","*","*","*"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",7,"Math","Not Eligible For Lunch",334,2547,2603,56,"72.5%","89.3%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",8,"ELA","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",8,"ELA","Not Eligible For Lunch","*",2606,2638,32,"55.3%","69.4%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",8,"Math","Eligible For Lunch","*","*","*","*","*","*"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School",8,"Math","Not Eligible For Lunch","*",2598,2626,28,"56.3%","70.6%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School",4,"ELA","Eligible For Lunch",32,2427,2446,19,"18.8%","43.0%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School",4,"ELA","Not Eligible For Lunch",33,2447,2483,36,"36.4%","55.4%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School",4,"Math","Eligible For Lunch",32,2424,2441,17,"9.4%","39.1%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School",4,"Math","Not Eligible For Lunch",33,2460,2476,16,"21.2%","47.3%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",5,"ELA","Eligible For Lunch",50,2420,2481,61,"44.0%","73.0%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",5,"ELA","Not Eligible For Lunch",31,2447,2511,63,"51.6%","75.0%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",5,"Math","Eligible For Lunch",50,2422,2453,31,"38.0%","58.7%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",5,"Math","Not Eligible For Lunch",31,2440,2466,26,"29.0%","56.0%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",6,"ELA","Eligible For Lunch",39,2478,2510,32,"43.6%","58.1%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",6,"ELA","Not Eligible For Lunch",31,2478,2512,34,"45.2%","70.6%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",6,"Math","Eligible For Lunch",41,2454,2493,40,"58.5%","76.1%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School",6,"Math","Not Eligible For Lunch",31,2469,2505,37,"51.6%","64.7%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",4,"ELA","Eligible For Lunch",27,2407,2485,78,"48.1%","84.3%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",4,"ELA","Not Eligible For Lunch",30,2476,2518,43,"40.0%","67.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",4,"Math","Eligible For Lunch",27,2405,2477,73,"55.6%","89.8%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",4,"Math","Not Eligible For Lunch",30,2454,2523,68,"73.3%","94.1%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",5,"ELA","Eligible For Lunch",23,2434,2497,63,"39.1%","77.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",5,"ELA","Not Eligible For Lunch",26,2481,2549,68,"53.8%","75.5%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",5,"Math","Eligible For Lunch",23,2440,2500,61,"65.2%","85.6%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",5,"Math","Not Eligible For Lunch",26,2474,2528,54,"61.5%","80.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",6,"ELA","Eligible For Lunch",36,2474,2521,47,"50.0%","75.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",6,"ELA","Not Eligible For Lunch",22,2529,2555,25,"50.0%","65.5%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",6,"Math","Eligible For Lunch",36,2465,2495,30,"47.2%","69.5%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",6,"Math","Not Eligible For Lunch",22,2491,2549,58,"68.2%","92.1%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",7,"ELA","Eligible For Lunch",31,2515,2558,42,"58.1%","73.4%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",7,"ELA","Not Eligible For Lunch",28,2529,2592,63,"64.3%","81.1%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",7,"Math","Eligible For Lunch",31,2510,2544,35,"51.6%","71.2%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",7,"Math","Not Eligible For Lunch",28,2534,2570,36,"46.4%","69.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",8,"ELA","Eligible For Lunch",34,2506,2550,43,"58.8%","74.4%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",8,"ELA","Not Eligible For Lunch",20,2573,2642,69,"80.0%","98.8%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",8,"Math","Eligible For Lunch",34,2483,2510,27,"41.2%","61.0%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy",8,"Math","Not Eligible For Lunch",19,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",4,"ELA","Eligible For Lunch","*",2331,2384,53,"31.7%","63.4%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",4,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",4,"Math","Eligible For Lunch","*",2345,2398,53,"27.3%","62.7%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",4,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",5,"ELA","Eligible For Lunch","*",2391,2460,69,"50.0%","77.2%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",5,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",5,"Math","Eligible For Lunch","*",2398,2468,70,"69.4%","93.4%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School",5,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School",4,"ELA","Eligible For Lunch",67,2369,2425,55,"41.8%","65.2%"
"=""1630011""","Windham School District","=""1630311""","North Windham School",4,"ELA","Not Eligible For Lunch",7,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School",4,"Math","Eligible For Lunch",67,2375,2416,41,"26.9%","61.1%"
"=""1630011""","Windham School District","=""1630311""","North Windham School",4,"Math","Not Eligible For Lunch",7,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School",5,"ELA","Eligible For Lunch",47,2422,2481,59,"46.8%","74.5%"
"=""1630011""","Windham School District","=""1630311""","North Windham School",5,"ELA","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630311""","North Windham School",5,"Math","Eligible For Lunch",47,2435,2478,43,"44.7%","76.2%"
"=""1630011""","Windham School District","=""1630311""","North Windham School",5,"Math","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",4,"ELA","Eligible For Lunch",33,2361,2433,72,"45.5%","80.1%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",4,"ELA","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",4,"Math","Eligible For Lunch",34,2389,2437,48,"26.5%","72.0%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",4,"Math","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",5,"ELA","Eligible For Lunch","*",2384,2480,96,"62.1%","92.1%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",5,"ELA","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",5,"Math","Eligible For Lunch","*",2419,2484,65,"70.0%","94.5%"
"=""1630011""","Windham School District","=""1630611""","W. B. Sweeney School",5,"Math","Not Eligible For Lunch","*","*","*","*","*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",4,"ELA","Eligible For Lunch",32,2366,2418,52,"31.3%","63.5%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",4,"ELA","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",4,"Math","Eligible For Lunch",30,2369,2450,80,"73.3%","95.7%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",4,"Math","Not Eligible For Lunch",6,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",5,"ELA","Eligible For Lunch",28,2408,2456,48,"35.7%","60.9%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",5,"ELA","Not Eligible For Lunch",7,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",5,"Math","Eligible For Lunch",28,2431,2464,32,"42.9%","63.0%"
"=""1630011""","Windham School District","=""1630511""","Windham Center School",5,"Math","Not Eligible For Lunch",7,"*","*","*","*","*"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",6,"ELA","Eligible For Lunch",151,2443,2490,46,"44.4%","67.8%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",6,"ELA","Not Eligible For Lunch",20,2506,2544,39,"50.0%","71.7%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",6,"Math","Eligible For Lunch",150,2443,2459,16,"28.7%","49.8%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",6,"Math","Not Eligible For Lunch",20,2502,2504,3,"15.0%","37.2%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",7,"ELA","Eligible For Lunch",138,2452,2491,39,"36.2%","56.1%"
"=""1630011""","Windham School District","=""1635111""","Windham Middle School",7,"ELA","Not Eligible For Lunch",22,2527,2587,60,"77.3%","87.6%"
