"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"District Code","District","School Code","School","Special Education Status (SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Special Education",14,"*","*"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Non-Special Education",108,"54.6%","77.3%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Special Education",114,"35.1%","50.9%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Non-Special Education",804,"61.3%","79.1%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Special Education",9,"*","*"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Non-Special Education",74,"36.5%","62.9%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Special Education",28,"25.0%","41.8%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Non-Special Education",180,"42.2%","71.4%"
"=""1310011""","Southington School District","=""1310511""","EASE","Special Education","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Special Education",14,"*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Non-Special Education",90,"43.3%","68.9%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Non-Special Education",109,"39.4%","67.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Special Education",93,"29.0%","42.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Non-Special Education",710,"42.5%","61.2%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Special Education",78,"30.8%","48.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Non-Special Education",626,"37.5%","57.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Non-Special Education",84,"39.3%","57.8%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Special Education",10,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Non-Special Education",70,"37.1%","60.7%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Special Education",13,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Non-Special Education",99,"30.3%","59.1%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Special Education",11,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Non-Special Education",126,"40.5%","71.0%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Special Education",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Special Education",16,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Non-Special Education",96,"55.2%","80.1%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Special Education",19,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Non-Special Education",146,"37.7%","61.7%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Special Education",26,"3.8%","36.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Non-Special Education",204,"39.7%","72.7%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Special Education",33,"21.2%","38.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Non-Special Education",270,"44.8%","64.8%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Special Education",76,"19.7%","33.9%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Non-Special Education",403,"36.5%","54.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Special Education",18,"*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Non-Special Education",140,"45.0%","73.0%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Special Education",58,"46.6%","55.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Non-Special Education",399,"39.8%","57.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Special Education",16,"*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Non-Special Education",167,"44.3%","70.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Special Education",32,"25.0%","63.9%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Non-Special Education",148,"37.2%","64.3%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Special Education",10,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Non-Special Education",107,"45.8%","77.1%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Special Education",23,"21.7%","55.5%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Non-Special Education",164,"34.8%","64.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Special Education",16,"*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Non-Special Education",184,"35.3%","63.9%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Special Education",79,"30.4%","46.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Non-Special Education",657,"36.8%","54.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Special Education",40,"30.0%","53.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Non-Special Education",383,"53.5%","74.3%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Special Education",21,"42.9%","67.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Non-Special Education",152,"23.0%","52.0%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Special Education",49,"34.7%","45.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Non-Special Education",635,"37.2%","57.3%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Special Education",29,"48.3%","78.1%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Non-Special Education",166,"49.4%","72.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Special Education",29,"37.9%","62.2%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Non-Special Education",170,"47.1%","76.2%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Special Education",20,"25.0%","51.6%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Non-Special Education",166,"43.4%","74.2%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Special Education",58,"27.6%","48.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Non-Special Education",459,"40.5%","58.6%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Special Education",17,"*","*"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Non-Special Education",173,"56.6%","80.5%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Special Education",26,"30.8%","56.5%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Non-Special Education",200,"47.5%","67.8%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Special Education",17,"*","*"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Non-Special Education",61,"62.3%","86.3%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Special Education",45,"24.4%","39.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Non-Special Education",316,"51.3%","69.7%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Special Education",43,"25.6%","47.0%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Non-Special Education",201,"47.8%","69.5%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Special Education",15,"*","*"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Non-Special Education",56,"42.9%","79.2%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Special Education",20,"25.0%","51.6%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Non-Special Education",183,"45.4%","73.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Special Education",37,"10.8%","27.8%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Non-Special Education",476,"28.4%","44.2%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Special Education",23,"56.5%","79.6%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Non-Special Education",200,"55.0%","77.0%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Special Education",17,"*","*"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Non-Special Education",73,"31.5%","53.5%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Special Education",58,"32.8%","42.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Non-Special Education",467,"34.3%","50.6%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Special Education",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Non-Special Education",90,"63.3%","83.1%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Special Education","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Special Education",27,"44.4%","72.9%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Non-Special Education",155,"65.2%","87.5%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Special Education",36,"25.0%","52.0%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Non-Special Education",203,"65.0%","89.2%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Special Education",18,"*","*"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Non-Special Education",277,"64.3%","87.5%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Special Education",16,"*","*"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Non-Special Education",128,"47.7%","75.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Special Education",30,"30.0%","51.1%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Non-Special Education",265,"32.5%","61.0%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Special Education",49,"28.6%","50.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Non-Special Education",468,"50.2%","67.6%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Special Education",14,"*","*"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Non-Special Education",83,"54.2%","73.5%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Special Education",23,"34.8%","54.5%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Non-Special Education",133,"38.3%","54.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Special Education",29,"31.0%","52.1%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Non-Special Education",181,"44.2%","71.1%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Special Education",22,"13.6%","35.2%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Non-Special Education",141,"34.0%","50.9%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Special Education","*","*","*"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Non-Special Education","*","19.7%","46.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Special Education",25,"36.0%","55.5%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Non-Special Education",272,"28.3%","49.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Special Education",37,"21.6%","53.3%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Non-Special Education",321,"45.8%","71.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Special Education",62,"41.9%","56.9%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Non-Special Education",583,"52.8%","71.8%"
"=""1430011""","Torrington School District","=""1430111""","East School","Special Education",6,"*","*"
"=""1430011""","Torrington School District","=""1430111""","East School","Non-Special Education",85,"50.6%","77.0%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Special Education",22,"18.2%","36.7%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Non-Special Education",85,"28.2%","52.7%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Special Education",16,"*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Non-Special Education",64,"37.5%","69.2%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Special Education",34,"35.3%","63.8%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Non-Special Education",191,"34.0%","58.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Special Education",143,"28.0%","42.0%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Non-Special Education",714,"30.3%","49.5%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Special Education",21,"42.9%","58.4%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Non-Special Education",93,"29.0%","55.7%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Special Education",31,"12.9%","29.2%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Non-Special Education",73,"24.7%","38.3%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Special Education",16,"*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Non-Special Education",148,"67.6%","90.7%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Special Education",13,"*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Non-Special Education",142,"62.7%","84.0%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Special Education",23,"21.7%","44.7%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Non-Special Education",176,"45.5%","73.1%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Special Education",68,"63.2%","77.3%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Non-Special Education",619,"80.9%","95.7%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Special Education",15,"*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Non-Special Education",109,"65.1%","88.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Special Education",66,"56.1%","76.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Non-Special Education",650,"76.8%","94.5%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Special Education",29,"44.8%","69.3%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Non-Special Education",142,"69.7%","92.6%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Special Education",22,"50.0%","70.8%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Non-Special Education",102,"61.8%","83.5%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","Special Education","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Special Education",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Non-Special Education",33,"63.6%","81.0%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Special Education",21,"66.7%","87.1%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Non-Special Education",134,"60.4%","85.4%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Special Education",11,"*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Non-Special Education",56,"53.6%","83.2%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","Special Education",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Special Education",14,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Non-Special Education",51,"68.6%","95.0%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Special Education",17,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Non-Special Education",59,"54.2%","84.8%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Special Education",19,"*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Non-Special Education",62,"48.4%","79.5%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Special Education",74,"28.4%","50.3%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Non-Special Education",542,"34.9%","54.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Special Education",32,"50.0%","74.1%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Non-Special Education",110,"49.1%","74.9%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","Special Education",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Special Education",82,"22.0%","40.3%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Non-Special Education",601,"36.1%","56.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","Special Education","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Special Education",64,"21.9%","43.8%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Non-Special Education",596,"35.4%","54.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Special Education",15,"*","*"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Non-Special Education",148,"38.5%","69.9%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Special Education",12,"*","*"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Non-Special Education",209,"39.2%","65.6%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Special Education",23,"30.4%","61.3%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Non-Special Education",182,"40.1%","66.8%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Special Education",16,"*","*"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Non-Special Education",198,"59.6%","85.1%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Special Education",27,"48.1%","70.0%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Non-Special Education",161,"23.6%","51.1%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","Special Education",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Special Education",12,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Non-Special Education",81,"14.8%","42.2%"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","Special Education","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Special Education",31,"29.0%","57.8%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Non-Special Education",101,"19.8%","46.7%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Special Education",45,"26.7%","41.9%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Non-Special Education",202,"43.1%","65.9%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Special Education",25,"16.0%","54.6%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Non-Special Education",102,"26.5%","56.8%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Special Education",43,"20.9%","41.2%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Non-Special Education",148,"37.8%","61.2%"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Special Education",6,"*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","Non-Special Education",30,"16.7%","28.9%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","Special Education","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Special Education",26,"38.5%","61.8%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Non-Special Education",123,"45.5%","75.7%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Special Education",40,"25.0%","48.3%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Non-Special Education",188,"25.5%","47.6%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Special Education",57,"35.1%","58.9%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Non-Special Education",167,"30.5%","53.7%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Special Education",14,"*","*"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Non-Special Education",81,"40.7%","64.8%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Special Education",15,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Non-Special Education",148,"36.5%","61.8%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Special Education",15,"*","*"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Non-Special Education",119,"24.4%","52.1%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Special Education",188,"21.8%","34.1%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Non-Special Education",846,"28.8%","46.2%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Special Education",167,"22.8%","40.6%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Non-Special Education",680,"28.4%","45.5%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Special Education",41,"31.7%","50.9%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Non-Special Education",138,"37.7%","62.3%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Special Education",9,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Non-Special Education",70,"35.7%","55.3%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Special Education",10,"*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Non-Special Education",175,"44.0%","66.0%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Special Education",21,"28.6%","62.3%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Non-Special Education",89,"22.5%","53.1%"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","Special Education",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Special Education",20,"45.0%","65.6%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Non-Special Education",85,"36.5%","61.5%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Special Education",13,"*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Non-Special Education",66,"36.4%","64.9%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Special Education",28,"32.1%","46.4%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Non-Special Education",282,"29.4%","47.3%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Special Education",14,"*","*"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Non-Special Education",68,"17.6%","44.3%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Special Education",169,"24.3%","41.0%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Non-Special Education",700,"33.4%","50.9%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","Special Education","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Special Education",15,"*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Non-Special Education",74,"31.1%","64.6%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Special Education",94,"28.7%","41.6%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Non-Special Education",532,"48.1%","65.4%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Special Education",18,"*","*"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Non-Special Education",80,"58.8%","84.9%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Special Education",14,"*","*"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Non-Special Education",105,"37.1%","66.0%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Special Education",18,"*","*"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Non-Special Education",98,"55.1%","80.1%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Special Education",25,"16.0%","43.4%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Non-Special Education",160,"34.4%","61.3%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Special Education",27,"14.8%","39.9%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Non-Special Education",192,"31.8%","58.1%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Special Education",82,"25.6%","43.4%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Non-Special Education",552,"43.1%","63.8%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Special Education",7,"*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Non-Special Education",120,"55.0%","77.6%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","Special Education","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Special Education",11,"*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","Non-Special Education",100,"66.0%","89.7%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Special Education",33,"27.3%","43.2%"
"=""1550011""","West Hartford School District","=""1555311""","Bristow Middle School","Non-Special Education",375,"46.7%","63.7%"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Special Education",10,"*","*"
"=""1550011""","West Hartford School District","=""1550411""","Bugbee School","Non-Special Education",147,"62.6%","83.0%"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Special Education",12,"*","*"
"=""1550011""","West Hartford School District","=""1550511""","Charter Oak International Academy","Non-Special Education",77,"42.9%","72.7%"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Special Education",7,"*","*"
"=""1550011""","West Hartford School District","=""1550611""","Duffy School","Non-Special Education",161,"62.1%","88.6%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Special Education",96,"31.3%","47.5%"
"=""1550011""","West Hartford School District","=""1555111""","King Philip Middle School","Non-Special Education",775,"41.8%","60.0%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Special Education",20,"60.0%","80.2%"
"=""1550011""","West Hartford School District","=""1550911""","Morley School","Non-Special Education",82,"67.1%","90.2%"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Special Education",11,"*","*"
"=""1550011""","West Hartford School District","=""1551011""","Norfeldt School","Non-Special Education",106,"57.5%","77.2%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Special Education",94,"23.4%","39.1%"
"=""1550011""","West Hartford School District","=""1555211""","Sedgwick Middle School","Non-Special Education",715,"37.1%","53.8%"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Special Education",8,"*","*"
"=""1550011""","West Hartford School District","=""1551711""","Smith School","Non-Special Education",99,"54.5%","79.6%"
"=""1550011""","West Hartford School District","=""1551211""","Webster Hill School","Special Education",10,"*","*"
