"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"District Code","District","School Code","School","Subject","Gender","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Male",61,"49.2%","72.9%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Math","Female",58,"41.4%","65.8%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Male",66,"51.5%","75.2%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","ELA","Female",57,"64.9%","84.2%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Male",65,"44.6%","75.5%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Math","Female",57,"45.6%","74.2%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Male",73,"57.5%","81.8%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","ELA","Female",64,"65.6%","88.4%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Male",73,"64.4%","84.8%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Math","Female",64,"59.4%","87.2%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","ELA","Male",54,"57.4%","83.6%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","ELA","Female",68,"57.4%","76.9%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Math","Male",54,"64.8%","83.7%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Math","Female",68,"47.1%","72.7%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELA","Male",471,"41.6%","57.4%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","ELA","Female",450,"48.7%","64.1%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Math","Male",470,"59.1%","74.4%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Math","Female",448,"56.9%","76.8%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELA","Male",41,"63.4%","83.8%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","ELA","Female",42,"57.1%","74.1%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Math","Male",41,"43.9%","65.7%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Math","Female",42,"31.0%","61.5%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","ELA","Male",91,"35.2%","57.5%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","ELA","Female",118,"39.0%","59.1%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Math","Male",90,"40.0%","66.9%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Math","Female",118,"39.8%","67.9%"
"=""1310011""","Southington School District","=""1310511""","EASE","ELA","Male","*","*","*"
"=""1310011""","Southington School District","=""1310511""","EASE","Math","Male","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELA","Male",63,"38.1%","61.1%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","ELA","Female",40,"60.0%","76.4%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Math","Male",63,"34.9%","62.1%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Math","Female",41,"51.2%","78.5%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA","Male",67,"32.8%","56.9%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA","Female",58,"39.7%","65.1%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Male",67,"43.3%","72.0%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Female",58,"37.9%","65.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Male",415,"36.4%","56.3%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Female",389,"40.4%","59.3%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Male",415,"38.6%","54.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Female",388,"43.6%","63.5%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Male",346,"37.9%","54.3%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Female",360,"40.6%","60.8%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Male",344,"36.0%","56.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Female",360,"37.5%","56.5%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","ELA","Male",6,"*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Math","Male",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Male",36,"33.3%","61.7%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Female",54,"42.6%","65.7%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Male",36,"44.4%","61.5%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Female",54,"31.5%","50.6%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Male",34,"47.1%","61.3%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Female",46,"45.7%","65.7%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Male",34,"47.1%","61.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Female",46,"23.9%","52.4%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Male",59,"32.2%","48.1%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Female",53,"45.3%","62.8%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Male",59,"33.9%","54.1%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Female",53,"26.4%","62.3%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Male",78,"37.2%","65.2%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Female",59,"35.6%","59.7%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Male",78,"35.9%","67.9%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Female",59,"42.4%","67.7%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","ELA","Male","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","ELA","Female","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Math","Male","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Math","Female","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Male",59,"57.6%","75.7%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Female",53,"54.7%","76.0%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Male",59,"62.7%","84.9%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Female",53,"43.4%","70.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Male",89,"39.3%","59.7%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Female",75,"46.7%","64.4%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Male",89,"36.0%","59.9%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Female",76,"35.5%","59.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Male",126,"35.7%","62.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Female",104,"36.5%","62.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Male",126,"34.9%","64.9%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Female",104,"36.5%","73.2%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Male",169,"56.2%","72.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Female",134,"45.5%","64.1%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Male",169,"36.7%","56.5%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Female",134,"49.3%","69.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Male",261,"37.9%","58.9%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Female",218,"36.2%","55.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Male",262,"32.4%","49.7%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Female",217,"35.5%","52.5%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Male",72,"47.2%","69.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Female",85,"42.4%","67.1%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Male",73,"50.7%","79.9%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Female",85,"35.3%","61.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Male",253,"44.3%","64.6%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Female",199,"45.2%","65.8%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Male",258,"42.2%","57.4%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Female",199,"38.7%","56.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Male",94,"46.8%","65.7%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Female",87,"47.1%","73.2%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Male",95,"44.2%","66.7%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Female",88,"45.5%","73.1%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Male",92,"41.3%","70.1%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Female",88,"50.0%","72.6%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Male",92,"38.0%","68.0%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Female",88,"31.8%","60.2%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Male",58,"39.7%","71.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Female",58,"58.6%","79.9%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Male",59,"49.2%","79.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Female",58,"41.4%","72.4%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Male",92,"35.9%","64.9%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Female",94,"39.4%","66.4%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Male",93,"33.3%","63.0%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Female",94,"33.0%","62.9%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Male",102,"48.0%","75.2%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Female",91,"39.6%","65.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Male",106,"37.7%","67.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Female",94,"28.7%","57.0%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Male",341,"37.2%","57.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Female",390,"38.7%","56.1%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Male",343,"35.9%","52.7%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Female",393,"36.4%","54.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Male",205,"44.4%","64.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Female",218,"41.7%","63.7%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Male",205,"52.2%","71.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Female",218,"50.5%","73.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Male",87,"39.1%","70.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Female",86,"59.3%","84.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Male",87,"29.9%","54.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Female",86,"20.9%","53.1%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Male",325,"38.2%","56.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Female",355,"46.2%","62.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Male",326,"37.1%","56.2%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Female",358,"36.9%","56.8%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Male",89,"30.3%","61.4%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Female",105,"41.0%","68.1%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Male",90,"46.7%","74.3%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Female",105,"51.4%","72.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Male",103,"44.7%","67.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Female",95,"52.6%","78.3%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Male",103,"49.5%","79.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","Female",96,"41.7%","68.3%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Male",108,"39.8%","67.7%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","ELA","Female",76,"51.3%","72.6%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Male",109,"44.0%","73.4%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Math","Female",77,"37.7%","69.6%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Male",228,"28.9%","42.4%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","ELA","Female",257,"40.1%","57.0%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Male",245,"35.9%","53.3%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Math","Female",272,"41.9%","61.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Male",97,"47.4%","71.8%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","ELA","Female",91,"49.5%","76.3%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Male",98,"55.1%","79.2%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Math","Female",92,"52.2%","77.6%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Male",114,"38.6%","60.9%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","ELA","Female",113,"44.2%","68.0%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Male",113,"47.8%","66.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Math","Female",113,"43.4%","66.3%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Male",42,"57.1%","73.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","ELA","Female",36,"72.2%","82.9%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Male",42,"69.0%","89.5%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Math","Female",36,"58.3%","84.8%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Male",201,"37.3%","53.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","ELA","Female",160,"45.6%","56.7%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Male",200,"47.0%","66.0%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Math","Female",161,"49.1%","66.0%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Male",121,"47.1%","64.4%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","ELA","Female",123,"48.8%","64.8%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Male",121,"43.0%","60.3%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Math","Female",123,"44.7%","70.7%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Male",47,"42.6%","68.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","ELA","Female",24,"29.2%","59.3%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Male",47,"40.4%","74.7%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Math","Female",24,"50.0%","87.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Male",113,"38.1%","63.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","ELA","Female",91,"42.9%","69.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Male",113,"48.7%","72.6%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Math","Female",90,"36.7%","69.4%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA","Male",260,"24.2%","40.8%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","ELA","Female",256,"32.4%","50.3%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math","Male",260,"26.5%","42.9%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Math","Female",253,"27.7%","43.1%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA","Male",117,"54.7%","75.5%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","ELA","Female",105,"51.4%","72.6%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math","Male",118,"58.5%","79.8%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Math","Female",105,"51.4%","74.4%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA","Male",45,"37.8%","59.7%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","ELA","Female",45,"33.3%","65.9%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math","Male",45,"40.0%","61.9%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Math","Female",45,"17.8%","38.6%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Male",268,"27.2%","45.3%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","ELA","Female",256,"31.3%","50.5%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Male",269,"34.9%","50.0%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Math","Female",256,"33.2%","49.5%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","ELA","Female","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","Math","Female","*","*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Male",48,"60.4%","84.0%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","ELA","Female",50,"42.0%","72.5%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Male",48,"68.8%","85.8%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Math","Female",50,"56.0%","78.3%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","ELA","Female","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","Male","*","*","*"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","Math","Female","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Male",83,"38.6%","67.0%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","ELA","Female",99,"53.5%","73.9%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Male",83,"66.3%","90.2%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Math","Female",99,"58.6%","81.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Male",98,"44.9%","69.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","ELA","Female",140,"51.4%","75.3%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Male",98,"53.1%","76.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Math","Female",141,"63.1%","88.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Male",145,"51.7%","71.1%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","ELA","Female",150,"52.7%","76.2%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Male",145,"64.1%","87.6%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Math","Female",150,"64.7%","86.6%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Male",85,"38.8%","59.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","ELA","Female",60,"33.3%","59.9%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Male",85,"48.2%","73.6%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Math","Female",59,"42.4%","71.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Male",142,"52.8%","71.3%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","ELA","Female",152,"50.7%","71.7%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Male",143,"37.1%","62.0%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Math","Female",152,"27.6%","58.2%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Male",253,"36.8%","54.7%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","ELA","Female",266,"41.0%","56.5%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Male",252,"48.0%","65.1%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Math","Female",265,"48.3%","66.8%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Male",49,"22.4%","45.5%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","ELA","Female",48,"29.2%","44.4%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Male",49,"42.9%","62.3%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Math","Female",48,"56.3%","78.6%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Male",81,"28.4%","44.1%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","ELA","Female",76,"26.3%","43.3%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Male",80,"40.0%","58.4%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Math","Female",76,"35.5%","50.5%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Male",92,"35.9%","63.8%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","ELA","Female",117,"47.0%","69.3%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Male",93,"39.8%","66.1%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Math","Female",117,"44.4%","70.4%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Male",82,"31.7%","57.0%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","ELA","Female",80,"42.5%","66.4%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Male",82,"31.7%","48.9%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Math","Female",81,"30.9%","48.7%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Male",39,"12.8%","37.0%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","ELA","Female",32,"28.1%","39.5%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Male",39,"20.5%","45.4%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Math","Female",32,"21.9%","48.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Male",163,"27.6%","48.4%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","ELA","Female",136,"25.0%","43.5%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Male",162,"27.2%","48.1%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Math","Female",135,"31.1%","51.4%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Male",191,"49.7%","71.3%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","ELA","Female",169,"58.0%","76.4%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Male",191,"42.9%","70.4%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Math","Female",167,"43.7%","69.0%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Male",312,"43.3%","61.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","ELA","Female",332,"39.8%","57.5%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Male",313,"53.7%","71.0%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Math","Female",332,"50.0%","69.9%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Male",43,"37.2%","58.2%"
"=""1430011""","Torrington School District","=""1430111""","East School","ELA","Female",48,"37.5%","64.1%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Male",43,"39.5%","71.8%"
"=""1430011""","Torrington School District","=""1430111""","East School","Math","Female",48,"54.2%","81.4%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Male",60,"25.0%","55.6%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","ELA","Female",48,"39.6%","62.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Male",60,"30.0%","50.5%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Math","Female",47,"21.3%","48.0%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Male",42,"50.0%","78.8%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","ELA","Female",38,"65.8%","89.9%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Male",42,"28.6%","64.6%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Math","Female",38,"42.1%","68.4%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","ELA","Male",114,"33.3%","57.0%"
