"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"District Code","District","School Code","School","High Needs (F/R, EL or SWD)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1280011""","Simsbury School District","=""1280611""","Latimer Lane School","Non-High Needs",144,"40.3%","66.4%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","High Needs",43,"39.5%","64.7%"
"=""1280011""","Simsbury School District","=""1280711""","Squadron Line School","Non-High Needs",226,"46.5%","69.6%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","High Needs",29,"44.8%","61.9%"
"=""1280011""","Simsbury School District","=""1280311""","Tariffville School","Non-High Needs",91,"65.9%","87.7%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","High Needs",32,"34.4%","55.4%"
"=""1280011""","Simsbury School District","=""1280411""","Tootin' Hills School","Non-High Needs",137,"54.0%","73.8%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","High Needs",55,"27.3%","44.9%"
"=""1290011""","Somers School District","=""1295111""","Mabelle B. Avery Middle School","Non-High Needs",269,"57.6%","76.5%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","High Needs",34,"38.2%","64.0%"
"=""1290011""","Somers School District","=""1290411""","Somers Elementary School","Non-High Needs",175,"42.3%","75.6%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","High Needs",30,"36.7%","62.5%"
"=""1320011""","South Windsor School District","=""1320711""","Eli Terry School","Non-High Needs",89,"48.3%","71.8%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","High Needs",34,"23.5%","62.5%"
"=""1320011""","South Windsor School District","=""1320611""","Orchard Hill School","Non-High Needs",88,"53.4%","79.6%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","High Needs",20,"50.0%","72.7%"
"=""1320011""","South Windsor School District","=""1320111""","Philip R. Smith School","Non-High Needs",117,"64.1%","88.2%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","High Needs",33,"51.5%","72.2%"
"=""1320011""","South Windsor School District","=""1320211""","Pleasant Valley School","Non-High Needs",89,"56.2%","79.6%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","High Needs",211,"41.7%","58.8%"
"=""1320011""","South Windsor School District","=""1325111""","Timothy Edwards School","Non-High Needs",707,"62.9%","80.6%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","High Needs",24,"33.3%","58.4%"
"=""1320011""","South Windsor School District","=""1320411""","Wapping Elementary School","Non-High Needs",59,"39.0%","65.7%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","High Needs",61,"24.6%","52.8%"
"=""1310011""","Southington School District","=""1311511""","Derynoski Elementary School","Non-High Needs",147,"46.3%","73.5%"
"=""1310011""","Southington School District","=""1310511""","EASE","High Needs","*","*","*"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","High Needs",31,"35.5%","66.5%"
"=""1310011""","Southington School District","=""1311311""","Flanders Elementary School","Non-High Needs",73,"43.8%","69.4%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","High Needs",43,"44.2%","70.4%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Non-High Needs",82,"39.0%","67.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","High Needs",178,"34.3%","50.8%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Non-High Needs",625,"42.9%","61.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","High Needs",169,"33.1%","50.9%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Non-High Needs",535,"37.9%","58.2%"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","High Needs",6,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","High Needs",12,"*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Non-High Needs",78,"39.7%","56.8%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","High Needs",23,"17.4%","37.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Non-High Needs",57,"40.4%","63.7%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","High Needs",31,"29.0%","49.0%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Non-High Needs",81,"30.9%","61.4%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","High Needs",29,"31.0%","59.3%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Non-High Needs",108,"40.7%","70.1%"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","High Needs",6,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","High Needs",19,"*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Non-High Needs",93,"55.9%","81.1%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","High Needs",92,"30.4%","57.7%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Non-High Needs",73,"42.5%","62.3%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","High Needs",86,"19.8%","63.5%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Non-High Needs",144,"45.1%","71.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","High Needs",130,"31.5%","50.9%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Non-High Needs",173,"50.3%","70.3%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","High Needs",298,"29.5%","45.3%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Non-High Needs",181,"40.9%","60.4%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","High Needs",97,"35.1%","66.3%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Non-High Needs",61,"54.1%","75.7%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","High Needs",251,"36.7%","52.1%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Non-High Needs",206,"45.6%","62.7%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","High Needs",96,"28.1%","56.9%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Non-High Needs",87,"63.2%","84.0%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","High Needs",121,"29.8%","61.1%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Non-High Needs",59,"45.8%","70.5%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","High Needs",87,"42.5%","75.6%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Non-High Needs",30,"53.3%","77.3%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","High Needs",113,"30.1%","61.8%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Non-High Needs",74,"37.8%","64.7%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","High Needs",118,"23.7%","53.5%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Non-High Needs",82,"47.6%","74.9%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","High Needs",446,"31.6%","48.1%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Non-High Needs",290,"43.1%","61.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","High Needs",190,"33.2%","57.2%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Non-High Needs",233,"66.1%","84.7%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","High Needs",115,"22.6%","52.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Non-High Needs",58,"31.0%","57.8%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","High Needs",375,"33.3%","53.3%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Non-High Needs",309,"41.4%","60.4%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","High Needs",134,"45.5%","70.0%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Non-High Needs",61,"57.4%","80.4%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","High Needs",125,"44.0%","71.8%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Non-High Needs",74,"48.6%","78.3%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","High Needs",146,"37.0%","68.8%"
"=""1350011""","Stamford School District","=""1351911""","Toquam Magnet School","Non-High Needs",40,"57.5%","82.7%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","High Needs",288,"31.6%","51.5%"
"=""1350011""","Stamford School District","=""1355511""","Turn of River School","Non-High Needs",229,"48.5%","65.0%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","High Needs",107,"41.1%","68.9%"
"=""1350011""","Stamford School District","=""1351411""","Westover School","Non-High Needs",83,"69.9%","90.7%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","High Needs",88,"40.9%","64.6%"
"=""1360011""","Sterling School District","=""1360311""","Sterling Community School","Non-High Needs",138,"48.6%","67.7%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","High Needs",23,"65.2%","85.9%"
"=""1370011""","Stonington School District","=""1370511""","Deans Mill School","Non-High Needs",55,"63.6%","87.9%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","High Needs",69,"36.2%","51.0%"
"=""1370011""","Stonington School District","=""1375211""","Mystic Middle School","Non-High Needs",292,"50.7%","69.5%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","High Needs",102,"34.3%","57.3%"
"=""1370011""","Stonington School District","=""1375111""","Pawcatuck Middle School","Non-High Needs",142,"50.7%","71.4%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","High Needs",30,"33.3%","70.5%"
"=""1370011""","Stonington School District","=""1370411""","West Broad Street School","Non-High Needs",41,"51.2%","85.1%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","High Needs",124,"36.3%","64.4%"
"=""1380011""","Stratford School District","=""1380311""","Chapel School","Non-High Needs",79,"54.4%","81.9%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","High Needs",240,"23.3%","40.0%"
"=""1380011""","Stratford School District","=""1385211""","David Wooster Middle School","Non-High Needs",273,"30.4%","45.6%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","High Needs",82,"58.5%","80.5%"
"=""1380011""","Stratford School District","=""1381311""","Eli Whitney School","Non-High Needs",141,"53.2%","75.3%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","High Needs",70,"27.1%","46.3%"
"=""1380011""","Stratford School District","=""1380411""","Franklin School","Non-High Needs",20,"35.0%","64.0%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","High Needs",283,"27.6%","42.9%"
"=""1380011""","Stratford School District","=""1385311""","Harry B. Flood Middle School","Non-High Needs",242,"41.7%","57.8%"
"=""1380011""","Stratford School District","=""1381211""","Johnson House STEPS 3-6","High Needs",8,"*","*"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","High Needs",52,"59.6%","76.1%"
"=""1380011""","Stratford School District","=""1380811""","Lordship School","Non-High Needs",46,"65.2%","88.6%"
"=""1380011""","Stratford School District","=""1381911""","Middle School STEPS 7-8","High Needs","*","*","*"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","High Needs",108,"57.4%","82.9%"
"=""1380011""","Stratford School District","=""1380911""","Nichols School","Non-High Needs",74,"68.9%","89.0%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","High Needs",161,"52.8%","79.1%"
"=""1380011""","Stratford School District","=""1381011""","Second Hill Lane School","Non-High Needs",78,"71.8%","92.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","High Needs",102,"60.8%","84.8%"
"=""1380011""","Stratford School District","=""1381511""","Stratford Academy - Johnson House","Non-High Needs",193,"66.3%","88.3%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","High Needs",70,"48.6%","69.2%"
"=""1380011""","Stratford School District","=""1381411""","Wilcoxson School","Non-High Needs",74,"43.2%","76.2%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","High Needs",57,"26.3%","52.3%"
"=""1390011""","Suffield School District","=""1390311""","McAlister Intermediate School","Non-High Needs",238,"33.6%","61.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","High Needs",92,"43.5%","63.9%"
"=""1390011""","Suffield School District","=""1395111""","Suffield Middle School","Non-High Needs",425,"49.2%","66.4%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","High Needs",89,"50.6%","71.5%"
"=""2690013""","The Bridge Academy District","=""2696113""","The Bridge Academy","Non-High Needs",8,"*","*"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","High Needs",84,"34.5%","52.5%"
"=""9020022""","The Gilbert School District","=""9026122""","The Gilbert School","Non-High Needs",72,"41.7%","57.0%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","High Needs",74,"35.1%","60.6%"
"=""1400011""","Thomaston School District","=""1400211""","Thomaston Center School","Non-High Needs",136,"46.3%","72.8%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","High Needs",47,"25.5%","43.6%"
"=""1400011""","Thomaston School District","=""1406211""","Thomaston High School","Non-High Needs",116,"33.6%","50.9%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","High Needs",34,"20.6%","41.9%"
"=""1410011""","Thompson School District","=""1410111""","Mary R. Fisher Elementary School","Non-High Needs",37,"21.6%","51.0%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","High Needs",119,"29.4%","50.6%"
"=""1410011""","Thompson School District","=""1415111""","Thompson Middle School","Non-High Needs",178,"28.7%","48.9%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","High Needs",59,"23.7%","55.0%"
"=""1420011""","Tolland School District","=""1420211""","Tolland Intermediate School","Non-High Needs",299,"47.2%","72.7%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","High Needs",113,"46.0%","61.4%"
"=""1420011""","Tolland School District","=""1425111""","Tolland Middle School","Non-High Needs",532,"53.0%","72.3%"
"=""1430011""","Torrington School District","=""1430111""","East School","High Needs",41,"43.9%","78.2%"
"=""1430011""","Torrington School District","=""1430111""","East School","Non-High Needs",50,"50.0%","75.8%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","High Needs",72,"27.8%","49.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School","Non-High Needs",35,"22.9%","48.4%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","High Needs",52,"26.9%","57.0%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School","Non-High Needs",28,"50.0%","84.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","High Needs",97,"36.1%","62.5%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School","Non-High Needs",128,"32.8%","56.2%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","High Needs",492,"28.5%","45.4%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School","Non-High Needs",365,"31.8%","52.1%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","High Needs",101,"34.7%","58.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School","Non-High Needs",13,"*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","High Needs","*","20.8%","35.5%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy","Non-High Needs","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","High Needs",32,"37.5%","76.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School","Non-High Needs",132,"72.0%","93.5%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","High Needs",23,"52.2%","76.7%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School","Non-High Needs",132,"62.1%","83.1%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","High Needs",42,"23.8%","55.4%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School","Non-High Needs",157,"47.8%","73.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","High Needs",126,"64.3%","80.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School","Non-High Needs",561,"82.5%","96.9%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","High Needs",23,"47.8%","75.5%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School","Non-High Needs",101,"66.3%","88.9%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","High Needs",117,"58.1%","79.7%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School","Non-High Needs",599,"78.1%","95.4%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","High Needs",51,"52.9%","79.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School","Non-High Needs",120,"70.8%","92.4%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","High Needs",27,"51.9%","72.0%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School","Non-High Needs",97,"61.9%","83.9%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School","High Needs","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","High Needs",6,"*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School","Non-High Needs",33,"63.6%","81.0%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","High Needs",61,"62.3%","81.4%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School","Non-High Needs",94,"60.6%","88.4%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","High Needs",26,"42.3%","73.5%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School","Non-High Needs",41,"56.1%","86.4%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School","High Needs",6,"*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","High Needs",51,"66.7%","92.3%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School","Non-High Needs",14,"*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","High Needs",52,"38.5%","73.5%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School","Non-High Needs",24,"70.8%","93.0%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","High Needs",52,"40.4%","67.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School","Non-High Needs",29,"58.6%","88.8%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","High Needs",308,"29.2%","48.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School","Non-High Needs",308,"39.0%","59.6%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","High Needs",54,"44.4%","73.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School","Non-High Needs",88,"52.3%","75.6%"
"=""1480011""","Wallingford School District","=""1489011""","A.R.T.S. Academy","High Needs",6,"*","*"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","High Needs",215,"29.8%","48.1%"
"=""1480011""","Wallingford School District","=""1485211""","Dag Hammarskjold Middle School","Non-High Needs",468,"36.5%","57.5%"
"=""1480011""","Wallingford School District","=""1489211""","Harvest Park","High Needs","*","*","*"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","High Needs",156,"29.5%","50.1%"
"=""1480011""","Wallingford School District","=""1485311""","James H. Moran Middle School","Non-High Needs",504,"35.5%","54.5%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","High Needs",62,"38.7%","68.2%"
"=""1480011""","Wallingford School District","=""1480311""","Parker Farms School","Non-High Needs",101,"38.6%","70.5%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","High Needs",69,"36.2%","64.2%"
"=""1480011""","Wallingford School District","=""1481211""","Pond Hill School","Non-High Needs",152,"40.1%","65.8%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","High Needs",64,"35.9%","60.1%"
"=""1480011""","Wallingford School District","=""1480411""","Rock Hill School","Non-High Needs",141,"40.4%","69.0%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","High Needs",38,"57.9%","82.2%"
"=""1480011""","Wallingford School District","=""1480811""","Yalesville School","Non-High Needs",176,"59.1%","84.9%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","High Needs",149,"29.5%","56.6%"
"=""1510011""","Waterbury School District","=""1512111""","B. W. Tinker School","Non-High Needs",39,"17.9%","43.1%"
"=""1510011""","Waterbury School District","=""1510411""","B.W. Tinker BDLC","High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","High Needs",84,"20.2%","45.4%"
"=""1510011""","Waterbury School District","=""1510511""","Bucks Hill School","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1510111""","Bunker Hill BDLC","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","High Needs",118,"22.0%","48.1%"
"=""1510011""","Waterbury School District","=""1510611""","Bunker Hill School","Non-High Needs",14,"*","*"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","High Needs",180,"38.9%","59.5%"
"=""1510011""","Waterbury School District","=""1512711""","Carrington School","Non-High Needs",67,"43.3%","67.1%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","High Needs","*","23.8%","56.4%"
"=""1510011""","Waterbury School District","=""1510911""","Driggs School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","High Needs",175,"32.0%","54.7%"
"=""1510011""","Waterbury School District","=""1511611""","Duggan School","Non-High Needs",16,"*","*"
"=""1510011""","Waterbury School District","=""1519111""","Enlightenment School","High Needs",36,"19.4%","32.5%"
"=""1510011""","Waterbury School District","=""1513911""","Excel III","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","High Needs",134,"42.5%","71.7%"
"=""1510011""","Waterbury School District","=""1511411""","F. J. Kingsbury School","Non-High Needs",15,"*","*"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","High Needs",187,"27.8%","50.7%"
"=""1510011""","Waterbury School District","=""1512611""","Gilmartin School","Non-High Needs",41,"14.6%","34.4%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","High Needs",197,"31.0%","54.5%"
"=""1510011""","Waterbury School District","=""1510711""","H. S. Chase School","Non-High Needs",27,"37.0%","58.7%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","High Needs",88,"42.0%","67.0%"
"=""1510011""","Waterbury School District","=""1511311""","Hopeville School","Non-High Needs",7,"*","*"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","High Needs",98,"31.6%","59.2%"
"=""1510011""","Waterbury School District","=""1513111""","Maloney Interdistrict Magnet School","Non-High Needs",65,"43.1%","66.4%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","High Needs",121,"20.7%","48.8%"
"=""1510011""","Waterbury School District","=""1511111""","Margaret M. Generali Elementary School","Non-High Needs",13,"*","*"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","High Needs",899,"26.7%","42.5%"
"=""1510011""","Waterbury School District","=""1515111""","Michael F. Wallace Middle School","Non-High Needs",135,"33.3%","53.7%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","High Needs",753,"26.6%","44.4%"
"=""1510011""","Waterbury School District","=""1515311""","North End Middle School","Non-High Needs",94,"33.0%","45.8%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","High Needs",170,"35.3%","59.0%"
"=""1510011""","Waterbury School District","=""1513411""","Reed School","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","High Needs",70,"31.4%","53.5%"
"=""1510011""","Waterbury School District","=""1512811""","Regan School","Non-High Needs",9,"*","*"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","High Needs",106,"34.0%","58.0%"
"=""1510011""","Waterbury School District","=""1513311""","Rotella Interdistrict Magnet School","Non-High Needs",79,"54.4%","74.8%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","High Needs","*","23.8%","55.7%"
"=""1510011""","Waterbury School District","=""1512011""","Sprague School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1519011""","State Street School","High Needs",11,"*","*"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","High Needs","*","37.6%","62.4%"
"=""1510011""","Waterbury School District","=""1512211""","Walsh School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","High Needs","*","34.2%","61.5%"
"=""1510011""","Waterbury School District","=""1512311""","Washington School","Non-High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","High Needs",192,"24.0%","40.2%"
"=""1510011""","Waterbury School District","=""1515011""","Waterbury Arts Magnet School (Middle)","Non-High Needs",118,"39.0%","58.7%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","High Needs",64,"20.3%","48.3%"
"=""1510011""","Waterbury School District","=""1510811""","Wendell L. Cross School","Non-High Needs",18,"*","*"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","High Needs",778,"30.8%","48.0%"
"=""1510011""","Waterbury School District","=""1515211""","West Side Middle School","Non-High Needs",91,"38.5%","56.7%"
"=""1510011""","Waterbury School District","=""1511211""","Woodrow Wilson BDLC","High Needs","*","*","*"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","High Needs","*","29.8%","62.2%"
"=""1510011""","Waterbury School District","=""1513211""","Woodrow Wilson School","Non-High Needs","*","*","*"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","High Needs",194,"33.0%","47.5%"
"=""1520011""","Waterford School District","=""1525111""","Clark Lane Middle School","Non-High Needs",432,"50.7%","68.3%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","High Needs",30,"50.0%","74.4%"
"=""1520011""","Waterford School District","=""1520211""","Great Neck Elementary School","Non-High Needs",68,"58.8%","87.2%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","High Needs",31,"19.4%","50.9%"
"=""1520011""","Waterford School District","=""1520611""","Oswegatchie Elementary School","Non-High Needs",88,"42.0%","69.3%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","High Needs",44,"50.0%","80.0%"
"=""1520011""","Waterford School District","=""1520711""","Quaker Hill Elementary School","Non-High Needs",72,"58.3%","79.8%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","High Needs",60,"25.0%","47.9%"
"=""1530011""","Watertown School District","=""1530311""","Fletcher W. Judson School","Non-High Needs",125,"35.2%","64.1%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","High Needs",87,"26.4%","51.7%"
"=""1530011""","Watertown School District","=""1530411""","Polk School","Non-High Needs",132,"31.8%","58.6%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","High Needs",220,"35.9%","55.9%"
"=""1530011""","Watertown School District","=""1535111""","Swift Middle School","Non-High Needs",414,"43.5%","63.9%"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","High Needs",15,"*","*"
"=""1550011""","West Hartford School District","=""1551611""","Aiken School","Non-High Needs",112,"56.3%","77.9%"
"=""1550011""","West Hartford School District","=""1559311""","Braeburn Learning Center","High Needs","*","*","*"
"=""1550011""","West Hartford School District","=""1550211""","Braeburn School","High Needs",20,"40.0%","76.9%"
