"Smarter Balanced Growth Report, 2015-16"
"All Districts, Race"

"District Code","District","School Code","School","Subject","Race/Ethnicity","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA","Hispanic/Latino of any race",7,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","White",109,"38.5%","67.0%"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Hispanic/Latino of any race",7,"*","*"
"=""1310011""","Southington School District","=""1310211""","Hatton Elementary School","Math","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","White",680,"38.5%","58.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Asian",32,"28.1%","47.6%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Two or More Races",26,"53.8%","62.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Hispanic/Latino of any race",47,"38.3%","60.4%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","White",679,"41.2%","59.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Asian",32,"43.8%","61.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Two or More Races",26,"46.2%","62.9%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Hispanic/Latino of any race",47,"36.2%","59.0%"
"=""1310011""","Southington School District","=""1315311""","John F. Kennedy Middle School","Math","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","White",603,"37.8%","56.3%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Asian",26,"57.7%","69.0%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Two or More Races",22,"45.5%","74.0%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Hispanic/Latino of any race",45,"42.2%","58.5%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","White",601,"35.9%","55.8%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Asian",26,"46.2%","66.2%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Two or More Races",22,"36.4%","52.4%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Hispanic/Latino of any race",45,"40.0%","58.2%"
"=""1310011""","Southington School District","=""1315111""","Joseph A. Depaolo Middle School","Math","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","ELA","White","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","ELA","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Math","White","*","*","*"
"=""1310011""","Southington School District","=""1310411""","Language Based Classroom at Hatton School","Math","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","White",79,"36.7%","61.7%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","White",79,"36.7%","54.1%"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1310611""","Plantsville Elementary School","Math","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","White",62,"51.6%","67.2%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Hispanic/Latino of any race",9,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","ELA","Black or African American",6,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","White",62,"37.1%","57.0%"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Hispanic/Latino of any race",9,"*","*"
"=""1310011""","Southington School District","=""1310711""","South End Elementary School","Math","Black or African American",6,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","White",93,"39.8%","57.5%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","White",93,"31.2%","58.6%"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Asian","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Hispanic/Latino of any race",8,"*","*"
"=""1310011""","Southington School District","=""1310811""","Strong Elementary School","Math","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","White",108,"33.3%","60.9%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Asian",10,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Two or More Races",6,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Hispanic/Latino of any race",10,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","American Indian or Alaska Native","*","*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","White",108,"38.0%","66.1%"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Asian",10,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Two or More Races",6,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Hispanic/Latino of any race",10,"*","*"
"=""1310011""","Southington School District","=""1310911""","Thalberg Elementary School","Math","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","ELA","White","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","ELA","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Math","White","*","*","*"
"=""1310011""","Southington School District","=""1311611""","Therapeutic Educational Alternative Model (TEAM)","Math","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","White",100,"58.0%","77.7%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Asian","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","ELA","Black or African American","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","White",100,"55.0%","77.9%"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Asian","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Two or More Races","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Hispanic/Latino of any race","*","*","*"
"=""1310011""","Southington School District","=""1311411""","Urbin T. Kelley School","Math","Black or African American","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","American Indian or Alaska Native","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","White",124,"41.1%","61.3%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Asian","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Two or More Races",18,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","ELA","Hispanic/Latino of any race",20,"50.0%","68.4%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","American Indian or Alaska Native","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","White",125,"38.4%","61.7%"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Asian","*","*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Two or More Races",18,"*","*"
"=""1330011""","Sprague School District","=""1330111""","Sayles School","Math","Hispanic/Latino of any race",20,"30.0%","55.3%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","American Indian or Alaska Native","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","White",210,"36.2%","61.9%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Asian","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Two or More Races","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Hispanic/Latino of any race",8,"*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","ELA","Black or African American","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","American Indian or Alaska Native","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","White",210,"35.7%","68.1%"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Asian","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Two or More Races","*","*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Hispanic/Latino of any race",8,"*","*"
"=""1340011""","Stafford School District","=""1340611""","Stafford Elementary School","Math","Black or African American","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","American Indian or Alaska Native","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","White",266,"50.8%","67.8%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Asian",11,"*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Two or More Races","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Hispanic/Latino of any race",18,"*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","ELA","Black or African American","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","American Indian or Alaska Native","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","White",266,"43.6%","62.3%"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Asian",11,"*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Two or More Races","*","*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Hispanic/Latino of any race",18,"*","*"
"=""1340011""","Stafford School District","=""1345211""","Stafford Middle School","Math","Black or African American","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","White",136,"47.8%","66.7%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Asian",24,"41.7%","59.8%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Hispanic/Latino of any race",195,"34.4%","53.2%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","ELA","Black or African American",122,"29.5%","53.1%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","White",137,"38.7%","59.0%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Asian",24,"58.3%","74.4%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Hispanic/Latino of any race",194,"33.0%","48.3%"
"=""1350011""","Stamford School District","=""1355611""","Cloonan School","Math","Black or African American",122,"24.6%","41.6%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","White",53,"58.5%","76.7%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Hispanic/Latino of any race",55,"41.8%","65.1%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","ELA","Black or African American",36,"27.8%","58.4%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","White",53,"56.6%","78.4%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Hispanic/Latino of any race",55,"38.2%","71.2%"
"=""1350011""","Stamford School District","=""1352011""","Davenport Ridge School","Math","Black or African American",37,"21.6%","52.9%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","White",152,"48.0%","68.0%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Asian","*","54.1%","67.5%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Hispanic/Latino of any race",200,"42.5%","63.6%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","ELA","Black or African American",60,"40.0%","63.8%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","White",153,"50.3%","66.6%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Asian","*","45.9%","62.0%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Hispanic/Latino of any race",203,"35.5%","52.9%"
"=""1350011""","Stamford School District","=""1355311""","Dolan School","Math","Black or African American",61,"32.8%","45.4%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","White",38,"57.9%","79.0%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Asian",44,"61.4%","81.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Hispanic/Latino of any race",62,"32.3%","57.5%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","ELA","Black or African American","*","42.4%","64.9%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","White",39,"48.7%","78.6%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Asian",44,"63.6%","82.3%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Hispanic/Latino of any race",63,"33.3%","59.1%"
"=""1350011""","Stamford School District","=""1352211""","Hart School","Math","Black or African American","*","36.4%","62.9%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","White",57,"52.6%","77.0%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Hispanic/Latino of any race",76,"40.8%","68.4%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","ELA","Black or African American",36,"44.4%","68.2%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","White",57,"43.9%","73.3%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Hispanic/Latino of any race",77,"29.9%","59.6%"
"=""1350011""","Stamford School District","=""1351211""","Julia A. Stark School","Math","Black or African American",35,"22.9%","54.9%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","White",20,"50.0%","79.2%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Hispanic/Latino of any race",64,"51.6%","77.1%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","ELA","Black or African American",19,"*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","White",20,"35.0%","67.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Hispanic/Latino of any race",65,"44.6%","79.7%"
"=""1350011""","Stamford School District","=""1350511""","K. T. Murphy School","Math","Black or African American",19,"*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","White",57,"49.1%","72.5%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Hispanic/Latino of any race",79,"29.1%","56.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","ELA","Black or African American",34,"29.4%","66.9%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","White",57,"26.3%","61.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Hispanic/Latino of any race",79,"32.9%","60.7%"
"=""1350011""","Stamford School District","=""1350611""","Newfield School","Math","Black or African American",35,"31.4%","60.4%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","White",67,"52.2%","74.6%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Hispanic/Latino of any race",77,"39.0%","69.2%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","ELA","Black or African American",35,"37.1%","60.4%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","White",68,"48.5%","76.0%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Hispanic/Latino of any race",84,"22.6%","53.1%"
"=""1350011""","Stamford School District","=""1351811""","Northeast School","Math","Black or African American",34,"29.4%","58.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","White",229,"41.5%","58.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Asian",74,"50.0%","67.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Hispanic/Latino of any race",279,"37.6%","56.3%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","ELA","Black or African American",141,"26.2%","47.9%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Native Hawaiian or Other Pacific Islander","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","White",230,"43.0%","62.8%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Asian",77,"48.1%","66.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Hispanic/Latino of any race",280,"31.1%","47.6%"
"=""1350011""","Stamford School District","=""1355811""","Rippowam Middle School","Math","Black or African American",141,"30.5%","44.0%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","White",193,"53.4%","68.8%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Asian",17,"*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Hispanic/Latino of any race",158,"32.9%","58.7%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","ELA","Black or African American",45,"28.9%","56.6%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","American Indian or Alaska Native","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","White",195,"63.6%","82.3%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Asian",18,"*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Hispanic/Latino of any race",158,"38.6%","63.5%"
"=""1350011""","Stamford School District","=""1350811""","Rogers International School","Math","Black or African American",42,"35.7%","55.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","White",45,"60.0%","82.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Asian",8,"*","*"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Hispanic/Latino of any race",76,"46.1%","78.1%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","ELA","Black or African American",44,"40.9%","69.5%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","White",45,"26.7%","49.8%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Asian",8,"*","*"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Hispanic/Latino of any race",76,"23.7%","52.0%"
"=""1350011""","Stamford School District","=""1350911""","Roxbury School","Math","Black or African American",44,"25.0%","58.2%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","White",240,"47.9%","63.8%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Asian",74,"54.1%","67.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Hispanic/Latino of any race",261,"38.7%","57.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","ELA","Black or African American",94,"30.9%","52.2%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","White",242,"37.6%","56.9%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Asian",74,"55.4%","70.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Two or More Races",11,"*","*"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Hispanic/Latino of any race",261,"33.0%","52.6%"
"=""1350011""","Stamford School District","=""1355711""","Scofield Middle School","Math","Black or African American",96,"32.3%","53.0%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","White",56,"48.2%","73.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Hispanic/Latino of any race",101,"31.7%","62.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","ELA","Black or African American",32,"25.0%","52.7%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","White",57,"52.6%","83.6%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Asian","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Two or More Races","*","*","*"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Hispanic/Latino of any race",101,"48.5%","69.2%"
"=""1350011""","Stamford School District","=""1351111""","Springdale School","Math","Black or African American",32,"40.6%","63.9%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","White",60,"46.7%","71.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Asian",15,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Two or More Races",8,"*","*"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Hispanic/Latino of any race",89,"47.2%","71.9%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","ELA","Black or African American",26,"50.0%","73.7%"
"=""1350011""","Stamford School District","=""1352111""","Stillmeadow School","Math","White",61,"45.9%","73.9%"
