"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School",4,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School",4,"Math","Eligible for Free Lunch",61,2393,2454,61,"47.5%","81.1%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School",4,"Math","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School",4,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",4,"ELA","Eligible for Free Lunch",30,2396,2451,55,"40.0%","70.7%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",4,"ELA","Not Eligible for Free/Reduced Lunch",43,2445,2510,64,"53.5%","80.6%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",4,"ELA","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",4,"Math","Eligible for Free Lunch",30,2383,2449,66,"60.0%","85.1%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",4,"Math","Not Eligible for Free/Reduced Lunch",43,2448,2495,47,"37.2%","67.8%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School",4,"Math","Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School",4,"ELA","Eligible for Free Lunch",51,2358,2404,46,"33.3%","57.4%"
"=""1560011""","West Haven School District","=""1561211""","Washington School",4,"ELA","Not Eligible for Free/Reduced Lunch",20,2408,2465,57,"55.0%","72.6%"
"=""1560011""","West Haven School District","=""1561211""","Washington School",4,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School",4,"Math","Eligible for Free Lunch",50,2360,2448,88,"60.0%","87.2%"
"=""1560011""","West Haven School District","=""1561211""","Washington School",4,"Math","Not Eligible for Free/Reduced Lunch",20,2414,2485,71,"65.0%","95.8%"
"=""1560011""","West Haven School District","=""1561211""","Washington School",4,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",4,"ELA","Not Eligible for Free/Reduced Lunch",37,2456,2522,66,"59.5%","86.3%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",4,"Math","Not Eligible for Free/Reduced Lunch",37,2429,2493,64,"64.9%","88.7%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",5,"ELA","Not Eligible for Free/Reduced Lunch",53,2514,2556,42,"41.5%","65.5%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",5,"Math","Not Eligible for Free/Reduced Lunch",53,2502,2529,27,"32.1%","63.3%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",6,"ELA","Not Eligible for Free/Reduced Lunch",50,2568,2587,20,"40.0%","57.3%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",6,"Math","Not Eligible for Free/Reduced Lunch",51,2529,2573,43,"56.9%","78.4%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",7,"ELA","Not Eligible for Free/Reduced Lunch","*",2600,2634,34,"51.2%","71.9%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",7,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",7,"Math","Not Eligible for Free/Reduced Lunch",43,2574,2625,50,"67.4%","84.4%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",8,"ELA","Not Eligible for Free/Reduced Lunch",40,2624,2657,34,"62.5%","75.8%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",8,"Math","Not Eligible for Free/Reduced Lunch",40,2624,2693,69,"82.5%","98.2%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",4,"ELA","Not Eligible for Free/Reduced Lunch","*",2466,2521,55,"50.6%","75.5%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",4,"Math","Not Eligible for Free/Reduced Lunch","*",2483,2522,39,"41.6%","67.6%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",5,"ELA","Not Eligible for Free/Reduced Lunch",165,2534,2576,41,"51.5%","73.7%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",5,"Math","Not Eligible for Free/Reduced Lunch",165,2528,2563,35,"53.9%","75.6%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",6,"ELA","Not Eligible for Free/Reduced Lunch","*",2565,2579,14,"37.0%","55.2%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",6,"Math","Not Eligible for Free/Reduced Lunch","*",2560,2575,16,"36.0%","53.8%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",7,"ELA","Not Eligible for Free/Reduced Lunch",193,2577,2619,41,"57.0%","74.7%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",7,"Math","Not Eligible for Free/Reduced Lunch",193,2580,2620,40,"63.7%","82.4%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",8,"ELA","Not Eligible for Free/Reduced Lunch",170,2600,2630,30,"49.4%","66.0%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",8,"Math","Not Eligible for Free/Reduced Lunch",170,2615,2622,7,"36.5%","51.4%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",6,"ELA","Not Eligible for Free/Reduced Lunch",234,2583,2592,9,"40.2%","52.8%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",6,"Math","Not Eligible for Free/Reduced Lunch",233,2572,2580,8,"35.6%","50.7%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",7,"ELA","Not Eligible for Free/Reduced Lunch",247,2595,2619,25,"45.7%","59.6%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",7,"Math","Not Eligible for Free/Reduced Lunch",247,2585,2625,40,"65.6%","81.5%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",8,"ELA","Not Eligible for Free/Reduced Lunch",241,2626,2633,7,"36.9%","50.9%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",8,"Math","Not Eligible for Free/Reduced Lunch",240,2617,2626,9,"36.3%","54.1%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",4,"ELA","Not Eligible for Free/Reduced Lunch","*",2501,2531,29,"42.9%","60.2%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",4,"Math","Not Eligible for Free/Reduced Lunch","*",2472,2529,56,"52.6%","81.5%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2558,2591,33,"50.0%","70.8%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School",5,"Math","Not Eligible for Free/Reduced Lunch","*",2549,2588,39,"66.7%","85.9%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",6,"ELA","Not Eligible for Free/Reduced Lunch",156,2590,2609,19,"46.8%","61.6%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",6,"Math","Not Eligible for Free/Reduced Lunch",157,2570,2586,17,"38.9%","55.5%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",7,"ELA","Not Eligible for Free/Reduced Lunch",164,2582,2605,23,"44.5%","61.5%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",7,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",7,"Math","Not Eligible for Free/Reduced Lunch",162,2580,2610,30,"52.5%","72.2%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",7,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",8,"ELA","Not Eligible for Free/Reduced Lunch",156,2626,2637,11,"44.9%","57.6%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",8,"Math","Not Eligible for Free/Reduced Lunch",157,2613,2622,9,"45.9%","57.9%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",4,"ELA","Not Eligible for Free/Reduced Lunch","*",2512,2573,61,"63.5%","84.3%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",4,"Math","Not Eligible for Free/Reduced Lunch","*",2501,2559,58,"63.5%","89.1%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2580,2613,33,"56.5%","73.3%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School",5,"Math","Not Eligible for Free/Reduced Lunch","*",2561,2596,35,"67.1%","81.0%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"ELA","Not Eligible for Free/Reduced Lunch",83,2509,2553,43,"48.2%","74.0%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"Math","Not Eligible for Free/Reduced Lunch",83,2494,2552,59,"63.9%","87.3%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"ELA","Not Eligible for Free/Reduced Lunch",64,2541,2572,31,"43.8%","66.0%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"Math","Not Eligible for Free/Reduced Lunch",65,2536,2560,24,"36.9%","61.3%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"ELA","Not Eligible for Free/Reduced Lunch","*",2507,2564,57,"60.0%","82.6%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",4,"Math","Not Eligible for Free/Reduced Lunch","*",2498,2566,69,"76.7%","98.7%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2541,2596,54,"62.9%","82.2%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School",5,"Math","Not Eligible for Free/Reduced Lunch","*",2540,2581,41,"55.2%","78.1%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"ELA","Not Eligible for Free/Reduced Lunch","*",2495,2538,44,"48.7%","69.1%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",4,"Math","Not Eligible for Free/Reduced Lunch","*",2483,2535,52,"46.1%","77.8%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"ELA","Not Eligible for Free/Reduced Lunch","*",2532,2586,54,"58.8%","80.0%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School",5,"Math","Not Eligible for Free/Reduced Lunch","*",2529,2566,37,"58.8%","77.4%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"ELA","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"ELA","Not Eligible for Free/Reduced Lunch",35,2422,2512,90,"71.4%","90.5%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",4,"Math","Not Eligible for Free/Reduced Lunch",35,2429,2521,92,"88.6%","100.0%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"ELA","Not Eligible for Free/Reduced Lunch",43,2504,2570,66,"65.1%","86.3%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"Math","Not Eligible for Free/Reduced Lunch",43,2478,2555,77,"83.7%","100.0%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"ELA","Not Eligible for Free/Reduced Lunch",47,2554,2614,60,"76.6%","93.1%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"Math","Not Eligible for Free/Reduced Lunch",47,2550,2617,67,"74.5%","95.2%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"ELA","Not Eligible for Free/Reduced Lunch",30,2432,2517,85,"70.0%","87.8%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"Math","Not Eligible for Free/Reduced Lunch",30,2430,2488,58,"46.7%","85.1%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"ELA","Not Eligible for Free/Reduced Lunch",38,2504,2552,48,"50.0%","74.9%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"Math","Not Eligible for Free/Reduced Lunch",38,2482,2520,38,"42.1%","68.6%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"ELA","Not Eligible for Free/Reduced Lunch",32,2545,2587,42,"59.4%","86.1%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"Math","Not Eligible for Free/Reduced Lunch",32,2539,2588,49,"62.5%","78.5%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School",6,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"ELA","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"ELA","Not Eligible for Free/Reduced Lunch",42,2465,2525,60,"57.1%","79.4%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"ELA","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"Math","Not Eligible for Free/Reduced Lunch",42,2457,2530,73,"78.6%","97.6%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",4,"Math","Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"ELA","Not Eligible for Free/Reduced Lunch",42,2460,2527,66,"59.5%","81.8%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School",5,"Math","Not Eligible for Free/Reduced Lunch",42,2473,2531,58,"69.0%","88.6%"
