"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1430011""","Torrington School District","=""1430211""","Forbes School",4,"ELA","Special Education",9,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",4,"ELA","Non-Special Education",34,2409,2447,39,"23.5%","59.4%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",4,"Math","Special Education",9,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",4,"Math","Non-Special Education",34,2398,2443,45,"32.4%","66.1%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",5,"ELA","Special Education",13,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",5,"ELA","Non-Special Education",52,2492,2533,41,"40.4%","58.9%"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",5,"Math","Special Education",13,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430211""","Forbes School",5,"Math","Non-Special Education",51,2487,2501,14,"25.5%","43.8%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",4,"ELA","Non-Special Education",38,2430,2514,84,"71.1%","86.5%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",4,"Math","Non-Special Education",38,2422,2465,43,"31.6%","65.2%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",5,"ELA","Non-Special Education",26,2496,2549,53,"42.3%","80.5%"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430811""","Southwest School",5,"Math","Non-Special Education",26,2464,2501,37,"46.2%","75.1%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",4,"ELA","Special Education",16,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",4,"ELA","Non-Special Education",88,2451,2481,30,"33.0%","57.0%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",4,"Math","Special Education",17,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",4,"Math","Non-Special Education",88,2431,2465,35,"25.0%","56.6%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",5,"ELA","Special Education",17,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",5,"ELA","Non-Special Education",103,2490,2527,37,"36.9%","57.8%"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",5,"Math","Special Education",17,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1430911""","Torringford School",5,"Math","Non-Special Education",103,2461,2491,30,"41.7%","59.3%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",6,"ELA","Special Education",53,2431,2452,20,"24.5%","48.3%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",6,"ELA","Non-Special Education",246,2511,2523,12,"27.6%","44.4%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",6,"Math","Special Education",53,2423,2418,-5,"20.8%","33.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",6,"Math","Non-Special Education",248,2485,2502,17,"27.8%","49.6%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",7,"ELA","Special Education",43,2433,2435,1,"14.0%","30.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",7,"ELA","Non-Special Education",236,2526,2530,4,"22.9%","39.5%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",7,"Math","Special Education",44,2382,2385,3,"22.7%","36.0%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",7,"Math","Non-Special Education",236,2500,2499,-1,"23.3%","42.1%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",8,"ELA","Special Education",47,2452,2479,26,"27.7%","52.3%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",8,"ELA","Non-Special Education",233,2541,2560,19,"33.0%","51.5%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",8,"Math","Special Education",46,2405,2434,28,"41.3%","56.9%"
"=""1430011""","Torrington School District","=""1435111""","Torrington Middle School",8,"Math","Non-Special Education",230,2510,2533,23,"40.0%","57.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",4,"ELA","Special Education",9,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",4,"ELA","Non-Special Education",43,2455,2493,37,"39.5%","60.0%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",4,"Math","Special Education",9,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",4,"Math","Non-Special Education",43,2445,2480,34,"32.6%","56.3%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",5,"ELA","Special Education",12,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",5,"ELA","Non-Special Education",50,2473,2509,36,"36.0%","58.2%"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",5,"Math","Special Education",12,"*","*","*","*","*"
"=""1430011""","Torrington School District","=""1431311""","Vogel-Wetmore School",5,"Math","Non-Special Education",50,2465,2490,25,"26.0%","55.2%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",6,"ELA","Special Education",16,"*","*","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",6,"ELA","Non-Special Education",22,2456,2459,3,"22.7%","30.1%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",6,"Math","Special Education",16,"*","*","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",6,"Math","Non-Special Education",23,2439,2430,-9,"13.0%","29.9%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",7,"ELA","Special Education",10,"*","*","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",7,"ELA","Non-Special Education",21,2433,2465,31,"28.6%","49.6%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",7,"Math","Special Education",10,"*","*","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",7,"Math","Non-Special Education",22,2442,2458,16,"36.4%","48.6%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",8,"ELA","Special Education",7,"*","*","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",8,"ELA","Non-Special Education",29,2491,2511,20,"31.0%","55.4%"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",8,"Math","Special Education","*","*","*","*","*","*"
"=""2780013""","Trailblazers Academy District","=""2785113""","Trailblazers Academy",8,"Math","Non-Special Education","*",2454,2463,9,"25.0%","37.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",4,"ELA","Non-Special Education",68,2482,2552,69,"70.6%","90.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",4,"Math","Non-Special Education",68,2476,2540,63,"66.2%","88.3%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",5,"ELA","Non-Special Education",80,2526,2596,70,"72.5%","91.0%"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440111""","Booth Hill School",5,"Math","Non-Special Education",80,2535,2590,55,"68.8%","92.7%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",4,"ELA","Non-Special Education",67,2499,2560,61,"65.7%","84.5%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",4,"Math","Non-Special Education",67,2496,2554,59,"68.7%","89.0%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",5,"ELA","Non-Special Education",75,2543,2597,54,"66.7%","82.8%"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440811""","Daniels Farm School",5,"Math","Non-Special Education",75,2540,2576,35,"57.3%","79.6%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",4,"ELA","Special Education",17,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",4,"ELA","Non-Special Education",91,2499,2556,56,"62.6%","84.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",4,"Math","Special Education",17,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",4,"Math","Non-Special Education",91,2501,2541,40,"47.3%","75.2%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",5,"ELA","Special Education",6,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",5,"ELA","Non-Special Education",85,2540,2590,50,"54.1%","79.3%"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",5,"Math","Special Education",6,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1441011""","Frenchtown Elementary School",5,"Math","Non-Special Education",85,2522,2558,36,"43.5%","70.8%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",6,"ELA","Special Education",27,2442,2504,62,"55.6%","70.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",6,"ELA","Non-Special Education",209,2559,2621,62,"77.5%","92.7%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",6,"Math","Special Education",27,2453,2502,49,"55.6%","72.6%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",6,"Math","Non-Special Education",210,2549,2619,70,"82.9%","98.6%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",7,"ELA","Special Education",19,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",7,"ELA","Non-Special Education",216,2556,2639,83,"78.7%","95.6%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",7,"Math","Special Education",19,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",7,"Math","Non-Special Education",216,2575,2625,50,"70.4%","87.5%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",8,"ELA","Special Education",22,2437,2539,102,"95.5%","100.0%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",8,"ELA","Non-Special Education",193,2584,2666,82,"84.5%","97.2%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",8,"Math","Special Education",22,2444,2515,71,"68.2%","77.6%"
"=""1440011""","Trumbull School District","=""1445211""","Hillcrest Middle School",8,"Math","Non-Special Education",193,2578,2667,89,"90.7%","100.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",4,"ELA","Non-Special Education",53,2508,2593,84,"86.8%","100.0%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",4,"Math","Non-Special Education",53,2509,2572,63,"67.9%","89.8%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",5,"ELA","Special Education",7,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",5,"ELA","Non-Special Education",57,2556,2599,43,"63.2%","77.1%"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",5,"Math","Special Education",7,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440411""","Jane Ryan School",5,"Math","Non-Special Education",56,2536,2585,49,"62.5%","86.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",6,"ELA","Special Education",23,2447,2455,8,"17.4%","35.0%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",6,"ELA","Non-Special Education",246,2580,2611,31,"58.5%","72.2%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",6,"Math","Special Education",23,2442,2465,23,"43.5%","64.8%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",6,"Math","Non-Special Education",247,2553,2615,62,"73.3%","91.6%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",7,"ELA","Special Education",27,2456,2534,78,"55.6%","83.7%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",7,"ELA","Non-Special Education",226,2561,2629,68,"69.5%","87.3%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",7,"Math","Special Education",27,2465,2520,55,"66.7%","84.6%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",7,"Math","Non-Special Education",227,2577,2632,56,"75.3%","94.4%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",8,"ELA","Special Education",16,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",8,"ELA","Non-Special Education",176,2572,2636,64,"69.3%","85.9%"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",8,"Math","Special Education",16,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1445111""","Madison Middle School",8,"Math","Non-Special Education",176,2565,2644,79,"83.5%","98.8%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",4,"ELA","Special Education",13,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",4,"ELA","Non-Special Education",69,2478,2567,89,"76.8%","95.1%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",4,"Math","Special Education",13,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",4,"Math","Non-Special Education",71,2476,2551,75,"74.6%","99.4%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",5,"ELA","Special Education",16,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",5,"ELA","Non-Special Education",70,2499,2563,64,"60.0%","85.6%"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",5,"Math","Special Education",16,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440311""","Middlebrook School",5,"Math","Non-Special Education",71,2495,2546,51,"64.8%","85.8%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",4,"ELA","Special Education",10,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",4,"ELA","Non-Special Education",50,2499,2564,66,"70.0%","90.0%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",4,"Math","Special Education",10,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",4,"Math","Non-Special Education",50,2504,2553,48,"58.0%","81.5%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"ELA","Special Education",12,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"ELA","Non-Special Education",52,2523,2590,67,"69.2%","87.2%"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"Math","Special Education",12,"*","*","*","*","*"
"=""1440011""","Trumbull School District","=""1440911""","Tashua School",5,"Math","Non-Special Education",52,2542,2591,48,"65.4%","85.4%"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""3470015""","Unified School District #2","=""3470315""","Riverview School",8,"Math","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",4,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",4,"Math","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"Math","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",5,"Math","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"ELA","Non-Special Education",6,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",6,"Math","Non-Special Education",6,"*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"Math","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",7,"Math","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"ELA","Non-Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"Math","Special Education","*","*","*","*","*","*"
"=""1450011""","Union School District","=""1450111""","Union Elementary School",8,"Math","Non-Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"ELA","Special Education",9,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"ELA","Non-Special Education",66,2437,2483,46,"43.9%","66.8%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"Math","Special Education",9,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",4,"Math","Non-Special Education",62,2409,2478,69,"56.5%","86.2%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"ELA","Special Education",12,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"ELA","Non-Special Education",72,2467,2507,40,"41.7%","63.5%"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"Math","Special Education",12,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461411""","Center Road School",5,"Math","Non-Special Education",72,2434,2492,58,"63.9%","84.8%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"ELA","Non-Special Education",28,2445,2503,58,"57.1%","79.0%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",4,"Math","Non-Special Education",29,2440,2506,66,"58.6%","94.0%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"ELA","Non-Special Education","*",2496,2505,8,"37.0%","49.6%"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"Math","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460111""","Lake Street School",5,"Math","Non-Special Education","*",2457,2497,40,"48.1%","71.6%"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",4,"ELA","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",4,"Math","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",5,"ELA","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",5,"Math","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"ELA","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",6,"Math","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460511""","Loveland Hill School",8,"Math","Special Education","*","*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"ELA","Non-Special Education",29,2358,2439,81,"55.2%","83.1%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"Math","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",4,"Math","Non-Special Education",29,2356,2444,89,"65.5%","94.7%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"ELA","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"ELA","Non-Special Education",22,2463,2494,31,"31.8%","54.7%"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"Math","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460211""","Maple Street School",5,"Math","Non-Special Education",22,2420,2491,71,"72.7%","95.2%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"ELA","Special Education",10,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"ELA","Non-Special Education",31,2439,2501,63,"48.4%","77.1%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"Math","Special Education",10,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",4,"Math","Non-Special Education",31,2433,2499,66,"58.1%","89.3%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"ELA","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"ELA","Non-Special Education",28,2492,2551,59,"64.3%","87.6%"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"Math","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1460311""","Northeast School",5,"Math","Non-Special Education",28,2485,2531,46,"50.0%","79.8%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"ELA","Special Education",7,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"ELA","Non-Special Education",31,2413,2464,51,"45.2%","67.5%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",4,"Math","Non-Special Education",31,2413,2476,64,"51.6%","80.6%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"ELA","Special Education",11,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"ELA","Non-Special Education",31,2480,2519,39,"38.7%","54.7%"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"Math","Special Education",11,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1461011""","Skinner Road School",5,"Math","Non-Special Education",31,2457,2498,42,"45.2%","78.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"ELA","Special Education",38,2406,2412,6,"15.8%","35.1%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"ELA","Non-Special Education",187,2511,2532,21,"36.4%","53.6%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"Math","Special Education",37,2386,2405,19,"29.7%","53.2%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",6,"Math","Non-Special Education",187,2478,2516,38,"43.3%","68.4%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"ELA","Special Education",22,2421,2473,51,"45.5%","73.7%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"ELA","Non-Special Education",182,2517,2555,38,"46.7%","66.8%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"Math","Special Education",22,2415,2419,4,"22.7%","42.9%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",7,"Math","Non-Special Education",183,2520,2541,22,"36.1%","56.9%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"ELA","Special Education",15,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"ELA","Non-Special Education",172,2518,2546,27,"38.4%","55.6%"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"Math","Special Education",15,"*","*","*","*","*"
"=""1460011""","Vernon School District","=""1465111""","Vernon Center Middle School",8,"Math","Non-Special Education",172,2544,2535,-9,"24.4%","37.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"ELA","Special Education",8,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"ELA","Non-Special Education",20,2495,2539,44,"50.0%","66.4%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"Math","Special Education",8,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",4,"Math","Non-Special Education",20,2465,2507,43,"40.0%","72.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"ELA","Special Education",8,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"ELA","Non-Special Education",22,2526,2550,24,"27.3%","51.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"Math","Special Education",8,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",5,"Math","Non-Special Education",22,2505,2541,36,"40.9%","76.3%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"ELA","Special Education",7,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"ELA","Non-Special Education",21,2554,2585,30,"42.9%","71.6%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"Math","Special Education",7,"*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",6,"Math","Non-Special Education",21,2506,2569,63,"66.7%","90.2%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"ELA","Special Education","*","*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"ELA","Non-Special Education","*",2577,2614,37,"50.0%","66.7%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"Math","Special Education","*","*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",7,"Math","Non-Special Education","*",2550,2592,42,"54.5%","70.1%"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"ELA","Special Education","*","*","*","*","*","*"
"=""1470011""","Voluntown School District","=""1470111""","Voluntown Elementary School",8,"ELA","Non-Special Education","*",2593,2606,12,"36.0%","48.9%"
