"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""1440011""","Trumbull School District",7,"Math","Eligible for Reduced Lunch",18,"*","*","*","*","*"
"=""1440011""","Trumbull School District",8,"ELA","Eligible for Free Lunch",25,2488,2548,60,"64.0%","82.4%"
"=""1440011""","Trumbull School District",8,"ELA","Not Eligible for Free/Reduced Lunch",368,2575,2649,74,"78.0%","92.4%"
"=""1440011""","Trumbull School District",8,"ELA","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1440011""","Trumbull School District",8,"Math","Eligible for Free Lunch",25,2447,2522,75,"64.0%","82.3%"
"=""1440011""","Trumbull School District",8,"Math","Not Eligible for Free/Reduced Lunch",368,2570,2653,83,"86.4%","99.6%"
"=""1440011""","Trumbull School District",8,"Math","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""3470015""","Unified School District #2",7,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""3470015""","Unified School District #2",7,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""3470015""","Unified School District #2",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""3470015""","Unified School District #2",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1450011""","Union School District",4,"ELA","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""1450011""","Union School District",4,"Math","Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""1450011""","Union School District",5,"ELA","Not Eligible for Free/Reduced Lunch",8,"*","*","*","*","*"
"=""1450011""","Union School District",5,"Math","Not Eligible for Free/Reduced Lunch",8,"*","*","*","*","*"
"=""1450011""","Union School District",6,"ELA","Not Eligible for Free/Reduced Lunch",6,"*","*","*","*","*"
"=""1450011""","Union School District",6,"Math","Not Eligible for Free/Reduced Lunch",6,"*","*","*","*","*"
"=""1450011""","Union School District",7,"ELA","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""1450011""","Union School District",7,"Math","Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""1450011""","Union School District",8,"ELA","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""1450011""","Union School District",8,"Math","Not Eligible for Free/Reduced Lunch",9,"*","*","*","*","*"
"=""1460011""","Vernon School District",4,"ELA","Eligible for Free Lunch",96,2369,2428,59,"41.7%","69.3%"
"=""1460011""","Vernon School District",4,"ELA","Not Eligible for Free/Reduced Lunch",119,2433,2490,56,"50.4%","72.5%"
"=""1460011""","Vernon School District",4,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1460011""","Vernon School District",4,"Math","Eligible for Free Lunch",97,2366,2441,75,"59.8%","87.8%"
"=""1460011""","Vernon School District",4,"Math","Not Eligible for Free/Reduced Lunch",116,2420,2487,66,"53.4%","86.5%"
"=""1460011""","Vernon School District",4,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1460011""","Vernon School District",5,"ELA","Eligible for Free Lunch",100,2420,2452,31,"29.0%","52.7%"
"=""1460011""","Vernon School District",5,"ELA","Not Eligible for Free/Reduced Lunch",115,2492,2533,42,"48.7%","66.2%"
"=""1460011""","Vernon School District",5,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1460011""","Vernon School District",5,"Math","Eligible for Free Lunch",99,2403,2446,43,"45.5%","70.1%"
"=""1460011""","Vernon School District",5,"Math","Not Eligible for Free/Reduced Lunch",115,2459,2516,57,"62.6%","88.2%"
"=""1460011""","Vernon School District",5,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1460011""","Vernon School District",6,"ELA","Eligible for Free Lunch",87,2467,2475,8,"28.7%","43.8%"
"=""1460011""","Vernon School District",6,"ELA","Not Eligible for Free/Reduced Lunch",122,2514,2541,27,"36.9%","56.4%"
"=""1460011""","Vernon School District",6,"ELA","Eligible for Reduced Lunch",19,"*","*","*","*","*"
"=""1460011""","Vernon School District",6,"Math","Eligible for Free Lunch",87,2436,2461,25,"33.3%","57.5%"
"=""1460011""","Vernon School District",6,"Math","Not Eligible for Free/Reduced Lunch",121,2483,2524,41,"47.1%","71.1%"
"=""1460011""","Vernon School District",6,"Math","Eligible for Reduced Lunch",19,"*","*","*","*","*"
"=""1460011""","Vernon School District",7,"ELA","Eligible for Free Lunch",87,2472,2511,40,"39.1%","62.5%"
"=""1460011""","Vernon School District",7,"ELA","Not Eligible for Free/Reduced Lunch",110,2529,2569,41,"52.7%","72.6%"
"=""1460011""","Vernon School District",7,"ELA","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""1460011""","Vernon School District",7,"Math","Eligible for Free Lunch",87,2472,2487,15,"31.0%","48.3%"
"=""1460011""","Vernon School District",7,"Math","Not Eligible for Free/Reduced Lunch",110,2533,2559,26,"38.2%","61.1%"
"=""1460011""","Vernon School District",7,"Math","Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""1460011""","Vernon School District",8,"ELA","Eligible for Free Lunch",72,2474,2500,26,"30.6%","48.2%"
"=""1460011""","Vernon School District",8,"ELA","Not Eligible for Free/Reduced Lunch",100,2540,2562,22,"37.0%","54.5%"
"=""1460011""","Vernon School District",8,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""1460011""","Vernon School District",8,"Math","Eligible for Free Lunch",72,2488,2474,-14,"19.4%","32.6%"
"=""1460011""","Vernon School District",8,"Math","Not Eligible for Free/Reduced Lunch",101,2561,2557,-4,"30.7%","43.6%"
"=""1460011""","Vernon School District",8,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""1470011""","Voluntown School District",4,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",4,"ELA","Not Eligible for Free/Reduced Lunch",22,2473,2511,38,"36.4%","57.9%"
"=""1470011""","Voluntown School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",4,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",4,"Math","Not Eligible for Free/Reduced Lunch",22,2461,2508,48,"50.0%","76.2%"
"=""1470011""","Voluntown School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",5,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",5,"ELA","Not Eligible for Free/Reduced Lunch",24,2504,2533,30,"29.2%","53.7%"
"=""1470011""","Voluntown School District",5,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",5,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",5,"Math","Not Eligible for Free/Reduced Lunch",24,2489,2526,38,"37.5%","76.3%"
"=""1470011""","Voluntown School District",5,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",6,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",6,"ELA","Not Eligible for Free/Reduced Lunch","*",2527,2556,29,"40.0%","72.5%"
"=""1470011""","Voluntown School District",6,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",6,"Math","Not Eligible for Free/Reduced Lunch","*",2482,2537,54,"68.0%","89.4%"
"=""1470011""","Voluntown School District",7,"ELA","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1470011""","Voluntown School District",7,"ELA","Not Eligible for Free/Reduced Lunch",21,2543,2587,44,"52.4%","67.4%"
"=""1470011""","Voluntown School District",7,"Math","Eligible for Free Lunch",6,"*","*","*","*","*"
"=""1470011""","Voluntown School District",7,"Math","Not Eligible for Free/Reduced Lunch",21,2521,2569,48,"61.9%","73.7%"
"=""1470011""","Voluntown School District",8,"ELA","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",8,"ELA","Not Eligible for Free/Reduced Lunch",20,2582,2601,18,"35.0%","50.3%"
"=""1470011""","Voluntown School District",8,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",8,"Math","Eligible for Free Lunch","*","*","*","*","*","*"
"=""1470011""","Voluntown School District",8,"Math","Not Eligible for Free/Reduced Lunch",20,2576,2599,23,"45.0%","62.3%"
"=""1470011""","Voluntown School District",8,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1480011""","Wallingford School District",4,"ELA","Eligible for Free Lunch",64,2379,2431,52,"37.5%","65.5%"
"=""1480011""","Wallingford School District",4,"ELA","Not Eligible for Free/Reduced Lunch",300,2440,2495,55,"50.3%","74.9%"
"=""1480011""","Wallingford School District",4,"ELA","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""1480011""","Wallingford School District",4,"Math","Eligible for Free Lunch",64,2393,2450,56,"42.2%","75.7%"
"=""1480011""","Wallingford School District",4,"Math","Not Eligible for Free/Reduced Lunch",301,2450,2497,48,"43.2%","72.3%"
"=""1480011""","Wallingford School District",4,"Math","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""1480011""","Wallingford School District",5,"ELA","Eligible for Free Lunch",74,2435,2492,57,"43.2%","72.8%"
"=""1480011""","Wallingford School District",5,"ELA","Not Eligible for Free/Reduced Lunch",339,2485,2540,55,"53.4%","75.8%"
"=""1480011""","Wallingford School District",5,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""1480011""","Wallingford School District",5,"Math","Eligible for Free Lunch",75,2448,2476,28,"40.0%","59.2%"
"=""1480011""","Wallingford School District",5,"Math","Not Eligible for Free/Reduced Lunch",340,2489,2528,40,"47.1%","73.0%"
"=""1480011""","Wallingford School District",5,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""1480011""","Wallingford School District",6,"ELA","Eligible for Free Lunch",81,2474,2492,17,"29.6%","50.3%"
"=""1480011""","Wallingford School District",6,"ELA","Not Eligible for Free/Reduced Lunch",371,2518,2535,17,"32.3%","51.7%"
"=""1480011""","Wallingford School District",6,"ELA","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1480011""","Wallingford School District",6,"Math","Eligible for Free Lunch",82,2467,2474,8,"25.6%","44.7%"
"=""1480011""","Wallingford School District",6,"Math","Not Eligible for Free/Reduced Lunch",373,2512,2528,16,"27.3%","48.6%"
"=""1480011""","Wallingford School District",6,"Math","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1480011""","Wallingford School District",7,"ELA","Eligible for Free Lunch",66,2492,2524,32,"37.9%","59.2%"
"=""1480011""","Wallingford School District",7,"ELA","Not Eligible for Free/Reduced Lunch",351,2532,2574,42,"48.7%","67.9%"
"=""1480011""","Wallingford School District",7,"ELA","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1480011""","Wallingford School District",7,"Math","Eligible for Free Lunch",66,2492,2517,25,"39.4%","58.7%"
"=""1480011""","Wallingford School District",7,"Math","Not Eligible for Free/Reduced Lunch",351,2539,2561,22,"37.9%","58.8%"
"=""1480011""","Wallingford School District",7,"Math","Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""1480011""","Wallingford School District",8,"ELA","Eligible for Free Lunch",67,2508,2545,37,"40.3%","63.9%"
"=""1480011""","Wallingford School District",8,"ELA","Not Eligible for Free/Reduced Lunch",377,2559,2593,34,"46.9%","66.6%"
"=""1480011""","Wallingford School District",8,"ELA","Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""1480011""","Wallingford School District",8,"Math","Eligible for Free Lunch",67,2510,2521,11,"37.3%","55.9%"
"=""1480011""","Wallingford School District",8,"Math","Not Eligible for Free/Reduced Lunch",376,2560,2573,13,"37.2%","54.8%"
"=""1480011""","Wallingford School District",8,"Math","Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""1510011""","Waterbury School District",4,"ELA","Eligible for Free Lunch",964,2364,2414,50,"32.3%","62.5%"
"=""1510011""","Waterbury School District",4,"ELA","Not Eligible for Free/Reduced Lunch",221,2419,2466,48,"39.8%","65.6%"
"=""1510011""","Waterbury School District",4,"ELA","Eligible for Reduced Lunch",91,2392,2422,29,"19.8%","44.9%"
"=""1510011""","Waterbury School District",4,"Math","Eligible for Free Lunch",981,2361,2417,55,"38.0%","72.6%"
"=""1510011""","Waterbury School District",4,"Math","Not Eligible for Free/Reduced Lunch",227,2407,2469,62,"49.3%","79.3%"
"=""1510011""","Waterbury School District",4,"Math","Eligible for Reduced Lunch",91,2384,2436,52,"39.6%","72.5%"
"=""1510011""","Waterbury School District",5,"ELA","Eligible for Free Lunch",972,2406,2448,43,"31.0%","58.1%"
"=""1510011""","Waterbury School District",5,"ELA","Not Eligible for Free/Reduced Lunch",218,2461,2489,28,"27.5%","51.9%"
"=""1510011""","Waterbury School District",5,"ELA","Eligible for Reduced Lunch",103,2447,2482,36,"27.2%","57.4%"
"=""1510011""","Waterbury School District",5,"Math","Eligible for Free Lunch",985,2420,2429,9,"21.8%","40.7%"
"=""1510011""","Waterbury School District",5,"Math","Not Eligible for Free/Reduced Lunch",219,2463,2474,11,"24.2%","42.8%"
"=""1510011""","Waterbury School District",5,"Math","Eligible for Reduced Lunch",104,2453,2468,15,"22.1%","48.0%"
"=""1510011""","Waterbury School District",6,"ELA","Eligible for Free Lunch",975,2434,2453,19,"26.7%","47.9%"
"=""1510011""","Waterbury School District",6,"ELA","Not Eligible for Free/Reduced Lunch",190,2490,2509,19,"27.4%","49.7%"
"=""1510011""","Waterbury School District",6,"ELA","Eligible for Reduced Lunch",86,2468,2495,26,"39.5%","57.5%"
"=""1510011""","Waterbury School District",6,"Math","Eligible for Free Lunch",987,2420,2424,4,"26.5%","42.6%"
"=""1510011""","Waterbury School District",6,"Math","Not Eligible for Free/Reduced Lunch",191,2466,2486,19,"35.6%","53.3%"
"=""1510011""","Waterbury School District",6,"Math","Eligible for Reduced Lunch",87,2449,2465,15,"27.6%","47.8%"
"=""1510011""","Waterbury School District",7,"ELA","Eligible for Free Lunch",967,2437,2477,40,"38.6%","60.5%"
"=""1510011""","Waterbury School District",7,"ELA","Not Eligible for Free/Reduced Lunch",208,2489,2532,44,"47.1%","63.9%"
"=""1510011""","Waterbury School District",7,"ELA","Eligible for Reduced Lunch",98,2475,2521,47,"50.0%","70.8%"
"=""1510011""","Waterbury School District",7,"Math","Eligible for Free Lunch",968,2414,2435,20,"33.7%","52.7%"
"=""1510011""","Waterbury School District",7,"Math","Not Eligible for Free/Reduced Lunch",209,2467,2491,25,"36.8%","56.5%"
"=""1510011""","Waterbury School District",7,"Math","Eligible for Reduced Lunch",98,2455,2478,23,"37.8%","51.8%"
"=""1510011""","Waterbury School District",8,"ELA","Eligible for Free Lunch",893,2465,2493,28,"33.4%","54.6%"
"=""1510011""","Waterbury School District",8,"ELA","Not Eligible for Free/Reduced Lunch",210,2526,2551,25,"39.0%","56.3%"
"=""1510011""","Waterbury School District",8,"ELA","Eligible for Reduced Lunch",101,2496,2529,33,"40.6%","61.5%"
"=""1510011""","Waterbury School District",8,"Math","Eligible for Free Lunch",895,2443,2449,6,"26.5%","42.6%"
"=""1510011""","Waterbury School District",8,"Math","Not Eligible for Free/Reduced Lunch",211,2501,2511,11,"31.3%","47.9%"
"=""1510011""","Waterbury School District",8,"Math","Eligible for Reduced Lunch",101,2480,2490,10,"31.7%","47.5%"
"=""1520011""","Waterford School District",4,"ELA","Eligible for Free Lunch","*",2405,2459,54,"33.3%","71.7%"
"=""1520011""","Waterford School District",4,"ELA","Not Eligible for Free/Reduced Lunch",123,2475,2523,47,"48.8%","71.5%"
"=""1520011""","Waterford School District",4,"ELA","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1520011""","Waterford School District",4,"Math","Eligible for Free Lunch","*",2403,2442,38,"19.0%","59.9%"
"=""1520011""","Waterford School District",4,"Math","Not Eligible for Free/Reduced Lunch",123,2470,2517,47,"42.3%","73.3%"
"=""1520011""","Waterford School District",4,"Math","Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""1520011""","Waterford School District",5,"ELA","Eligible for Free Lunch",36,2455,2488,33,"30.6%","54.8%"
"=""1520011""","Waterford School District",5,"ELA","Not Eligible for Free/Reduced Lunch",142,2493,2544,51,"54.9%","73.3%"
"=""1520011""","Waterford School District",5,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1520011""","Waterford School District",5,"Math","Eligible for Free Lunch",36,2446,2482,36,"36.1%","64.5%"
"=""1520011""","Waterford School District",5,"Math","Not Eligible for Free/Reduced Lunch",142,2483,2527,44,"59.9%","80.5%"
"=""1520011""","Waterford School District",5,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1520011""","Waterford School District",6,"ELA","Eligible for Free Lunch",38,2480,2514,34,"47.4%","68.5%"
"=""1520011""","Waterford School District",6,"ELA","Not Eligible for Free/Reduced Lunch",149,2526,2566,40,"47.0%","69.3%"
"=""1520011""","Waterford School District",6,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""1520011""","Waterford School District",6,"Math","Eligible for Free Lunch",37,2476,2504,28,"40.5%","60.0%"
"=""1520011""","Waterford School District",6,"Math","Not Eligible for Free/Reduced Lunch",149,2516,2562,46,"62.4%","81.4%"
"=""1520011""","Waterford School District",6,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""1520011""","Waterford School District",7,"ELA","Eligible for Free Lunch",36,2509,2531,22,"27.8%","50.5%"
"=""1520011""","Waterford School District",7,"ELA","Not Eligible for Free/Reduced Lunch",170,2559,2588,30,"48.2%","63.3%"
"=""1520011""","Waterford School District",7,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""1520011""","Waterford School District",7,"Math","Eligible for Free Lunch",37,2476,2488,12,"27.0%","46.9%"
"=""1520011""","Waterford School District",7,"Math","Not Eligible for Free/Reduced Lunch",170,2542,2568,26,"42.9%","61.6%"
"=""1520011""","Waterford School District",7,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""1520011""","Waterford School District",8,"ELA","Eligible for Free Lunch",38,2530,2540,9,"31.6%","49.1%"
"=""1520011""","Waterford School District",8,"ELA","Not Eligible for Free/Reduced Lunch",176,2587,2600,13,"36.4%","52.7%"
"=""1520011""","Waterford School District",8,"ELA","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""1520011""","Waterford School District",8,"Math","Eligible for Free Lunch",38,2498,2499,1,"23.7%","34.8%"
"=""1520011""","Waterford School District",8,"Math","Not Eligible for Free/Reduced Lunch",177,2558,2571,13,"41.8%","55.3%"
"=""1520011""","Waterford School District",8,"Math","Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""1530011""","Watertown School District",4,"ELA","Eligible for Free Lunch",36,2441,2493,52,"44.4%","65.4%"
"=""1530011""","Watertown School District",4,"ELA","Not Eligible for Free/Reduced Lunch",158,2462,2516,54,"43.7%","74.2%"
"=""1530011""","Watertown School District",4,"ELA","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1530011""","Watertown School District",4,"Math","Eligible for Free Lunch",36,2422,2459,37,"33.3%","58.7%"
"=""1530011""","Watertown School District",4,"Math","Not Eligible for Free/Reduced Lunch",158,2461,2496,36,"31.6%","61.5%"
"=""1530011""","Watertown School District",4,"Math","Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""1530011""","Watertown School District",5,"ELA","Eligible for Free Lunch",56,2467,2516,49,"42.9%","69.4%"
"=""1530011""","Watertown School District",5,"ELA","Not Eligible for Free/Reduced Lunch",133,2503,2535,32,"39.1%","59.8%"
"=""1530011""","Watertown School District",5,"ELA","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""1530011""","Watertown School District",5,"Math","Eligible for Free Lunch",56,2464,2480,15,"21.4%","47.2%"
"=""1530011""","Watertown School District",5,"Math","Not Eligible for Free/Reduced Lunch",133,2476,2495,20,"31.6%","55.2%"
"=""1530011""","Watertown School District",5,"Math","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""1530011""","Watertown School District",6,"ELA","Eligible for Free Lunch",50,2477,2532,55,"48.0%","73.8%"
"=""1530011""","Watertown School District",6,"ELA","Not Eligible for Free/Reduced Lunch",152,2513,2562,49,"56.6%","75.4%"
"=""1530011""","Watertown School District",6,"ELA","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""1530011""","Watertown School District",6,"Math","Eligible for Free Lunch",50,2462,2474,12,"28.0%","48.6%"
"=""1530011""","Watertown School District",6,"Math","Not Eligible for Free/Reduced Lunch",152,2493,2513,20,"33.6%","55.0%"
"=""1530011""","Watertown School District",6,"Math","Eligible for Reduced Lunch",17,"*","*","*","*","*"
"=""1530011""","Watertown School District",7,"ELA","Eligible for Free Lunch",40,2497,2562,65,"65.0%","84.0%"
"=""1530011""","Watertown School District",7,"ELA","Not Eligible for Free/Reduced Lunch",146,2556,2594,37,"50.7%","69.1%"
"=""1530011""","Watertown School District",7,"ELA","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""1530011""","Watertown School District",7,"Math","Eligible for Free Lunch",40,2459,2512,53,"57.5%","80.7%"
"=""1530011""","Watertown School District",7,"Math","Not Eligible for Free/Reduced Lunch",146,2522,2569,47,"64.4%","82.5%"
"=""1530011""","Watertown School District",7,"Math","Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""1530011""","Watertown School District",8,"ELA","Eligible for Free Lunch",42,2545,2559,15,"40.5%","56.6%"
"=""1530011""","Watertown School District",8,"ELA","Not Eligible for Free/Reduced Lunch",160,2577,2601,24,"38.1%","59.1%"
"=""1530011""","Watertown School District",8,"ELA","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1530011""","Watertown School District",8,"Math","Eligible for Free Lunch",42,2498,2518,20,"40.5%","55.6%"
"=""1530011""","Watertown School District",8,"Math","Not Eligible for Free/Reduced Lunch",160,2541,2553,13,"30.6%","51.9%"
"=""1530011""","Watertown School District",8,"Math","Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""1550011""","West Hartford School District",4,"ELA","Eligible for Free Lunch",116,2409,2462,53,"33.6%","64.7%"
"=""1550011""","West Hartford School District",4,"ELA","Not Eligible for Free/Reduced Lunch",538,2484,2539,55,"58.0%","78.7%"
"=""1550011""","West Hartford School District",4,"ELA","Eligible for Reduced Lunch",22,2455,2508,53,"36.4%","69.8%"
"=""1550011""","West Hartford School District",4,"Math","Eligible for Free Lunch",121,2401,2456,56,"42.1%","75.9%"
"=""1550011""","West Hartford School District",4,"Math","Not Eligible for Free/Reduced Lunch",538,2476,2531,54,"60.2%","83.8%"
"=""1550011""","West Hartford School District",4,"Math","Eligible for Reduced Lunch",22,2442,2500,58,"54.5%","85.0%"
"=""1550011""","West Hartford School District",5,"ELA","Eligible for Free Lunch",108,2449,2485,36,"33.3%","57.6%"
"=""1550011""","West Hartford School District",5,"ELA","Not Eligible for Free/Reduced Lunch",585,2538,2572,35,"46.2%","66.2%"
"=""1550011""","West Hartford School District",5,"ELA","Eligible for Reduced Lunch",28,2475,2521,45,"32.1%","65.6%"
"=""1550011""","West Hartford School District",5,"Math","Eligible for Free Lunch",107,2451,2482,31,"45.8%","69.7%"
"=""1550011""","West Hartford School District",5,"Math","Not Eligible for Free/Reduced Lunch",587,2517,2557,40,"56.2%","77.7%"
"=""1550011""","West Hartford School District",5,"Math","Eligible for Reduced Lunch",27,2451,2486,35,"44.4%","71.4%"
"=""1550011""","West Hartford School District",6,"ELA","Eligible for Free Lunch",109,2487,2505,19,"28.4%","52.3%"
"=""1550011""","West Hartford School District",6,"ELA","Not Eligible for Free/Reduced Lunch",590,2564,2580,17,"43.1%","57.3%"
"=""1550011""","West Hartford School District",6,"ELA","Eligible for Reduced Lunch",27,2534,2576,42,"55.6%","78.7%"
"=""1550011""","West Hartford School District",6,"Math","Eligible for Free Lunch",108,2491,2490,-0,"20.4%","37.4%"
"=""1550011""","West Hartford School District",6,"Math","Not Eligible for Free/Reduced Lunch",589,2553,2575,22,"42.3%","61.1%"
"=""1550011""","West Hartford School District",6,"Math","Eligible for Reduced Lunch",27,2530,2544,14,"25.9%","47.8%"
"=""1550011""","West Hartford School District",7,"ELA","Eligible for Free Lunch",127,2511,2526,14,"27.6%","44.9%"
"=""1550011""","West Hartford School District",7,"ELA","Not Eligible for Free/Reduced Lunch",580,2594,2617,23,"46.6%","60.8%"
"=""1550011""","West Hartford School District",7,"ELA","Eligible for Reduced Lunch",24,2551,2556,5,"29.2%","40.5%"
"=""1550011""","West Hartford School District",7,"Math","Eligible for Free Lunch",126,2471,2480,10,"26.2%","43.4%"
"=""1550011""","West Hartford School District",7,"Math","Not Eligible for Free/Reduced Lunch",578,2567,2585,17,"40.5%","58.0%"
"=""1550011""","West Hartford School District",7,"Math","Eligible for Reduced Lunch",24,2507,2513,6,"29.2%","45.7%"
"=""1550011""","West Hartford School District",8,"ELA","Eligible for Free Lunch",108,2516,2534,17,"30.6%","48.8%"
"=""1550011""","West Hartford School District",8,"ELA","Not Eligible for Free/Reduced Lunch",513,2597,2617,20,"44.4%","59.5%"
"=""1550011""","West Hartford School District",8,"ELA","Eligible for Reduced Lunch",23,2564,2583,19,"21.7%","48.0%"
"=""1550011""","West Hartford School District",8,"Math","Eligible for Free Lunch",108,2482,2497,15,"31.5%","48.5%"
"=""1550011""","West Hartford School District",8,"Math","Not Eligible for Free/Reduced Lunch",509,2569,2589,20,"45.0%","59.9%"
"=""1550011""","West Hartford School District",8,"Math","Eligible for Reduced Lunch",23,2532,2554,22,"47.8%","66.1%"
"=""1560011""","West Haven School District",4,"ELA","Eligible for Free Lunch",234,2396,2446,50,"34.6%","62.4%"
"=""1560011""","West Haven School District",4,"ELA","Not Eligible for Free/Reduced Lunch",143,2440,2500,61,"51.7%","78.3%"
"=""1560011""","West Haven School District",4,"ELA","Eligible for Reduced Lunch",40,2414,2463,48,"45.0%","68.4%"
"=""1560011""","West Haven School District",4,"Math","Eligible for Free Lunch",237,2393,2458,65,"50.6%","81.2%"
"=""1560011""","West Haven School District",4,"Math","Not Eligible for Free/Reduced Lunch",143,2438,2495,57,"48.3%","79.8%"
"=""1560011""","West Haven School District",4,"Math","Eligible for Reduced Lunch",40,2403,2468,64,"55.0%","84.2%"
"=""1560011""","West Haven School District",5,"ELA","Eligible for Free Lunch",256,2436,2483,47,"35.9%","63.7%"
"=""1560011""","West Haven School District",5,"ELA","Not Eligible for Free/Reduced Lunch",166,2482,2529,48,"41.6%","68.0%"
"=""1560011""","West Haven School District",5,"ELA","Eligible for Reduced Lunch",33,2469,2514,45,"39.4%","63.7%"
"=""1560011""","West Haven School District",5,"Math","Eligible for Free Lunch",255,2439,2463,24,"34.5%","54.8%"
"=""1560011""","West Haven School District",5,"Math","Not Eligible for Free/Reduced Lunch",166,2472,2501,28,"36.7%","61.0%"
"=""1560011""","West Haven School District",5,"Math","Eligible for Reduced Lunch",34,2456,2493,37,"38.2%","71.2%"
"=""1560011""","West Haven School District",6,"ELA","Eligible for Free Lunch",205,2457,2497,40,"45.4%","64.5%"
"=""1560011""","West Haven School District",6,"ELA","Not Eligible for Free/Reduced Lunch",132,2513,2552,39,"45.5%","68.6%"
"=""1560011""","West Haven School District",6,"ELA","Eligible for Reduced Lunch",33,2487,2533,46,"57.6%","73.2%"
"=""1560011""","West Haven School District",6,"Math","Eligible for Free Lunch",209,2449,2494,45,"51.7%","75.6%"
"=""1560011""","West Haven School District",6,"Math","Not Eligible for Free/Reduced Lunch",131,2491,2541,49,"58.0%","79.9%"
"=""1560011""","West Haven School District",6,"Math","Eligible for Reduced Lunch",33,2468,2531,63,"66.7%","91.0%"
