"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"District Code","District","Subject","Free/Reduced Price Meal Eligibility (3-level)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1340011""","Stafford School District","ELA","Eligible for Reduced Lunch",62,"50.0%","69.8%"
"=""1340011""","Stafford School District","Math","Eligible for Free Lunch",134,"29.1%","59.0%"
"=""1340011""","Stafford School District","Math","Not Eligible for Free/Reduced Lunch",340,"46.2%","69.3%"
"=""1340011""","Stafford School District","Math","Eligible for Reduced Lunch",62,"22.6%","52.3%"
"=""1350011""","Stamford School District","ELA","Eligible for Free Lunch",2449,"35.9%","59.9%"
"=""1350011""","Stamford School District","ELA","Not Eligible for Free/Reduced Lunch",2353,"48.1%","66.9%"
"=""1350011""","Stamford School District","ELA","Eligible for Reduced Lunch",436,"39.4%","60.0%"
"=""1350011""","Stamford School District","Math","Eligible for Free Lunch",2510,"33.3%","56.0%"
"=""1350011""","Stamford School District","Math","Not Eligible for Free/Reduced Lunch",2359,"47.8%","68.2%"
"=""1350011""","Stamford School District","Math","Eligible for Reduced Lunch",442,"33.5%","57.9%"
"=""0000000""","State of Connecticut","ELA","Eligible for Free Lunch",62277,"34.6%","57.8%"
"=""0000000""","State of Connecticut","ELA","Not Eligible for Free/Reduced Lunch",113991,"48.1%","67.2%"
"=""0000000""","State of Connecticut","ELA","Eligible for Reduced Lunch",9077,"39.3%","61.3%"
"=""0000000""","State of Connecticut","Math","Eligible for Free Lunch",62813,"34.7%","56.5%"
"=""0000000""","State of Connecticut","Math","Not Eligible for Free/Reduced Lunch",113957,"49.2%","69.9%"
"=""0000000""","State of Connecticut","Math","Eligible for Reduced Lunch",9094,"39.6%","61.5%"
"=""1360011""","Sterling School District","ELA","Eligible for Free Lunch",54,"31.5%","57.8%"
"=""1360011""","Sterling School District","ELA","Not Eligible for Free/Reduced Lunch",154,"43.5%","64.9%"
"=""1360011""","Sterling School District","ELA","Eligible for Reduced Lunch",19,"*","*"
"=""1360011""","Sterling School District","Math","Eligible for Free Lunch",53,"47.2%","69.0%"
"=""1360011""","Sterling School District","Math","Not Eligible for Free/Reduced Lunch",154,"47.4%","66.8%"
"=""1360011""","Sterling School District","Math","Eligible for Reduced Lunch",19,"*","*"
"=""1370011""","Stonington School District","ELA","Eligible for Free Lunch",130,"33.8%","55.2%"
"=""1370011""","Stonington School District","ELA","Not Eligible for Free/Reduced Lunch",605,"48.3%","63.3%"
"=""1370011""","Stonington School District","ELA","Eligible for Reduced Lunch",21,"28.6%","47.0%"
"=""1370011""","Stonington School District","Math","Eligible for Free Lunch",129,"38.8%","63.2%"
"=""1370011""","Stonington School District","Math","Not Eligible for Free/Reduced Lunch",606,"49.7%","70.5%"
"=""1370011""","Stonington School District","Math","Eligible for Reduced Lunch",21,"47.6%","69.7%"
"=""1380011""","Stratford School District","ELA","Eligible for Free Lunch",881,"35.1%","58.8%"
"=""1380011""","Stratford School District","ELA","Not Eligible for Free/Reduced Lunch",1366,"42.2%","62.1%"
"=""1380011""","Stratford School District","ELA","Eligible for Reduced Lunch",295,"38.6%","58.4%"
"=""1380011""","Stratford School District","Math","Eligible for Free Lunch",881,"37.8%","58.7%"
"=""1380011""","Stratford School District","Math","Not Eligible for Free/Reduced Lunch",1362,"48.8%","69.1%"
"=""1380011""","Stratford School District","Math","Eligible for Reduced Lunch",297,"47.8%","68.1%"
"=""1390011""","Suffield School District","ELA","Eligible for Free Lunch",79,"38.0%","54.2%"
"=""1390011""","Suffield School District","ELA","Not Eligible for Free/Reduced Lunch",727,"44.2%","62.2%"
"=""1390011""","Suffield School District","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""1390011""","Suffield School District","Math","Eligible for Free Lunch",80,"42.5%","65.4%"
"=""1390011""","Suffield School District","Math","Not Eligible for Free/Reduced Lunch",725,"42.6%","63.8%"
"=""1390011""","Suffield School District","Math","Eligible for Reduced Lunch",8,"*","*"
"=""2690013""","The Bridge Academy District","ELA","Eligible for Free Lunch",74,"25.7%","46.3%"
"=""2690013""","The Bridge Academy District","ELA","Not Eligible for Free/Reduced Lunch",8,"*","*"
"=""2690013""","The Bridge Academy District","ELA","Eligible for Reduced Lunch",15,"*","*"
"=""2690013""","The Bridge Academy District","Math","Eligible for Free Lunch",74,"51.4%","70.3%"
"=""2690013""","The Bridge Academy District","Math","Not Eligible for Free/Reduced Lunch",8,"*","*"
"=""2690013""","The Bridge Academy District","Math","Eligible for Reduced Lunch",15,"*","*"
"=""9020022""","The Gilbert School District","ELA","Eligible for Free Lunch",60,"26.7%","42.7%"
"=""9020022""","The Gilbert School District","ELA","Not Eligible for Free/Reduced Lunch",85,"27.1%","45.0%"
"=""9020022""","The Gilbert School District","ELA","Eligible for Reduced Lunch",12,"*","*"
"=""9020022""","The Gilbert School District","Math","Eligible for Free Lunch",60,"30.0%","48.4%"
"=""9020022""","The Gilbert School District","Math","Not Eligible for Free/Reduced Lunch",84,"41.7%","57.8%"
"=""9020022""","The Gilbert School District","Math","Eligible for Reduced Lunch",12,"*","*"
"=""1400011""","Thomaston School District","ELA","Eligible for Free Lunch",63,"34.9%","61.2%"
"=""1400011""","Thomaston School District","ELA","Not Eligible for Free/Reduced Lunch",283,"42.0%","66.5%"
"=""1400011""","Thomaston School District","ELA","Eligible for Reduced Lunch",26,"26.9%","49.4%"
"=""1400011""","Thomaston School District","Math","Eligible for Free Lunch",63,"38.1%","60.1%"
"=""1400011""","Thomaston School District","Math","Not Eligible for Free/Reduced Lunch",285,"38.2%","60.9%"
"=""1400011""","Thomaston School District","Math","Eligible for Reduced Lunch",26,"30.8%","50.6%"
"=""1410011""","Thompson School District","ELA","Eligible for Free Lunch",118,"19.5%","44.5%"
"=""1410011""","Thompson School District","ELA","Not Eligible for Free/Reduced Lunch",228,"29.8%","46.3%"
"=""1410011""","Thompson School District","ELA","Eligible for Reduced Lunch",25,"8.0%","28.8%"
"=""1410011""","Thompson School District","Math","Eligible for Free Lunch",118,"28.0%","48.8%"
"=""1410011""","Thompson School District","Math","Not Eligible for Free/Reduced Lunch",226,"27.9%","50.0%"
"=""1410011""","Thompson School District","Math","Eligible for Reduced Lunch",25,"20.0%","39.9%"
"=""1420011""","Tolland School District","ELA","Eligible for Free Lunch",61,"34.4%","58.4%"
"=""1420011""","Tolland School District","ELA","Not Eligible for Free/Reduced Lunch",923,"46.6%","65.0%"
"=""1420011""","Tolland School District","ELA","Eligible for Reduced Lunch",23,"43.5%","61.4%"
"=""1420011""","Tolland School District","Math","Eligible for Free Lunch",61,"44.3%","68.9%"
"=""1420011""","Tolland School District","Math","Not Eligible for Free/Reduced Lunch",923,"49.4%","70.7%"
"=""1420011""","Tolland School District","Math","Eligible for Reduced Lunch",23,"30.4%","44.6%"
"=""1430011""","Torrington School District","ELA","Eligible for Free Lunch",649,"29.4%","50.6%"
"=""1430011""","Torrington School District","ELA","Not Eligible for Free/Reduced Lunch",722,"31.0%","51.7%"
"=""1430011""","Torrington School District","ELA","Eligible for Reduced Lunch",130,"37.7%","55.6%"
"=""1430011""","Torrington School District","Math","Eligible for Free Lunch",650,"28.8%","50.0%"
"=""1430011""","Torrington School District","Math","Not Eligible for Free/Reduced Lunch",719,"33.0%","55.5%"
"=""1430011""","Torrington School District","Math","Eligible for Reduced Lunch",130,"38.5%","57.9%"
"=""2780013""","Trailblazers Academy District","ELA","Eligible for Free Lunch",100,"21.0%","41.2%"
"=""2780013""","Trailblazers Academy District","ELA","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""2780013""","Trailblazers Academy District","ELA","Eligible for Reduced Lunch","*","*","*"
"=""2780013""","Trailblazers Academy District","Math","Eligible for Free Lunch",99,"20.2%","35.2%"
"=""2780013""","Trailblazers Academy District","Math","Not Eligible for Free/Reduced Lunch","*","*","*"
"=""2780013""","Trailblazers Academy District","Math","Eligible for Reduced Lunch","*","*","*"
"=""1440011""","Trumbull School District","ELA","Eligible for Free Lunch",151,"57.0%","79.6%"
"=""1440011""","Trumbull School District","ELA","Not Eligible for Free/Reduced Lunch",2125,"69.6%","87.2%"
"=""1440011""","Trumbull School District","ELA","Eligible for Reduced Lunch",65,"67.7%","81.4%"
"=""1440011""","Trumbull School District","Math","Eligible for Free Lunch",151,"55.6%","80.6%"
"=""1440011""","Trumbull School District","Math","Not Eligible for Free/Reduced Lunch",2128,"71.0%","89.8%"
"=""1440011""","Trumbull School District","Math","Eligible for Reduced Lunch",67,"56.7%","80.8%"
"=""3470015""","Unified School District #2","ELA","Eligible for Free Lunch","*","*","*"
"=""3470015""","Unified School District #2","Math","Eligible for Free Lunch","*","*","*"
"=""1450011""","Union School District","ELA","Not Eligible for Free/Reduced Lunch",39,"46.2%","63.9%"
"=""1450011""","Union School District","Math","Not Eligible for Free/Reduced Lunch",39,"56.4%","73.9%"
"=""1460011""","Vernon School District","ELA","Eligible for Free Lunch",442,"33.9%","55.8%"
"=""1460011""","Vernon School District","ELA","Not Eligible for Free/Reduced Lunch",566,"45.2%","64.6%"
"=""1460011""","Vernon School District","ELA","Eligible for Reduced Lunch",67,"40.3%","59.5%"
"=""1460011""","Vernon School District","Math","Eligible for Free Lunch",442,"39.1%","61.1%"
"=""1460011""","Vernon School District","Math","Not Eligible for Free/Reduced Lunch",563,"46.9%","70.9%"
"=""1460011""","Vernon School District","Math","Eligible for Reduced Lunch",67,"32.8%","58.7%"
"=""1470011""","Voluntown School District","ELA","Eligible for Free Lunch","*","33.3%","52.2%"
"=""1470011""","Voluntown School District","ELA","Not Eligible for Free/Reduced Lunch",112,"38.4%","60.7%"
"=""1470011""","Voluntown School District","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1470011""","Voluntown School District","Math","Eligible for Free Lunch","*","40.7%","71.5%"
"=""1470011""","Voluntown School District","Math","Not Eligible for Free/Reduced Lunch",112,"52.7%","76.2%"
"=""1470011""","Voluntown School District","Math","Eligible for Reduced Lunch","*","*","*"
"=""1480011""","Wallingford School District","ELA","Eligible for Free Lunch",352,"37.5%","62.0%"
"=""1480011""","Wallingford School District","ELA","Not Eligible for Free/Reduced Lunch",1738,"46.0%","66.9%"
"=""1480011""","Wallingford School District","ELA","Eligible for Reduced Lunch",75,"37.3%","58.5%"
"=""1480011""","Wallingford School District","Math","Eligible for Free Lunch",354,"36.4%","58.1%"
"=""1480011""","Wallingford School District","Math","Not Eligible for Free/Reduced Lunch",1741,"38.2%","60.9%"
"=""1480011""","Wallingford School District","Math","Eligible for Reduced Lunch",75,"40.0%","61.4%"
"=""1510011""","Waterbury School District","ELA","Eligible for Free Lunch",4771,"32.3%","56.7%"
"=""1510011""","Waterbury School District","ELA","Not Eligible for Free/Reduced Lunch",1047,"36.3%","57.7%"
"=""1510011""","Waterbury School District","ELA","Eligible for Reduced Lunch",479,"35.5%","58.6%"
"=""1510011""","Waterbury School District","Math","Eligible for Free Lunch",4816,"29.3%","50.4%"
"=""1510011""","Waterbury School District","Math","Not Eligible for Free/Reduced Lunch",1057,"35.6%","56.3%"
"=""1510011""","Waterbury School District","Math","Eligible for Reduced Lunch",481,"31.6%","53.3%"
"=""1520011""","Waterford School District","ELA","Eligible for Free Lunch",169,"34.3%","57.8%"
"=""1520011""","Waterford School District","ELA","Not Eligible for Free/Reduced Lunch",760,"46.6%","65.2%"
"=""1520011""","Waterford School District","ELA","Eligible for Reduced Lunch",39,"38.5%","62.2%"
"=""1520011""","Waterford School District","Math","Eligible for Free Lunch",169,"30.2%","52.4%"
"=""1520011""","Waterford School District","Math","Not Eligible for Free/Reduced Lunch",761,"49.5%","69.5%"
"=""1520011""","Waterford School District","Math","Eligible for Reduced Lunch",39,"51.3%","66.0%"
"=""1530011""","Watertown School District","ELA","Eligible for Free Lunch",224,"47.8%","70.0%"
"=""1530011""","Watertown School District","ELA","Not Eligible for Free/Reduced Lunch",749,"45.7%","67.7%"
"=""1530011""","Watertown School District","ELA","Eligible for Reduced Lunch",72,"38.9%","60.8%"
"=""1530011""","Watertown School District","Math","Eligible for Free Lunch",224,"34.8%","56.9%"
"=""1530011""","Watertown School District","Math","Not Eligible for Free/Reduced Lunch",749,"38.2%","61.1%"
"=""1530011""","Watertown School District","Math","Eligible for Reduced Lunch",72,"27.8%","48.4%"
"=""1550011""","West Hartford School District","ELA","Eligible for Free Lunch",568,"30.6%","53.5%"
"=""1550011""","West Hartford School District","ELA","Not Eligible for Free/Reduced Lunch",2806,"47.5%","64.4%"
"=""1550011""","West Hartford School District","ELA","Eligible for Reduced Lunch",124,"35.5%","61.1%"
"=""1550011""","West Hartford School District","Math","Eligible for Free Lunch",570,"33.2%","55.1%"
"=""1550011""","West Hartford School District","Math","Not Eligible for Free/Reduced Lunch",2801,"48.8%","68.1%"
"=""1550011""","West Hartford School District","Math","Eligible for Reduced Lunch",123,"39.8%","62.6%"
"=""1560011""","West Haven School District","ELA","Eligible for Free Lunch",1112,"35.4%","58.3%"
"=""1560011""","West Haven School District","ELA","Not Eligible for Free/Reduced Lunch",722,"42.0%","64.7%"
"=""1560011""","West Haven School District","ELA","Eligible for Reduced Lunch",169,"42.6%","64.6%"
"=""1560011""","West Haven School District","Math","Eligible for Free Lunch",1122,"45.5%","67.4%"
"=""1560011""","West Haven School District","Math","Not Eligible for Free/Reduced Lunch",722,"48.6%","71.7%"
"=""1560011""","West Haven School District","Math","Eligible for Reduced Lunch",170,"50.0%","73.3%"
"=""1540011""","Westbrook School District","ELA","Eligible for Free Lunch",27,"51.9%","77.5%"
"=""1540011""","Westbrook School District","ELA","Not Eligible for Free/Reduced Lunch",223,"49.8%","70.2%"
"=""1540011""","Westbrook School District","ELA","Eligible for Reduced Lunch",8,"*","*"
"=""1540011""","Westbrook School District","Math","Eligible for Free Lunch",28,"78.6%","92.5%"
"=""1540011""","Westbrook School District","Math","Not Eligible for Free/Reduced Lunch",224,"58.9%","81.2%"
"=""1540011""","Westbrook School District","Math","Eligible for Reduced Lunch",8,"*","*"
"=""1570011""","Weston School District","ELA","Eligible for Free Lunch","*","*","*"
"=""1570011""","Weston School District","ELA","Not Eligible for Free/Reduced Lunch",863,"49.2%","69.0%"
"=""1570011""","Weston School District","ELA","Eligible for Reduced Lunch","*","*","*"
"=""1570011""","Weston School District","Math","Eligible for Free Lunch","*","*","*"
"=""1570011""","Weston School District","Math","Not Eligible for Free/Reduced Lunch",861,"46.8%","66.5%"
"=""1570011""","Weston School District","Math","Eligible for Reduced Lunch","*","*","*"
"=""1580011""","Westport School District","ELA","Eligible for Free Lunch",72,"40.3%","63.4%"
"=""1580011""","Westport School District","ELA","Not Eligible for Free/Reduced Lunch",1976,"47.1%","63.9%"
"=""1580011""","Westport School District","ELA","Eligible for Reduced Lunch",15,"*","*"
"=""1580011""","Westport School District","Math","Eligible for Free Lunch",72,"31.9%","53.3%"
"=""1580011""","Westport School District","Math","Not Eligible for Free/Reduced Lunch",1976,"51.3%","70.1%"
"=""1580011""","Westport School District","Math","Eligible for Reduced Lunch",15,"*","*"
"=""1590011""","Wethersfield School District","ELA","Eligible for Free Lunch",188,"47.3%","70.0%"
"=""1590011""","Wethersfield School District","ELA","Not Eligible for Free/Reduced Lunch",1045,"56.8%","75.2%"
"=""1590011""","Wethersfield School District","ELA","Eligible for Reduced Lunch",50,"46.0%","63.3%"
"=""1590011""","Wethersfield School District","Math","Eligible for Free Lunch",189,"44.4%","67.6%"
"=""1590011""","Wethersfield School District","Math","Not Eligible for Free/Reduced Lunch",1044,"62.7%","82.1%"
"=""1590011""","Wethersfield School District","Math","Eligible for Reduced Lunch",50,"56.0%","80.8%"
"=""1600011""","Willington School District","ELA","Eligible for Free Lunch",33,"45.5%","71.1%"
"=""1600011""","Willington School District","ELA","Not Eligible for Free/Reduced Lunch",171,"47.4%","66.9%"
"=""1600011""","Willington School District","ELA","Eligible for Reduced Lunch",14,"*","*"
"=""1600011""","Willington School District","Math","Eligible for Free Lunch",33,"39.4%","65.9%"
"=""1600011""","Willington School District","Math","Not Eligible for Free/Reduced Lunch",171,"45.6%","70.0%"
"=""1600011""","Willington School District","Math","Eligible for Reduced Lunch",14,"*","*"
"=""1610011""","Wilton School District","ELA","Eligible for Free Lunch",24,"41.7%","54.4%"
"=""1610011""","Wilton School District","ELA","Not Eligible for Free/Reduced Lunch",1567,"56.5%","75.0%"
"=""1610011""","Wilton School District","Math","Eligible for Free Lunch",24,"45.8%","71.2%"
"=""1610011""","Wilton School District","Math","Not Eligible for Free/Reduced Lunch",1566,"60.2%","80.6%"
"=""1620011""","Winchester School District","ELA","Eligible for Free Lunch",101,"39.6%","61.4%"
"=""1620011""","Winchester School District","ELA","Not Eligible for Free/Reduced Lunch",95,"44.2%","66.8%"
"=""1620011""","Winchester School District","ELA","Eligible for Reduced Lunch",21,"23.8%","51.8%"
"=""1620011""","Winchester School District","Math","Eligible for Free Lunch",102,"38.2%","60.1%"
"=""1620011""","Winchester School District","Math","Not Eligible for Free/Reduced Lunch",95,"33.7%","55.8%"
"=""1620011""","Winchester School District","Math","Eligible for Reduced Lunch",21,"33.3%","56.1%"
"=""1630011""","Windham School District","ELA","Eligible for Free Lunch",849,"40.3%","64.3%"
"=""1630011""","Windham School District","ELA","Not Eligible for Free/Reduced Lunch",231,"55.8%","75.2%"
"=""1630011""","Windham School District","ELA","Eligible for Reduced Lunch",49,"49.0%","73.6%"
"=""1630011""","Windham School District","Math","Eligible for Free Lunch",854,"39.7%","62.2%"
"=""1630011""","Windham School District","Math","Not Eligible for Free/Reduced Lunch",227,"52.9%","74.3%"
"=""1630011""","Windham School District","Math","Eligible for Reduced Lunch",49,"44.9%","65.7%"
"=""1650011""","Windsor Locks School District","ELA","Eligible for Free Lunch",201,"36.3%","62.0%"
"=""1650011""","Windsor Locks School District","ELA","Not Eligible for Free/Reduced Lunch",349,"46.7%","69.2%"
"=""1650011""","Windsor Locks School District","ELA","Eligible for Reduced Lunch",32,"50.0%","69.1%"
"=""1650011""","Windsor Locks School District","Math","Eligible for Free Lunch",195,"39.0%","57.7%"
"=""1650011""","Windsor Locks School District","Math","Not Eligible for Free/Reduced Lunch",342,"50.3%","71.4%"
"=""1650011""","Windsor Locks School District","Math","Eligible for Reduced Lunch",31,"41.9%","68.2%"
"=""1640011""","Windsor School District","ELA","Eligible for Free Lunch",308,"33.4%","54.3%"
"=""1640011""","Windsor School District","ELA","Not Eligible for Free/Reduced Lunch",643,"35.9%","56.7%"
"=""1640011""","Windsor School District","ELA","Eligible for Reduced Lunch",73,"38.4%","55.1%"
"=""1640011""","Windsor School District","Math","Eligible for Free Lunch",311,"34.4%","61.2%"
"=""1640011""","Windsor School District","Math","Not Eligible for Free/Reduced Lunch",642,"43.0%","66.3%"
"=""1640011""","Windsor School District","Math","Eligible for Reduced Lunch",72,"33.3%","55.2%"
"=""1660011""","Wolcott School District","ELA","Eligible for Free Lunch",131,"35.9%","60.4%"
"=""1660011""","Wolcott School District","ELA","Not Eligible for Free/Reduced Lunch",723,"45.9%","64.5%"
"=""1660011""","Wolcott School District","ELA","Eligible for Reduced Lunch",45,"46.7%","70.0%"
"=""1660011""","Wolcott School District","Math","Eligible for Free Lunch",131,"47.3%","69.2%"
"=""1660011""","Wolcott School District","Math","Not Eligible for Free/Reduced Lunch",723,"50.6%","72.6%"
"=""1660011""","Wolcott School District","Math","Eligible for Reduced Lunch",45,"48.9%","75.3%"
"=""1670011""","Woodbridge School District","ELA","Eligible for Free Lunch",14,"*","*"
"=""1670011""","Woodbridge School District","ELA","Not Eligible for Free/Reduced Lunch",259,"64.5%","81.9%"
"=""1670011""","Woodbridge School District","ELA","Eligible for Reduced Lunch",13,"*","*"
"=""1670011""","Woodbridge School District","Math","Eligible for Free Lunch",16,"*","*"
"=""1670011""","Woodbridge School District","Math","Not Eligible for Free/Reduced Lunch",258,"65.9%","87.3%"
"=""1670011""","Woodbridge School District","Math","Eligible for Reduced Lunch",12,"*","*"
"=""1690011""","Woodstock School District","ELA","Eligible for Free Lunch",48,"43.8%","61.0%"
"=""1690011""","Woodstock School District","ELA","Not Eligible for Free/Reduced Lunch",393,"42.2%","60.6%"
"=""1690011""","Woodstock School District","ELA","Eligible for Reduced Lunch",16,"*","*"
"=""1690011""","Woodstock School District","Math","Eligible for Free Lunch",48,"37.5%","62.0%"
"=""1690011""","Woodstock School District","Math","Not Eligible for Free/Reduced Lunch",393,"37.9%","58.7%"
"=""1690011""","Woodstock School District","Math","Eligible for Reduced Lunch",16,"*","*"

