"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs"

"",,,"Graduates",,"Non-Graduates",,,
"Somers School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Somers School District","Male",56,54,96.4,"*","*","*","*"
"Somers School District","Non-ELL",130,127,97.7,"*","*","*","*"
"Somers School District","Non-High Needs",105,104,99.0,"*","*","*","*"
"Somers School District","Non-Hispanic",129,126,97.7,"*","*","*","*"
"Somers School District","Non-Special Education",115,114,99.1,"*","*","*","*"
"Somers School District","Not Eligible For Lunch",118,116,98.3,"*","*","*","*"
"Somers School District","Special Education",15,13,86.7,"*","*","*","*"
"Somers School District","Asian","*","*","*","*","*","*","*"
"Somers School District","Two or More Races","*","*","*","*","*","*","*"
"Somers School District","White",123,120,97.6,"*","*","*","*"
"South Windsor School District","All Students",346,332,96.0,7,2.0,7,2.0
"South Windsor School District","Black",11,10,90.9,"*","*","*","*"
"South Windsor School District","Eligible For Free Lunch",23,22,95.7,"*","*","*","*"
"South Windsor School District","Eligible For Lunch",31,29,93.5,"*","*","*","*"
"South Windsor School District","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"South Windsor School District","Female",169,163,96.4,"*","*","*","*"
"South Windsor School District","High Needs",77,66,85.7,7,9.1,"*","*"
"South Windsor School District","Hispanic",20,19,95.0,"*","*","*","*"
"South Windsor School District","Male",177,169,95.5,"*","*","*","*"
"South Windsor School District","Non-ELL",345,331,95.9,7,2.0,7,2.0
"South Windsor School District","Non-High Needs",269,266,98.9,"*","*","*","*"
"South Windsor School District","Non-Hispanic",326,313,96.0,6,1.8,7,2.1
"South Windsor School District","Non-Special Education",292,289,99.0,"*","*","*","*"
"South Windsor School District","Not Eligible For Lunch",315,303,96.2,6,1.9,6,1.9
"South Windsor School District","Special Education",54,43,79.6,7,13.0,"*","*"
"South Windsor School District","Asian",24,23,95.8,"*","*","*","*"
"South Windsor School District","ELL","*","*","*","*","*","*","*"
"South Windsor School District","Two or More Races",14,13,92.9,"*","*","*","*"
"South Windsor School District","White",276,266,96.4,"*","*",6,2.2
"South Windsor School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Southington School District","All Students",511,490,95.9,10,2.0,11,2.2
"Southington School District","Black",12,11,91.7,"*","*","*","*"
"Southington School District","Eligible For Free Lunch",57,49,86.0,"*","*",6,10.5
"Southington School District","Eligible For Lunch",82,71,86.6,"*","*",8,9.8
"Southington School District","Eligible For Reduced Lunch",25,22,88.0,"*","*","*","*"
"Southington School District","Female",263,254,96.6,"*","*",6,2.3
"Southington School District","High Needs",129,110,85.3,10,7.8,9,7.0
"Southington School District","Hispanic",29,28,96.6,"*","*","*","*"
"Southington School District","Male",248,236,95.2,7,2.8,"*","*"
"Southington School District","Non-ELL",507,486,95.9,10,2.0,11,2.2
"Southington School District","Non-High Needs",382,380,99.5,"*","*","*","*"
"Southington School District","Non-Hispanic",482,462,95.9,10,2.1,10,2.1
"Southington School District","Non-Special Education",440,434,98.6,"*","*",6,1.4
"Southington School District","Not Eligible For Lunch",429,419,97.7,7,1.6,"*","*"
"Southington School District","Special Education",71,56,78.9,10,14.1,"*","*"
"Southington School District","Asian",16,15,93.8,"*","*","*","*"
"Southington School District","ELL","*","*","*","*","*","*","*"
"Southington School District","Two or More Races","*","*","*","*","*","*","*"
"Southington School District","White",443,426,96.2,9,2.0,8,1.8
"Stafford School District","All Students",141,134,95.0,"*","*","*","*"
"Stafford School District","Black","*","*","*","*","*","*","*"
"Stafford School District","Eligible For Free Lunch",26,23,88.5,"*","*","*","*"
"Stafford School District","Eligible For Lunch",35,32,91.4,"*","*","*","*"
"Stafford School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Stafford School District","Female",65,64,98.5,"*","*","*","*"
"Stafford School District","High Needs",49,43,87.8,"*","*","*","*"
"Stafford School District","Hispanic",6,"*","*","*","*","*","*"
"Stafford School District","Male",76,70,92.1,"*","*","*","*"
"Stafford School District","Non-ELL",139,132,95.0,"*","*","*","*"
"Stafford School District","Non-High Needs",92,91,98.9,"*","*","*","*"
"Stafford School District","Non-Hispanic",135,129,95.6,"*","*","*","*"
"Stafford School District","Non-Special Education",125,121,96.8,"*","*","*","*"
"Stafford School District","Not Eligible For Lunch",106,102,96.2,"*","*","*","*"
"Stafford School District","Special Education",16,13,81.3,"*","*","*","*"
"Stafford School District","Asian","*","*","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*","*","*"
"Stafford School District","Two or More Races","*","*","*","*","*","*","*"
"Stafford School District","White",125,119,95.2,"*","*","*","*"
"Stamford Academy District","All Students",55,22,40.0,14,25.5,19,34.5
"Stamford Academy District","Black",32,16,50.0,11,34.4,"*","*"
"Stamford Academy District","Eligible For Free Lunch",50,21,42.0,13,26.0,16,32.0
"Stamford Academy District","Eligible For Lunch",54,22,40.7,14,25.9,18,33.3
"Stamford Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Stamford Academy District","Female",30,12,40.0,6,20.0,12,40.0
"Stamford Academy District","High Needs",55,22,40.0,14,25.5,19,34.5
"Stamford Academy District","Hispanic",21,"*","*","*","*",13,61.9
"Stamford Academy District","Male",25,10,40.0,8,32.0,7,28.0
"Stamford Academy District","Non-ELL",55,22,40.0,14,25.5,19,34.5
"Stamford Academy District","Non-Hispanic",34,17,50.0,11,32.4,6,17.6
"Stamford Academy District","Non-Special Education",45,19,42.2,11,24.4,15,33.3
"Stamford Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Stamford Academy District","Special Education",10,"*","*","*","*","*","*"
"Stamford Academy District","White","*","*","*","*","*","*","*"
"Stamford School District","All Students",1192,1107,92.9,20,1.7,65,5.5
"Stamford School District","Black",281,261,92.9,8,2.8,12,4.3
"Stamford School District","Eligible For Free Lunch",511,456,89.2,11,2.2,44,8.6
"Stamford School District","Eligible For Lunch",635,576,90.7,13,2.0,46,7.2
"Stamford School District","Eligible For Reduced Lunch",124,120,96.8,"*","*","*","*"
"Stamford School District","Female",572,539,94.2,6,1.0,27,4.7
"Stamford School District","High Needs",729,657,90.1,20,2.7,52,7.1
"Stamford School District","Hispanic",381,331,86.9,"*","*",45,11.8
"Stamford School District","Male",620,568,91.6,14,2.3,38,6.1
"Stamford School District","Non-ELL",1093,1024,93.7,19,1.7,50,4.6
"Stamford School District","Non-High Needs",463,450,97.2,"*","*",13,2.8
"Stamford School District","Non-Hispanic",811,776,95.7,15,1.8,20,2.5
"Stamford School District","Non-Special Education",1046,983,94.0,8,0.8,55,5.3
"Stamford School District","Not Eligible For Lunch",557,531,95.3,7,1.3,19,3.4
"Stamford School District","Special Education",146,124,84.9,12,8.2,10,6.8
"Stamford School District","Asian",88,86,97.7,"*","*","*","*"
"Stamford School District","ELL",99,83,83.8,"*","*",15,15.2
"Stamford School District","Two or More Races",8,8,100.0,"*","*","*","*"
"Stamford School District","White",434,421,97.0,6,1.4,7,1.6
"Stonington School District","All Students",177,167,94.4,"*","*","*","*"
"Stonington School District","Black",10,9,90.0,"*","*","*","*"
"Stonington School District","Eligible For Free Lunch",29,25,86.2,"*","*","*","*"
"Stonington School District","Eligible For Lunch",40,36,90.0,"*","*","*","*"
"Stonington School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Stonington School District","Female",92,90,97.8,"*","*","*","*"
"Stonington School District","High Needs",54,44,81.5,"*","*","*","*"
"Stonington School District","Hispanic","*","*","*","*","*","*","*"
"Stonington School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Stonington School District","Male",85,77,90.6,"*","*","*","*"
"Stonington School District","Non-ELL",177,167,94.4,"*","*","*","*"
"Stonington School District","Non-High Needs",123,123,100.0,"*","*","*","*"
"Stonington School District","Non-Hispanic",176,166,94.3,"*","*","*","*"
"Stonington School District","Non-Special Education",161,158,98.1,"*","*","*","*"
"Stonington School District","Not Eligible For Lunch",137,131,95.6,"*","*","*","*"
"Stonington School District","Special Education",16,9,56.3,"*","*","*","*"
"Stonington School District","Asian",7,7,100.0,"*","*","*","*"
"Stonington School District","White",158,149,94.3,"*","*","*","*"
"Stratford School District","All Students",643,609,94.7,9,1.4,25,3.9
"Stratford School District","Black",136,125,91.9,"*","*",7,5.1
"Stratford School District","Eligible For Free Lunch",188,168,89.4,"*","*",15,8.0
"Stratford School District","Eligible For Lunch",269,246,91.4,"*","*",18,6.7
"Stratford School District","Eligible For Reduced Lunch",81,78,96.3,"*","*","*","*"
"Stratford School District","Female",299,289,96.7,"*","*",7,2.3
"Stratford School District","High Needs",304,277,91.1,8,2.6,19,6.3
"Stratford School District","Hispanic",176,168,95.5,"*","*",8,4.5
"Stratford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Stratford School District","Male",344,320,93.0,6,1.7,18,5.2
"Stratford School District","Non-ELL",634,602,95.0,9,1.4,23,3.6
"Stratford School District","Non-High Needs",339,332,97.9,"*","*",6,1.8
"Stratford School District","Non-Hispanic",467,441,94.4,9,1.9,17,3.6
"Stratford School District","Non-Special Education",582,560,96.2,"*","*",21,3.6
"Stratford School District","Not Eligible For Lunch",374,363,97.1,"*","*",7,1.9
"Stratford School District","Special Education",61,49,80.3,8,13.1,"*","*"
"Stratford School District","Asian",11,10,90.9,"*","*","*","*"
"Stratford School District","ELL",9,"*","*","*","*","*","*"
"Stratford School District","Two or More Races","*","*","*","*","*","*","*"
"Stratford School District","White",312,298,95.5,"*","*",9,2.9
"Suffield School District","All Students",214,205,95.8,"*","*",7,3.3
"Suffield School District","Black",7,7,100.0,"*","*","*","*"
"Suffield School District","Eligible For Free Lunch",13,11,84.6,"*","*","*","*"
"Suffield School District","Eligible For Lunch",20,18,90.0,"*","*","*","*"
"Suffield School District","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Suffield School District","Female",116,114,98.3,"*","*","*","*"
"Suffield School District","High Needs",43,38,88.4,"*","*","*","*"
"Suffield School District","Hispanic",7,6,85.7,"*","*","*","*"
"Suffield School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Suffield School District","Male",98,91,92.9,"*","*",6,6.1
"Suffield School District","Non-ELL",213,204,95.8,"*","*",7,3.3
"Suffield School District","Non-High Needs",171,167,97.7,"*","*","*","*"
"Suffield School District","Non-Hispanic",207,199,96.1,"*","*",6,2.9
"Suffield School District","Non-Special Education",188,184,97.9,"*","*","*","*"
"Suffield School District","Not Eligible For Lunch",194,187,96.4,"*","*","*","*"
"Suffield School District","Special Education",26,21,80.8,"*","*","*","*"
"Suffield School District","Asian","*","*","*","*","*","*","*"
"Suffield School District","ELL","*","*","*","*","*","*","*"
"Suffield School District","White",195,187,95.9,"*","*",6,3.1
"The Bridge Academy District","All Students",34,32,94.1,"*","*","*","*"
"The Bridge Academy District","Black",17,17,100.0,"*","*","*","*"
"The Bridge Academy District","Eligible For Free Lunch",20,18,90.0,"*","*","*","*"
"The Bridge Academy District","Eligible For Lunch",31,29,93.5,"*","*","*","*"
"The Bridge Academy District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"The Bridge Academy District","Female",24,23,95.8,"*","*","*","*"
"The Bridge Academy District","High Needs",32,30,93.8,"*","*","*","*"
"The Bridge Academy District","Hispanic",11,9,81.8,"*","*","*","*"
"The Bridge Academy District","Male",10,9,90.0,"*","*","*","*"
"The Bridge Academy District","Non-ELL",34,32,94.1,"*","*","*","*"
"The Bridge Academy District","Non-High Needs","*","*","*","*","*","*","*"
"The Bridge Academy District","Non-Hispanic",23,23,100.0,"*","*","*","*"
"The Bridge Academy District","Non-Special Education",29,28,96.6,"*","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","Asian","*","*","*","*","*","*","*"
"The Bridge Academy District","Two or More Races","*","*","*","*","*","*","*"
"The Bridge Academy District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"The Gilbert School District","All Students",89,81,91.0,"*","*",6,6.7
"The Gilbert School District","Black","*","*","*","*","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",31,28,90.3,"*","*","*","*"
"The Gilbert School District","Eligible For Lunch",42,38,90.5,"*","*","*","*"
"The Gilbert School District","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"The Gilbert School District","Female",43,39,90.7,"*","*","*","*"
"The Gilbert School District","High Needs",46,40,87.0,"*","*","*","*"
"The Gilbert School District","Hispanic",12,11,91.7,"*","*","*","*"
"The Gilbert School District","Male",46,42,91.3,"*","*","*","*"
"The Gilbert School District","Non-ELL",85,77,90.6,"*","*",6,7.1
"The Gilbert School District","Non-High Needs",43,41,95.3,"*","*","*","*"
"The Gilbert School District","Non-Hispanic",77,70,90.9,"*","*","*","*"
"The Gilbert School District","Non-Special Education",79,74,93.7,"*","*","*","*"
"The Gilbert School District","Not Eligible For Lunch",47,43,91.5,"*","*","*","*"
"The Gilbert School District","Special Education",10,7,70.0,"*","*","*","*"
"The Gilbert School District","Asian","*","*","*","*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*","*","*"
"The Gilbert School District","Two or More Races","*","*","*","*","*","*","*"
"The Gilbert School District","White",68,61,89.7,"*","*","*","*"
"Thomaston School District","All Students",72,67,93.1,"*","*","*","*"
"Thomaston School District","Eligible For Free Lunch",15,12,80.0,"*","*","*","*"
"Thomaston School District","Eligible For Lunch",18,15,83.3,"*","*","*","*"
"Thomaston School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Thomaston School District","Female",39,35,89.7,"*","*","*","*"
"Thomaston School District","High Needs",24,20,83.3,"*","*","*","*"
"Thomaston School District","Hispanic","*","*","*","*","*","*","*"
"Thomaston School District","Male",33,32,97.0,"*","*","*","*"
"Thomaston School District","Non-ELL",72,67,93.1,"*","*","*","*"
"Thomaston School District","Non-High Needs",48,47,97.9,"*","*","*","*"
"Thomaston School District","Non-Hispanic",70,65,92.9,"*","*","*","*"
"Thomaston School District","Non-Special Education",60,58,96.7,"*","*","*","*"
"Thomaston School District","Not Eligible For Lunch",54,52,96.3,"*","*","*","*"
"Thomaston School District","Special Education",12,9,75.0,"*","*","*","*"
"Thomaston School District","White",70,65,92.9,"*","*","*","*"
"Thompson School District","All Students",85,78,91.8,"*","*",6,7.1
"Thompson School District","Eligible For Free Lunch",21,18,85.7,"*","*","*","*"
"Thompson School District","Eligible For Lunch",30,27,90.0,"*","*","*","*"
"Thompson School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Thompson School District","Female",42,41,97.6,"*","*","*","*"
"Thompson School District","High Needs",37,32,86.5,"*","*","*","*"
"Thompson School District","Hispanic","*","*","*","*","*","*","*"
"Thompson School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Thompson School District","Male",43,37,86.0,"*","*","*","*"
"Thompson School District","Non-ELL",85,78,91.8,"*","*",6,7.1
"Thompson School District","Non-High Needs",48,46,95.8,"*","*","*","*"
"Thompson School District","Non-Hispanic",84,77,91.7,"*","*",6,7.1
"Thompson School District","Non-Special Education",75,70,93.3,"*","*","*","*"
"Thompson School District","Not Eligible For Lunch",55,51,92.7,"*","*","*","*"
"Thompson School District","Special Education",10,8,80.0,"*","*","*","*"
"Thompson School District","White",83,76,91.6,"*","*",6,7.2
"Tolland School District","All Students",228,211,92.5,14,6.1,"*","*"
"Tolland School District","Black","*","*","*","*","*","*","*"
"Tolland School District","Eligible For Free Lunch",8,8,100.0,"*","*","*","*"
"Tolland School District","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Tolland School District","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Tolland School District","Female",113,107,94.7,"*","*","*","*"
"Tolland School District","High Needs",36,30,83.3,6,16.7,"*","*"
"Tolland School District","Hispanic","*","*","*","*","*","*","*"
"Tolland School District","Male",115,104,90.4,9,7.8,"*","*"
"Tolland School District","Non-ELL",228,211,92.5,14,6.1,"*","*"
"Tolland School District","Non-High Needs",192,181,94.3,8,4.2,"*","*"
"Tolland School District","Non-Hispanic",223,206,92.4,14,6.3,"*","*"
"Tolland School District","Non-Special Education",204,193,94.6,8,3.9,"*","*"
"Tolland School District","Not Eligible For Lunch",212,196,92.5,13,6.1,"*","*"
"Tolland School District","Special Education",24,18,75.0,6,25.0,"*","*"
"Tolland School District","Asian",11,11,100.0,"*","*","*","*"
"Tolland School District","White",211,194,91.9,14,6.6,"*","*"
"Torrington School District","All Students",265,236,89.1,"*","*",25,9.4
"Torrington School District","Black",12,10,83.3,"*","*","*","*"
"Torrington School District","Eligible For Free Lunch",106,88,83.0,"*","*",15,14.2
"Torrington School District","Eligible For Lunch",133,112,84.2,"*","*",18,13.5
"Torrington School District","Eligible For Reduced Lunch",27,24,88.9,"*","*","*","*"
"Torrington School District","Female",125,113,90.4,"*","*",11,8.8
"Torrington School District","High Needs",150,127,84.7,"*","*",19,12.7
"Torrington School District","Hispanic",51,47,92.2,"*","*","*","*"
"Torrington School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Torrington School District","Male",140,123,87.9,"*","*",14,10.0
"Torrington School District","Non-ELL",259,230,88.8,"*","*",25,9.7
"Torrington School District","Non-High Needs",115,109,94.8,"*","*",6,5.2
"Torrington School District","Non-Hispanic",214,189,88.3,"*","*",22,10.3
"Torrington School District","Non-Special Education",229,208,90.8,"*","*",20,8.7
"Torrington School District","Not Eligible For Lunch",132,124,93.9,"*","*",7,5.3
"Torrington School District","Special Education",36,28,77.8,"*","*","*","*"
"Torrington School District","Asian",11,11,100.0,"*","*","*","*"
"Torrington School District","ELL",6,6,100.0,"*","*","*","*"
"Torrington School District","Two or More Races","*","*","*","*","*","*","*"
"Torrington School District","White",186,163,87.6,"*","*",20,10.8
"Trumbull School District","All Students",555,536,96.6,11,2.0,8,1.4
"Trumbull School District","Black",31,31,100.0,"*","*","*","*"
"Trumbull School District","Eligible For Free Lunch",44,40,90.9,"*","*","*","*"
"Trumbull School District","Eligible For Lunch",70,64,91.4,"*","*","*","*"
"Trumbull School District","Eligible For Reduced Lunch",26,24,92.3,"*","*","*","*"
"Trumbull School District","Female",286,281,98.3,"*","*","*","*"
"Trumbull School District","High Needs",120,103,85.8,11,9.2,6,5.0
"Trumbull School District","Hispanic",48,43,89.6,"*","*","*","*"
"Trumbull School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Trumbull School District","Male",269,255,94.8,7,2.6,7,2.6
"Trumbull School District","Non-ELL",547,531,97.1,10,1.8,6,1.1
"Trumbull School District","Non-High Needs",435,433,99.5,"*","*","*","*"
"Trumbull School District","Non-Hispanic",507,493,97.2,11,2.2,"*","*"
"Trumbull School District","Non-Special Education",500,493,98.6,"*","*",6,1.2
"Trumbull School District","Not Eligible For Lunch",485,472,97.3,9,1.9,"*","*"
"Trumbull School District","Special Education",55,43,78.2,10,18.2,"*","*"
"Trumbull School District","Asian",28,26,92.9,"*","*","*","*"
"Trumbull School District","ELL",8,"*","*","*","*","*","*"
"Trumbull School District","Two or More Races","*","*","*","*","*","*","*"
"Trumbull School District","White",446,434,97.3,10,2.2,"*","*"
"Unified School District #1","All Students",423,"*","*",110,26.0,309,73.0
"Unified School District #1","Black",181,"*","*",49,27.1,131,72.4
"Unified School District #1","Eligible For Free Lunch",388,"*","*",98,25.3,286,73.7
"Unified School District #1","Eligible For Lunch",397,"*","*",99,24.9,294,74.1
"Unified School District #1","Eligible For Reduced Lunch",9,"*","*","*","*",8,88.9
"Unified School District #1","Female",30,"*","*",6,20.0,23,76.7
"Unified School District #1","High Needs",417,"*","*",109,26.1,304,72.9
"Unified School District #1","Hispanic",170,"*","*",44,25.9,126,74.1
"Unified School District #1","Male",393,"*","*",104,26.5,286,72.8
"Unified School District #1","Non-ELL",409,"*","*",102,24.9,303,74.1
"Unified School District #1","Non-High Needs",6,"*","*","*","*","*","*"
"Unified School District #1","Non-Hispanic",253,"*","*",66,26.1,183,72.3
"Unified School District #1","Non-Special Education",283,"*","*",53,18.7,228,80.6
"Unified School District #1","Not Eligible For Lunch",26,"*","*",11,42.3,15,57.7
"Unified School District #1","Special Education",140,"*","*",57,40.7,81,57.9
"Unified School District #1","ELL",14,"*","*",8,57.1,"*","*"
"Unified School District #1","Two or More Races",8,"*","*","*","*",6,75.0
"Unified School District #1","White",64,"*","*",15,23.4,46,71.9
"Unified School District #2","All Students",44,21,47.7,"*","*",21,47.7
"Unified School District #2","Black",20,11,55.0,"*","*",7,35.0
"Unified School District #2","Eligible For Free Lunch",36,15,41.7,"*","*",19,52.8
"Unified School District #2","Eligible For Lunch",36,15,41.7,"*","*",19,52.8
"Unified School District #2","Female",10,"*","*","*","*",7,70.0
"Unified School District #2","High Needs",43,21,48.8,"*","*",20,46.5
"Unified School District #2","Hispanic",14,"*","*","*","*",9,64.3
"Unified School District #2","Male",34,19,55.9,"*","*",14,41.2
"Unified School District #2","Non-ELL",44,21,47.7,"*","*",21,47.7
"Unified School District #2","Non-High Needs","*","*","*","*","*","*","*"
"Unified School District #2","Non-Hispanic",30,16,53.3,"*","*",12,40.0
"Unified School District #2","Non-Special Education",22,9,40.9,"*","*",13,59.1
"Unified School District #2","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Unified School District #2","Special Education",22,12,54.5,"*","*",8,36.4
"Unified School District #2","White",10,"*","*","*","*","*","*"
"Vernon School District","All Students",295,254,86.1,8,2.7,33,11.2
"Vernon School District","Black",42,35,83.3,"*","*",7,16.7
"Vernon School District","Eligible For Free Lunch",81,58,71.6,"*","*",20,24.7
"Vernon School District","Eligible For Lunch",107,77,72.0,"*","*",25,23.4
"Vernon School District","Eligible For Reduced Lunch",26,19,73.1,"*","*","*","*"
"Vernon School District","Female",140,125,89.3,"*","*",14,10.0
"Vernon School District","High Needs",132,95,72.0,8,6.1,29,22.0
"Vernon School District","Hispanic",24,21,87.5,"*","*","*","*"
"Vernon School District","Male",155,129,83.2,7,4.5,19,12.3
"Vernon School District","Non-ELL",287,247,86.1,8,2.8,32,11.1
"Vernon School District","Non-High Needs",163,159,97.5,"*","*","*","*"
"Vernon School District","Non-Hispanic",271,233,86.0,8,3.0,30,11.1
"Vernon School District","Non-Special Education",255,229,89.8,"*","*",25,9.8
"Vernon School District","Not Eligible For Lunch",188,177,94.1,"*","*",8,4.3
"Vernon School District","Special Education",40,25,62.5,7,17.5,8,20.0
"Vernon School District","Asian",24,20,83.3,"*","*","*","*"
"Vernon School District","ELL",8,7,87.5,"*","*","*","*"
"Vernon School District","White",205,178,86.8,7,3.4,20,9.8
"Wallingford School District","All Students",485,450,92.8,8,1.6,27,5.6
"Wallingford School District","Black",16,13,81.3,"*","*","*","*"
"Wallingford School District","Eligible For Free Lunch",64,49,76.6,"*","*",13,20.3
"Wallingford School District","Eligible For Lunch",84,68,81.0,"*","*",14,16.7
"Wallingford School District","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
"Wallingford School District","Female",261,245,93.9,"*","*",12,4.6
"Wallingford School District","High Needs",140,115,82.1,7,5.0,18,12.9
"Wallingford School District","Hispanic",57,50,87.7,"*","*",7,12.3
"Wallingford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Wallingford School District","Male",224,205,91.5,"*","*",15,6.7
"Wallingford School District","Non-ELL",479,445,92.9,8,1.7,26,5.4
"Wallingford School District","Non-High Needs",345,335,97.1,"*","*",9,2.6
"Wallingford School District","Non-Hispanic",428,400,93.5,8,1.9,20,4.7
"Wallingford School District","Non-Special Education",416,395,95.0,"*","*",20,4.8
"Wallingford School District","Not Eligible For Lunch",401,382,95.3,6,1.5,13,3.2
"Wallingford School District","Special Education",69,55,79.7,7,10.1,7,10.1
"Wallingford School District","Asian",18,17,94.4,"*","*","*","*"
"Wallingford School District","ELL",6,"*","*","*","*","*","*"
"Wallingford School District","White",392,368,93.9,8,2.0,16,4.1
"Wallingford School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Waterbury School District","All Students",1343,957,71.3,25,1.9,361,26.9
"Waterbury School District","Black",362,278,76.8,8,2.2,76,21.0
"Waterbury School District","Eligible For Free Lunch",989,676,68.4,18,1.8,295,29.8
"Waterbury School District","Eligible For Lunch",1107,768,69.4,21,1.9,318,28.7
"Waterbury School District","Eligible For Reduced Lunch",118,92,78.0,"*","*",23,19.5
"Waterbury School District","Female",630,468,74.3,10,1.6,152,24.1
"Waterbury School District","High Needs",1157,797,68.9,25,2.2,335,29.0
"Waterbury School District","Hispanic",630,392,62.2,12,1.9,226,35.9
"Waterbury School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Waterbury School District","Male",713,489,68.6,15,2.1,209,29.3
"Waterbury School District","Non-ELL",1180,880,74.6,24,2.0,276,23.4
"Waterbury School District","Non-High Needs",186,160,86.0,"*","*",26,14.0
"Waterbury School District","Non-Hispanic",713,565,79.2,13,1.8,135,18.9
"Waterbury School District","Non-Special Education",1114,823,73.9,"*","*",290,26.0
"Waterbury School District","Not Eligible For Lunch",236,189,80.1,"*","*",43,18.2
"Waterbury School District","Special Education",229,134,58.5,24,10.5,71,31.0
"Waterbury School District","Asian",26,21,80.8,"*","*","*","*"
"Waterbury School District","ELL",163,77,47.2,"*","*",85,52.1
"Waterbury School District","Two or More Races",17,15,88.2,"*","*","*","*"
"Waterbury School District","White",301,248,82.4,"*","*",48,15.9
"Waterbury School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Waterford School District","All Students",202,188,93.1,"*","*",13,6.4
"Waterford School District","Black",12,10,83.3,"*","*","*","*"
"Waterford School District","Eligible For Free Lunch",23,16,69.6,"*","*",7,30.4
"Waterford School District","Eligible For Lunch",33,26,78.8,"*","*",7,21.2
"Waterford School District","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Waterford School District","Female",89,87,97.8,"*","*","*","*"
"Waterford School District","High Needs",49,37,75.5,"*","*",11,22.4
"Waterford School District","Hispanic",20,16,80.0,"*","*","*","*"
"Waterford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Waterford School District","Male",113,101,89.4,"*","*",12,10.6
"Waterford School District","Non-ELL",198,187,94.4,"*","*",10,5.1
"Waterford School District","Non-High Needs",153,151,98.7,"*","*","*","*"
"Waterford School District","Non-Hispanic",182,172,94.5,"*","*",9,4.9
"Waterford School District","Non-Special Education",181,172,95.0,"*","*",9,5.0
"Waterford School District","Not Eligible For Lunch",169,162,95.9,"*","*",6,3.6
"Waterford School District","Special Education",21,16,76.2,"*","*","*","*"
"Waterford School District","Asian",13,13,100.0,"*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*","*","*"
"Waterford School District","Two or More Races","*","*","*","*","*","*","*"
"Waterford School District","White",153,145,94.8,"*","*",7,4.6
"Watertown School District","All Students",228,215,94.3,"*","*",9,3.9
"Watertown School District","Black",6,"*","*","*","*","*","*"
"Watertown School District","Eligible For Free Lunch",40,34,85.0,"*","*","*","*"
"Watertown School District","Eligible For Lunch",56,49,87.5,"*","*","*","*"
"Watertown School District","Eligible For Reduced Lunch",16,15,93.8,"*","*","*","*"
"Watertown School District","Female",124,118,95.2,"*","*","*","*"
"Watertown School District","High Needs",77,65,84.4,"*","*",8,10.4
"Watertown School District","Hispanic",15,14,93.3,"*","*","*","*"
"Watertown School District","Male",104,97,93.3,"*","*","*","*"
"Watertown School District","Non-ELL",223,211,94.6,"*","*",8,3.6
"Watertown School District","Non-High Needs",151,150,99.3,"*","*","*","*"
"Watertown School District","Non-Hispanic",213,201,94.4,"*","*",9,4.2
"Watertown School District","Non-Special Education",203,197,97.0,"*","*",6,3.0
"Watertown School District","Not Eligible For Lunch",172,166,96.5,"*","*","*","*"
"Watertown School District","Special Education",25,18,72.0,"*","*","*","*"
"Watertown School District","Asian",8,8,100.0,"*","*","*","*"
