"Incident Counts, 2015-16"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Sherman School District","=""1270011""","Sherman School","=""1270111""",0,0,"*",0,"*",10,0,0,0,"*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",0,0,"*",0,"*",0,0,0,7,0
"Simsbury School District","=""1280011""","Central School","=""1280111""",0,0,0,0,"*","*",0,0,0,"*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",0,0,0,0,23,"*",0,"*",0,25
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",0,0,"*",0,0,"*",0,0,0,"*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",0,0,"*","*",10,"*",0,"*",11,23
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",0,0,0,"*",0,"*",0,"*",0,"*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",0,0,"*",0,0,0,0,0,0,"*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",0,0,"*",0,0,"*",0,0,0,0
"Somers School District","=""1290011""","Aspire","=""1290511""",0,0,"*",0,"*","*",0,0,"*",11
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",0,"*",6,"*","*",9,"*",0,"*",7
"Somers School District","=""1290011""","Somers High School","=""1296111""",0,0,8,0,"*",9,0,0,"*",80
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",0,0,0,0,0,0,0,0,0,"*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",0,0,0,0,"*",0,0,0,0,"*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",0,0,0,"*","*",0,0,0,0,0
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",0,0,0,0,"*",0,0,0,0,0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","*","*",15,"*",13,22,0,0,8,118
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",0,"*",17,"*",12,13,0,0,0,30
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",0,0,"*",0,"*",0,0,0,0,"*"
"Southington School District","=""1310011""","Alta","=""1310111""",0,0,0,0,0,"*","*",0,7,21
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",0,0,"*",0,"*","*",0,0,0,"*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",0,0,0,0,"*","*",0,"*",0,"*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",0,0,0,0,0,"*",0,0,0,0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",0,"*","*",0,"*","*",0,0,0,11
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",0,0,10,"*","*","*","*","*",0,24
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""",0,0,0,0,0,9,0,0,0,"*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","*",0,13,"*",14,19,"*","*",30,123
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",0,0,"*",0,0,"*",0,0,0,"*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",0,0,"*",0,0,"*",0,0,0,0
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""",0,0,"*",0,0,"*",0,0,0,10
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""",0,0,0,0,0,0,0,"*","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",0,0,0,0,"*","*",0,0,0,0
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",33,"*",81,43,"*",0,0,11
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",0,0,"*",0,0,"*",0,0,0,"*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","*","*",8,"*",6,9,"*","*",14,121
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","*",0,"*",0,0,"*",0,0,0,12
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""",0,0,0,0,0,0,0,"*",0,0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",0,"*",7,"*","*",14,0,"*","*",13
"Stamford Charter School for Excellence District","=""2960013""","Stamford Charter School for Excellence","=""2960113""",0,"*",0,0,"*",0,0,0,0,"*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""",0,0,0,0,"*","*","*",0,"*","*"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",0,"*","*","*",38,38,0,"*","*",12
"Stamford School District","=""1350011""","Dolan School","=""1355311""","*","*",7,"*","*",11,0,"*",0,"*"
"Stamford School District","=""1350011""","Hart School","=""1352211""",0,0,"*",0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",0,0,"*","*","*",7,"*",0,0,0
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",0,0,0,0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Newfield School","=""1350611""","*",0,"*",0,13,"*",0,0,0,"*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""",0,0,"*",0,0,15,"*",0,0,"*"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","*","*",7,6,"*",49,0,11,6,32
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",0,0,0,0,0,"*",0,0,0,0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",0,0,"*","*","*",33,0,0,0,"*"
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",0,0,"*","*",7,"*",0,"*","*",17
"Stamford School District","=""1350011""","Springdale School","=""1351111""",0,0,"*",0,0,"*",0,0,0,"*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","*","*",22,"*",38,31,"*","*",25,167
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",0,0,0,0,0,"*",0,0,0,"*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",0,"*","*",0,"*","*",0,0,"*",6
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",0,0,0,0,0,"*",0,0,0,"*"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",0,0,"*","*","*","*",0,"*",6,6
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","*",0,15,12,14,46,0,11,19,60
"Stamford School District","=""1350011""","Westover School","=""1351411""",0,0,0,0,0,"*",0,0,0,0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",0,"*",11,0,"*",16,"*","*",0,13
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",0,0,0,0,"*","*",0,0,0,"*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",0,0,"*",0,"*","*",0,0,0,"*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",0,0,"*","*",6,"*",0,0,0,7
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",0,"*",9,"*",6,14,"*","*",6,182
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",0,0,0,0,"*","*",0,"*",0,0
"Stratford School District","=""1380011""","ABA Whitney","=""1382411""",0,0,0,0,"*",0,0,0,0,0
"Stratford School District","=""1380011""","ALPHA","=""1380511""","*","*","*","*",8,"*",0,0,"*",11
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",0,"*",11,6,27,"*",0,"*","*",78
"Stratford School District","=""1380011""","Chapel School","=""1380311""",0,"*",0,"*","*",11,0,0,0,"*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",6,"*","*","*",15,40,"*","*","*",122
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",0,0,"*",0,7,7,0,"*",0,9
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""",0,0,"*",0,"*","*",0,0,0,0
"Stratford School District","=""1380011""","Franklin School","=""1380411""",0,"*",7,0,7,"*",0,"*",0,7
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",0,0,14,"*",38,"*",0,"*",0,29
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""",0,0,"*",0,"*",0,0,0,0,"*"
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""",0,0,"*",0,0,"*",0,"*",0,"*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""",0,0,"*","*",6,"*",0,0,0,0
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""",0,0,"*",0,0,"*",0,0,"*",8
"Stratford School District","=""1380011""","Nichols School","=""1380911""",0,0,"*",0,0,27,0,0,0,"*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",0,"*",0,0,"*","*",0,0,0,12
"Stratford School District","=""1380011""","Straford Academy - Victoria Soto School","=""1382211""",0,0,0,0,"*","*",0,0,0,"*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",0,"*",0,0,"*",6,0,0,0,6
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",0,"*",6,"*",22,23,"*","*","*",155
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",0,0,0,0,"*",6,"*",0,0,"*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*",0,0,0,"*","*",0,0,0,"*"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",0,"*",17,"*",27,"*","*","*",0,13
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","*","*",12,"*",15,6,"*","*",8,238
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","*","*",13,"*",15,10,"*",0,0,33
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",0,"*",16,0,25,36,0,"*",0,36
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",0,0,15,9,12,18,"*","*",18,169
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",0,0,"*",0,"*","*",0,0,0,"*"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","*","*","*",0,"*","*",0,0,0,8
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","*",0,"*",0,13,22,"*",0,"*",74
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",6,"*",10,"*","*","*","*","*",0,"*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",0,0,"*","*",7,16,"*","*","*",20
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",0,"*",6,0,"*",10,"*","*",11,79
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",0,0,0,0,8,0,0,0,0,0
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","*","*",20,"*",6,"*",8,"*",26,54
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",0,0,"*","*","*",8,"*",0,0,0
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",0,0,15,"*",6,12,"*","*","*",17
"Torrington School District","=""1430011""","East School","=""1430111""",0,"*",0,0,0,0,0,"*",0,0
"Torrington School District","=""1430011""","Forbes School","=""1430211""",0,0,12,"*","*",6,0,"*",0,"*"
"Torrington School District","=""1430011""","Forbes School / ABC","=""1431511""",0,0,0,0,0,"*",0,0,0,0
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""",0,0,0,0,0,0,0,0,0,"*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""",0,"*","*",0,0,"*",0,0,0,9
"Torrington School District","=""1430011""","Torringford School","=""1430911""",0,"*",6,0,"*",9,"*","*",0,12
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","*","*",25,"*",8,17,"*","*",38,279
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",0,"*",22,"*",37,33,12,"*","*",219
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",0,0,"*",0,36,0,"*",0,0,"*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",0,0,6,"*",16,39,0,0,0,8
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",0,0,0,0,"*",0,0,0,0,"*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",0,0,"*",0,0,0,0,"*",0,0
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",0,0,0,0,0,"*",0,0,0,"*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",0,"*","*",0,"*","*",0,"*","*",8
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",0,0,0,0,0,"*",0,0,0,8
"Trumbull School District","=""1440011""","REACH","=""1440511""",0,0,"*",0,"*",0,0,0,0,"*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",0,0,"*",0,"*",0,0,0,0,"*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""",0,0,"*",0,0,0,0,0,"*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",0,0,"*",0,"*","*",0,"*",9,36
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",0,0,"*",0,"*",11,0,0,0,"*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",0,"*","*",0,"*",8,"*",0,0,"*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",0,"*","*","*",7,51,7,0,0,"*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""",0,0,0,0,0,0,0,0,0,"*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""",0,0,"*","*",30,"*",0,"*",0,"*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",0,0,11,"*",39,0,"*",0,0,"*"
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""",0,0,0,0,0,11,0,0,0,0
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",0,0,8,0,17,"*","*","*",0,24
"Vernon School District","=""1460011""","Northeast School","=""1460311""",0,0,0,"*",0,0,"*","*",0,7
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","*","*",80,9,44,19,10,"*",24,927
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",0,0,6,"*",12,7,0,0,0,"*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","*","*",24,7,21,20,"*","*","*",137
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",0,0,0,0,"*",0,0,0,0,"*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,"*","*",0,6,0,0,"*",0,"*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",0,0,"*",0,"*",23,0,0,0,"*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",0,"*",12,"*",7,22,0,"*",0,15
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",0,0,"*",0,0,"*",0,0,0,0
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",0,0,0,0,0,"*",0,0,0,"*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""",0,0,"*",0,0,0,0,"*",0,"*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","*","*","*",0,"*",8,0,"*",0,18
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","*",6,10,"*",8,18,0,"*",10,73
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",0,0,6,"*",7,"*",0,0,"*",45
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",0,0,0,0,0,"*",0,0,0,0
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",0,"*","*","*",13,"*",0,0,0,"*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",0,0,0,0,"*","*",0,0,0,"*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",0,0,0,0,0,"*",0,0,0,"*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",0,0,"*",0,0,0,0,"*",0,0
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","*",0,"*","*",35,39,"*","*",0,20
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""",0,"*","*","*",7,12,0,0,0,"*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""",0,0,0,"*",8,"*",0,0,0,42
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",0,0,"*","*",9,"*",0,"*",0,42
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""",0,0,"*",0,"*",22,"*","*",0,"*"
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",0,0,6,0,29,41,"*","*",0,24
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",0,0,"*","*",6,23,0,0,0,18
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""",0,0,"*",0,"*","*",0,0,0,7
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","*",13,61,6,123,100,11,7,20,1831
"Waterbury School District","=""1510011""","Crosby NVCC","=""1514011""",0,0,"*",0,0,0,0,0,0,"*"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",0,0,11,"*",39,88,0,"*",0,62
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",0,0,6,"*",31,13,0,0,0,27
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","*","*",42,12,59,91,7,0,"*",636
"Waterbury School District","=""1510011""","Excel II","=""1513811""",0,0,0,0,0,0,0,0,0,"*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""",0,0,"*",0,"*","*",0,0,0,17
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",0,0,"*","*",28,13,0,"*",0,41
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",0,0,15,"*",16,44,"*","*","*",66
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",0,"*","*",0,26,25,0,"*",0,74
"Waterbury School District","=""1510011""","Hopeville Bilingual","=""1514211""",0,0,"*",0,"*","*",0,0,0,"*"
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",0,0,6,"*",32,10,0,"*",0,10
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","*","*",20,7,138,58,"*","*",16,1900
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",0,0,0,"*","*","*",0,"*",0,"*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",0,"*","*",0,"*",6,"*",0,0,11
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","*",9,21,"*",83,107,10,10,6,421
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","*","*",24,"*",82,120,"*","*","*",456
"Waterbury School District","=""1510011""","Reed School","=""1513411""","*","*",13,"*",34,29,0,"*",0,85
"Waterbury School District","=""1510011""","Regan School","=""1512811""",0,0,"*",0,17,7,0,0,0,6
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",0,0,"*","*",9,"*","*","*",0,"*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",0,0,"*",6,19,8,0,6,0,36
"Waterbury School District","=""1510011""","State Street School","=""1519011""","*",7,25,"*",53,12,"*","*","*",111
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",0,"*",20,"*",36,16,"*","*",0,10
"Waterbury School District","=""1510011""","Washington School","=""1512311""",0,0,0,0,9,"*",0,"*",0,27
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",0,0,7,0,16,14,"*","*","*",225
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","*","*",8,"*",8,16,0,0,"*",61
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",0,0,"*",0,27,"*",0,0,0,99
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",0,"*",0,0,0,"*","*",0,0,"*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",9,"*",55,14,170,487,6,"*",6,400
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",7,20,46,10,92,132,9,7,11,2276
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""",0,"*","*","*","*",14,"*",0,0,"*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",0,"*",10,"*",55,67,"*",0,0,42
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",0,"*",30,"*",24,"*",7,0,"*",114
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",0,0,0,0,0,"*",0,0,0,0
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","*",0,"*",0,"*","*",0,"*",0,"*"
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",0,0,0,"*",0,0,"*",0,0,"*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",0,0,8,6,"*",10,"*",0,6,123
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",0,0,"*",0,0,0,0,0,0,"*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","*",0,"*",0,"*","*",0,0,0,0
"Watertown School District","=""1530011""","Polk School","=""1530411""",0,0,"*","*",0,"*",0,0,0,"*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","*","*",34,"*","*",7,"*","*",0,69
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","*","*",7,"*",10,15,0,"*",9,246
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",0,0,"*",0,0,0,0,0,0,"*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",0,"*",7,"*",11,0,"*",0,0,13
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",0,0,0,0,0,0,"*",0,0,"*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",0,"*",19,6,29,8,0,"*",9,81
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","*","*","*",12,10,12,"*",0,32,115
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","*",7,35,9,"*",29,0,0,"*",87
"West Hartford School District","=""1550011""","Morley School","=""1550911""",0,0,0,0,"*","*","*",0,0,0
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",0,0,0,"*",0,"*",0,0,0,7
"West Hartford School District","=""1550011""","REACH","=""1557311""",0,"*","*",0,"*",0,"*",0,"*",49
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",0,"*","*",0,"*","*",0,0,"*","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","*",13,38,8,23,30,"*","*","*",176
"West Hartford School District","=""1550011""","Smith School","=""1551711""",0,0,0,0,0,10,0,0,0,0
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",0,0,0,0,"*","*",0,0,"*",0
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",0,"*",0,0,"*","*",0,0,0,0
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""",0,0,0,0,0,"*",0,0,0,0
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",0,0,"*",0,0,0,0,0,0,"*"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",0,0,0,0,"*",0,0,0,0,"*"
"West Haven School District","=""1560011""","ASD Lab","=""1561111""",0,0,0,0,"*",0,0,0,0,0
"West Haven School District","=""1560011""","Blended","=""1560711""",0,0,0,0,0,0,0,0,0,"*"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",0,0,"*",0,18,9,"*",7,"*",28
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",0,0,0,0,0,"*",0,0,0,"*"
"West Haven School District","=""1560011""","Forest School","=""1560311""",0,0,"*",0,0,0,0,0,0,0
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","*","*","*","*",53,18,"*",6,7,128
"West Haven School District","=""1560011""","Life Skills","=""1560111""",0,0,0,0,0,0,0,0,0,"*"
"West Haven School District","=""1560011""","PACE","=""1560211""",0,0,"*",0,"*","*","*",0,"*",33
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",0,0,"*","*","*","*",0,"*",0,37
"West Haven School District","=""1560011""","Washington School","=""1561211""",0,0,0,0,0,0,0,"*",0,34
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","*","*",11,7,60,32,"*","*",14,350
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",0,0,0,0,"*",0,0,0,"*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",0,0,0,0,0,"*","*","*",0,0
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",0,0,0,0,"*",0,0,0,0,0
"Weston School District","=""1570011""","Weston High School","=""1576111""",0,0,0,0,"*","*",0,0,11,13
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",0,0,"*",0,12,6,0,0,0,18
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",0,"*","*",0,"*","*",0,0,0,"*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",0,0,"*",0,"*",7,0,0,0,"*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",0,0,8,0,0,0,0,0,0,7
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",0,0,0,0,"*","*",0,0,0,6
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""",0,0,0,0,0,0,0,0,0,"*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",0,0,"*",0,0,0,0,0,0,0
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",0,0,"*",0,"*",0,0,0,0,"*"
"Westport School District","=""1580011""","Staples High School","=""1586111""",0,"*","*","*","*","*",0,"*",14,22
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",0,0,0,0,0,"*",0,0,0,"*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",0,0,6,"*","*","*",0,0,0,14
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",0,0,0,0,0,0,0,0,0,"*"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",0,0,"*",0,"*","*",0,0,0,"*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",0,0,0,0,"*",0,0,0,0,"*"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","*","*",19,"*",15,20,0,0,0,21
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",0,0,12,"*",8,16,"*","*","*",74
"Willington School District","=""1600011""","Center School","=""1600111""",0,0,"*",0,"*",0,0,0,0,"*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",0,0,"*",0,"*","*",0,"*",0,"*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",0,0,0,0,0,0,0,0,0,"*"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",0,"*","*",0,0,6,"*",0,0,17
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",0,0,0,"*","*","*",0,"*","*",8
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",0,"*","*",0,0,16,0,0,0,"*"
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",0,"*",14,"*",31,34,"*","*","*",25
"Windham School District","=""1630011""","Natchaug School","=""1630111""",0,0,20,"*",0,32,7,0,0,"*"
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""",0,0,0,0,"*",0,0,0,0,0
"Windham School District","=""1630011""","North Windham School","=""1630311""",0,"*",13,"*",179,0,"*",0,0,18
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",0,0,0,"*",0,0,0,0,0,9
"Windham School District","=""1630011""","Windham Center School","=""1630511""",0,0,"*",0,36,"*","*","*",0,17
"Windham School District","=""1630011""","Windham High School","=""1636111""",0,"*",45,19,51,53,26,"*",9,486
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",0,7,60,11,23,104,24,"*",0,415
