"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2009-10"

"",,,,"Special Education Status",,
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",406,65,471
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",214,35,249
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",696,89,785
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",367,47,414
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1189,180,1369
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",520,87,607
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",496,87,583
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1136,204,1340
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",983,248,1231
"Waterbury School District","=""1510011""","Regan School","=""1512811""",248,43,291
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",569,44,613
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",129,89,218
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",398,59,457
"Waterbury School District","=""1510011""","State Street School","=""1519011""",0,86,86
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",456,87,543
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",429,56,485
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",288,28,316
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",315,52,367
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",977,207,1184
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",339,88,427
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",588,79,667
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",400,37,437
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",366,37,403
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",339,41,380
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",869,111,980
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",306,39,345
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",660,73,733
"Watertown School District","=""1530011""","Polk School","=""1530411""",352,38,390
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",708,76,784
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",865,121,986
"West Hartford School District","=""1550011""","Smith School","=""1551711""",348,20,368
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,"*","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",414,45,459
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",411,27,438
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",369,51,420
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",389,22,411
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",311,29,340
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1418,146,1564
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",530,52,582
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1386,194,1580
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",753,123,876
"West Hartford School District","=""1550011""","Morley School","=""1550911""",342,37,379
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",381,46,427
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",779,100,879
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,12,12
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",413,33,446
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",355,150,505
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",454,43,497
"West Haven School District","=""1560011""","Washington School","=""1561211""",384,47,431
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",294,73,367
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",261,25,286
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",631,70,701
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",348,35,383
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",339,27,366
"West Haven School District","=""1560011""","Forest School","=""1560311""",378,83,461
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",677,52,729
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",381,57,438
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",447,56,503
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1426,143,1569
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",335,33,368
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",281,19,300
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",274,30,304
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",476,52,528
"Weston School District","=""1570011""","Weston High School","=""1576111""",729,69,798
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",580,46,626
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",540,60,600
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",749,96,845
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",433,34,467
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",426,66,492
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",424,43,467
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",448,35,483
"Westport School District","=""1580011""","Long Lots School","=""1580711""",550,46,596
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",485,40,525
"Westport School District","=""1580011""","Staples High School","=""1586111""",1598,187,1785
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",18,38,56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",346,48,394
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",267,44,311
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",415,57,472
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",392,38,430
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",384,60,444
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",527,51,578
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1098,83,1181
"Willington School District","=""1600011""","Center School","=""1600111""",197,30,227
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",265,50,315
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",920,114,1034
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",922,102,1024
"Wilton School District","=""1610011""","Ina E. Driscoll School","=""1610611""",445,55,500
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",449,43,492
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1162,129,1291
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",77,26,103
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",343,65,408
"Winchester School District","=""1620011""","Pearson Academy","=""1620511""",189,38,227
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",195,29,224
"Windham School District","=""1630011""","Early Headstart","=""1638011""",30,0,30
"Windham School District","=""1630011""","Early Headstart-Commerce Dr.","=""1638011""",30,0,30
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""","*","*",34
"Windham School District","=""1630011""","Natchaug School","=""1630111""",227,42,269
"Windham School District","=""1630011""","North Windham School","=""1630311""",403,37,440
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",311,47,358
"Windham School District","=""1630011""","Windham Center School","=""1630511""",286,29,315
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",169,35,204
"Windham School District","=""1630011""","Windham High School","=""1636111""",705,160,865
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",749,202,951
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",393,49,442
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",347,40,387
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",501,50,551
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",374,48,422
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",252,34,286
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",290,43,333
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",369,41,410
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",259,39,298
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""",175,48,223
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",740,100,840
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1223,145,1368
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",324,42,366
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",352,31,383
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",663,64,727
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",392,40,432
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",766,77,843
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""",384,50,434
"Woodbridge School District","=""1670011""","Beecher Road Primary School","=""1670111""",278,21,299
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",1097,56,1153
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",456,44,500
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",385,32,417

