"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2012-13"

"",,,,"Special Education Status",,
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1150,208,1358
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",538,63,601
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",485,100,585
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1002,218,1220
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",867,238,1105
"Waterbury School District","=""1510011""","Reed School","=""1513411""",270,59,329
"Waterbury School District","=""1510011""","Regan School","=""1512811""",225,29,254
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",576,39,615
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",129,71,200
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",354,46,400
"Waterbury School District","=""1510011""","State Street School","=""1519011""",0,84,84
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",446,65,511
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",431,38,469
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",306,27,333
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",322,30,352
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1053,276,1329
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",339,86,425
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",590,85,675
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",315,38,353
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",347,47,394
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",330,31,361
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",735,109,844
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",276,31,307
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",611,71,682
"Watertown School District","=""1530011""","Polk School","=""1530411""",295,42,337
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",686,84,770
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",816,112,928
"West Hartford School District","=""1550011""","Smith School","=""1551711""",336,28,364
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,9,9
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",410,50,460
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",358,26,384
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",374,46,420
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",437,22,459
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",280,28,308
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1395,147,1542
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",489,14,503
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1300,175,1475
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",788,124,912
"West Hartford School District","=""1550011""","Morley School","=""1550911""",301,33,334
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",367,39,406
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",0,25,25
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",796,97,893
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""",0,25,25
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,9,9
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",454,35,489
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",420,118,538
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",448,52,500
"West Haven School District","=""1560011""","Washington School","=""1561211""",390,50,440
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",296,74,370
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",751,138,889
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",327,30,357
"West Haven School District","=""1560011""","Forest School","=""1560311""",379,74,453
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",803,104,907
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",458,75,533
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",435,45,480
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1427,163,1590
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",274,36,310
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",259,27,286
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",244,32,276
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",409,52,461
"Weston School District","=""1570011""","Weston High School","=""1576111""",710,67,777
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",504,41,545
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",582,54,636
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",764,104,868
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",410,37,447
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",458,54,512
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",411,41,452
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",445,41,486
"Westport School District","=""1580011""","Long Lots School","=""1580711""",547,36,583
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",483,41,524
"Westport School District","=""1580011""","Staples High School","=""1586111""",1686,193,1879
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",25,21,46
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",330,36,366
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",272,44,316
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",392,49,441
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",386,36,422
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",311,80,391
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",515,67,582
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1044,113,1157
"Willington School District","=""1600011""","Center School","=""1600111""",168,25,193
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",240,46,286
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",907,146,1053
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",892,104,996
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",825,112,937
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",1166,143,1309
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""",171,37,208
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""",204,51,255
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",167,38,205
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",0,6,6
"Windham School District","=""1630011""","Early Headstart","=""1638011""",22,0,22
"Windham School District","=""1630011""","Early Headstart-Commerce Dr.","=""1638011""",22,0,22
"Windham School District","=""1630011""","Natchaug School","=""1630111""",308,58,366
"Windham School District","=""1630011""","North Windham School","=""1630311""",466,45,511
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",296,54,350
"Windham School District","=""1630011""","Windham Center School","=""1630511""",302,30,332
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""",184,33,217
"Windham School District","=""1630011""","Windham High School","=""1636111""",539,134,673
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",594,124,718
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",424,36,460
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",311,51,362
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",491,61,552
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",327,45,372
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",253,46,299
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",368,73,441
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",365,79,444
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",234,20,254
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",620,131,751
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",1023,176,1199
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",292,31,323
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",325,27,352
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",581,59,640
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",358,34,392
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",791,74,865
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",680,64,744
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",1004,51,1055
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""",457,42,499
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",359,35,394

