"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Regional School District 11","=""2110012""",10,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",05,"N",24,24,100.0,24,0,0.0,0,0.0,0,0.0,"*","*","*","*","*","*",289
"Regional School District 12","=""2120012""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",08,"N",49,49,100.0,49,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",292
"Regional School District 12","=""2120012""",10,"Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",250
"Regional School District 12","=""2120012""",10,"N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*","*","*",299
"Regional School District 13","=""2130012""",05,"Y",33,32,97.0,32,"*","*","*","*",9,28.1,11,34.4,7,21.9,18,56.3,260
"Regional School District 13","=""2130012""",05,"N",106,106,100.0,106,0,0.0,"*","*","*","*",56,52.8,36,34.0,92,86.8,282
"Regional School District 13","=""2130012""",08,"Y",34,34,100.0,34,"*","*","*","*",7,20.6,17,50.0,"*","*","*","*",252
"Regional School District 13","=""2130012""",08,"N",122,121,99.2,121,0,0.0,"*","*",11,9.1,64,52.9,"*","*","*","*",286
"Regional School District 13","=""2130012""",10,"Y",22,21,95.5,21,"*","*","*","*",6,28.6,"*","*",7,33.3,"*","*",267
"Regional School District 13","=""2130012""",10,"N",104,102,98.1,102,0,0.0,"*","*",18,17.6,"*","*",54,52.9,"*","*",304
"Regional School District 14","=""2140012""",05,"Y",36,36,100.0,36,"*","*","*","*","*","*",21,58.3,"*","*","*","*",249
"Regional School District 14","=""2140012""",05,"N",97,97,100.0,97,"*","*","*","*","*","*",48,49.5,"*","*","*","*",282
"Regional School District 14","=""2140012""",08,"Y",28,27,96.4,27,"*","*","*","*",8,29.6,11,40.7,"*","*","*","*",243
"Regional School District 14","=""2140012""",08,"N",74,74,100.0,74,0,0.0,"*","*",9,12.2,47,63.5,"*","*","*","*",276
"Regional School District 14","=""2140012""",10,"Y",52,51,98.1,51,"*","*","*","*",20,39.2,8,15.7,7,13.7,15,29.4,243
"Regional School District 14","=""2140012""",10,"N",141,141,100.0,141,"*","*","*","*",40,28.4,41,29.1,58,41.1,99,70.2,288
"Regional School District 15","=""2150012""",05,"Y",47,47,100.0,47,"*","*",6,12.8,11,23.4,20,42.6,"*","*","*","*",244
"Regional School District 15","=""2150012""",05,"N",236,236,100.0,236,0,0.0,0,0.0,"*","*",127,53.8,"*","*","*","*",294
"Regional School District 15","=""2150012""",08,"Y",55,54,98.2,54,10,18.5,"*","*",14,25.9,17,31.5,"*","*","*","*",238
"Regional School District 15","=""2150012""",08,"N",296,295,99.7,295,0,0.0,"*","*",33,11.2,170,57.6,"*","*","*","*",284
"Regional School District 15","=""2150012""",10,"Y",59,54,91.5,54,"*","*","*","*",16,29.6,15,27.8,14,25.9,29,53.7,270
"Regional School District 15","=""2150012""",10,"N",233,229,98.3,229,"*","*","*","*",30,13.1,75,32.8,122,53.3,197,86.0,300
"Regional School District 16","=""2160012""",05,"Y",49,48,98.0,48,"*","*","*","*",16,33.3,16,33.3,6,12.5,22,45.8,244
"Regional School District 16","=""2160012""",05,"N",118,116,98.3,116,0,0.0,"*","*","*","*",55,47.4,36,31.0,91,78.4,279
"Regional School District 16","=""2160012""",08,"Y",40,40,100.0,40,"*","*","*","*",8,20.0,16,40.0,0,0.0,16,40.0,228
"Regional School District 16","=""2160012""",08,"N",154,151,98.1,151,"*","*","*","*",23,15.2,91,60.3,29,19.2,120,79.5,268
"Regional School District 16","=""2160012""",10,"Y",42,42,100.0,42,"*","*","*","*",8,19.0,6,14.3,"*","*","*","*",217
"Regional School District 16","=""2160012""",10,"N",130,130,100.0,130,"*","*","*","*",52,40.0,33,25.4,"*","*","*","*",271
"Regional School District 17","=""2170012""",05,"Y",45,44,97.8,44,"*","*","*","*",11,25.0,17,38.6,7,15.9,24,54.5,252
"Regional School District 17","=""2170012""",05,"N",142,141,99.3,141,0,0.0,0,0.0,15,10.6,65,46.1,61,43.3,126,89.4,297
"Regional School District 17","=""2170012""",08,"Y",47,44,93.6,44,"*","*","*","*",8,18.2,18,40.9,6,13.6,24,54.5,249
"Regional School District 17","=""2170012""",08,"N",141,141,100.0,141,"*","*","*","*",11,7.8,71,50.4,53,37.6,124,87.9,286
"Regional School District 17","=""2170012""",10,"Y",47,46,97.9,46,"*","*","*","*",16,34.8,"*","*",17,37.0,"*","*",268
"Regional School District 17","=""2170012""",10,"N",120,118,98.3,118,0,0.0,0,0.0,"*","*","*","*",60,50.8,"*","*",302
"Regional School District 18","=""2180012""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""",05,"N",85,85,100.0,85,0,0.0,"*","*","*","*","*","*","*","*","*","*",290
"Regional School District 18","=""2180012""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""",08,"N",115,115,100.0,115,0,0.0,"*","*","*","*","*","*","*","*","*","*",289
"Regional School District 18","=""2180012""",10,"Y",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""",10,"N",103,103,100.0,103,"*","*","*","*","*","*","*","*","*","*","*","*",289
"Regional School District 19","=""2190012""",10,"Y",80,77,96.3,77,"*","*",15,19.5,29,37.7,"*","*",17,22.1,"*","*",244
"Regional School District 19","=""2190012""",10,"N",220,219,99.5,219,"*","*","*","*",59,26.9,58,26.5,90,41.1,148,67.6,287
"Ridgefield School District","=""1180011""",05,"Y",47,47,100.0,47,"*","*","*","*",15,31.9,11,23.4,6,12.8,17,36.2,241
"Ridgefield School District","=""1180011""",05,"N",365,365,100.0,365,"*","*","*","*",22,6.0,162,44.4,177,48.5,339,92.9,298
"Ridgefield School District","=""1180011""",08,"Y",41,41,100.0,41,"*","*","*","*",11,26.8,18,43.9,0,0.0,18,43.9,239
"Ridgefield School District","=""1180011""",08,"N",371,370,99.7,370,"*","*","*","*",21,5.7,190,51.4,155,41.9,345,93.2,291
"Ridgefield School District","=""1180011""",10,"Y",47,36,76.6,36,0,0.0,"*","*",13,36.1,16,44.4,"*","*","*","*",257
"Ridgefield School District","=""1180011""",10,"N",383,370,96.6,370,0,0.0,"*","*",53,14.3,87,23.5,"*","*","*","*",304
"Rocky Hill School District","=""1190011""",05,"Y",48,48,100.0,48,"*","*","*","*",18,37.5,15,31.3,8,16.7,23,47.9,255
"Rocky Hill School District","=""1190011""",05,"N",142,141,99.3,141,0,0.0,"*","*","*","*",63,44.7,62,44.0,125,88.7,292
"Rocky Hill School District","=""1190011""",08,"Y",50,49,98.0,49,"*","*","*","*",9,18.4,18,36.7,8,16.3,26,53.1,248
"Rocky Hill School District","=""1190011""",08,"N",144,144,100.0,144,"*","*","*","*",13,9.0,68,47.2,57,39.6,125,86.8,287
"Rocky Hill School District","=""1190011""",10,"Y",44,43,97.7,43,13,30.2,"*","*",13,30.2,6,14.0,"*","*","*","*",230
"Rocky Hill School District","=""1190011""",10,"N",134,133,99.3,133,0,0.0,"*","*",40,30.1,29,21.8,"*","*","*","*",291
"Salem School District","=""1210011""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""",05,"N",41,41,100.0,41,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",301
"Salem School District","=""1210011""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""",08,"N",24,24,100.0,24,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",278
"Salisbury School District","=""1220011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""",08,"N","*","*","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",05,"Y",58,58,100.0,58,"*","*",14,24.1,15,25.9,19,32.8,"*","*","*","*",234
"Seymour School District","=""1240011""",05,"N",116,116,100.0,116,"*","*",6,5.2,23,19.8,59,50.9,"*","*","*","*",273
"Seymour School District","=""1240011""",08,"Y",71,71,100.0,71,"*","*",11,15.5,16,22.5,25,35.2,"*","*","*","*",229
"Seymour School District","=""1240011""",08,"N",118,117,99.2,117,"*","*",10,8.5,21,17.9,65,55.6,"*","*","*","*",267
"Seymour School District","=""1240011""",10,"Y",45,43,95.6,43,"*","*",6,14.0,14,32.6,6,14.0,"*","*","*","*",223
"Seymour School District","=""1240011""",10,"N",110,109,99.1,109,"*","*",8,7.3,41,37.6,31,28.4,"*","*","*","*",267
"Sharon School District","=""1250011""",05,"Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",05,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,"N",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",05,"Y",139,138,99.3,138,"*","*","*","*",33,23.9,51,37.0,15,10.9,66,47.8,243
"Shelton School District","=""1260011""",05,"N",230,230,100.0,230,"*","*","*","*",20,8.7,112,48.7,94,40.9,206,89.6,291
"Shelton School District","=""1260011""",08,"Y",142,139,97.9,139,"*","*",21,15.1,22,15.8,57,41.0,"*","*","*","*",245
"Shelton School District","=""1260011""",08,"N",312,312,100.0,312,"*","*","*","*",39,12.5,160,51.3,97,31.1,257,82.4,279
"Shelton School District","=""1260011""",10,"Y",104,97,93.3,96,"*","*",17,17.7,32,33.3,19,19.8,"*","*","*","*",246
"Shelton School District","=""1260011""",10,"N",248,245,98.8,245,"*","*","*","*",72,29.4,84,34.3,73,29.8,157,64.1,275
"Sherman School District","=""1270011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",05,"N",30,29,96.7,29,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"Sherman School District","=""1270011""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",08,"N",28,28,100.0,28,0,0.0,0,0.0,0,0.0,"*","*","*","*","*","*",282
"Sherman School District","=""1270011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",05,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",08,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""",05,"Y",45,43,95.6,43,"*","*","*","*",11,25.6,16,37.2,6,14.0,22,51.2,249
"Simsbury School District","=""1280011""",05,"N",247,246,99.6,246,0,0.0,"*","*","*","*",120,48.8,111,45.1,231,93.9,301
"Simsbury School District","=""1280011""",08,"Y",72,72,100.0,72,"*","*","*","*",11,15.3,32,44.4,10,13.9,42,58.3,246
"Simsbury School District","=""1280011""",08,"N",287,284,99.0,284,"*","*","*","*",15,5.3,139,48.9,122,43.0,261,91.9,290
"Simsbury School District","=""1280011""",10,"Y",65,63,96.9,62,"*","*","*","*",19,30.6,9,14.5,22,35.5,31,50.0,267
"Simsbury School District","=""1280011""",10,"N",266,266,100.0,266,0,0.0,"*","*","*","*",52,19.5,194,72.9,246,92.5,318
"Somers School District","=""1290011""",05,"Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""",05,"N",85,85,100.0,85,0,0.0,"*","*","*","*","*","*","*","*","*","*",298
"Somers School District","=""1290011""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""",08,"N",96,95,99.0,95,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Somers School District","=""1290011""",10,"Y",21,20,95.2,20,"*","*","*","*",9,45.0,"*","*","*","*","*","*",227
"Somers School District","=""1290011""",10,"N",101,100,99.0,100,0,0.0,"*","*",26,26.0,"*","*","*","*","*","*",295
"South Windsor School District","=""1320011""",05,"Y",82,81,98.8,81,8,9.9,11,13.6,22,27.2,30,37.0,10,12.3,40,49.4,247
"South Windsor School District","=""1320011""",05,"N",240,237,98.8,237,0,0.0,0,0.0,22,9.3,121,51.1,94,39.7,215,90.7,291
"South Windsor School District","=""1320011""",08,"Y",77,76,98.7,76,"*","*",13,17.1,21,27.6,29,38.2,"*","*","*","*",241
"South Windsor School District","=""1320011""",08,"N",266,266,100.0,266,"*","*",6,2.3,14,5.3,141,53.0,"*","*","*","*",290
"South Windsor School District","=""1320011""",10,"Y",65,62,95.4,62,"*","*","*","*",20,32.3,14,22.6,11,17.7,25,40.3,249
"South Windsor School District","=""1320011""",10,"N",267,264,98.9,264,"*","*","*","*",32,12.1,55,20.8,175,66.3,230,87.1,314
"Southington School District","=""1310011""",05,"Y",144,142,98.6,142,"*","*",26,18.3,31,21.8,47,33.1,"*","*","*","*",246
"Southington School District","=""1310011""",05,"N",408,406,99.5,406,"*","*","*","*",41,10.1,236,58.1,117,28.8,353,86.9,282
"Southington School District","=""1310011""",08,"Y",132,130,98.5,130,31,23.8,15,11.5,22,16.9,56,43.1,6,4.6,62,47.7,237
"Southington School District","=""1310011""",08,"N",429,428,99.8,428,6,1.4,13,3.0,62,14.5,273,63.8,74,17.3,347,81.1,270
"Southington School District","=""1310011""",10,"Y",124,121,97.6,120,"*","*",24,20.0,42,35.0,25,20.8,"*","*","*","*",245
"Southington School District","=""1310011""",10,"N",415,406,97.8,406,"*","*","*","*",89,21.9,100,24.6,201,49.5,301,74.1,294
"Sprague School District","=""1330011""",05,"Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Sprague School District","=""1330011""",05,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""",08,"Y",22,22,100.0,22,0,0.0,"*","*","*","*",14,63.6,"*","*","*","*",266
"Sprague School District","=""1330011""",08,"N",20,20,100.0,20,0,0.0,0,0.0,"*","*",13,65.0,"*","*","*","*",275
"Stafford School District","=""1340011""",05,"Y",45,45,100.0,45,"*","*","*","*",10,22.2,22,48.9,"*","*","*","*",242
"Stafford School District","=""1340011""",05,"N",68,68,100.0,68,0,0.0,"*","*",16,23.5,39,57.4,"*","*","*","*",266
"Stafford School District","=""1340011""",08,"Y",45,45,100.0,45,"*","*","*","*",7,15.6,25,55.6,7,15.6,32,71.1,258
"Stafford School District","=""1340011""",08,"N",70,70,100.0,70,0,0.0,"*","*","*","*",33,47.1,22,31.4,55,78.6,280
"Stafford School District","=""1340011""",10,"Y",32,27,84.4,27,"*","*","*","*",11,40.7,"*","*","*","*","*","*",246
"Stafford School District","=""1340011""",10,"N",62,62,100.0,62,"*","*","*","*",13,21.0,"*","*","*","*","*","*",289
"Stamford Academy District","=""2820013""",10,"Y",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Stamford School District","=""1350011""",05,"Y",736,733,99.6,733,"*","*",137,18.7,225,30.7,206,28.1,"*","*","*","*",231
"Stamford School District","=""1350011""",05,"N",426,425,99.8,425,"*","*","*","*",55,12.9,226,53.2,127,29.9,353,83.1,279
"Stamford School District","=""1350011""",08,"Y",638,622,97.5,622,196,31.5,75,12.1,133,21.4,184,29.6,34,5.5,218,35.0,228
"Stamford School District","=""1350011""",08,"N",476,474,99.6,474,12,2.5,20,4.2,44,9.3,276,58.2,122,25.7,398,84.0,275
"Stamford School District","=""1350011""",10,"Y",647,618,95.5,614,212,34.5,148,24.1,178,29.0,47,7.7,29,4.7,76,12.4,210
"Stamford School District","=""1350011""",10,"N",465,459,98.7,459,19,4.1,34,7.4,149,32.5,118,25.7,139,30.3,257,56.0,271
"Sterling School District","=""1360011""",05,"Y",21,20,95.2,20,"*","*","*","*",7,35.0,"*","*","*","*","*","*",230
"Sterling School District","=""1360011""",05,"N",29,29,100.0,29,0,0.0,0,0.0,8,27.6,"*","*","*","*","*","*",270
"Sterling School District","=""1360011""",08,"Y",25,25,100.0,25,"*","*","*","*","*","*",10,40.0,0,0.0,10,40.0,230
"Sterling School District","=""1360011""",08,"N",31,31,100.0,31,"*","*","*","*","*","*",13,41.9,"*","*","*","*",240
"Sterling School District","=""1360011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""",05,"Y",46,44,95.7,44,9,20.5,"*","*","*","*",14,31.8,9,20.5,23,52.3,246
"Stonington School District","=""1370011""",05,"N",110,109,99.1,109,0,0.0,0,0.0,10,9.2,52,47.7,47,43.1,99,90.8,291
"Stonington School District","=""1370011""",08,"Y",52,50,96.2,50,"*","*","*","*",13,26.0,23,46.0,"*","*","*","*",249
"Stonington School District","=""1370011""",08,"N",126,126,100.0,126,0,0.0,"*","*",12,9.5,70,55.6,"*","*","*","*",283
"Stonington School District","=""1370011""",10,"Y",50,48,96.0,48,"*","*","*","*",17,35.4,9,18.8,9,18.8,18,37.5,250
"Stonington School District","=""1370011""",10,"N",132,132,100.0,132,"*","*","*","*",39,29.5,39,29.5,50,37.9,89,67.4,284
"Stratford School District","=""1380011""",05,"Y",279,275,98.6,275,"*","*",59,21.5,71,25.8,91,33.1,"*","*","*","*",229
"Stratford School District","=""1380011""",05,"N",239,238,99.6,238,"*","*","*","*",37,15.5,129,54.2,47,19.7,176,73.9,267
"Stratford School District","=""1380011""",08,"Y",277,274,98.9,274,70,25.5,48,17.5,68,24.8,79,28.8,9,3.3,88,32.1,229
"Stratford School District","=""1380011""",08,"N",263,262,99.6,262,10,3.8,19,7.3,47,17.9,146,55.7,40,15.3,186,71.0,263
"Stratford School District","=""1380011""",10,"Y",268,255,95.1,253,"*","*",52,20.6,104,41.1,35,13.8,"*","*","*","*",231
"Stratford School District","=""1380011""",10,"N",254,248,97.6,247,"*","*","*","*",85,34.4,78,31.6,63,25.5,141,57.1,270
"Suffield School District","=""1390011""",05,"Y",28,26,92.9,26,"*","*","*","*",9,34.6,6,23.1,"*","*","*","*",228
"Suffield School District","=""1390011""",05,"N",117,117,100.0,117,0,0.0,"*","*",21,17.9,62,53.0,"*","*","*","*",275
"Suffield School District","=""1390011""",08,"Y",29,28,96.6,28,"*","*","*","*","*","*",9,32.1,0,0.0,9,32.1,223
"Suffield School District","=""1390011""",08,"N",155,155,100.0,155,"*","*","*","*","*","*",85,54.8,42,27.1,127,81.9,275
"Suffield School District","=""1390011""",10,"Y",46,42,91.3,42,"*","*","*","*",21,50.0,6,14.3,"*","*","*","*",244
"Suffield School District","=""1390011""",10,"N",157,155,98.7,155,0,0.0,"*","*",22,14.2,41,26.5,"*","*","*","*",303
"The Bridge Academy District","=""2690013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""",10,"Y",39,39,100.0,39,"*","*","*","*","*","*","*","*",0,0.0,"*","*",209
"The Bridge Academy District","=""2690013""",10,"N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""",08,"Y",42,42,100.0,42,6,14.3,"*","*",11,26.2,18,42.9,"*","*","*","*",242
"The Gilbert School District","=""9020022""",08,"N",47,47,100.0,47,0,0.0,"*","*",13,27.7,22,46.8,"*","*","*","*",253
"The Gilbert School District","=""9020022""",10,"Y",34,34,100.0,34,9,26.5,8,23.5,10,29.4,"*","*","*","*",7,20.6,225
"The Gilbert School District","=""9020022""",10,"N",47,46,97.9,46,10,21.7,7,15.2,12,26.1,"*","*","*","*",17,37.0,242
"Thomaston School District","=""1400011""",05,"Y",26,26,100.0,26,"*","*","*","*","*","*",12,46.2,"*","*","*","*",242
"Thomaston School District","=""1400011""",05,"N",48,48,100.0,48,0,0.0,"*","*","*","*",28,58.3,"*","*","*","*",285
"Thomaston School District","=""1400011""",08,"Y",21,21,100.0,21,"*","*","*","*","*","*",9,42.9,0,0.0,9,42.9,235
"Thomaston School District","=""1400011""",08,"N",49,49,100.0,49,"*","*","*","*","*","*",27,55.1,8,16.3,35,71.4,267
"Thomaston School District","=""1400011""",10,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""",10,"N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Thompson School District","=""1410011""",05,"Y",37,36,97.3,36,"*","*","*","*",7,19.4,12,33.3,"*","*","*","*",233
"Thompson School District","=""1410011""",05,"N",53,53,100.0,53,"*","*","*","*",11,20.8,27,50.9,"*","*","*","*",260
"Thompson School District","=""1410011""",08,"Y",28,28,100.0,28,"*","*","*","*",6,21.4,12,42.9,"*","*","*","*",244
"Thompson School District","=""1410011""",08,"N",49,49,100.0,49,0,0.0,"*","*",14,28.6,26,53.1,"*","*","*","*",262
"Thompson School District","=""1410011""",10,"Y",33,31,93.9,31,"*","*","*","*",11,35.5,"*","*",0,0.0,"*","*",219
"Thompson School District","=""1410011""",10,"N",39,37,94.9,37,"*","*","*","*",21,56.8,"*","*","*","*","*","*",248
"Tolland School District","=""1420011""",05,"Y",33,33,100.0,33,"*","*","*","*",9,27.3,15,45.5,"*","*","*","*",247
"Tolland School District","=""1420011""",05,"N",151,151,100.0,151,0,0.0,0,0.0,"*","*",82,54.3,"*","*","*","*",294
"Tolland School District","=""1420011""",08,"Y",39,39,100.0,39,"*","*","*","*",6,15.4,19,48.7,"*","*","*","*",243
"Tolland School District","=""1420011""",08,"N",197,197,100.0,197,"*","*","*","*",16,8.1,125,63.5,"*","*","*","*",281
"Tolland School District","=""1420011""",10,"Y",36,36,100.0,36,6,16.7,"*","*",8,22.2,"*","*",7,19.4,"*","*",238
"Tolland School District","=""1420011""",10,"N",179,179,100.0,179,0,0.0,"*","*",36,20.1,"*","*",82,45.8,"*","*",296
"Torrington School District","=""1430011""",05,"Y",212,209,98.6,209,"*","*","*","*",44,21.1,88,42.1,25,12.0,113,54.1,247
"Torrington School District","=""1430011""",05,"N",146,146,100.0,146,"*","*","*","*",26,17.8,85,58.2,31,21.2,116,79.5,274
"Torrington School District","=""1430011""",08,"Y",188,183,97.3,183,37,20.2,29,15.8,43,23.5,67,36.6,7,3.8,74,40.4,234
"Torrington School District","=""1430011""",08,"N",149,149,100.0,149,6,4.0,8,5.4,19,12.8,100,67.1,16,10.7,116,77.9,263
"Torrington School District","=""1430011""",10,"Y",154,126,81.8,125,"*","*",34,27.2,38,30.4,13,10.4,"*","*","*","*",218
"Torrington School District","=""1430011""",10,"N",111,106,95.5,106,"*","*","*","*",43,40.6,24,22.6,26,24.5,50,47.2,263
"Trailblazers Academy District","=""2780013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Trailblazers Academy District","=""2780013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""",05,"Y",99,99,100.0,99,"*","*","*","*",15,15.2,41,41.4,18,18.2,59,59.6,251
"Trumbull School District","=""1440011""",05,"N",398,398,100.0,398,0,0.0,"*","*","*","*",164,41.2,202,50.8,366,92.0,297
"Trumbull School District","=""1440011""",08,"Y",88,86,97.7,86,"*","*",11,12.8,30,34.9,27,31.4,"*","*","*","*",242
"Trumbull School District","=""1440011""",08,"N",373,371,99.5,371,"*","*","*","*",36,9.7,188,50.7,135,36.4,323,87.1,285
"Trumbull School District","=""1440011""",10,"Y",106,100,94.3,100,"*","*","*","*",31,31.0,26,26.0,22,22.0,48,48.0,258
"Trumbull School District","=""1440011""",10,"N",455,451,99.1,451,0,0.0,"*","*","*","*",97,21.5,276,61.2,373,82.7,306
"Unified School District #2","=""3470015""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""",08,"Y",21,20,95.2,20,15,75.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,182
"Unified School District #2","=""3470015""",10,"Y",42,35,83.3,34,16,47.1,8,23.5,10,29.4,0,0.0,0,0.0,0,0.0,190
"Union School District","=""1450011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""",05,"Y",128,128,100.0,128,"*","*",25,19.5,37,28.9,38,29.7,"*","*","*","*",233
"Vernon School District","=""1460011""",05,"N",109,109,100.0,109,"*","*","*","*",25,22.9,57,52.3,18,16.5,75,68.8,263
"Vernon School District","=""1460011""",08,"Y",107,105,98.1,105,"*","*",19,18.1,21,20.0,38,36.2,"*","*","*","*",229
"Vernon School District","=""1460011""",08,"N",100,100,100.0,100,"*","*",13,13.0,10,10.0,63,63.0,"*","*","*","*",261
"Vernon School District","=""1460011""",10,"Y",87,84,96.6,83,"*","*",29,34.9,18,21.7,10,12.0,"*","*","*","*",221
"Vernon School District","=""1460011""",10,"N",112,112,100.0,112,"*","*","*","*",48,42.9,25,22.3,27,24.1,52,46.4,263
"Voluntown School District","=""1470011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""",05,"N",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*","*","*",270
"Voluntown School District","=""1470011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""",05,"Y",132,132,100.0,132,"*","*",27,20.5,39,29.5,44,33.3,"*","*","*","*",234
"Wallingford School District","=""1480011""",05,"N",318,317,99.7,317,"*","*","*","*",48,15.1,176,55.5,79,24.9,255,80.4,275
"Wallingford School District","=""1480011""",08,"Y",128,125,97.7,125,"*","*","*","*",24,19.2,59,47.2,10,8.0,69,55.2,245
"Wallingford School District","=""1480011""",08,"N",347,344,99.1,344,"*","*","*","*",57,16.6,181,52.6,90,26.2,271,78.8,276
