"Chronic Absenteeism, 2013-14"
", All Schools, Race/Ethnicity"

"District","District Code","School","School Code","Race/Ethnicity","% Chronically Absent"
"Regional School District 16","=""2160012""","Community School","=""2160212""","Two or More Races","*"
"Regional School District 16","=""2160012""","Community School","=""2160212""","White","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","American Indian or Alaska Native","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Asian","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Black or African American","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Hispanic/Latino of any race","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Two or More Races","*"
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","White","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Asian","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Black or African American","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Hispanic/Latino of any race","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","Two or More Races","*"
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","White","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Asian","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Black or African American","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","Hispanic/Latino of any race","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","White",10.5
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Asian","*"
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Black or African American","*"
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Hispanic/Latino of any race","*"
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","Two or More Races","*"
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","White",3.4
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Asian","*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Black or African American","*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Hispanic/Latino of any race","*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","Two or More Races","*"
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","White",2.5
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","American Indian or Alaska Native","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Asian","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Black or African American","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Hispanic/Latino of any race","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","Two or More Races","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","White",7.2
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","American Indian or Alaska Native","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Asian","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Black or African American","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Hispanic/Latino of any race","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Two or More Races","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","White",2.3
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Asian","*"
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Black or African American","*"
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Hispanic/Latino of any race","*"
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Two or More Races","*"
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","White","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Asian","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Black or African American","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Hispanic/Latino of any race","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","Two or More Races","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""","White",6.3
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Asian","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Black or African American","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Hispanic/Latino of any race","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","Two or More Races","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","White",5.0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Asian","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Black or African American","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Hispanic/Latino of any race","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","Two or More Races","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","White","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","American Indian or Alaska Native","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Asian","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Black or African American","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Hispanic/Latino of any race","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","Two or More Races","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","White",5.8
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Asian","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Black or African American","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Hispanic/Latino of any race","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","Two or More Races","*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","White","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","American Indian or Alaska Native","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Asian","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Black or African American","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Hispanic/Latino of any race",23.3
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Native Hawaiian or Other Pacific Islander","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Two or More Races","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","White",15.4
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Asian","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Hispanic/Latino of any race","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","White","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","American Indian or Alaska Native","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Asian",0.0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Black or African American","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Hispanic/Latino of any race",0.0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","White",2.0
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Asian","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Black or African American","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Hispanic/Latino of any race","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Two or More Races","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","White",4.9
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Asian","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Hispanic/Latino of any race","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","White",3.4
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","American Indian or Alaska Native","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Asian","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Black or African American","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Hispanic/Latino of any race","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","White",5.1
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Asian","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Black or African American","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Hispanic/Latino of any race",10.0
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Native Hawaiian or Other Pacific Islander","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","White",9.4
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""","White","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","American Indian or Alaska Native","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Asian","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Black or African American","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Hispanic/Latino of any race",0.0
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","White","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Asian","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Black or African American","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Hispanic/Latino of any race","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","White",9.9
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Asian","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Black or African American","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Hispanic/Latino of any race","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Native Hawaiian or Other Pacific Islander","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Two or More Races","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","White","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Asian","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Black or African American","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Hispanic/Latino of any race",0.0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","Two or More Races","*"
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","White",4.4
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","American Indian or Alaska Native","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Asian","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Black or African American","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Hispanic/Latino of any race",14.5
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","Two or More Races","*"
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","White",4.3
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","American Indian or Alaska Native","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Asian",0.0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Black or African American","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Hispanic/Latino of any race",12.5
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Two or More Races","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","White",6.9
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","American Indian or Alaska Native","*"
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Asian",11.2
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Black or African American","*"
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Hispanic/Latino of any race",20.7
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","Two or More Races","*"
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","White","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","American Indian or Alaska Native","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Asian","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Black or African American","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Hispanic/Latino of any race","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Native Hawaiian or Other Pacific Islander","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Two or More Races","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","White",3.7
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Asian","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Black or African American","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Hispanic/Latino of any race","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Two or More Races","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","White",4.3
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Black or African American","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Hispanic/Latino of any race","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Two or More Races","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","White","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","American Indian or Alaska Native","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Asian","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Black or African American","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Hispanic/Latino of any race","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Two or More Races","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","White",3.4
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","American Indian or Alaska Native","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Asian","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Black or African American","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Hispanic/Latino of any race",21.8
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Two or More Races","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","White",7.1
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Asian","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Black or African American","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Hispanic/Latino of any race","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","White",9.3
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","American Indian or Alaska Native","*"
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Asian",0.0
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Black or African American","*"
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Hispanic/Latino of any race",18.4
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Two or More Races","*"
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","White",10.0
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Asian","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Black or African American","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Hispanic/Latino of any race","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Two or More Races","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","White","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Asian","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Black or African American","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Hispanic/Latino of any race","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Two or More Races","*"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","White","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Asian","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Black or African American","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Hispanic/Latino of any race","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Two or More Races","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","White",3.1
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Asian","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Black or African American","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Hispanic/Latino of any race","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Two or More Races","*"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","White",6.7
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","American Indian or Alaska Native","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Asian","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Black or African American","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Hispanic/Latino of any race",21.7
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Two or More Races","*"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","White",9.0
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Asian","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Black or African American","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Hispanic/Latino of any race",11.8
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Native Hawaiian or Other Pacific Islander","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Two or More Races","*"
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","White",10.1
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","American Indian or Alaska Native","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Asian","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Black or African American","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Hispanic/Latino of any race","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Two or More Races","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","White",4.7
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","American Indian or Alaska Native","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Asian",11.6
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Black or African American",25.8
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Hispanic/Latino of any race",35.6
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Two or More Races","*"
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","White",22.8
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","American Indian or Alaska Native","*"
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Asian",0.0
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Black or African American","*"
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Hispanic/Latino of any race",37.0
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Two or More Races","*"
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","White","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Asian","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Hispanic/Latino of any race","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Two or More Races","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","White",6.7
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Asian","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Black or African American","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Hispanic/Latino of any race","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Native Hawaiian or Other Pacific Islander","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","Two or More Races","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","White","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Asian","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Black or African American","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Two or More Races","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","White",6.6
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Asian","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Black or African American","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Two or More Races","*"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","White",5.1
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Asian","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Black or African American","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Two or More Races","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","White",3.6
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Asian","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Black or African American",13.2
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Two or More Races","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","White",8.4
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Asian","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Black or African American","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Native Hawaiian or Other Pacific Islander","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Two or More Races","*"
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","White",3.8
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Asian","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Black or African American","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Two or More Races","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","White","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Asian",0.0
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Black or African American","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Hispanic/Latino of any race","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Two or More Races","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","White",3.8
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Asian","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Black or African American","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Hispanic/Latino of any race","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Two or More Races","*"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","White",15.4
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","American Indian or Alaska Native","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Asian","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Black or African American","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Hispanic/Latino of any race","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Native Hawaiian or Other Pacific Islander","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Two or More Races","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","White","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","American Indian or Alaska Native","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Asian","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Black or African American","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Hispanic/Latino of any race","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Two or More Races","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","White",15.3
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Asian","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Black or African American","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Two or More Races","*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","White","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","American Indian or Alaska Native","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Asian","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Black or African American","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Two or More Races","*"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","White","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Asian",11.7
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Black or African American","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Native Hawaiian or Other Pacific Islander","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Two or More Races","*"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","White",3.1
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Asian","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Black or African American","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Hispanic/Latino of any race","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Native Hawaiian or Other Pacific Islander","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Two or More Races","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","White","*"
