"Chronic Absenteeism, 2011-12"
"State of Connecticut, All Schools, Gender"

"Organization","School","School Code","Gender","% Chronically Absent"
"Shelton School District","Elizabeth Shelton School","=""1260511""","Male",3.6
"Shelton School District","Intermediate School","=""1265111""","Female",9.1
"Shelton School District","Intermediate School","=""1265111""","Male",4.7
"Shelton School District","Long Hill School","=""1260811""","Female",6.2
"Shelton School District","Long Hill School","=""1260811""","Male",6.2
"Shelton School District","Perry Hill Elementary School","=""1261111""","Female",5.3
"Shelton School District","Perry Hill Elementary School","=""1261111""","Male",5.7
"Shelton School District","Shelton High School","=""1266111""","Female",15.1
"Shelton School District","Shelton High School","=""1266111""","Male",8.9
"Shelton School District","Sunnyside School","=""1260611""","Female",5.3
"Shelton School District","Sunnyside School","=""1260611""","Male",6.4
"Sherman School District","Sherman School","=""1270111""","Female",5.5
"Sherman School District","Sherman School","=""1270111""","Male",6.2
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","Female",9.1
"Side By Side Charter School District","Side By Side Charter School","=""2700113""","Male",6.0
"Simsbury School District","Central School","=""1280111""","Female",4.3
"Simsbury School District","Central School","=""1280111""","Male",3.6
"Simsbury School District","Henry James Memorial School","=""1285111""","Female",9.7
"Simsbury School District","Henry James Memorial School","=""1285111""","Male",7.0
"Simsbury School District","Latimer Lane School","=""1280611""","Female",7.8
"Simsbury School District","Latimer Lane School","=""1280611""","Male",5.7
"Simsbury School District","Simsbury High School","=""1286111""","Female",5.0
"Simsbury School District","Simsbury High School","=""1286111""","Male",3.5
"Simsbury School District","Squadron Line School","=""1280711""","Female",1.9
"Simsbury School District","Squadron Line School","=""1280711""","Male",1.6
"Simsbury School District","Tariffville School","=""1280311""","Female","*"
"Simsbury School District","Tariffville School","=""1280311""","Male","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Female","*"
"Simsbury School District","Tootin' Hills School","=""1280411""","Male","*"
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Female",15.3
"Somers School District","Mabelle B. Avery Middle School","=""1295111""","Male",21.7
"Somers School District","Somers Elementary School","=""1290411""","Female",12.3
"Somers School District","Somers Elementary School","=""1290411""","Male",13.4
"Somers School District","Somers High School","=""1296111""","Female",13.6
"Somers School District","Somers High School","=""1296111""","Male",13.8
"South Windsor School District","Pleasant Valley School","=""1320211""","Female",20.9
"South Windsor School District","Pleasant Valley School","=""1320211""","Male",20.5
"South Windsor School District","Eli Terry School","=""1320711""","Female",17.0
"South Windsor School District","Eli Terry School","=""1320711""","Male",12.1
"South Windsor School District","Orchard Hill School","=""1320611""","Female",11.3
"South Windsor School District","Orchard Hill School","=""1320611""","Male",17.4
"South Windsor School District","Philip R. Smith School","=""1320111""","Female",25.5
"South Windsor School District","Philip R. Smith School","=""1320111""","Male",25.6
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Female","*"
"South Windsor School District","Project Worth Young Adult Academy","=""1329011""","Male","*"
"South Windsor School District","South Windsor High School","=""1326211""","Female","*"
"South Windsor School District","South Windsor High School","=""1326211""","Male","*"
"South Windsor School District","Timothy Edwards School","=""1325111""","Female",23.6
"South Windsor School District","Timothy Edwards School","=""1325111""","Male",21.8
"South Windsor School District","Wapping Elementary School","=""1320411""","Female",18.3
"South Windsor School District","Wapping Elementary School","=""1320411""","Male",10.3
"Southington School District","John F. Kennedy Middle School","=""1315311""","Female",8.4
"Southington School District","John F. Kennedy Middle School","=""1315311""","Male",7.1
"Southington School District","Derynoski Elementary School","=""1311511""","Female",1.8
"Southington School District","Derynoski Elementary School","=""1311511""","Male",4.9
"Southington School District","Flanders Elementary School","=""1311311""","Female","*"
"Southington School District","Flanders Elementary School","=""1311311""","Male","*"
"Southington School District","Hatton Elementary School","=""1310211""","Female",4.9
"Southington School District","Hatton Elementary School","=""1310211""","Male",5.9
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Female",7.0
"Southington School District","Joseph A. Depaolo Middle School","=""1315111""","Male",5.5
"Southington School District","Plantsville Elementary School","=""1310611""","Female","*"
"Southington School District","Plantsville Elementary School","=""1310611""","Male","*"
"Southington School District","South End Elementary School","=""1310711""","Female","*"
"Southington School District","South End Elementary School","=""1310711""","Male","*"
"Southington School District","Southington High School","=""1316211""","Female",10.9
"Southington School District","Southington High School","=""1316211""","Male",12.9
"Southington School District","Strong Elementary School","=""1310811""","Female","*"
"Southington School District","Strong Elementary School","=""1310811""","Male","*"
"Southington School District","Thalberg Elementary School","=""1310911""","Female",5.0
"Southington School District","Thalberg Elementary School","=""1310911""","Male",2.7
"Southington School District","Urbin T. Kelley School","=""1311411""","Female","*"
"Southington School District","Urbin T. Kelley School","=""1311411""","Male","*"
"Sprague School District","Sayles School","=""1330111""","Female",6.0
"Sprague School District","Sayles School","=""1330111""","Male",8.8
"Stafford School District","Stafford Elementary School","=""1340611""","Female",4.3
"Stafford School District","Stafford Elementary School","=""1340611""","Male",6.6
"Stafford School District","Stafford High School","=""1346111""","Female",8.7
"Stafford School District","Stafford High School","=""1346111""","Male",6.9
"Stafford School District","Stafford Middle School","=""1345211""","Female",7.4
"Stafford School District","Stafford Middle School","=""1345211""","Male",15.2
"Stafford School District","Staffordville School","=""1340311""","Female","*"
"Stafford School District","Staffordville School","=""1340311""","Male","*"
"Stafford School District","West Stafford School","=""1340411""","Female","*"
"Stafford School District","West Stafford School","=""1340411""","Male","*"
"Stamford Academy District","Stamford Academy","=""2826013""","Female",0.0
"Stamford Academy District","Stamford Academy","=""2826013""","Male","*"
"Stamford School District","Cloonan School","=""1355611""","Female",14.0
"Stamford School District","Cloonan School","=""1355611""","Male",14.2
"Stamford School District","Davenport Ridge School","=""1352011""","Female",12.0
"Stamford School District","Davenport Ridge School","=""1352011""","Male",11.0
"Stamford School District","Dolan School","=""1355311""","Female",15.2
"Stamford School District","Dolan School","=""1355311""","Male",13.5
"Stamford School District","Hart School","=""1352211""","Female",8.4
"Stamford School District","Hart School","=""1352211""","Male",10.5
"Stamford School District","Julia A. Stark School","=""1351211""","Female",5.1
"Stamford School District","Julia A. Stark School","=""1351211""","Male",5.4
"Stamford School District","K. T. Murphy School","=""1350511""","Female",6.0
"Stamford School District","K. T. Murphy School","=""1350511""","Male",3.1
"Stamford School District","Newfield School","=""1350611""","Female",8.3
"Stamford School District","Newfield School","=""1350611""","Male",13.4
"Stamford School District","Northeast School","=""1351811""","Female",5.9
"Stamford School District","Northeast School","=""1351811""","Male",5.7
"Stamford School District","Rippowam Middle School","=""1355811""","Female",15.9
"Stamford School District","Rippowam Middle School","=""1355811""","Male",15.8
"Stamford School District","Rogers International School","=""1350811""","Female",3.0
"Stamford School District","Rogers International School","=""1350811""","Male",6.2
"Stamford School District","Roxbury School","=""1350911""","Female",9.7
"Stamford School District","Roxbury School","=""1350911""","Male",9.6
"Stamford School District","Scofield Middle School","=""1355711""","Female",3.7
"Stamford School District","Scofield Middle School","=""1355711""","Male",3.8
"Stamford School District","Springdale School","=""1351111""","Female",9.2
"Stamford School District","Springdale School","=""1351111""","Male",8.6
"Stamford School District","Stamford High School","=""1356111""","Female",10.0
"Stamford School District","Stamford High School","=""1356111""","Male",8.7
"Stamford School District","Stillmeadow School","=""1352111""","Female",10.4
"Stamford School District","Stillmeadow School","=""1352111""","Male",9.2
"Stamford School District","The Academy of Information Technology","=""1356411""","Female",4.6
"Stamford School District","The Academy of Information Technology","=""1356411""","Male",2.8
"Stamford School District","Toquam Magnet School","=""1351911""","Female",10.0
"Stamford School District","Toquam Magnet School","=""1351911""","Male",10.6
"Stamford School District","Turn of River School","=""1355511""","Female",14.6
"Stamford School District","Turn of River School","=""1355511""","Male",12.2
"Stamford School District","Westhill High School","=""1356311""","Female",14.1
"Stamford School District","Westhill High School","=""1356311""","Male",14.7
"Stamford School District","Westover School","=""1351411""","Female",5.0
"Stamford School District","Westover School","=""1351411""","Male",4.8
"Sterling School District","Sterling Community School","=""1360311""","Female",7.9
"Sterling School District","Sterling Community School","=""1360311""","Male",8.6
"Stonington School District","Deans Mill School","=""1370511""","Female",4.5
"Stonington School District","Deans Mill School","=""1370511""","Male",4.1
"Stonington School District","Mystic Middle School","=""1375211""","Female",4.4
"Stonington School District","Mystic Middle School","=""1375211""","Male",2.8
"Stonington School District","Pawcatuck Middle School","=""1375111""","Female",97.6
"Stonington School District","Pawcatuck Middle School","=""1375111""","Male",96.0
"Stonington School District","Stonington High School","=""1376111""","Female","*"
"Stonington School District","Stonington High School","=""1376111""","Male","*"
"Stonington School District","West Broad Street School","=""1370411""","Female",0.0
"Stonington School District","West Broad Street School","=""1370411""","Male","*"
"Stonington School District","West Vine Street School","=""1370611""","Female",8.5
"Stonington School District","West Vine Street School","=""1370611""","Male",7.6
"Stratford School District","Eli Whitney School","=""1381311""","Female",6.1
"Stratford School District","Eli Whitney School","=""1381311""","Male",5.5
"Stratford School District","Bunnell High School","=""1386211""","Female",15.3
"Stratford School District","Bunnell High School","=""1386211""","Male",12.3
"Stratford School District","Chapel School","=""1380311""","Female",6.3
"Stratford School District","Chapel School","=""1380311""","Male",8.1
"Stratford School District","David Wooster Middle School","=""1385211""","Female",11.2
"Stratford School District","David Wooster Middle School","=""1385211""","Male",7.0
"Stratford School District","Franklin School","=""1380411""","Female",9.0
"Stratford School District","Franklin School","=""1380411""","Male",10.9
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Female",11.8
"Stratford School District","Harry B. Flood Middle School","=""1385311""","Male",11.0
"Stratford School District","Honeyspot School","=""1381611""","Female","*"
"Stratford School District","Honeyspot School","=""1381611""","Male","*"
"Stratford School District","Lordship School","=""1380811""","Female",9.7
"Stratford School District","Lordship School","=""1380811""","Male",10.7
"Stratford School District","Nichols School","=""1380911""","Female",4.2
"Stratford School District","Nichols School","=""1380911""","Male",5.0
"Stratford School District","Second Hill Lane School","=""1381011""","Female",6.0
"Stratford School District","Second Hill Lane School","=""1381011""","Male",9.1
"Stratford School District","Secondary STEPS Program","=""1389111""","Female","*"
"Stratford School District","Secondary STEPS Program","=""1389111""","Male","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Female","*"
"Stratford School District","Stratford Academy - Johnson House","=""1381511""","Male","*"
"Stratford School District","Stratford High School","=""1386111""","Female",16.0
"Stratford School District","Stratford High School","=""1386111""","Male",11.7
"Stratford School District","Strive-Stratford","=""1389011""","Female","*"
"Stratford School District","Strive-Stratford","=""1389011""","Male","*"
"Stratford School District","Wilcoxson School","=""1381411""","Female",3.9
"Stratford School District","Wilcoxson School","=""1381411""","Male",2.9
"Suffield School District","A. Ward Spaulding School","=""1390411""","Female",3.6
"Suffield School District","A. Ward Spaulding School","=""1390411""","Male",8.3
"Suffield School District","McAlister Intermediate School","=""1390311""","Female",3.2
"Suffield School District","McAlister Intermediate School","=""1390311""","Male",2.2
"Suffield School District","Suffield High School","=""1396111""","Female",12.3
"Suffield School District","Suffield High School","=""1396111""","Male",10.6
"Suffield School District","Suffield Middle School","=""1395111""","Female",8.5
"Suffield School District","Suffield Middle School","=""1395111""","Male",6.4
"The Bridge Academy District","The Bridge Academy","=""2696113""","Female","*"
"The Bridge Academy District","The Bridge Academy","=""2696113""","Male","*"
"The Gilbert School District","The Gilbert School","=""9026122""","Female",11.1
"The Gilbert School District","The Gilbert School","=""9026122""","Male",14.7
"Thomaston School District","Black Rock School","=""1400111""","Female",5.6
"Thomaston School District","Black Rock School","=""1400111""","Male",4.7
"Thomaston School District","Thomaston Center School","=""1400211""","Female","*"
"Thomaston School District","Thomaston Center School","=""1400211""","Male","*"
"Thomaston School District","Thomaston High School","=""1406211""","Female",6.8
"Thomaston School District","Thomaston High School","=""1406211""","Male",4.3
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Female",6.1
"Thompson School District","Mary R. Fisher Elementary School","=""1410111""","Male",9.3
"Thompson School District","Thompson Middle School","=""1415111""","Female",8.4
"Thompson School District","Thompson Middle School","=""1415111""","Male",8.0
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Female",22.2
"Thompson School District","Tourtellotte Memorial High School","=""1416111""","Male",17.5
"Tolland School District","Birch Grove Primary School","=""1420111""","Female",3.8
"Tolland School District","Birch Grove Primary School","=""1420111""","Male",2.0
"Tolland School District","Tolland High School","=""1426111""","Female",10.0
"Tolland School District","Tolland High School","=""1426111""","Male",8.6
"Tolland School District","Tolland Intermediate School","=""1420211""","Female",4.7
"Tolland School District","Tolland Intermediate School","=""1420211""","Male",2.9
"Tolland School District","Tolland Middle School","=""1425111""","Female",1.6
"Tolland School District","Tolland Middle School","=""1425111""","Male",3.6
"Torrington School District","East School","=""1430111""","Female",7.1
"Torrington School District","East School","=""1430111""","Male",8.5
"Torrington School District","Forbes School","=""1430211""","Female",11.5
"Torrington School District","Forbes School","=""1430211""","Male",7.4
"Torrington School District","Southwest School","=""1430811""","Female",10.3
"Torrington School District","Southwest School","=""1430811""","Male",6.3
"Torrington School District","Torringford School","=""1430911""","Female",5.7
"Torrington School District","Torringford School","=""1430911""","Male",4.2
"Torrington School District","Torrington High School","=""1436111""","Female",24.4
"Torrington School District","Torrington High School","=""1436111""","Male",23.3
"Torrington School District","Torrington Middle School","=""1435111""","Female",15.7
"Torrington School District","Torrington Middle School","=""1435111""","Male",18.0
"Torrington School District","Vogel-Wetmore School","=""1431311""","Female",8.4
"Torrington School District","Vogel-Wetmore School","=""1431311""","Male",11.3
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Female","*"
"Trailblazers Academy District","Trailblazers Academy","=""2785113""","Male","*"
"Trumbull School District","Booth Hill School","=""1440111""","Female",3.0
"Trumbull School District","Booth Hill School","=""1440111""","Male",2.6
"Trumbull School District","Daniels Farm School","=""1440811""","Female","*"
"Trumbull School District","Daniels Farm School","=""1440811""","Male","*"
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Female",3.8
"Trumbull School District","Frenchtown Elementary School","=""1441011""","Male",4.2
"Trumbull School District","Hillcrest Middle School","=""1445211""","Female",6.8
"Trumbull School District","Hillcrest Middle School","=""1445211""","Male",7.5
"Trumbull School District","Jane Ryan School","=""1440411""","Female","*"
"Trumbull School District","Jane Ryan School","=""1440411""","Male","*"
"Trumbull School District","Madison Middle School","=""1445111""","Female",7.1
"Trumbull School District","Madison Middle School","=""1445111""","Male",5.7
"Trumbull School District","Middlebrook School","=""1440311""","Female",5.2
"Trumbull School District","Middlebrook School","=""1440311""","Male",4.4
"Trumbull School District","Tashua School","=""1440911""","Female","*"
"Trumbull School District","Tashua School","=""1440911""","Male","*"
"Trumbull School District","Trumbull High School","=""1446111""","Female",10.3
"Trumbull School District","Trumbull High School","=""1446111""","Male",7.9
"Unified School District #1","York Correctional Institution","=""3362515""","Female","*"
"Unified School District #1","Bridgeport Correctional Center","=""3360115""","Male",25.0
"Unified School District #1","Brooklyn Correctional Institution","=""3360215""","Male","*"
"Unified School District #1","Cheshire Correctional Institution","=""3360315""","Male",41.9
"Unified School District #1","Corrigan/Radgowski Correctional Institution","=""3362415""","Male",88.9
"Unified School District #1","Enfield Correctional Institution","=""3360415""","Male","*"
"Unified School District #1","Garner Correctional Institution","=""3361915""","Male",85.7
"Unified School District #1","Hartford Correctional Center","=""3360615""","Male",95.7
"Unified School District #1","MacDougall/Walker Correctional Institution","=""3362215""","Male",84.0
"Unified School District #1","Manson Youth Institution","=""3361115""","Male",42.6
"Unified School District #1","New Haven Correctional Center","=""3360915""","Male",36.7
"Unified School District #1","Northern Correctional Institution","=""3362615""","Male","*"
"Unified School District #1","Osborn Correctional Institution","=""3361215""","Male",48.3
"Unified School District #1","Robinson Correctional Institution","=""3361315""","Male",72.0
"Unified School District #1","Willard/Cybulski Correctional Institution","=""3361515""","Male","*"
"Unified School District #2","Riverview School","=""3470315""","Female",46.9
"Unified School District #2","Riverview School","=""3470315""","Male",85.2
"Unified School District #2","Children''s Place School","=""3470115""","Male","*"
"Unified School District #2","Walter G. Cady School","=""3476715""","Male","*"
"Union School District","Union Elementary School","=""1450111""","Female",0.0
"Union School District","Union Elementary School","=""1450111""","Male",0.0
"Vernon School District","Northeast School","=""1460311""","Female",6.1
"Vernon School District","Northeast School","=""1460311""","Male",8.6
"Vernon School District","Center Road School","=""1461411""","Female",4.0
"Vernon School District","Center Road School","=""1461411""","Male",5.6
"Vernon School District","Lake Street School","=""1460111""","Female","*"
"Vernon School District","Lake Street School","=""1460111""","Male","*"
"Vernon School District","Maple Street School","=""1460211""","Female",11.6
"Vernon School District","Maple Street School","=""1460211""","Male",18.9
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Female","*"
"Vernon School District","Next Step Program (AACBP)","=""1469011""","Male","*"
"Vernon School District","Rockville High School","=""1466111""","Female",16.5
"Vernon School District","Rockville High School","=""1466111""","Male",15.1
"Vernon School District","Skinner Road School","=""1461011""","Female",7.9
"Vernon School District","Skinner Road School","=""1461011""","Male",10.2
"Vernon School District","Vernon Center Middle School","=""1465111""","Female",5.0
"Vernon School District","Vernon Center Middle School","=""1465111""","Male",6.8
"Voluntown School District","Voluntown Elementary School","=""1470111""","Female",6.7
"Voluntown School District","Voluntown Elementary School","=""1470111""","Male",8.6
"Wallingford School District","Highland School","=""1480211""","Female",13.5
"Wallingford School District","Highland School","=""1480211""","Male",7.4
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Female","*"
"Wallingford School District","A.R.T.S. Academy","=""1489011""","Male","*"
"Wallingford School District","Cook Hill School","=""1481011""","Female",8.6
"Wallingford School District","Cook Hill School","=""1481011""","Male",6.2
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Female",9.5
"Wallingford School District","Dag  Hammarskjold Middle School","=""1485211""","Male",8.4
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Female",9.6
"Wallingford School District","Evarts C. Stevens School","=""1480911""","Male",11.2
"Wallingford School District","James H. Moran Middle School","=""1485311""","Female",9.7
"Wallingford School District","James H. Moran Middle School","=""1485311""","Male",9.1
"Wallingford School District","Lyman Hall High School","=""1486111""","Female",12.7
"Wallingford School District","Lyman Hall High School","=""1486111""","Male",11.4
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Female",7.5
"Wallingford School District","Mark T. Sheehan High School","=""1486211""","Male",9.7
"Wallingford School District","Moses Y. Beach School","=""1480111""","Female",16.1
"Wallingford School District","Moses Y. Beach School","=""1480111""","Male",17.3
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Female","*"
"Wallingford School District","Multi-Vocational Life Skills Program","=""1489111""","Male","*"
"Wallingford School District","Parker Farms School","=""1480311""","Female",12.7
"Wallingford School District","Parker Farms School","=""1480311""","Male",13.8
"Wallingford School District","Pond Hill School","=""1481211""","Female",12.3
"Wallingford School District","Pond Hill School","=""1481211""","Male",14.7
"Wallingford School District","Rock Hill School","=""1480411""","Female",13.2
"Wallingford School District","Rock Hill School","=""1480411""","Male",7.7
"Wallingford School District","Yalesville School","=""1480811""","Female","*"
"Wallingford School District","Yalesville School","=""1480811""","Male","*"
"Wallingford School District","Harvest Park","=""1489211""","Male","*"
"Waterbury School District","West Side Middle School","=""1515211""","Female",19.9
"Waterbury School District","West Side Middle School","=""1515211""","Male",23.6
"Waterbury School District","Washington School","=""1512311""","Female","*"
"Waterbury School District","Washington School","=""1512311""","Male",9.5
"Waterbury School District","B. W. Tinker School","=""1512111""","Female",4.7
"Waterbury School District","B. W. Tinker School","=""1512111""","Male",5.4
"Waterbury School District","Bucks Hill School","=""1510511""","Female",15.2
"Waterbury School District","Bucks Hill School","=""1510511""","Male",15.3
"Waterbury School District","Bunker Hill School","=""1510611""","Female",15.5
"Waterbury School District","Bunker Hill School","=""1510611""","Male",15.7
"Waterbury School District","Carrington School","=""1512711""","Female",12.1
"Waterbury School District","Carrington School","=""1512711""","Male",11.5
"Waterbury School District","Crosby High School","=""1516211""","Female",28.8
"Waterbury School District","Crosby High School","=""1516211""","Male",29.4
"Waterbury School District","Driggs School","=""1510911""","Female",26.6
"Waterbury School District","Driggs School","=""1510911""","Male",21.5
"Waterbury School District","Duggan School","=""1511611""","Female",11.1
"Waterbury School District","Duggan School","=""1511611""","Male",16.4
"Waterbury School District","Enlightenment School","=""1519111""","Female",90.4
"Waterbury School District","Enlightenment School","=""1519111""","Male",83.6
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Female",12.9
"Waterbury School District","F. J. Kingsbury School","=""1511411""","Male",10.6
"Waterbury School District","Gilmartin School","=""1512611""","Female",11.4
"Waterbury School District","Gilmartin School","=""1512611""","Male",9.2
"Waterbury School District","H. S. Chase School","=""1510711""","Female",8.3
"Waterbury School District","H. S. Chase School","=""1510711""","Male",7.7
"Waterbury School District","Hopeville School","=""1511311""","Female",11.7
"Waterbury School District","Hopeville School","=""1511311""","Male",18.6
"Waterbury School District","John F. Kennedy High School","=""1516411""","Female",24.4
"Waterbury School District","John F. Kennedy High School","=""1516411""","Male",23.6
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Female",4.0
"Waterbury School District","Maloney Interdistrict Magnet School","=""1513111""","Male",2.5
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Female",7.8
"Waterbury School District","Margaret M. Generali Elementary School","=""1511111""","Male",6.1
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Female",20.0
"Waterbury School District","Michael F. Wallace Middle School","=""1515111""","Male",22.1
"Waterbury School District","North End Middle School","=""1515311""","Female",22.3
"Waterbury School District","North End Middle School","=""1515311""","Male",19.4
"Waterbury School District","Regan School","=""1512811""","Female",12.1
"Waterbury School District","Regan School","=""1512811""","Male",7.3
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Female","*"
"Waterbury School District","Rotella Interdistrict Magnet School","=""1513311""","Male","*"
"Waterbury School District","Sprague School","=""1512011""","Female",14.0
"Waterbury School District","Sprague School","=""1512011""","Male",12.4
"Waterbury School District","State Street School","=""1519011""","Female","*"
"Waterbury School District","State Street School","=""1519011""","Male","*"
"Waterbury School District","Walsh School","=""1512211""","Female",19.8
"Waterbury School District","Walsh School","=""1512211""","Male",19.9
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Female",18.6
"Waterbury School District","Waterbury Arts Magnet School (High)","=""1516011""","Male",10.0
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Female",9.7
"Waterbury School District","Waterbury Arts Magnet School (Middle)","=""1515011""","Male",7.8
"Waterbury School District","Wendell L. Cross School","=""1510811""","Female",4.3
"Waterbury School District","Wendell L. Cross School","=""1510811""","Male",8.8
"Waterbury School District","Wilby High School","=""1516311""","Female",30.9
"Waterbury School District","Wilby High School","=""1516311""","Male",29.5
"Waterbury School District","Woodrow Wilson School","=""1513211""","Female",10.5
"Waterbury School District","Woodrow Wilson School","=""1513211""","Male",13.3
"Waterford School District","Clark Lane Middle School","=""1525111""","Female",6.8
"Waterford School District","Clark Lane Middle School","=""1525111""","Male",5.0
"Waterford School District","Great Neck Elementary School","=""1520211""","Female","*"
"Waterford School District","Great Neck Elementary School","=""1520211""","Male","*"
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Female",3.2
"Waterford School District","Oswegatchie Elementary School","=""1520611""","Male",5.7
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Female",5.1
"Waterford School District","Quaker Hill Elementary School","=""1520711""","Male",5.0
"Waterford School District","Waterford High School","=""1526111""","Female",11.4
"Waterford School District","Waterford High School","=""1526111""","Male",11.3
"Watertown School District","Fletcher W. Judson School","=""1530311""","Female","*"
"Watertown School District","Fletcher W. Judson School","=""1530311""","Male","*"
"Watertown School District","John Trumbull Primary School","=""1530211""","Female",3.6
"Watertown School District","John Trumbull Primary School","=""1530211""","Male",4.5
"Watertown School District","Polk School","=""1530411""","Female",3.7
"Watertown School District","Polk School","=""1530411""","Male",4.3
"Watertown School District","Swift Middle School","=""1535111""","Female",4.7
"Watertown School District","Swift Middle School","=""1535111""","Male",5.3
"Watertown School District","Watertown High School","=""1536111""","Female",27.6
"Watertown School District","Watertown High School","=""1536111""","Male",25.9
"West Hartford School District","Smith School","=""1551711""","Female",8.5
"West Hartford School District","Smith School","=""1551711""","Male",4.7
"West Hartford School District","Achieve","=""1559111""","Female","*"
"West Hartford School District","Achieve","=""1559111""","Male","*"
"West Hartford School District","Aiken School","=""1551611""","Female","*"
"West Hartford School District","Aiken School","=""1551611""","Male","*"
"West Hartford School District","Braeburn School","=""1550211""","Female","*"
"West Hartford School District","Braeburn School","=""1550211""","Male","*"
"West Hartford School District","Bristow Middle School","=""1555311""","Female",7.2
"West Hartford School District","Bristow Middle School","=""1555311""","Male",2.9
"West Hartford School District","Bugbee School","=""1550411""","Female","*"
"West Hartford School District","Bugbee School","=""1550411""","Male","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""","Female","*"
"West Hartford School District","Charter Oak International Academy","=""1550511""","Male","*"
"West Hartford School District","Conard High School","=""1556111""","Female",8.7
"West Hartford School District","Conard High School","=""1556111""","Male",6.0
"West Hartford School District","Duffy School","=""1550611""","Female","*"
"West Hartford School District","Duffy School","=""1550611""","Male","*"
"West Hartford School District","Hall High School","=""1556211""","Female",7.7
"West Hartford School District","Hall High School","=""1556211""","Male",4.9
"West Hartford School District","King Philip Middle School","=""1555111""","Female",6.2
"West Hartford School District","King Philip Middle School","=""1555111""","Male",6.6
"West Hartford School District","Morley School","=""1550911""","Female","*"
"West Hartford School District","Morley School","=""1550911""","Male","*"
"West Hartford School District","Norfeldt School","=""1551011""","Female","*"
"West Hartford School District","Norfeldt School","=""1551011""","Male","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""","Female","*"
"West Hartford School District","STRIVE-West Hartford","=""1559211""","Male","*"
"West Hartford School District","Sedgwick Middle School","=""1555211""","Female",8.2
"West Hartford School District","Sedgwick Middle School","=""1555211""","Male",5.3
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Female","*"
"West Hartford School District","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Male","*"
"West Hartford School District","Webster Hill School","=""1551211""","Female",6.0
"West Hartford School District","Webster Hill School","=""1551211""","Male",8.6
"West Hartford School District","Whiting Lane School","=""1551311""","Female",3.9
"West Hartford School District","Whiting Lane School","=""1551311""","Male",6.5
"West Hartford School District","Wolcott School","=""1551511""","Female",4.0
"West Hartford School District","Wolcott School","=""1551511""","Male",5.3
"West Haven School District","Washington School","=""1561211""","Female",8.0
"West Haven School District","Washington School","=""1561211""","Male",9.6
"West Haven School District","Alma E. Pagels School","=""1560811""","Female",3.7
"West Haven School District","Alma E. Pagels School","=""1560811""","Male",9.4
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Female",10.2
"West Haven School District","Carrigan 5/6 Intermediate School","=""1565311""","Male",15.7
"West Haven School District","Edith E. Mackrille School","=""1560611""","Female",10.8
"West Haven School District","Edith E. Mackrille School","=""1560611""","Male",9.9
"West Haven School District","Forest School","=""1560311""","Female",7.3
"West Haven School District","Forest School","=""1560311""","Male",7.4
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Female",22.9
"West Haven School District","Harry M. Bailey Middle School","=""1565111""","Male",23.7
"West Haven School District","Savin Rock Community School","=""1561411""","Female",12.0
"West Haven School District","Savin Rock Community School","=""1561411""","Male",12.4
"West Haven School District","Seth G. Haley School","=""1560411""","Female",5.3
"West Haven School District","Seth G. Haley School","=""1560411""","Male",4.1
"West Haven School District","West Haven High School","=""1566111""","Female",15.2
"West Haven School District","West Haven High School","=""1566111""","Male",23.7
"Westbrook School District","Daisy Ingraham School","=""1540211""","Female","*"
"Westbrook School District","Daisy Ingraham School","=""1540211""","Male","*"
"Westbrook School District","Westbrook High School","=""1546111""","Female",4.1
"Westbrook School District","Westbrook High School","=""1546111""","Male",10.9
